Rise-Time_envelope_FM4,Rise-Time_envelope_FM4.1,Rise-Time_envelope_FM4.2,Rise-Time_envelope_FM4.3,Rise-Time_envelope_FM4.4,Rise-Time_envelope_FM4.5,Rise-Time_envelope_FM4.6,Rise-Time_envelope_FM4.7,Rise-Time_envelope_FM4.8,Rise-Time_envelope_FM4.9,Rise-Time_envelope_FM4.10,Rise-Time_envelope_FM4
102.07426371713537,5.095261951224348,11.85467135432793,22.380251142998542,13.463422321402462,10.19743501097962,45.17660841675593,28.74490198337119,15.225236858892618,7.020048226055244,9.440952377592122,107.242624008836
6.473322041260991,3.968483488714656,6.689230572686968,6.427775309358141,1.9552156107864824,1.592079215415476,2.020546457391988,11.988907388585655,4.665997394702664,1.500000000000001,2.113948291370217,11.946598015330355
20.79327100707922,1.0,1.523789791046006,3.1655187592779885,1.0,1.546039607707738,1.4424112003665162,21.03850898464157,1.4999999999999996,1.7747979481222809,1.0,2.964426761285284
70.15924627527544,1.0,1.2618948955230032,1.9726803083115745,1.7460338771308828,1.4999999999999998,1.5000000000000004,64.97306674072709,1.5000000000000009,2.049595896244561,1.0,4.549490150631401
121.765206501149,1.0,1.0,1.3322865572161355,1.0,1.25,2.016306233329218,16.207188926762544,1.5000000000000002,2.3243938443668406,1.0,9.648914848648351
125.01010877648964,1.0,1.0,1.3798335618622612,1.1666666666666667,1.0,2.532612466658436,6.969994855386318,1.0,1.4999999999999991,1.3859097611930014,24.04926296481073
118.0286434252456,1.0,1.166666666666667,2.644978058324196,1.3333333333333333,1.0,3.0489186999876527,17.447048533750344,2.079052026822174,1.4999999999999991,1.7718195223860025,21.44404575342219
76.70013891115057,1.0,1.333333333333334,2.4395633072271883,1.5,2.491108024838764,1.0,1.748168745753485,1.539526013411087,1.4999999999999991,1.0,22.242668327344457
3.625645393406539,1.0,1.5000000000000009,2.155971856092796,1.25,2.671935507894032,1.0,2.602206834581439,1.0,1.4999999999999991,16.75927017860234,43.89232389807022
122.5603547928631,1.0,1.0,1.3425720620144033,1.0,2.8527629909493,1.0,7.130147749263868,1.0,1.4999999999999996,7.553413781044324,34.054939547615604
2.940001584294254,1.0,1.2499999999999998,4.459076475276974,2.7600112439492106,4.32216603731753,1.0,56.91864540300071,2.625572747958289,1.4999999999999996,5.739208989022179,107.39490996415812
