Duration_envelope_Central_moment_6th_order,Duration_envelope_Central_moment_6th_order.1,Duration_envelope_Central_moment_6th_order.2,Duration_envelope_Central_moment_6th_order.3,Duration_envelope_Central_moment_6th_order.4,Duration_envelope_Central_moment_6th_order.5,Duration_envelope_Central_moment_6th_order.6,Duration_envelope_Central_moment_6th_order.7,Duration_envelope_Central_moment_6th_order.8,Duration_envelope_Central_moment_6th_order.9,Duration_envelope_Central_moment_6th_order.10,Duration_envelope_Central_moment_6th_order
46765288389372.43,13668841950196.312,40958605633.84756,1.6548290797006242e+16,4718950925551.372,329543247947177.6,989975029780247.0,905407642553.8302,1630286570622794.2,16960814497829.707,155717633395266.78,6585948441501500.0
216255214437029.7,14804777380892.162,46382057598.39795,1.5950222004988614e+16,43016962345919.59,127591805534337.44,742522507139344.9,760109216989.0212,203302782550932.5,16105339200370.053,2882914539643.3896,3504299743150669.0
174690847329395.78,15940712811588.014,51805509562.94834,704863405770641.1,60748188173712.71,652869849633780.8,495069984498442.9,1.7903810435881818e+17,509588991203903.9,15249863902910.396,3337008358765.09,3456119037331352.0
821423917253600.9,17076648242283.863,57228961527.49873,5593904383098253.0,99155483236642.14,597228453172531.0,247617461857540.75,1305237327286.6636,10700389152384.057,14394388605450.738,28710807084584.46,3517823591526742.5
23619974852436.605,18212583672979.715,152420462306.5854,986966670246137.4,48461465211702.29,512061783143096.7,164939216638.84222,3204526223290601.0,3707960966337.188,13538913307991.082,3253952578104.9023,7515688824109726.0
37804365580627.2,19348519103675.566,247611963085.6721,3740855579418016.0,33253524717404.984,1037067314966842.4,759866681853.6208,1321824296453.6665,765214359551.0619,12683438010531.426,1360375298448.9182,3203513505644588.0
71895991404595.95,20484454534371.41,342803463864.75867,2772737908506727.5,133993907125565.69,8138593023358.718,1354794147068.3997,24152278421197.22,37805864094578.86,11827962713071.77,10150085504242.137,1.0150369725595768e+16
53895185628086.24,21620389965067.266,437994964643.8453,412917538913294.4,205347636029575.2,4662050157847.418,1949721612283.1785,1628353573730402.0,91200755128939.08,10972487415612.111,3867693721254.6494,4900040882613992.0
85757039130948.19,19654900237419.504,533186465422.932,3945228680942523.0,207713347509853.88,16487686370086.195,2544649077497.957,168595408735767.88,6584068936322.068,10117012118152.455,3.473097665003626e+16,2863648009304230.5
114844766429802.22,17689410509771.742,628377966202.0187,1100822990800727.2,117361482343888.23,11354666160275.057,2313360733776.065,2104738027001688.8,105786946666063.48,7095462653078.4,9715231380033290.0,6462983222489802.0
20011280768811.305,15723920782123.982,723569466981.1053,533406289744449.44,160581171199244.56,19331109710.55105,2082072390054.173,2793290200837541.0,31287122199558.844,156223796401.8332,456209864500.0358,4870399952633479.0
14946160169513.771,13758431054476.225,818760967760.192,428137446165627.6,76029509498679.25,15386134649402.188,1850784046332.281,147212344195575.84,107663454054834.95,13326131360638.816,130714886811.52412,4741328630414205.0
15999865141562.275,11792941326828.46,913952468539.2788,101131503604167.12,116757497327993.92,1713013383260751.0,1619495702610.3892,389843282427058.06,2198168693780647.5,149115885789265.78,528597613455.0476,7247253645457339.0
1645302597022.983,9827451599180.7,1009143969318.3654,392802759147649.4,371649693425535.2,70811186818143.73,1388207358888.497,112009848357955.31,235564325101879.7,284905640217892.75,107742428646.93552,3047276710366514.0
2885996021274.8315,7861961871532.939,1104335470097.452,1.4310640255969948e+16,87777674038248.17,13689022852673.309,1156919015166.605,86626668591014.61,982345554642591.6,463874293592397.75,131087589376.97025,3362241381328302.0
15942111702104.78,5896472143885.178,1199526970876.5386,5361046671569358.0,199279136032848.5,655612232321838.9,925630671444.7133,695116696748125.2,28270150196872.285,642842946966902.8,7720847105706.512,1958124710921804.0
97920151780807.05,3930982416237.418,1294718471655.6252,3464662422053655.0,157817291736534.3,25326017254724.33,694342327722.821,947644032819584.2,832145714986956.8,821811600341407.9,21504153653027.19,3860547188098619.0
8085615754345.04,1965492688589.656,1389909972434.712,1.2900744442873102e+16,73627352849227.38,8640535771280.713,463053984000.92896,1200171368891043.2,498624244817.4267,1000780253715912.8,57378889397691.38,707455743195140.2
9037209917545.754,2960941.896421629,1485101473213.7986,5215744743798211.0,121579651349316.95,201925930654638.25,231765640279.0371,206526617984786.62,67479904892600.43,1179748907090418.0,37243209276730.05,517892450743854.3
34329373273807.445,227100974683.5072,1580292973992.8853,7236265011204710.0,2153313735394216.8,84795812299922.25,477296557.1450986,150104418208609.72,696977102129200.1,1358717560464923.0,933366367177.3722,791530625148216.2
17114860864968.396,454198988425.1179,1675484474771.972,4677790038610999.0,377560203243307.6,43499291221672.375,918432859326.439,299945167521116.44,20972862241.398537,1537686213839428.0,42713571356613.17,1544037516843506.2
2813070469368.884,681297002166.7286,1770675975551.0586,1230842125766895.8,314266108871025.75,8212067479666.761,1836388422095.733,384213791737648.56,1519874000887.0486,1716654867213933.0,19811121072449.664,754841644159887.1
6168799110216.305,908395015908.3394,2337546941718.7856,1443963049420323.0,196053496432848.9,67789578735437.28,2754343984865.0264,662667515530728.6,6053960952341.289,1895623520588438.0,17556376689029.137,989379526740727.2
9724674856986.713,1135493029649.9502,2904417907886.5127,1.3041137385939782e+16,351301068005759.3,24773042784145.387,3672299547634.32,47385460353605.33,3961255774.498793,2074592173962943.2,2616642373772.012,1413987978735283.2
37338858538810.31,1362591043391.561,3471288874054.24,1.0674360123701584e+16,401851267424973.7,117790269144357.31,4590255110403.614,137705411975807.62,1584858976.486794,2253560827337448.0,1859945843590.5813,772774118460962.6
15101541079936.545,1589689057133.1716,4038159840221.9663,1.5236667223895468e+16,453342412995610.8,28592133334964.234,5508210673172.908,594985968896102.1,6315234936884.135,2013530896777.056,11054640994794.955,711282807612296.8
67198732634734.766,1816787070874.7825,4605030806389.693,1823435340571736.0,477235360360178.1,66539686799983.4,27999855310559.902,2354031890264.3164,11382293438078.389,1007644358161.844,58958599703441.484,1570953804804997.2
39508794615502.55,2043885084616.3933,5171901772557.42,1.2954779325003092e+16,742025630023969.2,116662463732600.92,1379366030.1625288,148416038497407.2,1951412222860.8447,1757819546.632202,320633175770462.5,594879378480490.6
245005440740250.1,2270983098358.004,5738772738725.146,3317401407239253.0,857522526840689.8,36274457766658.64,13662831820952.896,82322284413070.78,71320092312944.53,7477288777.409492,269613672914119.0,2680936105358504.0
81701777419212.73,2498081112099.6147,6305643704892.874,925746809931784.6,1017164884591820.6,11286054653953.28,599249887863.4214,1014122221475291.0,159620842740.54263,13196758008.18678,13094788642355.965,1322278516902770.8
113501351243279.05,2725179125841.2256,6872514671060.601,676015104751953.8,549969826661709.3,14436194212647.982,299631061699.524,26835603973.437683,230653235329992.44,18916227238.96407,36770494980112.25,2439223845225435.5
74442269449375.66,2952277139582.8364,926044806386.0712,47190747550630.59,501916238978764.25,854205103279178.1,12235535.62664326,17729534087.267563,166964297549217.72,24635696469.74136,15633623252351.293,1247633667462044.5
135151283865808.56,3179375153324.447,17995107753411.793,11695257183319.225,529490154896919.2,111668884038073.16,47566371177392.56,400444095912555.6,855507337606.9501,10899490303872.516,2172457361522.231,1097661439013137.2
814807193203880.4,3406473167066.0576,35064170700437.51,129506723427894.64,557709469125907.2,113615505879505.72,35674814901310.86,25377579521583.742,3927419434660.538,21774344911275.29,7369041459809.877,2720491870902309.0
74852978452560.34,3633571180807.669,125596387747.20164,89767385401998.7,498110515965695.4,66059579199146.125,23783258625229.16,102122253971801.34,47235786695256.91,5653522.900464541,14610232640949.262,4648499806730712.0
35312669065674.52,3860669194549.2793,20.030127837377066,165557094935865.88,653852470734334.1,797862904379821.2,11891702349147.451,1074454246320.4722,1984039804823.1533,6.3925483138029e+16,90443940756733.4,4102881462694708.0
37357114045450.07,4087767208290.89,918878510179397.2,231761792368929.2,838122969436313.1,94288359278674.1,146073065.7526135,123527142280.24216,15124210143593.1,1.2785096627040448e+17,1188156888636687.8,7214740745331859.0
32706540109807.824,4314865222032.501,258634252631.21185,123701585191023.0,3.14009190675288e+19,65007151716440.19,40448994791.34644,534873549701844.2,4188700802752.426,1.9177644940278e+17,88703379187548.89,1.0133268656768104e+16
110719751374248.3,4541963235774.111,458808070919.2119,104081951838910.3,1060361752841690.6,48660240083525.6,80751916516.94025,518907154192645.94,9683403331670.057,2.5570193253515546e+17,687522590789.9022,3765388957690500.0
40141096076080.016,4769061249515.723,658981889207.2119,6546803713255.443,817004179795767.5,14635299367967.602,178400467172570.84,335090315043186.7,19945305036526.51,284902607414750.8,18772564405192.02,4829206217418920.0
41064844752680.31,4996159263257.333,859155707495.2118,200267864689116.2,782868985514271.6,70307651441.49744,146776003786888.3,658093015480155.4,2867338643373.4395,211220655037.0948,714767458102.6226,2367271693121092.5
67159214074952.33,5223257276998.943,207628614210.2209,57626060618371.43,364092393427693.25,65245764916.580086,279535389744640.03,109539395307619.34,110796113161073.2,113584887554.47404,1849636805419.744,4325314955927549.0
15707674392775.664,5450355290740.555,205487707089.8784,517809779759020.3,584483914104949.2,737171749.175977,142765283170907.66,34148731432815.38,165854230007273.97,15949120071.853315,755645280682334.5,6330869444823778.0
19761497522491.8,5677453304482.165,203346799969.53583,88387365685313.39,397021008378944.5,10734434296.318604,5995176597175.293,8591261748984.653,1448869441319.992,7980777835.273769,9699269069134.16,7772933905795955.0
7830931560892.58,5904551318223.776,201205892849.1933,5245913598550.431,321104319380924.9,5611312654108141.0,4383612995407.078,2205412624419.3228,43307054662939.805,12435598.694222746,1485903819121533.2,3892659250551337.5
10084961816871.107,6131649331965.387,199064985728.8508,19700222783191.76,458730326872893.6,502546657666785.25,2772049393638.864,77987519441021.66,14883142920887.31,12011316824.737566,112448301488.28084,3196913776526888.0
11100964143803.248,6358747345706.997,196924078608.5082,6894387320124.708,299502265918949.44,155834513572.48648,1160485791870.6497,15955059850750.518,39539475119.03666,284226007338.76575,3977903244302157.5,6465468565040769.0
722915375709.849,6585845359448.608,194783171488.16568,168208619759350.9,574959033533967.6,20285885446.83837,1266157677366.4104,6514531847146.797,35734068684.90368,641339725719.5737,230509565328984.88,6879282577918609.0
832995270085.4899,6812943373190.219,3685833230273.481,348647203343060.0,294940454062583.6,1084692086941047.2,1371829562862.171,3282785863103.868,983607128881.8472,998453444100.3818,180507804537.2062,7063494705130611.0
8565962983790.641,7040041386931.83,3282288738881.7627,18837120923982.79,267108622851637.03,302281753918463.94,1477501448357.9316,4927354306648.398,9523256095.399082,1299618761313.0342,21101405167156.164,5167493365949208.0
2557748756464.397,6883605463018.472,2878744247490.0444,48254692132542.33,550653292350762.5,953307635364341.0,1583173333853.6924,1839432833228.8608,43570837344.1124,1600784078525.6863,7817674143947.145,2715368205162574.5
4468936413513.131,6727169539105.113,2475199756098.326,175855278804829.8,559497914286236.9,2734826338178120.5,1535430740939.5132,12230559909401.66,128406797612162.02,163594313150582.2,19026506581.40497,4166295174281617.0
10728819575204.098,6570733615191.754,2071655264706.608,140816308249468.34,450029519502040.56,224967157330001.7,1487688148025.3335,16798550340917.6,243087582188.3351,131053316859328.86,10331911205.686323,4550013472906937.0
716767226330.0055,6414297691278.396,1668110773314.89,569212761635151.8,590900109035628.1,54006515458080.445,1439945555111.1543,15026936463826.535,67573076270.32399,98512320568075.52,1637315829.967677,1.3757812692629228e+16
433013020636.7142,6257861767365.037,1264566281923.172,742406305866652.8,466964970420296.5,76485348738792.66,1392202962196.975,35835415616756.914,99682596407533.84,65971324276822.22,503002557300.8631,7389112719682835.0
555117156378.6603,6101425843451.679,861021790531.4536,892409097882118.1,243976530305781.3,700578150017486.9,1344460369282.796,28953061889358.21,66453320541941.65,33430327985568.89,340353225277.86,1448498806419140.2
3421620513170.1284,5944989919538.32,457477299139.73535,998104688612446.0,292393700129836.6,281585789122109.44,1122695680269.309,29195290535859.32,38658503564066.71,889331694315.5493,177703893254.8568,873344723684360.2
230514985623.5404,5788553995624.961,53932807748.01705,645252986120875.5,457942030449737.5,109754721454102.44,900930991255.8228,26527323760901.81,17514634972498.72,14719744155505.568,15054561231.85363,641011673567382.2
296571232912.813,5632118071711.603,35956465264.49927,247505715789228.4,1006802779969444.4,352774115395245.94,679166302242.336,45597087719930.95,24879133414685.363,28550156616695.59,5425878983908.6,1336175928218123.2
22406883684863.363,5475682147798.244,17980122780.98149,3.779477981440129e+17,760704025136733.1,262653710190682.8,457401613228.8495,81331022190835.58,1453082022282.3198,42380569077885.61,10836703406585.346,867356417628288.6
21628526848684.02,5319246223884.886,3780297.463708774,,644287427782720.8,92850248803115.23,235636924215.3628,76316539873435.4,2848198319089.338,56210981539075.625,16247527829262.092,458125340437738.8
127541351369577.94,5162810299971.527,41075927.88690076,,1215946691339735.8,982596223986856.6,13872235201.87615,134227234730077.12,28405277316196.4,70041394000265.64,21658352251938.84,1294250476099207.2
51252786916987.12,5006374376058.168,78371558.31009275,,865423918915134.4,121808457423241.6,21776149338.10112,178917874686795.06,27637573539966.03,83871806461455.67,15344507121325.48,1975985376034868.8
5309984236073.808,4849938452144.811,115667188.73328473,,617542113454841.0,405001887418139.8,29680063474.326088,249827658116860.5,44428597626702.82,97702218922645.69,9030661990712.12,2178776186626007.5
16208628332991.182,4693502528231.451,78526552.30751017,,474233565923121.75,349375354229176.56,1234186934591.8218,105583484371780.36,176373526844288.38,111532631383835.7,79070907377.27646,220871893284536.0
61887488550145.1,4537066604318.093,41385915.88173561,,370870845351022.3,263038810681392.1,2438693805709.3174,208498253176564.4,292347843594501.6,125363043845025.72,141061925319.0609,375250699675832.4
19630468383524.613,4380630680404.7344,4245279.455961047,,268234667261801.7,52285357865920.56,3643200676826.813,306022788637680.44,72957404463199.1,139193456306215.72,3835411219.827856,1922282605309918.8
33240109659468.125,4224194756491.376,6820777254716.986,,173085478439250.44,103182980676719.88,153926238734251.66,128379050661475.2,17034967564251.78,153023868767405.78,251444002133763.2,289406940250029.75
2585596552416.963,4067758832578.017,5791045872045.079,,357092743550240.1,62561953831271.82,3070510.222761988,109240129111172.88,249965856786609.47,166854281228595.8,8935344978605.205,1624329341391852.0
27965960756766.48,3911322908664.658,4761314489373.172,,317859114807967.1,321993225150987.4,104870649032.63554,93880558440946.64,232640469847328.75,180684693689785.8,7852382146838.469,337924751966356.3
28886659167782.062,3754886984751.3,3731583106701.265,,478422632697297.25,163575565628428.6,100710430821.56355,134287426788544.52,214933001719428.97,194515106150975.84,70654933684674.08,1924610027669872.8
47513039016940.16,3598451060837.9414,2701851724029.358,,280425685157346.0,79456800873777.28,96550212610.49156,193338185976552.6,293456406982868.44,208345518612165.84,2363060510820.9146,1160798509542853.8
28120958602180.69,3442015136924.5825,1672120341357.4512,,409734647135782.5,36802983958732.36,92389994399.41956,151553420395969.53,641185867793089.0,222175931073355.88,6369500363093.935,2209348021645743.2
4073228230985.7256,3285579213011.224,642388958685.5436,,421356897127664.8,23701219123767.32,88229776188.34758,166916651209857.66,15954369785596.225,18324000098.18367,2240738504197536.0,2284000914844623.5
269898531149.74933,3129143289097.8657,15987140615937.73,,576444271296657.9,1828047019987747.2,84069557977.2756,147383183067295.03,2795366987894.267,151908246726253.28,7734978494984408.0,876478240855489.6
24441491735.29698,2972707365184.507,642350320692153.8,,421565852911891.1,124152622453869.86,79909339766.20361,119316604242491.2,10623011547979.443,303798169452408.4,10291043542698.8,999940702202078.8
238306067.2310241,2816271441271.1484,110208801313175.78,,385673237110601.0,119383184759435.06,75749121555.13162,325846199191466.6,27000589177012.6,455688092178563.4,109405678492480.84,327768634857868.06
1801188452.824821,2659835517357.79,104802600824.12367,,1159251335859354.0,49060050729278.125,71588903344.05963,220501569072943.7,11735026807551.309,607578014904718.5,49262481027051.85,646266155067136.0
5659804972844.492,2503399593444.432,6.2812918476207e+16,,874575233200826.6,116027301821413.05,67428685132.98764,91051988962143.08,35962842967683.09,759467937630873.6,58845489174009.42,1894627612199814.0
1631097167561.4707,2346963669531.0723,808127619599627.8,,1486869167024194.5,1.3081865037834816e+16,63268466921.91565,195157058347644.0,214034697476664.1,911357860357028.6,51391152362526.74,183619939504557.88
3161550068243.5205,2190527745617.7136,897118222301564.0,,1379695756918704.5,745079945462476.0,59108248710.84366,293303040539624.94,218794942509159.7,1063247783083183.8,112215057533186.66,518154146490038.0
2809658509932.8506,2034091821704.356,598081040693943.5,,1430309454239751.2,106248325183880.34,54948030499.77167,252115208137528.4,168052060435.78683,1215137705809339.0,3256072473801.2383,266766942697478.56
5210165278481.752,1877655897790.997,299043859086323.1,,1370588628079683.2,189113410844428.28,50787812288.69968,135508993950290.16,1714017644499.1736,1367027628535494.0,27613618616495.453,266794133873098.8
2567071437.8988533,1721219973877.639,6677478702.742554,,1134592061173600.8,64464282857375.64,46627594077.62769,118923585294598.52,345789451514.1103,691766443945621.9,31366158502185.605,127204951894993.36
2929843005421.556,1564784049964.2793,2597221.4708592715,,1388233356812494.5,414256257614763.75,42467375866.5557,405383424373080.3,457788010542.16656,16505259355749.84,80054329640671.48,609971830906076.5
10999887425245.275,1408348126050.921,538953181619.3387,,1860876645294316.0,187690291235357.7,38307157655.48371,306444847943954.2,111287296423745.2,1.0641945718684548e+18,114633474069628.64,253379731481131.0
4745911359860.565,1251912202137.5625,1077903766017.2064,,1814424958217096.8,143019622172872.28,34146939444.411728,463640183894429.7,636803707647402.2,2.128372638477553e+18,59360747761665.13,596773755091444.4
1502655433404.2642,1095476278224.204,330319065693.7028,,1687200834130451.8,569064369314884.2,29986721233.339737,258939114168005.1,1204828927873104.2,3.1925507050866524e+18,69828771453236.7,1207889678757255.0
880614621411.9729,939040354310.8456,88245022401.87082,,3829683850198335.0,573210841094274.4,25826503022.267742,262978057266610.1,409347120814176.25,176652779170594.53,80296795144808.27,900426751147998.5
1123111837334.2026,782604430397.4863,60463187544.852844,,2647437359585387.0,150344845284942.88,21666284811.195755,207457891634677.1,425440782203700.3,6738133420.528744,125778206487754.64,1663848336596236.0
13746247863.357683,626168506484.1279,32681352687.83488,,1.772450046166529e+16,495179207813438.9,17506066600.123764,75195387590329.3,571113115030208.4,1067704861995.1602,1211439452175883.5,980807275032083.8
135494507007.31264,469732582570.76953,4899517830.816916,,6261763654801038.0,197843586036405.2,13345848389.051771,89929713423327.53,654400421091368.0,5935170232872.297,529864120668903.2,457391426086588.8
632266552180.1873,313296658657.41113,9419176915683.229,,4968382205302224.0,150104341749750.8,9185630177.979782,99383942431238.34,646837740595293.4,18658090137390.09,178855549920.94916,614127698492740.4
199958874657.91403,156860734744.05273,18833454313535.64,,7.116907863031352e+19,92593901660012.77,5025411966.907791,74056897640246.6,375581195444.8334,28632344665982.5,61917650609736.266,588765100522719.6
3045303490162.733,424810830.6946358,28247731711388.05,,,187693861869428.47,865193755.8358045,192216017887028.44,61258472211746.15,3214344748673.354,603408911648976.4,527286026506018.7
554171352390.5404,436692677522.5448,37662009109240.47,,,184750624888540.97,86762188178.92616,66291235719281.72,4511840619181.343,1301779823479.775,80975608334557.27,924196858873713.0
139450940561170.4,872960544214.3949,47076286507092.88,,,1163509587972833.2,172659182602.01654,86360504154599.67,11728305569609.717,7754439148.320371,226224231060229.28,459054282452367.4
72162286.01623893,3726004792711.455,56490563904945.29,,,183766373960365.6,258556177025.1069,106239589929846.48,6533861895794.539,9866269752.53363,286913164849176.6,186518591227470.1
