Amplitude_envelope_FM4,Amplitude_envelope_FM4.1,Amplitude_envelope_FM4.2,Amplitude_envelope_FM4.3,Amplitude_envelope_FM4.4,Amplitude_envelope_FM4.5,Amplitude_envelope_FM4.6,Amplitude_envelope_FM4.7,Amplitude_envelope_FM4.8,Amplitude_envelope_FM4.9,Amplitude_envelope_FM4.10,Amplitude_envelope_FM4
2.4536102814236083,4.050543030907276,3.0431049556742007,2.5090073700050737,2.311356107767521,2.84763470188245,2.498401229808457,3.955483536444322,2.616020208958316,2.4693951931125486,3.330977316003766,3.455273836031064
5.338387866757203,1.6667170697300508,2.198528241147508,2.33972151943542,1.7604770626927728,1.7394338247933772,2.1452374526367466,3.402096482445807,1.8023421833331748,1.5000000000000029,2.832892972738611,4.250919395656295
1.981668480612768,1.0,1.3539515266208146,2.315673913062498,1.0,1.619716912396688,1.3361703769423128,7.267514111078705,1.4999999999999998,1.7339857475654503,1.0,2.260342459361877
2.4844320932753017,1.0,1.1769757633104074,2.173290674735972,1.220272607763309,1.499999999999999,1.500000000000001,18.046447065131176,1.4999999999999958,1.9679714951308973,1.0,5.700628999934478
2.328085474529196,1.0,1.0,1.0431508345977476,1.0,1.2499999999999991,1.7709573933831364,32.46521761096511,1.5,2.201957242696345,1.0,16.568347157622267
2.731246719012945,1.0,1.0,2.258454116959876,1.1666666666666672,0.9999999999999998,2.041914786766272,24.793803594116465,1.0,1.5000000000000004,2.29618606378291,20.6972411679193
2.0660237900596323,1.0,1.1666666666666667,2.0752918444434907,1.3333333333333344,1.0,2.312872180149407,36.39727676033949,1.0222709300084465,1.5000000000000009,3.5923721275658203,23.53522925369434
2.0368865016918565,1.0,1.3333333333333333,1.7514358193930557,1.5000000000000016,1.584546762770549,1.0,6.724121319789338,1.0111354650042232,1.5000000000000009,1.0,23.513877909047423
2.699490239586206,1.0,1.5,2.346670410871892,1.2500000000000009,1.4466449551852043,1.0,2.039294738716236,1.0,1.5000000000000009,3.0846603014583653,5.751432335269768
2.7929808269114607,1.0,1.0,1.869795343363553,1.0,1.30874314759986,1.0,8.165620747610278,0.9999999999999992,1.500000000000001,1.876851960067768,7.971984814371956
2.5619887857733743,1.0,1.2499999999999996,2.6228201044215456,2.3392878558719614,3.6510257259794696,1.0,62.56982895731299,1.9901992076034325,1.500000000000001,5.333618164652857,12.981357340328625
3.109975295768287,1.0,1.4999999999999991,2.162220971677672,1.8039838745340149,10.138481802733228,1.0,146.18803055865493,2.3532266067636924,1.5000000000000016,5.199751774130966,9.548781363020568
6.514719777847907,1.0,1.5000000000000004,1.5000000000000002,2.1664497624513754,22.86806467713649,2.8951606139903934,101.10413579227958,1.6354912765833842,1.5000000000000018,3.3044692054644704,8.1936194536651
15.304002541545408,1.0,1.5000000000000049,8.026374070127966,2.670201115481228,6.568100037338231,2.623909276405188,35.02731650360733,8.310346041085097,1.5000000000000018,2.437503345548689,9.222986084140306
8.13107371216561,1.0,1.925239576798607,1.0,2.113467410320818,2.3477395251030497,2.352657938819982,15.969484876333496,2.1045642246570004,1.500000000000002,2.34770460289267,9.37160774782971
39.44755292000984,1.0,1.8644910658273777,4.003166181583678,1.556733705160409,1.0,2.0814066012347765,45.57891340739878,1.63110629980427,1.5000000000000022,1.9342326094461573,11.027165473260643
4.646713220118406,1.0,1.803742554856148,1.3409304154143544,1.0,1.7966335471095234,1.8101552636495708,23.435916099151296,1.818672830236464,1.5000000000000024,1.3157495152225571,6.526861505011673
9.109115829658844,1.0,1.7429940438849187,3.292762210696025,1.522582765880065,4.4929672858232985,1.538903926064365,51.1680494467777,2.006239360668658,1.5000000000000029,1.1071587593205543,9.03028663507528
9.029827309071813,1.0,1.6822455329136894,1.0000000000000002,2.04516553176013,3.4801881282123475,1.5194519630321812,12.894294954064955,2.364556021322056,1.5000000000000029,6.875445540756023,8.531562997278142
4.249344921526101,1.0,1.62149702194246,1.9190407148676143,2.5677482976401955,2.4674089706013964,1.4999999999999976,10.994573712754812,4.922354111041681,1.5000000000000029,1.786067439017118,9.742014299802625
11.037609178942716,1.0,1.5607485109712305,1.7858924764836293,2.0900813615904585,0.9999999999999998,29.56795926872189,12.55544477059202,1.5000000000000002,1.500000000000003,12.475644231493098,11.27343641107746
12.397205904106256,1.0,1.500000000000001,2.437247368680659,1.0,1.4999999999999951,15.533979634360945,27.733781843287783,2.3154037983086484,1.500000000000001,2.378569531871196,8.120524385225897
2.7638126196873047,1.0,1.450000000000001,2.378721115011533,1.7875572438145486,11.836491386915664,1.500000000000001,23.480869074581303,1.7580688624990777,1.4999999999999998,2.8283029861619644,8.245703152348428
3.4612887027557786,1.0,1.4000000000000008,1.0,2.575114487629097,2.525396446372597,2.178389663818566,29.90049571304796,1.72372265632224,1.458333333333333,18.40403829564008,7.617439213193054
2.2861736797713545,1.0,1.3500000000000008,1.6769099925849449,3.362671731443646,1.0,2.856779327637131,14.793415610535131,4.680733919658257,1.4166666666666663,14.152705239456608,8.458386351336257
8.268512362830892,1.0,1.3000000000000005,3.6352066582286113,1.500000000000002,1.0000000000000002,4.217665077510168,26.85758694801032,1.5026795839866596,1.3749999999999998,125.80271698423088,8.841970734442214
12.13447540528226,1.0,1.2500000000000004,2.210762475118059,1.0,1.0000000000000002,2.557894546437133,97.89824127306608,3.46691477556282,1.3333333333333333,10.4240330271382,8.039418580166933
4.880038572686533,1.0,1.2000000000000002,2.944246289926584,1.0,1.0,1.0,15.370901654051464,1.5808810202709338,1.2916666666666663,1.796249127749295,6.590287654437213
5.250820164877095,1.0,1.15,3.08970550279278,1.310915916700253,1.0,1.0,14.779110974087182,5.485679542242046,1.25,3.686379912668462,5.782105537513127
14.724257325202862,1.0,1.1,4.597895008147331,7.297585348026148,1.499999999999999,2.389963094217449,10.117280517962676,1.2140338913317426,1.2083333333333333,1.0,4.961752215740416
7.943258958984235,1.0,1.0499999999999998,1.5975959638555894,1.7035097557530603,16.640339082148067,1.0,23.139020712228938,1.4999999999999962,1.1666666666666663,2.6148764305343497,3.775952983033434
4.048467678739775,1.0,0.9999999999999998,1.983816543336032,1.9113529782536736,14.373468127457729,1.5000000000000075,16.875679199407525,1.5844341214548416,1.125,9.019091419604411,4.997702270279625
2.5028923259046434,1.0,1.5000000000000016,5.647183909523582,1.0,1.919661473562428,1.3333333333333384,9.6845293924384,1.4860884960534575,1.0833333333333333,4.259710372835246,4.330613018589063
2.5774002637412177,1.0,1.4444444444444458,4.131813652360741,1.4749367728431186,11.777203518877334,1.1666666666666692,49.10080788122989,2.526153324927676,1.0416666666666663,2.947585452795811,3.400379080693485
3.041915412857047,1.0,1.3888888888888902,4.389917981733313,1.548589599614228,5.333192326920896,1.0,21.994004194464164,1.607102232216708,1.0,3.662073743571929,3.063290833041654
2.341678117866147,1.0,1.3333333333333344,2.9287924149126514,1.4999999999999996,3.461991962432167,2.8643204233428188,3.4364827185763973,2.9997035573662125,1.0,2.843945752747168,5.194403416686216
3.254188550379178,1.0,1.2777777777777786,2.605163275305304,4.713154630793912,5.274249866202801,4.7286408466856376,3.720558556095928,2.429027775318122,1.0,3.6659189771471272,4.141418116606227
2.72847108637982,1.0,1.222222222222223,3.368400655488817,6.031474378425275,2.3659188455196856,4.107200705571365,6.285525179497762,2.162920652296207,1.0,13.51400174651041,3.0045103352717395
8.350466594845733,1.0,1.1666666666666672,4.423389842511076,3.671661880593647,5.326576359827079,3.485760564457092,35.121920757590004,2.6930243285833804,1.0,5.459718997583588,2.534804101582837
7.940424437465899,1.0,1.1111111111111116,4.483795869840002,22.57551174666852,6.184002945329099,2.8643204233428188,40.7423643391738,1.499999999999998,1.0,1.9011426581306563,2.163850757393077
4.371362786762173,1.0,1.0555555555555558,3.412501605413562,27.57792842897805,20.476441113069985,2.242880282228546,40.70642686132569,6.20124800581286,1.0,5.297442983548652,1.6786660183286213
4.165072289781076,1.0,1.0,3.5489779277640827,31.057097762202684,44.23161453776628,1.621440141114273,34.082261391737795,1.7317800434240376,1.0,4.09711179349248,1.870371952268457
