Rise-Time_envelope_Skewness,Rise-Time_envelope_Skewness.1,Rise-Time_envelope_Skewness.2,Rise-Time_envelope_Skewness.3,Rise-Time_envelope_Skewness.4,Rise-Time_envelope_Skewness.5,Rise-Time_envelope_Skewness.6,Rise-Time_envelope_Skewness.7,Rise-Time_envelope_Skewness.8,Rise-Time_envelope_Skewness.9,Rise-Time_envelope_Skewness.10,Rise-Time_envelope_Skewness
9.344853321933671,1.6868062010538594,2.782499234032896,4.012713033740703,2.9812065622634183,2.74596602789911,6.218814834139495,4.533699653440052,3.035797089160152,2.1701265177743005,2.1609982546104622,9.710329916884971
0.6286841757391041,1.645281730972898,1.1667544232889573,1.475713895610263,-0.5341298873048916,0.3915164823611651,0.3832819335011476,2.8932141901538766,1.5645182109022149,-0.4832667865859508,-0.3533649651706712,2.486296071212581
2.686023835603332,-1.352641270158749e-13,-0.4489903874549813,0.4006586486255762,0.0,0.2683011886986788,0.4057932570874662,2.264864631051502,0.5905618464061225,-0.7029799774969766,0.0,0.3165492442574593
6.459874080474373,-1.2389659589036753e-13,-0.2244951937274904,0.153411089033796,0.589451945303939,0.1450858950361926,0.5417723421637972,6.757050087382953,0.0351423855255986,-0.9226931684080024,7.004725053677584e-16,0.9819907091359108
7.389506651772508,-1.1252906476486016e-13,4.377704577861629e-16,-0.0778186723532027,-1.0684278534353084e-14,0.0725429475180911,0.5409678732192265,2.474757848055386,-0.1290997085159719,-1.1424063593190283,0.0,1.911770756743743
8.263712225644747,-1.0116153363935281e-13,0.0,0.1833437163630348,-0.0149650430147126,-1.032431642833918e-14,0.5401634042746558,1.043530775992851,0.0,-0.5731838529986371,0.1763992650483221,2.8640060785322614
5.741406330081723,-8.979400251384545e-14,0.2252052728375693,-0.5781689947935816,-0.0299300860294146,0.0,0.539358935330085,3.534771159954756,-0.5906935588549334,-0.5739353877283547,0.3527985300966442,2.7595826186189965
4.283616526461407,-7.842647138833807e-14,0.4504105456751386,-0.312437336912201,-0.0448951290441167,-0.9885814456310632,0.0,0.4487470205504971,-0.2953467794274665,-0.5746869224580724,0.0,2.513325258090546
-0.2353093168961497,-6.705894026283069e-14,0.6756158185127079,-0.3908214086834555,-0.0224475645220583,-0.9990673469273736,0.0,0.6578655062246965,3.382054435500662e-16,-0.5754384571877901,2.8319194324011314,3.8380897913177714
6.658931445983631,-5.569140913732333e-14,0.0,-0.4545950643371915,0.0,-1.0095532482236842,0.0,2.134625512233068,-1.1111621270038417e-15,-0.5761899919175077,1.409291153570288,3.597007791872572
-0.6010407068365891,-4.432387801181595e-14,0.0417034078832063,1.3801234218088012,0.8422079222640365,-0.2449131902760097,0.0,6.253599127162729,0.7111864092184824,-0.5769415266472254,1.190647060546993,8.402224158166456
-0.6610653620687583,-3.2956346886308584e-14,0.0834068157664126,0.9897165835653858,1.8434708527691064,5.148348009910069,0.0,1.9059552889732647,-0.1533223264898514,-0.5776930613769431,1.2982026184997293,12.280727812809213
0.3691389508122789,-2.1588815760801216e-14,0.2640907094317393,0.7012981517865313,-2.057439544171709,4.576422009242609,1.036842357835343,4.781321984154117,0.2818971182538584,-0.5784445961066608,2.6325661136516545,7.828250001112476
0.6389080103598546,-1.0221284635293849e-14,0.5466194801183355,3.42458739556071,-0.8776562659157048,3.0036817565052543,0.8400113055922258,2.082697425687152,0.4332135079979994,-0.5791961308363783,0.4796397202251525,8.685074896572203
