Counts_envelope_Shape_factor,Counts_envelope_Shape_factor.1,Counts_envelope_Shape_factor.2,Counts_envelope_Shape_factor.3,Counts_envelope_Shape_factor.4,Counts_envelope_Shape_factor.5,Counts_envelope_Shape_factor.6,Counts_envelope_Shape_factor.7,Counts_envelope_Shape_factor.8,Counts_envelope_Shape_factor.9,Counts_envelope_Shape_factor.10,Counts_envelope_Shape_factor
1.0447757076065352,1.0349363349186949,1.0443815649953354,1.160590199248789,1.023947513790309,1.0765739946551436,1.112898967591339,1.0061034756191043,1.1819970323589768,1.0410242209328593,1.0329284243245,1.012461330232217
1.0466280639673808,1.0277578243229353,1.0095965925117896,1.1266264069815457,1.1435055634378886,1.02678563561022,1.147228649398106,1.0034185605082366,1.0083064312510124,1.0377627765670538,1.0322474281829377,1.0186545838545398
1.0202579567148904,1.0205793137271757,1.024964032100751,1.195232374546365,1.0070536956653977,1.1047696843145909,1.141798588607502,1.0027814153482544,1.0394584517415293,1.0345013322012484,1.0419997809760793,1.024176690582402
1.0092901706094748,1.013400803131416,1.004685443635042,1.0269581253274978,1.0157171081223977,1.0300510696103995,1.1218885387346371,1.0071575463098672,1.0329619314090832,1.0312398878354432,1.039986641493839,1.0261170555981196
1.0218671796698977,1.0062222925356563,1.0476294433199438,1.0051266742207898,1.0117217508745495,1.0484669292567372,1.1019784888617727,1.0023906278334118,1.0483634223311022,1.0279784434696375,1.035328347739096,1.021437774358399
1.0112490229115112,1.0077909134666383,1.0415730970720007,1.1721153361754593,1.0077263936267014,1.0005435933394775,1.082068438988908,1.0082114806669351,1.0145853885028286,1.0247169991038323,1.114423896443656,1.0248950493964315
1.0340586264818674,1.00935953439762,1.0355167508240577,1.153473086054907,1.0037310363788532,1.0553180576582182,1.0621583891160435,1.0061876489198185,1.0248248898109873,1.021455554738027,1.0914038636398458,1.031880077049296
1.0322314405630182,1.010928155328602,1.0294604045761149,1.1003515085513302,1.0028414164763109,1.0605195244188057,1.042248339243179,1.0024431620707632,1.0350643911191462,1.0181941103722216,1.1463350168786983,1.0245766620588452
1.0336456077964296,1.012496776259584,1.0234040583281718,1.0005699777895107,1.0019517965737688,1.0711503509707212,1.0330062843756105,1.0026817888462238,1.0208345396161265,1.0149326660064162,1.0393875939663562,1.026337409510787
1.040050826903654,1.014065397190566,1.0173477120802288,1.1256870400513035,1.0010621766712264,1.0817811775226365,1.0237642295080418,1.005028827597856,1.050351627505263,1.011671221640611,1.048776520276273,1.0282521147057355
1.0205793867039918,1.0156340181215475,1.0112913658322855,1.0402140249412533,1.0022048591622756,1.0216085928716847,1.228150819505558,1.0035745732634016,1.0852582132058783,1.0084097772748055,1.016551634182343,1.030379805842924
1.0256191524775669,1.0172026390525295,1.0052350195843427,1.1441626631504522,1.001481357050387,1.0087859942854829,1.1231616177034018,1.005516822190485,1.0840574079566287,1.0358095375730556,1.1155429735244848,1.0320220655170222
1.0616050815628435,1.0187712599835117,1.0079640772220853,1.2794424162654772,1.0024420159454088,1.0111084741275702,1.018172415901246,1.0098225637585885,1.0478987193858271,1.0632092978713057,1.0813317546800494,1.032718724594002
1.044280548265926,1.0203398809144937,1.0106931348598276,1.0318931542352436,1.0034026748404303,1.074819210793469,1.0490525814295668,1.0094983234497774,1.0286792649854282,1.0586445472771826,1.037252670563349,1.0390680988617025
1.0304141442657724,1.0219085018454754,1.0134221924975702,1.183528163796914,1.004363333735452,1.019912069123505,1.0799327469578874,1.0196893351101766,1.1038920547613598,1.0540797966830595,1.0223266570747105,1.040437750683962
1.0369632903144923,1.0234771227764574,1.0161512501353127,1.2531297317070855,1.046772861828125,1.0226549049877185,1.2349561570514591,1.0174323846105024,1.1229122002203953,1.0495150460889366,1.0171927928969553,1.035438489511363
1.0204983831513037,1.004319123046978,1.0188803077730553,1.1260691491689705,1.0439327319061398,1.0163057151805035,1.0790989955936154,1.029308152271723,1.0654418226379698,1.0449502954948136,1.1325633320542476,1.043962127840505
1.0452903366823032,1.011059026945867,1.0216093654107976,1.2084182062080515,1.014392160644513,1.0099565253732892,1.0328911174766409,1.0096365834304195,1.0416766674636,1.0403855449006905,1.059280858816972,1.0455960333737224
1.0295195530936685,1.017798930844756,1.0243384230485402,1.1508382929386347,1.0523872020076337,1.0036073355660744,1.002868744702785,1.0082142555222304,1.0824169677568378,1.0358207943065674,1.0857946682800323,1.0535599549306975
1.0380321519357807,1.0245388347436453,1.0270674806862827,1.1404357629973718,1.0525095372409006,1.0450621659403247,1.1074101315907932,1.0094410821802218,1.0904946314955504,1.0312560437124445,1.0181095451117166,1.0605890966923894
1.0407873348231205,1.0312787386425344,1.029796538324025,1.1778455943096493,1.0183339021608164,1.0701179829846137,1.0021718518692233,1.0017771865426464,1.0175435991534083,1.0266912931183212,1.1238773047542077,1.0645415649128134
1.055569097167202,1.0380186425414235,1.0325255959617676,1.0941259872461486,1.0068775061651771,1.0126618304985031,1.1085955501280669,1.0251764388094189,1.0158594331107815,1.022126542524198,1.0307767702977413,1.0652558956334806
1.055156053829757,1.0447585464403129,1.0030661916201116,1.2129034829351042,1.00170772471306,1.078902501989049,1.1273198462201,1.002367808541007,1.0779323384871582,1.0175617919300752,1.119870966988335,1.061566053121183
1.047532771131363,1.051498450339202,1.0033559101206802,1.080396194698691,1.018799883999746,1.0050844529041487,1.146044142312133,1.0116036377463862,1.012186605746907,1.012997041335952,1.1651658502644382,1.0720430971809487
1.05404114083025,1.058238354238091,1.0036456286212487,1.1447319865325098,1.0366815440086596,1.035103330261465,1.164768438404166,1.0187878961306969,1.053448064890445,1.008432290741829,1.224967636273608,1.0831395813935083
1.0536105240508498,1.0649782581369802,1.0039353471218175,1.11345460643014,1.0082354706988028,1.237790040059644,1.1424931795732125,1.0458545407442823,1.086774877641983,1.1477214010475405,1.1398813203911824,1.0610105594167667
1.0698910874000358,1.0717181620358691,1.004225065622386,1.084040239571595,1.009399372008874,1.0429661743302916,1.1202179207422585,1.0731288893872204,1.046455090918394,1.2870105113532513,1.1899515972734145,1.0649936948625218
1.0716036695523274,1.0784580659347585,1.0045147841229547,1.0893119854425406,1.006170141730248,1.0988894849740434,1.1080018068107078,1.0694205235617813,1.0642873287823704,1.2611616920764357,1.0897260958558428,1.0824207277112956
1.057671503558424,1.0851979698336476,1.0048045026235233,1.1593894051666938,1.0054737426079352,1.0218740759683826,1.0957856928791572,1.0070634027393743,1.09729053161418,1.23531287279962,1.3437007338042124,1.0886607609537935
1.065267088571154,1.0919378737325367,1.005094221124092,1.1127507836836683,1.0080170644643025,1.0243949936025307,1.0835695789476063,1.0095506964940335,1.2133634249026402,1.209464053522804,1.114674338190592,1.091988441064872
1.0471173557551732,1.0986777776314258,1.0053839396246609,1.0804718318747388,1.010005722151842,1.0129464793491,1.071353465016056,1.1544320314261134,1.0661234553277044,1.1836152342459885,1.113437154247496,1.108980583383222
1.051981656986665,1.1054176815303152,1.0056736581252292,1.095753812690531,1.0086831040849884,1.0090811258104002,1.0591373510845052,1.0166681227572634,1.041707303406996,1.1577664149691729,1.2639766231473597,1.1063235265811469
1.0381265698949276,1.1121575854292045,1.006855136916002,1.0891781020820852,1.0064936301828038,1.0168644619319305,1.0469212371529546,1.0252224063926625,1.0123177080470716,1.1319175956923568,1.082771946743814,1.1235341379756034
1.0280096990975462,1.1188974893280934,1.0080366157067744,1.093709044601798,1.003988712815476,1.034307697491342,1.043020691272593,1.0065871519329104,1.0152065423639225,1.1060687764155412,1.1591548101639284,1.1131908473390622
1.0531843799452572,1.1256373932269823,1.0092180944975468,1.078873988614231,1.0054947785365405,1.015415950339528,1.0391201453922314,1.00622863920928,1.064965184504718,1.0802199571387254,1.1183894461969663,1.1198966081738717
1.0313889953265143,1.1323772971258717,1.0103995732883195,1.061630197679258,1.0096612942642498,1.0088942986904312,1.0352195995118698,1.147221607106434,1.1517248198897383,1.0543711378619098,1.0651566202410525,1.1237430182494277
1.0265535788775737,1.1203629342525,1.0115810520790922,1.0623204360795588,1.01562966590401,1.0210805764246091,1.0313190536315082,1.041726162729364,1.0069961966543957,1.028522318585094,1.2618512447081771,1.1201760488091534
1.0307402252816984,1.108348571379128,1.012762530869865,1.056927393851082,1.0103923420590064,1.0034931724849734,1.0284739860573084,1.1227491309480442,1.0168117589588832,1.0094932110675872,1.233978771436011,1.106636590220495
1.021877591299064,1.096334208505756,1.0139440096606371,1.0200122075936249,1.0119572029984245,1.0019012997749563,1.0256289184831089,1.07545232775791,1.0088442598183711,1.0041309651706762,1.090366946603576,1.1021010872200363
1.0181767471669303,1.0843198456323844,1.0151254884514098,1.0927103556350346,1.0064953722842631,1.05142209049335,1.022783850908909,1.0858706164990453,1.0200908994764104,1.0133121767001052,1.0791411619079758,1.0946911303916993
1.0103773589323048,1.0723054827590126,1.0163069672421825,1.106471342031298,1.0071494721224423,1.0516507333389198,1.019938783334709,1.0093648930059602,1.0966019820636106,1.0289028720980116,1.0441169914541208,1.088577866957294
1.003720565560718,1.0602911198856408,1.017488446032955,1.1121223180558724,1.0078267593942036,1.0590400376797646,1.0170937157605098,1.0040397795618874,1.1107543240295656,1.0444935674959177,1.0277046466675996,1.0759762252549554
1.0040463535960191,1.048276757012269,1.0186699248237274,1.1561784053140634,1.005868502229979,1.0380296257621522,1.01424864818631,1.0909004603739934,1.0206753237893849,1.045796021726218,1.041577704896197,1.0789256620095145
1.0077350364794573,1.036262394138897,1.0198514036145,1.0803761126035891,1.0087386767911213,1.065009939001023,1.0114035806121104,1.0923136796958453,1.0402353669201383,1.0470984759565185,1.042755181146911,1.0711422344551207
1.0269131102163007,1.024248031265525,1.0210328824052728,1.0406943144571152,1.009734267663,1.018623473681581,1.0085585130379109,1.069244758302082,1.0244364844519058,1.048400930186819,1.0142656586257843,1.075919826037352
1.007410596430974,1.0122336683921536,1.0222143611960453,1.0454513014124964,1.0085579316384647,1.0139227974384954,1.0057134454637109,1.0461758369083187,1.0028485553831237,1.049703384417119,1.1063220147946784,1.075808924143991
1.008962182568041,1.0002193055187818,1.0233958399868175,1.051697850199727,1.0106149872092538,1.0268823073038094,1.002868377889511,1.0277972881023891,1.0267939818466878,1.0510058386474193,1.2132263226013256,1.0749081863472283
1.014165196254349,1.00762169725633,1.0245773187775904,1.0384384918999956,1.0138244512929968,1.0232638846186752,1.0000233103153116,1.0486160943918887,1.036211237966548,1.0523082928777197,1.1060679858628648,1.0989442734314523
1.016416537829763,1.0150240889938782,1.025758797568363,1.0493973234693408,1.0125082568062262,1.0196253403254534,1.0013974340477307,1.062092187108069,1.0021021865509747,1.0536107471080198,1.090704304708249,1.1007722521289411
1.0151204088434014,1.0224264807314265,1.0269402763591355,1.039764604458848,1.0234891247507374,1.009988089620952,1.00277155778015,1.0669857588122758,1.0248046828698003,1.0549132013383202,1.1288397040708045,1.0975701873541597
1.0150621690988468,1.0298288724689744,1.0262518865194652,1.047919482057622,1.0198508942855296,1.0161764580571166,1.004145681512569,1.0483241747308605,1.0136832807091272,1.0562156555686206,1.1203459211524456,1.082572597892769
1.0195659836005004,1.0372312642065225,1.025563496679795,1.0674268725078842,1.013659025262574,1.0291936490044975,1.0055198052449883,1.0260595762965476,1.003644432014141,1.0575181097989208,1.0785364218036468,1.0778821975930115
1.0402422457524598,1.0446336559440708,1.0248751068401247,1.0659458830402115,1.012924529012412,1.0178499845986886,1.006893928977408,1.0187486729501103,1.0011946294761953,1.0588205640292212,1.060420426381739,1.0657181063881556
1.043588580080716,1.0520360476816188,1.0241867170004544,1.053699655734733,1.014576098610373,1.0196299745176154,1.0082680527098271,1.033780571585625,1.02148935106921,1.006275950617734,1.0690020091230994,1.067782456251409
1.0539775463667265,1.059438439419167,1.0234983271607845,1.0527226417168802,1.0139732442257343,1.055767470454909,1.0382471051501527,1.004498972122215,1.047845074117603,1.005396006499311,1.075181302360892,1.0712311957510443
1.045853195053598,1.0668408311567152,1.022809937321114,1.074691526006464,1.0161808435688149,1.0469403951131828,1.0016287650497817,1.0118016653606376,1.0116788389338802,1.004516062380888,1.06188073011273,1.0702761835733137
1.040669006263203,1.074243222894263,1.0221215474814436,1.0581730638485665,1.015615957913908,1.0277867725846803,1.0118115916156851,1.0227336746291322,1.131999766636168,1.0064184040281658,1.1825115764847045,1.0751566839816238
1.047414204798121,1.0816456146318114,1.0214331576417734,1.0738047958623171,1.0233695925369406,1.0530315524524436,1.0020756545100946,1.0283097550178304,1.0241960973574589,1.008320745675444,1.1285582959504852,1.075412897840876
1.07987178654715,1.0890480063693595,1.020744767802103,1.0719807504533472,1.0226285187089894,1.0170131259760822,1.0054837101089718,1.0002688650233658,1.3593108682379549,1.0102230873227218,1.0943478386897956,1.0998031667175932
1.0960708078597303,1.0964503981069078,1.0270883617046414,1.0399615276913092,1.0230303018124638,1.0302199581759657,1.0088917657078489,1.000250985486672,1.11067618787125,1.0121254289699997,1.0841531673069806,1.093590751815555
1.0481305394176306,1.103852789844456,1.03473506184984,1.0212272915587772,1.0178326445702324,1.0200461975874344,1.029268960756506,1.009962534772487,1.0682240482060157,1.0358714769879804,1.018463091901113,1.0783067451393409
1.0491728672347345,1.111255181582004,1.0423817619950384,1.0221735451126248,1.0219734078633818,1.0151126921681026,1.0224240014996095,1.0033618361061645,1.093296684708278,1.059617525005961,1.0207799829960744,1.080425843319582
1.020318882343959,1.1186575733195523,1.0034829425746137,1.0363603113253843,1.0174552100555694,1.0102514481924008,1.0155790422427131,1.0046318348270191,1.149722275790709,1.008634078520766,1.0186413959934524,1.0709105590564332
1.0388248329243397,1.1260599650571004,1.0003526366198616,1.0571220156990215,1.0225886076927932,1.0277964774783552,1.008734082985817,1.000533290013288,1.0476872982101686,1.030244889071681,1.0267791480596264,1.0564698407783149
1.0364350515461422,1.1334623567946485,1.0823644341693444,1.0561806775741904,1.026184206735045,1.0163210764157264,1.0018891237289205,1.000315421681882,1.056008508607881,1.0518556996225965,1.0562369377863572,1.0572357268853512
1.0372395978825664,1.1408647485321968,1.0303626118408111,1.0442870561700242,1.0467538446843463,1.033086496859449,1.0047722342393746,1.053824588913298,1.0526788234534772,1.0734665101735117,1.0363222322113717,1.0605750719079887
1.0779647112408408,1.1482671402697449,1.0293085018494998,1.0325558079438453,1.0168429617455663,1.0264302881816,1.0076553447498289,1.024110032845576,1.038425387356512,1.095077320724427,1.0033867222130957,1.0474113302115244
1.059511793499677,1.155669532007293,1.0282543918581888,1.0172609861444355,1.0176509354964718,1.0054525684731108,1.0229053987540884,1.037813254686725,1.0027085925751016,1.0273787796727751,1.0121371837524853,1.0549987946956794
1.054380830184155,1.163071923744841,1.0272002818668775,1.034448395052449,1.0179800397253642,1.0046118637158106,1.0144412327216872,1.0381361281626342,1.0083458919855657,1.0072236751425707,1.0088114282789191,1.0480237432914157
1.1015075216238122,1.1704743154823891,1.0693677730817857,1.0916623980192497,1.01422966753449,1.0027547826942995,1.0969162352262385,1.040446133238614,1.0204470218528745,1.0051303214757812,1.005099918920163,1.0409963806849547
1.0428579439763126,1.1778767072199374,1.0688851829173909,1.0730093296545873,1.0137305426027392,1.0013443804587594,1.0622463747784705,1.0242089656906672,1.0354895700863491,1.0030369678089917,1.0598607800242426,1.0463672263586217
1.0400786928155832,1.1852790989574855,1.068402592752996,1.0605401342516083,1.0131051689614765,1.0013015821233917,1.0275765143307023,1.0133647440922,1.0055895263253882,1.0015542477077466,1.0169477337639687,1.0515918088805924
1.0541395266728149,1.1926814906950338,1.067920002588601,1.016303405001249,1.010036703896705,1.0634788201921803,1.0205895992254868,1.0062132668462798,1.0206166474188487,1.0000715276065015,1.0706388227335224,1.0457239204136548
1.054158764047017,1.200083882432582,1.0674374124242063,1.0213311849977724,1.0118196061085152,1.0374529426766987,1.0136026841202714,1.0150268487405416,1.015993170253928,1.0019101953302136,1.004181641806584,1.0367870202719056
1.0687683424729844,1.20748627417013,1.0669548222598118,1.0117212095609471,1.0109628894893992,1.0272936913624886,1.006615769015056,1.0116268283513623,1.00293508748431,1.0045190078997257,1.0172524586133225,1.056772972143243
1.0609448765357197,1.214888665907678,1.066472232095417,1.0371746046853407,1.0108052680165671,1.006558647686386,1.0087130054147886,1.0039131187011925,1.0051117639448268,1.013247535802962,1.0063879138042635,1.0564594915272802
1.0690717828877272,1.2222910576452264,1.085243066262566,1.0541749107003215,1.009583620555982,1.0819311185611935,1.010810241814521,1.006289337017107,1.0012393135687407,1.0219760637061983,1.0025431387856376,1.0563966233476851
1.0757774074281214,1.2296934493827745,1.0784005125706722,1.0271668884552831,1.0086775436609396,1.076815375000414,1.0129074782142538,1.0067360085495507,1.002299399630526,1.013588402477228,1.1844093330274592,1.0539564787243574
1.0561564381832869,1.2282327824693893,1.0715579588787782,1.0173832255216413,1.0189409099362068,1.0523861288316916,1.0150047146139864,1.0141188544827269,1.0017538373113568,1.0052007412482575,1.1175250486961288,1.0566756564259123
1.0843039553742089,1.226772115556004,1.0647154051868843,1.0491884060176195,1.019605852346929,1.1021389307103766,1.0337886984235358,1.0222503074077096,1.0157270201292676,1.0592112405054124,1.0092865809247502,1.050499540136103
1.0726271375612015,1.2253114486426189,1.0578728514949904,1.0885641281615848,1.0142923244105737,1.0536501453904992,1.0525726822330852,1.0231481656598969,1.0033757687651383,1.0502741626065268,1.0059207579884095,1.0397683045413806
1.089458321594019,1.2238507817292332,1.0510302978030968,1.1381039042990098,1.019148748384304,1.0084257538157513,1.0713566660426344,1.0278557673630426,1.00465104677968,1.0413370847076413,1.002554935052069,1.051140899036716
1.076404772178155,1.222390114815848,1.0441877441112029,1.1256692193565487,1.0214938540883485,1.051361653756446,1.0901406498521835,1.0297347432763373,1.0577085303307334,1.0324000068087555,1.0871928200175478,1.043620034095003
1.1049658139583762,1.2209294479024628,1.037345190419309,1.0502452587889932,1.0159531702053286,1.0304755668441743,1.108924633661733,1.0263100229105562,1.0693928876396566,1.02346292890987,1.0581560752752877,1.0325652889596906
1.1223649771166075,1.2194687809890774,1.030502636727415,1.13008922722253,1.0172425525268929,1.0642962153176247,1.091263285827648,1.0292119718746389,1.0235046524888671,1.0145258510109845,1.0291193305330275,1.0331805258035935
1.131941854793888,1.2180081140756922,1.0236600830355211,1.0440196811746347,1.014844984716495,1.0597760461314043,1.0736019379935628,1.021271541261193,1.0244618723360617,1.0173062958757393,1.0000825857907676,1.034072501609278
1.0533680281235942,1.216547447162307,1.03284702625235,1.0970314994884345,1.0236387034997243,1.0541213601931807,1.0559405901594778,1.0401964431777169,1.027588940082505,1.020086740740494,1.0201813628976448,1.0366050582449415
1.095780560380646,1.2150867802489216,1.042033969469179,1.1780737947862685,1.017075150550144,1.0266404101041804,1.0382792423253928,1.030518323358712,1.0197914368813414,1.022867185605249,1.040280140004522,1.0376017558128283
1.094117170384555,1.2136261133355364,1.0512209126860077,,1.022748209357932,1.0060745879192643,1.0206178944913076,1.0321341694096564,1.0094156052314271,1.0256476304700035,1.0603789171113993,1.0354474473851754
1.2322975536710137,1.212165446422151,1.0649435115296833,,1.0254833080751735,1.0321703376280404,1.0029565466572226,1.0637797302793226,1.0444624256497588,1.0284280753347586,1.0804776942182766,1.038631323141349
1.1575778811111344,1.2107047795087658,1.078666110373359,,1.0168156277519016,1.0152573595036654,1.003304456009679,1.0488235618845287,1.0568895950706996,1.0312085201995134,1.0496635227088698,1.0349723742908037
1.1209920726453904,1.2092441125953806,1.0923887092170346,,1.020693182040886,1.0588269359555538,1.003652365362136,1.0314341235452469,1.0313684184584366,1.0339889650642682,1.018849351199463,1.0405351801180218
1.132626543878576,1.2077834456819951,1.0669246415528846,,1.018182960368933,1.0761337439105576,1.0065342299969178,1.032247008646472,1.1136863615064,1.0367694099290232,1.0060565854620118,1.0374698343320965
1.182235703420442,1.20632277876861,1.0414605738887344,,1.014112809748593,1.072895151218428,1.0094160946316997,1.055872505587203,1.095848822936,1.039549854793778,1.023610803279991,1.0381166690117374
1.0830539315539665,1.2048621118552247,1.0159965062245844,,1.0183502241353348,1.0903840073707078,1.0122979592664811,1.046615470650112,1.0642186841015129,1.0423302996585329,1.0157386576651433,1.040788679117358
1.174587123185019,1.203401444941839,1.07708958268147,,1.0140609131484952,1.1178250144678887,1.0290253233049236,1.0374447314402333,1.0562000403756238,1.0451107445232877,1.166584872419654,1.043244941150329
1.1465528518385737,1.201940778028454,1.0658464534995038,,1.0168870367227034,1.090394059227571,1.0005288592157455,1.0166792349618696,1.063938432391578,1.0478911893880425,1.0293087009641264,1.0297320432987571
1.1836269334883405,1.2004801111150687,1.0546033243175374,,1.0133583030726274,1.1003691611919466,1.0010781794033587,1.0122649353844957,1.0841878057736345,1.0506716342527973,1.034948778517491,1.0233809839321897
1.0858170598778063,1.1990194442016835,1.043360195135571,,1.0168250996658703,1.0943995645623084,1.0012034811427135,1.0149873806178802,1.1504796428778028,1.053452079117552,1.0699161794057117,1.028130869831342
1.0935309948300107,1.1975587772882983,1.0321170659536052,,1.01621611388369,1.0929810565542497,1.0013287828820685,1.07055097228586,1.2941390192193527,1.056232523982307,1.0254497736873485,1.0292964587150637
1.0608641933004486,1.1960981103749129,1.0208739367716388,,1.0236680732638774,1.0621580010958516,1.0014540846214228,1.0809520025325947,1.1144049642963558,1.0590129688470618,1.0152489411796175,1.0439662072078506
1.0335918699765498,1.1946374434615277,1.0096308075896727,,1.0167065682085137,1.041408545263794,1.0015793863607776,1.123954408764033,1.010747093156213,1.0192929371459902,1.066960352380765,1.0613352454070937
1.0097086704517952,1.1931767765481425,1.0568143714875444,,1.0180185586931392,1.0581333187357889,1.0017046881001324,1.14583614214187,1.0053242829914024,1.0209377308945606,1.096738150152513,1.0396330402338418
1.0115717475839454,1.191716109634757,1.0703861221969326,,1.016889592721837,1.0541872303147528,1.0018299898394871,1.1517577539976105,1.0090150367915722,1.022582524643131,1.047486019897768,1.0378168778354502
1.001755148687819,1.1902554427213718,1.039348569616553,,1.0190123465317675,1.023112708049126,1.001955291578842,1.147223436752368,1.0204440458103885,1.0242273183917014,1.070443106772346,1.04130246449396
1.005030530971296,1.1887947758079864,1.005935688576121,,1.0234308065030513,1.062183542829604,1.0020805933181964,1.124469579492249,1.008580369183776,1.025872112140272,1.0497716576224974,1.038435577278382
1.0166731487084728,1.1873341088946012,1.2525176197854646,,1.0213935502358606,1.0352058189989437,1.0022058950575512,1.1245861023222885,1.0378083753242326,1.0275169058888425,1.0724505282636458,1.0291356837806092
1.0055470056536542,1.185873441981216,1.1413944931374969,,1.0277231984755262,1.0276351799991328,1.002331196796906,1.0688127908295886,1.1006433787916725,1.0291616996374129,1.0609747389311666,1.0318171386009458
1.012851311596143,1.1844127750678306,1.1438736548257007,,1.02843483958996,1.02082941337287,1.0024564985362607,1.035506828426206,1.172168152407293,1.0308064933859833,1.07791046859354,1.0307971277887429
1.0153597370350065,1.1829521081544454,1.096989485475196,,1.0330609858216466,1.0198019449409508,1.0025818002756155,1.0280854577904308,1.067233810582925,1.0324512871345537,1.0040281802884208,1.0304128347491184
1.013629882444304,1.1814914412410602,1.0501053161246916,,1.0299267009223012,1.0168312718207844,1.00270710201497,1.019131702753263,1.0557555609673184,1.034096080883124,1.0612601730760305,1.0285746049220306
1.001178863193746,1.1800307743276748,1.003221146774187,,1.0256926824792558,1.0157576241030517,1.0028324037543248,1.0188240130866433,1.0401439168798636,1.0314404373223236,1.1000176320002182,1.025894426449006
1.008800561792777,1.1785701074142896,1.017453225791635,,1.031882973879037,1.0210579504997968,1.0029577054936796,1.0502862933041766,1.0180751408414344,1.028784793761523,1.070617372593737,1.025259477299416
1.0296364941061025,1.1771094405009042,1.0201725868819689,,1.0480433583169244,1.0449686347032414,1.0030830072330343,1.0330184771686255,1.0768174059428368,1.0611305189696365,1.0469190027392317,1.0218290403993266
1.0183715778647684,1.175648773587519,1.0228919479723024,,1.0537711762095252,1.0691601961038757,1.003208308972389,1.0439567969905703,1.0773503727014553,1.0934762441777497,1.0554431538321476,1.0279192105740766
1.0188759201405182,1.1741881066741338,1.0172909451738033,,1.0514086911995606,1.053048755363178,1.0033336107117437,1.0283234866592872,1.1004753156482656,1.1258219693858629,1.1007572593696389,1.0381131677791795
1.0071979033680574,1.1727274397607483,1.0179730244968133,,1.0707821965349629,1.0518261345053848,1.0034589124510984,1.025148247249264,1.0270723246329574,1.020440530962107,1.14607136490713,1.0250150641563909
1.0064613830445197,1.1712667728473631,1.0402853160904548,,1.0677988097960789,1.0370536180188106,1.0035842141904532,1.0225842428963312,1.0375655951372056,1.0021732950541873,1.030152854828315,1.0268125238736567
1.001612300704222,1.169806105933978,1.0625976076840966,,1.053732132390911,1.0303300230642185,1.003709515929808,1.011952477592342,1.0690885234409642,1.0057614149560208,1.0993600280460778,1.022226180258497
1.0054919493100467,1.1683454390205923,1.0849098992777382,,1.063460051879278,1.055046103638403,1.0038348176691627,1.0158492695806158,1.2028275455916682,1.0376936074955263,1.1336018095070368,1.0230932309185017
1.0051714410805972,1.166884772107207,1.0846787295884173,,1.086267976299401,1.038824437185942,1.0039601194085173,1.0178723383982762,1.1419799179544758,1.0305397354760828,1.0013925517386502,1.0237579564644483
1.013526168469712,1.165424105193822,1.0844475598990964,,1.4318689739452226,1.0298856242522345,1.004085421147872,1.0169214508097453,1.0050346807918524,1.0229494392093312,1.1045782388438543,1.0277992381240877
