Energy_envelope_FM4,Energy_envelope_FM4.1,Energy_envelope_FM4.2,Energy_envelope_FM4.3,Energy_envelope_FM4.4,Energy_envelope_FM4.5,Energy_envelope_FM4.6,Energy_envelope_FM4.7,Energy_envelope_FM4.8,Energy_envelope_FM4.9,Energy_envelope_FM4.10,Energy_envelope_FM4
50.2725566740538,12.529416151675589,22.49915589914461,26.413114077987924,9.48916925311151,13.619221987742147,24.43330873703961,34.39007409511845,18.36461799504699,5.554712372067743,3.451198587815668,52.76572089557314
15.24517619050168,2.075966845538362,11.927377486472958,6.627294229511796,1.0279062731067077,1.542583509699854,6.722300695360825,14.38858506293684,1.654105267308568,1.5,4.122549809667097,11.28924228739303
3.560997370976092,1.0,1.355599073801306,17.904790832484135,1.0,1.5212917548499263,3.1056270691615446,7.3769377317369536,1.4999999999999998,1.5587388821258084,1.0,4.18100777093222
3.435141872452716,1.0,1.177799536900653,1.3373216138590946,2.2308075060114,1.499999999999999,1.499999999999999,145.66660880307677,1.4999999999999991,1.6174777642516167,1.0,51.4924112467676
4.033694333640181,1.0,1.0,1.9398204331410325,1.0,1.2499999999999996,1.6196712756748326,186.07509568670804,1.5,1.676216646377425,1.0,3.924425727835221
2.380879756149169,1.0,1.0,2.323853973622546,1.1666666666666667,1.0000000000000004,1.7393425513496663,23.454519122739207,1.0,1.500000000000001,1.2303376007218176,2.6446091888377667
3.0835190500440546,1.0,1.166666666666667,2.46097042938204,1.3333333333333333,1.0,1.8590138270245,17.496234336843976,1.82230194115424,1.500000000000001,1.4606752014436355,2.8796619251351294
2.619223005467444,1.0,1.333333333333334,1.671914609313428,1.5,2.6394089765709827,1.0,6.103767771059823,1.41115097057712,1.5000000000000009,1.0,2.4189862267727715
3.0207406884265806,1.0,1.5000000000000009,3.199886370967956,1.25,2.018345322153399,1.0,1.2955058286536234,1.0,1.5000000000000009,17.776777853391447,2.6169440748437163
2.3032805519220987,1.0,1.0,1.8825522356310869,1.0,1.397281667735816,1.0000000000000002,1.42042361292696,1.0,1.5000000000000009,3.052494271412685,2.237799184199031
4.703848970120441,1.0,1.2499999999999996,3.2078142722155065,2.686363923675237,53.148059337776935,1.0000000000000004,49.76109806281693,4.711276832402618,1.5000000000000009,78.76987025791962,3.217819919357979
1.7842345674842248,1.0,1.4999999999999991,2.100025510230816,1.8512891524465145,2.643932397112579,1.0000000000000004,92.1393042973238,1.990801224269806,1.5000000000000004,2.036575916799116,2.7965426457257903
5.668722663116308,1.0,1.4999999999999991,1.4999999999999998,1.316130215791881,19.750754591169063,1.7696310276730265,48.5649535675128,1.2389574513465087,1.5000000000000004,2.540490127873562,3.206006571672691
2.367424650831155,1.0,1.5000000000000002,28.66954082919029,1.175000588484689,3.571293483473149,1.8538820337364013,36.11271502752189,8.086708347205414,1.5000000000000002,3.295857883403281,5.655444209122538
10.374785575348374,1.0,1.301101523440336,1.0000000000000004,1.116667058989793,3.1106160841402266,1.938133039799776,6.071365191439751,2.068823795228691,1.5000000000000002,30.54870297355087,5.799745584774239
6.96429813141318,1.0,1.329515591520288,1.8396391781100343,1.0583335294948963,1.0,2.0223840458631512,108.80744587140832,1.74269632470096,1.5,115.92888572319598,4.650038663677971
1.835457369190476,1.0,1.3579296596002397,1.7366384352758282,1.0,2.2278059018170127,2.106635051926526,3.5106491949528498,2.2556647868669755,1.5,2.902578417290469,3.5024211264865426
23.111269632445573,1.0,1.3863437276801915,2.9957051185158297,1.0076388529697256,2.0938196938318367,2.1908860579899008,2.3073426836351847,2.7686332490329906,1.4999999999999998,16.748867138728198,2.916964576261641
56.02337293146448,1.0,1.4147577957601436,1.0000000000000002,1.015277705939451,2.0829338569690456,1.8454430289949504,3.548455834376628,2.7468328000498405,1.4999999999999998,58.175710110175125,2.8934203785336408
34.901420862886,1.0,1.4431718638400954,2.1914585423764272,1.0229165589091769,2.072048020106255,1.4999999999999996,3.651712439607906,1.6790820147215255,1.4999999999999996,4.766055827769485,75.94846407093009
11.62128939732225,1.0,1.4715859319200473,1.81763042287024,1.3691642215157367,1.0,6.295247144281476,4.711331867578469,1.5000000000000002,1.4999999999999996,7.093582712682363,13.55588932165444
2.96981388501908,1.0,1.4999999999999991,1.8869662851003564,1.0,1.5000000000000016,3.897623572140738,84.63594070050307,3.554405987418144,1.4999999999999998,1.6205146117711708,2.450115578849746
3.06135855885454,1.0,1.4499999999999993,2.9460924501997243,1.2126356972752084,1.7794468229241442,1.4999999999999998,15.646053212744327,2.472518648297182,1.5,3.565231317798724,2.476462827974238
2.952982497316116,1.0,1.3999999999999992,0.9999999999999996,1.4252713945504163,2.001282153962636,4.965146303304103,43.91613671985108,2.882484828643075,1.4583333333333333,7.2787980876676945,2.82837020425387
3.769356838713967,1.0,1.3499999999999994,1.4979021654984754,1.6379070918256249,1.0,8.430292606608205,2.3959159045426945,1.8575422324401265,1.4166666666666667,36.59543061368115,2.503458087483758
31.459478323158727,1.0,1.2999999999999996,2.11961743379288,1.5000000000000009,1.0,1.60983202118912,34.622940956941136,1.7759494528453657,1.375,6.827529686245729,3.1915110332315497
7.385578185232366,1.0,1.2499999999999996,2.388872091117577,1.0000000000000002,1.0,1.207096783996247,173.3526346949246,1.9715662761204675,1.3333333333333333,8.380094620431114,3.541503678904973
25.960237521364032,1.0,1.1999999999999995,2.9980345782331908,1.0,1.0,1.0,7.0010776009164415,1.3363732188896411,1.2916666666666667,2.1181942618225005,3.933232799408564
13.832590965871548,1.0,1.15,13.346864296315127,2.291512056586712,1.0,0.9999999999999998,8.97985498320054,2.197749985977851,1.25,3.174126541605041,450.6343151634733
33.09280230698444,1.0,1.1,5.224635848064691,18.600525522074808,1.4999999999999996,1.4625757996596902,2.834238352838813,1.7282190623420413,1.2083333333333337,1.0,2.7480081575682207
7.659827459431936,1.0,1.05,1.8475820099016147,1.313594403409439,33.78053694223277,1.0,30.12799858235092,1.4999999999999998,1.1666666666666667,6.735167775453324,2.9738305019368982
3.6244071845614463,1.0,1.0000000000000002,5.740310137271703,1.063372094452531,2.089252694561698,1.4999999999999996,129.64251916641118,1.8538088363917828,1.125,3.2318630884270583,3.9375184580026303
3.530245889440479,1.0,1.4999999999999996,34.18005281546258,1.0,1.4553726941673644,1.3333333333333333,6.991610984199033,1.665890610282291,1.0833333333333337,6.200422653696941,2.768531983051493
4.227229918089039,1.0,1.444444444444444,5.361525835087625,1.8008616655607577,1.6591585702711469,1.1666666666666667,183.7971239742164,1.4028070016983978,1.0416666666666667,11.581945822803656,2.331637835144998
64.42795902296271,1.0,1.3888888888888886,30.10113417043552,1.819103149906994,4.470678179403486,1.0000000000000004,34.62746413686034,2.972561999582923,1.0,5.609492234796644,2.2356967579090874
30.36932431210857,1.0,1.333333333333333,16.15483041267009,1.4999999999999998,5.54793856775358,2.3893188653501385,6.098791690847747,2.015964223784209,0.9999999999999998,2.7724655825516105,2.554001413301311
30.26566188433596,1.0,1.2777777777777777,7.461818951086158,3.215688724903481,10.790691347678308,3.778637730700276,21.7857655363618,1.5825334823627448,0.9999999999999994,8.543590289069389,2.7088307769625968
190.26607560290785,1.0,1.222222222222222,52.02933291689331,3.929567666753147,8.72017183981963,3.31553144225023,130.23567165541942,2.506766806999775,0.9999999999999996,7.163298885959687,2.511452011055261
76.84420893166725,1.0,1.1666666666666663,20.88487278408967,2.953536673600047,121.4250804195776,2.852425153800184,38.12082705801242,5.391812035183227,0.9999999999999996,4.864810315487542,84.64642063956856
4.245040651221738,1.0,1.1111111111111112,31.28104131659257,2.9536371300532123,3.449008368089148,2.389318865350138,11.430885932777471,1.5,0.9999999999999996,1.3690173016156717,2.400653792258321
4.137655713936576,1.0,1.0555555555555556,47.19374249971324,2.912428810523432,168.89392555763163,1.926212576900092,82.08347445945608,7.000196009998965,0.9999999999999996,1.8669194600734265,3.5618523334106555
3.969403094237373,1.0,1.0,63.67625758545863,3.1776898766927006,2.9862373929121726,1.463106288450046,13.683304552822545,2.16312531460288,0.9999999999999998,3.2651484607386707,3.739336086543767
56.162520579173965,1.0,1.0112900780324523,78.50163418685702,4.069170315463055,44.25652704872172,1.0,139.29949525853598,4.95146289462355,0.9999999999999998,4.624047822042922,2.6501620866052944
2.361920097346219,1.0,1.022580156064905,9.522350891421093,4.030278600441669,2.455348596614354,1.0,15.89646177991463,2.221494509651921,0.9999999999999998,1.2243934311913187,3.2841872357657715
2.047862812793902,1.0,1.0338702340973576,14.74020841443768,3.37599361626988,2.253801891421976,1.0,154.51981074618016,3.3855832570495825,1.0,1.4803935836109343,3.107856309277254
1.843203992746512,1.0,1.04516031212981,3.123096654220381,2.487706818264335,3.094275044968116,1.0,8.569498871316092,2.157469262436056,1.0,1.896856700490697,2.6706707761368857
1.8818314447652296,1.0,1.0564503901622626,3.28593485244102,28.646172380330697,1.840486826264246,1.0,5.119111781549391,14.130531544440572,1.0,7.386598604940211,3.174948193838892
49.46043419448384,1.0,1.0677404681947151,2.4853099687261624,2.425363429828836,2.7372581178596747,1.0,3.4643188074393274,7.7569824168251,1.0,9.344663720785912,2.980561186713395
29.274812661699134,1.0000000000000002,1.0790305462271677,4.937442214821244,2.684637075997119,3.686048045544666,1.0,4.723481106304539,6.496972570886467,1.0,4.768500356281364,4.289524422583543
87.54073047441851,1.0000000000000002,1.0903206242596202,2.9133324489272288,2.64903621556668,1.6991290857857864,1.0,4.6918289969944285,6.043827036645352,1.7212531573167482,2.2082183862414766,3.679838220198502
2.939393920238143,1.0000000000000002,1.101610702292073,3.7110981606582825,3.06021052129429,7.139318761598284,1.0,17.199847277832976,9.351250596023949,1.360626578658374,2.1559517206400627,3.221307773575922
68.392898979504,1.0000000000000002,1.1129007803245254,8.72586545865142,56.969913901882094,3.071753388094481,1.0,4.583504710969389,2.529704432388844,1.0,2.502809634709453,3.1316190177153493
22.563075230084905,1.0000000000000002,1.124190858356978,11.44849239613006,2.9504090792429847,9.643555191371076,1.0,2.1611268203924485,22.16496474218333,1.0933951333753744,2.1209054790724315,3.6956930905205816
4.340811725896339,1.0000000000000002,1.1354809363894305,2.759418756412184,2.6982630813522688,356.8593603789291,1.0,1.0475510805520345,1.9703844386349865,1.1867902667507486,5.945232862531374,3.6699655256168047
6.040130121377037,1.0000000000000004,1.146771014421883,332.9258540479127,2.57631276115428,5.272780911083105,1.0,2.738614332192104,2.5538371024291004,1.280185400126123,18.486286793836527,3.0951163864173004
15.546867725531124,1.0000000000000004,1.1580610924543355,160.94202825466513,2.76433098656211,2.816639946917808,1.0,4.429677583832174,1.5091660435979888,1.3735805335014972,3.974495808619743,3.0768064787493
4.864826835515287,1.0000000000000004,1.169351170486788,5.119284146213801,2.5367030406433435,18.839995988010354,1.0,3.819452003242634,4.417801906398939,1.4669756668768716,4.07924708359342,3.0319031961346354
5.362337155859204,1.0219292559464055,1.1806412485192406,3.950046879931652,523.4894366108595,3.258341468191003,1.0,3.087427642512704,2.617673425488529,1.560370800252246,3.2252650120725432,2.782077369618907
16.646539391948316,1.0438585118928103,1.191931326551693,218.2522345865779,16.583136276563955,6.920565141757674,1.200893124177537,4.480345706976925,1.0,1.6537659336276205,12.406628100856263,3.154451818785546
7.226694833068704,1.0657877678392156,1.2032214045841456,8.32796252489648,2.585267057518997,3.108514261398258,1.4017862483550734,4.19821710913476,1.5,1.747161067002995,1.8058120863389504,3.734176427417594
206.7015766493442,1.0877170237856206,1.2296514595711512,388.62344014447245,2.6509800843654108,142.64475644949488,1.60267937253261,5.130514973956328,4.146377798523447,1.8405562003783689,2.358102003711706,4.207751015580239
199.43557391890948,1.109646279732026,1.2560815145581568,42.475307909871695,2.76618306974381,60.72352634394742,1.8035724967101467,2.1692887697828995,1.0,1.9339513337537435,2.5220949545393307,6.117430771912809
4.173769908689534,1.131575535678431,1.282511569545162,7.127158006248034,3.236270528088863,2.359911910526121,2.004465620887683,1.5,1.0,2.0273464671291177,4.493690722095268,6.135502025896345
2.908302000407468,1.153504791624836,1.3089416245321677,383.2053719829127,3.096406065630952,2.971590624856367,2.20535874506522,1.4999999999999998,1.97312203296051,1.9655516295765567,2.407064499425877,5.585153232099324
3.3246006821619574,1.175434047571241,1.3353716795191732,6.744446504176807,3.0112730080608903,1.8806802920146384,2.1633838614171093,1.0,5.591042198772154,1.4827758147882786,44.62004941425455,8.19994045974758
11.06027021924299,1.197363303517646,1.3618017345061788,14.809025606803733,3.4915501371284163,1.903213875521968,1.5,3.666980560053488,1.0,1.0,36.28584009690013,8.266303848965713
5.393315862908302,1.2192925594640511,1.3882317894931844,9.034926678749928,499.4254723633951,2.142850674518147,11.349676463013047,5.292629255227747,2.019574925132256,1.0,4.457335075031679,6.267976757034922
8.612683426610255,1.2412218154104562,1.4146618444801895,77.75737232432715,398.2408837841139,2.667212584562676,42.51563292774407,4.637264152775363,1.0,1.0,3.1850974938305394,5.233775389746825
4.1911926419279935,1.2631510713568614,1.4410918994671953,66.42638650844492,3.0849657411189764,8.70455462980913,21.75781646387204,3.272297132230198,1.0,1.0,6.481394816255475,3.875291479854636
