Duration_envelope_Clearance_factor,Duration_envelope_Clearance_factor.1,Duration_envelope_Clearance_factor.2,Duration_envelope_Clearance_factor.3,Duration_envelope_Clearance_factor.4,Duration_envelope_Clearance_factor.5,Duration_envelope_Clearance_factor.6,Duration_envelope_Clearance_factor.7,Duration_envelope_Clearance_factor.8,Duration_envelope_Clearance_factor.9,Duration_envelope_Clearance_factor.10,Duration_envelope_Clearance_factor
1.6353499105081362,1.4312315634367463,1.0560869480356352,2.3863624466235964,1.2713819967636055,2.764606268872197,2.298762165733696,1.5936426901958551,1.7033840432287546,1.2157033258894183,1.7489251865772943,2.479350207769578
1.7063697628884733,1.4214069848007815,1.287371091937679,1.1524924162268415,1.235727615024056,1.6465563735214264,2.100863183485961,1.2424376902527716,1.4491011547076211,1.2177577600094074,1.7339846722767664,2.177807009741847
1.947182556446169,1.4050888972825304,1.2697213348642684,2.2951204400654843,1.2000732332845068,1.1433515280406037,1.9029642012382264,2.053981754463952,1.3311349760255506,1.2198121941293962,3.650532932265946,2.7641334965390243
2.220166485467383,1.3887708097642792,1.2520715777908575,1.9350877339745869,1.1644188515449574,1.6491524742780386,1.7050652189904918,1.3815320344940782,1.3791617736933477,1.221866628249385,2.775965756437868,2.738460748549893
1.8630222521552204,1.372452722246028,1.2344218207174469,2.420330395923383,1.1297096241512612,1.8021916080184384,1.5071662367427572,1.5506875176740913,1.4271885713611447,1.223921062369374,2.423104428648121,2.671799097544912
2.173752143427343,1.356134634727777,1.216772063644036,1.0643763928093537,1.0950003967575648,1.6520430195365656,1.4046687069774697,1.6703244730444884,1.3229210359168315,1.2259754964893628,2.775590427793238,2.729483237343912
2.5905410111435923,1.3398165472095258,1.1991223065706254,1.8412463853276688,1.0602911693638686,1.5018944310546931,1.302171177212182,1.7995976968335707,1.4555906462483457,1.2280299306093516,1.6365378268373896,2.8013638954398545
1.8862118302459567,1.3234984596912749,1.1814725494972147,1.3353022547904168,1.1929360751667792,1.2459328632767075,3.1336205785978786,1.6832842631496892,1.4375632727334875,1.2300843647293405,1.5613499319249249,2.810948678577137
3.018774554507677,1.3071803721730235,1.1638227924238038,1.9319747400364653,1.0850988640652866,1.204957140254867,2.1635869816503828,1.5786861094759266,1.839518629350596,1.3980940593717888,1.7095409224273563,2.716574620765832
1.887984790472368,1.2908622846547724,1.1768729227196988,2.8227199187980774,1.1281309276766447,1.3486062632512326,1.1935533847028874,1.4548659499259184,1.3644544314316494,1.5661037540142368,1.9784112400624447,2.347360162484826
1.5892646740030898,1.2745441971365212,1.1899230530155938,1.2978204779030982,1.171162991288003,1.7314937745322314,1.6107612870096035,1.5855594671539937,1.3154177929778716,1.5287783435327944,2.304112070284604,2.6849854804006137
1.63396706113967,1.25822610961827,1.2029731833114887,2.345042544469036,1.2141950548993612,1.333948937613411,2.02796918931632,1.5621524217498757,1.7411458041394563,1.4914529330513515,2.46187875397912,2.7772878794195965
2.534320715888239,1.241908022100019,1.2160233136073837,2.3837113974833497,1.491290620614943,1.2244122524870384,2.5676207640043534,1.7163743766854154,1.7831995404358174,1.4541275225699093,2.335153950968044,2.772164839805032
2.036801969141389,1.1182260066735474,1.2290734439032789,2.506209377613282,1.4158915284347455,1.178415596949378,1.83870601016228,2.8679723913794195,1.4135899443752833,1.4168021120884668,2.2601577336809484,2.5941765394363867
3.1470789129318373,1.1450647848263389,1.2421235741991734,2.5952967932694,1.1156643854900457,1.1324189414117172,1.1660888732589425,1.577125678875179,1.261102207337678,1.3794767016070242,1.5461057825348627,2.660861707890924
2.2671185722972926,1.1719035629791303,1.2551737044950684,2.519692623412181,1.4840358121703396,1.0864222858740566,1.230770079943047,1.7222860295532236,1.728471813621506,1.3421512911255815,2.004761371822205,2.9018025023280227
2.5772242189179586,1.1987423411319218,1.2682238347909631,2.9904870243562045,2.8222363774134127,1.406726946180605,1.883820140129029,1.827433317337937,1.368804749212697,1.304825880644139,1.027546233859056,2.889941930480311
2.9716187744301337,1.2255811192847132,1.2812739650868583,2.438558897245859,1.3102975574317823,4.872369150413923,1.0806431568460664,1.53635955463483,1.2294380336459478,1.2675004701626966,2.4121440848421694,2.921103949450603
3.1747763510970444,1.2524198974375047,1.2943240953827533,2.874018396964725,1.1842722013952645,1.5083653847340366,1.6231903782956387,2.389977046766837,1.2764548209116278,1.2301750596812542,1.8008237170386734,2.788096614827481
2.281826332681293,1.2792586755902962,1.0568157664361348,5.18355872099649,1.0978777419969172,1.792958764571518,1.588549806337779,1.5340136516377854,1.4045948452436243,1.1928496491998115,2.480949367146427,2.699576764426584
2.874512249860853,1.3060974537430876,1.0722975873013594,2.553924739640497,1.3631279040857458,1.4493586060244497,1.553909234379919,2.626283364184556,1.1856434559631708,1.155524238718369,2.975192632805025,2.709790249218063
2.994230424523595,1.332936231895879,1.087779408166584,3.088499512552226,1.3187594796336173,1.7219969465247098,1.5192686624220593,1.7386403895389209,1.3893664134831512,1.1181988282369266,2.4828656538340947,3.112475334899804
2.5321236578939184,1.3597750100486703,1.1032612290318085,3.7566334154731327,1.1285068088666084,3.718852267332164,2.2026251566387227,2.6018397318620963,1.7634028865316176,1.3694663638678564,1.8738024479391269,2.4598567155001114
3.343456831546503,1.386613788201462,1.118743049897033,2.282210748871617,1.379852408208308,2.186761501467284,2.8859816508553857,2.477176188562136,1.4843462933640748,1.6207338994987863,3.173261146918496,2.900669549005995
3.2463875219291967,1.4134525663542534,1.1342248707622578,2.9230307585595585,1.1604329777759828,2.110658535978266,2.604926891246456,2.697342846353896,1.5336700749513057,1.5899838739583945,2.862551263036797,2.836854094632166
3.2779227486613536,1.4402913445070449,1.1497066916274823,3.871243443635505,1.5282172700645715,2.5008795763229834,2.323872131637527,1.8066834508429783,1.8483595354612703,1.5592338484180028,3.6276654596896143,3.357347518532505
3.864713927529015,1.4671301226598363,1.1651885124927068,4.208284501467098,1.3848706330838174,1.849800550625422,2.042817372028597,1.882619675217719,2.111217103911178,1.528483822877611,1.696889285403226,3.100065120892376
3.4518844142677736,1.4939689008126278,1.1806703333579314,2.983876040520668,1.4663363599993788,2.2428942086370407,1.7617626124196677,9.11696606754296,1.7945083675215874,1.4977337973372191,2.4527110034278725,3.233121428679911
4.4968361101784655,1.5208076789654192,1.196152154223156,3.746452605897944,1.4034497337148182,1.9724191408107417,1.4807078528107382,1.9277978376599376,1.2774381002248285,1.4669837717968273,2.4176705824606746,3.0734989767884304
2.781935702290244,1.5476464571182107,1.212636542916662,2.366067712778074,1.5349507407380962,1.7267978686965104,1.1996530932018088,4.089000972835989,1.4306274101537324,1.4362337462564356,2.8013039056104536,3.233329821227944
2.225282207229514,1.574485235271002,1.2291209316101686,3.573215487958181,1.359964367616647,2.417630042970296,1.2191986066146103,1.7335021738672245,1.44253550952272,1.4054837207160438,2.0560503461512907,2.8671703142748544
2.2576050883539547,1.6013240134237936,1.2456053203036748,3.084307569091214,1.4016584794598723,1.4741419470114463,1.238744120027412,2.233781134016036,1.510066395964028,1.374733695175652,2.0062511713164586,3.795169701737477
2.756707849217248,1.628162791576585,1.2620897089971812,2.898346667852371,1.4524999717293168,1.4987472726760052,1.2582896334402136,2.447318594773208,1.880769864425404,1.3439836696352605,1.396886371584509,3.198990740102074
2.761234019000393,1.5749799704794631,1.2785740976906874,2.9783701806287444,1.7548179417063423,1.265850766334129,1.2778351468530154,1.5317354226126965,1.386210404038171,1.3132336440948684,3.3756017829030927,3.017504119497933
2.951257809436988,1.5217971493823412,1.295058486384194,2.622597714471815,1.4073803589269192,1.825523048760051,1.256331897966709,2.152687504510365,1.8425254419020047,1.3083208018111594,4.211080420519165,3.3941049441838804
2.292856770268514,1.468614328285219,1.3115428750777,2.103482218974297,1.5601265969600306,1.1833005396762857,1.2348286490804026,1.8177114605359528,1.68755288468246,1.1636457379015217,1.8699845671920408,3.0011020589932764
1.887927551105103,1.4154315071880974,1.3280272637712065,2.169756003912468,1.4169837010401647,1.7479175862457192,1.2133254001940963,1.4941239245774267,1.7025669579157157,1.2947922990102223,1.812664041370563,2.9501648200398822
1.8301560382437416,1.3622486860909755,1.3445116524647127,1.9580226472311328,1.4510208396304936,2.4910050543302367,1.19182215130779,1.8139089493390368,2.129631010401347,1.7693999085733991,2.0363851743179984,2.9955683601124017
1.5596902104080994,1.3090658649938538,1.360996041158219,2.3354109332375605,2.497482488946014,1.9032319793314905,1.1703189024214835,1.1377356502269518,1.4877601675281096,2.244007518136576,1.7721487778416067,2.6323233452164647
1.4925868388167924,1.255883043896732,1.3774804298517254,4.220069238325092,1.2999312949769914,1.7034181456520676,1.1488156535351772,1.6378731211452735,2.2401331236801583,2.192324619241224,1.655984042889496,2.8107011774453285
1.607712842476711,1.20270022279961,1.3939648185452316,3.5333927588760243,1.544552920043345,3.49832173691758,1.1273124046488707,1.5642719386172832,1.3332124601187942,2.1406417203458714,2.152703576790772,2.7702530340190274
2.03070503122984,1.149517401702488,1.410449207238738,2.9690430665032954,1.5721324248274104,1.3630940119022492,1.1058091557625644,1.661479695951755,1.9014973463611853,2.088958821450519,1.9006984210471087,3.5210887187538864
1.454232067159146,1.096334580605366,1.4269335959322442,3.799255434131591,1.4635260345666117,1.6159467513593235,1.0843059068762582,1.7586874532862269,1.1763128692726672,2.037275922555167,2.1994923430404016,2.730933951290905
1.6897946021585044,1.0431517595082442,1.4434179846257504,3.4740397613909013,1.6596203547776975,1.9904711108950448,1.0628026579899517,1.6414124557924716,1.4815175090316666,1.985593023659815,2.5112317401188484,2.2480394410049542
1.965128523480546,1.0820328418996314,1.4599023733192569,3.9135668830397257,3.106707663262869,2.5908819867328257,1.0412994091036454,1.765767468008379,1.360112593121359,1.9339101247644628,2.126668408229879,2.513517340725913
1.798601289258611,1.1209139242910189,1.4763867620127633,3.53461741720112,2.380854859174829,2.232562589283551,1.0807953064619833,1.7877285714423292,1.0730067614674068,1.8822272258691104,2.319373588048022,3.2391754722987334
1.6005512347460689,1.159795006682406,1.4928711507062695,3.051483031833128,1.596233381099975,1.8175824959997864,1.1202912038203212,2.490254077711164,1.2376404796096818,1.8305443269737585,1.819478672055323,2.444758014059509
1.841626588629225,1.1986760890737933,1.4863530149085922,2.74130433761516,1.5564490449527633,2.806999946922526,1.1597871011786594,2.156699062960623,1.3028584563090213,1.7788614280784063,1.7597916572000052,2.499040214657212
1.9427548967461767,1.2375571714651803,1.4798348791109148,3.7449006944436567,1.4244431567438474,2.602879269184802,1.1992829985369973,1.2281246116050646,1.069807229642015,1.727178529183054,2.529643124665945,3.0652977933659904
2.182078986222064,1.2764382538565675,1.4733167433132377,3.608097624786169,1.597884938433885,2.1308038019072897,1.2387788958953352,1.199865995435371,1.0696210348041209,1.675495630287702,2.031628451811604,2.593098962666228
1.8648334620646632,1.315319336247955,1.46679860751556,3.788483699330509,1.4883677330623135,1.7892859954051492,1.278274793253673,1.3875927232132672,1.2488232803682573,1.1698013210770648,1.9397451741510825,2.565917275034314
2.3884983174020182,1.3542004186393422,1.4602804717178828,2.861654763534883,1.49860510402116,1.7894102714671565,1.2309189377979437,1.1414964810617614,1.644894168912219,1.1142313086407956,2.495858768008159,3.40949719566935
2.22633135886924,1.3930815010307294,1.4537623359202054,3.192851623666773,1.900186489076372,2.1162484930573404,1.064024876419074,1.2777065891524937,1.270743016352818,1.0586612962045263,2.675176537288048,2.775121997169488
2.749710522591177,1.4319625834221168,1.447244200122528,2.694255938318681,2.5156049250997983,1.83371451932658,1.7183134196861338,1.288132379581535,1.5186158626553854,1.0716483668465406,3.2945103167493617,3.31084586249764
2.16324786481121,1.470843665813504,1.4407260643248507,2.8709182683638352,2.758616047569914,2.0179770254851945,1.4457454822617894,1.465801541620381,1.1831151154349135,1.084635437488555,1.7152875783067896,3.19082027272349
2.3126036775603085,1.5097247482048912,1.4342079285271734,3.2524432974642727,2.165986219089395,1.839288658040275,1.2366150533487894,1.0893041727417998,1.7679920088902836,1.0976225081305693,2.377869224361937,3.4690243858402985
2.298257666390413,1.5486058305962784,1.3122525139759225,2.259347214540142,2.2407125481042542,3.3592332370663742,1.0274846244357891,1.071990360865845,1.926422459540848,1.1106095787725836,2.156079985343337,2.7523971655820976
2.209770257148296,1.5874869129876656,1.6064340681140443,2.229920137107116,2.0276225478915064,1.5033042082064223,1.2414106765905248,1.332490690393476,1.4575961008220626,1.2269692189262047,1.6962820094279003,2.374224376963857
3.2290453176841565,1.626367995379053,1.900615622252166,2.7402995136020194,1.93405618423677,1.7982489002989783,1.192988443110775,1.1670766020439007,1.499184784966055,1.343328859079826,1.9682192504080205,2.691896793097779
2.5004106774398824,1.66524907777044,1.2031625659124554,2.7037552764268025,1.8112801301966008,1.7573387796994937,1.1445662096310247,1.138262932532076,1.727904852691272,1.0264396123105393,1.8224943541533296,2.4600189327903603
2.203278591273057,1.7041301601618275,1.0055454324375144,2.412167078572623,1.8445627162448768,2.4572399660284865,1.0961439761512746,1.250989445871134,1.3194711610586225,1.4274961875622485,2.007012864598103,2.3420300181317617
2.2711731607475047,1.7430112425532147,1.3872677890913845,2.114372053335152,1.575157846418768,1.4922376152489438,1.0477217426715246,1.1631272089053453,1.489556680324877,1.828552762813957,2.0538568017507464,2.433957753113922
2.404729528513759,1.781892324944602,1.1995170044297967,1.985242519957448,9.973153905731069,1.5139980666319697,1.080205618528468,1.40706679197499,1.5498470132857372,2.229609338065666,1.6413575475682851,2.516528369110919
2.520966766114228,1.8207734073359887,1.226723666846694,1.9793358856885488,1.7315664469388017,1.7939937766953595,1.1126894943854115,1.174805666510837,1.5776439827633577,2.630665913317375,1.5045304023291963,2.393281878301508
2.566584438642596,1.8596544897273763,1.2539303292635915,1.294280433744375,1.673117634004476,1.807183068722767,1.5333927156054474,1.3656502130013917,1.8297593100768244,1.3928043180259806,1.8602554115115568,2.4010136933711244
2.4276158123789555,1.898535572118764,1.2811369916804891,1.5902971600403852,2.334831536582185,1.249616582971184,1.4583860118023286,1.322226732508554,1.7396894452417018,1.167375141874955,1.118269977321016,1.9813868357049456
2.4415594889441303,1.9374166545101508,1.2983045514288196,1.8009785939591374,1.6080722473176317,1.2351433289113831,1.4610428241961395,1.3823119284621683,1.9824105313446096,1.1253561840739297,1.2616420204583654,2.3141741369917908
2.365803488998296,1.9762977369015384,1.2908470300930623,2.369698165575993,1.6260095133174957,1.1006090841641205,1.4002391959824894,1.8915282569227536,2.330020840111133,1.0833372262729044,1.452307851439014,2.4234560565594334
2.394352620523837,2.0151788192929256,1.2833895087573048,1.5930816406101889,1.648792280681601,1.1070951382500582,1.3394355677688394,1.4538146628726902,1.511148339032841,1.052704818528479,1.3942000862731525,2.659228060815447
2.3832146589805507,2.0540599016843126,1.2759319874215476,1.2575626538160254,1.5425699433890212,2.258893294942344,1.3007422159506494,1.488644662372331,1.7840574278296244,1.0220724107840535,1.929653413848042,2.5854034595808963
2.315428411551528,2.0929409840757,1.2684744660857905,1.2402989110006153,1.7965476133286065,1.5630119325216782,1.2620488641324592,2.334499272893669,1.6600561467281745,1.0784943436750118,1.098611640354443,2.498437616330344
2.6579623014105307,2.131822066467087,1.2610169447500328,1.357595563019422,1.7470665525364748,1.1879639038898775,1.2233555123142692,1.322104320115492,1.3630500006076631,1.1511261334818523,1.765654685232153,2.647127857707585
2.3159357191588588,2.1707031488584745,1.2535594234142755,1.7139765007521413,2.3828435188266965,1.1389583533524823,1.2263963609660764,1.3328076068449002,1.351839172218609,1.2001520455529333,1.2081900996238617,2.6656337893476185
2.177318074461348,2.209584231249861,1.5142638593050215,2.200079283122052,1.4954138631295395,2.4456615361418845,1.2294372096178834,1.3421727316497687,1.9267305750120616,1.2491779576240143,1.130756634688889,2.82164112964547
2.3796296412910967,2.248465313641249,1.4900147523744167,1.6643582007172717,1.426699955262693,1.9323226504275912,1.2324780582696906,1.4072168666775122,1.3345521385930506,1.2002207920698869,2.2377666292680143,2.811550684146559
2.295056788739748,2.2249725962257787,1.465765645443812,1.6387445253543842,1.627855117927967,2.736422528860509,1.2355189069214978,1.4675535167979674,1.453806226633196,1.1512636265157592,1.7514441187130645,2.7150630458529466
2.23062378975742,2.2014798788103085,1.4415165385132072,2.1800613833998934,1.639479238100117,2.4810738161383505,1.287390323901451,1.5482140783050278,3.063143074254101,1.4097060174818123,1.291722961733379,2.657709093816563
2.6140290468999714,2.1779871613948383,1.4172674315826024,2.5400330763281733,1.5630729219182362,2.0025570290279284,1.3392617408814045,1.6354799994279052,1.8807251452135585,1.3685302417422536,1.214223478710818,2.626788635687401
2.445418190025375,2.154494443979368,1.3930183246519976,2.9555428505577543,2.014422338761199,1.7062543080954091,1.3911331578613575,1.691259655720231,1.505017280840696,1.327354466002695,1.136723995688257,2.4808375896790573
2.0644064560389257,2.131001726563898,1.3687692177213928,3.26516476432886,1.7992979358117511,1.5880657724639506,1.4430045748413112,1.8087485702496355,2.7224521879268657,1.2861786902631362,1.5405227259008447,2.5046214574620187
2.475592955003059,2.107509009148428,1.344520110790788,3.938713824582173,1.7266493204068094,2.32509059997686,1.4948759918212644,2.1172936170086385,2.594540662917092,1.2450029145235777,1.4250762623595294,2.4375250467056366
3.4937779001463776,2.084016291732957,1.3202710038601833,3.331549329086111,1.9242064934870269,2.255428107405514,1.4251509779770632,1.8899679744262845,2.118220956638797,1.203827138784019,1.3096297988182142,2.4039730632362213
2.423624091682834,2.0605235743174872,1.2960218969295785,2.195329662287314,1.7254839815499334,1.8610697788666133,1.355425964132862,1.654681197654304,1.7355052466663583,1.2189009986010786,1.194183335276899,2.4625281023567926
1.8539833083655048,2.037030856902017,1.220876578410605,1.8847648071624308,1.6928400777653942,2.0647614938259733,1.285700950288661,1.7797193503261144,1.80037964767848,1.2339748584181385,1.2841666179496476,2.6308336865872333
2.5399750365784093,2.013538139486547,1.1457312598916316,5.621708203052162,1.773472835152406,1.364729436735599,1.2159759364444596,1.5733369566222657,1.3992683019607255,1.249048718235198,1.3741499006223965,2.40375071395711
2.650895729979366,1.9900454220710768,1.0705859413726582,,1.5015386192337854,1.4123814664262435,1.1462509226002584,1.731868266599938,1.771067227523708,1.2641225780522576,1.4641331832951447,2.2571350471877656
4.556029533059058,1.9665527046556064,1.1167345814551433,,1.6134310012013615,1.6549861138066049,1.0765259087560572,1.6979308901144872,2.021758863621514,1.2791964378693177,1.5541164659678934,2.625204825552508
1.8665963195556827,1.943059987240136,1.162883221537628,,1.5903537631548492,1.7544718406621174,1.119018962001937,1.7303443135139571,1.7100044030540142,1.2942702976863771,1.5246101895557276,2.878368549869986
1.7320305126072064,1.919567269824666,1.2090318616201132,,2.513668184894687,1.826972142205115,1.1615120152478169,1.7212496547114258,2.301017144607089,1.3093441575034368,1.4951039131435615,2.690553094568772
1.803758491535604,1.896074552409196,1.1552296119731456,,1.907361385958128,2.023602930686053,1.1787741336539668,1.658723727753919,2.522916694536661,1.3244180173204965,1.17250151889142,1.9104546885811344
2.5095763935782376,1.872581834993725,1.1014273623261777,,1.776499297152461,3.0483272431606285,1.1960362520601164,1.9555799274000647,2.3250157393733097,1.339491877137556,1.2106274699124342,2.4039547628969373
1.843035031484118,1.849089117578256,1.04762511267921,,1.716009587709091,2.2141395295748767,1.2132983704662663,1.724789828450817,2.256560216465725,1.3545657369546158,1.0990145114240328,2.844647609888142
2.223141345621827,1.825596400162785,1.4195782388662743,,1.8535826276037008,2.510708801215124,1.6714566422637476,1.5525308232966917,1.8436927596180224,1.3696395967716757,2.027625163266708,2.151434232424096
2.7633359309775933,1.802103682747315,1.3860993142755598,,2.010665428505287,2.377644314728003,1.0426064222149265,1.392733855382889,2.4483839998991885,1.3847134565887351,1.3284225745845346,2.863394419699955
2.117921793933701,1.7786109653318447,1.3526203896848452,,1.9827134607610453,2.2625166071208485,1.302817386291993,1.375473909875433,2.071747493994847,1.399787316405795,1.254339020912144,2.204806407181486
2.6487349718161948,1.7551182479163745,1.3191414650941304,,2.3468219077030694,2.20679443372432,1.2930908510766763,1.3746418559625475,2.834603986915732,1.414861176222855,1.864138828853563,2.640179342802497
3.4406435471232983,1.7316255305009045,1.285662540503416,,2.0461615846758345,1.9310020150983136,1.2833643158613597,1.9637216615108632,3.807027205647543,1.4299350360399143,1.3663533414393496,2.6128314880925583
2.891880381167629,1.708132813085434,1.252183615912701,,2.4354382025248613,2.1373844328769733,1.2736377806460428,2.064563138242241,2.556877854583071,1.445008895856974,1.4999983281325762,2.94829147475167
2.8315728608528707,1.684640095669964,1.2187046913219868,,1.584540349373084,2.079937698039947,1.2639112454307262,2.383559670097944,1.8919295789637864,1.1364310598306893,2.1363327189781467,2.767408234168313
2.0233531514504697,1.6611473782544937,1.458756147596314,,1.84531398844166,3.492598843857163,1.2541847102154091,2.4776392807018435,1.3249802345074075,1.203006834788681,2.3144875233123288,2.182322789551413
1.4282856299102358,1.6376546608390234,1.7992424663137552,,2.360745496431807,2.438942007125301,1.2444581750000927,2.5082180657784927,1.8886353342582725,1.2695826097466734,1.5542295356202287,2.4127169468332035
1.272881351284581,1.6141619434235532,1.7072451978725227,,2.261420342642485,1.5612714802333203,1.2347316397847758,2.720058408456464,1.9420057881227284,1.3361583847046652,2.0297900491221594,2.033297798250378
1.2314723072801823,1.590669226008083,1.1346861910143144,,2.533601669465802,2.035035413051121,1.2250051045694592,2.414719236457432,1.5707387961008994,1.4027341596626572,1.823165443260043,2.340855302613224
2.4118448323827555,1.5671765085926128,2.840122672909707,,2.301214664267397,2.156670387313633,1.2152785693541426,2.545629263370218,1.3494306646913492,1.4693099346206493,1.736418659967128,2.690313566314946
2.3042881203784744,1.5436837911771426,1.7498173174065983,,2.452256710693191,3.9349079680083614,1.2055520341388255,2.334618778561924,2.908237961107531,1.5358857095786411,1.7439845239189264,1.5362688598313712
2.231353792497904,1.5201910737616724,2.1519586367034966,,2.4163532186288585,2.805008629065775,1.195825498923509,1.9031430080667264,3.566696682312601,1.6024614845366332,1.9081219779233145,2.420447711003128
2.182268367711,1.4966983563462022,1.794348500651495,,2.388086139484841,1.7924395402202082,1.1860989637081925,1.6984061542062698,1.8550714732681648,1.6690372594946252,1.415172997479276,2.2263379786931594
2.309905191492948,1.473205638930732,1.4367383645994931,,2.5475234991818945,2.4115109139878217,1.1763724284928756,1.5617963369564558,2.613074517646155,1.7356130344526173,1.5256113504176183,2.213489054208824
1.1997930637179102,1.4497129215152618,1.0791282285474917,,2.3981413096682034,1.3962874068798423,1.166645893277559,1.5642595523770335,2.746357982676712,1.5479679662835233,1.8324611594090103,1.621421202951116
2.196350924228045,1.4262202040997916,1.0241301173159316,,2.645194453280692,2.411352394359929,1.1569193580622423,1.7937705737318048,2.488950798491945,1.3603228981144295,2.030286638306344,2.367963771965883
2.038262094028888,1.4027274866843211,1.097742047507149,,2.7673354138036834,1.970736823371348,1.1471928228469257,1.6688659570683122,3.233615984616093,1.778694288809348,1.813784331739836,2.0765421502436148
2.0695437919601667,1.3792347692688511,1.1713539776983666,,2.972757426395269,2.3421200504131505,1.1374662876316088,1.8704787568862835,2.418863847302979,2.1970656795042665,1.7510186288305545,2.400431581969967
1.940150871098664,1.355742051853381,1.435580823124759,,2.8472262968298274,1.923632818050109,1.127739752416292,1.6327598195408015,2.285956936517792,2.615437070199185,1.715600946645378,2.622241295282331
1.8774652103494576,1.3322493344379107,1.3035926889410532,,3.6540634516991775,2.437620596565721,1.1180132172009754,1.5988735794032187,1.6884440924449498,1.4222054975490217,1.6801832644602015,2.3786187218168866
1.818849151919475,1.3087566170224405,1.2708034909696917,,3.3110777175518225,1.6759923562947463,1.1082866819856587,1.7729359208004367,1.6107632705575146,1.09302590586778,1.3738230429083766,2.562829369706944
1.248346374367574,1.2852638996069703,1.2380142929983304,,4.4986083027843335,1.5618030977484274,1.098560146770342,1.4827585570549868,1.649622040498839,1.1781690677768988,1.893303642076097,2.480056558629758
1.292799372488377,1.2617711821915,1.205225095026969,,3.2278527750918515,1.828816602824357,1.0888336115550252,1.6460988141997828,2.6016334118101634,1.2780873093188758,1.7606156598295724,2.115323061232511
2.102294320101235,1.23827846477603,1.252602754012623,,3.3167223587610386,2.270982090124144,1.0791070763397086,1.7179544669422435,2.4070727271201644,1.300164242148821,1.143010292290335,2.47995789196024
1.8289154902353213,1.21478574736056,1.2999804129982773,,9.31014585169708,1.6861301717123065,1.0693805411243915,1.5827343954225086,1.3123889148522327,1.4456515755783366,1.4700618109056809,2.1758360161369894
1.782179141208858,1.1912930299450897,1.3473580719839315,,,1.5605896705986595,1.059654005909075,2.0939503821862453,1.331040566721019,1.221580091610603,1.9337881393205512,2.401752853146588
1.408928394358108,1.206506264275367,1.3947357309695856,,,1.798528649566646,1.0717587277867573,1.842160053838368,1.285130749324506,1.3551217708441117,1.8128563867195304,2.737896940342662
