Amplitude_envelope_Standard_deviation,Amplitude_envelope_Standard_deviation.1,Amplitude_envelope_Standard_deviation.2,Amplitude_envelope_Standard_deviation.3,Amplitude_envelope_Standard_deviation.4,Amplitude_envelope_Standard_deviation.5,Amplitude_envelope_Standard_deviation.6,Amplitude_envelope_Standard_deviation.7,Amplitude_envelope_Standard_deviation.8,Amplitude_envelope_Standard_deviation.9,Amplitude_envelope_Standard_deviation.10,Amplitude_envelope_Standard_deviation
9.400545991357202,8.941286825548692,9.248367494439554,9.65807816076733,9.110864893476066,8.973310022816355,9.817171529732502,7.423025894935094,9.313339564140712,10.622519329887682,8.231828999239609,8.718942655780506
8.51534770685669,12.093810483655783,9.562794394219836,10.439277563200594,5.08268330996544,14.942777905722098,9.527197072805162,7.905226173527739,5.834490415246026,5.315894752044862,8.946582059386417,7.911740088103906
10.184226617929838,7.764143928585305,9.877221294000115,9.914134586112969,7.76063570207117,15.836676822246424,6.616972104675998,4.913493905405677,4.741867117137286,5.294144650880243,3.0639939720013416,9.25674619173362
11.455338985907272,7.547372403300458,10.023176853280113,6.002756690981899,6.76035316808055,16.73057573877075,9.772577741886805,3.0306824195845232,6.306374588167609,5.272394549715624,2.0549596086915045,6.087253139873675
8.458549918401367,7.33060087801561,10.16913241256011,10.664341715008634,8.640648021042537,15.419979044832616,8.249785446904138,2.075682155737129,6.9848646570195045,5.2506444485510055,0.5005358343201607,5.696593620044513
8.080554133328986,7.113829352730763,1.5085296024049413,4.396601886244249,9.406852479110034,14.109382350894482,6.726993151921471,1.1851674107320649,13.253853990282895,5.133178500801407,4.4866427921726775,5.093907954762327
8.399056057506114,6.897057827445916,3.9317522561365776,6.733930062996019,10.173056937177533,2.780661719251725,5.204200856938804,2.516474394735738,9.219115015058714,4.92173142775898,8.472749750025194,3.5566236340301587
8.270406576324257,6.6802863021610674,6.354974909868214,9.444916233418452,10.939261395245028,11.361418379880991,1.5827815367576932,7.137347385718038,8.607843713800321,4.710284354716554,0.8205607564800061,3.1780629501643656
7.648437649437061,6.46351477687622,8.77819756359985,9.67311596895802,7.593468543085149,8.227689279526825,4.304351549660188,5.240176258078406,7.99657241254193,4.498837281674127,5.421756504369161,3.719888088354266
7.689219434249128,6.246743251591372,1.7617130160850394,8.719631339837223,4.24767569092527,5.093960179172656,7.025921562562683,2.3442962581452096,0.0239669584800239,4.287390208631701,6.462574946921991,4.020644461273161
7.848076037019925,6.029971726306525,5.047984231926313,10.413905216916076,1.487640830654662,6.408014776136551,9.747491575465178,1.5605135807930886,13.378229120093737,4.075943135589274,5.211371806893279,3.95724382216438
9.008256877840129,5.813200201021678,8.334255447767587,7.905432171161418,8.11277360778704,2.5798011712242737,12.469061588367673,1.283224756114881,3.008334660878719,3.864496062546848,3.898258370245885,4.463528905173852
5.746222827250088,5.59642867573683,0.7873346220291114,4.665091632516421,1.5207301233477366,2.113012305843796,8.734833976679408,1.2270294815308893,9.423762459882235,3.6530489895044207,4.528310624830433,4.826797515013574
