Rise-Time_envelope_Peak,Rise-Time_envelope_Peak.1,Rise-Time_envelope_Peak.2,Rise-Time_envelope_Peak.3,Rise-Time_envelope_Peak.4,Rise-Time_envelope_Peak.5,Rise-Time_envelope_Peak.6,Rise-Time_envelope_Peak.7,Rise-Time_envelope_Peak.8,Rise-Time_envelope_Peak.9,Rise-Time_envelope_Peak.10,Rise-Time_envelope_Peak
2207.678566901885,471.4758294935942,1573.6666496259809,911.7431850912142,590.9450381674535,945.8678853969832,3315.60126709536,687.0470050396073,421.4439009210694,995.6849004756176,259.7699535807574,8729.907497893128
148.83434370630283,200.38185763491447,844.3224456081929,170.25378031559194,77.3041978087323,121.95592987476276,92.02001858546646,615.7113088338529,130.81614265659476,91.66399386691432,82.18036989713734,323.4439659982425
270.16898533476234,71.5091242598226,114.9782415904048,160.18293582081935,77.81827528855302,114.41971593047376,73.47004707373831,138.95317476134028,92.99214328751906,86.57204407447323,79.00419926985359,136.51164077620814
535.9790423075697,70.74328933687,117.55785720190886,101.3751258404012,88.18393917476754,106.88350198618474,66.13571923635483,415.9552206951242,70.01760183682877,81.48009428203213,157.204014338454,299.69628676097824
484.3184787639669,69.9774544139174,120.1374728134129,91.41639621868786,75.30218803343553,92.9243523064958,62.81435952473212,100.2540325642686,134.80783348091003,76.38814448959103,133.24189596198968,341.5135314280171
513.7246244642085,69.21161949096481,103.31741354398328,68.50644008952987,206.30297053803017,78.96520262680684,59.49299981310941,55.79591416730534,95.7375009577542,207.9615918449307,595.5576977514236,610.1092813341977
468.46020973207567,68.44578456801221,151.957654559851,89.7614587360344,337.3037530426248,73.89186861596797,56.1716401014867,81.39889623409829,97.20782339714704,200.66323192899168,1057.8734995408574,534.857470408653
466.2274694439537,67.67994964505961,200.59789557571872,79.51764991454928,468.3045355472194,82.2241599873763,61.74914637327696,73.1103709592299,85.36469474487463,193.36487201305263,215.6246750835193,514.0729829196639
153.85562820182608,66.91411472210702,249.23813659158648,81.3054335368206,294.8099644057789,92.26807209859577,62.542103847244064,84.88533883953411,73.52156609260221,186.0665120971136,316.4021138288392,727.4295873108504
628.6737968192433,66.14827979915442,140.3267482972121,84.17324880949535,121.31539326433835,102.31198420981524,63.33506132121117,77.06134044018411,51.55067198131103,178.7681521811746,275.08276132749285,651.2449451364754
112.9561357917987,65.38244487620182,134.53560390375668,197.60501606821583,152.40757386111855,266.82483904428284,64.12801879517826,132.02063992343017,112.84394029606575,171.46979226523558,284.3952739968311,531.1123282361497
144.55852614925638,64.61660995324922,128.74445951030128,75.57863422993061,86.2164908094907,515.9601345462457,64.92097626914537,47.28379368933288,84.09708819583022,164.17143234929654,286.31365632093,857.9846606859659
130.35890604378156,63.850775030296624,115.165992531935,88.51534445662388,46.10964902403399,210.5497792455359,275.5979327412637,90.03012247185441,112.84216892655444,156.87307243335752,429.0963288076285,598.1861169409525
164.1573062383192,63.084940107344025,99.7426374367653,339.7375626409708,45.129506836639735,380.4606833252534,243.98248858672764,94.47923404088677,70.63478782884096,149.5747125174185,260.8459327147784,567.0138438603507
115.91527034548064,62.31910518439143,128.50465954904604,603.000027282956,46.1110702229799,323.4173629313544,212.3670444321916,89.99059443369374,158.67314309035785,142.27635260147946,298.3611001783171,699.2272713308289
280.2405706086772,65.64193677679677,125.55084513799042,360.9598001966795,47.09263360932005,81.02144383305814,180.7516002776555,119.50540213587423,55.55493860316974,134.97799268554044,204.7890101931748,919.9012598966304
454.9790079668932,68.96476836920209,122.5970307269348,69.09985133860194,48.074196995660216,140.3711060716991,149.13615612311943,121.88264973867491,83.21667369523038,127.6796327696014,372.0417293865386,886.8049848520951
84.38923486656243,72.28759996160743,119.6432163158792,88.37505634754325,48.17538251892884,114.23135480918174,117.52071196858336,123.25146884048952,110.87840878729104,120.38127285366238,237.1412630433944,854.228635363406
107.54449033530474,75.61043155401275,116.68940190482355,42.69426026051132,48.276568042197454,106.19683106176907,110.34543178643804,223.0692357407749,103.9696647646462,113.08291293772336,333.15595314069435,805.1628071314747
111.20772550943292,78.93326314641808,113.73558749376797,41.53965053832864,48.37775356546607,98.16230731435644,103.17015160429273,172.34211647822957,71.58874502301128,105.78455302178432,282.47977329350545,996.3265834063168
112.49461274153605,82.2560947388234,110.78177308271232,66.56668076671686,72.55940875900843,90.92088931371156,89.11228277595082,143.43184340952178,73.39646505305288,98.48619310584532,77.10938650409912,743.4600002913559
337.60006633458914,85.57892633122874,107.82795867165672,105.14485772374933,49.125299628007646,80.65733723684733,98.4680381960896,214.77777784665244,202.1807606608021,87.60964988344384,70.79987947380104,1037.68079808705
105.31874918333746,88.90175792363407,105.65464185238277,59.24128397605851,71.15607391519451,82.70294351667233,107.8237936162284,258.9750644683368,121.1691808856576,76.73310666104236,124.73233898363816,658.5355243234573
86.28594507532645,92.2245895160394,103.4813250331088,87.49201431003897,93.18684820238138,98.00960415846566,121.97336525488156,348.7825795949485,113.4554917569996,78.59963469742897,97.02066859892736,884.4346419317949
99.22595464306048,95.54742110844472,101.30800821383484,95.28291840451696,115.21762248956824,87.4747479162756,136.12293689353476,333.19744419733075,76.0150256195689,80.4661627338156,101.8314958016575,813.700012573023
405.71938542242265,98.87025270085006,99.13469139456087,97.35583597415476,98.0151303792334,55.952482175683485,123.53086184732814,269.00717270498376,67.99463656927391,82.3326907702022,217.4564147831536,1030.402939714815
121.79940637660752,89.06742396692916,96.96137457528692,192.45296557827425,96.54172499489476,56.71734820639716,93.75772183892232,159.67926655301943,103.04018457292209,84.19921880658882,106.92166548998088,833.5062673586827
431.7699948697366,94.09825973087948,94.78805775601296,72.48071124249826,90.58946934715102,57.48221423711082,141.9980257468226,181.58769028609296,84.58032078606684,86.06574684297544,258.0118172027501,745.310325118815
