Amplitude_envelope_Kurtosis,Amplitude_envelope_Kurtosis.1,Amplitude_envelope_Kurtosis.2,Amplitude_envelope_Kurtosis.3,Amplitude_envelope_Kurtosis.4,Amplitude_envelope_Kurtosis.5,Amplitude_envelope_Kurtosis.6,Amplitude_envelope_Kurtosis.7,Amplitude_envelope_Kurtosis.8,Amplitude_envelope_Kurtosis.9,Amplitude_envelope_Kurtosis.10,Amplitude_envelope_Kurtosis
-0.5463897185763922,1.050543030907277,0.0431049556742011,-0.4909926299949259,-0.6886438922324789,-0.1523652981175507,-0.501598770191543,0.9554835364443228,-0.3839797910416846,-0.5306048068874514,0.3309773160037683,0.4552738360310657
2.338387866757203,-1.333282930269949,-0.801471758852492,-0.66027848056458,-1.2395229373072276,-1.2605661752066226,-0.8547625473632525,0.4020964824458071,-1.1976578166668244,-1.4999999999999976,-0.1671070272613875,1.250919395656295
-1.0183315193872329,-2.0,-1.6460484733791851,-0.6843260869375016,-2.0,-1.380283087603312,-1.6638296230576872,4.267514111078705,-1.5000000000000004,-1.26601425243455,-2.0,-0.7396575406381238
-0.5155679067246983,-2.0,-1.8230242366895928,-0.8267093252640296,-1.779727392236691,-1.500000000000001,-1.4999999999999991,15.04644706513118,-1.500000000000004,-1.032028504869103,-2.0,2.7006289999344792
-0.6719145254708039,-2.0,-2.0,-1.956849165402252,-2.0,-1.7500000000000004,-1.2290426066168638,29.46521761096512,-1.4999999999999998,-0.7980427573036555,-2.0,13.568347157622268
-0.2687532809870552,-2.0,-2.0,-0.741545883040124,-1.833333333333333,-2.0,-0.9580852132337284,21.79380359411645,-2.0,-1.5000000000000002,-0.7038139362170888,17.697241167919294
-0.933976209940368,-2.0,-1.8333333333333333,-0.9247081555565092,-1.666666666666666,-2.0,-0.687127819850593,33.39727676033949,-1.9777290699915528,-1.5,0.5923721275658225,20.53522925369434
-0.9631134983081432,-2.0,-1.6666666666666667,-1.2485641806069443,-1.499999999999999,-1.4154532372294506,-2.0,3.7241213197893366,-1.9888645349957763,-1.4999999999999998,-2.0,20.513877909047416
-0.3005097604137945,-2.0,-1.5,-0.6533295891281083,-1.7499999999999996,-1.5533550448147952,-2.0,-0.9607052612837644,-2.0,-1.4999999999999996,0.0846603014583649,2.751432335269768
-0.2070191730885393,-2.0,-2.0,-1.130204656636446,-2.0,-1.69125685240014,-2.0,5.165620747610278,-2.0000000000000004,-1.4999999999999991,-1.123148039932232,4.971984814371957
-0.4380112142266261,-2.0,-1.75,-0.3771798955784544,-0.660712144128039,0.6510257259794696,-2.0,59.56982895731298,-1.0098007923965673,-1.4999999999999991,2.3336181646528544,9.98135734032862
0.1099752957682858,-2.0,-1.5000000000000002,-0.8377790283223283,-1.1960161254659851,7.138481802733228,-2.0,143.18803055865493,-0.646773393236308,-1.499999999999999,2.1997517741309665,6.548781363020568
3.514719777847908,-2.0,-1.4999999999999996,-1.4999999999999998,-0.8335502375486246,19.86806467713649,-0.104839386009607,98.1041357922796,-1.364508723416615,-1.499999999999999,0.3044692054644695,5.193619453665098
12.304002541545405,-2.0,-1.4999999999999951,5.026374070127964,-0.3297988845187727,3.5681000373382314,-0.3760907235948126,32.027316503607324,5.310346041085099,-1.4999999999999984,-0.5624966544513104,6.222986084140306
5.131073712165611,-2.0,-1.0747604232013928,-2.0,-0.8865325896791818,-0.6522604748969507,-0.6473420611800181,12.969484876333498,-0.8954357753429996,-1.4999999999999982,-0.6522953971073302,6.371607747829712
36.44755292000985,-2.0,-1.1355089341726223,1.003166181583678,-1.443266294839591,-2.0,-0.9185933987652236,42.57891340739875,-1.3688937001957304,-1.499999999999998,-1.065767390553843,8.027165473260643
1.6467132201184072,-2.0,-1.196257445143852,-1.6590695845856458,-2.0,-1.203366452890477,-1.1898447363504294,20.435916099151285,-1.1813271697635364,-1.4999999999999978,-1.6842504847774424,3.5268615050116754
6.109115829658844,-2.0,-1.2570059561150813,0.2927622106960252,-1.4774172341199343,1.4929672858233003,-1.4610960739356351,48.16804944677772,-0.9937606393313424,-1.4999999999999976,-1.892841240679445,6.03028663507528
6.029827309071811,-2.0,-1.3177544670863108,-2.0,-0.9548344682398692,0.4801881282123481,-1.4805480369678183,9.89429495406496,-0.6354439786779436,-1.4999999999999971,3.8754455407560258,5.531562997278138
1.2493449215261014,-2.0,-1.3785029780575404,-1.0809592851323857,-0.432251702359804,-0.532591029398604,-1.5000000000000016,7.994573712754816,1.922354111041681,-1.4999999999999971,-1.2139325609828822,6.742014299802623
8.037609178942711,-2.0,-1.43925148902877,-1.2141075235163703,-0.909918638409542,-2.0,26.56795926872189,9.555444770592024,-1.5,-1.499999999999997,9.475644231493096,8.273436411077462
9.397205904106258,-2.0,-1.4999999999999996,-0.5627526313193414,-2.0,-1.500000000000005,12.533979634360945,24.73378184328779,-0.6845962016913516,-1.4999999999999984,-0.6214304681288034,5.120524385225897
-0.2361873803126957,-2.0,-1.5499999999999996,-0.6212788849884672,-1.2124427561854518,8.836491386915661,-1.499999999999999,20.480869074581307,-1.241931137500922,-1.5,-0.1716970138380364,5.245703152348426
0.4612887027557777,-2.0,-1.5999999999999996,-2.0,-0.4248855123709034,-0.4746035536274036,-0.8216103361814348,26.90049571304796,-1.2762773436777597,-1.5416666666666667,15.404038295640078,4.617439213193056
-0.713826320228645,-2.0,-1.6499999999999997,-1.3230900074150556,0.3626717314436449,-2.0,-0.1432206723628706,11.793415610535131,1.6807339196582554,-1.5833333333333333,11.152705239456608,5.458386351336259
5.268512362830892,-2.0,-1.6999999999999995,0.6352066582286104,-1.499999999999998,-2.0,1.2176650775101692,23.85758694801032,-1.4973204160133406,-1.625,122.8027169842309,5.841970734442212
9.134475405282258,-2.0,-1.7499999999999998,-0.789237524881941,-2.0,-2.0,-0.442105453562867,94.89824127306608,0.4669147755628184,-1.6666666666666667,7.424033027138202,5.039418580166931
1.880038572686532,-2.0,-1.7999999999999998,-0.0557537100734162,-2.0,-2.0,-2.0,12.370901654051464,-1.419118979729066,-1.7083333333333333,-1.203750872250705,3.590287654437213
2.2508201648770942,-2.0,-1.85,0.0897055027927797,-1.689084083299747,-2.0,-2.0,11.779110974087178,2.485679542242045,-1.75,0.6863799126684622,2.782105537513126
11.724257325202862,-2.0,-1.9,1.5978950081473329,4.297585348026148,-1.5000000000000016,-0.6100369057825508,7.117280517962676,-1.785966108668257,-1.7916666666666663,-2.0,1.9617522157404144
4.943258958984237,-2.0,-1.95,-1.402404036144411,-1.2964902442469397,13.64033908214807,-2.0,20.13902071222894,-1.5000000000000029,-1.8333333333333333,-0.3851235694656512,0.7759529830334326
1.0484676787397769,-2.0,-2.0,-1.0161834566639674,-1.0886470217463262,11.373468127457729,-1.499999999999993,13.875679199407532,-1.4155658785451584,-1.875,6.019091419604415,1.997702270279624
-0.4971076740953561,-2.0,-1.4999999999999978,2.647183909523579,-2.0,-1.0803385264375729,-1.666666666666662,6.6845293924384,-1.5139115039465425,-1.9166666666666663,1.2597103728352463,1.3306130185890632
-0.4225997362587832,-2.0,-1.5555555555555536,1.1318136523607398,-1.5250632271568818,8.77720351887733,-1.833333333333331,46.10080788122986,-0.4738466750723238,-1.9583333333333333,-0.0524145472041883,0.4003790806934844
0.0419154128570475,-2.0,-1.6111111111111094,1.389917981733312,-1.4514104003857715,2.3331923269208943,-2.0,18.994004194464164,-1.3928977677832923,-2.0,0.6620737435719297,0.063290833041655
-0.6583218821338535,-2.0,-1.6666666666666652,-0.071207585087349,-1.5000000000000002,0.4619919624321671,-0.1356795766571812,0.4364827185763964,-0.000296442633787,-2.0,-0.1560542472528316,2.1944034166862174
0.2541885503791774,-2.0,-1.722222222222221,-0.3948367246946973,1.7131546307939134,2.2742498662028003,1.7286408466856376,0.7205585560959284,-0.5709722246818778,-2.0,0.6659189771471268,1.1414181166062267
