Counts_envelope_Central_moment_3rd_order,Counts_envelope_Central_moment_3rd_order.1,Counts_envelope_Central_moment_3rd_order.2,Counts_envelope_Central_moment_3rd_order.3,Counts_envelope_Central_moment_3rd_order.4,Counts_envelope_Central_moment_3rd_order.5,Counts_envelope_Central_moment_3rd_order.6,Counts_envelope_Central_moment_3rd_order.7,Counts_envelope_Central_moment_3rd_order.8,Counts_envelope_Central_moment_3rd_order.9,Counts_envelope_Central_moment_3rd_order.10,Counts_envelope_Central_moment_3rd_order
2260.662524947334,-1.2236293849510778e-12,4.092726157978177e-12,25100.379411412163,-173.88184777468655,-282.16776090752273,1962.5723877328992,-1270.5343897983269,939.4648885115316,-1696.7058663361968,-290.185995179135,3944.605533872648
860.3283191313051,-1.65593854418196e-12,-105.15917770987882,73816.80718590035,5.400124791776761e-13,1582.2424043427327,1308.3815918219325,27.377860194840867,2511.2748226617496,-1131.1372442241318,8419.938441846132,4984.696581586183
885.9510806300187,-2.0882477034128418e-12,-93.4748246310034,1312.312083019534,-5198.661321998976,289.65668336194807,654.1907959109656,672.5276695656918,-1592.2087868590734,-565.5686221120659,21739.4515398638,7814.86744508177
2160.2180681717005,-2.520556862643724e-12,-81.79047155212801,14231.639911501095,-16718.752146649687,1672.279094596131,-1.3642420526593924e-12,-1069.8196027682304,-19095.95955333158,0.0,2162.1677791600123,6999.980830968786
423.2585365898936,-2.9528660218746057e-12,-70.10611847325261,2081.1066052517413,-995.4166617744758,630053.2000774977,6618.840206009905,-2380.2094202177154,19484.00519707,7.275957614183426e-12,1249.8954841548507,6568.744966422967
1902.9545546168129,-3.385175181105488e-12,-58.4217653943772,450.6210987530044,1001.087445525212,42460.4748442342,13237.68041201981,-481.9919157514311,-6878.638825940549,1.4551915228366852e-11,4906.52732297395,9260.881254360507
3128.167636915072,-3.81748434033637e-12,-46.7374123155018,9518.017520933892,558.9999037245384,17747.93158833413,11031.400343349842,-1076.6843609494736,-1172.7352337124248,1.2823875294998288e-11,2027.062050392546,14741.491864973905
823.0609173267696,-4.249793499567252e-12,-35.0530592366264,46615.13851856769,-273.23920565654726,1973.40699365022,8825.120274679874,58.23683218253053,10316.02292322898,1.1095835361629724e-11,12664.051436800672,9167.633263048554
2162.4429815881213,-4.682102658798135e-12,-23.368706157750992,19296.33766273233,-863.4991965212861,-2510.7889266999146,6618.840206009905,176.317613473684,-2959.45320375465,9.36779542826116e-12,1571.0203893675728,11223.036933245254
2169.511324602924,-5.114411818029016e-12,-11.684353078875588,2193.790582006231,-1370.4475048347713,-717.0155944668289,4412.560137339937,53651.02411361692,11057.224706750663,7.639755494892598e-12,1740.541812284826,5368.330288397534
2373.635105423622,-5.546720977259898e-12,-1.7763568394002505e-13,4033.588720609269,-2123.6937863524995,-306.3251459016229,2206.2800686699684,612.9786221698583,-4637.711946853036,5.9117155615240335e-12,7520.483527878418,12295.343158545931
865.4893912082446,-5.9790301364907786e-12,15.53714386352728,2737.3445489261344,-858.8081838052987,3384.000926768732,0.0,7536.117064757303,-358.3731853350344,4.183675628155471e-12,696.9054743865327,22227.923433428048
447.90525605090914,-6.4113392957216615e-12,31.07428772705473,4625.890556516388,-945.2289550483578,-7223.5053752754175,-1.4779288903810084e-12,287.9038435518736,829.3134707317838,2.4556356947869072e-12,1550.0619739498966,12069.586734440049
-1984.4514057694123,-6.843648454952544e-12,46.61143159058219,4042.074852049665,-2620.302512080968,-492.7806763961514,-2.9558577807620168e-12,741.1751494670164,304.9410512233035,7.275957614183432e-13,2366.3316267343043,15019.52714415072
360.4496931676937,-7.275957614183426e-12,62.14857545410965,215.1429300542655,-4148.379414640765,-135.0955857992331,-4.433786671143025e-12,15291.294670423347,3540.7815377883944,-1.0004441719502193e-12,-414.24166652708334,7862.4975112189395
153.54649798528737,-6.614506921984933e-12,77.68571931763711,3985.444145325955,-6086.912550374603,-447.2489287549431,-5.9117155615240335e-12,6630.029878691199,-592.50055412836,-2.7284841053187847e-12,116938.7847426239,5469.922008834051
601.931277605989,-5.953056229786439e-12,93.22286318116456,6758.728501906113,-3720.553909583904,199.7685642095813,-5.373383556288177e-12,-2917.209742616947,2738.288706605937,9.663381206337365e-13,39089.23084508798,4921.293675766289
-93.62303129870394,-5.291605537587946e-12,108.76000704469205,-1329.9376813023766,-6297.394978167754,5.367495921525936,-4.835051551052319e-12,34798.90350682052,808.5026710317356,-4.547473508864641e-13,90.86330399843987,1071.8862700041673
-447.92925177641024,-4.630154845389453e-12,124.29715090821948,4182.828094655805,-1891.7034721176544,1535.4138427907944,-4.296719545816462e-12,-7473.391900782991,-702.0232552023866,1133.2935185345614,306.2165395717809,-8655.808180770813
-237.16717270683964,-3.968704153190959e-12,139.83429477174695,1515.2841118563206,-2244.3459100067053,12247.910795729043,-3.758387540580605e-12,6433.8405722756725,-843.4832929057344,566.6467592672784,152.8337236459618,993.4983857583552
-518.1973398014403,-3.3072534609924666e-12,155.37143863527442,4212.073991158775,-1655.659211010381,-636.6191196816006,-3.220055535344748e-12,-1834.614084172838,-6121.267592459974,-4.547473508864641e-12,90.6139280273082,-1852.141201643414
-624.8999659759163,-2.645802768793973e-12,170.90858249880188,18725.131930067382,-1478.4907430264388,-869.1429216569488,-2.681723530108891e-12,5708.937190493326,1505.221006166097,1916.8243459397952,-46.434490144150296,1100.1185803727406
-1329.4941905229148,-1.98435207659548e-12,186.4457263623293,8888.974511415463,-3085.658364860689,2663.1251782618806,-2.1433915248730333e-12,-248.65167642995613,-1389.4126995736556,3833.648691879595,332.2387206369912,4935.573961140325
-5422.250337823127,-1.3229013843969862e-12,201.9828702258568,1948.519214570096,-2949.732527215302,-443.935884429703,-1.6050595196371766e-12,-3115.255367328165,305.6519105751168,5750.473037819394,-249.1390019338891,5713.198300466028
-1504.903900331002,-6.614506921984928e-13,217.52001408938423,3126.07598519076,-2216.663929415282,-1449.1343802803865,-1.0667275144013199e-12,-5981.859058226373,165.56812636073678,7667.297383759194,2068.1193503066106,5930.513897246798
-1584.412374415566,0.0,233.0571579529117,7599.267399385933,-2967.884785394153,-4805.336264721562,-5.283955091654626e-13,-467.9223666058457,44.82632659335268,9584.121729698993,2280.04370076377,-361.863248846616
-1282.0998872978848,18.27141667523158,248.5943018164392,1181.5081545902117,-2001.5807696813667,-908.4408747524092,9.936496070395151e-15,3617.2407256507104,-8405.662991369849,11500.946075638793,86.9920202341466,2102.59391538848
687.2459675241003,36.54283335046316,264.1314456799666,3758.893884064882,-4662.463674229896,-2077.237448439868,-48.563302371292416,5336.883475348352,0.0,13417.770421578593,1597.2821085624687,1748.7275311391447
-620.9523128901071,54.81425002569475,279.6685895434941,1035.1430816831105,-9367.403006835028,-1127.7469242615653,-97.12660474258485,2744.9244680429306,1274.4837950391873,15334.594767518392,-719.7803674545237,-2836.7786188856
-29.94057324682465,73.08566670092632,168.05530492857193,3328.5802294205423,-5013.8602798661495,-846.8352458782091,-145.68990711387727,9703.224884899211,940.7906834290626,17251.419113458192,-1021.6459231354136,-7157.582631194882
559.0429391291888,91.3570833761579,56.44202031364978,9618.322761397105,-5633.600250826169,-663.3889670206962,-194.2532094851697,-5010.676957805577,2.842170943040401e-13,19168.243459397992,192.11249631715967,-6247.38494787081
-414.26405953483504,109.6285000513895,-55.1712643012724,11315.80416865465,-6277.541889427052,-2577.062182055828,-242.8165118564621,-4267.38496069685,0.0,21085.067805337792,489.9859907679386,-5076.043551853289
-1184.3134155930618,127.89991672662109,-166.78454891619452,8813.967047697195,-6860.47798087377,-765.6067633464601,-291.37981422775454,20828.336899787133,-244.91737753552704,1433.585564510916,-61.43440641315919,-3808.583444638441
662.9201160717947,146.17133340185265,-278.39783353111665,-580.2242950296156,-6504.607574927529,-1954.784805507207,-7196.067694986537,2.273736754432321e-12,-16.27887928996448,716.792782255458,2119.775965547165,-622.4315262983368
1235.2016793785876,164.44275007708424,-390.0111181460389,14238.013130133277,-9385.157010538564,944.0416748869555,-16.44305364864555,-4730.234944598565,0.0,0.0,-2295.3109827638523,-2012.7610134380648
1298.8280927075484,182.7141667523158,-501.624402760961,5360.447178409402,-7506.168260974836,-1021.7859351920392,1958.132148446451,-4645.117002437637,14532.811207850358,-3.1263880373444413e-13,10886.797996469017,-2625.5339591007823
-524.0250383894344,200.9855834275474,-613.2376873758831,5538.35605136869,-8314.928048962,1034.712961454857,99.32450223015192,-19964.75501621169,3.410605131648481e-13,-6.252776074688886e-13,-2044.591132550316,-4487.119012862928
1337.9333699161086,219.257000102779,-724.8509719908053,2637.012257652367,-6685.649241325606,-305.24848323290905,49.66225111507491,2.1561766132002584,1.4551915228366852e-11,-9.379164112033324e-13,1183.29713603771,-3384.0236622979096
2307.965175615727,237.52841677801047,1.4779288903810084e-12,660.8826669771616,-7545.972621176715,3501.51876954212,-2.103206497849897e-12,-0.5128678215450734,6985.489957974278,-1.2505552149377765e-12,3436.0670211029374,-6636.998150397303
1291.800838870112,255.7998334532421,3285.8886660528046,36.10504581339729,-7392.801371022054,-2940.0633415205407,-7909.719064272929,-6616.328251766076,77.12569041811761,-6.252776074688886e-13,-16.089043342011465,-8850.604869850147
4888.915111508893,274.0712501284737,6571.777332105608,1465.0479662719092,-9008.013306147324,-2662.3512355987364,-5932.289298204697,-1567.9014484293425,-1170.877190317949,0.0,1491.9551713276333,-8373.321233095874
2100.998549983326,292.3426668037053,-51.072419407376174,2700.0118935868336,-8166.122568422682,-932.7895243173932,-3954.8595321364646,-3672.870570907548,-4204.363914005421,0.0,242.063102559959,-9987.939236648088
3726.455402459901,310.6140834789369,-1.1435297153639112e-14,4880.527144534365,-12662.831151678918,2757.2293351794497,-1977.4297660682323,-90.22155520905288,-267.2441230501764,33317.27279716507,750.0871096194576,-13061.583995907464
3238.5905179945703,328.8855001541685,-36194.44895002776,-11871.51748405967,-16169.505161606548,-3410.2781390227897,-3.339550858072473e-13,-6.4770425422185065,-3156.3167281008505,66634.54559433013,4936.098059253544,-17292.517300872667
2377.731305773357,347.1569168294,0.0,2132.3575930847883,315688.9630717189,-924.4456340715004,8.562039965909207e-13,-17394.607913202788,2014.738893369796,99951.8183914952,-5045.057421173628,-11185.43758810592
7015.065786009254,365.4283335046316,0.0,35.604083354337604,-10279.23220851605,2572.112820449958,2.0463630789890885e-12,-18469.700146566003,519.9036986329262,133269.09118866027,-80.54280977959098,-22307.988967567453
2073.365000895522,383.6997501798632,0.0,-630.2961920905497,-8115.254991347478,-770.0369055081524,764.1968726085707,-15339.058148445618,11.316304182368544,7954.674804987772,1592.2364616549696,-26821.390787241744
906.5185202576246,401.9711668550948,0.0,-1539.3577565575852,-5858.421406285215,-173.01126214249817,1886.7543614993488,-29599.564002104195,366.4047465143669,626.9072648934786,457.9228582702244,-28192.109242470644
5168.736151076551,420.2425835303264,-123.2952777950283,9306.239777049936,-5491.884323572778,-28.35071217089133,-19687.157384248072,4050.22982411505,2361.2132273333123,460.2861567894237,104.62616418889704,-14085.082601551749
-4045.716010215525,438.514000205558,-102.74606482919047,8902.763468828147,-7107.615996842808,7.225853117388443,-10212.552796904192,1000.2803576564436,-1390.2503707159754,293.6650486853689,-46670.949195853646,-17639.80563341332
-4466.617026368733,456.7854168807895,-82.19685186335266,-6064.5687749739645,-5500.953465718525,54.09543182407253,-737.9482095603131,-427.2956732407142,-432.9009287708285,146.83252434268445,2569.547474784874,-20647.975898216937
-4160.723565275257,475.0568335560211,-61.64763889751484,-992.271016963264,-4565.068040773089,23243.70677506844,-554.2605157747195,22.295623706518384,-1393.4040310115513,0.0,-1304.3316589534836,-14214.649018044996
-4316.770099763465,493.3282502312527,-41.09842593167701,-3095.758912603532,-4981.915192757155,-11682.21018990378,-370.5728219891258,134.00674931384006,-1151.773398735009,0.0,-43.943823959583256,-19963.0851502932
-4453.400084999917,511.5996669064843,-20.54921296583919,-1272.154788787932,-3373.462768883948,0.0,-186.88512820353225,-965.1056318299352,-1.4735725284877266,-330.61930066204457,36372.20653505821,-6285.711802855948
-4863.931293693295,529.8710835817159,-1.3642420526593924e-12,-3095.305233098245,-3468.6120441539106,-85.31901637854963,-140.1638461526495,-378.3412716175712,16.03063226807041,-165.30965033102228,-4121.020159410548,1495.280288499874
-3830.4690445543742,548.1425002569474,0.0,-7662.473625538931,-3621.126447459484,21805.87928777864,-93.4425641017668,-333.17323793828206,-13.718205680409008,0.0,100.83139470699254,2847.9067733865327
-4220.846091082785,566.4139169321791,10.163614090378084,-927.7314589035342,-3044.566074756281,-2529.663161545156,-46.7212820508841,-415.74005486263593,-40.80622994811196,334.82133581000085,2784.5103155429147,-1431.4012146443397
-4372.38725484203,553.8269410003529,20.327228180756165,-1058.0629546374394,-8278.047438915846,20057.712426285485,-1.3642420526593924e-12,-594.7339491032819,-56.51508520990989,669.6426716200017,5533.005848048167,-3209.9147306748305
-2016.967523769841,541.2399650685267,30.490842271134248,-235.5257797478177,-8621.796392793,46793.94892674618,-1.0913936421275138e-12,-1261.8827576181052,956.9260409841067,-1.0913936421275139e-11,0.0,-3983.047424398772
-76.54941002648442,528.6529891367005,40.65445636151233,3897.355319285068,-6056.457305179577,14248.24577306708,-8.185452315956354e-13,-1077.5460848291364,91.68533133703107,-135.57977990304096,-9.992007221626407e-15,-3492.880456260036
-602.9153343042105,516.0660132048743,50.818070451890414,9778.827072911996,-7425.802805171575,374.27238860508174,-5.45696821063757e-13,-1563.94238885167,13.355767092382091,-271.159559806071,-1.998401444325281e-14,20331.31624073142
-2595.5284691619195,503.4790372730481,60.981684542268496,5104.817592855515,-6272.219424822488,5656.316545547158,-2.728484105318785e-13,-2043.8664279813213,5852.485389082318,-406.73933970910105,768.4837379649073,8799.364587575705
-1515.7360473061635,490.8920613412219,71.14529863264659,712.4290412355961,-3588.6920252055406,-883.8936095564734,0.0,-591.7263003862594,3463.5776828155017,-542.3191196121311,512.3224919766049,-3298.4845184713904
-604.6506237154659,478.3050854093957,81.30891272302466,13544.059741588462,-3234.9501783889914,2110.2453320883146,-13.415392409670044,-356.2197028190595,2033.3525108411573,-677.8988995151611,256.1612459883024,-2142.1014805349914
-1227.674105017087,465.7181094775695,91.47252681340274,-2058.926267022769,-4589.918592562441,3507.46644947295,-26.830784819340085,-1344.4199128802527,-1472.5836612139728,-368.1476713360411,0.0,-837.7630327798603
-2267.8925134759543,453.1311335457433,60.981684542268496,1266.171399124113,-12075.349213643613,-7555.868999235719,-40.24617722901013,-2952.121737888866,-1066.7867743359554,-58.39644315692112,310.24013303373044,1323.9757499921411
-474.2765578797998,440.5441576139172,30.490842271134248,73340.24112958655,-9052.39820645004,-8055.678688992052,-53.66156963868017,-3474.9450084295945,265.87579434271976,251.35478502219885,620.4802660674609,-181.6765084488632
3318.480284943947,427.9571816820909,0.0,,-10527.11911532991,-2200.195950444296,-67.07696204835021,-3710.823783307832,691.4416210230355,561.1060132013189,930.7203991011912,-503.718169255946
8677.909411280283,415.3702057502648,-7.579122514774404e-14,,-14546.376256913183,-14664.830227325234,-80.49235445802026,-2298.344364023013,2142.0635744301144,870.857241380439,1240.9605321349218,2897.544019364357
-398.6846712703323,402.78322981843854,-1.5158245029548808e-13,,-8375.04666874235,-1377.8146971829417,29.865644065055307,-4071.78891926334,1760.6088119873857,1180.608469559559,-155.09171046486972,1249.8394092291487
2207.258995265677,390.19625388661234,-2.273736754432321e-13,,-6177.293903284075,-3047.7755366049137,140.22364258813087,-5119.168983045618,1096.25784211733,1490.3596977386787,-1551.1439530646612,-1717.3979350139948
2440.3241234479465,377.6092779547862,-3.6000831945178413e-13,,-5745.763842152162,-3276.1382709341483,719.9333146837762,-4013.767971305034,3069.2013462228306,1800.1109259177988,65.46912878792176,-3395.982777397493
8486.821058295962,365.02230202295993,-4.926429634603362e-13,,-4036.9807245574975,7308.156374814361,1299.642986779421,-4702.648523404697,133.3818555300958,2109.862154096919,-1.1368683772161605e-12,-2521.5311749809944
2224.0712913735806,352.4353260911338,-6.25277607468889e-13,,-3343.640528896705,7375.982806965721,1879.3526588750665,-8504.295935609984,2704.793812350912,2419.613382276039,1.0231815394945445e-12,-2267.1639595924808
4451.333578316724,339.8483501593076,2.7284841053187847e-12,,-2182.675858337143,10824.80176730808,-2358.093056707121,-7512.654900752341,2628.01421050132,2729.364610455159,-12543.21377355534,-4154.182374933572
1791.9035324440506,327.2613742274814,68.7156731798292,,-4990.8482726298025,6362.995183423528,-3.070010037972956,-4645.9805739469375,3544.0586154168595,3039.1158386342786,2570.465392154145,-788.204553672658
4783.191620454539,314.6743982956552,137.43134635965566,,-2917.8569432707745,5954.672696098068,-82.59583293311383,-3277.5980621663903,3790.546875923714,3348.8670668133987,-846.0479169469987,-2535.7162912798112
3284.833104532309,302.087422363829,206.14701953948213,,-4021.110696292813,6668.880837301655,-79.29199961578932,-3366.501164811634,6814.054650293201,3658.618294992519,1868.0050066849465,-3222.4886177535427
2064.817803530845,289.5004464320028,274.8626927193086,,-4488.52771790439,4117.78999024826,-75.9881662984648,-4488.998868104406,10161.33396995865,3968.3695231716392,-585.0586634061457,-6743.862553790057
1668.5506001515191,276.91347050017663,343.57836589913506,,-6111.649904385157,1709.1336667783075,-72.6843329811403,-3902.1430549995935,9247.861086724886,4278.120751350759,1220.442217162008,-9881.38961228992
1.9952019793111064,264.3264945683504,412.29403907896153,,-6208.025535382521,774.8171222741613,-69.38049966381578,-2970.3656468347453,-1325.195919508209,0.0,27770.728078271484,-16243.61415025697
-118.4106748392284,251.73951863652425,-1546.0272602134482,,-6737.056343379576,3653.3094071168543,-66.07666634649128,126.81814175413814,-426.8670540351127,-342.243642723305,43716.90711650413,-12004.023353835804
-149.50871000946137,239.152542704698,3217.571105399116,,-5300.973407033976,-3139.9194251802774,-62.77283302916677,900.8940226858132,316.552527682033,-684.48728544661,3535.2060398032395,-10241.252771843436
5.139075503722634,226.56556677287185,5079.615413203167,,-3581.434432285377,-4753.866513947764,-59.46899971184226,2811.629350894116,-624.6466887409318,-1026.730928169915,4973.645704362672,-6912.838513149832
-45.902572911348095,213.9785908410456,-389.4725741807345,,2076.659263077929,-2966.6537770063865,-56.16516639451775,148.70349711138238,-139.10493304852878,-1368.97457089322,2890.8171174263075,-8017.483815655155
370.3153600867888,201.39161490921947,223866.14359303392,,591.674968601524,-5250.216660035357,-52.86133307719324,2310.116860289195,-2738.555276249135,-1711.2182136165252,1691.7646596733591,-1230.8133367700248
128.16581371316025,188.80463897739327,-27962.09649846987,,838.3380895574518,4790.8460608985415,-49.557499759868726,3261.7343316994165,1880.2240299992568,-2053.46185633983,-427.5893390711551,-5046.719918393203
618.7487499258729,176.21766304556706,19219.566759731137,,-1465.622419628003,-1606.64420697515,-46.253666442544215,-2161.3933613294234,3518.437425832675,-2395.705499063135,411.2215776511194,-4334.390048815744
623.5648205799082,163.63068711374086,12778.848256203266,,-661.7628096650787,-5397.922744126442,-42.94983312521971,-3494.3502510105927,25.45771625732713,-2737.94914178644,0.0,-2915.7634542057385
639.4625228496978,151.04371118191466,6338.129752675393,,-1598.5870253917883,-3542.703918458342,-39.6459998078952,-2905.399119605464,5.537268416239002,-3080.1927845097453,1150.769255105998,-3032.3696972006915
-3.715996413162427,138.45673525008846,-102.5887508524791,,-1228.2269996574762,-4581.394707201277,-36.34216649057069,-3097.838120449483,9.353475482472009,1165.5061042035086,2354.626556403753,-2719.735405792728
352.29665364215185,125.86975931826224,0.0,,-1329.1757683946037,-3057.5117253154745,-33.03833317324618,-8146.759861430514,36.26710374763657,5411.2049929167615,6030.750495547173,-521.1207644028525
1449.7545996156289,113.28278338643612,-159.31786461913555,,-4983.583891454015,-8507.6595140028,-29.73449985592167,-6174.814860973822,4065.3184078124623,325922.4458278785,-2399.3940035084743,-3398.3632926857017
428.0108379263823,100.6958074546099,-318.6357292382711,,-2727.1053224881143,56.63974281505945,-26.43066653859716,-8146.614267786778,10877.57932308627,646433.6866628402,1454.4863109270902,-5237.044240737974
-277.0553935311225,88.1088315227837,450.7206435946648,,-3749.353904697432,-6078.989151611426,-23.126833221272648,-5588.090150703775,-1086.0790509937642,966944.9274978018,5574.738042613725,-5081.206983330918
