Duration_envelope_Root_amplitude,Duration_envelope_Root_amplitude.1,Duration_envelope_Root_amplitude.2,Duration_envelope_Root_amplitude.3,Duration_envelope_Root_amplitude.4,Duration_envelope_Root_amplitude.5,Duration_envelope_Root_amplitude.6,Duration_envelope_Root_amplitude.7,Duration_envelope_Root_amplitude.8,Duration_envelope_Root_amplitude.9,Duration_envelope_Root_amplitude.10,Duration_envelope_Root_amplitude
287.40748903129946,275.755103402701,328.8053845099453,613.1031510194989,377.5990065882363,523.688007245356,921.6167381551996,348.1879027166734,683.4774059379683,443.3289373661568,387.7982713286662,561.1241501685312
237.53216474155607,284.9006713798174,357.8075001742008,399.4471572605043,396.1843564895487,435.272849260898,700.612118513966,348.6224531423026,608.7369421629425,452.4353364422268,229.57362944668068,583.5419267050569
370.5140144700971,294.0462393569339,386.8096158384564,585.7061616804672,414.769706390861,301.9360931299972,479.6074988727324,324.7945985522727,571.258353138335,461.5417355182968,214.60748934557225,582.2613116983323
302.4311762621827,303.19180733405034,415.81173150271184,343.96644281047605,455.38323712921925,346.34057823589,237.33690025220383,335.82882838848184,541.7554842388297,470.6481345943668,185.60213478107084,586.9632571669489
264.95967650702784,503.6773546710243,444.8138471669673,391.6498781853435,343.960412721735,364.554856314726,405.372067378289,345.0669785738901,580.3323690703008,479.75453367043673,215.7278533725241,577.882638988422
292.5324619879273,493.0825099849026,473.8159628312228,391.0994571493218,468.6353852991796,382.7691343935618,311.8952545561087,337.1203649040483,642.955026120286,488.8609327465067,337.5241113261703,586.0074529517832
263.5968301188622,482.4876652987808,502.8180784954783,285.6030187802547,467.2366058418708,400.9834124723978,513.2351474036981,342.9714990168713,539.4779197945791,497.9673318225766,400.2745564221714,591.2002164415761
211.13700007324795,471.8928206126591,531.8201941597338,420.23364415616805,409.3294854521628,589.8603497838031,319.05924186937995,297.7389313148282,442.1220263784898,507.0737308986466,448.7797558138789,611.1211056856876
223.05789285746025,461.2979759265373,560.8223098239893,335.6811314847698,450.0447003035992,359.08404517371974,379.26736269150666,286.3086473501926,739.8788466405529,516.1801299747166,365.8717489956568,593.2101590289069
266.0493641000984,450.7031312404156,589.8244254882447,534.2522917336584,418.8638528626562,311.1402018316591,270.2642229838584,292.4765993146599,650.8650909584443,525.2865290507866,296.67104737626374,609.331150851593
249.5541182146532,440.1082865542938,574.3608523621516,352.9132679984472,468.9200401800907,318.08234015715374,221.71375470637145,315.9791063978708,482.8350966616959,534.3929281268565,306.9589864538019,624.3914508285907
269.516620483947,429.513441868172,547.354371186797,297.9770376167281,672.4695029477384,354.7384462481413,173.16328642888442,317.71419872253347,532.356307739742,543.4993272029265,327.9916256681001,613.2218577247919
252.21007828574548,418.9185971820503,520.3478900114426,333.7018490019568,568.5128593023169,354.1785169339487,124.61281815139743,301.230106008063,638.2403131833298,552.6057262789965,212.6699293103524,596.3416623432402
248.6690899904592,408.32375249592855,493.341408836088,292.8700644848752,564.530537727582,600.0053023791522,213.9857464215549,284.10300626387715,523.7699538193842,425.4152032589518,197.91829026824607,610.7697696124794
246.00601743353053,397.7289078098068,466.3349276607335,341.7473478310358,713.4753768323786,555.7922948299775,303.3586746917125,245.09455778213515,582.3723328091021,298.2246802389072,178.6895833947061,609.8288831842581
249.1969676731118,387.13406312368505,439.328446485379,406.7791420347753,613.3858080507999,461.7756696972488,317.5638654984423,237.5337744159004,441.546247821161,318.7792652884349,209.24209195765488,613.9962414099266
219.84120332283425,376.5392184375633,412.3219653100245,381.6367146228656,587.6586012680216,464.6866252432984,331.769056305172,278.73241321211714,599.6258106907322,339.33385033796253,171.86973472273274,586.5614337817416
247.35431478815084,365.9443737514416,385.31548413466993,371.2912632669708,578.3768994280069,620.1533797274341,345.9742471119018,287.3938268356081,270.9248339020925,359.88843538749023,239.12635874258828,553.9281925449556
281.7803434553917,355.34952906531976,358.3090029593154,355.62871743778595,555.5801330819245,646.4202467826578,360.17943791863155,252.6896603488781,560.2253370582304,380.44302043701794,162.13469985036303,515.4564119905306
287.60508019829496,344.754684379198,331.3025217839609,379.181213970167,564.2369766712291,693.8844116592154,374.38462872536127,269.6485494907134,523.976614847087,400.9976054865456,199.61067838592496,524.1893184192213
271.1631226391688,334.15983969307626,327.2392560041783,439.6057852970046,577.8537449623459,770.4599570687107,388.58981953209104,346.5126497069098,507.9498719221687,421.5521905360733,147.55006714138813,514.3774482270439
303.2248807970572,323.5649950069545,323.1759902243957,372.63674520493936,609.920252618623,610.7980641949462,403.4355058780972,333.2522529292045,506.5955984366617,442.106775585601,150.4090200033042,508.1404514823833
330.296118592566,312.9701503208328,319.11272444461315,419.9959557999544,603.6251636619688,610.6701597054695,418.2811922241033,375.7232144657665,420.5275457271777,462.66136063512863,242.69728575829023,508.30133406265486
300.61344883926216,302.375305634711,315.0494586648305,312.62397855636914,615.0482653338718,613.7831443471919,433.1268785701094,402.2382254859861,327.9858034605889,483.2159456846563,237.25416903072616,507.8441921894228
320.9551722383512,300.4014051210275,310.9861928850479,451.9996418949372,586.7869598878136,603.2805434972777,447.9725649161155,562.5422789969314,489.90440331675904,503.770530734184,399.93610436129154,503.0714468524216
327.1442241047909,298.427504607344,306.92292710526533,460.871530385912,582.3759089248434,411.68421201934416,469.4125555824904,496.83882555582,551.5972152426799,481.93150191541855,260.40221798269783,535.4185874307951
313.36173207865386,296.4536040936605,302.8596613254828,615.8112046446078,592.2728354686267,395.5220070090578,490.8525462488652,672.4853522434755,548.6502370685769,466.1081462131497,154.95332502147454,542.8335563898621
332.270672646005,294.47970357997696,298.79639554570014,400.01329713848816,595.0668438227573,315.6731585686982,512.29253691524,510.5556701241079,557.4993785898005,655.7034495268912,168.56582051621425,558.7116585662428
338.44380210783106,292.5058030662934,294.7331297659175,312.7943319826296,613.3225521742128,466.8495552112109,533.7325275816149,632.0886372377441,507.8658707390986,456.6252197966821,191.13190268745828,570.9657988758031
422.14896270586286,290.53190255260995,290.66986398613494,364.66637530619056,607.2038935426472,356.58208831768565,555.1725182479897,610.1059427945122,363.2649083556007,257.54699006647303,207.1886505283972,581.4707480505064
413.1715328038704,288.5580020389264,286.6065982063524,343.03225650259367,618.1280835344778,398.3559319190391,576.6125089143646,457.1795809681281,560.8310456821747,298.2482304958031,224.69309735867844,574.4601371919415
434.0708930128303,286.5841015252429,282.54333242656975,441.8603115579894,616.5826341106105,374.8458648078731,598.0524995807394,680.3261823515256,605.6489514052039,338.94947092513314,275.03941060556366,573.6582091114269
430.46944624546586,284.6102010115593,278.4800666467871,515.3472343130591,604.0072354384355,464.0653671093702,619.4924902471143,651.0584077672922,654.2611121040137,379.6507113544632,420.8614874698955,509.4206044189149
400.76177737421466,282.6363004978759,274.4168008670045,496.3083845238007,611.6713995330723,468.00084119789193,640.9324809134891,621.7906331830588,684.5585911567973,420.3519517837933,279.06881093198564,499.806372558403
399.3087791505831,280.66239998419235,270.353535087222,451.4070878490823,607.7405959759243,472.53822410668175,662.372471579864,612.6547621252778,637.8970361157767,461.05319221312334,182.0431495830481,499.6772751841067
404.9494989692256,276.455941598791,266.29026930743936,470.312201415641,607.0890587581565,382.92336602862537,683.8124622462389,561.0338893191395,676.7603641795034,501.7544326424534,141.10364110764513,476.5024598448088
430.5382327122052,272.2494832133896,262.22700352765673,463.3029900927164,615.949410086756,367.8357156161221,671.8316793650505,490.0669362937076,732.2024853825403,542.4556730717834,244.2810439242764,478.283135156886
378.5136677738625,268.0430248279883,258.16373774787417,453.1154593090257,589.4346972166853,351.9995993165232,659.8508964838622,368.6360507226695,514.6565710963786,583.1569135011135,233.272291469562,481.41055017260055
377.6398310726269,263.83656644258696,277.74881171729214,461.8246103370215,570.1532158336208,312.53860103287485,647.8701136026739,431.7523692329207,637.4583807516085,623.8581539304437,225.8993935045769,516.7415382419
368.3648639811683,259.6301080571856,297.3338856867102,479.4174760025762,585.9985483453083,304.8013675076316,635.8893307214855,632.0004336054412,579.5976114169508,664.5593943597737,132.06172830382565,485.1814354720833
373.6403108719047,255.42364967178423,316.9189596561281,519.4668314054186,599.8166269126172,383.0725828821157,623.9085478402973,872.662243139644,498.8388342925186,705.2606347891037,174.2183444743901,487.3364732773016
388.69733265000514,251.21719128638287,336.5040336255462,525.9917657269087,598.287168906355,411.48943751185845,611.9277649591089,931.6205714955562,521.610891263988,807.6802759628629,233.5189556955118,494.8639901149609
368.87878805964647,247.0107329009815,356.08910759496416,501.5541936207983,613.737149597926,385.7144080875418,518.6801004788281,843.0035018871921,431.68586483566895,704.2268778328288,242.02178816527743,464.5448071158056
378.8684239768685,242.8042745155801,375.6741815643821,557.4830920164451,612.8761431942527,449.5258114951023,354.7670400062389,837.7108974983151,439.16462068282,600.7734797027947,323.74800427509723,467.3400553104347
371.0751283217485,238.5978161301788,395.2592555338002,601.2187967275706,614.4087378180058,451.0631943807359,410.325479528033,765.9301657263228,517.4548066331259,575.7830275113896,256.49203419711023,499.9425860548279
421.73938876536505,234.39135774477745,414.8443295032182,395.75535961693015,589.9598503771738,352.95797127931286,436.483883889645,726.4997447615272,419.8535007355304,550.7925753199845,302.8279779438679,495.2068634964381
378.2796417793313,230.1848993593761,434.4294034726362,286.597978833097,604.2677255483807,372.32700165683104,496.2801655948925,725.327859500724,375.60570331638667,525.8021231285793,241.87952925223547,484.0388138791018
336.02609662340626,225.9784409739748,339.1864656787532,318.2794903534854,610.8764975078695,420.2062217783782,556.0764473001401,712.8679100993361,380.917747732238,500.8116709371742,268.8476621724625,520.9314364076328
378.03782809361024,221.7719825885734,345.2504027288563,312.66514589138666,616.3289297071301,548.3182002664556,648.3623943764243,700.6860457250046,239.9229582597669,513.1162825445039,282.11585928692807,560.4476574240363
392.9729186385029,217.56552420317203,351.3143397789593,348.5401147798038,610.6343912364262,515.6927927517224,607.9117891759414,712.1451331386629,341.1732687970732,525.4208941518335,314.99336886833635,591.3474796097787
322.5535867260458,213.35906581777067,308.0046764750058,330.8418784374077,634.9862413084854,510.1950829790821,567.4611839754585,707.6792324544153,362.1937505544784,508.1290642013643,367.709783429745,642.6547410612765
341.1446754058997,209.1526074323693,297.5861452475655,395.0986211823655,638.8347033173111,554.6821233649306,527.0105787749757,725.0471445504735,383.6662601467869,575.0038755621945,373.2241357858176,694.6633118987055
337.05925135382853,204.946149046968,736.3129672816598,467.663971048236,648.968952567918,642.6065638923461,486.55997357449286,718.2896480722604,392.6140929640837,641.8786869230246,534.2225007378541,713.0564183573226
319.6586604940002,200.7396906615666,419.116753026983,458.4531403643255,684.4385312727876,610.4553161261161,542.9847210072958,567.778621779923,427.45889668602734,708.7534982838547,430.2465720585557,697.0658026789245
320.2768600034212,196.53323227616528,402.63766795871646,432.03850319364,656.3565343605007,461.6980852142103,599.4094684400987,618.9235493352014,349.31553565209725,775.6283096446849,268.9157415844086,705.1035266374054
283.1959498062839,192.32677389076392,386.15858289044985,527.2735234870129,624.1907744047743,367.05889288200126,653.0978652966221,616.3358715489709,407.4531745520646,808.1344443091451,414.78328117760896,693.3133302523468
274.3076331196443,188.12031550536256,369.6794978221833,612.1318400839212,606.0442587293848,403.260542263592,669.8049557072754,621.5649298127473,374.6139989518904,559.0507870378874,741.6189742382616,683.6526478028609
287.86028763733134,183.9138571199612,296.1379686058346,388.4588458379925,613.2710456632445,434.3233955567943,486.8476925772498,626.18648462898,413.2080096830793,633.3639248055002,627.1841264591714,709.2371403413896
259.042164807398,179.70739873455986,299.8199742067296,400.41895880396686,622.5236316227274,461.9210953442083,456.704872708348,386.34046996765375,385.2952447003513,707.6770625731131,691.0004863754698,703.0773844354231
272.0678687592719,175.5009403491585,303.50197980762465,456.765751547926,625.4454044718152,509.3537851146244,426.5620528394462,387.65097371771816,404.01669170503374,700.5287343152474,477.078639698914,680.474824994447
235.27719426233472,171.29448196375716,307.1839854085197,488.07162938788144,624.2120939641012,576.9049818413657,475.4081057000821,423.500786610122,398.2233471742435,693.3804060573817,534.3008065386746,689.586017754914
243.01850329104977,167.08802357835577,310.8659910094148,509.89396335618153,618.1113079702022,528.8717627230175,524.254158560718,419.1676787527437,365.0540149014677,621.4058945173191,708.6892969778346,706.5712734483918
223.62860043648385,162.88156519295444,314.5479966103098,556.3558533267186,616.4627938327485,407.8240211066452,573.100211421354,435.878238055743,372.2614338797685,645.6312785460432,843.6714179860383,665.6672375121791
209.6879129137379,158.67510680755308,318.2300022112048,507.9964985854581,612.4661610343612,412.48851866850674,550.8119846331793,441.8857949665855,337.8138803959726,535.2260907887605,660.6762723178894,662.8424561412209
204.7366422457095,154.46864842215172,269.5376336151494,467.5897290802122,605.4959833255443,408.0399105770213,528.5237578450049,447.9744802567408,296.7522627271737,424.82090303147794,638.0150622468504,655.901545869812
230.5104977197917,150.26219003675038,268.0083660310135,469.2920394361582,603.618124383741,564.8293199294371,506.2355310568303,447.3077241139657,286.3509528023362,596.914389303574,192.0107314118272,656.02845750108
224.67645878635983,150.25377441372552,266.47909844687763,432.57220758286593,572.6107695910428,385.18378501638455,483.94730426865567,440.6584804504327,280.8498655755856,769.00787557567,261.82165244244595,625.9013163577443
214.59794903984093,150.24535879070066,264.9498308627417,383.7118615483956,570.8219881577478,548.1935615576152,434.3423697239246,434.26885238972255,288.0633688214171,624.2656653533061,189.2068732294256,654.0541124394837
250.7986848372555,150.23694316767578,263.42056327860587,363.415329908481,581.86955146087,470.264503656303,384.7374351791936,436.1694286068754,241.8032536699479,605.1044158100289,224.3066113633064,691.3419029798376
188.31126042539765,150.22852754465092,261.89129569447005,326.20982159173565,574.8434388291103,477.7804717712564,335.13250063446253,444.4022670714004,267.3443838887484,585.9431662667515,259.4063494971871,716.5336702896666
188.3246696677066,150.22011192162606,260.36202811033417,334.5694116791099,549.2830541723799,545.0575901875079,285.52756608973147,429.05268513242106,301.6200105259805,566.7819167234743,189.88441246023527,699.537312143871
153.56764931676236,150.2116962986012,258.8327605261983,302.059721341579,552.0230119493922,603.7899702955243,235.9226315450004,413.8391806566544,299.7936176776768,547.620667180197,215.84610372316388,669.2885488540527
129.92653462639126,150.20328067557634,257.3034929420624,309.1839545439465,554.8839949336406,451.2204390521478,260.6384240968649,382.7218260081392,347.3743110012731,528.4594176369197,241.8077949860924,636.7289906660966
122.50799149161196,150.19486505255145,255.77422535792653,537.2939975415974,579.9692822359057,465.510038961744,285.35421664872945,413.8760485584071,370.8086113074293,530.8743421040888,267.76948624902093,616.8819091896669
144.53401298327418,150.1864494295266,230.4791541071486,427.4095346580686,574.4274423577266,569.0535432930087,310.070009200594,407.098250175696,380.9802426452387,533.2892665712579,294.2061530064418,610.7030383898218
189.1841486106198,150.17803380650173,205.18408285637068,429.0547604437126,595.6662366990278,630.3719720751001,334.78580175245844,452.1312822249704,409.4909054722219,535.704191038427,320.6428197638627,616.3284001524084
159.60086495603866,150.16961818347687,179.88901160559274,,614.4533155742919,687.6154394628885,359.50159430432296,458.4506500837784,371.1450300215578,538.119115505596,347.0794865212836,611.4183459557956
131.94801221203795,150.161202560452,156.87757672647464,,629.4769665644914,577.5418252576237,384.2173868561875,446.1970377152584,380.8287851327267,540.5340399727652,373.5161532787045,614.6679587674392
369.23690061452646,150.15278693742712,133.86614184735654,,633.300537414913,555.606292193514,428.5136160102858,488.4523708680205,399.6667321151714,542.9489644399342,403.1792941932234,612.5106337398323
263.13426293140424,150.14437131440226,110.85470696823845,,591.6123142428335,540.9176630066567,472.809845164384,507.01729620835545,351.15030838373167,545.3638889071034,432.8424351077423,620.1360755785179
269.9873427587085,150.1359556913774,164.01347807862777,,600.6435494867364,447.4411063325143,552.4787285967817,508.25051098326617,335.83158630458854,547.7788133742724,450.84479853160457,597.8879091884083
237.75628766749884,150.12754006835254,217.1722491890171,,593.4503998975842,342.2293477302028,632.1476120291793,489.4307185803192,390.0352558659706,550.1937378414415,359.72301803378866,587.8050721335859
287.1345120985528,150.11912444532769,270.3310202994064,,571.3163433764158,345.0098949803212,711.816495461577,518.4567132314169,364.351089668064,552.6086623086106,409.23706718354646,588.0426643583587
234.17803451052367,150.1107088223028,359.6358823227308,,591.7927577748472,352.6707397612849,591.2018557902304,505.54349945759753,354.93912697805047,555.0235867757797,316.25456169391964,556.9313037679952
122.09085357354664,150.10229319927794,385.816296415866,,588.5434978601185,343.0125693046313,402.8990616037868,512.3341108831103,371.8874203755863,557.4385112429488,503.4950092576299,587.2398166914495
237.63238997306365,150.09387757625308,411.9967105090012,,598.6187854684132,398.83687382337473,430.8355874692411,509.08273138905554,419.13683968125713,559.8534357101179,466.8006180787841,608.4435741361684
185.1361622077312,150.08546195322822,438.1771246021364,,601.4928701636145,374.71994838512,434.60489925503657,498.239716202808,238.66117668768223,562.2683601772869,341.8429378462142,615.3632422853867
164.56505472316186,150.07704633020336,464.3575386952716,,594.1316587437008,365.361556620641,438.3742110408321,401.5936959877964,181.51137530412944,564.6832846444561,420.006613061676,612.3426422127613
193.3442401288887,150.06863070717847,490.5379527884068,,586.7358942761374,304.83855525845576,442.14352282662753,363.0283426562247,378.4216429237304,567.0982091116251,391.6711256629098,590.8990342428557
175.9666696074094,150.0602150841536,516.718366881542,,605.555974246641,313.11542914952526,445.912834612423,317.62325148102434,364.9894307853874,388.7745703732929,493.48714429971176,575.089696182595
187.484252409614,150.05179946112875,406.475665538321,,607.0880755539644,410.05675437182737,449.6821463982185,286.6970343346148,373.3558987287557,408.8349630589779,566.710507299092,596.7011751500604
179.28877863603512,150.0433838381039,526.0037152322435,,603.9056451585116,424.2881444082316,453.451458184014,276.4505067618465,375.5655379674584,428.8953557446629,368.6285584036666,597.8577054091179
181.902410725318,150.03496821507903,479.173303225017,,594.5752800196436,457.9614598600321,457.2207699698094,294.4772052288945,361.12344420906993,448.9557484303479,311.71894235684954,585.6876974069569
190.0296454371964,150.02655259205414,353.94505715818826,,591.997340713204,410.9189758310782,460.9900817556049,339.76339084892595,431.9781972888857,469.01614111603294,352.1884859258961,598.2601794639384
218.0605080995634,150.01813696902929,510.763806023941,,615.3919453148972,476.42120284480944,464.7593935414004,285.35446147232113,586.2280592813671,489.076533801718,380.9451241332263,623.1031543568283
232.0787316012836,150.00972134600443,404.4474475507312,,613.5245111304417,489.2487237578536,468.52870532719584,404.09800139643954,276.0457555960715,509.136926487403,369.4913949653061,592.8155660418205
239.22341202915968,150.00130572297957,395.070874305228,,603.0170321091383,483.0829575616112,472.2980171129913,560.4912836123526,191.68849690616383,529.197319173088,344.14615391651967,598.515912172483
240.25475717838344,149.9928900999547,432.7536732795082,,594.9011653772961,477.1074676774329,476.0673288987868,533.1701794906155,145.70495950450095,549.2577118587731,321.0382432320701,590.7527663547374
238.1082546327662,149.98447447692982,470.4364722537884,,590.5831264272954,470.3173425457713,479.8366406845823,535.3337611858171,135.07845697965024,569.318104544458,417.11312403125913,604.2318894142533
238.9545336594954,149.97605885390496,508.1192712280686,,588.9538702847001,477.3603770103743,483.60595247037776,532.0836121646735,108.54184892485117,557.5887684334624,311.3556971302459,611.3252797451482
249.24404165529089,149.9676432308801,488.78953328440105,,581.8495894505418,483.142551702014,487.3752642561733,500.5013769198408,126.83411174745616,545.8594323224668,277.9565984538228,624.0923134157987
266.7308647771141,149.95922760785524,496.5759113111893,,556.2946113803831,463.4437250428296,491.1445760419687,534.8285314348241,187.45901025306952,749.170570510886,371.79894452781866,625.1099419017239
251.7093987927443,149.95081198483038,504.3622893379776,,534.9782072044252,436.3479235374159,494.9138878277642,532.0653596290425,370.5313803522189,952.4817086993052,365.8922019309508,607.2284309445207
254.72995778733835,149.9423963618055,297.5077210856208,,547.1617896878101,549.2454983670096,498.6831996135596,558.2143664187282,478.7813984759152,1155.7928468877246,370.7283312767688,577.0406445890168
289.4318246668996,149.93398073878063,219.38060590796567,,512.4590105278841,531.5136628754583,502.4525113993551,552.3286877141048,581.2936615726699,760.0086148929679,375.5644606225867,606.7642189585787
277.2177062566908,149.92556511575577,216.46610257172875,,519.4321779450593,527.6370752254654,506.2218231851506,561.672042412553,529.268288791999,560.5519497606598,510.36512114623946,603.8715704420086
229.15254961104912,149.9171494927309,213.5515992354917,,563.7737338053025,564.4257948777148,509.99113497094606,558.4698279556645,506.73720000056016,591.6654613342434,434.2063283906373,596.5138205918189
220.42819237608347,149.90873386970603,210.63709589925483,,543.9799340324964,522.2964084475909,513.7604467567415,542.8676946689855,378.4139182809548,515.4434759664969,440.6430416063404,590.0881043628624
220.0635283842972,149.90031824668117,238.64195352660423,,522.0388771106394,539.1128607524732,517.529758542537,541.0477706958862,360.9121506837701,580.6123047195346,543.0061445213873,596.9375161115794
237.4565735828849,149.8919026236563,266.6468111539536,,491.3927098571696,544.2314610709277,521.2990703283325,568.2768265371986,562.0644274559137,500.7608439275207,441.2868997281415,593.2601912863229
264.67638280938127,149.88348700063145,294.651668781303,,,550.1360725146194,525.068382114128,598.815214796471,606.320524250167,442.784851204753,372.1046907528713,548.3314243645157
282.9270268993317,268.26735662364064,322.6565264086524,,,533.2679079943979,568.8787960062576,660.8465678554817,517.2494332811913,506.46906857919015,348.192928629157,525.9315257633743
186.28498635891063,386.6512262466498,350.6613840360018,,,567.5741774332704,612.6892098983873,689.8459949290855,329.8959198290571,502.1680994843437,265.6601831876298,575.2426630855796
204.22900726757345,583.4531599754249,378.6662416633512,,,588.2917191725538,656.4996237905169,686.4336653338175,268.6668710464727,520.6818699094374,207.7496250626361,556.5951409109599
201.62507546372487,313.6826870458834,590.3130333222756,,,598.4316403241954,700.3100376826466,690.9381031145404,207.43782226388825,484.1108534937302,352.60103176565286,554.4705008542654
238.253690821926,331.0366006006852,588.0893346219295,,,586.0786041900093,744.1204515747762,695.9091151963257,496.4817526619856,436.8685551820812,304.7288200976287,611.2594247825409
358.19894674822643,323.2494391659054,585.8656359215834,,,572.8100344128435,735.7753140632817,697.2409243827142,566.4612422173209,469.77681231516897,231.94671977713887,549.1837368304953
349.1174775828779,315.4622777311256,583.6419372212372,,,535.0617927893082,727.4301765517871,721.8959496507168,601.8455950125772,502.6850694482567,237.10624284560743,524.1841091389745
339.209743727449,307.67511629634583,581.4182385208911,,,522.9704017481288,719.0850390402926,755.5875198615062,519.5744573086522,391.2274153882093,583.1077802425599,484.457965585919
378.75461334590767,299.887954861566,430.6976920770888,,,477.74471029354015,710.7399015287981,778.7632146524983,488.3536675325016,462.14629884078295,508.9143125840976,430.9331218325258
697.9528634629087,292.10079342678625,411.6139580934983,,,509.7894735787327,702.3947640173036,766.5001805108175,380.2096261684924,428.191706780036,504.8404884260778,453.6857157395077
464.34563860534695,284.3136319920065,300.8647645483021,,,503.23105514897134,694.049626505809,776.1876846938443,442.0247433522695,436.5227655210498,352.83518843511865,439.0249844485021
504.84227729560905,276.5264705572267,266.16348448671965,,,528.5852694253975,685.7044889943145,764.6812747019733,418.1885892784229,444.3113735848326,334.7068141193988,445.8150401315126
