Rise-Time_envelope_Mean,Rise-Time_envelope_Mean.1,Rise-Time_envelope_Mean.2,Rise-Time_envelope_Mean.3,Rise-Time_envelope_Mean.4,Rise-Time_envelope_Mean.5,Rise-Time_envelope_Mean.6,Rise-Time_envelope_Mean.7,Rise-Time_envelope_Mean.8,Rise-Time_envelope_Mean.9,Rise-Time_envelope_Mean.10,Rise-Time_envelope_Mean
79.86045203508068,128.32420502452635,242.95530170859888,97.8727182287385,96.41736354822044,142.61816087450262,155.5777565849333,84.52134415479011,72.1117856039814,216.00999064823364,84.7390029971774,202.608252627781
46.68122249275346,95.13851902028708,157.72943957343082,67.78246478502794,65.43060681885326,92.92506513095,55.90827750154801,118.35745567104988,51.97130264568781,77.2291620051605,62.59695780868242,94.38138951273042
63.95865865346316,71.35152006780996,72.50357743826277,66.45721149519024,59.25371514081002,73.84703069349591,48.87594560479517,67.32331837904863,68.06553849456195,75.59452796144039,67.4722402478832,59.01304230917727
68.32681295201304,69.82733622154878,74.50120358134113,63.71053341895614,63.49535913735004,54.768996256041824,49.676677130455744,63.11180142108495,43.65417419562768,73.9598939177203,126.63529435755991,84.4001552854478
66.94338891850325,68.3031523752876,76.4988297244195,52.86138915383425,73.29003798379097,65.8358041577786,46.378173948090335,44.51033959514356,86.95799556485677,72.32525987400018,132.69857061112072,70.95179717262634
68.64394069820176,66.77896852902643,69.2167992617476,58.16735249632684,136.10816940635087,76.90261205951538,43.07967076572492,33.56426135827692,77.40641020789042,143.8431727394944,292.4970320850409,96.57902370868808
64.95581123135536,65.25478468276525,105.11696808587791,60.08108935656469,198.9263008289108,59.76877760936728,39.78116758335951,31.4061548355526,78.98678819117724,138.94020443238736,452.2954935589612,82.48681328083391
58.5884489086487,63.73060083650407,141.01713691000822,48.3196411302503,261.7444322514707,64.71774736321808,54.8965071850696,37.74172835598586,60.33562321522811,134.0372361252803,136.6893392798244,85.43054067100815
65.70316870503821,62.20641699024289,176.91730573413852,58.819649494513946,179.55117513774988,71.37409473909418,56.9574248858253,54.638303673068975,41.684458239278975,129.13426781817324,48.58721785339867,94.6592697108386
70.8180614477637,60.68223314398172,110.0511518909346,65.19263630894821,97.35791802402908,78.03044211497028,59.01834258658101,42.1160273063282,41.64496553125275,124.23129951106615,51.08158737824571,95.63188271891966
67.20715930283217,59.15804929772054,103.90767319545728,86.38546592772825,71.5958896854862,107.52031669192334,61.07926028733672,28.08122014367308,60.62630837286562,119.32833120395912,85.62912949647391,58.87729207130932
75.43604119012491,57.63386545145936,97.76419449997996,45.83442373116577,48.96633697358935,70.26675353025729,63.14017798809242,19.69994090760463,64.78464352831212,114.42536289685206,73.87899754696544,57.06925716403513
68.69668551944395,56.10968160519818,94.73573560371362,48.36496293257621,40.33227009720237,53.88616078701803,115.53025012748516,18.61247442688205,80.25368244771043,109.522394589745,80.93819882899639,60.570643217785495
64.57499263865243,54.58549775893701,81.34839356674554,62.648714970821416,37.58591989160253,80.0460726235461,107.20859086619596,25.915970488218893,50.260746247527806,104.61942628263796,68.85620988353033,57.45453654269895
60.65590031617726,53.06131391267583,93.827112183535,481.1900948168021,37.69055572023975,75.66186510432892,98.88693160490676,19.95634385224827,93.72098329033489,99.71645797553089,73.6467431750064,63.703208593196784
43.27414205733131,55.08257849192731,94.82205243960932,108.7811377196888,37.79519154887697,65.93535401788208,90.56527234361756,33.20243660770546,43.184159914053055,94.81348966842384,59.62211308561548,69.06967297710389
66.17603545569695,57.10384307117879,95.81699269568364,45.63603891296655,37.89982737751419,74.60313729806201,82.24361308232835,41.40314406436308,57.08406175874178,89.91052136131677,71.59810355114541,70.9072804606883
33.06604679669706,59.125107650430266,96.81193295175795,52.520327409813966,40.664132156790046,74.08165560854574,73.92195382103914,38.79325586319073,70.98396360343051,85.00755305420972,61.40504951608088,74.11779997329057
39.99867884892316,61.14637222968175,97.80687320783228,27.806102627087604,43.42843693606589,66.43050800969058,76.16152908573613,38.60327065105034,77.97368045287102,80.10458474710265,70.40052087328445,73.29704275655544
39.64336476431993,63.16763680893322,98.8018134639066,30.83038623182498,46.19274171534175,58.77936041083544,78.40110435043312,74.70194388510632,42.26526135725537,75.2016164399956,85.73236867395872,68.8807129682699
45.71173287089914,65.1889013881847,99.79675371998091,43.49170288041216,43.26800025059911,74.1115043184733,44.060268739724016,72.93870572140146,48.30993830671878,70.29864813288854,50.43490525346319,74.64097550469629
63.64481432166099,67.21016596743618,100.79169397605524,66.02828622127169,47.4011094181236,68.38769203667441,70.1521163921172,77.94495137109897,84.11994104148553,72.43444458664584,49.01444193526482,77.20156365050309
67.50828356920773,69.23143054668766,98.54873018702597,32.313009669896715,50.42129952676332,75.48252586651894,96.24396404451038,75.15038907538265,69.74467239147614,74.57024104040313,80.27175403741741,71.02997637668528
50.953450399345584,71.25269512593914,96.30576639799668,59.73389715793242,53.441489635403045,63.12608058240272,93.85524721234204,72.71898308457071,66.68199955992746,75.22338402475351,53.80599492442427,81.58349935721198
61.02026070808873,73.27395970519062,94.0628026089674,55.76027279057803,56.46167974404276,62.356089267117326,91.46653038017372,53.52102492659663,55.65255708708096,75.87652700910388,59.68544724681401,83.38895262353901
63.302680270828745,75.2952242844421,91.8198388199381,41.186006121039966,60.29714490849771,38.3921272809981,45.46041841531258,65.31541281940493,52.948625712638034,76.52966999345426,57.76857574749091,81.51123167033923
48.76308411055201,79.7850458936737,89.57687503090881,86.6039036888151,79.10384226501,43.78187029898726,78.8626228923464,67.41257833520082,64.59732419720768,77.18281297780463,53.61874858157283,79.44553533308648
48.639892174380144,81.78083027715006,87.33391124187953,40.58504376239805,79.07734544200903,49.17161331697641,116.06703685916646,70.0540016879608,63.48699763051193,77.83595596215501,115.48486181974394,84.66834202327254
38.584464394930976,83.77661466062644,85.09094745285024,92.75631496631333,87.68610751837522,54.561356334965566,62.31246404490968,72.52189152023661,61.86957128220342,78.48909894650538,73.7361518331402,80.76903923739204
47.86105694902541,85.7723990441028,82.84798366382097,68.21476532800632,93.38075706881438,61.97386362875952,59.03114892448214,69.80325660137635,46.0509896450579,79.14224193085576,87.3403685643523,82.57247365027081
73.6729096281912,87.76818342757916,80.60501987479168,41.52392719925879,62.3140731359093,98.49375194455132,58.60443538250394,69.97228195668535,76.46756037482521,79.79538491520614,55.96542612228976,80.5851474975669
58.12384120314493,89.76396781105552,78.36205608576239,77.66297153837488,43.92530474734276,90.94279854643298,57.65815185190343,70.0571231257765,70.96969130959229,80.44852789955651,82.05745517429891,82.1944798312897
61.11651161181972,91.7597521945319,73.2122748077001,77.07372624272107,63.241331215708016,94.98652531269369,56.06742128955155,68.81224702423754,63.8209147163868,81.10167088390689,85.07041795548453,81.69769243384142
57.85044326047011,93.75553657800826,74.33281010289522,82.29544400995451,70.02071578692514,78.81283085071978,54.47669072719965,72.65963322189424,79.1677688809137,81.75481386825726,68.31486676590411,87.10805173992512
58.03408701205888,95.75132096148462,75.45334539809033,86.39494968741212,82.87121539552675,99.05278416467635,52.885960164847766,73.86505504407289,119.10151596670713,82.40795685260764,65.21217058997588,81.7299764309318
50.055517085730926,97.747105344961,76.57388069328546,107.8533007827202,64.43755286159778,73.51474126519766,49.50819672498439,86.37551757101431,64.28064799148368,87.02502770202507,35.821595328955425,78.13275583383451
44.68607675078535,99.74288972843736,77.69441598848057,106.19976474237792,85.76362465678376,105.676933878781,46.13043328512101,67.22841852458932,70.28043228986333,91.6420985514425,36.9914274157448,86.84283596114253
65.41611487308445,101.73867411191372,78.8149512836757,102.9712013092155,86.49384454058134,88.13453391817826,51.576266413476745,66.64421034477229,73.14674876852732,89.43241298357061,29.522370883606406,84.07841778612142
42.40657203998243,103.7344584953901,79.93548657887081,78.23133084482305,82.02624526580928,68.71001216277587,57.02209954183248,75.57685798494029,80.3889918579773,87.22272741569873,39.16792231687988,83.94868218125526
51.610625123557575,105.73024287886646,81.05602187406593,101.42638355152351,81.2385009847592,74.65863280656447,62.46793267018822,58.77412554830668,68.32560773461802,85.01304184782686,49.41126682072736,80.82373898337015
52.47123184875908,107.72602726234282,82.17655716926106,134.41216021608795,84.71148250782336,84.49257288889956,67.91376579854396,75.1887746525275,87.22173776102002,82.80335627995497,51.28520670002571,78.85463538647173
51.33427834174025,109.7218116458192,83.29709246445617,139.27252563892324,85.79531356012684,106.86475548093269,73.3595989268997,65.26344766389812,114.37048508282253,80.59367071208308,70.0916392681565,70.81799016691565
43.616671123372655,111.71759602929556,83.78154320100285,137.19221408344353,88.49647261240558,187.24515103009227,78.80543205525544,74.0709589600976,136.89079252102223,78.3839851442112,58.5316586446718,73.39315386310001
45.14264252150263,113.71338041277193,84.26599393754951,113.34809058258531,89.37962951627645,91.37857637862652,79.23443372554969,72.1561145778793,133.55905178302152,76.17429957633931,94.6639418695836,69.98583249995998
55.18041238074181,115.7091647962483,84.75044467409619,119.22280467916566,86.32485262122353,69.16892975865566,79.66343539584395,73.29864924224987,95.64267099955548,73.96461400846744,56.89760263005748,67.12288882205304
48.496140574507656,117.70494917972466,85.23489541064285,94.6888652798774,88.34482175906271,50.99843244099851,80.09243706613822,40.05742273903139,80.85143389414756,71.75492844059555,47.60534981279446,67.94668808940567
57.17452646839136,116.65625609796504,85.71934614718953,137.72206194480515,84.32224590888545,66.83566159734649,80.52143873643247,57.59936509361492,81.93261877775164,69.54524287272366,134.23282444563526,67.84212795843415
61.19161372563394,115.6075630162054,86.20379688373619,123.98832745735976,85.38576015635269,53.96972771553112,84.14896648419756,59.29732210485269,102.88350824019346,96.32059198185291,52.55717351944086,66.14461892089159
