Rise-Time_envelope_Central_moment_6th_order,Rise-Time_envelope_Central_moment_6th_order.1,Rise-Time_envelope_Central_moment_6th_order.2,Rise-Time_envelope_Central_moment_6th_order.3,Rise-Time_envelope_Central_moment_6th_order.4,Rise-Time_envelope_Central_moment_6th_order.5,Rise-Time_envelope_Central_moment_6th_order.6,Rise-Time_envelope_Central_moment_6th_order.7,Rise-Time_envelope_Central_moment_6th_order.8,Rise-Time_envelope_Central_moment_6th_order.9,Rise-Time_envelope_Central_moment_6th_order.10,Rise-Time_envelope_Central_moment_6th_order
175373656.31919175,14217510034.909,450016.0708831599,2785839126.4355063,1668519768879217.0,21756108.144387487,41220629.22277991,1619998107.9838195,7797254.816227339,12760853.66195188,84555.96724866383,661415136130817.6
136255068.35676304,18956466823.43933,331905.7851657055,49740950.090262674,160948463.55252823,8136677222.82807,841069170.5006926,600683786.2048788,112957103.03858024,14583812.301127518,8017692386.990626,884032090369095.5
5611736387229.3545,23695423611.96967,213795.49944825115,12527525646.594711,245422265.3156078,7740325178.23451,5026040072.297416,700029422.0865077,1541616522.6466918,16406770.940303156,15298158815.422094,217522315617477.6
1779355586.9641323,28434380400.5,52297909.51749345,2021171055596.9363,0.0681635168668622,49831687718.79183,3350713590.4444866,3001883.484774082,25887015.58926437,18229729.5794788,687250306777.9519,200434516330901.6
9473543263.6362,33173337189.03033,46487037.686534375,4739177182787.859,258396529.5962757,2523356.980521739,1675387108.5915575,493590039.8782526,4816470737.564614,20052688.21865443,37004771410.06676,290786521105156.56
302177897.9076631,37912293977.56067,40676165.85557529,2673447336976.07,116820983.73945428,2367682230036.2607,60626.73862833632,1003092914.0858812,4710057017.354277,21875646.85783007,33992591537.321587,506264495150853.1
334066093.04214853,42651250766.091,34865294.02461621,195964986742103.6,16473.84145009688,17123294386.624668,880187431.171003,1700365801988.619,1679795883.8998516,10937827.552017117,740555356.4715525,81469897785656.81
634408398090.0444,47390207554.62134,29054422.193657137,11023077329756.523,993668256.3856274,68069560174131.73,1760314235.6033776,5654823463.299107,2142296157.103976,8.246204160960003,69156161782.95987,347275976858844.6
13857261876322.584,52129164343.15167,23243550.36269806,9132095399356.36,7899961.95550776,846824353.2807535,1466931957.5819976,7138060072.560777,830503343.6187384,757720.7608505881,56454844245.62228,376378327606803.1
2119569124.512686,56868121131.682,17432678.53173898,8925246875517.395,815873998.5190061,88824061626292.6,1173549679.560618,1468599408.6405706,1324883408.1846063,1515433.275497015,51883400669.71366,440769463844140.0
49651814493223.67,61607077920.21233,11621806.700779907,46889320142633.92,315421828.7109901,25866513773412.34,880167401.539238,1792017196.2528048,898058.447083991,2273145.7901434423,398605995.3727972,277182212053245.5
53620904674466.414,66346034708.74267,5810934.869820826,202873152759138.2,1888504991.0340493,1108028693722.6057,586785123.517858,4062517942901375.0,585298605.2816738,3030858.3047898696,17973907075.63955,1104087552667891.2
214769585918634.16,71084991497.273,63.03886174465504,440120081881844.7,799762014745.694,171610760514389.75,293402845.4964781,5482922407.565566,310470959.7250091,3788570.819436297,14311026048.489038,532636642070228.06
449636201.2511288,75823948285.80333,1153909.920184709,229405325105556.03,19500614762.0499,279904575829036.8,20567.47509808053,808212764659.7664,53240445774.308685,4546283.334082724,46929015602.75311,786527394240084.5
487104532.28071713,80562905074.33366,2307756.8015076728,2745585000221593.0,46052564060.66095,312038245477562.8,15742.18981537687,95809142.04522271,51703294345.49125,5303995.848729151,51668221494.17211,103971192929945.95
1402183210.7026403,85301861862.864,3461603.682830637,9861209725257.64,74872535398.3553,337127225.10384667,10916.904532673214,12768798560.020102,44657382165.98457,6061708.363375578,5866288015.884043,1699009553353647.0
10101741022362.385,90040818651.39433,4615450.564153601,144459481432086.47,203184287401.79785,397923605.8427839,6091.619249969557,37634100731.80168,1936218148379.532,6819420.878022005,3836730092.8951,545998062216459.2
16601015467695.553,81855613969.75427,5769297.4454765655,759613053880962.0,92319556083.05544,2691737862304.313,1266.333967265897,2903049116.1224737,23164925.62515629,7577133.392668433,268328110336159.38,164992723492189.1
8082535291874.146,73670409288.11421,6923144.32679953,14660627040490.38,53020711471.94459,7361110816763.008,1445.3120434869018,2252870374.214168,4247035245331.3154,8264591.345831213,4352418032.456846,976823244071906.4
2799874275938.8647,65485204606.47415,8076991.208122494,457903610432384.0,64999527672.88836,3567090812.699245,1624.2901197079068,160773676.3760223,26161459805586.61,1488966.6812243755,17828045146.681133,409556223604582.5
740238555.247156,57299999924.83409,9230838.089445457,21061481158838.33,182549731012.7846,610149626363.8401,1803.268195928912,67722055952.00016,95730905046189.28,1571745622.7488475,39769159011.51601,903749376546997.6
33503274.79150401,49114795243.19402,10384684.970768422,13311233558862.107,543183244.3912168,17745651152246.895,1982.2462721499164,40952252.09831855,61036468493292.6,1218740383.068728,41429225570.49732,515431536180291.2
411104580.99756783,40929590561.55396,11538531.852091383,76081773124302.5,383379847801.0566,3814010317124.09,2161.224348370921,9426136209.974104,39217987811.525925,865735143.3886082,45832534108.922806,704161046824361.6
229045644.7140887,32744385879.913902,12692378.733414348,28333206423757.035,213985789321.2248,1451064523168.9023,2340.2024245919265,1794687727.5741813,7342083620.47027,1256405405.3133938,145935452253.9926,136447916200640.05
135258222.81562293,24559181198.27384,13846225.614737311,234070949360180.0,338535319881.98737,1587434006564.5168,2519.180500812932,1612775303613.8,47972229908.31171,1647075667.2381794,11883350405.909164,7617284598503.733
41257417820.37976,16373976516.633774,15000072.496060278,149332768535228.62,1626457028798.3022,943296170410.2906,2698.158577033936,7581870081055.495,25383671090.5276,2037745929.162965,48491299755.82305,12951062013538.207
11020957404.760551,8188771834.993713,16153919.37738324,5417024439891930.0,437370538849.09546,63294885350.10803,2877.136653254941,13550964858497.191,320497722.5570263,2428416191.0877504,742330089291.243,28397050707347.78
784837446.03258,3567153.3536559315,17307766.258706205,1284035832053767.2,1335974331.9996352,473010970095.715,3056.1147294759458,5575798556137.206,9216019594.75204,2819086453.012536,142899079.12699452,261449060940.12543
745423493.6131297,203839593.2301295,18461613.14002917,150301519536086.2,31939126550.59051,8724416452545.589,3235.0928056969506,10879429422489.355,14371172420.64657,3209756714.9373217,6305188905.744144,881985289338.2202
403152178.5467118,404112033.1066031,19615460.02135213,1469032659658764.8,5472248880799.802,1352292246964.8564,65960919.81650678,145066615886151.84,289.2379627556804,3600426976.862108,9044038147263.68,138351339457260.4
2118536482.928536,604384472.9830767,20769306.9026751,127620654958142.9,60158344042.66987,541305842819.6438,131918604.54020786,1223154661951.935,128976942.43300653,3991097238.786893,1663599244.820943,352523839942.9024
1107898218.4235237,804656912.8595502,18735242.412229914,289216216624343.75,213110000321.6088,802420703978.621,197876289.2639089,2937281878723.25,596861739.2870642,4381767500.711679,9251491082.32213,15919544135739.084
1437428923.5513997,1004929352.7360238,16701177.921784729,1521701472499417.5,31923564612.70322,888849335622.6224,263833973.98761,1258489718.5766582,273557541.39404047,4772437762.636464,624249006.1750576,709828519920.8018
2538495555.115661,1205201792.612497,14667113.431339543,2229966530444643.5,79703695958.67918,2985502402696.782,329791658.7113111,540154115.7380333,1523.0893956396478,5163108024.56125,996713856.9786122,17185265493194.19
718687045.5445769,1405474232.4889708,12633048.94089436,3582806857239157.0,126269165152.2072,1373241985933.828,395749343.43501216,12918672.02674528,527201577.50492734,10358263.69372134,236958188770.77948,803004129852.3015
1747152003.9411173,1605746672.3654444,10598984.450449174,343266125033324.6,217285658440.94943,1193654309487.4602,179803.46413390792,624862.1162481745,39509268.56115648,5181064.78192037,13281027467038.256,27577322187168.55
668740570655.4316,1806019112.241918,8564919.96000399,7262722613611083.0,143321484669.67447,52518949612972.445,48716.8040627457,208884.943863366,4174510.175358405,3865.870119400799,597244509.8083954,36295312065239.2
1843103367.15282,2006291552.1183915,6530855.469558805,84935128381509.05,131918286635.2343,16219844703792.229,1857945.8434538585,1557344238946.8623,14968473312.451756,40837.25331298937,6784473265984.16,312898870855818.3
19191093005058.668,2206563991.994865,4496790.97911362,12035297772774.469,1292829335502.9434,903564347068.0742,449576.4077654468,55224168.76508502,1762951.2519276775,77808.63650657794,44161115001.17353,145213362037909.6
527510949872.4008,2406836431.871339,2462726.488668433,182735098895025.84,28596217008499.875,712380713866.8335,315596.63030655286,75016.71324096812,5387593121.8766365,114780.01970016652,32407365558865.176,226721829344254.5
2418026055.2221856,2607108871.7478123,104184.04467358065,42261902423305.26,10198018433592.97,6458500768004.765,181616.85284765888,140127.35235173773,9782863433.550417,151751.40289375506,11542747389548.615,24853308770158.97
4980511129.232929,2807381311.6242857,6171838.816100079,1715646441996.3955,759834309704.9283,6681047124728.241,8718899.882542899,2771979.10620377,537246010.5116853,12030519.543629711,285707949026.6982,100575069364431.05
21935991356544.75,3007653751.50076,12239493.587526577,13039327924012.469,24914992885250.543,520147751484.501,8515462.748734213,377112086.3129029,659693490.0934544,23909287.68436567,272698998.0149399,313994621205279.25
13081599507.144802,3207926191.377233,18786777.928872872,671016943131.0629,26410453123460.53,46062358140.62585,8312025.614925526,946408.2559158228,893480750.9263358,115072847.85103934,3198535296213.7534,378448401938411.3
13423942993.243952,3408198631.2537065,535651.4381017233,462454194339.5816,1012734430083.232,4085047489059.4326,8108588.481116841,1999.237105146586,123404515548.65157,2433361149.9710817,64436890127467.81,456564084842790.6
523916224.1518316,3608471071.130181,2139955589.4007723,13609974760056.094,4476986615958.463,3012409637.787328,7905151.347308154,3331.276980773826,10617339786.772188,4751649452.091124,246739676937149.12,638212523965828.5
353278947.7779257,3808743511.006654,5362146.733459905,9960085626797.252,1.736291717039608e+18,1630556911.650465,4684202.642926222,4094.2881010272895,86326290190.73306,7069937754.211165,75276793070175.39,1772586430834213.8
5235013153.573153,4009015950.883127,3574894.007216761,17593730290831.09,213600042122.3088,2560504277.100356,1463253.93854429,9061.374388307671,18254173.020097733,9388226056.33121,2011763156264.932,328177493259341.9
296735015672.2963,4209288390.759601,1787641.2809736177,111047493305.56796,1811939349722.596,38448942899.75997,14529323210282.049,785455051.0528625,324695.4885638665,8557327853.596465,325566228.8383411,458634144881266.0
2104899423.6969435,4409560830.636074,388.5547304741383,41221884179.17975,144450409938.1231,240833943971.55725,6340825973.032114,2691128761.0676,47276738886.97102,3168988.6017585546,2978751.6485318374,23418867984519.41
4053248242.354972,4609833270.512548,3046345477.1094074,4336319663.707566,103849582526.22128,6046450201.077053,1250837791.5354736,19421395305.1094,2084685224552.2007,13165870.06822574,480140860.7639118,1131516742993032.2
38000199.612942144,4810105710.389022,2538938354.333461,66616121275.8717,137410442853.73653,136277308.04258022,156975126542.47086,629496347.1944929,17069426750462.822,23162751.53469293,10670861.038016828,1190666241876554.8
408956343.48348176,5010378150.265495,2031531231.5575144,6042305404.192704,1612512633233.1238,71127.71446256686,312699415293.40625,248852149613.93097,2465541055365.4927,11591097.22014556,568044643015.9983,1689259639807669.2
192304292.0770401,5210650590.141969,1524124108.7815678,810351409.4971838,589099156290.6522,741250472351.4952,208466531840.3077,604779369.6179589,4213826378287.3135,19442.905598188063,275185988.99080145,129936195404419.58
408564667.991356,5410923030.018442,1016716986.0056212,22066635447.339977,3829549643616.277,939075311337.5009,104233648387.2092,241557647.8663772,2159563899668.512,89607783.6277383,9291403750.168806,973146138446816.8
104688050.61002558,5611195469.894916,509309863.2296748,83226363092.93674,3234805079726.3354,1.7906218158636245,764934.1106543926,165910104.46952638,786458436.8515775,89286618.5418884,195672342.0033916,806969907382690.2
280981600.5806873,5811467909.77139,1902740.453727992,7971545126974.361,1687640318936.8826,3281638348547.946,45350683.258571655,24279809935.638897,124287861.43165302,44715891.14132732,3330336635.947388,1274009900689722.2
199768886.6634684,6011740349.647863,24367301.541811377,49069113412388.055,92577291959.4642,267511395006555.84,89936432.40648893,560825619952.5065,116478331.63166942,145163.740766239,2065405948.4551616,1350971821750580.2
1708251449658.018,6212012789.524337,21660434.836509407,432015928412.8226,86324178469.215,26872158845920.605,134522181.55440617,17879036138.3884,23873702727.071907,714867.9650303872,88356107.55239421,1238850749626810.0
867223863.950795,6073978938.599787,18953568.13120744,4715099817471.39,919914688836.2332,11381675529863.94,179107930.70232344,532831986147.1555,64497980.113530666,1284572.1892945352,6533822952.564705,80783383457085.47
13782007.757790126,5935945087.675237,16246701.42590547,5351142466160.691,2225937715312.404,530948946259582.4,171139841.5824319,5149924740.889684,323271588.6006083,14651.3864852903,923115.1132373764,1183326000252990.8
13831299.673150582,5797911236.750687,13539834.7206035,349124359698.8226,814932025338.0204,2257940523.8995028,163171752.4625404,402324934665.4124,112052997.28184938,53810000.21872914,121820148.37136552,1460611176478881.2
8399195.459759822,5659877385.826136,10832968.015301531,9741900832247.916,696093883135.9725,54466495447.18009,155203663.34264886,4487336509069.301,16965908.393279742,107605349.05097298,242717181.62949365,4003515344514037.5
240003439.76107863,5521843534.901586,8126101.309999563,1955843373462.1963,367548758100.5825,1476461601319.814,147235574.22275734,6628509798897.362,5382703379.018092,161400697.8832168,18969510.22857797,1347897996256449.0
91496154669.63232,5383809683.977036,5419234.604697596,55923277266178.055,1078395688183.3462,1454002191946.956,139267485.10286582,10493674335436.658,1292335021.3373818,215196046.71546063,13722989.490951102,120048962111028.84
94114298.8186672,5245775833.052485,2712367.899395626,11650390655.178596,19915361754335.496,4720031403667.027,133598134.7182818,10196985641232.152,603716393.7500101,268991395.5477045,8476468.753324233,30153433733929.3
577325576.317903,5107741982.127935,5501.194093656887,240276628381.7844,1767896021375.9968,1237766053221.8176,127928784.33369778,3134369229364.2207,49148051695.30448,253221835.66265893,3229948.015697363,5321474285747.082
31255634096.2074,4969708131.203385,3745.459808074057,85861077380.16833,1978488324620.878,36165489942.12534,122259433.94911376,7006877427770.933,7311016402.926097,237452275.77761337,35668737.30221369,418394288967230.8
382525026.4012595,4831674280.278835,1989.725522491228,526645172105202.4,2538764078136.9824,85754687482.02754,116590083.56452976,4369493967062.2646,30784369.3877266,221682715.8925677,68107526.58873002,13201712845314.504
219181751.6453485,4693640429.354284,233.9912369083973,,1094640486871.8832,34684361512.82676,110920733.17994574,12429010922985.707,930437465698.0264,205913156.00752223,100546315.87524636,53628498249994.93
401549442.3100972,4555606578.429735,156.54432928263748,,433960066769.1101,166031880277.265,105251382.79536171,19607978371005.41,15138898634.43152,190143596.12247664,132985105.16176268,263988591873996.75
2022081939.6337569,4417572727.505184,79.09742165687763,,860372502677.4899,55684494253.06297,144290801.0777881,17768173881826.887,830470937303.0647,174374036.23743105,66542210.90468252,58787254323435.06
114459051.68907169,4279538876.580634,1.6505140311178217,,2904667003900.5376,190624202128.13864,183330219.36021453,13356644125848.805,2590883995862.0127,158604476.35238546,99316.64760234578,281913654654322.0
95114505.30059576,4141505025.656084,1477095.5111449922,,3741220544056.8135,3481525000856.7007,260587817720.8569,5417016147698.084,2564738599887.2227,142834916.4673399,53458087.22218469,1575108179831.4092
1414214838.285202,4003471174.731534,2954189.3717759536,,950434070532.761,1012401513520.3516,520992305222.3536,3016338880396.4385,2424340975419.2427,127065356.58229432,38.204610154864746,50517741923673.98
2312200563.294084,3865437323.806984,4431283.232406914,,11386674802394.402,842452549.6471875,781396792723.8502,1666279614773.8647,5097203999644.399,111295796.69724876,868935.5571720595,434744386927972.9
175928405.1970629,3727403472.882434,0.099254666053385,,1980520324226.8296,30570944114.32805,75127748238204.03,5695878685441.293,564746921884.6042,95526236.81220315,1327986680.6742818,4045770161624.95
128967754.21998183,3589369621.957884,3135411516104.782,,1904303446864.5425,2059767245231.848,633689853.7614952,10589386951828.652,29995138120.26747,79756676.92715758,863708.0087963039,343461001718205.8
205806688.3863953,3451335771.0333333,6270823032209.466,,19108348944619.96,1655098654597.578,10027671.016088396,1970665710476.7551,185284490771.26315,63987117.04211202,38510753.39135414,457003011700.20825
171266998.31445315,3313301920.1087832,9406234548314.148,,62468973041091.2,26431403853.698624,80554008.28032827,34223700352990.105,629324441385.376,48217557.15706644,195919.75453084373,264122833411.46545
1302347804.686378,3175268069.1842327,12541646064418.832,,9597165582949.94,1330460514696.048,151080345.54456815,21614199260203.37,16648783763.852669,32447997.27202088,6550648.638838418,29982612377652.355
70122689.68002325,3037234218.2596827,15677057580523.516,,42964469921469.52,8365487932.678364,221606682.80880803,8414938876390.803,65073344812326.695,16678437.386975298,73150.02343001873,3878638747508.8086
5482693029.819595,2899200367.3351326,18812469096628.195,,1903478061574.777,422839092540.264,292133020.0730479,1133516942773.549,9618012910600.762,9402.222533891854,16042764.944250312,118083736347521.8
20816129.19878402,2761166516.4105825,3449397501.468879,,12739318571005.812,13270628572.236322,362659357.3372878,2306653996285.487,945550725.460946,85076.9345784013,4087735718.4351487,12791051897679.52
41381888.527069874,2623132665.4860325,693594587.7842534,,20042368156835.88,307998111537.49,433185694.6015277,6090310749962.165,37316903900.87948,160751.64662291075,4383182.871983778,2050978169020.167
136591548.58065987,2485098814.561482,65642964.82735475,,4510776711679.731,577337855073.8331,503712031.8657675,2896940510607.7446,28996423516.84946,236426.3586674202,941177.5646165216,6164502897598.581
151244.04151408334,2347064963.636932,35264558.22074137,,188335240914855.0,160808465310.23718,574238369.1300074,2931997929521.265,65617956331.167015,312101.07071192964,132695211691.86646,40427092024500.53
3115614317.3043137,2209031112.712382,67644458.216507,,71877704081960.83,2288298541539.4434,644764706.3942473,1128728188608.6077,1463663665.7544396,387775.7827564391,7212513738754.467,326588696230731.5
2150297.109039488,2070997261.7878315,1966185420.207152,,299198094315401.4,10306029998964.422,715291043.6584872,1391355765639.5042,13595905048748.918,463450.4948009485,32418851.77505838,455387785150.3605
33913214.32818624,1932963410.8632808,51244243.68499021,,283004980911301.75,15907819217.519104,785817380.922727,1418450388852.587,6733863081830.453,539125.206845458,462637660481.2476,76426214564755.5
222611326.4414123,1794929559.9387312,41963786.161791824,,261282190630393.2,60559462487.10775,856343718.1869669,1541232547167.243,7579463403.325523,614799.9188899675,55505.237121613536,1771384685896.7307
1607216.3821956257,1656895709.0141811,32683328.63859344,,164530879077672.16,141913210415.52725,926870055.4512068,6499126246167.984,1092661330460.1248,690474.630934477,7429821.548262099,5824076305219.788
57016276.31515932,1518861858.089631,23402871.11539505,,133764626644304.56,3222255834.3579507,997396392.7154466,912926720537.8602,450267799.6411956,774475124.9396033,31304707.520486426,818180130853.3009
9090682.538226165,1380828007.165081,2.4285972335575657e-06,,201060698250248.8,41623844036.60428,1067922729.9796864,720249087721.6053,54465866.17338855,1548259775.2482722,3985849.635041597,7379995149798.691
193326.59376215568,1242794156.240531,4675192.902375883,,369210222167806.3,3674114909848.558,1138449067.2439263,864300132579.1687,28390990724.12869,1689073022.1828227,8196502.207982847,1296963738509.0256
898387.4794576371,1104760305.31598,9350385.804749338,,261323847095427.2,10707454556188.066,1208975404.5081663,391145961095.7487,21039428.11869265,1829886269.117373,21323237.799129736,16326935054579.969
1257122386.6580584,966726454.39143,38582421.50123099,,134658333682268.98,19848054673442.785,1279501741.7724063,400895576131.14,4358462113.457582,1970699516.0519235,356391551.1690594,1113584464083.3655
14919734.409545852,828692603.4668798,22316934.12689188,,721991366747461.6,13087347211161.225,1350028079.036646,756833752982.3397,17616798022425.895,4690639425.136639,691459864.5389891,2584982888982.9185
4659933.911425093,690658752.5423298,16614673.131082162,,283708928374832.9,315325579672.07336,1420554416.3008862,1657605957260.984,9655680766778.742,7419697414.412183,29674200630351.047,85835607401824.03
173259.57179077846,552624901.6177797,10912412.13527244,,940169552211448.0,1021125625.7634563,1491080753.565126,1399681991399.2896,15591902906674.8,140057.03670393018,1403432524787.6042,529700605015.7742
11843828.6083599,414591050.6932297,5210151.139462721,,846982772221536.2,8808864419.438711,1561607090.8293655,440457320622.8106,6620973262864.67,1490979085.776764,54227783.4866532,6230191938988.11
114515842.59233978,276557199.7686796,246797517.6355385,,343389453604386.2,66461442358.03915,1632133428.0936058,12620796262009.652,3124204097757.2144,128389062.23451293,20610266.69165004,161269967069.30087
22622681.631256025,138523348.8441286,488384884.1316145,,178083783381453.0,165472503239.3011,1702659765.3578455,1127542208678.4998,353445120.7530322,3572235367.707496,12638633.8064928,26712796651503.32
5140063.357085937,489497.9195781224,729972250.6276903,,,268232764778.2349,1773186102.6220856,3370909161551.013,533399229051.0069,1127593222032.0615,2.0414208154791748e-05,24578094335034.64
1360813136.9351544,244754.1565648637,971559617.1237662,,,1252785097841.4504,1450092399.1772475,15563582134454.809,55060.23212125848,6828801.675522453,238244.341533076,31755883600251.17
78871695.78569674,10.393551604975547,1213146983.619842,,,3293390497893.007,1126998695.7324092,1854520552810.3816,126805.50301922916,27118885.152009703,2254134042.9452586,12825357342732.13
45190.19946178188,10624571535.014277,1454734350.115918,,,4795000147796.108,803904992.2875711,1545292648111.6045,2127664.084999213,431102612.9653389,47455647.47469426,2816930238870.132
415734.3503683942,1939662.0748793725,389211384.4674442,,,1751539571.3497348,480811288.8427329,1489421483695.0295,4128522.666979197,861884231.9233544,42463630.33927454,397072556550.1137
