Counts_envelope_Max_Min_difference,Counts_envelope_Max_Min_difference.1,Counts_envelope_Max_Min_difference.2,Counts_envelope_Max_Min_difference.3,Counts_envelope_Max_Min_difference.4,Counts_envelope_Max_Min_difference.5,Counts_envelope_Max_Min_difference.6,Counts_envelope_Max_Min_difference.7,Counts_envelope_Max_Min_difference.8,Counts_envelope_Max_Min_difference.9,Counts_envelope_Max_Min_difference.10,Counts_envelope_Max_Min_difference
460.88146054632233,169.5419899829357,501.2777546339029,330.6516077653165,241.95085596536265,286.81891454977364,1580.961882245745,311.0064522705348,159.1212741546778,114.83309580093936,111.11674667985778,1222.1328413477993
142.84386862298214,84.78028338305906,286.6436171467569,110.05275119785144,22.63837469261492,93.15020364511864,113.33597270388128,106.3146957461604,53.24080483443768,24.6238476748518,100.73610642734624,101.98711956694744
124.90238170966272,54.97410217243633,72.00947965961097,216.8629231787397,17.730627827119292,104.28170843099475,55.53212463357788,103.68475717959328,44.80895432004338,33.616964556216054,36.00750401802691,96.51665950782444
193.6214797656128,51.01812870410395,43.27449851713104,58.09261749437493,18.49827221140873,115.41321321687089,75.94006814211463,249.17138306136656,43.58436284704753,42.61008143758031,4.135490185533783,138.29246188875285
146.8415026519578,47.06215523577157,14.539517374651098,69.78971453745858,41.96850580581814,73.08224617816876,64.18184040588265,83.2617470152936,59.73701061829748,51.60319831894456,3.785922653764288,124.2968503184948
132.37104099529276,43.10618176743919,28.745571494972253,47.62005194649193,72.95040153189574,30.751279139466632,52.42361266965069,45.37014633852507,69.11040424294202,65.3694866827061,79.87214048772567,131.79741771269127
133.81897497843232,39.15020829910681,30.8491553391099,84.22914451960722,103.93229725797332,21.784602910579284,40.66538493341872,35.830342217005885,59.753116044222665,62.51836880509689,155.95835832168706,145.77888297981596
151.58503232102262,35.19423483077443,32.952739183247544,64.85554584699003,134.9141929840509,101.85230180596857,14.7239256653871,107.07633221683946,38.633647021133214,59.667250927487686,0.802246333873839,133.6880667997032
119.53261466914586,31.23826136244205,35.05632302738519,97.58249738726128,72.00452005476234,86.11559876348943,25.610011811466684,48.75299424918423,17.514177998043756,56.81613304987849,100.4046502205054,144.1503709732927
145.11823376129388,27.282287894109665,38.175637587362125,96.36239390762232,9.09484712547377,70.37889572101028,36.49609795754627,30.189854961941776,9.8539086014801,53.96501517226928,91.83029180965116,150.96599494800412
