RMS_envelope_Root_standard_squared,RMS_envelope_Root_standard_squared.1,RMS_envelope_Root_standard_squared.2,RMS_envelope_Root_standard_squared.3,RMS_envelope_Root_standard_squared.4,RMS_envelope_Root_standard_squared.5,RMS_envelope_Root_standard_squared.6,RMS_envelope_Root_standard_squared.7,RMS_envelope_Root_standard_squared.8,RMS_envelope_Root_standard_squared.9,RMS_envelope_Root_standard_squared.10,RMS_envelope_Root_standard_squared
1685.5287159351517,1136.224741964557,1170.9152161080822,607.9780879107844,1258.02935887403,870.1284248320717,1284.939973981712,1775.257252904848,1267.0208709355545,908.569464806134,778.8952793655582,1074.42726156276
1174.872377568833,191.22289823429924,620.9636984292421,158.79328899538314,242.06455915952844,165.55874727103668,344.3490030691503,489.434638636116,339.4884354419747,278.9821593607593,398.30636184243787,298.7280305725097
1760.207693782743,110.48749510341334,71.0121807504019,317.06525424940656,166.2229100124566,128.32156838193964,197.5900155630032,741.1026290511132,162.10218654497498,292.18335033202504,128.74730029778712,258.44652612758915
2653.596631717589,107.8513170218012,55.71183234141252,90.12846683594276,222.58399039526643,91.08438949284258,134.08958050179734,1372.0147390260192,151.785494099956,305.38454130329075,121.62187464187244,941.8229994748528
3442.598159322256,105.21513894018908,40.411483932423145,83.64895359704683,157.16428125756272,88.68151525697229,148.85338497315138,1373.7944889629598,151.907187555898,318.5857322745565,119.5912325432652,1027.4688839529538
4233.94695097474,102.57896085857696,52.12036986472162,87.83994707010775,170.54513369337857,86.278641021102,163.61718944450544,480.39537224676224,119.5668810272256,277.5024259198732,153.1384704117627,2042.679458791912
3403.8986710356035,99.9427827769648,53.31721818499869,142.50469361286844,183.92598612919448,81.83036122115942,178.38099391585948,358.1711524066445,167.6219910890229,275.6265811391324,186.6857082802602,2456.122806275396
3090.1890147705503,97.30660469535268,54.51406650527577,134.55058712982884,197.3068385650103,155.9606375319315,91.91006455303864,249.3424754514629,138.65580798521222,273.7507363583916,92.95232394730812,2595.7187954099627
3078.03931727704,94.67042661374056,55.71091482555285,199.90480860077776,175.9112698840567,125.97639939504,92.16782928971534,151.57158524920297,109.68962488140156,271.8748915776507,1334.3301212555418,2818.523805777785
3369.175963039332,92.03424853212842,47.02625309406393,158.30933927951435,154.5157012031031,95.99216125814849,92.42559402639203,191.45066777785863,127.06791999244238,269.9990467969099,1263.7126470257892,3293.8681504144174
938.2383752887082,89.39807045051629,53.1397167339972,230.3648290774832,260.9028689685487,1314.0805338399814,92.68335876306875,853.5274051146546,504.2853636752326,268.1232020161691,1139.8525451500932,3065.300456239823
2146.748568346477,86.76189236890414,59.25318037393048,197.74772516113043,268.0092257774869,991.6823829264972,92.94112349974546,1105.6908887204454,231.0284692399947,266.2473572354283,840.17148159931,3596.8488489755723
1017.8840979287896,84.12571428729203,60.67893453819312,140.01448272442283,291.55231087208824,541.3033137579125,208.5617805093924,929.9566445876342,193.28583520953208,264.3715124546875,786.9570409424596,3668.6447732672777
689.7434441365345,81.48953620567988,44.50801397246136,684.4369180661663,337.8400662615587,357.3095166881936,197.47392428714176,1035.5923965514214,565.4822885313636,262.4956676739467,1107.3045665529617,3664.0661426178217
644.2160928319402,78.85335812406775,51.31790026491787,115.89765630970469,268.5029350857741,762.3425241603812,186.3860680648912,851.5654923528476,176.94528601846062,260.6198228932059,972.197551760942,2846.4482627703064
1252.2257659734632,79.91785709029104,54.35519860103396,247.61815048488344,199.16580390998945,45.0131992557229,175.29821184264048,963.6548836967994,142.60438936893323,258.743978112465,936.9081663834093,3545.741459152261
1461.8347333401814,80.9823560565143,57.39249693715004,170.56252398869762,129.82867273420476,136.28959372997244,164.21035562038986,747.4674975139645,193.4478271778126,256.8681333317242,839.4589976206933,3335.204976576895
801.5204151934197,82.04685502273759,60.42979527326612,253.06666347285864,163.0755671729138,132.84927699048131,153.1224993981392,866.1058600746455,244.291264986692,254.9922885509834,889.338461636382,3439.041243127544
1255.7838813676276,83.11135398896087,63.46709360938221,128.67337517445685,196.32246161162283,120.70552174963991,138.2077800457851,922.8169335926032,202.5832863465893,253.1164437702426,674.5952655147213,3483.469428431094
1015.6994746893866,84.17585295518415,66.50439194549828,202.66243035596315,229.5693560503319,108.56176650879856,123.29306069343102,882.7340539735058,230.13067285522573,251.24059898950176,258.14536138153966,3702.514832501913
590.9876627390428,85.24035192140742,69.54169028161438,196.3008243043033,438.9328822077415,42.42969084943136,541.756577774395,832.3257809604765,171.5046269396001,249.36475420876096,358.23652080073214,3651.553368254956
1131.070302221434,86.3048508876307,72.57898861773046,183.67422628194925,122.83383830985866,77.71996471419077,331.8654265563774,744.4942719600048,283.4534968329238,246.8880858488567,158.8029362013345,3220.2750077537567
287.60552427699946,87.36934985385399,68.98411977425864,344.2474314306277,222.98994343301763,240.0940123247468,121.97427533835972,787.2885161877242,223.820769399325,244.4114174889524,190.44020151753847,3113.096365999837
224.17230151433623,88.43384882007727,65.38925093078683,114.17767690227706,323.14604855617654,90.19442346574264,253.22982955734707,604.6048989008839,222.22193316963003,240.1061227364473,529.7937435472148,3076.6841600035928
257.6157075513146,89.49834778630054,61.79438208731503,228.32518309036303,423.3021536793355,69.41688205841272,384.4853837763344,579.0127576348722,225.01658623037048,235.80082798394216,866.7503482817702,2922.852161044323
792.0318588870988,90.56284675252382,58.199513243843214,328.50852579380825,165.63900198224184,69.2449464999052,303.54092925299784,610.7896694369739,206.5643080817019,231.4955332314371,1262.131274445063,2956.828606509368
706.0972146291261,91.0632840092395,54.6046444003714,372.200358877967,132.5307123893185,61.79830919607343,156.7799668127271,682.1922012826024,276.1995727306196,227.190238478932,499.58358158335216,2936.4020137796547
1181.6693010076394,90.9025159614826,51.00977555689959,321.13795875728,146.43522130858193,54.35167189224165,80.3083602043728,664.8646618557325,185.71248902402567,222.88494372642688,212.65756623761243,2903.8257900315466
1541.8684630087284,90.74174791372567,47.41490671342778,549.5102790487039,236.0733054094068,46.90503458840988,74.08710691101633,636.2728352023541,243.08496776882444,218.5796489739218,149.023540546446,2736.7075342112103
1350.7806913986508,90.58097986596876,43.82003786995597,380.0157060613352,585.2284080634096,78.81272805150353,127.74540955099644,579.0515615656153,180.3598969872025,214.27435422141667,76.63494236544328,2576.5356142744818
1721.398643303891,90.42021181821188,40.22516902648415,201.3504445421765,184.99400329766004,595.6362256233484,83.4569241927192,642.4896893536109,142.92356460687736,209.9690594689116,269.093508847587,2553.2558640400425
2663.2109994349216,90.25944377045496,36.630300183012345,370.5475690819656,136.12263466317876,669.6835084919035,81.05272280132343,632.4639057920378,164.81055334131847,205.6637647164065,288.4062922428436,2782.680952828888
2829.750294544572,90.09867572269803,41.65378452575341,1192.6627902749904,80.79139998483156,373.6083737287104,85.45485015934003,605.9082224502126,248.9901826932381,201.35846996390137,261.76649091372377,2700.514255913695
2626.6386991929053,89.93790767494114,40.73247008173286,2273.5310002991823,162.0577121204611,492.7391053255319,89.85697751735664,547.3491829109195,167.3588315368152,197.05317521139625,439.4708636269999,2581.233758280345
2343.2395020530903,89.77713962718424,39.81115563771231,1978.0199490785624,130.44336857623665,411.3814489976503,94.25910487537324,567.4439560683421,195.09072682498345,192.7478804588912,257.0087328152873,2440.194340988457
2897.978995553045,89.61637157942734,38.889841193691765,1887.5519959735736,107.28811527922804,288.33242707179915,180.66675706567247,450.384372331655,224.8547973730564,187.9657538514561,287.6577067137081,2283.107651144718
