Rise-Time_envelope_Crest_factor,Rise-Time_envelope_Crest_factor.1,Rise-Time_envelope_Crest_factor.2,Rise-Time_envelope_Crest_factor.3,Rise-Time_envelope_Crest_factor.4,Rise-Time_envelope_Crest_factor.5,Rise-Time_envelope_Crest_factor.6,Rise-Time_envelope_Crest_factor.7,Rise-Time_envelope_Crest_factor.8,Rise-Time_envelope_Crest_factor.9,Rise-Time_envelope_Crest_factor.10,Rise-Time_envelope_Crest_factor
11.788881253012162,2.8492612967877338,4.359364080194427,5.960432502284403,4.396517011994278,4.0110832809307615,8.116919751088167,6.084887309035229,4.534843382295136,3.123430326828456,2.717450754504872,12.46301867709676
2.958972291933207,1.8812103289027808,2.879744784979144,2.3018178739798403,1.1673701355423498,1.2877991309091343,1.5443209458054776,3.7735616179376494,2.191877458567768,1.1671278204397284,1.2909798817075715,3.0585490074367696
3.957281465983537,1.002206396537801,1.4001254897638604,2.1701682595174274,1.2532365266929677,1.4249107195167212,1.4196053982350976,2.035369243865625,1.3209868826002984,1.1289226762084523,1.1541777592803528,2.094515796477087
7.021879692503919,1.0151054831908208,1.3821160819429563,1.4939462786786624,1.3470686892278585,1.562022308124308,1.29433629874929,5.954319102712586,1.44116036091668,1.0907175319771765,1.206731435695397,3.0701018518151866
6.922437421052354,1.0280045698438407,1.3641066741220524,1.479878720954086,1.0270676124109326,1.2942369976372334,1.3228108047319458,2.211948839043569,1.4048370261176186,1.0525123877459006,1.0040860161767329,4.236038050819279
7.068405964783506,1.0409036564968606,1.3389852023811746,1.1677838357338932,1.184184499851496,1.026451687150159,1.351285310714602,1.6411912724744668,1.203528444453595,1.3076722598147092,1.4095355837811414,5.684960466101734
6.943807115842452,1.0538027431498804,1.3436085390505856,1.4182826533412642,1.3413013872920596,1.203162080841499,1.3797598166972578,2.4794591923932816,1.2077589777924795,1.3063400197086164,1.81498515138555,5.836484646655622
7.504255146446898,1.0667018298029003,1.3482318757199967,1.5025886682215313,1.4984182747326231,1.2141273126727603,1.1161658320821497,1.7315141146572628,1.304727794849034,1.3050077796025232,1.3660609610342644,5.523443349526128
2.2589972496498727,1.0796009164559202,1.3528552123894078,1.332338052752953,1.3541993344618124,1.2405396835563534,1.0940731693489436,1.4940923793239649,1.4016966119055885,1.3036755394964303,5.407633365012914,7.017161664227133
8.350991039802734,1.0925000031089398,1.2294299557169437,1.2371225269988924,1.209980394191002,1.2669520544399462,1.0719805066157375,1.7669356594154573,1.2042622910210223,1.3023432993903372,4.597752821415933,6.218791479034995
1.6217756160401464,1.1053990897619597,1.2530195909430506,2.050107321623757,1.838602901758554,2.352971471895952,1.0498878438825316,4.430262184199137,1.7500372850872892,1.3010110592842443,2.939261722688705,8.145805052458444
1.831475195705004,1.1182981764149795,1.2766092261691575,1.578692789970308,1.6777035435497454,6.152535584452664,1.0277951811493256,2.347879217003648,1.2714427316797654,1.2996788191781514,3.4356202208809674,13.14245725983108
1.8547762055257608,1.1311972630679994,1.199382936514063,1.5779486525510753,1.1182840445896896,3.5807864240113583,1.9847655043625767,4.435718152623873,1.3334147618921508,1.2983465790720583,4.389499646874215,8.669047568952067
2.452649642875434,1.1440963497210193,1.2099191453744351,4.353504431379978,1.1819236817231191,3.848911974052246,1.87866351936444,3.025279831930662,1.3777701650773142,1.2970143389659654,3.339341497770896,8.88867742482069
1.8413268130497047,1.1569954363740391,1.2429978022001045,1.2148236141117796,1.196308420420508,3.938501367204197,1.7725615343663024,4.180458292475986,1.556144704808612,1.2956820988598725,3.7413523706909633,9.591954680400043
5.779601169883311,1.1657335021476485,1.21765889060103,2.504461800910267,1.210693159117897,1.197847506060771,1.666459549368165,3.063833695983992,1.2488778064837227,1.2943498587537794,2.93710878449039,11.240354481110415
4.8421104963894255,1.1744715679212574,1.1923199790019554,1.3833929544046737,1.2250778978152863,1.6776558514701914,1.5603575643700278,2.4393061114474404,1.3475250240075027,1.2930176186476865,4.539932885578256,10.122638064959151
2.276652012027788,1.1832096336948663,1.1669810674028809,1.4948702793488349,1.1656459517868107,1.4512862178590216,1.4542555793718903,2.7023387319609653,1.446172241531283,1.2916853785415934,3.3658181999091603,9.59657641718481
2.4191907080671324,1.1919476994684757,1.1416421558038063,1.3536102054430128,1.106214005758335,1.507984531284874,1.368216280743715,4.982211024088798,1.293334177551385,1.2903531384355005,3.6926009508610966,9.2431037904749
2.5530509249460973,1.2006857652420848,1.1163032442047318,1.3086390586985084,1.0467820597298594,1.564682844710726,1.2821769821155398,2.19183282869304,1.4400123031466494,1.2890208983294074,2.812919921686951,11.126402210943814
2.282834525340194,1.209423831015694,1.0909643326056573,1.4560640324499978,1.6033662822806345,1.196423762186938,1.9640286530943207,1.8935320271809752,1.3410486254739586,1.2876886582233145,1.5121993747516531,8.25760293053665
4.692009429572702,1.218161896789303,1.0656254210065828,1.5124760264010455,1.0356895345433903,1.148926312599209,1.5397423229441465,2.709682218939362,2.0372780513282542,1.1581649376346683,1.32627916948934,10.7518277622496
1.495151101655218,1.2268999625629122,1.068399783360353,1.63516753220709,1.3253067209557414,1.0893970078575796,1.1154559927939722,3.3043264943179445,1.5979085554645718,1.0286412170460226,1.4531996198836703,7.998969873070709
1.5627397718122895,1.2356380283365214,1.0711741457141233,1.3282842709337723,1.6149239073680928,1.449424524885195,1.2867327659052012,4.624972872708543,1.6232153652513617,1.041163196683598,1.7814766743709571,8.817129437502924
1.5081230177217393,1.2443760941101305,1.0739485080678934,1.588270750791198,1.904541093780444,1.3012194042742993,1.4580095390164305,5.013577313045046,1.3258219668569609,1.0536851763211736,1.6829848852040168,8.104355272540493
5.533966026060701,1.2531141598837396,1.0767228704216636,1.9395236684491763,1.486347141707916,1.3253370362937476,2.129699957012648,3.7430444772426528,1.2547955785873564,1.0662071559587494,3.693431853006746,10.35521954481049
2.3140285979831923,1.1088630246572349,1.079497232775434,1.915215232917188,1.1918279521967974,1.238599510070279,1.1761418839288311,2.3213329543023784,1.512298001406479,1.0787291355963249,1.924154244478975,9.129073554261286
7.081838909240114,1.1222721222742262,1.082271595129204,1.5795661227951625,1.1336306269743506,1.1518619838468105,1.1939787389227725,2.549499124800914,1.3082135387934624,1.0912511152339004,2.0130437126389045,7.640473175210858
2.438989368081097,1.1356812198912176,1.0850459574829745,2.742810878476411,1.4532575966793717,1.0651244576233418,1.0340369064744717,1.478419262120587,1.4565333335433757,1.103773094871476,1.484421232681327,11.212636093394396
1.9340650315517056,1.149090317508209,1.0878203198367444,1.264247116045947,4.83773550976561,1.266571861420032,1.3619396522691516,1.9416608504852275,1.2553203615274977,1.1162950745090514,1.0727717051748915,8.874134139860056
1.456093629588593,1.1624994151252002,1.0905946821905148,1.4198735087014065,1.341148309498931,1.5032082156891564,1.349985430361149,1.6606460958357063,1.2596525732857815,1.128817054146627,2.004195354876745,11.01358346321647
7.943024965106102,1.1759085127421915,1.093369044544285,1.7898613596560085,1.3917768487286508,1.9706841073038743,1.58836220795544,1.4448319923794184,1.4083829235773948,1.1413390337842024,1.8892857709308504,8.487911486516666
2.875081143688269,1.189317610359183,1.145312962659614,2.876749571814808,1.010054691760294,1.887379855755011,1.4291550923396583,1.3590709063273965,1.1935921609519244,1.1538610134217782,2.391313868833936,9.04561052097586
3.1674228248890053,1.2027267079761743,1.1317955692635886,3.999863399445148,1.3845292994100613,1.2458057128451794,1.2699479767238773,1.8840632267372444,1.4584848879847585,1.1663829930593537,2.044827718514844,8.014564289633595
1.746657999959367,1.2161358055931657,1.1182781758675633,3.102610834131291,1.212706391440728,2.6032544862880087,1.1107408611080958,1.4261885127856897,1.386707739380439,1.1789049726969292,1.7917820648221203,7.999498853932479
1.8564235214514908,1.229544903210157,1.1047607824715378,5.09000789818799,1.0485950503844337,1.9216879299828984,1.532350222455734,3.1608755376771382,1.4655931252702763,1.097146463058727,1.9126466101814,8.217659889071932
7.751472273578982,1.2429540008271482,1.0912433890755124,3.3856202780609275,1.5956465507732318,3.4361342509692405,1.953959583803372,1.829803579720736,1.5525535389647,1.015387953420525,3.117588766489936,7.840745241856291
5.684856553267369,1.2563630984441396,1.0777259956794871,3.314348685379941,1.2042489794927214,1.4683012538540727,1.8056457595356847,2.649464556128045,1.4964257833280956,1.0316332826294308,3.652947593384624,8.199664073811773
3.579121542148181,1.269772196061131,1.0642086022834618,3.897731190340811,1.904718315283152,6.251636420919476,1.6573319352679974,1.3585101290884214,1.506285680736961,1.0478786118383363,2.9216103815481143,9.29728510665741
8.162617303889313,1.2831812936781224,1.0506912088874365,4.495036081869268,1.3876865410962542,5.46069643539483,1.50901811100031,1.9783153978277657,1.1253931242953044,1.0641239410472425,1.675434848025034,9.377498127328948
9.846157595145815,1.2965903912951138,1.037173815491411,3.840334964943748,1.8888383580255927,3.858237135318782,1.360704286732623,11.118226097042706,1.3850278792238009,1.0803692702561485,2.367070150430996,11.088464507000168
