RMS_envelope_Median,RMS_envelope_Median.1,RMS_envelope_Median.2,RMS_envelope_Median.3,RMS_envelope_Median.4,RMS_envelope_Median.5,RMS_envelope_Median.6,RMS_envelope_Median.7,RMS_envelope_Median.8,RMS_envelope_Median.9,RMS_envelope_Median.10,RMS_envelope_Median
77.79928452707384,121.00059424699208,66.08978637033988,28.10325368330037,141.73702550817387,99.5600803316496,102.08198022932716,100.2786447918868,116.38861157816136,198.8109370314435,136.09686767160005,49.09102292226818
75.0176051980504,72.00243498589106,49.651614254047786,24.7161726208395,120.79311188233892,65.57881655642313,78.34061932979922,76.62606233560406,97.6147669446528,160.709750278193,96.6342436987932,37.53804510389563
87.43759492145138,77.98116338672573,33.21344213775569,38.0133367805832,117.4668208116308,59.28260237916105,80.05083651904712,77.1738467313586,92.88152177539128,160.19321285556651,90.99447825469926,41.82027619479621
81.07950483475427,76.11922366087553,30.685520992175952,35.925037414106264,111.94828218987357,52.98638820189896,77.360615642527,67.79491874595749,88.19466670579988,159.67667543294002,85.97001265492443,46.25084389914219
79.93949717859475,74.25728393502534,28.15759984659621,42.40583511817616,110.89576037671668,56.89354474499386,75.9599997511149,58.60096071630109,87.33828055831242,159.16013801031352,84.5532019758077,49.55804334993051
69.39718364789506,72.39534420917515,36.85463956851796,44.190509840890485,112.29987776880824,60.80070128808876,74.55938385970283,53.03538888825028,84.53688972079543,157.81481190743293,79.9868155786018,49.53787484765706
67.79298848139865,70.53340448332496,36.32259725250231,46.97631418967983,113.7039951608998,57.789741767691474,73.15876796829075,51.22699269610696,82.64440834176013,156.93156278315013,75.4204291813959,48.17931733410947
63.43822914317342,68.67146475747477,35.79055493648666,48.26038792445989,115.10811255299136,46.24727725206107,64.50583437716952,52.5506721050411,79.41779764200524,156.04831365886736,65.72719476367556,48.55226482859079
71.66341493412767,66.80952503162456,35.258512620471,59.444755958254426,112.18341783830614,42.906351491556805,64.80919678543125,53.224534353791455,76.19118694225034,155.16506453458456,65.67690584937873,51.33952109706752
68.80779078635567,64.94758530577437,32.41814183620623,70.01953667099399,109.25872312362092,39.56542573105255,65.112559193693,52.88127982557794,89.48977231552055,154.2818154103018,51.26010231648531,54.18144025408872
64.76349912574793,63.08564557992418,32.435588375037206,64.76800058356493,107.69596297406538,68.4092325275668,65.41592160195475,52.13884752675785,100.52484378013662,153.398566286019,69.12306874989257,52.83028614906587
62.61634117735043,61.223705854073984,32.45303491386818,68.82886051601564,102.19976677442104,48.13763705557445,65.71928401021648,50.51122538914229,87.00416599848612,152.5153171617362,63.64504859018494,56.61886689720865
59.62188397048442,59.36176612822379,40.20540885567388,74.04774509704427,102.45523779257265,44.7710753190137,76.79419430867483,46.196056036217854,85.02405030180961,151.63206803745342,66.6909616191444,56.103069654168586
49.12719867684835,57.4998264023736,22.73650449535162,76.10191426548472,98.97414450178684,45.4907281268484,75.03574317452447,45.8774902550097,84.58193361292675,150.74881891317062,53.12684339930038,55.247377991836615
49.87205206272749,55.63788667652341,23.35359339697993,81.686122628272,96.5814564056133,56.95696313502936,73.27729204037412,42.03496725662171,88.32702206076371,149.86556978888785,37.56143409664378,43.691900806899866
53.13567687048376,56.400580792717264,26.436158502207675,83.1957474080528,94.18876830943974,31.82652581674748,71.51884090622376,40.97281264782556,69.16022579039517,148.98232066460506,50.66316199218143,54.0929349534297
61.84412844947157,57.16327490891111,29.51872360743542,61.20894371156993,91.7960802132662,57.43471979529824,69.76038977207341,41.78549444274136,75.0045093066557,148.09907154032226,40.86573160716927,50.22519745031044
58.6458939902983,57.92596902510497,32.60128871266316,78.77086255467796,92.47596264384632,35.25809476189718,68.00193863792305,39.02109655913176,80.84879282291622,147.2158224160395,50.57782956365612,53.40563181003884
57.20764006548869,58.688663141298825,35.683853817890906,87.55972580269403,93.15584507442644,41.54166398636228,69.90537044041662,41.74013709097979,81.34858495075719,146.3325732917567,51.12708273396825,54.06589598037929
65.201766537093,59.451357257492674,38.76641892311865,98.195077279382,93.83572750500656,47.825233210827385,71.80880224291018,39.17462054297424,86.11038392811203,145.44932416747392,47.27848853892454,57.393922737923376
59.95409621197592,60.21405137368653,41.84898402834639,77.58394137021058,91.68532131168072,29.41624801586088,69.7484409476485,35.734005511612125,98.8893547972572,144.56607504319112,59.866491043323045,58.19802199468209
58.77065341699053,60.97674548988039,44.93154913357413,91.10032262296656,86.84256837521221,45.303086186544455,71.03150039398066,33.50564226592037,89.74184559181751,142.1489462216321,61.43667399314936,53.45795688262502
66.24392260088564,61.73943960607424,43.02818200941521,111.61701633748066,88.8241394472682,50.96076277070508,72.31455984031282,35.33795883834054,81.8534907070341,139.73181740007306,58.84579564132093,51.63139127547712
62.265632149132784,62.50213372226809,41.124814885256285,79.59864734838695,90.80571051932418,29.82027841974328,67.56924462960023,31.77095585531372,81.51662518968983,139.43652736564826,59.65895249190887,53.77160329334989
64.24927301563548,63.26482783846194,39.221447761097366,93.94027370603588,92.78728159138016,44.0999542404753,62.82392941888766,31.475359415187164,84.53588210499247,139.14123733122344,61.39436734316057,49.87186551260488
65.28544377619012,64.0275219546558,37.31808063693845,106.2417770126864,94.07853942336368,47.82711223110843,62.7731178351284,31.219508079415824,85.13036746321606,138.8459472967986,64.85755237708631,52.073441068114434
59.01902712704971,63.32302940707538,35.41471351277953,89.45856631586379,93.30399252719448,42.869930860624,56.47314419919,30.945378716762026,75.8643578596199,138.55065726237382,64.96107700834452,53.684647309280486
62.19539614099769,63.26040672886989,33.51134638862061,93.9122944199084,103.2951078702151,37.91274949013957,56.67758854857382,30.572306730469965,77.0313096115802,138.25536722794902,63.86403143412099,56.0146383851985
64.3425366799829,63.1977840506644,31.607979264461683,106.31244188343145,89.23725064874947,32.95556811965513,52.03126011070289,30.555912606523435,84.40011295730721,137.9600771935242,54.66434818624451,54.73356257123063
64.1096377851462,63.13516137245891,29.704612140302764,96.57623633580604,82.68422201965494,38.98574472378228,58.67187894552051,27.93969718655442,78.52077378143078,137.66478715909938,52.94792170075819,54.30323403055706
63.741321167767,63.07253869425342,27.801245016143845,89.86907136477501,76.12601834016192,65.54272364033864,58.87587426679486,28.308836128595875,79.33632137633481,137.36949712467458,72.96469865968326,58.5035204146997
