Duration_envelope_FM4,Duration_envelope_FM4.1,Duration_envelope_FM4.2,Duration_envelope_FM4.3,Duration_envelope_FM4.4,Duration_envelope_FM4.5,Duration_envelope_FM4.6,Duration_envelope_FM4.7,Duration_envelope_FM4.8,Duration_envelope_FM4.9,Duration_envelope_FM4.10,Duration_envelope_FM4
26.96770734803829,7.5646265516532925,9.58553235520298,13.57673521017096,12.29097585851554,7.287522087078658,43.88728631093856,27.40441587933002,3.1663355560430704,2.555938976400138,3.150869487380737,100.03168191484924
6.345950038979174,1.420112391341487,5.735260441787119,3.0984150185498707,2.00275964710159,2.321708489549944,3.928168819117321,3.292701421236396,1.5869906681816852,1.4999999999999991,2.8527167605148893,4.279985761110778
2.4406043025557764,0.9999999999999996,1.8849885283712573,10.65990020529342,1.0,1.9108542447749723,1.6101399004762815,9.74074835844526,1.5000000000000004,1.4043196769677002,1.0,3.614384104533433
3.719163493452202,0.9999999999999996,1.4424942641856289,1.793509370515802,1.984117054597631,1.500000000000001,1.5,120.24329384319944,1.5,1.3086393539354015,1.0,32.026221165108815
2.6835146349967265,0.9999999999999996,1.0,1.600380355409275,1.0000000000000002,1.2500000000000004,1.5973477095063089,16.831914486913945,1.4999999999999991,1.2129590309031026,1.0,10.076584702688528
2.6316932563419977,0.9999999999999998,1.0,1.2732774392226542,1.1666666666666667,1.0,1.694695419012617,20.573453906826007,1.0,1.5000000000000009,1.482630123192573,14.416756032162809
2.3498585630502724,0.9999999999999998,1.1666666666666667,3.594750700789335,1.3333333333333337,1.0,1.792043128518926,11.369148962344088,2.1255607472006885,1.5000000000000009,1.9652602463851456,15.437216740835307
2.758430537816397,0.9999999999999998,1.3333333333333337,3.0370166476061145,1.5,1.6914349457186737,1.0,7.9789915754406495,1.5627803736003445,1.5000000000000009,1.0,20.49855180309352
2.731949925512136,1.0,1.5000000000000002,2.6129858349801127,1.25,2.075561714790905,1.0,1.4572354384144843,1.0,1.5000000000000004,7.889735383747739,8.70865147003553
3.4453632895165995,1.0,1.0,2.129394496822772,1.0,2.459688483863137,1.0,5.572314125193946,1.0,1.5000000000000004,2.755539622657264,8.854045770690993
2.5878272355592022,1.0,1.2499999999999996,4.754059122424043,2.075603389475216,8.621032454349251,1.0,8.16673609600251,4.44918818599485,1.5000000000000002,3.853022893905016,6.618729287670255
3.408868105936642,1.0,1.499999999999999,2.0058788518289896,1.80720352766762,9.520095536876894,1.0,43.52754227901428,1.974025186409843,1.5,4.5486877991386985,6.050985472924986
5.73133044341058,1.0,1.4999999999999958,1.5000000000000004,3.0722038438214847,34.17895867668374,3.058259951202323,14.541126760510616,1.908212660543776,1.5,3.7052366487733175,4.7273222872280725
4.175074285391187,1.0000000000000002,1.4999999999999996,12.500744455390045,2.7008814819666074,9.962506507647044,2.7305232908938915,25.09635485775426,5.763403963231864,1.4999999999999998,2.986774940569542,4.33394422839199
5.942717096975045,1.0000000000000002,1.977889034550328,1.0,2.133920987977738,2.7246223279265185,2.40278663058546,129.64937066527438,2.0722826792974867,1.4999999999999998,3.279427042042335,4.3284946825100175
11.58380756116774,1.0000000000000002,1.909619172471709,3.1433964146970705,1.566960493988869,1.0,2.075049970277028,57.72586409275004,2.053485291477969,1.4999999999999996,6.3591158983021945,7.010301805028239
3.7700760456608657,1.0000000000000002,1.8413493103930911,1.431542902167336,1.0,2.398105434863436,1.7473133099685962,21.92234131590372,2.219331944336652,1.4999999999999991,2.8791417668806614,4.541625429874738
5.281780631784852,1.0000000000000002,1.7730794483144727,4.149027866763929,1.261503596617962,2.704370061891637,1.4195766496601645,72.26382270382663,2.3851785971953348,1.4999999999999991,1.5607488565175154,6.56799816356845
6.388881359456248,1.0000000000000002,1.7048095862358543,1.0,1.523007193235924,2.400845523581208,1.4597883248300825,37.69097446038579,2.915117759309512,1.4999999999999991,9.418876345856416,5.866571630668387
7.98780393906605,1.0000000000000002,1.636539724157236,1.3614270404154596,1.784510789853886,2.0973209852707786,1.5,9.468754400925729,2.101528323523491,1.4999999999999991,2.4267794339916664,6.18008646097571
6.5732298999897285,1.0,1.5682698620786175,1.346446864519634,1.8820051814330363,1.0,4.141020932287343,7.636574269179897,1.500000000000001,1.499999999999999,6.719291678874999,7.354892676209213
13.588597877793072,1.0,1.4999999999999991,1.500591071698839,1.0,1.5000000000000002,2.820510466143672,40.54205338474471,1.788916620294726,1.4999999999999996,2.515259894185929,6.968196257027632
2.922091386566233,1.0,1.4499999999999993,2.564561183089013,1.725530260202973,4.66214475490612,1.5000000000000002,14.126219770154185,3.1672283413582667,1.5,2.826555376134896,3.843182889064234
1.873487143168871,1.0,1.3999999999999992,1.0,2.451060520405946,2.177881178746978,2.247451143690526,16.536076055115117,1.185676695466435,1.4583333333333333,7.402594854156011,5.802297246502341
2.965671478824501,1.0,1.3499999999999994,1.8354937846751185,3.176590780608919,1.0,2.994902287381052,11.636269085858496,2.007835069462101,1.4166666666666667,20.290732052859084,4.391656718301413
7.810323074272,1.0,1.2999999999999996,1.5480503451376333,1.5000000000000002,1.0,2.218228424745245,16.25930440190165,1.8252879733164404,1.375,10.681772892436276,4.234597094496142
8.413088465182954,1.0,1.2499999999999996,3.014109712585605,1.0000000000000004,1.0,2.895556425791499,8.973994472004849,3.035031772307899,1.3333333333333333,6.02803662998858,3.884267380986883
11.205683594373747,1.0,1.1999999999999995,2.884577629914206,1.0,1.0,1.0,13.030648292917377,2.1194469374132825,1.2916666666666667,3.949144342883053,4.292189708344269
7.687469228443682,1.0,1.15,4.509298621869856,2.019329250119073,1.0,1.0,20.05754823856368,2.676899845317137,1.25,3.014245516941741,3.575553089425917
8.666333922119309,1.0,1.1,6.292772805553623,8.376048315938354,1.5000000000000009,2.1814406877328025,12.452558097346255,2.297433311555109,1.2083333333333337,1.0000000000000004,4.4013535662658185
9.401173719091137,1.0,1.05,1.714586509328724,1.075716868188402,43.231024536520174,1.0,86.92567334211063,1.4999999999999998,1.1666666666666667,3.122517012558909,3.194286854255805
5.930248997595985,1.0,1.0000000000000002,5.386761919685339,2.274819381646993,6.081771847744685,1.4999999999999998,8.408183646728418,1.9493809111323,1.125,6.766175125101952,3.31768820492864
2.0568408654338737,1.0,1.4999999999999998,10.104262119089414,1.0,2.4683098126782577,1.3333333333333333,13.495756971213416,1.6863904341779834,1.0833333333333337,4.667100241655266,3.4475384619858467
4.225814503992157,1.0,1.4444444444444442,4.07936762059929,2.45288404591482,4.695805109923056,1.1666666666666663,45.45311377354612,1.8335868758008107,1.0416666666666667,3.7001579690254016,2.9494835870143894
4.106248235001718,1.0,1.3888888888888886,4.072854316003524,2.2583561612397194,5.486748521219097,1.0,13.092266826837148,2.692899199214968,1.0,2.304916487413712,3.4291288767200583
2.9650220242812177,1.0,1.3333333333333333,4.619307624037474,1.4999999999999991,6.440765260423301,2.267044929114401,5.817156687021657,2.235720055141169,1.0000000000000002,3.299817031782197,3.233466872204806
5.551492184591938,1.0,1.2777777777777777,2.952817650674433,5.7490712946412295,9.054000015052315,3.5340898582288016,4.310345346696316,2.4622508896923465,1.0000000000000004,3.4832504441788275,3.4736568702379818
6.029963204902888,1.0,1.222222222222222,5.892808262566507,4.877471048812827,2.2422793626486213,3.111741548524001,2.9861013591837904,2.5277175612296894,1.0000000000000004,8.68685347108953,3.7443694169276256
7.974734219227676,1.0,1.1666666666666663,7.867965403054332,9.959158180159482,7.65279793159118,2.689393238819201,24.83986076443284,1.894168609280677,1.0000000000000004,4.539823381878147,3.169966184928721
6.513761994497531,1.0,1.1111111111111112,12.33717673095456,23.890145264127906,3.458868870263791,2.267044929114401,19.520099950827305,1.500000000000001,1.0000000000000002,1.9210415912376344,2.725665172592025
7.17769473571266,1.0,1.0555555555555556,3.5358457338951483,14.391909865382802,15.470598881341838,1.8446966194096008,129.7099793380488,2.920492789804899,1.0000000000000002,6.962659683867557,2.4624005196660974
