RMS_envelope_Central_moment_4th_order,RMS_envelope_Central_moment_4th_order.1,RMS_envelope_Central_moment_4th_order.2,RMS_envelope_Central_moment_4th_order.3,RMS_envelope_Central_moment_4th_order.4,RMS_envelope_Central_moment_4th_order.5,RMS_envelope_Central_moment_4th_order.6,RMS_envelope_Central_moment_4th_order.7,RMS_envelope_Central_moment_4th_order.8,RMS_envelope_Central_moment_4th_order.9,RMS_envelope_Central_moment_4th_order.10,RMS_envelope_Central_moment_4th_order
9785363.992902707,10030687.275046026,12284908.706890425,4313494.607487362,3959997.281175384,6504403.11338809,1928115.5163325537,2512613.147133948,3748480.565787711,3242874.4745513904,3651877.069279506,1320981.1923596207
47415.372908256046,143212.8736337592,6144827.834383041,45573.31768477184,104.35319386590535,1518.6508739619446,913.1822464972496,30889.343606407987,1289.6192573748,1610.9146550481082,3474.3135087394853,109201.8097792518
146227.8430964992,514.4479003909427,4746.961875657023,31708.516775679847,274.69465553800546,3951.823014442962,202.68225792658583,8185.722220945528,3.5172748618790304,1074.014688092837,63.02127690932758,16808.62599963291
158820.8457885509,486.4326992497761,2654.1739866217044,70.4235753576451,164.94650565960967,6384.99515492398,0.8250347639398559,22515.340410133467,0.7156048736483692,537.1147211375664,25.980630396256743,1605.061962857973
23474.19554018484,458.4174981086095,561.3860975863863,54.6216902575167,2749.532215957189,3511.9526284282992,1442.542522885021,1307.386000715724,0.147752605497805,0.2147541822956752,3.1951070829826103,3667.47086654641
10009.199467028864,430.4022969674429,4.079157070453124e-06,89.36325156482145,1851.411312366364,638.9101019326185,2884.2600110061026,126.6288995407112,2.669288139143849,6002.1318092365145,332.00540989864595,3362.433191958869
11896.389472710856,402.3870958262763,301.5267405373808,272.56900777346334,953.2904087755388,71.39836321456767,4325.977499127183,320.11231643747385,1732.541847951736,5602.066704282623,660.8157127143094,1647.021363591001
7793.685525891546,374.37189468510974,603.0534769956046,298.46996996721947,55.16950518471396,37433.5974031133,3934.715968956124,4648.89096481639,23086.68540674252,5202.001599328731,9.810053641404169e-06,4012.620639396895
7998.800329893942,346.35669354394315,904.5802134538284,4101.257491085459,27.588145868981623,23119.03686509864,2951.036977646276,1211.598897820113,44440.82896553331,4801.936494374839,16076.024484571206,6618.926316555547
2102.777729023369,318.34149240277657,3002.8558661745355,12677.627638643518,0.0067865532492876,8804.476327083987,1967.3579863364264,121.2013349913058,4187.228346958178,4401.871389420947,3216.167118494216,10105.62046711107
23900.30321361285,290.32629126161,2711.429386584368,21308.68681531431,166.81947368856586,573400.1571914526,983.6789950265776,288.74936590685945,1187804.826229979,4001.806284467055,321539.04498541594,7003.893841782305
7332.315080199155,262.3110901204434,2420.0029069942,97395.13827053273,671.9422783933829,13082.60211905332,3.716728904665713e-06,337.23176013449853,1246.7217563162758,3601.741179513163,6751.684204804077,6911.44323579088
15376.379985178552,234.2958889792768,15109.815088337478,25612.41404925279,361.94531543851866,1007.3287613514676,4492.259144568215,52.63560501928535,953.432701789767,3201.676074559271,76043.79740398547,5125.947255955447
964.0631245330248,206.28068783811025,2064.059816358208,1547.2462310542655,527.6064534403713,45027.48400529457,3602.976898441306,398.7085860941274,24017.357750875814,2801.610969605379,91278.64894760466,8108.288072425373
976.6744984265885,178.26548669694364,2789.124361566265,1893.184408336971,352.2352254406204,13143.985305442942,2713.694652314396,322.749780182224,451.8238473617267,2401.545864651487,42958.00409051284,5692.708918288161
3965.732797877844,162.21105880714686,7088.370790060759,35578.01510875927,176.86399744086958,0.0276583686963766,1824.4124061874872,464.7482507415921,8578.46442768351,2001.4807596975952,12722.356853857797,28562.04659275175
102830.6481991367,146.15663091735007,11387.617218555251,2892.9623751933805,1.49276944111875,1553.9889173269423,935.130160060578,1394.2371795825304,9570.56641278122,1601.4156547437033,10384.149107862517,10196.039722079888
13403.904958704334,130.10220302755332,15686.863647049744,33946.39296983726,181.9975326969428,38507.15917621647,45.847913933668586,342.809641552684,10562.668397878928,1201.350549789811,27726.90616127958,17471.26609022785
13324.79813837331,114.04777513775652,19986.11007554424,374192.9861414156,362.5022959527669,19421.445525503503,27.817569386543816,418.9359525890932,1258.032234679227,801.2854448359194,11007.66308754102,11975.372251576444
19610.91791036924,97.99334724795976,24285.356504038733,34750.91077837573,543.0070592085909,335.73187479054457,9.787224839419045,615.2842450041652,12409.898129984298,401.2203398820275,127962.77986175276,18036.30474510817
38982.693692455694,81.93891935816298,28584.602932533224,35685.52175674606,34.913290868823005,1212.6890689139775,82.72933037033853,1749.077454835801,0.0325582550213832,1.155234928135453,369.3336195705109,33241.51520969081
5831.59840210688,65.8844914683662,32883.84936102772,1393482.77710012,5.974284553577878,107089.81145069824,106.0039721413964,889.8142958253947,374.5975685765361,894.5054389319355,19541.92846397649,18118.090658478315
24057.790985184387,49.83006357856942,29595.468010889832,972613.1071922858,41.73460008750466,21132.29106034865,129.27861391245423,16339.677262743751,8873.030629565983,1787.8556429357357,30720.10104955216,15015.700306962592
108749.95605401012,33.77563568877264,26307.086660751946,33242.87664781479,77.49491562143143,15905.280340090609,5161.179029609103,1128.5781195695452,11795.269142767836,1707.0766755713312,3686.652293982032,34390.77847075471
61887.852454142165,17.721207798975854,23018.705310614056,294821.5677441875,113.2552311553582,215802.79411339853,10193.079445305752,863.030651876167,22809.436222051994,1626.2977082069267,132331.56024650548,43677.66796964392
5892.222795541792,1.6667799091790976,19730.32396047617,566068.2258567702,1669.6511221709295,12099.701576311478,559.8029658940458,1283.9993635846984,2265.8503415074724,1545.5187408425222,14267.103179372183,32283.35809856934
32563.203422427177,18619.91080131744,16441.94261033828,798557.8172089668,5861.409360419363,8131.536856456049,5353.268801347635,575.8609671753163,28124.36497547418,1464.7397734781175,22753.553407038333,17339.669209061445
