Energy_envelope_Clearance_factor,Energy_envelope_Clearance_factor.1,Energy_envelope_Clearance_factor.2,Energy_envelope_Clearance_factor.3,Energy_envelope_Clearance_factor.4,Energy_envelope_Clearance_factor.5,Energy_envelope_Clearance_factor.6,Energy_envelope_Clearance_factor.7,Energy_envelope_Clearance_factor.8,Energy_envelope_Clearance_factor.9,Energy_envelope_Clearance_factor.10,Energy_envelope_Clearance_factor
1.6197109953115902,1.283859876932632,2.433580042548466,5.062371517602106,1.2448147196193518,1.6017265743735811,1.7021456121219227,1.0807123593373364,1.2542079827347892,1.363123963930309,1.578813542293556,5.186510737070723
1.3244769755983017,1.3205080716383444,2.4718082779369173,6.570941555953574,2.0050398777972167,1.808085249060408,2.573194962207162,1.0693411580948031,1.5543023670559826,1.3197836257696527,3.3221113083148004,35.07982279986204
2.1501105044407414,1.3571562663440566,2.510036513325368,6.884461875618203,10.380540019203876,2.0307837759031564,1.5718876148465188,1.041145098231957,1.3041499588791734,1.2764432876089962,1.4796167316745636,3.671629380665335
2.0875681231162027,1.3938044610497689,2.548264748713819,1.2788874372231276,1.0894687671469687,10.418624116984036,1.6778340674952572,1.0714293587361243,1.4846430954818175,1.2331029494483396,8.981950035282527,4.40397916635768
2.071567231134324,1.4304526557554813,2.58649298410227,6.07251114417485,1.0680853321407489,1.196254186550508,1.4168245101786534,1.67378668362784,1.5839745135960723,1.1897626112876831,3.022072098544876,5.466207995605526
2.737955461827724,1.467100850461193,1.5719898155148122,30.366558245911712,1.062036195823417,1.173453391967392,1.839011298104916,1.0504560533550844,1.4875549161736428,1.1464222731270268,8.704232547708665,3.429879672935979
2.464600904425493,1.5037490451669058,1.5569437344322412,5.270831274172763,1.1851665704367775,1.3260596684053243,2.261198086031178,5.020937516264744,1.5299392435385866,1.1030819349663703,9.438117697316962,3.048711043054662
5.596794481306715,1.540397239872618,1.54189765334967,30.818845782473275,1.2874182667001828,2.4765329842896247,2.6833848739574404,1.2896678276307283,1.6153667480470093,1.059741596805714,3.016360500810015,3.3488026468598937
3.556229797465478,1.5770454345783302,1.526851572267099,8.513648868564673,1.1277714949784254,7.334791874937079,3.266100929135364,1.0771495982401835,2.351926070535894,1.9067128060236829,1.8971959053813887,3.040492134140106
3.6084814113888335,1.6136936292840425,1.511805491184528,3.759396752008222,1.260920215056693,7.087942668163522,3.848816984313288,1.136447058907672,1.593934570547033,2.753684015241652,3.0305985353259004,3.1666847506921805
8.81676265645575,1.6503418239897547,1.4967594101019568,30.87895658666533,1.4608269020127316,9.773397754677603,3.44475268198833,1.871849565827448,2.393113379388057,2.598231940871721,3.4003611792929886,3.24980156536368
5.331744049764869,1.686990018695467,1.4817133290193858,22.93262383152688,1.5538226467206049,11.10349906873009,3.040688379663373,1.2308469367785204,5.6112166043859,2.44277986650179,3.89352640297707,13.614695291970785
2.1627171117256645,1.7236382134011792,1.4666672479368148,42.572066989825785,1.84224771890112,1.8215749048508176,2.636624077338414,1.256785032907254,3.008228427510839,2.2873277921318595,1.982426895864051,2.663434597101607
3.070063953444,1.7602864081068916,1.4516211668542436,20.29070666365873,1.9210319460628384,14.980313657351788,2.232559775013457,14.824906667198102,5.447555927676796,2.1318757177619285,3.731783070038526,3.750058544578777
2.7435999017614687,1.7969346028126036,1.4365750857716726,51.86024473720531,1.725961922312886,2.7231761982718115,1.8284954726884992,1.3720863290461938,1.402434466200838,1.976423643391998,3.5744201368008963,3.9887083485902863
7.876752082689574,1.833582797518316,1.4323413463622785,53.57149725130217,1.788617088515474,5.740391352876129,1.4244311703635415,6.501903067617694,1.3684394287123676,1.8209715690220671,2.403333271331416,3.440508170260063
2.341433767414636,1.870230992224028,1.4281076069528846,4.026017388721166,2.022846127103994,2.7683207647416657,1.3457033721593878,1.6179348055587055,1.1848011392354787,1.6655194946521363,2.0300638189251354,3.963578959256256
2.5186432929597893,1.9068791869297408,1.4238738675434903,7.718604836370611,1.8338348113441127,2.5423057941931364,1.2669755739552342,20.685106610283395,1.0638146883593225,1.5100674202822055,2.6401670897684792,3.9096497563751824
2.8151048017897184,1.9435273816354528,1.4196401281340965,1.7961486031504352,2.0951220204752588,1.961122491292804,1.1882477757510803,3.597514617701343,1.0667227075685484,1.3546153459122747,3.689424624928038,3.286702469798106
3.249419364189068,1.9007090995947544,1.4154063887247024,1.8130911724238064,6.904244952850166,1.2671324244417712,1.1095199775469269,7.634013834558431,1.0286508772302214,1.199163271542344,11.69035370030742,3.6872184164028754
11.496144760113095,1.857890817554056,1.4111726493153085,1.9302905960550216,2.0841508277715373,1.4548922119504086,1.142803542910129,3.723603156313507,1.313200388737661,1.1194579642988036,17.574353696080216,3.336014174579498
8.232787158300386,1.8150725355133568,1.4069389099059144,2.731705897279624,1.888867245337714,1.2095620033006766,1.1760871082733313,7.667577621578216,1.259724086518585,1.009927189444936,5.47710152410395,4.231914775154695
11.594549366029284,1.7722542534726582,1.4027051704965203,1.3342038118433284,1.9812845466271496,1.8844389882110952,1.2093706736365333,5.428075998201691,1.2289280181160007,2.2069648759105056,2.571257801385444,3.218680933850632
2.247726069426504,1.7294359714319594,1.3984714310871262,1.2309352011117,2.1068846810114747,2.819938840586282,1.2426542389997357,8.413701703490212,1.5685077916951404,1.6577137975802718,2.1249534008003503,3.1637171967188533
6.687681702899221,1.6866176893912608,1.3942376916777324,2.0695949914614973,8.933171752869738,1.230274607950614,1.2759378043629377,1.1583973273862025,1.242470136754607,1.1084627192500378,2.838553786366913,3.5473618348801503
2.594874768998844,1.6437994073505622,1.3900039522683385,2.0793745778472945,2.1106229821085623,1.37922782096711,1.30922136972614,1.500441241642682,1.2264872592300542,1.2057652623143815,2.4009837309151614,3.530932510320097
1.5889187536638374,1.6009811253098634,1.3857702128589442,2.3426208278547302,2.331832559184424,33.81139442659235,1.342504935089342,1.9495520551270864,1.0637957002624625,1.303067805378725,2.8966446454872425,3.272395039308816
2.0351331073140084,1.5581628432691643,1.3815364734495503,48.117261165609456,2.273256643649085,1.9398185619657264,1.3757885004525443,2.5881503229976675,1.3813823672605894,1.4003703484430687,3.513321819579532,3.1903326629567386
2.27039331840766,1.515344561228466,1.3773027340401562,29.753226642921376,1.9990094845988289,1.3730855611673023,1.4090720658157465,3.2267485908682483,1.0120259969306329,1.4976728915074122,4.722331839408021,2.9155875828928703
1.393918226911813,1.4725262791877674,1.3730689946307622,4.346501949217602,2.240951829617112,1.8825494827540736,1.4423556311789485,2.930013519037153,1.054679150921859,1.594975434571756,3.499589243909897,3.408439762716275
1.5426880543060582,1.4751589016390234,1.368835255221368,3.6885550675623233,28.644948307527034,1.4207541318969472,1.4756391965421507,2.936579694809698,1.1960487090604703,1.6922779776360994,1.6521780121850342,3.133033977730737
1.7495173779043536,1.4777915240902797,1.3646015158119742,116.29045372183286,6.733147993456817,1.8903839875983297,1.807781678937616,2.6080101380730434,1.0116975415398772,1.7895805207004432,7.662802067196718,4.29590048156692
1.5849469737900106,1.4804241465415355,1.36036777640258,4.9020897232141785,2.5137232584824245,1.5601081695769123,2.139924161333081,3.802984774043576,1.0303080972319971,1.8868830637647869,1.695337356728807,3.4656754639642338
11.24748072444076,1.4830567689927916,1.4103457060755815,159.17665137737632,2.983825905273605,6.307487523849213,2.472066643728546,3.059771825225676,1.1292380242240698,1.9841856068291304,1.3706807977635471,3.6132437374446567
6.716100574884448,1.4856893914440477,1.460323635748583,13.097378491196327,2.3371074542065804,7.34272284080351,2.804209126124011,1.0709903150871278,1.020979073234232,2.081488149893474,1.2201165135524807,4.401351356480852
1.6529549801535923,1.4883220138953035,1.5103015654215843,5.783784846633429,2.3265827712118323,1.9726729015760247,3.136351608519476,1.4131359839106332,1.0137270198730632,2.1787906929578176,1.1678017369320333,4.144506359699293
1.5776530652091971,1.4909546363465598,1.5602794950945855,47.08472133827647,2.4541976780077577,2.1361924904515504,3.4684940909149407,1.7377091274405752,1.024532319021627,1.7698319209145978,1.2155110331319827,3.979570400154908
1.8544477882667327,1.4935872587978158,1.6102574247675874,5.226998848390318,2.1963045535700143,2.800053707998317,1.3067923916425297,1.4671360766291903,1.1164344788087608,1.7167331339375944,3.944715312151792,5.433604364101131
4.07089994909331,1.496219881249072,1.6602353544405888,10.205953461110155,2.178327706796872,2.212286723626461,1.3499005032241913,1.7182319182751375,1.245154382545346,1.663634346960591,4.117357352004384,6.219289855877612
2.203506939642277,1.498852503700328,1.7102132841135902,7.574611664470381,22.057896691129887,2.953849451720884,6.418947945244676,1.5313039558626342,1.828206212654252,1.6789040642878452,2.338628187186741,5.014398920711272
3.956137750046389,1.501485126151584,1.7601912137865916,30.854232379035885,21.25770904885423,4.642842770793674,14.057583770614524,1.564092923626986,1.179285698290439,1.6941737816150997,1.8229167066307053,4.999826956792118
2.5955489965486933,1.50411774860284,1.810169143459593,14.641098284996437,2.2707326554355167,5.340016175321111,7.607807417597094,1.278070149936243,1.554185546054544,1.709443498942354,1.3165064026958035,4.613640737469258
6.377353922182637,1.506750371054096,1.4425803971567983,4.867944279860198,2.6613639256342467,133.7871265297795,1.158031064579664,1.2728546971942294,1.3367683510292292,1.7247132162696082,4.669212659487073,3.972758822968893
11.704044734003489,1.5093829935053522,1.837302901187264,4.647706385747049,2.5661163134105074,2.103315478754708,1.8852423342792164,1.2689253850051525,1.0451723083215292,1.3693125111559017,1.2021701128693318,4.0289400083945175
5.2488572521801125,1.5120156159566085,2.23202540521773,4.128497707317162,2.7059330122580207,3.612192830802079,1.7879230373447332,1.2310429327583514,1.0551571765110994,1.0139118060421952,1.759358628039118,4.148036459596253
12.80782465941676,1.5146482384078643,12.92782519512197,42.30192984791992,2.574120487824095,3.2687490619259445,1.6906037404102503,1.2487413095160556,1.080371422663981,1.1322834456071462,1.2081340064077752,7.074327663302586
9.195191380656178,1.5172808608591204,3.588695764917608,6.929316820602472,2.590836239755878,45.34035549789623,1.5932844434757674,1.353521965631074,1.0656170765406754,1.5827128910229296,1.1815906979289847,2.997426047884752
1.8737130775487167,1.5199134833103765,2.589037710253311,2.288027101000299,2.536509405687422,2.177109565218796,1.4959651465412842,1.171212368029858,1.0522904572377365,2.033142336438713,2.104977297216193,2.5437390005562825
2.153632668442361,1.5225461057616323,3.2464260419581232,13.507960503419566,4.04215480406032,2.940202443997105,1.6027699637054214,1.4197220990251704,1.085187438712196,2.483571781854496,1.120071688145248,2.933361807396979
14.248260302885129,1.5251787282128886,3.050432173790554,22.91937325128241,6.389072674871577,2.377926795081275,1.7095747808695585,1.2860668535680575,1.0557589445712834,2.93400122727028,1.0405155772408747,2.6661103069675933
7.508303502378697,1.5278113506641446,2.8544383056229856,2.062270057794475,2.7774894867227835,1.266847818709475,2.889091256878961,1.5924592916590192,1.1399269771907172,2.2579128595121376,1.620888377798978,2.80739318988965
2.8708373380891805,1.5304439731154007,2.658444437455417,8.340425746302024,42.06667549866906,1.1909836630410109,2.1334924475396164,1.6609761939847063,1.4112448512387965,1.270096170636518,1.1020884357703664,3.10221205975656
5.688194883805247,1.5330765955666568,4.260813976404672,4.89028551070155,5.391068369647615,1.5024740323605827,1.455250921883563,1.4815186946455692,1.0754485128843323,1.2126076578899594,1.9899503731382613,3.196502007303894
1.4034568791728084,1.5357092180179128,3.8937145766656,19.7588930199476,2.076470891629401,7.669499810951052,1.694622459405298,2.024405542228564,1.1057322277090869,1.1551191451434009,1.953603480786985,2.8659089075348416
1.538588522311435,1.5383418404691689,3.526615176926527,10.343232048765314,2.132991970430179,2.179961263885676,1.9339939969270328,1.2409148935260614,1.042894614597581,1.132603287786755,1.2755908507981206,3.0853715918412834
1.370291598912183,1.540974462920425,3.159515777187454,3.0137663987899463,5.489361546737412,14.220105590748544,1.9510406603006507,1.899520851051368,1.084362387325713,1.110087430430109,2.121963603669072,2.841103004915136
2.4657256196129884,1.543607085371681,2.792416377448381,2.915885747894719,2.388748134513754,1.5509924764047616,1.9680873236742684,5.108817215904125,1.1156127090943313,1.020506781170931,1.300612942215697,2.973773252131428
3.503065274212401,1.546239707822937,2.425316977709308,2.003718285546725,2.761580512188205,1.2683918872363178,1.9851339870478864,1.118451367403294,1.0638424514905278,1.0905257255698395,4.378336637314828,2.736496499714577
1.3444192791569725,1.5488723302741931,2.058217577970235,1.895743663134407,9.417542752326304,1.5275120697345488,1.7473765780843826,1.0784938855406712,1.0764335056967582,1.2722718188614834,1.7020464593704143,3.5255579973210813
1.4549630489405925,1.5515049527254492,2.012809852721141,12.48982343487911,2.814155100053866,3.3211669381341014,1.509619169120879,1.081330725024372,1.094758496822022,1.4540179121531271,1.463243411508116,3.264061777482467
2.078499065462463,1.5541375751767053,1.951984670570439,2.4633170766442825,14.35060000001226,2.4794642832402567,1.2718617601573747,1.1520490997436004,1.0698376207302915,1.4844399037688922,1.129303412565531,3.4298232861932583
2.3345690077872345,1.5431682386693986,1.891159488419736,1.5784019869068382,3.2038397697438805,3.7210979404275895,1.034104351193871,1.6702616957130911,1.130873016629752,1.514861895384657,1.155601050876365,3.739091215219077
1.4169472890739914,1.532198902162092,1.8303343062690336,14.556443003165093,5.000022628009015,3.64346394457308,1.0658770754150226,1.1877564222525925,8.045851144578444,1.2942885714065997,1.0090192945093466,3.303305840956099
1.5282868743579214,1.5212295656547852,1.7695091241183312,28.801257064351663,3.0434101704013408,4.147277381443381,1.0976497996361745,1.3255540488953292,1.2819942542912686,1.2867636108165192,1.026488772281908,2.8117687610095614
1.294103550264596,1.5102602291474785,1.7086839419676283,22.399494510980592,3.3282403982601694,4.00841418522497,1.129422523857326,1.623314733821888,1.091719165994644,1.2792386502264388,1.0439582500544695,2.786497991516691
1.251905653943599,1.4992908926401718,1.647858759816926,1.470066499548456,16.55452816450505,3.330263874256145,1.1611952480784775,1.1958395267188138,2.5421026012262327,1.2717136896363583,1.1077385833226348,2.634065641886085
1.2725770266997651,1.488321556132865,1.5870335776662237,4.186126288177259,3.2730398739514635,61.52144753730651,1.1929679722996294,1.579116958853647,2.996737810052288,1.264188729046278,1.1266525451016445,2.722745191025906
2.133017394210081,1.4773522196255584,1.526208395515521,12.297634055987752,3.484298685340795,2.5437195103779984,1.3980537105855897,1.62807638310326,2.336100554533276,1.2566637684561974,1.1455665068806542,2.561167353256544
1.3534758771716469,1.4663828831182515,1.4653832133648186,20.48300467364301,3.021704634313226,3.309695865130672,1.6031394488715496,1.6152057454849256,1.3086720904652969,1.2794588888648786,1.164480468659664,3.029841769514671
1.224443150484919,1.455413546610945,1.4689595660532828,1.368048758955671,2.256176049831038,37.514272394167705,1.8082251871575097,1.3314138560907418,2.523622463897469,1.3022540092735595,1.20659192864481,2.875517309932887
1.4955395752218843,1.4444442101036383,1.4725359187417473,3.88039737527652,2.238107420060885,2.2510711210350127,2.0133109254434696,1.1897026749075494,1.380953044684921,1.3250491296822406,1.248703388629956,2.7286600616643413
1.5074638464828816,1.4334748735963316,1.4761122714302115,,1.8684208753868328,1.8372922397221136,2.21839666372943,1.252264232176179,6.392057196493026,1.3478442500909218,1.2908148486151023,3.188985915145621
1.739459986740013,1.422505537089025,1.4092583185533707,,2.401604877163373,1.6413884405749608,2.42348240201539,1.2043823192574543,2.9280259356117693,1.370639370499603,1.3329263086002483,3.2709875498841625
1.7031420943229705,1.4115362005817182,1.34240436567653,,1.983571301451759,1.6187492305608406,2.4293535426926294,1.2724640793309543,4.159524833925966,1.393434490908284,1.5968861313222829,3.583914058851464
1.682903851644774,1.4005668640744116,1.2755504127996893,,27.606438213151893,1.804740082768747,2.4352246833698685,1.203332958019682,4.567439913117331,1.4162296113169652,1.8608459540443176,3.5519022507449125
1.48552211602447,1.3895975275671049,1.1963223666070335,,2.085829345912289,1.6424963348429662,2.637765557839494,1.1799678274951213,5.311174929555051,1.4390247317256462,1.2979520845048589,3.326136520397208
9.527840444625411,1.3786281910597982,1.117094320414378,,2.034192161992125,2.281770261063084,2.84030643230912,1.234414179268073,2.8455202551937493,1.4618198521343273,1.0935650513386197,3.629459577048346
2.116441331345218,1.3676588545524917,1.0378662742217222,,2.386439010765064,1.9840395133824813,3.042847306778745,1.2190450737690228,3.3837120159969785,1.4846149725430084,1.4272755115320062,3.2922499808108867
1.6236724059440557,1.3566895180451848,1.2692305805519606,,11.584748623722271,26.60517192517666,8.25707209514929,1.3182297397799645,3.9317752233295535,1.5074100929516896,2.90766089753848,3.336940945176828
1.379280129007877,1.345720181537878,1.3208754816779498,,2.3880878515455337,6.277878517207514,1.2207141548852145,1.270925201533131,2.749556731532368,1.5302052133603707,1.7561068893114369,3.4954720536648614
1.5506494707165734,1.3347508450305714,1.372520382803939,,2.269398036551815,4.302432752577453,1.2486029766819506,3.090070450281285,2.533501694378571,1.553000333769052,1.4786973511167394,57.80911012602289
1.5395521235289986,1.3237815085232647,1.4241652839299284,,2.747019216764294,3.398350236163891,1.2464751172449908,1.1920634650412725,3.068271162716867,1.575795454177733,1.4579745218490316,3.9884711807667577
4.850965123708952,1.312812172015958,1.4758101850559175,,55.44168669882402,2.5541157751145263,1.2443472578080312,1.2839699636606323,2.762599691428976,1.598590574586414,1.2478142596271082,2.8532442862947454
1.6433283720637408,1.301842835508651,1.5274550861819067,,3.533699947327775,2.363518517935405,1.2422193983710714,1.259368196036645,2.97490204099925,1.621385694995095,1.3103504416985474,3.665412983801151
1.6739255828189157,1.2908734990013446,1.579099987307896,,3.830665564461165,2.158833615594634,1.2400915389341116,1.24971841363647,1.4685872831499045,1.0475643684519398,4.028827520800762,4.169247133171853
1.1442306039682133,1.279904162494038,1.9999652660630265,,7.542552783547856,90.8287310978212,1.2379636794971518,1.2345614491693002,1.350573003309931,1.1822840429936357,5.588020324416007,3.5117476940816887
1.1710810137009082,1.2689348259867312,4.867462238399247,,41.028712840453736,24.62300853706382,1.2358358200601922,1.1101741006298684,1.540299379498215,1.3170037175353315,1.5839060365172477,2.501187240693972
1.1236460642878432,1.2579654894794248,2.896872159840285,,2.778550976431205,2.2122162190720425,1.2337079606232324,1.1239811754536453,1.556776998985787,1.4517233920770272,1.2604228878859076,2.6640480121012606
1.1288756133071152,1.246996152972118,4.735315598823171,,16.494830221276946,8.428365904033228,1.2315801011862726,1.1633249890345323,1.3351089317088132,1.586443066618723,1.213694316963675,2.2361559546464447
1.851669001393052,1.2360268164648114,4.006425721097569,,16.351168982875382,1.9828407028641024,1.229452241749313,1.1134522823478783,1.2067413675880057,1.721162741160419,1.0808802902349717,2.9579669897532863
2.116305890525659,1.2250574799575047,3.0484296683188905,,6.252912933665267,131.12919659595426,1.2273243823123532,1.153776922888287,1.4110750962906649,1.8558824157021148,1.1126170493720997,3.302634686099561
2.3447889724094515,1.214088143450198,3.210420540306939,,6.104969222126967,127.38671871809407,1.2251965228753934,1.1988145249001398,1.3251798246772943,1.9906020902438104,1.083657349342075,2.771413859497984
10.816620172877393,1.2031188069428913,2.7634686141805886,,7.344329266361464,4.870200650353118,1.2230686634384336,1.2689536617817667,1.117440219706409,2.1253217647855065,1.0383002763189453,2.809055895713432
2.6139997969693645,1.1921494704355846,2.316516688054239,,6.383824822748644,27.43343774645705,1.220940804001474,1.2151785153285288,1.0601072247359984,2.2600414393272024,1.1059991298603975,2.5699181410439125
1.2868267405926184,1.181180133928278,1.8695647619278888,,6.77490225419592,1.7067802941567625,1.2188129445645142,1.2130568964093384,1.086163666539445,2.280367214925545,1.127726066254913,2.8879531088072707
2.952021575687392,1.1702107974209712,1.3788102733432663,,29.616398879055115,58.3218884699776,1.2166850851275544,1.3096663601377487,1.1136788931714778,2.300692990523887,1.134046124093124,3.549639634439908
2.61768518722124,1.1592414609136643,1.3396338844306026,,38.82383215921914,11.067018415963531,1.2145572256905943,1.251699416518847,2.7087648040804515,3.212688763215501,1.190239761323394,2.205013822485007
2.319374067247662,1.1482721244063578,1.3004574955179389,,6.903615983375912,3.8062270607824624,1.212429366253635,1.3083995313095027,3.515935635347655,4.124684535907116,1.2046253977741612,2.1712491648349226
2.053716563573255,1.1373027878990511,1.478225330075337,,6.495755192107212,16.128178941562048,1.2103015068166751,1.39642194118491,2.098809710933281,5.03668030859873,1.1469784883232337,3.468478425023897
2.795222990029781,1.1263334513917445,1.7254842862106807,,23.57550536196656,180.142374637261,1.208173647379715,1.379537243514554,1.6897114963382869,1.5655672674892755,1.0893315788723064,3.227171156836361
2.32454529821542,1.1153641148844378,1.9750630789108488,,35.01256858384041,2.967917071234756,1.2060457879427555,1.4707597027480417,1.6664773242376585,1.3193394017058684,1.295027554846775,2.217727433698665
1.3578666267831472,1.104394778377131,2.2246418716110177,,29.54237707529037,2.3785798671756067,1.203917928505796,1.288858877761641,1.986482623387148,1.2258103945236212,1.2027401681898733,2.211697050889338
1.616520306206112,1.0934254418698244,2.474220664311186,,35.98707672061281,2.80573732942771,1.201790069068836,1.39075135234376,2.1976731778113385,1.202769117117597,1.368420921004374,3.2471744124389974
3.675855108987346,1.0824561053625177,2.3908578725126723,,29.25370828151032,166.70323260322172,1.1996622096318763,1.482728979156071,5.5914433192549735,1.2355146097846408,1.0206487123915546,4.043928497678421
3.6728597217896497,1.071486768855211,2.3074950807141588,,3.1922272418854227,2.7970304668294035,1.1975343501949167,1.8547642032839948,1.161950368892199,1.2450726380959618,1.061852686328099,2.5616725953895942
1.5352388593524724,1.0605174323479043,2.224132288915645,,,2.5655709355661456,1.195406490757957,58.09203494804097,1.4406083197084032,1.1893732136412172,1.0453141922366729,3.201734191517686
1.3672386823964184,1.094330374195469,2.140769497117132,,,2.941318698922258,1.2112904707460947,18.92103559346795,1.4890732847653794,1.323518260070122,1.2494258368717397,7.858396088914859
1.563495160264538,1.128143316043034,2.057406705318618,,,35.854932163644115,1.2271744507342326,2.1147162681505565,1.0060235827905408,1.1437023478041142,1.1446606956145076,6.399729172461208
1.2207710628484445,1.5502094886306423,1.9740439135201044,,,3.206274637581331,1.2430584307223702,2.1656774655801616,1.0215314164136111,1.0760593791182165,1.3935189583536254,3.2995882316686047
