Duration_envelope_Impulse_factor,Duration_envelope_Impulse_factor.1,Duration_envelope_Impulse_factor.2,Duration_envelope_Impulse_factor.3,Duration_envelope_Impulse_factor.4,Duration_envelope_Impulse_factor.5,Duration_envelope_Impulse_factor.6,Duration_envelope_Impulse_factor.7,Duration_envelope_Impulse_factor.8,Duration_envelope_Impulse_factor.9,Duration_envelope_Impulse_factor.10,Duration_envelope_Impulse_factor
1.611751776533782,1.3988414445037387,1.2857982546227087,2.452690467614264,1.1140828709453,3.081955913303031,1.4894628985259653,1.6713825360020391,2.713787651504907,1.193915742305931,1.8301809312252144,1.9479339940131284
1.8585630653153664,1.3918199601264871,1.223519996609179,1.9335747656936149,2.1252914904484723,2.881385627645435,1.6110497707307467,1.9848860230710423,1.242731730721207,1.1967489930536015,1.8716587243210847,2.524171536244845
1.7863698007551032,1.3847984757492362,1.155492882659851,1.600988605812117,1.1433819816313593,5.1046256958958045,2.281151220303984,1.4858319661559576,1.3040320603467124,1.199582243801272,1.8329489451502128,2.191823695354069
1.6235780367857238,1.3777769913719848,1.054793236584766,2.350133452971447,1.2611725030896148,2.6887242550499404,2.116740563556691,1.5872442311032076,1.6873812630276697,1.2024154945489425,1.7059296222895382,2.446469084217588
1.6937802438014344,1.3707555069947337,1.2683266766457597,1.1462927775843794,1.2265089368259965,1.622614265269187,1.9523299068093984,1.241619263008472,1.4266282938117127,1.2052487452966127,1.7044546523859532,2.1488027441340525
1.938240576587204,1.3575833811703746,1.2525847596424045,2.151987686570654,1.1918453705623784,1.1378905775201278,1.7879192500621055,2.047359949730703,1.3179202857966372,1.2080819960442832,3.4792323492165704,2.724255298317229
2.164604961444516,1.3444112553460157,1.2368428426390494,1.7740004302458732,1.15718180429876,1.5922333797689283,1.623508593314813,1.3783675012128866,1.3646014099161807,1.2109152467919535,2.6417396885447326,2.6909035500256744
1.84503851868164,1.3312391295216564,1.2211009256356942,2.25499123705897,1.1246919627096958,1.7212132497341213,1.4590979365675203,1.5484535577322636,1.4112825340357242,1.2137484975396242,2.237464714652126,2.6360400313173056
2.142765339057404,1.3180670036972972,1.205359008632339,1.063308815255165,1.0922021211206316,1.5714433039859632,1.3721787589622867,1.6681266549258071,1.3138977197014623,1.2165817482872947,2.694440757478319,2.689922031792948
2.547268089260663,1.304894877872938,1.1896170916289837,1.7162403976056284,1.0597122795315674,1.4216733582378052,1.2852595813570529,1.7913464741286282,1.4340434400306763,1.2194149990349652,1.6002806585838791,2.7560387110726783
1.863837068580816,1.291722752048579,1.1738751746256286,1.3069450895360977,1.189273009995108,1.229330014821152,2.8972547668098376,1.6794560568202292,1.392958575026537,1.2222482497826357,1.552673002278404,2.7669975283153265
2.968745496536043,1.27855062622422,1.1581332576222734,1.8061132842048488,1.0832170040680718,1.198915259645058,2.038962676852128,1.5731756031403796,1.7215098315607469,1.330057395037514,1.619782041807345,2.673341885741856
1.8351318697826704,1.2653785003998608,1.169344366072992,2.486281280414833,1.1255978560424649,1.3405699898410144,1.1806705868944176,1.4448908638272344,1.3347861150996865,1.437866540292392,1.895094294602932,2.3104035905868403
1.5459447145145324,1.2522063745755017,1.180555474523711,1.2731443971160776,1.1679787080168578,1.6366976844937942,1.5735170024917855,1.573799417771877,1.2976392856081804,1.410921032940982,2.258867755234177,2.634701611870591
1.6068596520483684,1.2390342487511423,1.1917665829744295,2.096779428505464,1.2103595599912509,1.3026656901530198,1.9663634180891536,1.5373051235640691,1.6585752067391506,1.3839755255895725,2.440560466451476,2.715828945158548
2.485128133348959,1.2258621229267834,1.2029776914251489,2.0609207478638942,1.4283823152980002,1.2106723458308908,2.2939691926050254,1.6921897041822325,1.6910719744529232,1.3570300182381625,2.313043419841556,2.713225479946084
2.001847284211687,1.1145459006612723,1.2141887998758674,2.275792849614316,1.3666026517768135,1.1686083583870983,1.7768493212442271,2.8069130439994767,1.3814079364194989,1.3300845108867525,2.204380359859776,2.5321058159251177
3.073217656164004,1.1355129057038778,1.225399908326586,2.3754130379795955,1.112145468588686,1.1265443709433065,1.1586998756822473,1.565478725044474,1.244622873461986,1.3031390035353425,1.4471640478075591,2.5947244553381075
2.242514956436232,1.1564799107464834,1.236611016777305,2.36029621812016,1.428164952897575,1.084480383499514,1.2162137891981872,1.7104560305247571,1.685650839994612,1.2761934961839323,1.92377982574646,2.808455484014351
2.525468985848036,1.1774469157890888,1.2478221252280235,2.7971661037582143,2.698202171428488,1.3562789500603287,1.793869176347744,1.8146774235706609,1.3189012404669522,1.2492479888325223,1.027353984964955,2.787526665486025
2.923486634533698,1.1984139208316942,1.2590332336787426,2.087575005166975,1.291404442341438,4.726913629309446,1.0789563144830028,1.5344694665803025,1.2203001525288502,1.2223024814811123,2.2540471832741584,2.808833654470356
3.1117443136962124,1.2193809258742996,1.2702443421294614,2.637634948949332,1.1677509257329317,1.4923185814395028,1.5634978960803596,2.334043040672237,1.2681492613817282,1.1953569741297023,1.7418504133651938,2.685800929463734
2.217645861423823,1.2403479309169052,1.0556199383912226,4.713280388547767,1.095375339284469,1.7370041703477868,1.5227651464727965,1.5305881361590026,1.366776866861892,1.1684114667782928,2.3081391162732565,2.6102945617024327
2.787986566878627,1.2613149359595106,1.0700782210497533,2.426672852939701,1.3352298679693475,1.4435583775632033,1.482032396865233,2.612206110234468,1.182002036650504,1.1414659594268828,2.713740641497837,2.6037132039338937
2.904355305652296,1.282281941002116,1.0845365037082837,2.885474310570418,1.2751593331885684,1.6764740997076246,1.4412996472576696,1.7119528251451033,1.3505150289884291,1.1145204520754728,2.23354963816716,2.9688117172378794
2.471133415002553,1.3032489460447214,1.0989947863668144,3.5097985619447525,1.1230831906042955,3.3626759489074325,2.027177371094351,2.4854508674960645,1.7003429417913027,1.311389531361188,1.799690360967499,2.3805635967847247
3.235796758909573,1.324215951087327,1.113453069025345,2.1610684238319795,1.3758138043037231,2.148038766868706,2.613055094931032,2.330100064706137,1.4398846530113103,1.5082586106469034,2.887082383250996,2.7968031680106056
3.108450707151161,1.3451829561299324,1.1279113516838757,2.812808694135672,1.158443746028189,2.004680641094079,2.375689040793173,2.576543405415636,1.4954326373615967,1.4860165702417023,2.76099022010826,2.712617432902808
3.16652485260712,1.3661499611725378,1.142369634342406,3.5596107390999308,1.525162218988506,2.4648654005124926,2.138322986655314,1.7995240820926357,1.7589606253007604,1.4637745298365017,3.21963226419864,3.205026913359021
3.6988358894164417,1.3871169662151432,1.1568279170009368,3.999394499729613,1.3806959569627888,1.8289728671292167,1.9009569325174551,1.8770881520416964,1.7974962384367468,1.4415324894313009,1.642794098386553,2.956264271578906
3.359156093028812,1.4080839712577489,1.1712861996594672,2.816480649406103,1.4589137799987837,2.2249967032257203,1.6635908783795963,8.867209179588938,1.7496955186940195,1.4192904490261,2.382432510944742,3.035604217187202
4.357186840876206,1.4290509763003545,1.185744482317998,3.507443920770446,1.395132924854107,1.961218120761105,1.4262248242417372,1.9179685697254305,1.262866515305532,1.3970484086208992,2.172480390116476,2.89595878087693
2.696244498393547,1.4500179813429597,1.2004730876133785,2.229910384986782,1.5288562323148067,1.7122553761450456,1.1888587701038782,4.046584209043039,1.424628064550331,1.3748063682156983,2.7454138894527547,3.01984617926729
2.135652973238608,1.4709849863855653,1.215201692908759,3.351107930965489,1.3568121695655968,2.3713221516714915,1.2057604562487425,1.7299296771334154,1.4394202843719976,1.3525643278104975,1.9311380253377588,2.68514973695778
2.168453929959539,1.4919519914281707,1.2299302982041396,2.9332291418123053,1.3951361574310075,1.4638418758037168,1.222662142393607,2.227007693982193,1.4718985461195568,1.330322287405297,1.9267985025415413,3.5347306354068526
2.674104164454804,1.512918996470776,1.24465890349952,2.779208802915432,1.4430387016474224,1.4904987069408266,1.2395638285384716,2.2299448790834697,1.7600657778732716,1.308080247000096,1.3460957580402608,2.971181649687705
2.6755070940798653,1.4701696852114652,1.2593875087949005,2.858525473047905,1.7380617443202562,1.252139335053594,1.256465514683336,1.4999675935575378,1.3790261882171442,1.2858382065948952,3.0034524991971288,2.806697790483832
2.8370346137587488,1.4274203739521545,1.274116114090281,2.514520661569773,1.3985353075420106,1.8201188996603472,1.23686542324766,1.9887946637869005,1.833216356975504,1.281808181229989,3.8600645638785154,3.178557549654056
2.200039031591979,1.3846710626928431,1.2888447193856616,2.07668131752616,1.5481389696269066,1.180801954983553,1.2172653318119846,1.7540859168577,1.6819361552334908,1.1564784765822471,1.7952415866516989,2.8234884291455726
1.814105803388724,1.3419217514335329,1.303573324681042,2.0515662452751062,1.411221810014298,1.70783521245781,1.1976652403763088,1.4339157843217825,1.6833529969141885,1.2805066578455255,1.7827564580536943,2.772286823117178
1.7590631333752251,1.2991724401742215,1.3183019299764227,1.81624423441702,1.4427440004381653,2.4305301158160746,1.1780651489406333,1.8062405807671296,2.0048373204697776,1.5392910784573668,2.010036653129204,2.836729985577447
1.556079921229386,1.2564231289149108,1.3330305352718033,2.2007133460328383,2.4862036243013126,1.8419482927404625,1.1584650575049575,1.133727200172047,1.3784174455767635,1.798075499069208,1.7593463395754187,2.519084200693987
1.48890233453299,1.2136738176556,1.3477591405671838,3.874703946458971,1.2942779985230162,1.6796821745740949,1.138864966069282,1.5856167944188533,2.209356235073247,1.7815483904365237,1.6363438247050306,2.68360241743443
1.59508033578237,1.1709245063962892,1.3624877458625644,3.368429478450492,1.5326087724275022,3.42597253933503,1.1192648746336062,1.5189029226295945,1.3158354090287014,1.7650212818038389,2.119195619930012,2.6639181476648304
1.986026262187383,1.1281751951369785,1.377216351157945,2.881163732098629,1.5569080013982763,1.3526062061584303,1.0996647831979307,1.614587842608972,1.86747566891714,1.7484941731711543,1.886696794206916,3.367944767334788
1.446162333306232,1.0854258838776674,1.3919449564533255,3.680292250035241,1.4511229437308868,1.602329044382527,1.080064691762255,1.71027276258835,1.1736589586031112,1.73196706453847,2.034150846072457,2.6185439695515664
1.6805901776332917,1.0426765726183564,1.4066735617487058,3.3550819893211106,1.6432864880333398,1.9458018823476817,1.0604646003265792,1.6199829909249428,1.4654238157117618,1.7154399559057854,2.228955268275851,2.142407350141875
1.949722065385718,1.0710468571366158,1.4214021670440864,3.794495114856285,3.071920221661448,2.561038421004973,1.0408645088909037,1.7289313486510014,1.3310796556765694,1.6989128472731008,2.005102831611417,2.368147332224093
1.781066110636933,1.099417141654875,1.436130772339467,3.4107140799989994,2.3560194204027534,2.200062472305241,1.079054708621355,1.73868663567514,1.0716286812197162,1.6823857386404162,2.1694713004380337,3.0516049393899785
1.5908124107174986,1.1277874261731344,1.4508593776348475,2.964708468202864,1.572574049920239,1.8013241776038955,1.1172449083518063,2.3818142093910475,1.2275498265457936,1.6658586300077318,1.6595277557389705,2.298853241768809
1.8273530374508389,1.1561577106913936,1.447261219287494,2.655859776941222,1.5368642990081889,2.7801591785534003,1.1554351080822578,2.106639545033685,1.2983498138313674,1.6493315213750472,1.604454350286221,2.3680603922086547
1.930725852880726,1.184527995209653,1.4436630609401406,3.591039335003969,1.4080201471543523,2.567542889975321,1.1936253078127093,1.2094397484183712,1.0685490029141471,1.6328044127423629,2.418814861405321,2.9095125351234024
2.151235386022584,1.2128982797279124,1.440064902592787,3.4676615928379206,1.5795049608702234,2.0770100745501465,1.2318155075431605,1.1842513429860777,1.068369610558862,1.616277304109678,1.9650890981743103,2.4795237366295977
1.8348428609111187,1.2412685642461716,1.4364667442454335,3.660497561866367,1.4695481034633318,1.762377708754518,1.270005707273612,1.3658836183179988,1.23466849817881,1.1661502533940795,1.819817855736625,2.452802053258893
2.342205662864336,1.269638848764431,1.43286858589808,2.7551465439443,1.4815512284796604,1.733229333688062,1.209282492162346,1.1361794934902536,1.6312599635450284,1.1119636542046465,2.3338056161377234,3.264130612084274
2.1894759815402542,1.2980091332826902,1.4292704275507266,3.0590084288983257,1.872908568175753,2.055320022623772,1.0622964670612711,1.2687979027787306,1.2504872998875076,1.0577770550152132,2.591533476077652,2.662641164898756
2.701223261864355,1.3263794178009496,1.425672269203373,2.613456441180426,2.483190884225849,1.8095995203568227,1.710361862743838,1.2780596340548385,1.4843191982707935,1.070182233689058,3.016256850856116,3.1592883840280743
2.1144426825345057,1.3547497023192088,1.4220741108560195,2.737821193823046,2.7123442365243813,1.9803232939688944,1.4429229126264695,1.4395326027489632,1.1740826497291854,1.082587412362903,1.6533717672416466,3.0412721518808423
2.224010644552139,1.3831199868374682,1.418475952508666,3.0836165193310907,2.131564311424787,1.8191537962270112,1.235108076353686,1.088294186133381,1.5946894565525995,1.0949925910367475,2.2637635762597617,3.2658896892831355
2.1862858032237176,1.4114902713557274,1.2850345817600954,2.216484654052742,2.207291000421334,3.304214166061415,1.0272932400809025,1.0711791905549817,1.883782691406196,1.1073977697105923,2.0855229997460234,2.60360092086095
2.123886109356709,1.4398605558739868,1.584049863262711,2.207080550366632,1.9986716807383125,1.4849338070127844,1.2206840132690158,1.3224202340169176,1.436698003746886,1.2087974657789171,1.6657584801719114,2.2726670998819736
3.114682702089812,1.4682308403922462,1.8830651447653264,2.7033950925346977,1.8996538087246173,1.7775039295700548,1.1772978544175183,1.1643270747340828,1.468356325140585,1.310197161847242,1.937863972387866,2.571937435499201
2.455856773635237,1.4966011249105051,1.199959212864752,2.671938507987856,1.7882090279925784,1.745596604678475,1.1339116955660211,1.1347664374501696,1.6679143153521752,1.0262625918418988,1.7918663516486255,2.3588016882214355
2.168004957524372,1.5249714094287647,1.0055377232690763,2.372383806358356,1.8148066653106008,2.417406716952244,1.0905255367145237,1.2502658400485558,1.3029359204813542,1.3911913599068138,1.945289025781112,2.265630799976474
2.2471364254637805,1.553341693947024,1.337950799079852,2.050333617967309,1.546781886444671,1.4767230973268888,1.0471393778630262,1.1625533434087996,1.452705477210766,1.7561201279717285,1.994380533363718,2.350755480477364
2.3749500178094154,1.581711978465283,1.1887378489115104,1.9436927037325389,9.808111400158795,1.4875098344140794,1.078246228042627,1.3516412569153942,1.537693075358075,2.121048896036643,1.6039209323616597,2.4243346197865594
2.462706627197776,1.6100822629835427,1.212237949832683,1.9348787143792527,1.703911722391131,1.7619922153364629,1.109353078222228,1.1549562966437592,1.5558356448222666,2.4859776641015583,1.480508308969356,2.3226576821488223
2.525246356926421,1.638452547501802,1.2357380507538556,1.2843163938674584,1.6400374318584454,1.796193374818808,1.5146086103135032,1.334190869387723,1.8210299824732232,1.3669109497782068,1.8378999679455803,2.316316056253583
2.374539050772231,1.666822832020061,1.2592381516750282,1.563824431715245,2.296132293539429,1.247107533918563,1.429625520729057,1.292849806551003,1.7370052242900846,1.1635154291910423,1.115083453823286,1.91908733734042
2.3747519688071,1.6951931165383205,1.2818859253669068,1.7471471304594128,1.5868122291648787,1.2328907134124834,1.3798836572758266,1.355866582541385,1.954867891575756,1.1229270870022798,1.2577267685249125,2.2594054649761053
2.332061992160582,1.72356340105658,1.2742172690660576,2.2919234489332463,1.6019045495160025,1.0999794983640023,1.3467487330064485,1.8627473514020785,2.292601441578949,1.0823387448135176,1.4100017131365856,2.355021387070036
2.3347737263265715,1.7519336855748393,1.2665486127652084,1.5507474375655372,1.6283016446473526,1.1053489341374838,1.3136138087370697,1.4406217467678373,1.5041396584101638,1.0521440197095489,1.376347320047303,2.5601304032518253
2.343184995631205,1.7803039700930985,1.2588799564643591,1.2501917985001951,1.5258924970886565,2.179029545987597,1.281505292612872,1.4861796031508523,1.7618590590111425,1.02194929460558,1.8263336477256369,2.515749167920272
2.261857123922552,1.8086742546113577,1.2512113001635097,1.229123973561611,1.774578417331472,1.51437530969388,1.2493967764886746,2.3162070146030933,1.6449823296874866,1.0768976293069343,1.0966584222571647,2.439797170488342
2.6120116351347225,1.837044539129617,1.2435426438626604,1.3504311805878404,1.7288731126235233,1.1784318441231068,1.217288260364477,1.314103798443535,1.3616816486312666,1.14791836230402,1.7495672167698992,2.5583112848477145
2.2928346596043863,1.8654148236478765,1.2358739875618112,1.6762748458991634,2.3566606566943893,1.1362680213556462,1.2180503865589096,1.3302281328289167,1.348011797443233,1.1900185967444386,1.2037996499675627,2.5869690892793744
2.1480474966387555,1.893785108166136,1.437835319733164,2.1367079616840394,1.480658017620044,2.359333632184362,1.2188125127533422,1.338643935064268,1.924669655760532,1.232118831184857,1.129666803611205,2.735853368566753
2.3145113123419785,1.922155392684395,1.4206907633427075,1.6483525179759475,1.4138061556087402,1.8630103541914524,1.219574638947775,1.4026855362493085,1.3332720638951434,1.1895141656493171,2.0191027492083835,2.727306950692776
2.2601174379544435,1.905694379867256,1.403546206952251,1.615945455407178,1.597580690509263,2.688195022449793,1.2203367651422077,1.4593339960449898,1.4515663557553011,1.1469095001137772,1.703511625671953,2.629523095273836
2.174079636144445,1.889233367050116,1.3864016505617949,2.1088147990311303,1.6098790270615275,2.387086119217756,1.261123384087678,1.533396049256471,3.031004206487345,1.3619226995459863,1.2680819247785735,2.5830540049746125
2.536886874934925,1.872772354232976,1.3692570941713385,2.440568002198777,1.541996866691107,1.9649016510320512,1.3019100030331483,1.616570586852805,1.8786972045785115,1.3290671348285583,1.199925060202344,2.564597479825196
2.392985282415986,1.8563113414158363,1.352112537780882,2.757641705085914,1.977884347499695,1.6956625729477448,1.3426966219786192,1.6677382103291445,1.4962114315629256,1.2962115701111308,1.131768195626114,2.414231179047736
2.0205053475251007,1.839850328598697,1.3349679813904256,3.1615091376927005,1.7647300993423083,1.5513116567032224,1.3834832409240896,1.7786984545012512,2.6847763376910643,1.2633560053937032,1.4844700032029512,2.4457616639599644
2.388933019012851,1.8233893157815568,1.3178234249999692,3.829772826501919,1.7057969929655674,2.2864205159008244,1.42426985986956,2.086180961305783,2.52325120455606,1.2305004406762754,1.3843099587172312,2.3948375909252806
3.314629091612818,1.8069283029644168,1.300678868609513,3.188418495905976,1.9008371933607109,2.178098334336038,1.3658992488084003,1.8568513560263984,2.0988052196179114,1.1976448759588476,1.2841499142315111,2.3610984535960604
2.262086795410755,1.7904672901472776,1.2835343122190566,2.1451856980995565,1.7039945412761777,1.811389607042924,1.3075286377472413,1.63294282536389,1.7153235214822975,1.2097555655273378,1.1839898697457911,2.418110093739782
1.7799157112397994,1.774006277330138,1.2121225614140083,1.7873099237014596,1.6531138324881829,2.005103655263419,1.2491580266860818,1.7396350128078375,1.7800710520345613,1.221866255095828,1.2592027969969033,2.5791759384352804
2.367880751713628,1.757545264512998,1.1407108106089603,5.14572210446229,1.7452621713461842,1.3418619229034383,1.1907874156249223,1.5446569064280056,1.3940342637560357,1.233976944664318,1.3344157242480157,2.355454376972595
2.353369478469904,1.7410842516958585,1.0692990598039125,,1.4769927342998106,1.405846687520304,1.132416804563763,1.70378652106234,1.7648819652631664,1.2460876342328082,1.409628651499128,2.2178370982868234
4.213026386578571,1.7246232388787188,1.1119211607889634,,1.580156948101609,1.6076163835556907,1.0740461935026036,1.6454944407778538,1.9872301716087049,1.2581983238012984,1.48484157875024,2.577341261795524
1.8005616961425344,1.708162226061579,1.1545432617740143,,1.5672339530043171,1.7365993585673165,1.1168804266138914,1.6870026059756948,1.6753211913299038,1.2703090133697883,1.4822036371017946,2.827065347929143
1.6763729876169382,1.6917012132444391,1.1971653627590653,,2.472954589308287,1.768281865095318,1.1597146597251795,1.6871372094730992,2.2655108107655253,1.282419702938279,1.479565695453349,2.6309155998205003
1.7058256197637034,1.6752402004272997,1.1471252848552482,,1.8816997661750297,1.9307923100777,1.1754996261424655,1.6333033958446523,2.36641441088714,1.2945303925067688,1.1680198833088449,1.872718048807145
2.329427817498985,1.65877918761016,1.0970852069514312,,1.757255965144367,2.9680571893200693,1.1912845925597515,1.9003943972092328,2.200074640495926,1.306641082075259,1.1985732786335146,2.358393479546742
1.7515384022342766,1.6423181747930202,1.0470451290476142,,1.6937507163868917,2.1380095875966187,1.2070695589770375,1.6759781466519603,2.1931334221004315,1.3187517716437491,1.0964524834043088,2.781299201268133
2.058568765641113,1.6258571619758806,1.3693806580833312,,1.837530998180849,2.41410365881907,1.6352891483672911,1.521584320963589,1.809013393356646,1.3308624612122393,1.7875349379641,2.099390034860756
2.670962808835369,1.609396149158741,1.3431354017774892,,1.986995040661902,2.3053393746433204,1.0424952144711876,1.3794153208851363,2.3830469956636247,1.3429731507807294,1.3080373901259466,2.81564718472248
1.9838806923724608,1.592935136341601,1.316890145471647,,1.9642752595503408,2.148695985915927,1.300542289735643,1.3653147272012558,1.9891524502124107,1.3550838403492196,1.2321207828210456,2.1746295965041287
2.547183558908871,1.5764741235244617,1.2906448891658049,,2.318701838493357,2.112897553008531,1.2908701656328407,1.3579222341599335,2.629018728378024,1.3671945299177095,1.7923590066244413,2.593153082265855
3.316394851832253,1.5600131107073218,1.264399632859963,,2.024160451881788,1.8444688766578743,1.2811980415300386,1.861236628380427,3.4476966000241864,1.3793052194862,1.3493152834297784,2.5682266271902057
2.823360052977739,1.5435520978901822,1.238154376554121,,2.396937810755963,2.0594141241816706,1.2715259174272364,1.9422680776613817,2.411775782984373,1.39141590905469,1.4872839240815887,2.871635669716784
2.7992248598453084,1.5270910850730424,1.2119091202482788,,1.5645799792317707,2.022370814725197,1.2618537933244345,2.1784023921848035,1.8767871077945504,1.1314969992577797,2.0575068171395747,2.6583764059652464
2.010836898677845,1.5106300722559027,1.419905965436553,,1.817624473438294,3.379928068232353,1.252181669221632,2.2582112198082047,1.3207639005904672,1.187655534483348,2.217891349006765,2.125682480276099
1.420509989831976,1.494169059438763,1.7294156117271835,,2.3310406545420514,2.3765647630419497,1.24250954511883,2.323107842521037,1.880531889343556,1.2438140697089162,1.530427249594644,2.3544401863534663
1.2716787607188853,1.4777080466216233,1.677567121010795,,2.232741385262543,1.533668414958342,1.2328374210160278,2.533983747282333,1.9156732184350485,1.2999726049344846,1.9484440933208127,1.985568217156497
1.228692970641928,1.4612470338044836,1.1321451251455377,,2.498765482140541,1.9804411905589423,1.2231652969132256,2.2513453915331336,1.561197682805078,1.3561311401600529,1.7741742851901414,2.288240161100596
2.391358261746273,1.444786020987344,2.449505182697281,,2.2735596505269733,2.1112889226566933,1.2134931728104237,2.401536508780306,1.3297152874491616,1.4122896753856211,1.696243114126478,2.6487537496238787
2.298166238862423,1.428325008170204,1.566295356523242,,2.411813931832313,3.86530087995512,1.2038210487076213,2.251251108580928,2.8028631604947307,1.4684482106111894,1.6921650834369515,1.5084831425248235
2.225460205399883,1.4118639953530647,1.994006191088756,,2.3748127758922752,2.7658393411155417,1.1941489246048191,1.861279655141601,3.371640591614324,1.5246067458367576,1.8375764447615817,2.377132915546507
2.173583741154204,1.3954029825359249,1.6885510446174723,,2.3421397125187937,1.7665743480745586,1.1844768005020172,1.6657356966535175,1.8080021507176247,1.580765281062326,1.3660602376351485,2.187946413961732
2.302102316800945,1.378941969718785,1.3830958981461885,,2.4983194360263936,2.3834978612091544,1.1748046763992148,1.5423524779987987,2.5019479471058004,1.6369238162878943,1.475055311375316,2.178557521148361
1.1993790553237913,1.3624809569016456,1.0776407516749047,,2.3593858593390302,1.3825484861664863,1.1651325522964129,1.54502184262006,2.676012644180001,1.4868055815777363,1.7606904985952898,1.5990362949723016
2.190124195372392,1.3460199440845058,1.0239828323052602,,2.5944172657210105,2.379218633757779,1.1554604281936107,1.72797479749357,2.441593291591796,1.3366873468675784,1.923187976927676,2.336527575215664
2.021256109260434,1.329558931267366,1.0940479172089983,,2.684602622210866,1.9143504538670773,1.1457883040908086,1.630447289765165,3.0999555561935,1.7053794298225586,1.7237473491599815,2.0512774789742543
2.0553905930429046,1.3130979184502265,1.1641130021127368,,2.878734196515476,2.2474446205384586,1.1361161799880064,1.811660326391494,2.301459641039349,2.0740715127775387,1.685922406887568,2.360123764766134
1.9223811064729528,1.2966369056330866,1.4252804752748782,,2.7565741644422137,1.8627098869935983,1.1264440558852042,1.602898918956881,2.1366112499917542,2.442763595732519,1.6379763243743295,2.562214435297092
1.8726819080025667,1.280175892815947,1.2881790340287729,,3.5041471106624646,2.375573956666089,1.116771931782402,1.5708417203468008,1.660877546811914,1.4006278457171322,1.590030241861091,2.344390575468197
1.804038282639556,1.2637148799988074,1.2567194154341046,,3.1700041269005625,1.6469014801390949,1.1070998076796,1.746182498577051,1.5695566059914408,1.091860315410879,1.321288315332371,2.522616619832921
1.246349093740828,1.2472538671816675,1.225259796839436,,4.34424706707692,1.5257783353247654,1.0974276835767978,1.472335225103038,1.5825384604168895,1.1696317692289786,1.6588192145154206,2.446421419007305
1.2877672499853574,1.230792854364528,1.1938001782447678,,3.1046380405938683,1.7702257362277354,1.0877555594739956,1.6307790741880226,2.355665835427277,1.2566774992966854,1.6047010524222616,2.084408623192431
2.097388748874776,1.2143318415473885,1.2313035490778588,,3.1678429243366177,2.226647515524192,1.0780834353711934,1.7002106560469,2.2135539764095897,1.275084169663446,1.1375759739949278,2.443746554941277
1.8235800981215868,1.1978708287302484,1.2688069199109495,,7.890155886408808,1.6652374876726894,1.0684113112683913,1.566784773578921,1.311170022543004,1.4225337519064445,1.4099198621839093,2.136936142834154
1.7616822419260871,1.1814098159131088,1.3063102907440407,,,1.5331123601292065,1.0587391871655891,2.067244957993615,1.3169961566080943,1.2091769176938891,1.6777996732897966,2.325776616343437
1.385581731611552,1.1940316278533365,1.343813661577132,,,1.7578868599982065,1.0702657877441817,1.831310370116879,1.2693165931628374,1.352579768639509,1.755322174895402,2.638167114619117
