RMS_envelope_Central_moment_6th_order,RMS_envelope_Central_moment_6th_order.1,RMS_envelope_Central_moment_6th_order.2,RMS_envelope_Central_moment_6th_order.3,RMS_envelope_Central_moment_6th_order.4,RMS_envelope_Central_moment_6th_order.5,RMS_envelope_Central_moment_6th_order.6,RMS_envelope_Central_moment_6th_order.7,RMS_envelope_Central_moment_6th_order.8,RMS_envelope_Central_moment_6th_order.9,RMS_envelope_Central_moment_6th_order.10,RMS_envelope_Central_moment_6th_order
111452049013.33775,67600544842.73496,145533971966.5608,39691659368.71008,22957761160.789818,51993481298.545845,11634428812.12501,17408941656.39502,46735610593.21443,16360892298.282375,19446319266.03777,6643846505.686081
41178772.31695233,127873387.92610084,72767278282.53612,21905501.508952312,1534.430050565686,129603.2398936724,60723.49111944231,28209009.56204976,98823.45610609643,79348.64085928546,454787.9737603522,193461129.80519176
371671851.33956206,11668.421226235883,584598.5114377232,16324143.44698789,4552.765847898343,382137.6074297477,4127.215033546986,5202304.88579464,9.678890393690734,52899.14638845419,500.30033952676285,10966117.832824936
298941316.63423574,10894.397060342082,298949.8810841954,1318.549677238503,3362.7830358310644,634671.9749658229,0.9210477127152078,49383420.73243464,0.905450139217808,26449.651917622912,132.42638596783647,377576.7609346242
32982579.65860438,10120.372894448285,13301.250730667662,626.2557642840752,144174.421984994,325410.747737642,159837.03833177438,138188.571930016,0.0847125360148321,0.1574467916406685,5.711209968316771,1407872.8265087127
6052867.901074616,9346.348728554483,8.238642210283417e-09,1245.9356795588335,96312.28147575071,16149.520509461168,319673.1556158361,3572.7415749645734,4.361071279410773,608876.38060182,13648.14059631885,1589762.665106895
15276946.92970134,8572.324562660682,13574.752511784554,8975.414311175387,48450.140966507446,603.2986920041049,479509.27289989777,22856.926449810544,111078.71100163956,568284.7451977757,27290.569982669385,203210.5216690369
5399039.705616025,7798.300396766882,27149.505023560872,7012.875572937374,588.0004572641681,15451053.318842763,246814.1655690739,1101895.3699553232,4739823.502559281,527693.1097937312,3.072607407078374e-08,1730314.0048101065
8249993.780373172,7024.276230873082,40724.25753533719,468334.8909091812,294.00050817204226,8438636.396503676,185110.6241768072,77583.99503509395,9368568.294116924,487101.47438968695,5218367.147701191,1249523.234706898
1129600.2293843534,6250.252064979281,164551.45643156514,2696885.454586115,0.0005590799164144,1426219.474164586,123407.08278454051,2937.2569052373906,270950.50708257954,446509.8389856425,506379.623059797,3713507.086358225
24149914.26756883,5476.227899085481,157529.90420395942,8869078.375840522,3654.1193325931727,3132625518.9365525,61703.54139227385,23112.484586467574,5029601981.089081,405918.20358159824,1878021225.9974816,4512196.62344096
6105997.023256215,4702.203733191681,150508.3519763537,55341662.38014442,38330.367276737394,7604921.54123627,7.165414656577731e-09,19794.11532023428,82038.73100545448,365326.5681775539,2414025.017580603,6548026.30771651
3642308.551291235,3928.179567297881,2774319.406251469,5938038.37861912,15027.710205268191,122894.41360306209,663023.7075500867,1133.790294435455,49476.78495648042,324734.9327735095,55480622.26853027,1522669.6789245747
94772.06208689076,3154.1554014040794,127598.47963495288,263596.4985580159,23744.968681893664,49304459.430847846,530496.6100514375,22822.464068380625,9224494.51528886,284143.2973694652,55559934.17163824,3979155.495649209
59507.34648607951,2380.131235510281,240799.55548296697,82373.85267025542,15830.587071243386,2922298.9284073706,397969.5125527884,19559.04955083837,13588.844961900291,243551.6619654208,18718921.727195647,1295158.5875242914
1454744.4971277658,2163.9512938012977,1381549.0671953915,9722647.007918326,7916.205460593106,0.0045998094639911,265442.4150541392,47249.345761280274,1251703.4151417646,202960.0265613765,3646565.972016425,11452496.362837533
117883889.77921322,1947.7713520923148,2522298.578907816,352483.9936604712,1.823849942826617,98003.59278743144,132915.31755549007,273090.1569146521,1602493.3850430702,162368.3911573321,4178972.755015194,2317026.247564066
9331067.550304413,1731.5914103833315,3663048.090620241,11888314.776807131,7408.663899185089,16854782.526579976,388.2200568408794,29672.78920941321,1953283.354944376,121776.7557532878,39457701.35626609,7129959.305584053
12177488.537605334,1515.4114686743487,4803797.602332666,228898772.78638607,14815.503948427351,8432215.110945381,215.27809570102087,48633.04483172633,92135.74531376523,81185.1203492434,5782687.646398867,3096224.2892375737
15841794.912336668,1299.2315269653654,5944547.11404509,10188506.385360152,22222.343997669614,9647.695310785934,42.336134561162346,57453.356233251085,2421095.043582671,40593.4849451991,118101298.855864,6485031.024761544
30251313.337200694,1083.0515852563824,7085296.625757515,13171798.75968564,580.581050728467,42230.30269484654,1660.229177867181,312892.3324943907,0.0078823079449597,1.8495411546357057,23664.55095531161,16752157.48132221
3525071.1897150683,866.8716435473993,8226046.13746994,3232359729.014199,14.6025551838203,44784707.93555975,1925.4943500399097,267407.4248207233,17218.232497071276,48284.57749027002,6940276.963894879,5881517.757074384
10209567.816816978,650.6917018384163,7403441.524402007,2262027003.7243485,1083.959244902862,12537884.71329185,2190.7595222126383,11534452.93902033,1443615.2318351944,96567.3054393854,9962465.582125088,4371785.820709885
79516412.69535585,434.5117601294333,6580836.911334075,6061050.424886502,2153.315934621904,5048005.931054955,1764527.7391279463,185828.8581250352,2247094.8850384974,90471.46087113304,1808261.893912468,15567290.126372429
27376929.82580276,218.33181842045,5758232.298266142,248086898.201483,3222.6726243409453,100250280.19721234,3526864.71873368,87941.01820384338,7832705.790410479,84375.61630288069,218602896.15182865,16573443.775043128
2729356.76353404,2.1518767114669943,4935627.685198209,1066287802.1828784,87962.38671128721,1330950.7603949974,46166.98303938911,252232.63252962497,160293.22037471485,78279.77173462833,32115448.855735783,14860942.071893563
62254122.19429904,2540776.092401156,4113023.072130277,1260409983.2089894,448748.5727454375,888209.6311264907,854652.2837526039,111618.22961200628,7563589.247547969,72183.92716637597,11591372.926138524,6463860.364699256
1938206.9754259032,2407147.324340944,3290418.4590623435,583862008.499893,138651.68660557372,445468.50185798376,1891.587079668915,141529.02853822315,24518559.00064615,66088.08259812361,47954193.37098331,7267762.916413042
7707364.178664018,2273518.556280732,2467813.845994411,25301284573.47277,1823272.0702126173,2727.3725894767667,51469.20260619831,235864.2240951147,2757405.4811264006,59992.23802987127,2421071.684870921,4598470.653961991
