Duration_envelope_Max_Min_difference,Duration_envelope_Max_Min_difference.1,Duration_envelope_Max_Min_difference.2,Duration_envelope_Max_Min_difference.3,Duration_envelope_Max_Min_difference.4,Duration_envelope_Max_Min_difference.5,Duration_envelope_Max_Min_difference.6,Duration_envelope_Max_Min_difference.7,Duration_envelope_Max_Min_difference.8,Duration_envelope_Max_Min_difference.9,Duration_envelope_Max_Min_difference.10,Duration_envelope_Max_Min_difference
259.6987481703087,141.84677540192737,146.1301454705822,222.44291939912875,148.9127199017322,629.626710668396,585.886161325123,485.62924464153446,331.6472490611532,510.1238584977892,385.30766692970303,1558.4822858779569
369.7911058660966,140.2992946775293,168.46846819157605,1159.351208575353,193.4411356335852,187.1606092432577,743.923870091546,487.40857185137327,783.217832971123,475.2932391811142,474.1582261718374,1613.9989695373456
590.194471635773,138.75181395313126,190.8067909125699,752.302638719406,444.3286374804169,147.58490802807796,561.3903074119178,561.479095806533,751.3093368031299,440.46261986443926,424.3041902529678,1575.5837458261742
529.2208363170522,115.76935191203216,213.14511363356377,937.87771824176,261.2893950048657,121.0138656501663,531.2200984865638,878.5407736285636,582.0318657580956,405.6320005477643,375.533175355905,1469.8358872199942
777.559685341992,127.24549535745176,235.4834363545576,883.6391818628593,105.44324829975398,94.44282327225464,99.62676770604328,492.4629457184785,402.3279661436445,370.80138123108935,499.2809962052422,1543.886648042684
453.16382071002295,138.72163880287135,257.8217590755514,692.987016313225,517.8243103977419,67.87178089434298,224.5932918774201,568.2858933672505,562.216296299197,335.9707619144144,530.0122000254992,1686.5976720893125
424.1056074233406,150.19778224829096,280.16008179654534,1114.1694743653272,1052.841347526927,511.7611103170328,430.8744289619244,495.8315679104281,423.7801160894537,301.14014259773944,24.55642377346584,1733.9894786484003
559.1078808729667,161.67392569371057,302.49840451753914,748.0506235477176,251.9214552036248,1597.2261614524343,59.98474019364846,393.1834919454516,314.2163045354032,266.3095232810645,768.6719292101703,1690.1315587641088
690.5432526087912,173.15006913913015,324.836727238533,1523.0287090587942,230.8481213207432,381.7517213389288,251.48402259913868,672.2980545663221,306.6720481319429,231.4789039643896,518.4537628572464,1689.4279655749272
449.9582283458362,184.62621258454976,85.71852090217544,1822.9837951288523,89.65115855918378,442.477730503598,206.3003056018964,393.5740279568716,444.0785083191447,196.6482846477146,733.2767336940154,1665.5008087599067
654.7781708020468,196.10235602996937,89.9892966739418,753.7953919391992,552.145542726452,248.45972281179365,161.1165886046541,821.3369286528407,166.38241066557157,161.81766533103968,931.0017455429526,1615.071105531762
609.2253294321672,207.57849947538887,94.26007244570812,1003.4780938489936,484.4365636701816,566.4203485463767,115.93287160741184,520.7307839880108,610.6125022964993,126.98704601436476,510.3716376091883,1838.256545994537
540.2464043768464,219.05464292080856,98.53084821747449,1089.7683724516237,176.72471214558192,1990.369974225547,482.17384248211454,728.4661473104524,644.1730368541506,226.3721985402235,307.1785264490281,1471.099168701482
791.1804008172587,230.53078636622817,102.80162398924082,770.6368260735225,383.06936642137896,836.167467298746,848.4148133568173,596.4207532039624,610.6821972376756,325.75735106608226,547.0884941985665,1727.8612808705525
751.0969789025916,242.00692981164767,107.07239976100718,1117.137347982263,291.0492542551964,794.2590284482044,731.6973218225162,589.9746163259999,475.2953966242011,322.5945742687524,566.1489977613742,1715.0401188033377
718.8035012297596,253.48307325706736,111.34317553277351,1476.3322750628847,528.9059629800041,1141.203676583165,614.979830288215,423.00928980333305,901.9507624108796,319.43179747142256,620.906766996586,1946.8530525549213
953.9510747885788,264.95921670248697,115.61395130453988,1545.1348041465917,675.259150126433,846.3144091559295,498.2623387539139,437.932042973725,518.3232630460293,316.2690206740928,245.6259692176856,1701.585311790464
890.1240894992916,276.4353601479066,119.8847270763062,1036.3614813159209,749.8194549346903,1348.9025495512813,381.5448472196128,2147.9199299859874,699.4289302503594,313.1062438767629,345.837292315224,1639.2755920823067
1283.0179228268496,287.9115035933262,124.15550284807256,1400.530181500807,765.9915195623585,1278.1270319971186,264.82735568531166,400.2290877544948,341.22794573358345,309.94346707943305,456.5429322384928,1581.6538331063875
734.9113064324828,299.38764703874574,131.37676032934831,995.7677446148796,832.9492034965281,1089.9257803201444,148.10986415101053,1339.4061741812448,455.9850721000767,306.7806902821032,395.5440064775635,1623.9177978725404
616.2576819920951,310.8637904841654,138.59801781062407,1322.901768036581,756.3315143554325,1423.1427660273732,169.50416051810595,405.3485771541496,359.5913827052308,303.61791348477334,290.5493584490161,1449.9772032686776
700.3902818127951,322.33993392958496,145.81927529189983,1277.666692308614,829.5477315736226,707.7149407329141,190.8984568852014,723.4118436223632,449.7608823517978,300.45513668744354,424.7841775858253,1911.357076053701
802.8372831925238,333.81607737500457,153.04053277317556,892.6711916081265,875.0847228601584,640.0797801585836,212.29275325229685,966.0498486209935,529.5196113305739,297.2923598901137,273.0975235547568,1591.146742698088
828.9478441213297,305.6479190656992,160.2617902544513,1311.146673128156,1008.1269102348294,414.8887851549453,233.68704961939227,639.9022205532334,436.6264108784322,294.12958309278383,1279.0446581218594,1502.078257767501
800.7853912325863,277.4797607563939,167.48304773572707,1207.4207009179663,799.6291913100264,402.091205944828,217.5255607503429,1043.42822277513,763.8944894508514,277.2426972719465,1024.5327163959455,1769.477443280015
660.9365194040408,249.3116024470885,174.70430521700283,1232.70085308727,910.2699566817596,165.7517802686956,201.36407188129365,844.3066187251022,618.2414254542634,146.77582390247062,277.7281462766228,1604.1804470275365
485.0924472619884,221.1434441377832,181.92556269827853,803.7133867090128,794.7331291417215,338.8197030237028,185.2025830122444,522.9509049040729,767.3862767302599,326.5556390476464,266.8389674667498,1595.2905629007887
468.2912630164311,192.9752858284779,189.1468201795543,601.9278501425086,871.1119437550198,946.4616818161876,169.04109414319504,642.3705311199315,1060.8969694331086,419.7952264932683,366.6287127402473,1665.4911869022353
473.2105160793735,164.80712751917252,196.36807766083007,846.1128441885694,1481.5170832572232,666.9615809778223,152.87960527414572,562.8002854487186,482.78617751433626,513.0348139388901,278.1172510770466,1526.3097060864272
477.7734969095956,136.63896920986718,203.58933514210585,1447.142090128944,794.9862186913075,655.7327476953166,136.7181164050964,436.92242259274434,1217.6430129892503,533.8143171875071,270.7928278007163,1558.8644299098269
562.532266990399,108.47081090056184,210.8105926233816,1524.7562647079774,933.6411066488296,1293.8618132519846,120.55662753604707,641.7025115720435,415.5689118727989,554.5938204361239,581.1584738337764,1564.140526577099
805.4431168162587,80.3026525912565,218.0318501046573,1527.071739110104,929.5339190108295,611.5105069058435,104.39513866699778,865.3791249490213,987.3403490014658,575.3733236847409,718.2181329915389,1742.0345814525772
503.7960145007038,52.13449428195116,225.2531075859331,1863.689840439336,808.075073424671,670.4630333497112,88.23364979794846,1089.055738325999,183.78777361226128,596.1528269333578,594.0915847145365,1305.63256728203
555.0343090159963,23.966335972645822,232.47436506720885,1559.3215409530033,984.514494696576,918.3977767163452,72.07216092889917,868.1005296202248,529.6643260079484,616.9323301819746,443.745771243944,1098.55549971995
686.81501319782,33.120909773947616,239.6956225484846,1840.2856798343744,1877.2656788830395,953.8104797136236,55.91067205984984,825.6061625006894,670.5718151287385,637.7118334305916,245.2654257262701,1175.088022549954
619.8682922258238,42.2754835752494,246.9168800297604,1632.4432809632317,1461.775432217948,794.5195868329166,90.31724889764824,684.9281374853637,105.02828638468918,658.4913366792084,562.5802235634351,1545.6048924076872
476.6959399064251,51.43005737655119,254.1381375110361,1359.049764159132,929.1757946232716,622.1536809854808,124.7238257354466,886.6497841994889,228.87059691532443,679.2708399278254,400.2352291308065,1144.773752261848
565.5398659911851,60.58463117785298,259.3624937645371,1252.598563414222,885.5138853708503,850.5788973202384,159.13040257324502,719.8655685377639,251.5485735055973,700.0503431764423,380.0988383921798,1282.957135429764
528.4822858078563,69.73920497915478,264.58685001803804,1780.39132103239,833.8380954523292,777.0558679233118,193.5369794110434,372.102060699708,79.55524359666538,720.8298464250591,276.2900154197523,1478.6227429142082
694.3191617645884,78.89377878045656,269.811206271539,1865.805996174052,948.9384001273098,799.6086107757337,227.9435562488418,433.5375211122507,68.29073175418824,741.6093496736761,252.1296726467084,1230.1359518279817
699.7665865216227,88.04835258175835,275.03556252503995,1988.847065316298,874.0993722907838,656.8065469652757,262.3501330866402,535.3532804107417,290.7156688969342,247.7549125616628,445.0433332288508,1251.510434319208
768.5650340763609,97.20292638306016,280.2599187785409,1428.6065924737225,911.9297786860092,663.8096121608809,329.3985385475804,230.6740386452134,526.1388847438565,158.61739501745234,603.397083748893,1546.6312843207909
735.1147166582803,106.35750018436194,285.48427503204186,1779.3552503277103,1158.7970058731669,887.7669027854823,61.96193444957811,564.8923923097824,223.57410410709576,69.47987747324191,772.251377962766,1240.654079039335
898.4319160608418,115.51207398566372,290.7086312855428,1565.386784277456,1535.5620408292823,821.9514384077828,401.2563097347161,526.9629582292014,479.4176635041925,79.08093477270687,778.4344592611848,1633.537033940311
757.9067447979064,124.66664778696553,295.9329875390438,1100.3760686930032,1614.5365836807052,665.3421790204927,260.5400194278827,806.4478275183392,147.30300125815944,88.68199207217182,481.6116855634424,1575.4065037990083
729.7496078527599,133.8212215882673,301.15734379254474,890.4569233565267,1304.540567172515,637.0117329477714,145.4499651868307,142.8388449277951,495.2866104586428,98.28304937163676,538.0584734778803,1668.942136179264
636.9385148791837,142.9757953895691,197.4552395504488,672.6197342152275,1360.0837728272982,1400.1424743406178,30.359910945778665,122.60270737291512,459.818934483903,107.88410667110172,502.1835972136226,1386.054914989206
695.8698978089534,152.13036919087088,292.0090140289953,682.3082883474735,1233.5110248069532,801.4573927761085,371.4252837761341,699.748696449104,256.28555302353425,221.0475939109845,400.6002220262265,1285.15943082071
1221.6995505317914,161.2849429921727,386.56278850754194,892.3510411126364,1172.5067195238637,893.7526263545182,290.0434080021262,427.8776001039556,299.70132483219754,334.2110811508673,488.7665981165404,1549.0212109903753
721.6822147609938,170.43951679347447,199.65742745680149,854.2483247046557,1129.756757969464,869.4481285619579,208.6615322281184,495.4714326937951,425.6914528592166,26.694176127893115,507.2317391469135,1558.6710047536426
670.3609298504425,179.59409059477625,3.295924710897225,944.10700978516,1174.003562091801,1247.2173980551631,127.27965645411052,205.87180499196097,273.0631425572752,452.2422398622523,659.1505594637645,1576.3197929871244
639.0922701572737,188.74866439607808,625.4219828792843,931.3993887900627,1017.5335939326942,879.1869466309644,45.89778068010264,172.9998323738323,351.9150510921627,877.7903035966115,836.0358599986394,1678.228195024349
587.8824375249858,197.90323819737984,159.6409618576588,852.8807361302693,6797.511714481169,806.3147093468322,88.69329641873236,602.2377467610177,327.42524188108143,1303.3383673309706,606.92006079197,1713.8450123149614
619.8943048526269,207.05781199868164,171.42841010301188,830.6736962150272,1134.856087650477,727.3452645560883,131.48881215736208,526.46328786157,417.6216150381323,1728.8864310653298,236.45418108788743,1602.639266027434
556.7713725472211,216.21238579998345,183.2158583483649,380.52294059294815,1031.7291407234386,613.337811680271,612.3762579374264,599.8870517145742,457.5175697338835,585.9868145236475,516.737120403131,1643.9994631487482
476.6517310141712,225.3669596012852,195.00330659371804,634.8562912533357,1397.509434181589,149.65273059486168,473.9326094308617,637.4702619578678,389.9984575857856,149.40920216942476,201.5794440656832,1334.5761404988762
517.475914042425,234.521533402587,164.31631713281078,497.9726837639573,964.4522199587908,190.8701259641548,499.26643562152606,526.768392038834,594.8394762925906,126.44660027458757,332.4158943345267,1557.496108262589
476.1100441237415,243.6761072038888,162.30903900295743,782.8477438435858,1010.6742295787324,67.5850245035486,393.0032773922168,682.5433460348431,798.2973169475748,103.48399837975036,702.2055066095593,1698.1218368581287
528.4263269310737,252.83068100519057,160.30176087310412,636.6308251945427,995.5864963090628,98.561564216967,286.7401191629075,525.2712699698062,347.6544308767995,66.96304348348588,298.622898136207,1803.715355314962
437.1310302235967,261.9852548064924,158.2944827432508,377.2161884251069,948.407208846789,1226.8871540541638,264.9522377475956,516.9970857140652,680.1708592920958,30.44208858722141,864.5509350934906,1756.6693457199635
447.10587952585496,271.13982860779413,156.28720461339745,472.901655797322,1106.6525573710994,768.1471443394489,243.1643563322837,914.9315250185488,580.0193798828976,95.71098066827405,152.1537172973775,1701.9366028704262
473.6211592784666,280.29440240909594,154.2799264835441,429.61809127596575,1055.0360280808916,146.71480383243977,221.3764749169718,485.9075511211511,253.86335354872523,161.47557977043982,799.4517445562453,1737.6015662983605
369.3565764817577,289.44897621039775,152.27264835369078,753.7160105091393,1423.710668803472,126.40736514591498,220.0113455026526,518.201265781934,256.4014666201371,180.71199732787773,718.351053335985,1727.5129549165138
350.5347125581696,298.60355001169955,248.57223040199983,938.1982701508628,893.271106522849,841.2220475908077,218.6462160883334,472.6885472894268,349.18524333307795,199.9484148853156,207.2194683194631,1803.264377936227
453.8057616538944,307.7581238130013,233.94491241090608,654.2105282194927,846.5873528925804,890.682125649985,217.28108667401423,524.6273709163127,212.34309455784256,215.58762246344665,383.4255010170901,1763.349260006726
440.0732197782767,302.13762326320904,219.3175944198124,697.4913674801993,922.2573672841252,861.9190149906592,215.91595725969503,478.4026164353803,250.329258673088,231.2268300415776,282.2554927274612,1636.3658594713456
413.4917171191509,296.5171227134168,204.69027642871856,715.6925650359096,926.5449037263542,1159.9803193780558,214.7555341226152,619.1185180628562,720.3568949023498,467.7258390939882,103.33715600738034,1650.2980155846865
622.5243013357417,290.8966221636245,190.06295843762484,922.1695014470802,905.1336598519296,872.9288455337812,213.5951109855354,663.2059352546939,306.3498994719756,420.31706676066784,85.99975899935987,1735.2312038948285
418.3871543188768,285.27612161383223,175.43564044653107,941.265138578206,1156.4763565466358,790.7320907851919,212.43468784845555,658.3696563158455,226.80524139747308,372.9082944273475,68.6623619913394,1641.801980094745
352.9575962850584,279.65562106404,160.80832245543732,1009.4999999626742,987.4940104026484,716.2098192830299,211.2742647113757,752.2952900723376,791.2097047421289,325.4995220940272,199.3245433213825,1729.8208971700026
355.7733495503608,274.0351205142477,146.18100446434357,1162.7043858725508,940.4840683455787,1254.8110752267366,210.11384157429592,826.7010729500063,773.0577331605091,278.0907497607068,166.01038359793515,1589.3081658941064
424.1342787778387,268.4146199644554,131.55368647324983,1021.3924251608556,1053.9688209076155,990.4750189641532,190.122357047506,716.9500733326914,647.9467880185716,230.6819774273864,132.6962238744878,1508.0932697217283
283.61216273006914,262.7941194146632,116.92636848215608,1113.511698968441,997.3494460112954,803.9096107447325,170.13087252071608,657.5714401761074,632.9924316513612,248.37507962789232,99.38206415104044,1466.412633837642
263.60985048929587,257.1736188648709,86.27167374853448,804.1822379961275,966.7939574900148,1139.6483728105316,150.13938799392616,669.2716109485161,659.9791383076388,266.0681818283982,163.69629722881024,1549.27880937979
453.87070054204713,251.55311831507865,55.616979014912886,2407.5188350191684,1049.33874603058,838.6745108263077,130.14790346713625,689.4977047731164,473.8676479865612,283.76128402890413,228.01053030658005,1435.9997717223246
420.1756248580991,245.93261776528635,24.96228428129129,,917.124182933444,818.8394478887205,110.15641894034631,770.9878031724545,376.1959604731739,301.45438622941003,292.3247633843498,1295.811294293139
541.0744610324622,240.31211721549408,31.357093375651843,,1011.7868842235764,937.0370446077566,90.1649344135564,699.823962866526,745.1763357303092,319.14748842991594,356.6389964621196,1548.1772594941444
531.2046367316048,234.69161666570184,37.7519024700124,,1001.5221145817138,887.3453909780051,108.6082640841443,808.7823323435392,630.2679012233131,336.8405906304219,368.26298722921865,1733.3399361915738
301.40555532244025,229.07111611590955,44.14671156437295,,1474.5814998041442,936.4674990692416,127.0515937547322,853.2024214090675,780.3995630346575,354.5336928309278,379.8869779963177,1662.97474007621
403.866852055119,223.45061556611728,37.91434264910942,,1141.612637780542,853.145835936162,160.46423209306647,787.2894890394899,835.358015181015,372.2267950314337,135.42640483741036,1123.1614037070735
524.9234791598183,217.830115016325,31.681973733845894,,1048.3626914712129,1041.96809957991,193.8768704314008,864.8088395696474,896.0562991179868,389.9198972319396,144.29954560605375,1304.8740561461177
432.0656615493226,212.2096144665328,25.44960481858237,,956.61499569885,760.4491445688336,227.289508769735,865.835917923019,758.9563128457692,407.6129994324455,79.12832720640796,1619.4375472708325
451.1760094372949,206.58911391674047,275.4243333006427,,1068.5327699889697,841.0120391441014,720.3699670426548,693.1637220950843,551.7208567562042,425.3061016329515,579.814770323924,1155.56365514352
262.9868424768132,200.9686133669482,259.90845045447685,,1167.0829375784288,767.5018413535229,39.31292846453442,670.8650920461367,851.7729526697335,442.9992038334574,307.8260875772013,1585.918370705918
409.88017954857537,195.348112817156,244.39256760831097,,1178.711435770154,898.9953108177394,185.02640003329668,669.4533562698956,793.9240328017189,460.6923060339633,277.3468963697064,1251.9243390450893
398.41889496217993,189.72761226736367,228.87668476214515,,1406.212083526318,824.3823915636541,180.09484319363477,668.07611680892,631.9233865568872,478.3854082344692,438.9291842952569,1547.4670465780694
496.00058450078257,184.1071117175714,213.3608019159793,,1206.5731186336452,697.9776865698595,175.16328635397286,781.7387366455371,655.5599120651091,496.0785104349751,284.219366500364,1539.6260553782995
463.6784611471549,178.48661116777913,197.84491906981344,,1427.503775153819,648.7960820670619,170.23172951431096,736.0759472901161,849.9783222449752,513.771612635481,250.6198030196229,1735.8740594152
433.2326129459477,172.86611061798686,182.3290362236476,,943.123942801546,646.1346608803792,165.30017267464905,751.1837590336398,626.1833573682827,102.6912349304531,716.7092827073066,1531.2710985535934
278.412943099666,167.2456100681946,356.0390785501954,,1116.5351883179358,1393.4516989648405,160.36861583498714,705.4268316598841,402.85152747335854,168.33666252548142,964.2487215417234,1282.8321263862367
183.1740709091601,161.62510951840233,764.0382067124933,,1410.1925340797973,994.7783013855144,155.43705899532523,686.8329434108692,435.586922594535,233.98209012050967,274.7443227100979,1438.219312755774
98.5217112863334,156.00460896861006,547.605955686276,,1305.1345352849933,692.4618230121562,150.50550215566332,764.5271685721953,688.5993150882249,299.62751771553803,470.2651577853762,1145.705723288248
116.01650686418164,150.3841084188178,164.0157567481205,,1470.5514155789367,810.8556249197044,145.5739453160014,819.4880728444363,607.591146213261,365.2729453105664,495.6779237329839,1355.199017748065
425.5677247376496,144.76360786902552,1293.8366920572084,,1399.2334360920877,961.4053912429092,140.6423884763395,722.1131777219741,457.1106329275468,430.91837290559465,420.54544543500447,1651.3039519322538
464.99469260618434,139.14310731923325,649.8701473924225,,1502.26405006643,1870.3752989538089,135.7108316366776,856.1547920646376,727.3049642205768,496.56380050062296,428.4780911037534,861.6718942888767
383.0028850942998,133.52260676944098,751.227859410212,,1451.6646040848689,1307.7969812059002,130.7792747970157,1018.5537673079242,592.0356679103621,562.2092280956513,500.2130299513946,1431.396813004144
426.9391803028426,127.90210621964872,530.7594341261614,,1417.4271817933395,795.8010135803067,125.8477179573538,899.145433173402,205.7393327316767,627.8546556906796,243.48880942666085,1205.3973521471169
451.7900832204492,122.28160566985645,310.2910088421108,,1503.192910381367,1079.9427674609306,120.91616111769189,810.371857632699,325.98624000952583,693.5000832857079,385.2376729141488,1196.7554286126026
146.13300690251242,116.66110512006418,89.82258355806022,,1409.230025445463,616.3598454242119,115.98460427802998,799.5639133617179,269.6571669808376,522.45381401587,435.7931941042869,933.648719730856
407.1366471970644,111.04060457027192,23.44848705681642,,1534.8545891597107,1109.7273630241102,111.05304743836808,863.9738910674282,287.23238539655404,351.407544746032,397.3683354559533,1338.9224235351614
442.22660316535337,105.42010402047964,116.30486436790092,,1532.3582526696634,857.4214166651346,106.12149059870616,851.6093655592629,537.3289987799204,1062.720017622138,536.5328475948619,1239.306570191377
474.4289116400145,99.79960347068736,209.16124167898545,,1581.36786027779,973.0617782670848,101.18993375904424,974.9123617317504,818.7533274274285,1774.0324904982438,442.14058025091816,1402.1565859850543
424.0038177934659,94.1791029208951,205.9374149472428,,1556.380619898772,1001.5675849114248,96.25837691938234,878.8623288748566,1030.1059612759818,2485.3449633743494,441.0666089664331,1436.1847776375898
324.2882467213438,88.55860237110284,164.36941200755143,,1871.2043204148129,1245.1338235481242,91.32682007972043,849.0198754924628,900.5461806510805,594.816159859209,439.992637681948,1419.4077369364388
291.70691646478485,82.93810182131057,137.05439271617385,,1714.8682608043323,828.6002253004106,86.39526324005853,948.8048513705912,801.7208751844083,85.07219734167654,436.2171613472881,1524.029734933708
179.97578840607113,77.3176012715183,109.73937342479624,,2531.138216673545,823.1656555579286,81.46370640039662,756.6603322219728,799.6169400261488,202.19567686432208,653.0006513753228,1446.2328856656352
225.82076069002235,71.69710072172603,82.42435413341866,,1755.023234849645,932.9552708068048,76.53214956073471,864.9986924956321,926.7475676842912,269.11352545918817,619.9227358264706,1236.868489071495
358.1912761772351,66.07660017193376,137.99080328764657,,1724.6071843860557,1163.4659063186018,71.6005927210728,865.8961505249364,769.749258507751,325.7175755259633,150.122941657179,1454.8654281791053
248.52656341933164,60.45609962214149,193.55725244187448,,4474.507803907442,836.9673852012387,66.6690358814109,870.7070217185751,306.83757691940326,438.8404441597067,428.5777779811125,1257.7514994712874
258.24945058867024,54.83559907234921,249.1237015961024,,,844.8497010315157,61.737479041749,1188.1396825572358,485.8745806558838,260.44301955427534,581.3869541323536,1307.566270332976
194.24337431846524,125.466379834078,304.6901507503303,,,907.419268062338,84.14602580007504,1023.448559416972,287.2885141579541,353.5866144030026,390.8353162129996,1435.4936836194538
480.5735376197726,196.09716059580683,360.25659990455824,,,1364.0342224773365,106.55457255840108,893.6838592640447,301.4642895302968,129.3323775098308,562.0182448623672,1263.9786879338924
37.261941764136736,362.3554256726501,415.8230490587861,,,815.5809182387383,128.96311931672713,899.9763951560707,255.72329664742105,88.62201330496288,628.8420037586538,1150.218180983965
5.7567601932939,126.2681534897801,672.4604572696362,,,927.6704667654468,151.37166607505316,1138.0281263140507,209.9823037645453,174.9600267051091,572.7888030794534,1278.8285904920074
320.5161470299405,265.60321635515754,512.7642204175986,,,815.1383478377425,173.7802128333792,1145.0370516794426,689.2481829343865,28.416817371870025,688.3006490249576,1560.5046654777857
295.10819713692115,270.22321607032575,353.0679835655609,,,934.8991226745964,189.5743864730224,1048.2545351407718,778.8911644170303,43.00325034626988,591.182587374451,1504.9233680733182
290.5894554028964,274.843215785494,193.37174671352324,,,866.6747903309239,205.3685601126656,1078.0905947149456,738.2335807779294,57.589683320669735,612.2278073937227,1328.2957652538605
332.3897865426818,279.4632155006623,33.67550986148558,,,751.3339583799197,221.16273375230872,1089.923120157048,929.0822818740234,15.616542138860382,561.257914566837,1012.8211136705957
689.74651196091,284.0832152158305,279.8609406290452,,,828.324798918878,236.95690739195192,1166.5599942696188,852.3955753175212,72.67289400675384,476.2409330476022,882.7656706065819
961.77507232347,288.7032149309987,681.2194501742626,,,824.2211047860134,252.75108103159508,1476.9616085735754,850.2716862726694,109.19104555756104,735.011612720584,1006.7016762984288
666.5984676342407,293.32321464616695,139.86034381113348,,,964.7783309081462,268.54525467123824,1279.889005773753,876.7694795798459,200.53177547502705,489.5661842910349,950.7102398582324
