RMS_envelope_Standard_deviation,RMS_envelope_Standard_deviation.1,RMS_envelope_Standard_deviation.2,RMS_envelope_Standard_deviation.3,RMS_envelope_Standard_deviation.4,RMS_envelope_Standard_deviation.5,RMS_envelope_Standard_deviation.6,RMS_envelope_Standard_deviation.7,RMS_envelope_Standard_deviation.8,RMS_envelope_Standard_deviation.9,RMS_envelope_Standard_deviation.10,RMS_envelope_Standard_deviation
36.5662412748806,45.28323592908561,42.64755844822124,29.41418519384877,31.06063616962336,35.78347187263529,24.626669755966866,25.64904657037727,26.517679952626622,30.613103053744588,31.235383790426138,22.88965709888493
10.906383768851128,13.946967179786052,24.832758915656346,11.590942880368443,2.6853323737550268,4.768744932833284,4.24634551986058,7.970502515218762,4.915289374549628,5.724602268757227,6.134426259326506,9.731583469155645
9.556376319146468,4.762503959702244,7.017959383091445,10.339480769717648,4.0711073325126605,6.423032834090142,3.2987365334621126,5.078285865383975,1.2374531407393343,4.009236265058987,2.817551089039973,7.034911159094992
10.21934178713168,4.670127419767303,5.942782666789002,2.175434220597185,3.0360873686712515,8.077320735347,0.8611826018760159,5.336162763817238,0.8310851219451093,2.293870261360746,2.257680184127586,4.021842592585376
5.745779884173163,4.5777508798323625,4.86760595048656,2.396705212642793,7.241269368900276,6.552455859588723,2.791207118227538,4.559526218826685,0.5602230482460295,0.5785042576625055,1.336969052347598,5.355042996353497
6.535009373073479,4.4853743398974215,0.0449409870912873,2.6420578140372686,5.648394855883363,5.0275909838304464,4.72123163457906,2.5826233397544707,1.2782001499888338,7.953413595855792,2.800150472396007,5.005654541462824
5.549923365293822,4.3929977999624805,1.681799604326451,3.25667206928577,4.05552034286645,2.906846266360056,6.651256150930582,2.891280772048104,5.401216158231528,7.485639051406764,4.263331892444416,5.052836401200106
5.671134448844894,4.30062126002754,3.3186582215616145,3.849777636438072,2.4626458298495373,10.765685951271283,7.920057725612921,5.446043512180269,9.960255722809528,7.0178645069577374,0.0559651723472072,6.098292084835805
4.84954566220078,4.208244720092599,4.955516838796778,6.490737379771309,1.374832966195709,9.505323752112892,5.951020207407792,4.668094247238058,14.519295287387529,6.55008996250871,8.919030676071149,7.363614626562914
4.621217657234485,4.115868180157658,7.402588731051706,8.480757901915817,0.2870201025418808,8.244961552954505,3.9819826892026633,2.557768293963252,8.044177802557634,6.082315418059682,5.793880189742833,7.600814086090176
