Rise-Time_envelope_Root_standard_squared,Rise-Time_envelope_Root_standard_squared.1,Rise-Time_envelope_Root_standard_squared.2,Rise-Time_envelope_Root_standard_squared.3,Rise-Time_envelope_Root_standard_squared.4,Rise-Time_envelope_Root_standard_squared.5,Rise-Time_envelope_Root_standard_squared.6,Rise-Time_envelope_Root_standard_squared.7,Rise-Time_envelope_Root_standard_squared.8,Rise-Time_envelope_Root_standard_squared.9,Rise-Time_envelope_Root_standard_squared.10,Rise-Time_envelope_Root_standard_squared
3302.5046873839965,1404.085009302576,4748.021218916095,1809.9174590534133,1148.4173962263983,1841.762892456837,4867.603748104052,1806.566255435984,956.8203713492017,1425.624322406006,514.7854141073269,12471.423503147238
795.3023444176405,260.9135711065554,2465.823509804894,377.1485823902963,132.4416231923176,231.96925058407567,259.7296649289287,1044.7625887742126,206.74532204866424,136.0319682400857,262.46601534180974,777.1064074678079
1392.4679758376803,100.90653353542996,183.62580069369352,557.2630783346293,87.81395847434993,175.24359200720087,126.77052857974256,654.8158451281112,121.9293840084584,139.0726156753134,96.8038148313637,412.20764503721546
2523.506949176384,98.84545690579236,154.08810456110157,166.2157029763103,130.92716040384653,118.51793343032604,88.50128519393789,1402.384157791638,84.1502771616453,142.11326311054114,184.23324574189184,1979.016838397776
3007.620141378083,96.78438027615478,124.5504084285096,123.5457945631534,103.68682091266764,113.6568803765554,92.24139006337288,1055.1796719838528,166.20719165731322,145.15391054576887,187.6656912953004,1696.8752939179687
4375.854813490322,94.72330364651718,109.12210770019868,117.32726210665014,249.56531886751333,108.79582732278476,95.98149493280783,307.8577740409403,112.49694421940484,275.45131465078265,807.6817397582518,4443.094922983657
3404.1152847423896,92.66222701687958,179.1140035980531,189.8665090302761,395.4438168223592,86.8535373660593,99.72159980224284,229.80506208238893,160.97222241282242,265.9193809653435,1427.6977882212032,4621.254629932353
3040.486119317008,90.601150387242,249.10589949590752,140.0143172670169,541.322314777205,214.15845071617457,78.2379085222011,198.0451867246757,117.5751627928722,256.38744727990445,223.2252795325701,4968.637422849015
2935.75994328648,88.5400737576044,319.09779539376194,202.3957927956996,341.5572955833716,213.9072877982233,81.01073232238171,160.6942102038192,74.17810317292198,246.8555135944653,1181.8496171716447,5795.94113767262
3698.7584851638326,86.4789971279668,161.41789101755333,152.14103867433928,141.79227638953822,213.65612488027207,83.78355612256235,157.24885783616432,60.53802399110753,237.3235799090262,1467.966014877553,6432.529301255712
1030.7209843270405,84.41792049832922,168.0465349972958,319.6816518226648,203.0459043321493,2056.8733128048407,86.55637992274296,483.2704928062543,309.2394263243925,227.7916462235871,1610.363805094141,3756.828864791436
2728.516743154313,82.35684386869163,174.67517897703829,126.66319367055004,135.9640649694048,1651.8776451720846,89.32920372292358,435.6718388510325,174.99803633064676,218.259712538148,1099.2881262441235,4146.397147580109
1253.3222550931546,80.29576723905404,166.31331353534767,97.15973558484994,116.62312687288328,710.4815426282818,367.3802221341336,406.94613151506286,189.2305137602028,208.72777885270887,1177.128247505172,4470.276928700615
920.1435890801024,78.23469060941645,142.7858352203651,697.9905926816763,132.27012872375724,759.2727450397352,330.04422137685566,701.1098680155355,340.069910515854,199.19584516726977,1602.744454008151,4135.577956699304
806.1794047395895,76.17361397977885,206.7657067801616,701.9708925549719,106.67882278396672,1131.9027930369425,292.7082206195778,430.529803852651,203.9310902129412,189.66391148183067,1807.986345614179,4624.23851092792
1125.712583787149,79.39246153846162,202.2651585199838,432.3800826973912,81.08751684417618,95.65627021136667,255.37221986229983,908.075571434312,88.96777301149649,180.13197779639154,1313.7138884684755,5186.950721029351
2239.395656523372,82.61130909714439,197.76461025980603,141.27865348724285,55.49621090438566,204.95120271803,218.036219105022,882.5775585890971,159.4892837915036,170.60004411095244,1614.2027564778036,5632.058010284154
506.8870536511208,85.83015665582715,193.26406199962824,196.0751422919416,74.73242555489767,261.05294636844576,180.700218347744,1003.4020836918296,230.0107945715107,161.06811042551334,1199.818276512599,5487.18494247765
969.8878890952708,89.04900421450994,188.76351373945045,44.60575256681141,93.96864020540968,200.6677138596474,160.03469519271383,979.9080325314768,196.91169677721456,151.5361767400742,1176.358409654808,5364.846457636127
673.4020454471361,92.2678517731927,184.26296547927265,63.485267785972106,113.2048548559217,140.28248135084905,139.36917203768368,1768.7206777697054,131.53083177707535,142.0042430546351,491.96658738240745,5580.672969675291
472.6625640185785,95.48669933187549,179.76241721909489,111.9829884643446,217.0325668470549,107.47158225563842,354.36813845543605,1725.6654490525088,94.79626924259485,132.47230936919598,301.6700642790796,5372.662977628407
1378.4044901756356,98.70554689055824,175.2618689589171,155.44778578361783,67.07962441678971,121.5940522603128,260.8970485001431,1729.3163978965806,313.8264324482675,130.8386794313683,141.23638390034267,5679.468922727019
290.43240295920936,101.92439444924102,168.87157629311147,108.68846673361372,137.1293206404089,364.0815797429297,167.42595854485023,1647.7303149711256,200.62694957887967,129.2050494935406,297.3338906926769,4733.6546609637135
206.593861364044,105.1432420079238,162.48128362730588,93.15204278494936,207.1790168640281,178.90482342964447,367.6629390952914,1418.885095147481,184.9261795381516,128.34779605779605,484.0582969236492,5329.592050592255
237.22485706960347,108.36208956660656,156.09099096150027,146.94883172660906,277.2287130876474,95.0708039412904,567.8999196457326,1198.1070549975911,151.6922020611541,127.49054262205146,866.3209921324785,5232.518041845166
891.9081410479423,111.58093712528932,149.70069829569468,150.58723575979795,114.21772274022456,59.704631331039295,278.1768386662396,1388.012215427273,132.7325085319556,126.6332891863069,1141.6580825251672,5154.162590088097
635.9937937187784,113.59415557985784,143.31040562988906,414.3157862387863,114.55564250781184,65.58217540109212,225.47184759527084,1507.0640529161476,236.0260143643555,125.77603575056231,430.4289336259405,4755.619075105046
1169.5810530313463,117.69457647014868,136.92011296408344,152.18819918983215,113.0111105950399,71.45971947114492,168.19020916782793,1535.8825772227667,144.56917103213289,124.91878231481776,425.09180688257874,4905.59055624681
987.6563049254938,121.79499736043952,130.52982029827783,591.6110910068239,248.62896126165467,77.33726354119774,88.17604082232019,1510.9395786195123,190.9633334979931,124.0615288790732,208.3736136517205,4677.474188873635
1056.557651443104,125.89541825073036,124.13952763247224,294.3550154866711,1080.7664742611014,110.26469447795942,135.74641433025803,1460.0153675157592,105.78215922484073,123.20427544332864,123.87277006478236,4919.747803806205
2060.370332698516,129.9958391410212,117.74923496666663,107.64776252961188,158.9229982706199,930.0961857930552,93.57797595403903,1590.4689567173289,136.55384773886053,122.34702200758409,242.3766097140427,4263.917071419488
2708.041074316375,134.09626003131206,111.35894230086105,375.8672148072292,96.97500360046784,926.0407133204404,116.79648643843568,1641.7556851900415,173.68108600917066,121.4897685718395,617.3468634541388,4475.521240792488
3033.734460285857,138.1966809216029,129.93204867760386,1284.0454432523195,89.44131558010072,569.7284534233087,102.96947780541518,1544.4733973502257,184.5605813725406,120.63251513609494,445.1874458937054,4240.2005926105085
2763.2156830658773,142.29710181189375,128.58778305562834,2331.730150983851,163.4518215194278,517.5969710146345,89.14246917239468,1648.8628217958162,191.3355647462856,119.77526170035036,528.0879874137654,4541.546990061109
2471.328623036252,146.39752270218457,127.24351743365284,1961.062245877786,169.64202754697428,658.3241011775099,75.31546053937419,1632.7016418429153,303.3291504372887,118.9180082646058,337.70719658326806,4469.906728611887
2564.522460040025,150.49794359247542,125.89925181167732,2437.85088395072,111.85328382473698,339.8506422749661,149.28491965085612,1626.759950174349,195.30455095180747,124.26754730748225,169.1322189737992,3584.6668311869776
2383.315375390579,154.59836448276627,124.5549861897018,1853.913870969277,437.05083050363294,744.4786628323724,223.2543787623381,1038.71034308884,252.1868708890757,129.61708635035868,626.5523018832189,4301.695447647658
3993.7013782106055,158.6987853730571,123.2107205677263,1518.271165442208,1294.1267867510708,497.8670955526857,204.6608626538965,1722.7364525126882,243.06837391260063,126.68827653744675,401.21313958303455,4485.200834794454
2002.204711074008,162.79920626334797,121.8664549457508,1042.1701122290544,1298.747403996659,2162.580631940005,186.067346545455,1739.2528830022786,412.3169297208893,123.75946672453485,399.80887543809376,4399.425875866757
3102.3624805449604,166.8996271536388,120.52218932377528,1784.3948353464375,1903.7935435560728,1321.2375754937766,167.47383043701348,1411.7704687706444,119.25544478761648,120.83065691162294,137.2658599750087,3857.484189042977
3470.822097116329,171.00004804392964,119.17792370179976,2353.1776526726053,2213.9702229626887,2245.0703759450944,148.88031432857193,2161.8404380388106,382.3694582379592,117.90184709871104,457.25875262186526,4309.903017350409
3406.201691738942,175.1004689342205,117.83365807982425,3309.741057112274,2389.1950722466536,3674.6201567612247,130.28679822013038,1569.8953838665414,386.09881978755294,114.97303728579912,335.54737223605093,3117.9260956380854
1833.6661487149377,179.2008898245113,122.8481050213744,2637.1902991650863,2628.4488554573754,6688.739571215369,111.69328211168884,1740.7066704749234,1294.2755855127052,112.0442274728872,736.3690713279203,3828.648997969868
1467.7275882807346,183.30131071480216,127.86255196292456,2331.8042314249506,3040.155708644619,3913.9312578515096,112.26233114860298,1518.7498350344747,2197.223970545777,109.1154176599753,436.7408221778083,3181.3776134630866
2344.933808025228,187.401731605093,132.87699890447473,2411.643754458383,3033.11206876641,2718.683115908288,112.8313801855171,1550.7025478616513,297.12462927406494,106.1866078470634,332.5674786068204,3559.3211356915576
2239.0892901686098,191.50215249538385,137.8914458460249,2083.676037061093,3223.041729562812,1612.8089601139804,113.40042922243124,343.5123257249383,374.6336825713372,103.25779803415146,217.33845549418987,3632.727841719975
2679.477601748288,187.83471245404152,142.90589278757506,3318.1926146340948,3161.572964251397,510.6470560302889,113.96947825934537,256.0068184313872,545.2106792894342,100.32898822123956,870.529807094683,3691.842181989602
2624.423515030772,184.1672724126992,147.92033972912523,2192.168797299663,3567.030444688351,1131.7295690275828,119.09883656485536,325.767053441794,1196.0950599742,137.6941356494232,318.5098143394027,3407.455792320849
