RMS_envelope_Root_amplitude,RMS_envelope_Root_amplitude.1,RMS_envelope_Root_amplitude.2,RMS_envelope_Root_amplitude.3,RMS_envelope_Root_amplitude.4,RMS_envelope_Root_amplitude.5,RMS_envelope_Root_amplitude.6,RMS_envelope_Root_amplitude.7,RMS_envelope_Root_amplitude.8,RMS_envelope_Root_amplitude.9,RMS_envelope_Root_amplitude.10,RMS_envelope_Root_amplitude
85.139964356296,121.67430466387286,73.02593460424596,38.1335141271669,142.1993549202221,102.43375148902835,103.55425115532016,106.61108307425408,118.7525143831482,199.7385892005616,139.57520586042088,53.751845450403856
73.06714517732826,76.24815042217905,51.77878959286857,27.845818131609445,120.98762203581744,67.33922228619234,78.82840934942612,75.78783544146104,97.81738574745371,160.91780219786466,96.31163892404044,38.98851750147816
85.4251361286945,77.90838096047533,30.531644581491182,40.0761106181108,117.43153660392956,59.49053237761028,80.56460615324477,77.00883184032317,93.57748679040128,160.37563178631638,90.97266237635738,39.87150070803783
79.17438623068887,76.04750158961254,29.23864150911704,36.699256496574414,111.22968424872012,51.64184246902821,77.40947132382442,68.04017944439506,87.62747773969038,159.83346137476812,85.95518772129061,46.1916037962366
79.75575970302113,74.18662221874976,27.94563843674289,41.72080761320783,110.77742403126656,56.169216501810666,75.72808939413227,58.74556983635345,87.7009736816398,159.29129096321984,84.54791655211001,48.363277142605774
69.86054167360271,72.32574284788697,36.854625868118944,43.800134199836464,111.80999254312243,60.69659053459313,74.04670746444013,52.95639596754929,84.53205783906557,159.92061191040574,80.29160420411311,48.9496830595937
67.10258819075892,70.46486347702418,35.094631023653484,47.33307598353264,112.8425610549783,57.75316474523077,72.36532553474798,51.04508563908987,83.55084664960255,158.8569866319922,76.03529185611622,48.31031670817388
62.75022612284882,68.6039841061614,33.334636179188024,50.63652792463037,113.87512956683418,47.53250672797049,64.26180405738177,52.73118378902497,79.52196171593152,157.79336135357866,65.72718285041388,48.03897409296155
71.15291875934169,66.74310473529862,31.574641334722564,59.74188703787818,111.5668320956804,41.15717312946119,64.62617221214629,53.28235502132892,75.49307678226052,156.7297360751651,65.14176887789601,49.584933061141705
68.3374769845,64.88222536443583,31.989894725744552,70.04314667173625,109.25853462452666,34.78183953095189,64.99054036691082,53.00615407950571,89.30863418394334,155.66611079675158,51.010972154468,52.79448327685085
62.80788889871256,63.02134599357304,32.656135669587655,68.61947416605703,106.444388422991,70.58178595662979,65.35490852167536,52.51579323514381,101.80435047100435,154.60248551833803,66.82711222586748,52.55313244857653
61.83821763799104,61.16046662271026,33.322376613430755,72.69376769750866,101.18736973136896,49.62184369154425,65.71927667643988,50.95388783892356,87.14721833105398,153.53886023992447,63.23101573050072,56.08626151694136
55.8882306416462,59.29958725184747,32.706991988766575,79.63249451802868,103.00085059869484,44.56589595884596,78.46204438487985,46.31847869808203,86.26654471346114,152.47523496151095,63.52809718002771,56.02764415914391
49.919060377593865,57.43870788098469,24.60759965230112,76.35847116412003,97.40970272673349,45.454141286682685,76.45250036275515,45.94661411668555,84.46415616272697,151.4116096830974,50.92204760602479,55.82907606417143
50.00298075436018,55.577828510121904,24.58182515662593,81.55274041825375,95.53738603024472,54.11163503970204,74.44295634063045,42.402036496178056,88.3436698386702,150.34798440468387,40.37793642525902,44.12090006925299
53.50932959503442,56.34552415530098,26.649414810226027,81.21470662373754,93.665069333756,31.825219399566784,72.43341231850576,41.20493431284675,70.63003267480936,149.28435912627032,48.57695539493617,54.44474090935959
59.4997812645236,57.113219800480046,28.717004463826125,59.90434447279322,91.79275263726724,55.22425231917854,70.42386829638106,42.03767024249512,75.72536356677932,148.22073384785676,41.5663311227834,50.928329610396446
58.22465250545445,57.88091544565912,30.784594117426224,74.97820879582758,92.39409685797531,37.7405352680275,68.41432427425636,39.20180077971313,80.8206944587493,147.15710856944324,51.35834728038186,54.64736039235972
57.18657292454472,58.6486110908382,32.85218377102632,85.77686406182472,92.99544107868338,43.04880490830679,69.78531603030461,41.99772158759153,82.50015918848722,146.09348329102968,51.18529847203199,55.59223749378236
65.16831692358566,59.41630673601726,34.91977342462642,100.35133401986924,93.59678529939146,48.35707454858608,71.15630778635285,39.00060672171315,86.28628969290459,145.02985801261616,49.70852596600764,58.29508388534175
60.65498550681333,60.184002381196336,36.98736307822652,79.0320602593182,91.49682241639492,29.11725272787841,69.3040683360621,36.12448614792051,99.01712694255238,143.9662327342026,60.4222505146418,59.81514972514344
58.82109097066716,60.95169802637541,39.05495273182662,74.07817265834795,86.83553140853743,39.96053331958712,69.81324530416208,33.909710672730355,89.54244017207441,142.44699241548096,59.1343377538135,53.53353395646436
68.94689502734977,61.71939367155448,37.73906243382018,111.41317465528331,88.66512477456828,49.28836684701915,70.32242227226206,36.58089272986203,84.05329946027548,140.92775209675935,53.2662304891227,53.02321494096866
57.37190377747908,62.48708931673355,36.42317213581375,79.02182476726934,90.49471814059916,32.71364656789737,66.50906463820523,31.79158137770868,83.32129520669177,140.52842261445426,59.43568303148177,56.26916452094539
69.49174205275432,63.25478496191262,35.107281837807314,89.42774019138422,92.32431150663,41.28705181123628,62.6957070041484,31.755831732300376,84.26237010606124,140.1290931321492,59.05097237625355,54.01549320836531
64.85518163363494,64.0224806070917,33.79139153980088,106.68312645981186,95.37053336534709,47.24504782122274,63.18755119262762,31.232667079396386,84.00796082072243,139.7297636498441,64.88727156002652,55.48690071934859
58.017426402571566,62.77964149205503,32.47550124179445,85.0333316618535,93.0984040359412,42.44644401008234,54.84915891269792,30.89416077830789,78.59680844564737,139.330434167539,63.7491433852359,55.21726432368932
61.24060485249622,62.74302608135815,31.15961094378801,94.20854164222828,103.1696889840166,37.64784019894194,56.62298477006215,30.65353923920716,81.60714080312104,138.93110468523395,61.45697206608975,57.00755831998961
62.96630247603137,62.706410670661256,29.843720645781573,102.6198248093598,88.74970430255317,32.84923638780154,51.85191438666088,30.511341610488216,85.46263741958528,138.53177520292886,55.44759525247248,55.92758924407976
63.45162635404953,62.66979525996437,28.52783034777514,89.96698629407597,83.20590772353242,41.91205509182272,56.85264164456839,28.149821055143835,80.46679452587459,138.13244572062376,52.31243811386076,55.63584033522367
62.11915630787171,62.633179849267485,27.211940049768707,75.19927497073621,75.42995479416994,63.24203003428442,58.80717292318364,28.318724037606497,82.3043570356862,137.7331162383187,61.69459913078145,58.653744943499326
61.684073994351074,62.5965644385706,25.89604975176227,81.25202747527187,67.84755946586388,66.80866738124544,46.27939285575907,27.07107607129724,73.16355754695256,137.3337867560136,38.52248876947319,61.19884049933172
58.06247254911424,62.559949027873714,23.54837886652024,86.83729171621017,56.27056798710535,65.04359816397829,52.604215354312494,26.83537136981276,87.05306182039746,136.93445727370852,50.7987785445347,60.09190055683497
56.20001806542507,62.52333361717683,23.491797016303234,96.87070721903214,71.4463260586009,75.01498975130811,58.92903785286591,23.66168936531773,74.56751882157818,136.53512779140345,62.485154232188506,60.12663337636548
56.08512154274986,62.48671820647994,23.43521516608623,105.26428736152236,65.11781533579757,71.47083038378976,65.25386035141933,24.997930360738508,79.41968348929616,136.13579830909836,57.86829763674531,57.651166334358166
58.66177495681604,62.45010279578306,23.378633315869227,106.59715037466114,61.84127957771633,65.52687941147437,62.7805141770513,26.81771997975313,79.08423743399204,132.6606652728983,70.92512193423842,55.88510735574886
63.95061661287007,62.41348738508617,23.322051465652223,107.24237797350382,70.11620739631803,79.90787274383754,60.30716800268326,28.86139183139745,71.30898374087383,129.18553223669824,63.03703523401594,57.12928557764279
67.1889722814684,62.37687197438929,23.26546961543522,110.54956703541502,78.46601979720869,66.20940214947828,59.80877112872265,27.96992068410715,82.03340242094724,129.7110548410125,75.29017497619292,55.313919968904656
67.93352348774174,62.3402565636924,23.20888776521821,119.15195775332558,74.94436939810711,62.814680731780925,59.31037425476203,26.316216893462723,80.8184260577832,130.23657744532676,71.62617462877321,54.55880322703948
66.0840000642472,62.30364115299552,23.15230591500121,117.80949653990008,70.2717155734143,59.42106625937991,58.81197738080142,22.35672770180283,76.52304169841193,130.76210004964105,88.27630776881256,53.65752117510065
66.82246593304714,62.26702574229863,23.095724064784207,130.2480746177373,63.6769328282288,49.86139078200734,58.31358050684081,20.62992244962997,81.53488839908711,131.2876226539553,77.88685339398845,53.391322349320845
66.86500915084792,62.23041033160175,23.039142214567203,130.0166503676971,54.96328534702885,53.34278713294388,57.81518363288019,25.20211822203444,83.20956374148297,131.81314525826957,78.38289276494649,53.10068725040324
66.24519518965059,62.19379492090486,23.15585718532497,132.38774042393757,48.01226911150896,52.166793557462505,57.31678675891958,26.93625824459338,71.75004815690612,132.33866786258383,46.35493420170621,50.615388146488776
67.20690318014047,62.157179510207975,23.27257215608273,135.5034514825882,48.32434487107945,47.52155539787861,62.73956456669026,25.319420751106108,63.033841468440855,132.8641904668981,41.42175643357022,48.699810150144565
66.81640476019207,62.120564099511085,23.389287126840507,143.29548179950586,48.789433583658685,43.56381108976642,68.16234237446093,30.8695787905387,60.12040506203307,133.38971307121238,60.94893395158789,47.94426097925971
67.5674273628909,62.0839486888142,23.50600209759828,149.8286874686981,44.51014932044893,41.00110137699715,73.58512018223162,53.81685637047257,60.00835565481253,133.91523567552665,78.88435808347486,48.98171644281691
69.65019475040586,62.25832914792834,23.62271706835605,144.1624460624161,43.794849143326495,51.21927275174352,79.0078979900023,54.96204453386423,56.606595447811664,134.4407582798409,60.16927100625372,48.652189144375285
67.1053656026391,62.43270960704248,23.73943203911381,144.89891000765053,40.3509348896127,40.53106015367502,77.81150679307066,54.416753993323134,52.49591595587964,133.12765789802805,63.359727399744045,48.048257337677136
66.62287955661161,62.607090066156616,23.85614700987158,152.44024593190707,38.64421596946375,40.39669424524328,76.61511559613902,58.68427962368117,44.84192747646873,132.03424844446965,50.28351136125874,49.500200795180426
66.75146925914669,62.78147052527076,23.97286198062935,128.55161275393158,37.174324291639984,53.03691747679793,75.41872439920738,55.60653052710149,38.46656835347569,128.5831631279805,41.60850770646709,51.08437698150594
68.32660304327685,62.955850984384895,24.08957695138712,118.72903813916837,35.77523460851359,47.21258358273826,74.22233320227573,65.04389345654096,48.28177494692101,125.24280177034832,40.55111480718296,48.132197671252925
69.20248258295165,63.13023144349903,24.206291922144885,125.58997946737072,38.55652335028986,42.24144852153727,73.02594200534409,63.57894521300642,55.32851486878161,121.90244041271612,34.834309036276586,50.39297677087933
68.10408034895424,63.30461190261317,24.32300689290265,138.88560139505756,39.12799518452391,43.67295812467382,71.82955080841245,51.50622427360675,33.83522325768765,121.91136059239236,44.289450096131006,50.04518600935468
73.23729226082666,63.47899236172731,24.439721863660424,115.33740704203598,40.86491408105011,46.20519869631951,70.6331596114808,54.5497102566602,31.5355593072247,121.9202807720686,48.84493575928601,52.694061264043256
73.06007133612748,63.65337282084145,24.55643683441819,96.63247409885534,41.30825005318484,46.34822178117719,69.43676841454916,56.873886222074745,43.051120268823,121.92920095174486,37.81575967395384,55.559062104347966
72.9122188926537,63.82775327995558,24.67315180517596,108.1890559780922,42.6730517576688,46.19935737569775,68.24037721761752,59.19806218748929,40.62371687178982,121.93812113142113,65.38461007622138,56.54114722037455
73.78452805451963,64.00213373906972,24.789866775933728,122.56641479410968,42.60003143206169,44.85542709324386,67.04398602068588,58.34925184850659,29.70939051923716,121.94704131109737,61.09741112773687,55.9238258646861
72.15769068753869,63.35849959248255,24.906581746691497,122.86348330657049,42.3941295305516,47.5272342459527,65.84759482375424,53.6447336610333,34.661142924652594,121.9559614907736,58.471559631746125,52.21695471592668
72.21282366126111,62.71486544589538,25.023296717449263,115.19217816792222,43.89322037569912,50.174695381584776,64.08560182853098,51.88208663268913,40.79909814658089,121.96488167044984,66.50291046645808,50.44330413188953
76.21278713628921,62.07123129930821,25.140011688207032,124.57902039037933,43.439455446786056,52.33966747247476,62.32360883330773,62.72527945654991,37.55463239481621,121.9738018501261,69.90255801014632,50.74014932599915
76.8018261406831,61.42759715272104,29.11830791758077,122.1410842141438,43.76658600020458,51.64124486972381,60.56161583808448,60.09064303024398,37.16470291322921,121.98272202980236,63.16566687770728,49.23044045520185
77.16718046879565,60.783963006133874,33.096604146954505,121.02718450449468,45.368416472681325,54.650438999264345,58.799622842861226,42.15858680766791,44.195891086633246,121.99164220947858,54.70609178952853,51.05652255713226
76.83663370089717,60.1403288595467,37.074900376328245,115.66961584058816,48.78555357147463,53.89648286637158,57.03762984763797,38.78040471676271,64.57762670015448,122.00056238915484,57.18440124965572,53.1939397432793
79.2295665083823,59.49669471295953,41.053196605701984,114.02808859472074,45.936327059126704,52.19933500294517,55.27563685241472,51.88806343479555,44.158994312864166,123.64349319807582,56.88256823694833,51.30443834243152
77.33912309313328,58.85306056637236,45.03149283507573,109.23742349956896,45.42279139980731,54.052406075824905,62.65592105769051,63.12103258078999,47.11268424691355,119.77705823232466,59.68655209928353,49.10228006884443
78.12015809543307,58.20942641978519,49.00978906444946,107.25276531173589,46.46929651378032,55.1874014316297,63.66402928224663,60.292897415688685,40.44376822471583,115.91062326657352,71.17619782667154,47.980573821065214
81.72143271046376,57.56579227319802,52.9880852938232,103.8087484167793,50.21691771154315,60.28597703966704,58.656769878594886,60.65722221768007,38.60362212548074,115.794123325881,71.97540057476809,46.45394013530306
81.5387800711471,56.92215812661085,56.96638152319693,120.9564123357996,54.81833545709512,63.74567582576602,55.49027845016006,60.59553626412198,55.066389536923815,115.6776233851885,66.6867569407131,45.538852273867306
80.61633880530037,56.27852398002368,60.94467775257067,138.84124004784232,51.69853405416977,62.760680190681214,56.826358474404906,64.0648265503446,36.54601651458752,115.56112344449598,55.56813124826611,44.22311547179408
81.50776261493712,55.63488983343651,57.06449987530843,84.68078448396076,50.736092188628376,52.62110275784965,58.16243849864975,64.10330387688232,51.63763185850139,115.44462350380346,53.50212479941234,44.49158443273793
