Energy_envelope_Standard_deviation,Energy_envelope_Standard_deviation.1,Energy_envelope_Standard_deviation.2,Energy_envelope_Standard_deviation.3,Energy_envelope_Standard_deviation.4,Energy_envelope_Standard_deviation.5,Energy_envelope_Standard_deviation.6,Energy_envelope_Standard_deviation.7,Energy_envelope_Standard_deviation.8,Energy_envelope_Standard_deviation.9,Energy_envelope_Standard_deviation.10,Energy_envelope_Standard_deviation
518554.1364028886,54562.84013331247,600476.6548571989,,,175208.9990767333,3894411.752748233,2198296.4961630567,187648.2011708801,809878.0673995139,633369.3317885371,1520544.8065728166
3533515.502659221,56610.98778272155,675800.8030280205,,,144384.2302399992,3766575.923376165,1268893.0377938696,121619.0130035264,770274.4853994173,353178.7023822453,759159.6180010152
6593867.084010636,58659.13543213064,1196151.7033747102,,,105878.2415852166,3638740.094004096,1364112.7168270024,102358.6144475985,743213.3401535158,2052579.605066278,1203257.4921999923
2201514.7471562303,60707.28308153972,77998.59954755064,,,121036.83835118017,3510904.2646320267,1327292.4852364643,134516.7322515421,577059.1776711983,1682548.488486533,1317755.2189496534
2415347.4324261425,62755.4307309488,43828.61228528356,,,123627.7886687196,3383068.435259958,1331319.9880622064,141008.39297074592,367660.4911338727,757092.6390160378,1266439.3910332597
257254.13210257725,64803.57838035788,104260.36659243867,,,122732.9720360607,3255232.6058878894,1251527.5728756753,150230.291486999,426024.4516068334,642585.581512042,1763007.616414484
1141902.2036698847,66851.72602976696,160544.99851360638,,,195503.46724921005,3127396.776515821,1472506.973367749,195582.3325735704,306608.28349441226,249548.84915863187,1664035.7421278062
16375359.003554689,68899.87367917605,216829.6304347741,,,119389.8662459663,2999560.947143752,1414086.1417647405,228952.14159474903,234150.4590786995,613324.6817973378,2088097.245937429
9777509.175769858,70948.02132858514,273114.2623559418,,,77090.23580418648,2871725.117771684,1827338.0771838224,299075.069796706,200932.36726931145,773135.4536518413,1734012.8526216026
3179659.347985025,72996.16897799421,276471.2094668299,,,144280.34103289607,2743889.2883996144,2185227.638054819,268768.1962594636,167714.2754599234,567721.8911191865,2000808.17290144
1360113.9469974155,75044.31662740328,1517117.2082990604,,,238081.077489828,2616053.459027546,2440643.9077263526,235996.203437438,168478.2166839689,627355.5638725122,2108735.903014028
818845.5897113313,77092.46427681237,2849261.6962447227,,,296315.15741959657,2488217.629655477,2540140.766345754,217851.3737875755,123509.11337579624,534575.5629022107,2329213.529750834
281794.3290351062,77805.01171425433,1257320.35000747,,,424614.2974740991,2360381.8002834087,2769611.566912374,108998.43313013871,155203.29107592348,609076.7075248123,1299569.0333184872
189660.20018333165,78517.55915169627,1777637.0440053686,,,590164.148346942,2232545.97091134,3078736.3443920515,215415.19516034093,380339.06845626805,683577.8521474139,1198992.9971118346
104481.0402967241,79230.10658913823,395286.7463434995,,,157575.97002871707,2104710.141539271,3157884.630942472,207475.03886203835,306550.1758182728,1532455.3166483722,1420209.9579221483
46245.04319366728,79942.65402658017,703852.7130895569,,,464525.2076407376,1976874.3121672024,3321194.902041648,199534.88256373577,232761.2831802776,2381332.7811493305,1353154.1874141584
33201.57495163003,80655.20146402213,1012418.6798356144,,,1010877.8727276224,1849038.4827951333,3345912.461808261,191594.7262654332,184593.0311180941,2142747.7368044127,1223914.6192239877
137427.0421362716,81367.74890146409,940696.1390812388,,,651614.6738818036,1721202.653423065,3282397.5553381224,183654.56996713064,114541.42910619774,39700836.58157869,1535319.80115232
103150.51196122733,82080.29633890603,868973.5983268628,,,361909.72959436406,1593366.8240509965,3291754.2888775803,303039.70832027064,118207.01475852328,4314868.094756164,1430163.494756388
55786.368141945255,82792.84377634799,797251.057572487,,,221365.84583203588,1465530.9946789274,3126744.9681251715,1069482.8704145674,60826.43626967156,1907686.8524244083,1297065.8079855607
180498.0717711056,83505.39121378993,547135.8830244895,,,208271.2743506549,1399168.962635462,3023945.939258704,897943.5392199137,50222.57430440859,1773530.3860310938,1360498.4797861092
561486.0732649226,84217.93865123189,297020.708476492,,,749625.4035883719,1332806.9305919963,2794162.640531705,524014.318068868,93551.3773001893,1026685.0021068964,1298806.6176254274
50906.10403600209,84930.48608867385,122388.4896721216,,,4462936.97545703,1266444.898548531,2760908.5547725544,150085.09691782235,180941.289498874,701357.398624223,1551191.6772337735
25928.92413864773,85643.03352611579,284736.5287573309,,,542168.529275475,1200082.8665050657,2688433.606016588,111570.1763994684,270133.76596390305,321831.6638072642,1374247.4773452014
112526.45012993428,86355.58096355775,138439.54909398424,,,431963.0519911127,1133720.8344616,2609811.351341496,83077.62834015561,411591.72903975146,402473.3266474029,1373692.7005698811
34111.90794351915,87068.1284009997,139008.865008956,,,134940.95975668804,1067358.8024181346,2582511.283025522,52119.18880738935,495109.81402797945,419025.2299034263,1321324.4947690791
76621.98406646529,87780.67583844165,139101.50386251582,,,352291.779864096,1000996.7703746692,2631414.873111896,50541.6452507574,578627.8990162074,500923.8307341207,1414465.3766210652
39951.55624509875,88493.2232758836,130315.0294097762,,,482259.2837997886,980265.9040194806,2709834.303881286,51462.70696105692,662145.9840044355,528822.5554514535,1206967.6104357971
25014.539018311945,89205.77071332555,93099.7958227166,,,171257.45918627674,959535.0376642918,2756810.558538954,52821.47436930041,957786.5585502898,657544.5141972166,1551229.0721479235
137718.8573789841,89918.3181507675,93766.81734019153,,,450129.9584592773,938804.1713091033,2486672.103775816,131591.92647721872,1464299.2139092062,763176.6922516158,1783762.162016743
53897.223293522,90630.86558820946,87797.9112275741,,,249497.95945405253,918073.3049539144,2221509.529839074,38935.5038949635,1970811.8692681224,812253.3488878001,1840328.2676182853
173877.7515212719,91343.4130256514,81829.0051149567,,,1531167.2756431382,897342.4385987257,2034916.501862025,61311.12513306377,2477324.5246270387,727289.9568548363,1788550.6102202917
83281.0216559745,92055.96046309336,94962.15618835788,,,609266.5340229418,879742.0907530561,2111997.734919687,17288.144689282715,9346403.814695036,775129.9649080498,1779209.1566274404
87511.93368769508,92768.5079005353,429385.9509975338,,,656600.5484989937,862141.7429073864,2070543.3511216256,20188.824202918386,8330995.363381297,934498.314009345,1702697.5177672622
94216.67208157238,93481.05533797726,386859.7699960328,,,873795.9547957113,844541.3950617168,2753542.6483779503,15556.483220351216,2112261.861782019,863195.9597011529,1652219.1866705758
90815.28312539578,94193.60277541922,229725.01459531387,,,771232.1395222184,826941.0472160471,2816636.7569067487,23203.399301945985,795706.4501175982,898829.8090566677,1747086.828494584
120912.75707827914,94906.15021286116,151251.4829613617,,,832821.5773677501,809340.6993703775,2801751.1907269973,17095.192057408472,447566.1329342412,848759.2172797895,1637066.9542148816
91858.09603389852,95618.69765030312,150879.8777200717,,,795795.2593309986,791740.3515247079,2399450.808119873,93648.22362279976,307487.7264695988,959785.3560610826,1573330.2797682432
66770.36576215972,96331.24508774508,150508.27247878173,,,803407.0458063374,774140.0036790381,2282835.374195897,22608.031265770755,218296.82721636727,822297.6858336626,1493340.251184438
64487.40886700554,97043.79252518702,150136.66723749173,,,730358.2190209023,756539.6558333685,2319498.9073616327,23882.24781504184,199866.3812281489,830123.2129609786,1420877.1655215204
62027.05290754101,53398.77648703201,126691.19308749468,,,549633.0975998519,738939.3079876988,2569441.326652916,82162.30894835565,134192.18817238102,926500.7973670092,1390237.6410228217
21743.982251899462,9753.760448876994,104657.094099709,,,484888.59538369055,721338.9601420292,2220361.1615878865,112565.73311549691,69790.91175253596,638448.1605816383,1292223.2807963777
143435.15717090075,15085.568800738807,106698.10309803508,,,397506.3907143928,703738.6122963596,1899598.1734728,104039.88539953405,96801.67755051414,729125.8096294814,1191138.6567258388
31150.625295445803,20417.377152600624,108739.11209636116,,,1060036.511135989,686138.26445069,1890285.4308060424,112940.09894890044,100439.51451548917,852039.4135994477,1157423.2542031282
1363331.607213175,20634.333321296035,215060.27443639105,,,248882.42791599923,668537.9166050203,1872193.1127038423,104205.09451092182,65722.13748496538,814583.9541168011,1105371.5735502692
522986.458730316,20851.289489991446,321381.43677642086,,,214790.5606023961,650937.5687593507,1977206.9213621817,98474.08126052323,77675.8720988352,953267.4689842076,954616.0311282676
3155752.540132731,21068.245658686857,427702.5991164508,,,242321.70099267687,633337.220913681,2127034.007532957,71314.88719109046,206570.98547436617,954923.1358645794,966490.7722742236
95195.97081425242,21285.20182738227,534023.7614564806,,,577119.118678632,615736.8730680114,2121629.7780666454,111354.709792529,231360.3217394256,2757333.804852806,1016314.50857947
40045.62451035602,21502.15799607768,120449.54163170225,,,4818923.506907427,598136.5252223418,2010373.0355549287,92439.2262336855,256149.65800448507,908458.6514780964,937338.6629325644
57775.68684798814,21719.11416477309,485949.0690664816,,,,580536.177376672,2035914.30260442,117896.32843895514,584608.9430422292,2818448.454954193,999099.246960749
45568.16488530994,21936.070333468502,150098.44995589688,,,,562935.8295310024,1933357.8493050649,169258.2310682497,9829588.104227385,3194374.6378614,799199.9450060171
58278.660393994745,22153.02650216392,442111.2355507479,,,,545335.4816853327,2041123.3369971293,176228.87480251244,1771967.6074924087,828557.8247761809,876301.3754656232
98675.6179281262,22369.98267085932,734124.021145599,,,,527735.1338396631,2139441.008585696,107097.02308169394,1162470.2952824389,1288963.9578353644,1060222.7454528343
88929.06429389716,22586.93883955473,146517.704881918,,,,510134.7859939935,2117742.7470496143,126955.91982246838,565450.8516949406,2367961.2381624626,1044392.0877118284
97231.75931170557,22803.895008250143,1932697.66412314,,,,492534.4381483239,2272733.473792088,162884.03103465034,351697.014733194,2350933.405827613,1027421.626356904
717215.3663863647,23020.851176945554,1483019.911420807,,,,474934.0903026542,2472812.449886682,87392.9629453027,316163.46349607274,1066442.0601446184,1165520.9523231746
112744.65381684716,23237.80734564097,1033342.158718474,,,,457333.7424569845,2450228.068040173,161506.40062176905,290431.9717142806,849699.9015871141,989106.8168750904
124066.80077659732,23454.763514336377,583664.4060161407,,,,439733.39461131487,2392436.1541352007,162951.61478630803,246619.9610280337,1875861.7178048247,1156212.130133822
140635.118131388,23671.719683031788,133986.65331380762,,,,422133.04676564527,2409700.383808306,66858.89835927193,160546.2553421857,936102.1313316344,1249769.2697835902
41624.45736751137,23888.6758517272,136500.9803418765,,,,410440.4427383065,2434789.1791742635,69348.75342028894,148968.03004694416,830790.7003604416,993281.2382660698
22290.171105903875,568056.466754834,139015.30736994545,,,,398747.8387109677,2579412.655856089,119126.5628315752,114548.48384849624,875133.2211979043,1100781.307375268
15725.704671274045,589685.1330724364,141529.63439801434,,,,387055.234683629,2624657.305289518,53423.387103829606,117468.74965974515,1285823.1808795454,1214198.9671448586
61778.04549613096,611313.7993900388,144043.96142608323,,,,353431.78605212393,2685016.835871197,73990.92095609108,97940.2467626154,852266.6317196498,1135909.8295401176
140165.96867393242,632942.4657076412,146558.28845415212,,,,296372.745705331,2764825.118045689,144235.50690895517,87069.10422653414,682357.6695035598,1374752.1848462117
91052.44705186588,654571.1320252436,149072.61548222104,,,,271937.533988882,3078089.146867657,234863.49050695187,61895.480904654105,780215.0448887203,1232623.9296089697
119743.7313133281,676199.7983428459,102551.1603983702,,,,285318.38262999523,3039955.869148674,209455.6860470298,81741.84987440697,693560.1113864821,1103493.7531641698
1845507.0540152,697828.4646604483,151848.4703910761,,,,179104.5318754504,2925763.2475281507,148712.47777737633,55645.35936051362,1442339.6592261102,1017534.5639995604
157350.97050273986,719457.1309780506,201145.780383782,,,,179698.57167389634,2889444.113026324,34746.9948588295,58247.43605958792,882617.6911341721,1140803.2133700657
25511.55147358836,741085.797295653,250443.09037648787,,,,164757.9000595615,2950021.305707276,311585.6559966857,53064.53501453534,2523582.206771653,1010328.7010656008
15877.931439379512,762714.4636132554,299740.4003691937,,,,6955413.273592116,3162430.072346172,1717496.3638706857,185607.3109937514,2890100.329296679,972176.9792997522
28276.171619168195,784343.1299308578,349037.71036189963,,,,1167379.5567118612,3295780.148573508,37442.865984886805,64392.238181485685,553962.8485988206,910765.0255959576
45481.80187264883,805971.7962484602,398335.0203546056,,,,480815.5952700852,3301512.969912951,32221.43598926093,55753.58994241584,3030002.1367298383,949804.5551289332
177791.35264149844,1629394.7051224322,447632.33034731145,,,,362841.24296187056,3160568.792422639,23287.38311811144,54807.75981876297,774449.2760905812,720963.9423936129
17846.45360672322,2452817.613996404,496929.6403400173,,,,462999.8240713301,3157773.0910674813,34960.21017977861,55410.86815311175,1813413.1880234736,682697.1975948348
31131.4179341602,8259556.4812558945,546226.9503327232,,,,220153.7027533696,3154733.355609084,32416.8690536278,66589.66777953743,1250087.9343354458,644931.4659719724
22540.2878917595,9604386.462525826,595524.2603254291,,,,178016.7186729812,3120694.746152258,28463.79294260781,75394.51440963458,1326786.3215675738,1002296.7010055076
99969.96442636984,1640094.6769639903,913007.8154895968,,,,52506.69216599939,3128486.170147563,25591.0567417615,89564.79722501522,4020662.205115384,990699.148748179
3055422.5766264047,6222028.970430339,1230491.3706537648,,,,81918.12161768472,2920867.729246912,36290.632340473785,93944.60511136324,6419102.873335707,977389.8269847332
30738.82482785993,10803963.263896689,990576.8487493125,,,,109791.0860954671,2850609.7158109606,14694.387379535368,94766.26006613729,6432214.063293526,904664.9547051868
50273.96410816987,15385897.557363035,750662.3268448598,,,,195306.1123242285,3001336.133746756,23372.00270687615,240844.1538561416,1148276.9415951995,778800.6107944464
2583341.164079796,30733001.95415829,275197.0471668441,,,,172210.57211510625,2882736.8378996653,18502.288770936342,90663.69645687556,8445032.782254605,624606.0896465268
69360.43805491594,3220974.726473135,121850.82246369032,,,,82569.5980068011,2716542.535539422,20484.126322723023,86022.82980567543,,796308.466812089
90176.44991200704,1915434.364567312,240368.49703702817,,,,96870.00035592576,2743405.3768735235,20570.783804330484,82790.32449975106,,669365.4250173613
154681.44697364114,609894.0026614885,354779.2891631279,,,,3742620.2718613953,3202390.265273624,24218.314716807192,70995.31537687128,,842042.1242733718
156160.4326112261,249808.0200237932,420824.4584572761,,,,264708.87520651845,2988292.583339021,26430.855471787065,65043.41830015565,,1151144.719417676
70351.96553881073,1265417.504458713,563797.5694098535,,,,92997.1436862779,3092190.826219131,24587.66556806737,61479.96312515184,,654797.9522567635
191300.6889333501,2482575.139410151,718358.092976313,,,,145646.7379732171,2993525.1604174213,25471.263931922666,136045.11160984923,,709697.8758062309
72075.9227641818,143143.7083054674,1069943.130034267,,,,185573.5306856171,3538731.254067901,29404.185100596434,938751.8095174368,,781824.5047545462
85773.96390563672,353862.61316535546,2368518.7544452585,,,,434354.3232431259,3780167.517561746,20759.904712269185,313073.3253501281,,768271.8485033603
49871.04929805471,523657.24157990096,9396448.076745275,,,,125767.25106205777,3301182.643236384,20657.18478516261,108315.52513908636,,757183.903774953
34288.27515864088,660099.074858756,7241815.328733986,,,,75496.07805326865,3147735.769975842,27917.285901759788,1004108.5895528368,,817259.1954128323
87600.91236290995,712809.5680654801,5087182.580722696,,,,88927.9131021606,3008639.199806113,30195.330299233705,763937.137486749,,816219.4695725108
48553.52538501143,765520.0612722043,2932549.832711406,,,,165349.46154883283,3159486.3213782213,18632.23377919076,435330.6516093342,,816032.1271635247
54915.55099230278,864567.2432642846,921774.4818165514,,,,241771.0099955051,3380578.591361474,21905.964583678902,547659.2729939824,,824224.0488224907
27758.81854552517,1004432.2791503576,135436.65943797602,,,,318192.5584421773,3586055.65827468,25351.13579503196,738476.1573310527,,905920.5048379112
472199.3874709886,1056361.7933924524,221391.22712856016,,,,394614.1068888496,3624970.801317154,45135.29241543313,776280.5485997573,,1020241.980491662
179443.2576135262,225335.8864721293,184475.06729064987,,,,471035.65533552185,3861726.977260452,17347.19284937679,332595.86815882113,,1101683.29638702
19682.6017360992,57750.43198166555,267235.4022625044,,,,547457.2037821941,3809596.1749033616,23437.46714453902,470319.6729127495,,1012664.515487042
117015.30614785536,935920.6017146534,504043.2078908702,,,,623878.7522288662,3970891.7075757417,131337.42115261205,441230.4302721741,,705167.0505623629
90486.24966330122,1275171.3747176295,818745.5909648322,,,,700300.3006755385,3812576.651947552,149877.57275018748,71849.21659688045,,671983.6773751177
27679.3344762407,1334789.427051687,630850.1945615793,,,,776721.8491222108,3942226.898670936,31979.70060621927,43940.81473678404,,576166.6532370035
159448.84087598667,1361343.2436757577,442954.7981583262,,,,853143.3975688829,4180549.7149306014,154005.1246484969,40349.20741669634,,590983.497818969
121098.91069026904,1387897.0602998284,237235.94014352967,,,,961235.5639955812,4006819.3143052375,26482.573026006165,44913.342437681466,,562624.2111660413
114640.65287648002,1414450.8769238992,72347.50857788936,,,,1069327.730422279,3978657.6915522,23265.09296440905,44455.00173565834,,1743621.955444371
44121.2753218525,1441004.69354797,65285.18197076414,,,,1177419.8968489773,4004413.4847463337,32182.72974041243,32952.349616480366,,1087582.0841112502
66275.45457994552,1846731.139035463,276888.455307106,,,,1285512.0632756755,3867834.1093789777,28875.612261809205,48995.63591333298,,1254754.194347359
133212.92906804936,2051340.5915465287,194774.0731352541,,,,67040.02734536439,4411506.424398762,245142.51470862984,58829.90298243391,,1281082.5059409875
53829.362139197,2540425.4613165106,4622846.999555079,,,,58569.504860864494,4558315.853714407,359644.8801088573,68337.73304777485,,616317.312189712
98431.3356600692,2527760.805518188,350400.84907695994,,,,50098.9823763646,3889355.41555258,167647.88434595213,146064.7700761011,,972985.8451623874
17665.379484406276,43811709.29061137,237253.2415728834,,,,82048.55123906588,4103190.2855674336,239663.2235653877,10435070.21921764,,3523912.597315859
88695.8832809129,9485891.835204173,25421.174438497383,,,,113998.12010176718,3869647.60883737,386410.44076363946,174311.69348005936,,1914466.91337011
132844.72268348394,10388977.82505232,35517.020569251894,,,,289697.54401159164,3601212.110786221,536437.2712700514,84728.20239137053,,3897926.640028189
80984.04379423975,11292063.814900467,1115606.0224523444,,,,287710.75683917,3810278.366929743,460968.13908430655,282795.6214476061,,2772878.245400275
92778.1308307565,4855005.681837028,663235.0317766134,,,,285301.2080152522,3702209.596993573,252566.77601202417,64353.46181959355,,2163046.321672221
53593.251654797736,9917723.18913969,6204374.81460444,,,,282891.6591913344,3534850.8909792537,213128.413463112,56064.18426722195,,3207140.7387441853
527003.2960129374,14980440.696442354,8574642.771204872,,,,454050.884669148,3524683.8769952343,301169.0259507276,52036.62596734898,,1104284.8229223627
33998.61955683669,2386387.328325276,255072.6652908638,,,,560957.2123801301,3507744.558296474,445072.16485630575,58030.86562926944,,597769.8975288668
192599.77396064432,1152712.9990077035,68213.61277538608,,,,667863.5400911123,3556684.2562623387,457551.0806107178,207777.09656819853,,923449.3906420772
157206.55934944752,396538.1405965554,65303.36274257756,,,,774769.8678020943,3652434.523392814,425593.708215843,92378.2725727696,,1939855.9097697048
128067.88370545435,149148.37879939968,907928.0443295122,,,,1796140.389789703,3256594.247402676,448529.832692252,200835.0647965506,,2448964.398369741
57830.419900613706,70797.9427805283,210557.6361480371,,,,2914159.829886453,4019927.3076533927,356386.70742194564,76981.10907075045,,1233554.0011980112
47536.6718306136,113731.48485780112,405283.45965136745,,,,4032179.269983203,4200235.665621592,457189.3930912281,161094.529535897,,2498294.1382053816
14130.136901451357,156665.0269350739,567921.885359201,,,,5150198.710079954,3937669.3699306175,435021.369444419,217624.9073010377,,3279193.604172619
20265.34234130505,199598.5690123467,983434.0610219102,,,,6268218.150176704,4110534.1118416353,539111.3324084848,86725.24637304782,,1382789.3922419343
26043.422825524663,83988.05399822927,1149834.2994594474,,,,7386237.590273454,3854867.83020053,488044.949737166,70299.30319055411,,2169571.919448044
69133.37554888206,130902.89526273252,1296241.1573465583,,,,8504257.030370204,3751502.594150309,554918.9920309094,77812.98390547447,,2452025.461121998
57758.35990458904,432870.3686452571,20394184.157256786,,,,7426026.426533921,3689562.605028337,466744.3413648559,99271.34583598576,,918226.6471043908
67446.047286696,734837.8420277816,,,,,6347795.822697638,3464276.9616042776,625376.1238865113,161013.6071858345,,1316732.432259038
56324.99051379711,314439.9473471991,,,,,5269565.2188613545,3404439.7758272127,564838.5237298352,439778.1160304683,,1370827.1567655804
88507.75021785877,5903370.3223038735,,,,,4191334.615025072,3157186.825373318,399093.0557579045,189228.43421161704,,1624279.1508558358
91956.87248455473,1203247.8796357154,,,,,3113104.0111887883,3251790.503346368,526373.8904663026,80609.84172341813,,2356414.7250407143
57814.34566770861,1571314.011795722,,,,,2034873.4073525053,3056756.9276708406,493609.643756005,219269.45678593047,,817502.9835512566
207038.3498203072,30186512.24822472,,,,,1927678.7705282304,3273835.81671668,353835.6360078989,132132.85648138175,,1836571.494221613
52313.79602441372,11801818.413470814,,,,,1820484.133703956,3105775.093724408,497137.5945041771,293903.562311952,,2152421.6439465284
505701.8493142663,4455601.807492389,,,,,1713289.4968796803,3084314.479012853,397608.928750191,115745.9518819187,,1112955.8320531736
109279.62990945588,2128038.6743861903,,,,,1606094.8600554054,3135919.895763304,367182.2177289516,212798.43225905712,,2050977.793903964
1387340.8126673957,20833402.201979272,,,,,1498900.2232311305,2989100.7787811435,138449.65706688803,203985.5647648874,,5903171.468459879
102071.48410529103,1142249.7063478024,,,,,1391705.5864068556,3086736.9279233925,188177.7343198232,395452.8414505495,,1913769.5463594424
183079.5948406419,13158187.19570273,,,,,1230322.7497852196,3081885.497188431,381273.6148941953,109541.8980345297,,1592351.0801057643
28194.14575656994,626482.2869220175,,,,,1068939.9131635835,2992103.0685475543,498498.1822395664,116813.33101617762,,1501789.5869431
101236.30198439168,5860460.547898132,,,,,697160.9119620547,3129026.900814788,526532.9169929556,304917.2167856038,,1261527.7523592224
233572.01188304223,289749.33228986006,,,,,339478.8553104907,3238570.429776472,455073.70680618775,743085.5083372042,,1465297.374343175
80328.69864189718,642467.8646825636,,,,,79171.09968224293,2986855.550055402,115373.39381636692,1163318.9834834705,,2170680.8586137425
83292.85429159013,2127453.9033430344,,,,,164307.6826105439,2938943.6133817188,188266.75595433425,1310137.148679471,,1167057.4981169295
130915.04546412402,2289954.9133104985,,,,,249444.2655388449,2978015.3907391364,373928.7703736514,711284.2086461292,,1251955.6570583829
161650.56720188586,299617.6620032941,,,,,218149.97464094163,2855800.3834590977,521994.38252008456,1145396.0185187014,,1620835.293305653
113973.22690293904,1386786.6226724945,,,,,186855.6837430384,2816134.950215619,432000.9384869557,526348.718334861,,1491048.0552346364
99166.38658662392,179411.4825727333,,,,,204654.4584209473,2498226.620416411,469691.2226957847,333253.1781510602,,1420842.027256976
86382.16426397992,5029908.616643814,,,,,122808.56224614728,2548929.711984489,516651.88195900834,496763.2641891466,,1462364.6743880794
413749.1950995693,343589.3028078042,,,,,110052.23665631592,2620029.9535921672,469412.1254702865,496324.32691402856,,1333724.7618253448
80148.33370380165,,,,,,97295.91106648456,2777908.3029955626,471485.6980464345,309611.13339510653,,1364918.4359108133
133270.0502556731,,,,,,84539.58547665318,6073612.139179595,476890.386883069,344988.51574801025,,1652111.910648442
462809.4272822292,,,,,,463961.96448098193,4717594.3839984005,338860.87568144273,369746.68778223626,,1109417.4198616762
7332471.08456869,,,,,,110350.89274603776,3095051.384755149,466153.00098932144,760682.2831631863,,1931107.282912545
147635.82426346705,,,,,,87481.15576626606,2632094.752224004,300397.8791873393,791331.7017222678,,1962150.4556656
1176751.2138925246,,,,,,290845.91886129294,2681769.289464153,253956.856218002,1356347.402778503,,1797388.3444222226
309955.3355980868,,,,,,168126.39119172798,2630685.502063334,270713.6187509306,1847573.368636876,,2331266.3346152687
812778.2853940809,,,,,,3855.7467914651575,2838846.4215366123,466880.9287982042,1638358.4420558396,,2591709.433459057
4008553.157977131,,,,,,59474.28131570032,3034158.7595257936,437947.1398834518,1430952.4920790032,,2847424.43844831
194065.03568398903,,,,,,66385.9030172924,3890103.499344548,384867.4212582794,1478020.1946418283,,2448282.0857591047
821022.473435197,,,,,,48188.33887595183,3960117.637945261,403673.7224046935,1071057.7117030823,,2241419.999376145
257528.95390665985,,,,,,50190.75742424237,3723560.0361744175,382919.82027268485,1128714.5546591124,,2759339.4874691046
2800463.6103721056,,,,,,47860.44712885659,4658726.989359894,216178.40673718,744804.336420473,,2489010.088011257
3643707.6410684586,,,,,,60987.54680626513,4510748.053722864,192084.30454623693,766995.5986748519,,3012171.4177178605
6818040.473244083,,,,,,442158.0262221468,4426657.186507636,286662.95122071897,790953.0800331488,,2360840.7869990724
,,,,,,620972.9505244752,3739528.386651829,129557.46413319276,3409018.86846968,,1801645.329975885
,,,,,,3956129.0756568736,3670993.514829598,185851.7361559019,3158094.974485161,,2343049.2284005727
,,,,,,6670049.8936727615,3983334.2358761984,82062.12991672193,2288142.2507979027,,1908075.4302998704
,,,,,,3562623.5450974107,2908448.205174796,114096.09669835804,2094501.012284319,,2610962.906156032
,,,,,,455197.1965220598,3479104.3827754934,199627.65966806552,889730.2078736804,,3857547.209867648
,,,,,,207841.419585672,3881394.6411812864,286365.648226372,1937201.4296620884,,4064631.7358547775
,,,,,,272379.7840820147,3308496.9040721487,256266.8066605262,545609.2901758567,,4740195.404764101
,,,,,,234047.01775576145,3252632.800883552,292835.60953785747,424570.0732164251,,4103207.099587567
,,,,,,267485.35335380654,3502873.812455425,398617.7211807928,331279.64514232526,,3175802.6706732525
,,,,,,215743.8535330757,3483230.933817957,248295.58430162468,573449.7186651711,,3371240.964064673
,,,,,,398712.68062928936,2918989.2038742523,253256.3727696208,726531.5250097758,,4847120.168852884
,,,,,,633410.2872658808,2987967.105554197,282981.4452631294,946011.7665834626,,4894067.662294057
,,,,,,868107.8939024722,3189425.415219061,344906.1178255421,1083279.6791423778,,4363535.371114894
,,,,,,1102805.5005390637,2996917.4688761705,535173.6587820498,1005218.7998030653,,3291573.6095243376
,,,,,,1193355.457013404,3190526.508746668,540181.8758049427,846143.7445368544,,3232555.160187779
,,,,,,1555523.203185216,3312554.4019276146,324500.2351310861,814669.3698352936,,3238979.9766656733
,,,,,,1917690.949357028,3706190.623251085,319964.20471347927,690058.3466963171,,2710947.2615825343
,,,,,,5418487.548864988,3294406.713869445,335974.48444549623,1017919.3525955668,,3149189.1491451063
,,,,,,8919284.148372948,3239467.337353736,144770.2135119486,825372.6336518177,,2173751.240501858
,,,,,,8856462.195594791,3588399.363194743,528718.6944468054,810544.5137790561,,3413721.372636961
,,,,,,3768315.82177048,3616364.885394919,493564.6579401227,638891.068551035,,3572969.0848250617
,,,,,,2863796.390272036,3154405.1289926344,357693.699506001,755946.9608199374,,3822296.938089711
,,,,,,3229432.0874899137,2868851.281300491,583253.6183836565,860047.8487226869,,2819294.459360745
,,,,,,3595067.7847077907,3092836.4389817906,575333.1966305983,1432953.828136173,,2918850.599494726
,,,,,,3960703.481925668,3195668.701073668,597657.7172964922,1061488.8291654938,,2735038.9777912134
,,,,,,1003692.1628641292,3519975.243042075,668500.3859585456,1031729.8883925352,,1972090.3218020988
,,,,,,429313.3011092906,3301551.2393169994,663416.9684199946,1385197.2689802565,,2833695.7310902607
,,,,,,376231.83974803815,3828219.723631024,566115.0774102762,555072.5909425045,,2448270.0027960846
,,,,,,296568.66382921435,3596781.246055649,598870.7515965307,1346845.174473568,,2260846.939553237
,,,,,,2872530.0003543347,3393747.630223958,570403.8621428454,1247121.4377123,,2019233.0129346417
,,,,,,4009946.168038964,4014594.037065304,583091.5084186117,1126937.7469540294,,1807073.611260936
,,,,,,4376839.541828923,3644399.551958985,548638.3251635276,1162754.303847747,,1821937.3679632293
,,,,,,1907849.504772904,3076529.7026813054,548762.4595744265,1591849.5254227452,,1920282.391446794
,,,,,,1575073.9818940873,2973937.408701368,667394.0258513037,1620414.2532685697,,2128688.805352696
,,,,,,1195749.273777502,2899754.7015745216,581766.878007488,1309192.8997322873,,2212467.964322786
,,,,,,1739535.6416051004,3181369.4020923018,658147.3223828588,2201319.995574312,,2833138.305569021
,,,,,,2669205.910401216,3320023.7979306127,663475.6574315241,1154358.5492703984,,3346775.379440697
,,,,,,6439996.827448479,3299384.7032427047,632509.6447859919,907135.1310204602,,
