Amplitude_envelope_Skewness,Amplitude_envelope_Skewness.1,Amplitude_envelope_Skewness.2,Amplitude_envelope_Skewness.3,Amplitude_envelope_Skewness.4,Amplitude_envelope_Skewness.5,Amplitude_envelope_Skewness.6,Amplitude_envelope_Skewness.7,Amplitude_envelope_Skewness.8,Amplitude_envelope_Skewness.9,Amplitude_envelope_Skewness.10,Amplitude_envelope_Skewness
0.177450365634232,1.128335129860923,0.6867483489850261,0.5943190282688398,0.420667230783311,0.3359004178639308,0.4916162339186846,0.658730300560966,0.5161363362244533,0.0876106087846482,-0.8234643618800451,0.8355109543812208
0.9441994810236054,-0.3852387846680681,0.5742508099107893,0.5687469754093598,-0.4419052234195003,-0.7377316267150336,-0.3615292692035305,0.020424262430805,-0.0326179465365891,-0.7070513142231091,0.0584229327385494,0.9222424017872028
0.2479177374575488,2.7933624711479536e-15,0.4617532708365524,0.4256294360044187,0.0,-0.6076711096828464,0.1049169234472991,-2.1029579870480632,-0.043157328104088,-0.7898866263600773,0.0,0.0831132154429972
-0.4993451969016434,2.5605822652189573e-15,0.2308766354182751,-0.4261441424999407,-0.1279125526806413,-0.4776105926506594,0.4636057631105145,-1.4428435536311666,0.6968016103564187,-0.8727219384970457,0.0,-0.9549323240714708
-0.5380521818691298,2.3278020592899614e-15,-2.1621632185762333e-15,-0.0322989224010061,0.0,-0.2388052963253301,0.1967796110189996,1.2161484537649694,-0.0784607325375923,-0.955557250634014,0.0,-3.4167787950178523
-0.8842977721586648,2.095021853360965e-15,1.4100522579918995e-14,-1.0467804144634905,0.1626555474912488,-8.09498734832674e-16,-0.0700465410725151,-4.136237993902555,-6.836151461459729e-16,-0.6705337693027154,0.7107337381492127,-3.798477226722076
-0.5678667267100397,1.8622416474319688e-15,0.2127360072094761,0.3411749992029845,0.3253110949824976,0.0,-0.33687269316403,5.675261956214911,0.0089466464018021,-0.6468134061365104,1.4214674762984254,-3.765054531855025
-0.4279077892605065,1.6294614415029729e-15,0.4254720144189382,-0.1764229710881015,0.4879666424737465,0.3431881777981735,0.0,1.5395766855890969,0.0044733232008997,-0.6230930429703054,0.0,-3.60391954147566
-0.8142066787476717,1.3966812355739766e-15,0.6382080216284003,0.5225168501206666,0.2439833212368707,0.2866870711667687,-4.104940970583855e-16,-0.2376172987715632,-2.667963043802141e-15,-0.5993726798041005,-0.9676284662617246,-1.6812496478109278
-0.9340287186894036,1.1639010296449805e-15,0.0,0.7303292280270984,-5.006450314480784e-15,0.2301859645353639,-8.209881941167709e-16,2.344078593666367,8.894256964712406e-13,-0.5756523166378955,-0.1079406609560221,-1.806449658892876
-0.5198572831492619,9.311208237159844e-16,-0.124399477921027,1.0530912967361583,-0.5404961025940235,0.2207167672956123,-1.2314822911751565e-15,5.725192547073533,0.4407118622048675,-0.5519319534716904,-0.3750796636192861,-1.8282278572855568
-1.0873927735645563,6.983406177869881e-16,-0.248798955842054,0.7495445050113689,0.1673811553917891,-2.69550584478655,-1.6419763882335418e-15,9.055578296482349,-0.0678710167263172,-0.5282115903054855,-1.2895406788016828,-1.5948409702823236
1.8515162030308028,4.655604118579922e-16,-0.4139886100797936,0.5624908697109746,0.3445504820335794,3.052541467062575,0.9983586421026216,6.967439920001418,-0.3617878060187062,-0.5044912271392805,-0.7206810953446482,-1.3575511506862188
2.2158827790818134,2.327802059289959e-16,-0.5520317178021735,-2.0038014104431565,-0.8485635270346622,0.4237706843849925,0.8379065629635638,2.356698119403838,1.3404950640099096,-0.4807708639730755,-0.6771217678025319,-1.6266915212072786
1.7593231305926371,0.0,0.3861217990110745,0.0,-0.5657090180230925,0.7057242880603117,0.6774544838245061,1.9019777891002527,0.9005118773595342,-0.4570505008068706,-0.9420663013307304,-1.5423440520072815
3.7640134877843847,-4.03349765287566e-15,0.4070255001228416,1.2378830654203714,-0.2828545090115227,-9.57612287492883e-14,0.5170024046854484,3.9998265615966497,0.1298160196133166,-0.4333301376406656,0.8037236958522054,-1.7327854769367503
-1.5108410975942637,-8.06699530575132e-15,0.4279292012346087,0.4055657629622989,4.6955522577382185e-14,0.0478422656370369,0.3565503255463906,-0.1381034093432483,0.0475334449642124,-0.4096097744744606,-0.3997622245320173,-0.9343463269017608
0.069304204667249,-1.210049295862698e-14,0.4488329023463757,-0.4111432268653804,0.2624369015931074,-1.2042112162561938,0.1960982464073329,-0.4774746604795825,-0.0347491296848917,-0.3858894113082556,0.0323646267554325,-1.0459479083127108
0.4337828390163751,-1.613399061150264e-14,0.4697366034581428,-3.708326565681663e-14,0.5248738031861679,-0.4242643338040567,0.4064945845362919,1.2331462874243575,-0.9177635231318172,-0.3621690481420507,-1.7439509003659188,-1.2185923949648825
0.6110588604107443,-2.01674882643783e-14,0.4906403045699099,0.7431698720141341,0.7873107047792284,0.3556825486480803,0.6168909226652509,-0.0511931676216702,1.9197611332062068,-0.3384486849758457,0.0959015540560053,-1.5268435074640705
2.539381753531686,-2.420098591725396e-14,0.511544005681677,-0.668185114905005,0.4411490960414347,1.0409644717966728e-14,4.595886224611316,2.66729874291965,-0.7055821124755445,-0.3147283218096407,2.4930157944920843,-1.602207333951766
-0.3430658308722107,-2.823448357012962e-14,0.5324477067934441,0.6925382645434228,0.0,0.6051133942360507,2.641075641383831,0.1136185182836218,0.5799404166948465,0.1929657229457868,-1.0590183936016615,-1.3881393521152787
