RMS_envelope_Impulse_factor,RMS_envelope_Impulse_factor.1,RMS_envelope_Impulse_factor.2,RMS_envelope_Impulse_factor.3,RMS_envelope_Impulse_factor.4,RMS_envelope_Impulse_factor.5,RMS_envelope_Impulse_factor.6,RMS_envelope_Impulse_factor.7,RMS_envelope_Impulse_factor.8,RMS_envelope_Impulse_factor.9,RMS_envelope_Impulse_factor.10,RMS_envelope_Impulse_factor
1.314247550522332,1.2616785979135277,1.031496089252116,,1.805331747118508,1.2983536871480066,1.1231968827568193,1.534530105174878,1.313960106617574,1.0795835321277083,1.207647429001761,1.4768337197522872
1.4317359028449337,1.261194071594843,1.0236871865439603,,1.8632017583815963,1.3175004089968498,1.1142762225469935,1.515227883406836,1.2966299248452775,1.0798887006636706,1.1464564808335174,1.546710737848754
1.386147973219208,1.2607095452761587,1.0158782838358047,,1.7770534014395436,1.3970360333026584,1.0769897345244137,1.639663950523372,1.236289547694582,1.080193869199633,1.340762406752571,1.5782422632581357
1.1689744242793347,1.2602250189574744,1.008069381127649,,1.944116509194575,1.4487270737827742,1.0397032465018334,1.8833519184323588,1.2373890227224162,1.0804990377355952,1.5350683326716243,1.622081418106566
1.3877697351664011,1.2597404926387898,1.0134781331245069,,1.833583296410081,1.4676634283920755,1.0349950031021806,1.7607461416968024,1.3046929008699086,1.0808042062715577,1.2535597157440208,1.6327840089703125
1.3601469865378877,1.2592559663201055,1.0188868851213648,,1.9209902792503848,1.664830815320306,1.030286759702528,1.73510148965946,1.339047830269669,1.08110937480752,1.258510548419692,1.6545799173309346
1.3338888670125606,1.2587714400014212,1.0242956371182226,,2.0047215415117883,1.6760214374826856,1.0255785163028752,1.855008400523836,1.2851665760959663,1.0814145433434823,1.278228447142585,1.5225311742947727
1.3104184538580204,1.2582869136827366,1.0017353681525698,,1.938929249667504,1.7459218103372878,1.1305386024944044,1.4736208507056514,1.374619467018412,1.0817197118794446,1.2270442919249858,1.573384716901092
1.2119336826183635,1.2578023873640525,1.0147488367979844,,1.9756942393500967,2.041738585270877,1.0954375708358823,1.555086457702781,1.409138717581837,1.082024880415407,1.3586198497147437,1.7078705803691845
1.299940522115393,1.2573178610453677,1.027762305443399,,1.8978159823842304,2.118137254019996,1.0934094633171765,1.6070033249582267,1.2474997769445573,1.0823300489513692,1.2806726502715535,1.6574937258034097
1.6887511209504538,1.2568333347266831,1.0407757740888135,,1.963429456306984,2.0148640602100425,1.0938712692919312,1.5264517838075855,1.2509169580337725,1.0826352174873315,1.342190964374248,1.7602521213480185
1.86378011772628,1.256348808407999,1.0537892427342284,,1.8750988537046849,2.248723093060086,1.0943330752666862,1.5432468176163774,1.2525846490458885,1.0829403860232938,1.4755187402925674,1.6935508438913605
1.9724401654605823,1.2558642820893144,1.066802711379643,,1.963385333415591,2.370570314438514,1.094794881241441,1.5542300512894731,1.75955779734574,1.083245554559256,1.132667597061324,1.6409155491412972
2.0708374059592347,1.25537975577063,1.0798161800250576,,2.000920992727529,2.5475792444268834,1.095256687216196,1.570505388606321,1.223154824553835,1.0125960329890682,1.1409738388890436,1.7494002789495884
2.170067546927055,1.2548952294519458,1.1243285394659268,,1.9078429038476248,2.866730948359514,1.0957184931909507,1.6577316491091896,1.3670610288284175,1.0152279216665785,1.20928954237299,1.5863830500808265
1.841247712693136,1.2544107031332612,1.1073462605948383,,1.820427308535419,2.893037917070827,1.0961802991657057,1.5640839124471315,1.1932820895438865,1.0178598103440888,1.2380301136741558,1.6650573242216142
1.2256776522471993,1.2539261768145769,1.2515675092540082,,1.84747820166848,2.7171531028930795,1.0966421051404605,1.6889718475351156,1.3075517963515246,1.020491699021599,1.290778365120805,1.7065254411776356
1.3015380525131903,1.2534416504958923,1.3959332557659756,,1.7963201689434716,2.4567610809793385,1.0971039111152152,1.5626439449583096,1.1415019173809038,1.0231235876991094,1.5678978580307028,1.6466659926344636
2.1590578788195214,1.252957124177208,1.261131363071778,,1.804466360969402,2.1589023540327954,1.0975657170899702,1.7484155147708305,1.4050189447267858,1.0257554763766197,1.4242242094191635,1.6454571744411544
2.484774085411046,1.2524725978585236,1.3820909990160777,,1.854787070213224,2.324175236868529,1.098027523064725,1.71776293023597,1.264226287536226,1.0283873650541298,1.4118231490523023,1.6148444154340893
3.139980437830914,1.251988071539839,1.105545098423793,,1.7420510106879177,1.7070132632238335,1.0984893290394795,1.3539748315048084,1.3823872791574112,1.03101925373164,1.5191450725040798,1.6051834679558892
2.825850797990273,1.2515035452211547,1.080581291579363,,1.7585373671415565,1.5529241352967695,1.0989511350142347,1.6175086106434031,1.099737095260639,1.0336511424091503,1.1659147621483048,1.598393292269215
2.148547455460325,1.2510190189024704,1.0556174847349329,,1.663750823683479,2.614099484044839,1.0994129409889897,1.6993397419726597,1.1792658837801802,1.0362830310866606,1.3818541847737105,1.6545144350299108
1.920488149759396,1.2505344925837858,1.0306536778905024,,1.7065886015826903,2.1574184624638075,1.0998747469637444,1.72181827585112,1.208810012586373,1.064780356025807,1.325080184440176,1.6503965114727344
2.3721585507756213,1.2500499662651017,1.0009745402948629,,1.749889168575596,2.379935914916518,1.1003365529384992,1.5896826358333196,1.1916683763701248,1.0932776809649534,1.310759045707587,1.709658741155451
