Counts_envelope_Crest_factor,Counts_envelope_Crest_factor.1,Counts_envelope_Crest_factor.2,Counts_envelope_Crest_factor.3,Counts_envelope_Crest_factor.4,Counts_envelope_Crest_factor.5,Counts_envelope_Crest_factor.6,Counts_envelope_Crest_factor.7,Counts_envelope_Crest_factor.8,Counts_envelope_Crest_factor.9,Counts_envelope_Crest_factor.10,Counts_envelope_Crest_factor
1.9936082236064936,1.5681941187117423,1.2796224320562894,3.120415649745904,1.4704185228911104,1.8861900285655704,1.2629997952953718,1.4923027486589562,1.2943423770739644,1.234980572278071,1.0687982894808543,2.128545097957064
1.7371990518458271,1.56338170168359,1.27355822598169,2.817365147593536,1.6178513031607658,1.5243528351444644,1.2984905458062177,1.591280171129686,2.7231286268766937,1.2155900849363246,1.594765198072892,2.180438231874485
1.9507997605353744,1.5585692846554378,1.2674940199070903,2.480773109054754,1.4847762300384573,2.2309969105335563,1.3339812963170632,1.6734386508260797,3.1896799225820747,1.196199597594578,1.4007663102814971,2.1950140478312754
2.521838744750428,1.5537568676272857,1.2614298138324909,3.1714012835068908,1.777108830235098,2.203436382714876,1.286835122676577,1.857990684925032,2.3346532131782207,1.1768091102528315,1.206767422490102,2.2858788332810454
2.260769158434666,1.5489444505991332,1.2553656077578912,2.0353036865511327,1.4352762573642477,1.6864676757832329,1.2396889490360912,1.605030537174734,1.583010439178829,1.188477475656021,1.012768534698707,2.3980057919706628
1.7446231117300184,1.5441320335709812,1.2567834400512463,1.84674046352046,1.5121869466684836,2.2005682107584668,1.192542775395605,1.7299273774009731,1.593365142142965,1.2001458410592103,1.1218676951070674,2.5634922687165105
1.8901100791844887,1.539319616542829,1.2582012723446017,4.001400498961805,1.5072246722264178,1.3036827317813733,1.145396601755119,1.7264570195793063,1.639562459862722,1.2118142064624,1.2309668555154278,2.326377275312676
1.6220032254823618,1.5345071995146766,1.259619104637957,,1.3647414029428488,1.3781277225690454,1.098250428114633,1.6922446112806393,1.6966292242780123,1.2234825718655895,1.340066015923788,2.4075534008274686
3.643047532666319,1.5296947824865244,1.2790505759237325,,1.4026390217345717,1.4840345616544444,1.051104254474147,1.6571635054350038,2.091073437058552,1.235150937268779,1.4491651763321485,2.5586873194587003
1.5592787916894226,1.524882365458372,1.2984820472095082,,1.374430152025293,1.6845164458604944,1.1135559728488595,1.6913083995326543,1.761458703272316,1.2468193026719685,1.3808857380826844,2.5621871769315177
1.6433111214029246,1.52006994843022,1.3179135184952837,,1.7778091947194077,1.6840753436037386,1.1760076912235722,1.6424888011254282,1.87812029002938,1.258487668075158,1.3126062998332202,2.442547180752078
1.6031162592510355,1.5152575314020678,1.265611586287123,,1.4499583106909997,1.906557470760573,1.186489467186574,1.5807778524360383,2.1131871364368093,1.2701560334783475,1.1349199975807287,1.9574414072481263
2.111610099879492,1.5104451143739157,1.2133096540789614,,1.4173483001764946,3.127024671544616,1.1969712431495756,1.8200190461808248,1.8642303760997143,1.2818243988815372,1.1904761567844102,2.040128136305768
1.713225268379634,1.5056326973457632,1.1610077218708004,,1.6392053373875524,1.8081967264389225,1.2074530191125774,1.5837276892103274,2.0600414353870344,1.2934927642847267,1.1598605413454064,2.471364926061141
1.80878643326619,1.500820280317611,1.299940557284844,,1.6888125660389626,2.2263031202249093,1.5902870711444697,1.4460739269647722,1.9300977056313604,1.3051611296879162,1.4772226089941305,1.9547338164374293
2.5601488009569,1.496007863289459,1.279489726034431,,1.4684754552876296,2.405619946904799,1.0715210045837993,1.401358050572151,2.2232633244120903,1.3168294950911057,1.3023160971785082,2.4865890086971083
