Rise-Time_envelope_Clearance_factor,Rise-Time_envelope_Clearance_factor.1,Rise-Time_envelope_Clearance_factor.2,Rise-Time_envelope_Clearance_factor.3,Rise-Time_envelope_Clearance_factor.4,Rise-Time_envelope_Clearance_factor.5,Rise-Time_envelope_Clearance_factor.6,Rise-Time_envelope_Clearance_factor.7,Rise-Time_envelope_Clearance_factor.8,Rise-Time_envelope_Clearance_factor.9,Rise-Time_envelope_Clearance_factor.10,Rise-Time_envelope_Clearance_factor
8.109485278104117,1.2132618029877542,1.3752906408694137,1.6118655555553083,1.2921704619006436,2.0435550699435674,1.8718511162171887,3.3024565556694085,1.4720221685469406,1.504949669768858,5.716749248385233,13.472733361263725
2.714564034095572,1.2281176123552249,1.3146307103809605,1.8391249888244767,1.2106344196705512,1.603942895016409,1.67753631667143,3.453700668812604,1.636783922526117,1.5001797967131485,4.265624169789786,12.18053820824556
2.8305244597565857,1.242973421722695,1.2539707798925075,1.66479829048794,1.1290983774404588,1.6646781584377093,1.505271266768678,6.074775094792198,1.3545004026285603,1.4954099236574383,5.263651476608048,11.563516597023783
2.945319152570916,1.2578292310901658,1.1933108494040543,1.3685594005268469,1.0475623352103665,1.7254134218590096,1.333006216865926,2.3761502667072048,1.92037616722294,1.4906400506017288,3.5398287596222446,15.653431458487429
2.557140206283304,1.2726850404576362,1.1326509189156015,1.5745828149174894,1.720973132942238,1.243009408250401,2.0486011028544984,2.020056087783747,1.6815353641991932,1.485870177546019,1.5364307018837458,10.546566808313347
5.61314343618469,1.2875408498251069,1.0719909884271486,1.6327971862864483,1.0367175037870977,1.197253054685835,1.585677958497853,2.7804454696726264,2.617604759476655,1.2575285873575828,1.5869254657495484,14.299660370689068
1.5952079812902304,1.3023966591925773,1.0749286214681817,2.037424531950071,1.3952172159191731,1.0995748646514063,1.122754814141208,3.523233752558907,1.815931318263514,1.0291869971691467,1.6234755808078254,9.757183719540002
1.7813075765516548,1.3172524685600475,1.0778662545092144,1.5536668411700036,1.7537169280512486,1.6357490748867105,1.3137395319405525,4.860555895382474,1.738673246378306,1.0447199277986572,1.8130746790301744,11.495889024132325
1.698075774841551,1.3321082779275184,1.0808038875502477,1.7761956832083523,2.112216640183324,1.46488096245769,1.5047242497398965,6.976084404489063,1.387720599164217,1.0602528584281676,1.7225907186897818,10.384042497511002
6.657715200296737,1.3469640872949888,1.0837415205912804,2.743878429233971,1.701015950482328,1.5428175611523682,3.278412280174848,4.365746506156934,1.3013091048670038,1.075785789057678,3.789945042928793,13.404386331597255
2.6119337633465527,1.12014568665695,1.0866791536323133,2.452704711371713,1.235641396410872,1.3848025667630453,1.195873317549669,2.393961326407326,1.6460283883238929,1.0913187196871883,2.024717845514577,11.003901841380268
9.673793430845617,1.1518001759095462,1.0896167866733462,1.95350971633969,1.151715513307235,1.2267875723737225,1.2390735119177867,2.6146004661157063,1.34446118227116,1.106851650316699,2.3452238532736147,9.274819774031345
2.634166115453929,1.1834546651621425,1.092554419714379,3.8913662101911775,1.6253776299785967,1.0687725779843993,1.0349686253564996,1.4955493278388483,1.6821334966210957,1.1223845809462096,1.6491394878926793,14.285274791934524
2.0537075089950303,1.2151091544147383,1.0954920527554122,1.3742122754139243,9.589872768836177,1.3192806163001312,1.4204844669610968,2.038636479224895,1.309327620168382,1.13791751157572,1.0774055290482691,12.55657581069132
1.5003837465462049,1.2467636436673348,1.098429685796445,1.557425108644873,1.428950374788467,1.5523937550925575,1.6464515099767,1.7000192970430024,1.320354720822902,1.1534504422052303,2.376389938749213,14.43857969059306
9.20408269160919,1.2784181329199311,1.101367318837478,2.0409236404833893,1.6502700786403923,2.039462486207986,2.023418753888214,1.4856019691565834,1.6196734918389395,1.168983372834741,2.1528468243744725,10.965986575487715
3.092883377611137,1.3100726221725272,1.189905056409465,4.042095462543033,1.0101320658473512,2.111039995480323,1.7231023553381724,1.3710841674775525,1.2356296815668002,1.1845163034642514,3.0495666561250023,11.139653017181946
3.4552502283646755,1.3417271114251237,1.1714819214592131,5.53546088584087,1.4786652236029407,1.2485588217978358,1.4227859567881307,1.906281665524504,1.6561166741344462,1.200049234093762,2.640546394985749,10.56010354540465
1.864705010196056,1.3733816006777195,1.1530587865089612,4.371476128190087,1.2573187095794158,3.3470153637159274,1.1224695582380888,1.4575156613808988,1.470719748460702,1.2155821647232723,2.5614905850363283,11.422340149267097
2.071296044039916,1.405036089930316,1.134635651558709,7.625640144376364,1.0520699545941097,2.18726838719756,1.7104428582520164,3.966477877086713,1.6505051716304011,1.1155766618549423,2.517048971290873,9.804696229906671
8.668638326138096,1.4366905791829123,1.116212516608457,4.639536200588028,1.6408308015208786,4.713203702605726,2.298416158265944,2.098871410970429,1.761373022703378,1.0155711589866128,4.929045714489915,10.117724348104058
8.240427087126848,1.4683450684355084,1.0977893816582052,4.3904270485140025,1.2078607868239226,1.539398487165526,2.093280149157441,2.9020421862745,1.6154664948572606,1.0354112367363428,5.6377267429977485,11.261731115245796
3.969067948867366,1.499999557688105,1.0793662467079532,5.357031171594258,1.9256503949444632,9.651722190075873,1.88814414004894,1.3915892896490143,1.617159550767623,1.055251314486073,4.398197499617127,11.861793424330443
12.273655636212771,1.531654046940701,1.0609431117577013,6.008684341597618,1.4024149960563626,7.016093253338431,1.683008130940437,2.361345061919543,1.1385997369657543,1.075091392235803,1.796400568368546,11.632052569209211
13.816917131759874,1.563308536193297,1.0425199768074491,5.739321941003199,1.9322325243980143,4.202027861686525,1.4778721218319348,16.599156253535917,1.4565952034718042,1.094931469985533,2.914449701861737,15.341734908605655
20.06142026636357,1.5949630254458933,1.0240968418571972,7.008668358675962,4.272422833556714,7.444781504695626,1.2727361127234325,2.785280198744569,1.3072260573209322,1.114771547735263,2.1184436089222105,15.077345094060234
2.924853178745573,1.6266175146984896,1.0317116966541149,6.03442384899048,2.814406925664082,4.786705355743199,1.06760010361493,4.730654732940791,1.9164159232898887,1.1346116254849932,3.286238598368012,15.262471319624238
2.594615386875323,1.658272003951086,1.0393265514510326,10.577331399876073,3.1727050871158293,8.697328376331296,1.0610209306204648,1.512083355754532,1.674024560739159,1.1544517032347232,1.6432706573510232,11.912183912987231
2.574108236515056,1.6899264932036822,1.0469414062479503,3.895941673419874,3.229901337916356,2.0286022477383034,1.0544417576259997,2.8228426649932694,1.951773375864572,1.1742917809844533,2.2773439466247694,19.736981234354687
10.709727470484305,1.7215809824562782,1.054556261044868,7.740681767966779,3.353678964495951,2.299187294604949,1.047862584631534,4.2782294805190855,3.5831271109734733,1.1941318587341834,2.475832525642934,14.89061817775662
9.541828203163744,1.666913299542834,1.0621711158417857,7.298502823865755,3.516880478457873,4.7097437007667216,1.0412834116370688,2.090875346699463,1.272276833009947,1.2139719364839134,4.81242507175423,12.174273898355054
8.059737967436687,1.6122456166293897,1.0697859706387034,3.863880147643112,3.497040789903908,8.218339657214722,1.040457488583592,1.8964107409362911,3.5198871047315663,1.1539433871194575,2.2784641559279906,17.9993230816854
8.18946919295755,1.5575779337159452,1.077400825435621,9.2405193444812,3.537094355288677,2.468573880946245,1.0396315655301154,1.6022808893060894,4.889604426862479,1.1299757142729916,2.4337318320687404,14.843721935235864
2.6469666698863032,1.502910250802501,1.0850156802325388,3.515879330584841,3.6542337044573454,2.721974361718988,1.0388056424766383,2.3126299502899847,4.764707378248269,1.5882985037583677,2.892804095488453,15.193121231025025
1.843855097936625,1.4482425678890567,1.0926305350294565,3.433840153497614,1.7238770434977029,7.685657726508243,1.0379797194231617,1.4845965771505396,2.9164647331566345,1.4079045431098207,3.448312846905708,13.151057792552448
2.2482450961069285,1.3935748849756124,1.100245389826374,4.238177090392743,4.334868423607091,5.270783879139125,1.037153796369685,1.475689709356102,1.4694129712986248,1.2275105824612738,3.4892540715496465,12.73613793517423
1.7629963297885711,1.3389072020621682,1.1078602446232917,3.720908251110401,4.935625731027156,6.520685827312045,1.0363278733162082,1.7713412884284772,1.8885136223378989,1.2620384801035962,5.079705869314073,9.900927100651208
1.7180686718349252,1.284239519148724,1.1154750994202094,5.892468052969081,4.4457103201657135,7.544710700592588,1.0355019502627316,1.775991659732255,2.370925230538577,1.2965663777459189,2.986656924127712,6.715181189297172
3.276548882839724,1.2295718362352794,1.123089954217127,6.633744463532975,5.579659268032666,6.599088895188297,1.0346760272092548,2.754944865456173,3.0292260167674088,1.331094275388241,1.6754411900187118,8.520929873098748
3.078453199915653,1.1749041533218352,1.1307048090140448,10.927737067336928,4.782308089325834,5.418091556449701,1.033850104155778,3.733898071180091,1.3587819411631132,1.3656221730305635,2.7505839021941214,8.640961588210764
2.210366804263568,1.120236470408391,1.1383196638109625,10.56009996599446,2.36164568037824,5.228227100545698,1.033024181102301,3.774224874042149,1.7654561655802412,1.4001500706728862,1.5539769303510849,4.83266281142096
2.2204779639213466,1.1610704976852904,1.1459345186078802,7.163049314749204,3.35665313100338,8.529229121750118,1.0321982580488245,3.5055152324338743,2.289221101345931,1.4346779683152089,2.557802504786059,6.062233059861529
1.7783936248703172,1.20190452496219,1.153549373404798,10.926062232088528,4.865995338730296,6.895183391758702,1.0808203310348905,3.233767670899965,1.026809122696282,1.469205865957531,4.743824114128945,13.737153288379696
2.6770704110151806,1.2427385522390897,1.1611642282017156,6.251243811336308,3.263137289184436,5.445801085229235,1.1294424040209563,4.019706766505719,1.4335885703362536,1.5037337635998536,2.2090012305522504,4.911540725012562
2.596522751222468,1.283572579515989,1.166291045512272,7.906654270793576,3.784745724638076,5.681195125423468,1.1780644770070223,4.654091464362366,1.5159797573854303,1.538261661242176,2.6250620018433484,9.060255641493455
2.8296662076484043,1.3244066067928886,1.1714178628228282,8.530663072042005,3.0652311188595336,7.308729159420848,1.2266865499930883,1.7941481282399294,1.6522702702438692,1.5727895588844985,1.5334267835166533,5.054603557647716
2.9263367115689145,1.365240634069788,1.1765446801333848,8.072375525958732,3.4880570741010453,6.2251264261683215,1.275308622979154,1.5745008179314826,1.041413950762541,1.607317456526821,1.9274982678799668,8.314684442935674
2.183096716148142,1.4060746613466877,1.181671497443941,9.116769577582458,3.1658569092458904,4.823888142989096,1.3239306959652202,1.3264915533530914,1.543534829261549,1.1561615731692063,3.8335005854080793,5.0315187458506765
2.571881352381715,1.4469086886235871,1.1867983147544974,7.358655128453819,3.2600660110854456,4.439285774289315,1.081910162608117,1.161601158458576,1.6868477568876514,1.097902783582235,5.546169028531434,8.825381014143481
6.333044711633661,1.4877427159004868,1.1919251320650537,9.788064762599792,3.448476701114476,4.382908228949573,1.0487999831852808,1.2094424615795694,1.2582944656678188,1.039643993995264,1.8292212944953028,9.590260426037236
2.6549487071326947,1.5285767431773862,1.1970519493756102,5.21461713660346,3.641043938226777,5.910402094266566,1.1969873988471258,2.909114297457919,1.80613807329619,1.0508030910794806,7.8203395113959875,12.099992207480218
9.16520959317428,1.5694107704542857,1.2021787666861663,3.944074719082408,4.435307838998617,5.760651134114244,1.1403116930652404,1.5861620631949178,1.2345764573654536,1.061962188163697,4.248112043404213,11.915501443782937
6.060145319259223,1.6102447977311851,1.2073055839967228,7.648184067681822,6.3954349145313145,5.7898812723844815,1.107367851143473,1.0914780828056498,1.862578223778924,1.0731212852479135,5.642565753633595,12.248320203382091
3.04274152436001,1.6510788250080848,1.0995546925996953,7.894131498270475,6.468428118991046,9.238405180930512,1.0744240092217057,1.1447479061530146,3.0735878460549872,1.08428038233213,6.736970694848735,8.503374260340788
2.733061078803744,1.6919128522849842,1.2798998000401176,5.577407603058696,4.020686354952672,5.875168855515057,1.1045795435048356,1.3807659352407178,2.1202818452735817,1.1265084891638857,5.555450227510216,10.08931552756501
9.367666323692715,1.732746879561884,1.4602449074805397,5.840821341911593,6.196667192438809,3.1778725610099654,1.1066921589090748,1.9006886704559205,1.458025542728968,1.1687365959956408,2.254948831698532,10.814965072309136
3.7408853482661097,1.7735809068387831,1.328211144035632,5.3059160686132,6.037715813700917,2.3594482990222336,1.108804774313314,1.395007121969086,1.982819481804968,1.2377290663856078,6.115963838253632,12.064348497323277
4.493212708777035,1.8144149341156828,1.1220209925313709,3.834500767180024,3.831433751520629,5.947901679783996,1.1109173897175535,1.133677025632582,2.5524056475034302,1.3735028476266726,9.078879168705212,11.18192495265934
3.2437057018430533,1.8552489613925824,1.2692842506670778,4.48635966248875,4.73192670704162,2.590673877697652,1.1130300051217927,1.1429467458934788,1.3977660029605428,1.5092766288677373,3.282944325609757,10.764244120750304
3.585174355795221,1.8960829886694817,1.1732512963416226,5.404243195895154,35.1115775548003,2.0664995455868107,1.0972963870553074,1.1352612811301768,3.328423802916269,1.645050410108802,5.337997868918005,11.1170356077742
4.541324201097518,1.936917015946381,1.1270563394209596,4.195752295377618,3.0785370641631573,2.2189967970576485,1.0815627689888223,1.0439963647378752,1.4062182362053768,1.7808241913498668,3.748639241688069,10.078693293982855
9.118552165811812,1.977751043223281,1.0808613825002964,2.2260673732224427,3.950505655737482,3.091741495614859,1.8847871707542023,2.08163795070242,1.4893411363041578,1.628895063987855,3.2099448916735067,10.136866256863382
3.718218146041493,2.0185850705001807,1.0346664255796334,1.5542836953913737,3.167124920843252,2.5510145134623974,1.562621735320285,2.142981443957095,4.78602936331594,1.0704353331214325,1.1465375613167157,7.495986304039752
3.571912429995629,2.05941909777708,1.9250365143186177,1.8845897886577183,3.403545451213842,2.508105547404982,1.3941636162363769,1.8429589989447133,6.532736341670038,1.10588499618681,1.308364365623763,10.58981736511726
2.1377900025222574,2.1002531250539795,1.8141994488522768,2.773601398056269,3.3683734335239497,1.80477078551493,1.5914117501372202,2.329516251715146,5.925246121417469,1.1413346592521876,1.2171546579548276,10.626520239725972
2.528655436147422,2.141087152330879,1.7033623833859362,1.6502556909343007,4.481182654852574,1.0763548356154296,1.7886598840380634,4.9758191003635215,4.134076190475067,1.095820527915294,1.8768080252796648,13.42814993699423
2.633219395045644,2.1819211796077784,1.5925253179195953,1.5850137390179764,4.385510301543047,2.3746296676654395,1.5673943779044452,2.7670017666446327,5.293826060270656,1.0503063965784003,1.697346649436524,9.525519000961438
2.594032181775563,2.222755206884678,1.4816882524532544,2.3083376346055,6.025607277582814,2.1423471623620176,1.3461288717708273,2.308882263259848,5.662527410609862,1.241879938920376,2.253526288503875,12.820366667627182
2.044379262279364,2.2635892341615778,1.3708511869869136,2.2857187081246715,5.910279593704407,1.0184740110561554,1.1248633656372091,2.0449713653804915,2.29143484398513,1.2220955605388275,1.4675658774204468,11.644708611228298
2.831759836974165,2.304423261438477,1.260014121520573,3.388467795990045,5.55436377595082,2.4938723735142343,1.1527348474680403,4.655482689202584,1.646232996840243,1.1481927213079457,2.7639926440460565,11.652219552921604
2.1916318728581428,2.3452572887153766,1.2809519459983256,5.251024485591191,3.784763361558648,6.311362269086097,1.180606329298871,6.4053871254596615,1.5385944293640816,1.0742898820770637,1.7922759168500533,12.181786960232332
7.54439055811204,2.3860913159922763,1.2546078343128717,3.372615454708512,3.623548610789287,4.508762091384921,1.2084778111297023,3.7143984115089768,3.0684234823905205,1.0805295380675175,1.6375776145936545,14.128490852473377
2.812785707709478,2.3610876031956587,1.2282637226274178,3.9485963316977513,4.912087735979448,5.3165588131094585,1.2363492929605335,5.421072860799505,1.707575052914845,1.0867691940579711,1.9255261522629976,9.254295926215
2.0644621703706627,2.336083890399041,1.2019196109419636,3.5914294892947107,5.587934004397846,6.329260862352386,1.2262972937783148,3.0475240149121063,1.7659240488531274,1.0521531399505824,1.1626542860287177,11.905417414068207
1.922802154270565,2.311080177602424,1.1755754992565095,3.2064999612288547,4.596195187105296,1.3865825690444264,1.2162452945960962,5.146489116578263,1.674870077264928,1.122972561307487,1.3096984863236665,13.94400650973303
1.6796291115760518,2.2860764648058063,1.1492313875710558,4.344344755275612,4.707557950633889,2.7985794717482646,1.2061932954138774,7.358699890869143,1.4476114246691243,1.1937919826643917,1.4567426866186148,9.284012864874098
1.91714915016542,2.2610727520091887,1.122887275885602,2.974890137314846,3.707231638495794,4.573807547175315,1.1961412962316589,6.942538500245171,2.792037467882001,1.2646114040212963,1.4185163845480102,11.284603433132984
5.627453308078651,2.2360690392125715,1.0965431642001475,8.570004470970325,3.913765987055121,4.827427468815714,1.18608929704944,5.9279535015746,2.694800595322564,1.3354308253782012,1.410293512017002,11.35805941776741
2.134330433299386,2.211065326415954,1.0701990525146938,3.2862142927047446,7.751024739677543,4.978931292279186,1.1726200019651405,6.285879977184658,1.4668487015121094,1.406250246735106,1.4020706394859934,9.434818824386056
2.267754715269928,2.1860616136193363,1.04385494082924,3.132778455721479,4.879756381980733,4.229857471148315,1.1591507068808409,5.961049323115825,4.160028972220738,1.3945196803501154,1.3938477669549851,6.988437709070932
4.215121456575796,2.161057900822719,1.0494557682681211,2.722759783753197,5.694533518014209,2.205088337095042,1.1456814117965408,5.34875167180256,3.224092465162401,1.3827891139651247,1.45963562388862,12.664158293544476
1.7541476223435772,2.136054188026101,1.0550565957070022,7.1088913001517255,5.788061866859622,2.2629578416111498,1.132212116712241,5.230918273873948,1.5822762921504094,1.3710585475801342,1.5254234808222549,7.675843724101218
2.4116413990851,2.111050475229484,1.0606574231458834,,5.639455683236439,1.8080071242621207,1.1187428216279414,5.397646438064316,4.366179532695822,1.3593279811951438,1.59121133775589,9.382605342943236
2.1053823147084145,2.0860467624328667,1.067330715290108,,4.344707438854945,2.756759743769777,1.1052735265436415,4.698158375969035,2.5546194869503247,1.347597414810153,1.6569991946895246,11.69284319009279
2.218645802149962,2.061043049636249,1.0740040074343322,,4.737845814780604,1.8924082035916785,1.14920138677366,4.960327702529663,3.991574871453656,1.3358668484251626,1.440067498467154,9.827974249936558
1.809948226009424,2.0360393368396315,1.0806772995785567,,5.497114118049297,2.428549221722244,1.1931292470036785,5.433827384872499,4.749519414797443,1.324136282040172,1.2231358022447834,12.16511789928119
1.711806724680685,2.0110356240430143,1.144288686364329,,6.648043787101979,3.4549455671997573,1.27087797962054,4.699263086595833,4.695290076646743,1.3124057156551814,1.364831203588064,5.711288269465429
3.062358360840418,1.9860319112463969,1.2079000731501008,,4.975725509819717,4.929208744603626,1.3486267122374016,4.018109495438366,3.545515745319096,1.300675149270191,1.0505871527526554,9.387992286730617
2.269553521715111,1.961028198449779,1.271511459935873,,8.95257845161126,2.4090142893182698,1.4263754448542632,3.9610735293661454,4.222934562754663,1.2889445828852002,1.2336511285813017,11.482732414883058
2.0481548581341125,1.9360244856531617,1.0119537241908112,,5.843761345820407,3.997716913475046,2.188195692094992,5.29084482944352,3.585398113137101,1.2772140165002095,1.7524981415238263,5.780613283298744
1.7957466066725207,1.911020772856544,1.1314283931106122,,5.534802584606262,6.297545814910264,1.4981080850612551,6.907097145314691,2.41272623905986,1.265483450115219,1.347438772878054,11.012175954780382
1.6553462586201364,1.8860170600599264,1.250903062030413,,8.513007793049335,5.025915535460088,1.2764470841760356,5.259308359330281,2.763873793382571,1.2537528837302283,1.612004078329465,4.368284389663868
1.9601307703702704,1.861013347263309,1.3703777309502136,,8.966608818028197,2.986593293269764,1.281754975357523,7.683381186876148,5.3020868146560725,1.242022317345238,1.2353893921096737,3.890556996107097
2.747421677174347,1.836009634466692,1.4898523998700146,,7.278479768503817,4.7116781590569055,1.2870628665390107,6.470738046770731,3.9379332741937447,1.2302917509602471,1.461563880004448,7.165245632121581
2.0053938165388114,1.8110059216700745,1.6093270687898156,,10.677912009048102,2.887748968168211,1.292370757720498,5.938850637590347,5.170777142539513,1.2185611845752569,1.2461904441231453,5.527792097531383
3.3525800898444458,1.7860022088734566,1.7288017377096163,,5.894861165525045,4.901691859167515,1.2976786489019858,4.828467037640809,4.677302510188664,1.055512548218966,1.5735122166870938,8.950376130705811
1.772756206209726,1.7609984960768392,1.4899414256118366,,7.528772687173867,3.193446518454496,1.3029865400834733,3.809195564573398,1.6068428750360806,1.059092021587835,2.3920791292454675,6.179218912731773
1.7787916344979031,1.7359947832802218,1.5241360068623933,,8.274349238447272,6.509517999508218,1.3082944312649607,4.525389991566909,2.4234732345170102,1.062671494956704,1.389048657661393,5.33619986462435
2.352148215940718,1.7109910704836042,1.356020400884118,,7.44415664086886,7.142053771117392,1.3136023224464484,3.5351562158922234,2.0923965935671616,1.0662509683255728,1.241235447251105,6.210608672122639
1.3615161349116416,1.6859873576869866,1.4609569270524545,,10.272742871712888,4.707716095967666,1.3189102136279358,3.59401625815963,2.5701438360547586,1.0698304416944415,2.452395189257881,8.146079437855622
3.3086812150062563,1.6609836448903692,1.4357775687755354,,8.498264344063283,7.664352545365422,1.3242181048094237,3.320234502513108,1.502426091937943,1.0734099150633107,2.5664019399386024,11.491348524088265
1.433776711727254,1.6359799320937518,1.83703474969516,,9.39219086902454,10.287717482123714,1.329525995990911,3.4421483738784704,6.481217550549896,1.0769893884321795,1.5782663617366048,4.2553427963572
2.095292218041044,1.6109762192971342,1.4676718084091762,,10.671467806033371,5.4425359357705165,1.3348338871723984,3.335425085665308,5.623085850672401,1.0805688618010485,2.926146890163404,8.75588088737317
2.501852950832125,1.5859725065005168,1.4467049101353266,,10.008005171791645,5.814162253770685,1.340141778353886,4.434536932208972,2.6822731787300564,1.0841483351699177,1.1369033328576312,5.165354486297915
1.607141893677598,1.5609687937038994,1.425738011861477,,8.67166018698311,6.701008750107737,1.3454496695353737,6.231997847644363,4.874698012137049,1.0877278085387865,1.4261929248805532,5.822545890989287
2.2882866568679594,1.5359650809072818,1.4047711135876275,,9.10570601052086,3.939812521365549,1.3507575607168611,4.370701152657075,2.6583447829213047,1.188885072715931,1.6732349240708664,4.414011637826535
1.7610612667207748,1.5109613681106644,1.0019078360946807,,9.200474916101596,5.00578850201809,1.3560654518983486,4.863525744972959,1.6319343216219613,1.2900423368930758,1.338107709616693,5.9367780728988375
1.2444584555681204,1.485957655314047,1.068353553359561,,11.110712979191806,6.942457826623358,1.361373343079836,4.36024987039209,3.717871071549537,1.3030535106468866,1.3912096511818997,4.634755538694603
1.3387008867749624,1.4609539425174294,1.1347992706244412,,9.818573174015976,7.7729742585666015,1.3666812342613237,4.035765124394178,1.6554823619502643,1.3160646844006971,1.3863985071934124,6.473627854964728
2.667812247414809,1.4359502297208118,1.72406250297178,,8.546458796917197,5.082266675845015,1.3719891254428112,3.770486665040417,2.9195707714143286,1.329075858154508,1.4652745866578805,4.157172862325988
1.8710385280810888,1.4109465169241944,2.075503226564501,,14.057670804652362,5.7454394175172885,1.3772970166242988,3.906980094477075,8.248049604095831,1.4014403886771976,1.5441506661223487,4.719942378867478
1.4214342066891783,1.385942804127577,1.8129065238469213,,9.79983232583916,4.982869304900621,1.3826049078057865,4.626833304087639,6.900372710029938,1.5289020854889508,2.0128863189323227,7.985720749776083
1.1704896779704892,1.3609390913309594,1.5503098211293422,,12.024087843132152,2.290427747690492,1.3879127989872737,4.460779434807312,6.184541508751461,1.0945700778405452,2.341058445229834,3.5868684428223365
1.3069542032261956,1.335935378534342,1.287713118411763,,12.010179871445803,3.1714976178718084,1.3932206901687614,3.880640346319837,4.302768853567858,1.6775280401166477,1.5207785357215744,5.9337916960606965
1.8009489988950127,1.3109316657377246,1.3276685270744124,,10.73196027128361,3.300881002251071,1.3985285813502488,5.985453596507753,4.388301050195905,1.367202930667983,1.4779172183071123,3.952637667480831
1.9235064654418863,1.285927952941107,1.367623935737062,,6.491313906672297,4.024605333984534,1.4038364725317365,4.258189095799676,1.6530856896224342,1.6554346529201724,1.4587869905750137,6.69176351230861
1.3483007076710185,1.2609242401444896,1.407579344399711,,,4.406263089781617,1.409144363713224,6.122550171212102,2.1424490309252056,2.1287884740092884,1.005286624492966,7.722223669649042
1.3311678454945544,1.1594086542802395,1.4475347530623606,,,6.138691532892303,1.4200302690589477,8.12390738182868,1.0430819133629758,1.286203050156024,1.2809390426606286,8.175349595705686
1.6268947622165622,1.0578930684159895,1.48749016172501,,,6.424653887288185,1.430916174404671,7.30745500978136,1.0442503236099705,1.321707236470924,2.165400532256992,6.358631449499317
