Duration_envelope_Central_moment_3rd_order,Duration_envelope_Central_moment_3rd_order.1,Duration_envelope_Central_moment_3rd_order.2,Duration_envelope_Central_moment_3rd_order.3,Duration_envelope_Central_moment_3rd_order.4,Duration_envelope_Central_moment_3rd_order.5,Duration_envelope_Central_moment_3rd_order.6,Duration_envelope_Central_moment_3rd_order.7,Duration_envelope_Central_moment_3rd_order.8,Duration_envelope_Central_moment_3rd_order.9,Duration_envelope_Central_moment_3rd_order.10,Duration_envelope_Central_moment_3rd_order
-35632.96511386263,21243.69456314828,-123341.90733770133,2670225.575576715,-2607825.499052672,-160956.66003437585,283636.27862736624,2237361.0391146843,95169.85864435858,10995463.808372064,-1027744.4323054318,-1381036.4571365607
198284.502723772,28324.9260841977,-29769.0278710743,4425999.294762421,-1619657.6092944066,642542.8644543822,425454.4179410493,5020566.026077194,791640.7408927318,12369896.784418574,-1251545.1933151283,-3799929.9236827553
383749.7326153923,35406.15760524713,63803.851595552725,12355329.136705194,-2062458.5550913368,472223.4752838506,567272.5572547324,-2296883.588177352,0.0,13744329.760465082,395572.0679388544,-1927692.9358843684
568020.3181116546,42487.38912629656,157376.73106217975,11300755.599830108,-2202845.840038794,652187.906559,709090.6965684154,-4749100.953431685,9.822542779147624e-11,15118762.73651159,390614.64307014266,-1266118.9992518108
80888.84934560591,49568.62064734598,250949.6105288068,12823112.056520358,-2802832.9516154514,185091.65741341747,850908.8358820984,10292934.127284177,-638969.7862236869,231116.58244753705,-351518.63554521726,-1343201.8155066615
1063530.315762911,56649.85216839541,344522.48999543383,2110623.7212367053,-2923057.660431683,-1402890.9849721626,-2179809.433754403,0.0,-174860.6757878442,115558.29122376852,1165418.6689605834,999241.8702571848
798840.3322834547,63731.08368944484,438095.36946206086,15137952.70205886,-3866100.737369219,-383892.2914714081,-15594.210299327904,-2444270.7433760096,0.0,0.0,1237562.7966411258,-267186.3737646281
1395863.8704978866,70812.31521049427,531668.2489286879,3367344.00274618,-2901495.6039003134,25690.884185418214,573939.285212908,-1622996.132781671,1892063.0062492096,6.184563972055912e-11,2856809.644884987,-1068922.6455126507
598199.8613773757,77893.5467315437,625241.1283953149,3844422.8191567874,-2953729.266407153,53471.38570551247,110617.95781903404,-7707179.293461013,-4.656612873077393e-10,1.2369127944111824e-10,-705579.8902194762,-2360229.862652716
769831.2949712345,84974.77825259313,718814.0078619419,4586233.65408166,-2338401.917748804,149051.8273115585,55308.97890951702,-36998.305120553,5.587935447692871e-09,1.8553691916167736e-10,829284.8821927969,-2993307.379211903
699137.9892734111,92056.00977364257,4.656612873077393e-10,546662.0963907398,-2828782.069224733,1041539.7052510704,0.0,-39141.20378456885,3711360.1606410495,2.473825588822365e-10,353916.02542727214,-4526175.09636649
1700931.349581929,99137.24129469198,669451.0471611632,133263.47460325397,-3034682.4772192147,-1299137.575776124,-2642997.226719415,-3329041.890832865,-143902.94272407924,1.2878444977104664e-09,-20776.986956865137,-5038405.953593116
4226457.914375323,106218.4728157414,1338902.094322326,1146080.4657101806,-3510962.4812737308,-641041.5841791116,-1982247.920039561,-887651.5412875847,158012.91622918073,2.3283064365386963e-09,150447.84727587836,-5016253.59674362
1499750.2853127688,113299.70433679083,-37412.08227642532,926655.4091796952,-2960990.479506967,260859.13565203923,-1321498.6133597074,-1577149.9089820688,1395269.246104116,0.0,212860.39796682115,-2769887.106598866
951126.6674804004,120380.93585784026,0.0,1743326.6659656784,-4645553.788553508,1477718.0914251644,-660749.3066798537,210186.73343764324,-221191.24308039213,32909253.378645346,793581.7603731822,-5166285.767211312
983001.3401687646,127462.16737888967,-10370914.406800052,-2752670.909813333,-5882779.295550337,-1641276.1987125084,0.0,59137.49758002937,292071.567374801,65818506.75729069,5624084.310112037,-4505777.843580516
913278.3404706232,134543.39889993914,0.0,398162.2711531786,173789773.15289602,-917651.364887786,-3.637978807091712e-10,-7979972.997263571,434921.8143075745,98727760.13593604,-1156144.5126976108,-2237310.3535761144
2429266.7481389623,141624.63042098857,2.7163575092951453e-10,1119634.5383516094,-5404540.937280024,2197257.216572228,-7.275957614183424e-10,-6434744.606651728,-179020.49529585434,131637013.51458138,125275.2830492622,-8497232.109997159
1277852.6685183223,148705.861942038,5.432715018590291e-10,-666543.2754975143,-5803354.037992713,-24768.452701399725,1593979.553861434,-6211252.669725034,735108.2568728713,-881999.023528387,619903.4132381149,-10023282.3389332
1692232.020289809,155787.09346308745,8.14907252788543e-10,1081688.584506237,-2647607.455799043,62407.427352030856,3547423.120622077,-7046700.337403899,146534.75739644314,180034.23381702206,-193660.45632918947,-12011602.551609771
2194167.93958326,162868.32498413685,32212.69975727717,1806308.8130982465,-1858407.682580622,-39249.04079824103,-6394911.602679204,-967827.9920005568,2572158.301301924,107350.96799017204,56029.12097884452,-5082964.797951384
851716.8209610552,169949.55650518628,26843.91646439764,2311877.4103495544,-2755909.580292628,10701.0125802062,-3340276.666557448,103277.7604191879,1374572.804015349,34667.70216332201,-7015949.800832838,-5365873.500648167
1094740.640720528,177030.7880262357,21475.133171518115,-2102236.54102374,-2125628.5889136367,21503.958822379205,-285641.73043569206,-150417.42435659195,171733.51244841854,17333.851081661003,1040351.463090776,-10046152.137474742
578788.5480112064,184112.0195472852,16106.349878638586,-333143.6664806613,-1538421.1802917058,4697931.808831049,-107567.8076339218,-40040.5482377163,-158362.45576068969,0.0,3545061.1125458903,-6665678.673123245
727926.0938951602,191193.25106833456,10737.566585759056,-868492.8390799626,-2209643.8824820984,-4531597.43496775,70506.11516784847,-330107.084122087,-318783.56263294705,0.0,-51555.78505946241,-8291742.836932594
528461.7254182654,198274.482589384,5368.783292879529,-236801.71599763044,-1586009.792745493,0.0,248580.0379696188,-567064.2726744042,4740.726817055154,189155.9316884413,14836595.89889787,-1356738.9194151086
11656.56518632683,205355.71411043344,0.0,-1462823.6295598417,-1965047.0630797693,-30520.614926254824,186435.02847721384,-123087.16328881256,5803.741012674576,94577.96584422022,-1098100.6185881472,1595779.8027264588
33819.37008506694,212436.94563148284,0.0,-544846.9570155978,-1935386.176815898,8657040.553678913,124290.01898480888,-96572.36732543954,64424.21226546662,-8.73114913702011e-10,-65081.90769986974,1250600.7492293736
547214.5155803065,219518.17715253227,10498.21430310596,-311348.7027070543,-1823538.7950192632,-818742.6721728976,62145.00949240392,-130960.07417961166,4197.889005254619,-29528.497596133664,826533.1261939328,-1029641.743764747
133642.10277470178,214639.9954380316,20996.42860621192,-569874.2424850465,-3888169.222965122,6035934.51778511,-1.0477378964424131e-09,-173574.81349708876,10973.73869476842,-59056.995192266455,931022.8522787796,-2478308.332325636
365391.3140606957,209761.8137235308,31494.64290931788,1948986.3960392275,-3878188.7878911896,12734645.86410031,-8.381903171539304e-10,-450455.74897052994,1060639.321294995,4.6566128730773926e-09,-1.1641532182693479e-10,-2185912.8935032124
551167.8853104382,204883.6320090301,41992.85721242384,62590.635613270446,-3071973.935691155,2238982.7688687374,-6.286427378654472e-10,-524295.4179963671,25651.17217823588,-30389.7720106753,-8.367351256310937e-11,-2361692.556443228
21666.59562122321,200005.4502945294,52491.0715155298,1599056.2725507536,-3366871.6413872456,-166489.42184258605,-4.1909515857696524e-10,-654352.2907908431,45827.47315516188,-60779.54402135526,-5.0931703299283975e-11,11875594.832033042
-47644.83340981093,195127.2685800287,62989.28581863575,2422125.133267647,-2729049.3489230163,1630230.3607563437,-2.0954757928848262e-10,-895361.7326857252,1325913.6751773944,-91169.31603203522,-61775.339942850085,4543173.8836507695
23163.80506011548,190249.086865528,73487.50012174172,1629445.0436379854,-1313069.1079454753,-655403.2187040255,0.0,-366353.0366808756,-132977.8400960867,-121559.08804271516,-41183.55996190003,-2625061.8331985204
83911.95203962231,185370.90515102723,83985.71442484767,4881564.81922318,-1716464.1231952594,386481.1349019521,-8400.149378530494,-63887.31522715557,1194255.0388017844,-151948.86005339512,-20591.779980949963,-2317427.945144732
-58294.01812917591,180492.7234365265,94483.92872795362,-140763.10835992932,-2449336.1969037503,1132337.0508341922,-16800.298757060988,-583569.8019018838,-371327.2980782458,-357639.8200852927,1.0186340659856795e-10,-1353607.9595125
-154662.1054430993,175614.54172202584,62989.28581863575,-1860174.757461408,-6154620.258247612,-2849680.659907415,-25200.448135591483,-1121307.9429124335,-571750.354788167,-563330.7801171903,48089.14008894094,-364286.7166489837
1152396.4856579015,170736.3600075251,31494.64290931788,67650126.34885848,-4171403.33100791,-3712157.94419634,-33600.597514121975,-1582494.1891386018,-34535.014820085824,-769021.740149088,96178.28017788178,-1226228.3333440986
961975.6401649565,165858.1782930244,-6.59383658785373e-12,,-4775991.869192911,-1160468.6202319225,-42000.74689265247,-1413943.9406306148,261890.25206857783,-974712.7001809856,144267.4202668226,-962755.4084378104
2210926.5197486863,160979.99657852366,-7.73070496506989e-12,,-6533335.37586728,-5472296.005036622,-50400.89627118296,-1450926.7535148682,315446.7248019226,-1180403.660212883,192356.56035576345,653554.572647907
67318.6368587044,156101.81486402295,-8.867573342286049e-12,,-3982256.601479753,-570290.5228851127,-7286.326889419237,-2339997.3092323462,198046.24896646044,-1386094.6202447808,427872.2548226112,-61942.247305661935
599770.8561235161,151223.63314952224,-1.0004441719502207e-11,,-2274403.4058177746,-1720893.9907903736,35828.242492344485,-2361466.207845127,451696.6022579683,-1591785.5802766783,663387.9492894589,-1025074.7871875444
443403.5882385081,146345.45143502153,-1.1292892547013858e-11,,-2674035.37676105,-2007362.0277190723,293628.5917981199,-1234744.8511527332,203032.8204982959,-1797476.5403085758,75216.84975044389,-1542097.7261431713
2176909.063397673,141467.26972052082,-1.2581343374525506e-11,,-1978770.409849726,2541747.388361841,551428.9411038953,-2040544.901376607,-1092512.7880899033,-2003167.500340473,4.3655745685100555e-10,-857791.6807762656
454212.8465679454,136589.0880060201,-1.3869794202037156e-11,,-1510777.9905799832,2313873.5322782737,809229.2904096707,-3999232.369148498,827886.0759535767,-2208858.4603723707,-1.3460521586239338e-10,-618866.9891788253
1178089.2295509756,131710.90629151938,1.629814505577087e-09,,-981525.7856913924,3116634.0886336104,-548416.3368162822,-2608519.5054656444,599107.3234269455,-2414549.4204042684,-2491934.540248041,-1231829.6266437334
374907.16292114905,126832.72457701866,50221.5854634167,,-2140891.08278774,1804979.3419157453,-65.3452404080024,-1636932.628743006,1404802.621768713,-2620240.380436166,170437.7154210276,138826.56864631208
1502341.9085934116,121954.54286251796,100443.17092683176,,-1666265.3357575375,3241169.2686086698,69264.08555137432,-1360757.2574507468,723075.3239656443,-2825931.3404680635,-1045307.2313954892,-1039417.746404378
1266618.0443944624,117076.36114801724,150664.75639024682,,-1656537.3200057554,2666170.813340045,66493.52212931933,-1912188.4614570693,3046164.4752470613,-3031622.300499961,2572773.1498679323,-1247829.396576855
1145619.5669237757,112198.17943351652,200886.3418536619,,-1957807.7817399288,1088999.495759955,63722.95870726436,-2971711.657936302,3235666.4284490338,-3237313.2605318585,142229.2653506946,-1841897.2171362964
968925.8418075223,107319.9977190158,251107.92731707697,,-2976831.7558396216,935509.0267194642,60952.39528520938,-1884837.9325340225,5322339.426270089,-3443004.2205637563,817348.2012891753,-3055381.025515498
119500.32769568697,102441.81600451509,301329.512780492,,-3061749.9281387366,567653.0903689127,58181.8318631544,-1313013.2290275742,-164980.00957059374,0.0,15526861.381760417,-6415730.895573784
42965.44333625982,97563.63429001436,-113363.3937586106,,-3206050.2900612685,1216272.9890076723,55411.26844109942,379679.72171863215,-134297.47160091353,996015.939517456,20993750.577603456,-4483447.100110765
-17074.234363920063,92685.45257551364,4182435.301514834,,-1921110.4187234824,-1337011.5658420746,52640.70501904444,1227376.7716487388,439721.8491443629,1992031.879034912,1135983.7490728418,-3004037.6804550886
-1562.2245219342242,87807.27086101292,2760664.170145655,,-1028557.2956539544,-2052651.070139736,49870.14159698946,3011438.8479145044,-371523.37354871794,2988047.818552368,2860587.488330109,-2524766.65734675
-10094.094088514115,82929.08914651221,-62276.67905793633,,2268859.1197720496,-771465.791704367,47099.57817493448,689691.84379724,94082.15710366397,3984063.758069824,1035981.3526512082,-2508033.136613885
246314.78876978628,78050.9074320115,90487957.61668448,,931003.4356001342,-1298401.042031194,44329.01475287951,1379290.9756739435,-415493.8933955093,4980079.69758728,2307238.2939419807,661002.26343709
33650.360609264884,73172.7257175108,-8310549.590945001,,960577.7290819072,3466977.605418787,41558.45133082452,1382206.776480334,2381955.121905901,5976095.637104736,1737570.615123389,-1630406.63776738
175401.52458807122,68294.54400301006,4621082.017691928,,582144.552755795,-579400.9991156106,38787.887908769546,-1094966.259576585,3194076.0592130907,6972111.576622192,2553188.707562632,-1070494.681337181
165727.23986325262,63416.36228850935,3073557.21950427,,992924.8948001016,-2026071.294455868,36017.32448671457,-2276605.502289656,66770.71905812346,7968127.516139648,0.0,-806854.4608082536
175670.7275150652,58538.18057400864,1526032.421316612,,158702.0126944381,-921272.5174027728,33246.761064659586,-1747054.1084914454,269935.4309817668,8964143.455657104,1151577.613444554,-820466.2425940378
-1221.8907366530575,53659.99885950791,-21492.37687104604,,576545.648035866,-1341837.053923841,30476.19764260461,-1856413.4208239515,68579.23438664612,4647332.9635656485,751569.6090444648,-955980.5058777784
150004.26833802534,48781.8171450072,-1.1709744285326451e-11,,929754.7872635009,-453234.1390283825,27705.634220549626,-4847966.236700057,72659.00440231209,330522.47147419344,3298822.8424953744,365515.5490898285
451091.6645096407,43903.63543050649,-174440.38616473303,,-149902.5615850577,-2854562.725603533,24935.07079849465,-3582356.92548956,1946904.367627618,201568829.77056915,471348.2156696978,-881083.6861077521
119751.64379395545,39025.45371600578,-348880.77232946607,,882246.8462631302,-106838.78778837853,22164.50737643968,-4627754.520309709,6062727.887869136,402807137.06966406,2065580.5391740324,-1710947.9963207794
