Rise-Time_envelope_Shape_factor,Rise-Time_envelope_Shape_factor.1,Rise-Time_envelope_Shape_factor.2,Rise-Time_envelope_Shape_factor.3,Rise-Time_envelope_Shape_factor.4,Rise-Time_envelope_Shape_factor.5,Rise-Time_envelope_Shape_factor.6,Rise-Time_envelope_Shape_factor.7,Rise-Time_envelope_Shape_factor.8,Rise-Time_envelope_Shape_factor.9,Rise-Time_envelope_Shape_factor.10,Rise-Time_envelope_Shape_factor
1.2534696165174817,1.0143079097896752,1.0044849578747626,1.1306250853204332,1.0105412897272563,1.034732956689006,1.024652999249567,1.0167134970406286,1.0183707087867715,1.0086991404406844,1.1098424524437946,1.1521149893231586
1.0529303013134026,1.0218707984544564,1.0045779768748688,1.250852631600122,1.0716967257145062,1.0022790333998133,1.000600399283004,1.0070617249325131,1.0912591220206214,1.0103683530527705,1.0681032453541155,1.1994864491225854
1.040649925255728,1.0294336871192376,1.004670995874975,1.0465707434505922,1.653394290806097,1.0272290173856309,1.0284001435669885,1.0279726777030729,1.027279112377707,1.0120375656648566,1.0028727512482662,1.2998538332179703
1.0198317895217963,1.036996575784019,1.0047640148750816,1.05835401391799,1.041178005133227,1.0182864301531356,1.129088966303177,1.0134799628116522,1.0310176022938211,1.0137067782769429,1.1182148670163,1.229513362929909
1.1071122573164895,1.0445594644488,1.004857033875188,1.0821948042603406,1.1038626158459868,1.023397069622246,1.1695221008615666,1.0160156873665578,1.0944466787331284,1.0153759908890287,1.0859018752212464,1.212105411910276
1.047403765850368,1.0521223531135813,1.0246410656875848,1.2452241143143603,1.0000510670658749,1.0772712299295593,1.1153475062199207,1.0057731119597686,1.022423755662237,1.0170452035011148,1.1701710367389309,1.1672752515644624
1.0570127485192893,1.0596852417783624,1.0219350316443565,1.234233096838283,1.0439464374394494,1.0015221790183613,1.061172911578275,1.0068376987167753,1.080842204684521,1.018714416113201,1.1653723902156414,1.2268363596919512
1.0417394663251365,1.0672481304431436,1.019228997601128,1.2420234320282844,1.023528053361525,1.1748923568550282,1.0069983169366292,1.012065485046478,1.039731577795321,1.020383628725287,1.2206057376465336,1.309991246849879
1.0706236031665064,1.0748110191079248,1.0165229635578994,1.3050076853267878,1.002187709776324,1.0896258791432205,1.0586431653217914,1.1569374305995364,1.0742048866162115,1.010251951377796,1.1803788847246406,1.1416405638075102
1.0808360082674335,1.082373907772706,1.0138169295146708,1.222224304036356,1.0191985990626224,1.2652932875955252,1.1102880137069535,1.073881568328006,1.0819114232681104,1.0001202740303052,1.3474966566662012,1.2143084060953209
1.308463541875445,1.0899367964374873,1.0111108954714425,1.2038931271493012,1.0019341831172133,1.0313514530976278,1.092273922525569,1.0553117938072372,1.0508323358973362,1.002118542357579,1.352269425311354,1.2669019251975937
1.065380073801238,1.0974996851022685,1.008404861428214,1.2476864829314431,1.0074497271446792,1.380227295803478,1.074259831344185,1.0130923790679072,1.0469572872940438,1.0041168106848528,1.2963612811946077,1.201646886525653
1.3622927467452923,1.1050625737670496,1.0056988273849854,1.2140326579971523,1.006603196496788,1.2013540500666338,1.0562457401628005,1.1067957001016506,1.0077065602970716,1.0061150790121265,1.049995714860905,1.1771025773238233
1.2842289878098856,1.1126254624318308,1.002992793341757,1.297718394095839,1.014251020982876,1.0603069361520006,1.038231648981416,1.384943301014518,1.0332899564536466,1.0081133473394004,1.1415764462090428,1.2776583124671157
1.2943455018774093,1.120188351096612,1.0002867592985285,1.3101789483919104,1.0328109627512565,1.167126940854793,1.0202175578000316,1.0630794413075768,1.0178602828319825,1.010111615666674,1.161082726902959,1.233979707358458
1.054975810626431,1.1277512397613934,1.0009018258035562,1.2702647991146625,1.013390872949354,1.2406704593781988,1.0022034666186472,1.023699093398291,1.0136613669977863,1.0121098839939475,1.2050122420475375,1.2917040516627707
1.0349036135977698,1.1353141284261743,1.001516892308584,1.4196073202157204,1.0105139714774891,1.2262778693217604,1.0018610916094937,1.002290951210651,1.028208094665198,1.0141081523212216,1.0874341059674515,1.1709772607002005
1.0487188396747125,1.1428770170909557,1.002131958813612,1.2088566523024362,1.0100896623313331,1.0332686874190504,1.0015187166003403,1.0085703363696283,1.0983530573827591,1.016106420648495,1.1046044646987558,1.3677825031983244
1.1589795457715355,1.1504399057557368,1.0027470253186397,1.270488264217113,1.0253401808622435,1.046051345547855,1.001176341591187,1.2508648596223122,1.28513105597465,1.0181046889757692,1.1072771937398422,1.3246587952928623
1.168340771830509,1.1373776267121456,1.0033620918236674,1.302821818403287,1.0212124425079725,1.2733896940296583,1.0008339665820334,1.077976703751939,1.00318534573285,1.020102957303043,1.3237906116181584,1.3308390309149976
1.132576218828194,1.124315347668554,1.0039771583286952,1.1683566883270289,1.0177038426574527,1.1759229759660703,1.0008044962394869,1.0774209223713072,1.113542206776039,1.0108374029270006,1.1064459166926248,1.3283477768957497
1.0684344064591436,1.1112530686249629,1.004592224833723,1.2381380807855682,1.021265079723559,1.113493373021333,1.0007750258969403,1.0544804311176112,1.1378088410276448,1.0078453697623089,1.1559996684580904,1.2349681927992435
1.0415958132021677,1.0981907895813716,1.0052072913387506,1.1686919802919518,1.0319126989898426,1.178362025858815,1.0007455555543936,1.127734435007854,1.259671441854864,1.0517648073438042,1.1741757774971988,1.3400133722835883
1.0257470727696028,1.08512851053778,1.0058223578437784,1.2014832081954605,1.0189391627399915,1.2811326077284848,1.000716085211847,1.0169921445816923,1.1963899768960091,1.0371380337302758,1.2302174032893587,1.2706830730152718
1.0344934995573898,1.072066231494189,1.0064374243488063,1.2409040639799536,1.03354534614842,1.3363521513827354,1.0006866148693006,1.0099700347991127,1.06960738182409,1.0225112601167474,1.1984064394179674,1.2798608454776894
1.0199175377932286,1.0590039524505974,1.007052490853834,1.2081081877944575,1.023497013222139,1.1188138035364026,1.000657144526754,1.0588315854072574,1.0358343980301128,1.0266276769473297,1.0464856030200496,1.1979878186049628
1.0134402069788393,1.0459416734070062,1.0076675573588618,1.241540712038059,1.0344370154231066,1.1171598730043617,1.0006276741842075,1.0998563710712617,1.182990240133393,1.0307440937779115,1.0824850691501875,1.123286069856098
1.0552542813913497,1.032879394363415,1.0082826238638896,1.218385709471862,1.045479734843069,1.151435751228244,1.000598203841661,1.1635932138155085,1.0789839148721758,1.0348605106084936,1.0168044600502877,1.093513976479281
1.0300700436265606,1.0198171153198234,1.0088976903689173,1.2897026304196788,1.0334477399264534,1.0533817353352706,1.0005687334991142,1.2273300565597554,1.0229847132509282,1.0389769274390757,1.1299529901347072,1.1222187729343902
1.0392849504258734,1.0067548362762322,1.0095127568739453,1.2754480225883118,1.0246824847358311,1.194264383924025,1.0005392631565675,1.176398097864394,1.055706335053288,1.0430933442696575,1.047544719977624,1.0748360814412818
1.0372286866355909,1.0136362173457223,1.010127823378973,1.2523774127393874,1.033462236290786,1.1638388289527566,1.0005097928140212,1.1680858253639488,1.1335234507090997,1.04720976110024,1.109808550132883,1.1032405016139482
1.0361414715850068,1.0205175984152126,1.0107428898840007,1.3122667290429963,1.0684300910726123,1.1099985051949162,1.0032470317454405,1.2020436890680777,1.0003544380955969,1.051326177930822,1.309104940922943,1.153284696196082
1.0381480622972663,1.0273989794847027,1.0113579563890285,1.244067867990781,1.0356424739308896,1.0964839159573363,1.0059842706768598,1.1722220700342272,1.0404407756999068,1.055442594761404,1.106698576284008,1.093421429129696
1.036735649925069,1.034280360554193,1.010665203277497,1.2378439481193388,1.0372642813525663,1.076153852327647,1.008721509608279,1.3250173527464832,1.030948333110449,1.0595590115919862,1.1491745430114666,1.103115092524256
1.039312145475784,1.0411617416236831,1.0099724501659657,1.25211611031993,1.0354394068664945,1.1025594118254285,1.0114587485396986,1.0856541724346842,1.1307487265150562,1.0636754284225682,1.0463167440258403,1.0782889428461278
1.0379490412631431,1.0480431226931737,1.0092796970544342,1.2707590492235712,1.0402730577598565,1.2870575685590322,1.014195987471118,1.0720563324378596,1.000839189248541,1.0677918452531503,1.0303615555211707,1.0812761655994687
1.0285623226176404,1.0549245037626636,1.008586943942903,1.2390751082880658,1.0365999360239122,1.2039316797858686,1.0169332264025372,1.0239678009323312,1.0953558902317757,1.0084937714364437,1.1450105633820868,1.0493484578728598
1.0506217346229614,1.061805884832154,1.0078941908313714,1.1928569316873232,1.0365061828757118,1.264018477823014,1.0017264987451664,1.0118825726597809,1.0218638001590945,1.0046317518852903,1.236602422923467,1.0916827689426096
1.1007095750251208,1.068687265901644,1.0072014377198402,1.3254697462064775,1.034759660938051,1.2866952856860927,1.0010763759757533,1.005989407653754,1.028377891321635,1.0007697323341374,1.044762544703739,1.1028759236939394
1.0930865517033852,1.0755686469711343,1.006508684608309,1.1812070425588383,1.0318730060697134,1.3046281223839478,1.0014128424913684,1.185317737488509,1.093112651577691,1.0014253056739273,1.2625895560086902,1.1810277241715412
1.1554977347396265,1.0824500280406244,1.0058159314967774,1.1901833618859414,1.0629395210497252,1.1119877946123653,1.0015814766680118,1.0108395809985853,1.0238109502679278,1.0020808790137172,1.163111712948777,1.1217219101019578
1.150221235741143,1.0893314091101147,1.005123178385246,1.2829079129017191,1.0949725992846373,1.130073298329164,1.0021208922872358,1.0031718234335354,1.1893505794220096,1.002736452353507,1.3028239222434148,1.1532281107050109
1.1353339685375496,1.0962127901796048,1.004690017960817,1.4059611662176072,1.06620920897192,1.1359906569217153,1.00266030790646,1.003415493080272,1.204808500885451,1.0033920256932969,1.3419384914926475,1.1119131264509456
1.0918746949790603,1.1030941712490951,1.005702807305497,1.1263848897515176,1.0529619517184947,1.1159521337764426,1.0057102816120402,1.0138874278986392,1.0978810765034626,1.0081430183190072,1.141764807070306,1.1201741971350274
1.1674395954746573,1.1099755523185852,1.0067155966501768,1.1079231186856395,1.0962245584453347,1.0483326987969603,1.0057817366832942,1.0242403629713386,1.0374067142025662,1.0128940109447175,1.0774505429055132,1.1775463633348608
1.0658589358021358,1.1168569333880756,1.014430935774954,1.1085583566869577,1.0681592571991363,1.043262860876223,1.005853191754548,1.0042800432444197,1.1238504825228144,1.024400061251908,1.3280238867722365,1.169991918158542
1.116153920190882,1.1237383144575657,1.0069490928462987,1.0687935567544051,1.0521607309026788,1.081278043989947,1.0059246468258018,1.0014898644594268,1.1641373507965842,1.0274505981304345,1.494638421864437,1.2345645623953156
1.096463822322386,1.130619695527056,1.029142725210805,1.1286324749406391,1.0601888563417696,1.0522211578705645,1.0059961018970558,1.0015355065113114,1.0641076808590295,1.0305011350089612,1.256333233269255,1.2177817118618557
1.0852866938769712,1.137501076596546,1.013552349886793,1.123820610958116,1.4656752272643314,1.0466273166832134,1.0045889895963152,1.0010741369612497,1.1322257272640266,1.033551671887488,1.3423547790583636,1.3832172251125652
1.1592501686164849,1.1443824576660364,1.0092316208457035,1.2119791484955027,1.0377771297896352,1.0438456150844362,1.0031818772955747,1.0013491683419673,1.0284638181757366,1.0366022087660145,1.3331506786593663,1.1867623542937713
1.1833786142491651,1.1512638387355263,1.004910891804614,1.0738479501281557,1.0461446073360363,1.018139977782528,1.0769419805642382,1.0422810149278057,1.0076138743137557,1.0655360944390753,1.1075629562807312,1.2259324521571846
1.099276749604883,1.1581452198050168,1.0005901627635247,1.0353705509310256,1.072271237166911,1.1081378039153758,1.0521852848210953,1.060393879112339,1.0771978938286473,1.0043309170880503,1.0057061833539485,1.0889121192530908
1.1233258936006925,1.165026600874507,1.1759610766466149,1.0768566720936124,1.078134444240231,1.06473207236487,1.052149797513712,1.1159720465698175,1.2321269295810564,1.010531712155597,1.0077442824372531,1.287318682050784
1.0057173475228285,1.1719079819439973,1.1514210310463793,1.1186430401730505,1.0624675297963264,1.0218314474328944,1.096618366387709,1.0605877913907518,1.3663793200125391,1.0167325072231437,1.016080894838528,1.2640213633809831
1.0214395128998373,1.1787893630134874,1.1268809854461437,1.043887323784772,1.0522994663297431,1.0014468274475556,1.1410869352617057,1.1019896432177192,1.2888882650740086,1.008982365474275,1.1166512552286278,1.2695181385050291
1.0051343229932337,1.1856707440829777,1.102340939845908,1.0179431231631335,1.0441534069990213,1.1205808758799514,1.0953672322256576,1.02624976352053,1.3169998629708566,1.0012322237254063,1.073358503595168,1.1593995239737842
1.0305374753937058,1.1925521251524678,1.0778008942456725,1.033249378295576,1.0751279215702425,1.102350185228205,1.0496475291896097,1.0320015832818188,1.0988189471524643,1.0251842531997293,1.181723687054522,1.178787416082371
1.0175759948526544,1.199433506221958,1.0532608486454365,1.0676014460116932,1.0977275560865247,1.0001690433908814,1.0039278261535616,1.0415232827392868,1.0129181468758837,1.0116622670335196,1.0262980048537185,1.261367209816897
1.0088147993443437,1.2063148872914482,1.0287208030452009,1.179170377498859,1.1112720958568272,1.1335446685681978,1.0089812538702096,1.025101548565039,1.012178047625388,1.0071566003068215,1.155615185513631,1.3402969231189157
1.0363480262187064,1.2131962683609383,1.0330169269112788,1.183457293140932,1.087667758802671,1.3463951618436367,1.014034681586858,1.0651280689252138,1.0083526742152733,1.002650933580124,1.0865567426412446,1.3370598975794612
1.1071493982010756,1.2200776494304286,1.0295012230353493,1.0566270226813388,1.070487230283346,1.1831213603597153,1.0190881093035062,1.0435131605065706,1.0184090264852326,1.0035827946856095,1.1142525119097983,1.2803256117352906
1.0316884160872617,1.2158293219421952,1.02598551915942,1.1167834294466663,1.0900651780124402,1.1431679178069456,1.0241415370201543,1.0628123674189631,1.0212173721205204,1.0045146557910956,1.084079089187982,1.143630569148736
1.0178155612548594,1.2115809944539615,1.0224698152834906,1.190919822306327,1.0726651874815245,1.286357401912422,1.022413331827049,1.0352713575686536,1.018611086802974,1.0013229961621186,1.0120295908663544,1.3241938071196389
1.025616855241243,1.2073326669657285,1.018954111407561,1.2008436409037089,1.073302347847671,1.018415085778644,1.0206851266339434,1.073098441950378,1.0083743345728011,1.0049549794675088,1.043959736383516,1.2795014443560506
1.0193188867388283,1.2030843394774948,1.0154384075316318,1.1986531604970732,1.0681865654299758,1.0114202697935168,1.018956921440838,1.0937249312278694,1.0106867129406638,1.008586962772899,1.075889881900678,1.5021052118423357
1.057657560940302,1.1988360119892614,1.0119227036557024,1.0852735555417103,1.05692352913478,1.0741328797045266,1.0172287162477325,1.137605569466254,1.046141428755531,1.012218946078289,1.061054090844865,1.3753526325286047
1.0782638874773465,1.194587684501028,1.0084069997797729,1.2267348920538768,1.0717239371375316,1.0505753746685107,1.0155005110546271,1.1715896000072583,1.1208296842476082,1.0158509293836795,1.0605093865742896,1.1337887047751658
1.048567269687522,1.1903393570127945,1.0048912959038436,1.116834608788717,1.0790580343640823,1.10539454539318,1.0140545725677206,1.143251480898017,1.0310727648192175,1.0194829126890697,1.0599646823037143,1.0820628449463796
1.0733490101332333,1.186091029524561,1.0013755920279142,1.0596367790627907,1.087127080201914,1.0779637221173644,1.012608634080814,1.137731235717525,1.082026991871248,1.0192267258706664,1.0594199780331393,1.0714928758997375
1.072073025522255,1.1818427020363276,1.001510769644027,1.111045959629142,1.09605883601807,1.0392288108145713,1.0111626955939077,1.2071575654255622,1.048701119897635,1.018970539052263,1.0646963121072244,1.182432402697522
1.0925214415774824,1.177594374548094,1.00164594726014,1.2927033068589506,1.082556880014043,1.057434405875394,1.0097167571070007,1.2127578992026409,1.0157628068732976,1.0187143522338598,1.0699726461813095,1.0906461752803556
1.1512329968518449,1.173346047059861,1.001781124876253,,1.0615532960090703,1.0216312180498872,1.0082708186200942,1.2508481441551242,1.0285251005245322,1.0184581654154563,1.0752489802553948,1.1137236341371275
1.0559051378449529,1.1690977195716272,1.0022256767491355,,1.049452593378955,1.153780405567352,1.0068248801331876,1.2351537138944335,1.018423097235159,1.018201978597053,1.08052531432948,1.149827164005811
1.085246109486543,1.1648493920833938,1.0026702286220184,,1.0483625072849172,1.0552832581985725,1.0059857521814153,1.2657245635717196,1.0620795625838066,1.0179457917786496,1.0420392641257832,1.094595315446267
1.080535765839868,1.1606010645951603,1.003114780494901,,1.066180258623696,1.0599480430189774,1.0051466242296432,1.239917380141416,1.0701386227822351,1.0176896049602464,1.0035532139220864,1.16002015027677
1.0851342053199655,1.1563527371069269,1.0124274035951784,,1.0910879450883872,1.1597383781680837,1.029425776582457,1.1661948863845124,1.1533995567590067,1.017433418141843,1.0391975757089735,1.0597533766561913
1.1530047960857777,1.1521044096186934,1.0217400266954555,,1.0866872134884782,1.1119003145307451,1.053704928935271,1.1221680696236411,1.1275808544575578,1.0171772313234395,1.0012458219892812,1.0880040388352843
1.099832471973023,1.14785608213046,1.0310526497957329,,1.0802262977290609,1.0842704234867986,1.0779840812880848,1.1205760161769462,1.1153237804016598,1.0169210445050365,1.0236391120430102,1.1707775180994588
1.1328110968120102,1.1436077546422263,1.0000710143380462,,1.0800512058724605,1.1039871378945287,1.0851466448660452,1.180390530997361,1.0482631838759389,1.016664857686633,1.071194537089038,1.08216266793877
1.021771680875179,1.139359427153993,1.0205887358364412,,1.0991043569209034,1.1566630980814998,1.0101623092971463,1.1700677789074625,1.0355602452277524,1.0164086708682298,1.0314753218501276,1.106182326962636
1.0636848129244996,1.1351110996657596,1.041106457334836,,1.1345219179187611,1.1529021065555405,1.0021336265583216,1.1167170989947248,1.097082351765579,1.0161524840498264,1.075721347214009,1.054520243919731
1.071872567147931,1.1308627721775262,1.0616241788332306,,1.1947115411149596,1.1317962444986331,1.0045816523042,1.209341298587035,1.2741417922402036,1.0158962972314232,1.00949322104442,1.0530071284355018
1.0974414806136097,1.1266144446892927,1.0821419003316255,,1.140582572575814,1.122847578334768,1.0070296780500785,1.250215758874548,1.241156335963265,1.0156401104130195,1.0269363562717846,1.1110898353057297
1.023877740146799,1.1223661172010593,1.1026596218300204,,1.158714778328605,1.1102995309354688,1.0094777037959566,1.1340876470023626,1.223036766843687,1.0153839235946165,1.0060362516874015,1.079683488903298
1.058603082006287,1.1181177897128258,1.1231773433284151,,1.1033564534608953,1.1298591033405987,1.011925729541835,1.1574802409922025,1.0849769980356143,1.001496117407848,1.0473591139456613,1.1125173928194103
1.0131501386698645,1.1138694622245924,1.0485741716628734,,1.137673715604795,1.107497114306422,1.014373755287713,1.1828012997777346,1.0403294780338173,1.0015810714631797,1.0925890661380269,1.0914995016168882
1.0163495261775928,1.109621134736359,1.0372932781992843,,1.1699317219627576,1.0834724215065044,1.016821781033591,1.1779864488173333,1.0518167933432814,1.0016660255185112,1.023493538784587,1.0578643147628073
1.0074822863601764,1.1053728072481257,1.0152764164464605,,1.1178506555620802,1.0989051526103109,1.0192698067794697,1.1652642805519462,1.0465109736853109,1.001750979573843,1.009660620319987,1.075814022472266
1.0030086388332164,1.101124479759892,1.0162117650003677,,1.2147735813960292,1.104101463866277,1.021717832525348,1.181891480759998,1.0556341299597365,1.001835933629175,1.138296279176487,1.1019712355251017
1.0185771854608314,1.0968761522716586,1.0355990316194263,,1.1357592096824969,1.1456771790097784,1.0241658582712263,1.1317709092711623,1.0413078256580015,1.0019208876845065,1.2059881620597237,1.1191896070389735
1.001635752740177,1.0926278247834251,1.0930966472425303,,1.217226654005694,1.2825840695266992,1.0266138840171046,1.1152055203583542,1.2697890914130794,1.002005841739838,1.0490337474730558,1.050194582928332
1.002955171836475,1.0883794972951917,1.028019275763033,,1.2025413490009058,1.035902480481312,1.029061909762983,1.1516125313310126,1.2880580709979457,1.0020907957951697,1.259377510990092,1.0719349908860314
1.0089112088093863,1.0841311698069582,1.0371277464807105,,1.2132621863461417,1.0668709839620227,1.0315099355088613,1.13028527103934,1.0671295665924505,1.0021757498505013,1.0086657686874498,1.0452532566545514
1.005227914627734,1.0798828423187248,1.0462362171983874,,1.2041428297513763,1.0660753030400294,1.0339579612547394,1.1062750858201795,1.236403803978905,1.0022607039058329,1.038137145992244,1.0600224207257676
1.0066155852133305,1.075634514830491,1.0553446879160646,,1.17569932363348,1.033688237053675,1.0364059870006177,1.0890189578462777,1.02881410836169,1.0180040298158517,1.0672051193113756,1.0467798740425212
1.0092507820952132,1.071386187342258,1.000001818180337,,1.208579019678776,1.066230117479556,1.038854012746496,1.1204933081901671,1.0372896849513158,1.0337473557258705,1.0292306809532608,1.0611156475789505
1.003261238836311,1.0671378598540244,1.007338429894579,,1.232473594554923,1.216164792911091,1.0413020384923743,1.1022238310197576,1.0535615427733789,1.0296438957758167,1.0292451985846756,1.0501362999766823
1.00684173027877,1.062889532365791,1.0146750416088204,,1.2337254404871505,1.2148938916147791,1.043750064238253,1.111959079627435,1.029440596607769,1.025540435825763,1.0371799598215603,1.072622541867479
1.014912097958822,1.0586412048775575,1.050744713533562,,1.226699986731039,1.284011789390315,1.046198089984131,1.086084220632789,1.039778415681379,1.0214369758757091,1.05312099710464,1.0599030455417011
1.0042762254816893,1.054392877389324,1.0974282740506809,,1.2653098216181435,1.2633800950233374,1.048646115730009,1.093965613047975,1.2903994285841414,1.050592850365017,1.06906203438772,1.0668490910869866
1.0067871454869048,1.0501445499010906,1.076435605918019,,1.2208985904818117,1.050648286112689,1.0510941414758876,1.1029188030651835,1.258068903493722,1.1108243079097206,1.1877141994793643,1.1057378205871826
1.0009252339589962,1.0458962224128572,1.0554429377853567,,1.273641506836382,1.0228167437046027,1.053542167221766,1.0905406855872817,1.288697896835308,1.0042448268820494,1.298038040623393,1.059882462471205
1.001175376962428,1.0416478949246235,1.0344502696526945,,1.3486330474258983,1.0526987731046034,1.055990192967644,1.089424554860068,1.2524394496965825,1.1379457516795928,1.054401503953582,1.0532848336977412
1.0041127916258146,1.0373995674363905,1.0351499013945986,,1.3384360127087558,1.1027493742017904,1.0584382187135224,1.11817975123802,1.2392127050557873,1.0527673134874629,1.081628644370814,1.0424239380498783
1.0257298479078554,1.0331512399481568,1.035849533136503,,1.3540887713321432,1.1362118479131007,1.0608862444594007,1.061467116033611,1.0224986307570405,1.0865181144659193,1.0474716406194424,1.1098230651492913
