Counts_envelope_Root_standard_squared,Counts_envelope_Root_standard_squared.1,Counts_envelope_Root_standard_squared.2,Counts_envelope_Root_standard_squared.3,Counts_envelope_Root_standard_squared.4,Counts_envelope_Root_standard_squared.5,Counts_envelope_Root_standard_squared.6,Counts_envelope_Root_standard_squared.7,Counts_envelope_Root_standard_squared.8,Counts_envelope_Root_standard_squared.9,Counts_envelope_Root_standard_squared.10,Counts_envelope_Root_standard_squared
1343.8171859121949,482.57995814458775,1456.3340313929684,880.4197424880105,599.2273995641879,628.8525634091072,2419.0429667399376,1051.174588573428,936.2752059518152,311.7574027059121,496.0055487938391,1950.5709862784447
970.7372168882462,202.9751765474885,785.2273808471274,312.5817567923126,130.2691158334939,263.558644835104,287.70700547888066,410.61441657871416,231.59710864027463,119.2338670920536,368.2207126523183,376.4693163956733
1601.593228303294,96.59167054768304,114.12073030128644,508.196425754098,111.13894691015848,291.09851353311046,162.21517613857927,525.3794997731787,134.4666230763039,122.03643685771571,158.9642757194838,434.2059983265735
2751.944359066941,92.52375133311308,107.3042994337288,165.17679147874736,169.21962216881394,318.63838223111696,168.44425710126134,1303.1939976300248,113.39752597953571,124.8390066233778,122.41666809076575,1376.477435874
3705.739641911823,88.45583211854313,100.48786856617114,130.06808811025678,78.016205764024,217.68412619577188,155.7871052893851,1458.6810341775022,106.90037972886157,127.64157638903993,127.60866027652912,1977.9708524798384
4999.423767047501,84.38791290397316,84.26209060062921,131.1181289043599,115.33654411245902,116.72987016042678,143.12995347750885,495.18644844033753,140.18750026555549,162.0647729940986,235.23317591253985,4018.276451213931
3954.23588831142,80.3199936894032,99.2522853853901,195.40308335433923,152.65688246089405,53.27505888890059,130.4728016656326,326.2205064466938,142.11468637784466,159.7624717477366,342.8576915485505,4838.865637009304
3618.775730236754,76.25207447483325,114.24248017015096,181.8083743102793,189.9772208093291,263.14949487191154,74.50198405251575,253.15577061905745,111.74530144263343,157.46017050137462,91.29182901384196,4919.038328358608
3454.43179833943,72.1841552602633,129.23267495491186,251.3919521565644,129.06120121242023,213.6388687335399,76.89354058494716,157.52480029459934,81.37591650742219,155.15786925501263,1248.6184948390526,4895.77981314022
4175.674721415368,68.11623604569334,71.80328405278492,233.7467957621988,68.14518161551136,164.12824259516827,79.28509711737857,144.28058629220482,38.7446652855865,152.85556800865064,1397.1262878447062,5181.103469685455
1144.4401619469236,64.04831683112337,88.11578404217991,295.6230596436415,87.9797124817829,993.8580969507344,81.67665364980999,736.564482756554,541.9278924578056,150.55326676228862,869.2369796753277,5557.044489471767
3102.9246896563545,59.98039761655343,104.42828403157492,156.7052773369226,124.64787472770624,617.5850779329859,84.0682101822414,998.7693854410325,193.1102583027235,148.25096551592662,606.0410559860583,5772.295114189902
1418.18335883911,55.91247840198346,90.06973637371836,92.0756781860308,89.53704108451596,453.1349463581628,263.6697471711303,899.0380564623839,264.9696696188957,145.94866426956463,548.1028442489271,5908.465865646517
773.4260800329364,51.84455918741351,71.43891344231425,789.1836692856463,135.0618292224864,321.1080998919127,244.59326995512995,956.8681056286746,481.1444917880036,143.64636302320264,989.5177405292378,5679.767553275343
619.2161640511351,47.77663997284355,88.57512086049839,143.75614078761248,108.44141317257277,637.4952871802758,225.5167927391296,839.3285701902188,146.6201312553556,141.34406177684065,1206.156888233197,4958.081707542186
1007.1215900120936,48.8932914146372,85.86401038160841,208.1295346275277,81.8209971226591,76.6164765591495,206.4403155231292,1028.9390059282352,141.72071685113383,139.04176053047863,651.2143114411962,4906.768737594394
1042.8862811607223,50.00994285643085,83.15289990271845,277.35928999296766,55.20058107274544,141.0052378223708,187.3638383071288,749.2516801717645,185.95995824857684,136.73945928411666,807.019760983558,5135.546245428999
445.0712426706754,51.1265942982245,80.44178942382847,267.1661462458151,73.7883856335639,197.5548541754135,168.28736109112842,904.2397019695112,230.19919964601985,134.43715803775467,808.5185211979884,4949.335778007052
834.887948583965,52.24324574001815,77.73067894493849,264.9428608754225,92.37619019438236,156.95390909283682,171.11968457934262,916.1911558816986,216.9249112767249,132.13485679139268,830.9656419208552,4763.137156805675
714.9731272877902,53.3598971818118,75.01956846604851,146.23921975920774,110.96399475520084,116.35296401026012,173.95200806755682,873.2737615733815,209.1476750350796,129.8325555450307,323.8221901278531,4759.274985255199
344.57931936813753,54.476548623605446,72.30845798715855,317.96067820081305,246.0571147182964,108.12124509964636,293.3272232270052,889.8172613317569,77.3187648108411,127.53025429866868,237.6357874391382,4832.430256205828
654.7918093148181,55.593200065399095,69.59734750826857,263.297495673981,83.38168147171848,92.01986061128486,268.03293417244606,935.6619066429396,234.34799224378324,124.32307710217754,89.4505298264328,4763.906179674178
203.95573044583344,56.709851507192745,73.7557256720973,406.95204955071614,155.46700561308245,349.79935613276353,242.7386451178869,872.5708250589244,232.1312153434772,121.11589990568638,219.9454213835748,4626.171806826483
138.83695038009776,57.8265029489864,77.91410383592604,78.53357320620752,227.5523297544464,166.4451083443694,344.20649869386506,769.3363464539276,208.99554819947284,120.6829517011552,317.1282822024192,4323.931664051646
202.2005605129341,58.943154390780045,82.07248199975477,257.6655054588113,299.6376538958104,66.37820716307357,445.6743522698432,708.5288728987413,212.42353202986,120.250003496624,455.13916968543793,4122.635916925059
574.8141777691013,60.059805832573694,86.23086016358351,207.1882446346873,139.98279203931102,72.63439254135696,216.5185112997513,791.8322119883961,181.3502009870744,119.81705529209282,453.4050521508171,3999.2325930603633
514.9793291327535,102.2330869821614,90.38923832741224,283.55739755729365,87.18958766894555,72.94735147287317,176.4493700528662,947.6393340125804,251.4627667092176,119.38410708756165,227.8181555494889,4064.718622990775
868.1592732617654,100.96015761791956,94.54761649124096,227.74223917108512,109.06330979049817,73.26031040438939,59.14654912955145,886.2591305588431,189.086870794554,118.95115888303044,167.9059817029012,4112.36877345217
860.1048360269665,99.6872282536777,98.7059946550697,205.33372396082245,200.7298443311613,73.5732693359056,90.93012198446266,862.4294163220976,196.71702773572005,118.51821067849926,158.26515581284588,3904.262141475012
691.6150273542239,98.41429888943586,102.86437281889845,270.0470607724595,493.9937160657618,137.85702153656524,120.59259593482956,751.1586959371284,144.7874242929376,118.08526247396809,82.30828160233432,3863.01961558076
867.5832261694218,97.14136952519402,107.0227509827272,152.9438357673185,189.4821025249667,470.9773139706777,84.31595859433007,846.0434678069149,167.4131072590655,117.6523142694369,226.1430553600987,3596.240496920246
1579.6733282334146,95.86844016095218,111.18112914655592,373.9260472930189,142.42789656197004,421.47594925351336,67.51398732185501,886.3324273543774,171.237497329621,117.21936606490571,291.399553041438,3858.933581275304
1676.3880514140951,94.59551079671031,127.17301146692562,786.6992214130905,121.85471241134842,262.3753929607151,58.95361031490474,891.8261829224687,189.51419906033303,116.78641786037451,222.527029407846,3808.608360657889
1842.3955236833704,93.32258143246848,119.04778827467788,863.3923518765826,251.8781566899167,312.890656992936,50.39323330795448,907.024946831634,157.19847405568044,116.35346965584334,389.18221257713486,3628.827374093
1624.7776588224165,92.04965206822664,110.92256508243015,837.384422678755,191.0895580030528,301.6222677163067,41.8328563010042,864.9271441892859,219.49475414334887,115.92052145131215,155.09444354717328,3555.544355528902
1795.3506595962103,90.7767227039848,102.79734189018242,612.3683836064606,158.81242811382663,490.3111169068128,141.34636968281976,611.641442665303,203.1533524641148,97.91047016327832,104.75460353111164,3410.0254058380497
1915.344579712268,89.50379333974294,94.67211869793468,651.7134017483751,551.8047400881528,472.9590297596146,240.8598830646353,534.5123631222209,249.446236308007,79.9004188752445,353.8988157331301,3371.1571971771587
1995.013778228256,88.23086397550111,86.54689550568696,684.6761204463508,1318.7251370567276,421.7651052833962,213.4619562155088,877.3776351777017,164.6004273124745,81.71162892421427,237.03814233545805,3587.236024378236
1621.423018037885,86.95793461125926,78.42167231343922,614.2398616968721,1322.2273718946608,1538.6135949328288,186.0640293663822,857.0923810673243,428.93918598694967,83.52283897318404,238.8174181367241,3577.9545490718324
1834.1028991032,85.68500524701741,70.29644912119149,664.0286156120046,1967.76906148497,1276.6418774500466,158.66610251725567,810.6744408807006,81.08175172487292,85.3340490221538,70.65131844158181,3224.517011255912
2276.4770156227337,84.41207588277557,62.17122592894376,630.9457191271049,2075.967427499528,2098.790191143461,131.26817566812912,754.2650186130937,310.9959451712309,87.14525907112358,139.47206713721928,3410.37508583416
2353.311118897655,83.13914651853372,54.04600273669603,923.8968069707182,2221.0188399025187,2771.276035718943,103.87024881900255,814.7824977588372,226.8859330073741,88.95646912009335,133.06616795335876,2856.02273640786
1756.8131859659543,81.86621715429189,55.555652136868765,855.5218893467015,2459.181316034168,2986.941375957859,76.47232196987603,1074.2860813957388,539.5718139237676,90.76767916906311,154.80394290039092,3185.9500232391247
1596.4193593233306,80.59328779005004,57.06530153704149,701.334461041248,2988.760917724475,2957.9170331631826,81.88442638804133,901.1765971543456,895.4055465027458,92.57888921803288,90.6391444895812,3098.987041539614
2065.5904455976765,79.3203584258082,58.57495093721423,896.3529331981908,3049.744900889469,3079.896814240561,87.29653080620662,1046.4760108397354,138.2624051414056,94.39009926700264,178.37048485378398,3145.5182905764814
1961.9588208209632,78.04742906156635,60.08460033738696,675.7668722085978,3089.338261253831,2459.667101899944,92.70863522437192,450.77400335173206,154.80782660015856,96.20130931597242,120.14056034701444,3317.1534992345178
2104.039653217724,75.55847771653524,61.594249737559686,997.12657017219,3102.107957334842,489.0771338510525,98.12073964253722,318.40546727574787,359.8680387383645,98.0125193649422,349.9590687429103,3381.843376551272
2073.741697923929,73.06952637150412,63.10389913773242,949.8074877797726,3424.007429785149,943.4612206126706,102.0464406591281,386.3419438670763,677.0258559891137,99.13574504490153,242.1096557448316,3371.364381221286
1781.9341875418197,70.58057502647301,64.61354853790515,1546.765209909811,3553.1888070940868,558.0723593195771,105.97214167571896,359.1053081463905,1115.786797545065,99.87902234555432,165.87556141161045,3572.6923813851035
1825.8577303680488,68.0916236814419,66.12319793807788,335.5116461772001,3584.445285052619,126.30754821233393,109.89784269230984,215.5289213896852,885.5329110122376,216.49898257323468,277.0598477930101,3343.368155728236
1658.99187100855,65.60267233641079,67.63284733825061,257.9454160621626,3677.795477295552,666.537807471213,113.8235437089007,578.2771754518616,401.9149282880055,157.31540666030142,364.36776913488944,3696.995910210442
1552.4057436718088,63.11372099137968,69.14249673842335,500.5486931919815,3757.5262480150345,395.0116328044072,117.74924472549158,846.1237465324074,106.97646843914065,98.13183074736816,453.069333696629,3953.790562200324
1359.297809720145,60.62476964634857,70.65214613859607,560.6754232868155,3933.147861461055,1201.1948762165516,121.67494574208244,161.98718834368782,826.4083171342053,107.9130772344951,496.5658461359191,3978.8229147450206
1453.655232886708,58.13581830131746,72.1617955387688,1576.078011579727,3800.530064163525,1698.0011537719124,125.60064675867332,182.4009960525688,250.35249976865668,117.69432372162206,564.1888837904819,3459.045359641347
1529.5461755338392,55.646866956286345,73.67144493894153,2164.008587805661,3871.047286930726,1654.8512073368056,129.52634777526418,468.13432103506136,548.1274205633248,127.47557020874902,1103.1760875717953,3137.2158217911187
1477.491862336517,53.157915611255234,75.18109433911427,2214.612513663188,3888.188108428166,1879.93787665582,133.45204879185508,753.8676460175539,178.7815629567235,137.25681669587595,267.921075210178,3129.6040614908416
1476.8163661570468,50.66896426622412,76.690743739287,1848.8411681561888,3811.765562662544,1611.9220433024934,137.37774980844594,1159.655329322709,280.0199347537674,147.03806318300292,100.91768456078758,3151.7603619810134
1427.2466966867553,50.82727873923905,78.20039313945972,1858.088984423579,3986.931136373045,1694.7821186151282,141.3034508250368,1118.4380672508028,263.53996433692106,156.81930967012988,65.0963628826882,3234.208649378108
1451.0687187335486,50.98559321225397,79.71004253963245,2068.680422972741,4068.7413356921234,1592.5741701377142,146.88920166579706,270.81459904445694,120.4540373792381,166.60055615725685,206.80707789086463,3243.773820359188
1451.827214735176,51.14390768526891,81.21969193980519,1696.694078481432,4150.411889432224,1843.0875995901208,152.47495250655732,493.7875807625561,99.78700834667475,176.38180264438378,114.14244900395448,3001.423331845689
1248.6234677037396,51.30222215828383,89.26518384965071,1900.771313752495,3994.621470710427,1360.2408837165822,158.06070334731754,270.8028633954785,207.29039725513044,186.16304913151072,115.84447660521458,2951.628788839248
1265.0952271768758,51.46053663129876,97.31067575949622,2001.2947433898169,3876.9894527372494,1525.864708040581,163.6464541880778,170.9234980633954,85.23680847730357,195.94429561863768,96.16418612541288,2615.363558194834
1440.4925846829378,51.61885110431368,105.35616766934174,2207.344678352068,3979.600165365691,1644.3934791442805,169.23220502883805,192.3646792749525,76.5267822182698,205.72554210576465,165.16183497371222,2797.777367304513
1536.3511471561528,51.77716557732862,113.40165957918724,2359.29879356038,3826.6324114885374,986.573412313654,174.8179558695983,212.7367556099044,115.61594363558802,228.3839440651767,279.7151151492429,2828.373099733069
1478.9449387780644,51.93548005034354,121.44715148903278,2056.7128070413905,3864.742063699502,766.7106472799519,153.99017214510874,153.197877822411,383.3322740058371,175.0821348141378,372.43993016771225,2953.430804621872
1449.8829661465709,52.09379452335847,129.4926433988783,2036.8902161469523,3904.6273330534655,1473.4465010930965,94.87114041446146,348.06354016661504,76.91552478268214,121.78032556309888,536.7809248868496,3122.1676649747883
