Duration_envelope_Shape_factor,Duration_envelope_Shape_factor.1,Duration_envelope_Shape_factor.2,Duration_envelope_Shape_factor.3,Duration_envelope_Shape_factor.4,Duration_envelope_Shape_factor.5,Duration_envelope_Shape_factor.6,Duration_envelope_Shape_factor.7,Duration_envelope_Shape_factor.8,Duration_envelope_Shape_factor.9,Duration_envelope_Shape_factor.10,Duration_envelope_Shape_factor
1.040035037346107,1.074551251800974,1.0124167164084623,1.1346752825215831,1.1833287264697687,1.057181882393517,1.1719137435451883,1.0036394088413043,1.0093308174510882,1.022492516077908,1.0365245407215014,1.0186169959790898
1.018671626668509,1.071873345185577,1.0060267455042071,1.1003218426640011,1.0023733866930815,1.1407546007310303,1.1733472653375585,1.0042606422780171,1.034280458528248,1.021446269593125,1.037806355063268,1.0229162028214382
1.014842683588047,1.0691954385701803,1.002385233385669,1.0306941774688891,1.0146629274530463,1.0684168683476023,1.1506374046450731,1.0059024102204726,1.019877914592139,1.020400023108342,1.039198714418539,1.0242545942585095
1.0153155796088351,1.0665175319547833,1.0265062508276372,1.0106441395334722,1.01386784796136,1.0305053715356405,1.1279275439525878,1.0010016534067665,1.0330542711152175,1.0193537766235587,1.0294476205372174,1.0257322970618052
1.0097788943340256,1.0627604464612463,1.0240781370925054,1.1274777899323898,1.0130727684696732,1.0094621396411232,1.1052176832601024,1.005367770321716,1.0202875338664472,1.0183075301387756,1.096205339474538,1.0287704115618157
1.049828992034254,1.0590033609677094,1.0216500233573735,1.145556093315305,1.0122776889779868,1.061547888398983,1.082507822567617,1.0038552718336615,1.0215755704849616,1.0172612836539925,1.080875952440775,1.0341960647209714
1.0198089981337244,1.0552462754741725,1.0192219096222417,1.1227710983428705,1.0085456841206513,1.0754731290203596,1.0597979618751316,1.0022201418123386,1.022863607103476,1.0162150371692094,1.1256106553990008,1.0266248281943922
1.0269069162517122,1.0514891899806351,1.01679379588711,1.0020019990444196,1.004813679263316,1.0766957716908525,1.0426019657260872,1.003014367445952,1.0138594339062748,1.0151687906844262,1.0485769530500606,1.0282300730136928
1.0366608110167743,1.0477321044870984,1.0143656821519782,1.1252734960624438,1.0010816744059805,1.0779184143613452,1.0254059695770428,1.0090545077129245,1.0295459218419616,1.014122544199643,1.0422014281276517,1.0315568550723184
1.025226579129528,1.0439750189935617,1.0119375684168463,1.0388240002543585,1.0061876952600486,1.0259591881248833,1.1616997140670149,1.0045550861042698,1.055668924324674,1.01307629771486,1.0125447524237865,1.0310685311624026
1.04064570552657,1.0402179335000246,1.0095094546817145,1.1286407665808729,1.0034565609761417,1.0103155981937022,1.0907368093098524,1.0050574767673413,1.10109917282996,1.0642673980531876,1.0796470041929571,1.0316086695346764
1.0591351692267317,1.0364608480064876,1.012145767332145,1.2454711144265562,1.0043142463714274,1.010996487422372,1.01977390455269,1.010464373147856,1.034784913066034,1.1154584983915152,1.0798615061594576,1.0298094694111577
1.0508639265473343,1.0327037625129505,1.0147820799825753,1.0366329445256433,1.0051719317667134,1.085521842609498,1.0402935530123194,1.010921803153841,1.026934693973436,1.1063816324111275,1.0463712103442764,1.0354024492612253
1.0346716601095247,1.0289466770194136,1.0174183926330058,1.1938943856921056,1.0060296171619991,1.0447997511465072,1.060813201471949,1.0193186717967233,1.0828972869456488,1.0973047664307405,1.0198063799241233,1.0403731152148867
1.0469518263427862,1.0251895915258766,1.0200547052834363,1.2244205895783882,1.0717252511165103,1.0219505062858427,1.1958436183983518,1.0163515712705724,1.093012925235936,1.088227900450353,1.018139181586971,1.038755896405654
1.0306879318301931,1.006539002402938,1.0226910179338669,1.1363684074214,1.0650809848503502,1.0158210452696064,1.0680784770138378,1.0333909287320804,1.0365997644607354,1.0791510344699655,1.0602024610616052,1.0404667374709429
1.0541060906890765,1.012714367707375,1.0253273305842971,1.1722077725235622,1.0062686550444548,1.0096915842533702,1.0125145186818612,1.0108652061852368,1.0232948833655418,1.0700741684895785,1.067451748363641,1.0411859087638662
1.0227184459366323,1.0188897330118123,1.0279636432347277,1.1042897209356173,1.0619496868401648,1.003562123237134,1.023107229296831,1.0092566365592357,1.0546122156641018,1.0609973025091908,1.0919040922625212,1.0516030233312976
1.0479114289085396,1.0250650983162497,1.0305999558851582,1.149283833817654,1.1043847421299438,1.0603283217422292,1.0984181400307764,1.0115830449810006,1.0558539946602146,1.0519204365288033,1.000374050289922,1.0599347041951537
1.0385309119238288,1.0312404636206869,1.0332362685355885,1.2161932792461327,1.0281318878963563,1.111159930468881,1.0031122068825296,1.001850886041369,1.014788838041442,1.042843570548416,1.1262777144682634,1.0630791592860056
1.0435483616812038,1.037415828925124,1.035872581186019,1.1328342282579509,1.0237618945927005,1.0173792398376058,1.0772659996814822,1.03065093240438,1.0132784506981758,1.0337667045680283,1.039200595327523,1.060624970160988
1.055538303809643,1.0435911942295613,1.0022072840411935,1.1990321125862768,1.0045379312617455,1.0554196402905387,1.0825253625089075,1.0040923829415176,1.048070780929233,1.024689838587641,1.1065962938007663,1.0575484928359609
1.063424633823226,1.0497665595339984,1.0038625001511083,1.0806102281341463,1.034797776450323,1.0081831814114843,1.0877847253363335,1.0096209898107145,1.0062639631836174,1.0156129726072538,1.1763378759068277,1.0686693800953857
1.064396998979512,1.0559419248384356,1.0055177162610234,1.1220247422024552,1.050585748656273,1.03737738796547,1.093044088163759,1.0181693042637536,1.04387639065015,1.0065361066268663,1.157147296087563,1.0765685266176956
1.0509273400087522,1.0621172901428728,1.0071729323709382,1.1187869551527512,1.009115210501936,1.25198539209976,1.133136832052111,1.0655060835406112,1.0756206950132012,1.0641438896838191,1.0648156173462462,1.0553039430234734
1.0722276609280033,1.0682926554473102,1.008828148480853,1.0812001424982032,1.0062633233318017,1.045211543126073,1.1732295759404627,1.0727134935692004,1.0483520565022189,1.121751672740772,1.1602859296168129,1.0639127965158073
1.100005661397946,1.0744680207517474,1.010483364590768,1.0700855820997477,1.0032351207540031,1.1000955394185914,1.147304241499468,1.0663394884415174,1.0428937133579816,1.1135814803645037,1.0755805631076454,1.0755708735741545
1.0682219259212813,1.0806433860561846,1.0121385807006829,1.1361217551971847,1.0039465525226343,1.0282570173500034,1.1213789070584732,1.0065340462279924,1.087303319538717,1.1054112879882354,1.197595743554552,1.0757778010369985
1.09022924430116,1.0868187513606218,1.0137937968105977,1.1092933098247215,1.0047041127879577,1.0208034361452036,1.0954535726174783,1.0057304083084455,1.201156924424107,1.0972410956119671,1.067659893479918,1.0804698890700293
1.059383963528114,1.092994116665059,1.0154490129205127,1.09517867546034,1.0078914799116991,1.0124303141687236,1.0695282381764837,1.1341263672962294,1.0522735641155705,1.0890709032356989,1.0617161959318684,1.0971800563042546
1.0677085104513695,1.0991694819694962,1.0171042290304275,1.1189215598336455,1.0086288259050316,1.00998020508153,1.0436029037354888,1.0109917783654774,1.0204860845484678,1.0809007108594306,1.1641633291616449,1.095208819699773
1.0629734932603538,1.1053448472739331,1.0189069618023447,1.0980914884722592,1.0069149879761763,1.016376985879123,1.017677569294494,1.030528928459704,1.0079702013652567,1.072730518483162,1.040722803723396,1.1125314292151487
1.0785770168449196,1.1115202125783707,1.0207096945742622,1.115239449738322,1.0039686935220438,1.0321316348120382,1.021349071839058,1.0044930830976782,1.004341315429483,1.064560326106894,1.0928784078285088,1.1051242223312108
1.0726836836070777,1.117695577882808,1.0225124273461794,1.0924023804971998,1.0064568620977414,1.0137102088067749,1.0250205743836218,1.006459244179997,1.0437899325029116,1.0563901337306256,1.0669618473529034,1.113815501261106
1.0585771228884484,1.1238709431872451,1.0243151601180969,1.0771399298816136,1.0089889961328284,1.0107591282784922,1.0286920769281858,1.1418128910824767,1.1016038175037788,1.0482199413543574,1.0505493916609765,1.1165330428434186
1.0583800894394428,1.1126926965943404,1.026117892890014,1.0803045032924918,1.0135465064612577,1.0202704305156252,1.0323635794727497,1.0369878112155846,1.0093539672166938,1.040049748978089,1.2371545513282864,1.1130772569579086
1.0710178255072649,1.1015144500014356,1.0279206256619315,1.0657429310071826,1.0091413656719048,1.0069326363599798,1.0294973091352324,1.108915841657071,1.0104499194921104,1.0389493977129751,1.2183131300510222,1.1024333247404536
1.0729443490012045,1.0903362034085309,1.0297233584338488,1.0214226999495577,1.0110357949236488,1.0041302043196043,1.0266310387977151,1.0712960057543053,1.0072987446980537,1.012168717968255,1.0620444451710107,1.0927662755389491
1.0652686435334753,1.0791579568156262,1.0315260912057662,1.0922445238403915,1.0064320153043218,1.0496372560194291,1.023764768460198,1.0715091260072946,1.0212858655353592,1.022359226335499,1.0321475208876645,1.0890553047232128
1.0652355927486026,1.067979710222721,1.0333288239776834,1.0970038965536382,1.0095506500420328,1.0550834974095349,1.0208984981226807,1.010515480541629,1.0820241886976312,1.150891365094851,1.024818578729058,1.0788666026450873
1.0044446453316096,1.0568014636298166,1.035131556749601,1.098284920881192,1.0075542304258382,1.0531616904220913,1.0180322277851634,1.004534487795816,1.083632641864692,1.2794235038542028,1.014630560060049,1.06551548020491
1.0040798520342706,1.0456232170369115,1.036934289521518,1.1728458318405122,1.0073592520326282,1.026328527943041,1.0151659574476462,1.0648097410610335,1.0253012791898348,1.260640528801806,1.0227984115905628,1.0704123956605252
1.0137584326936675,1.034444970444007,1.0387370222934351,1.0888697339905526,1.0122648836056405,1.0407344166138903,1.0122996871101289,1.0575923491472936,1.0243123342206912,1.2418575537494094,1.0275678865618074,1.0636169389041563
1.0343843659156968,1.0232667238511024,1.0405397550653528,1.0545750506784817,1.0162655863935928,1.012222280305134,1.0094334167726116,1.0487628841538357,1.034873264079851,1.2230745786970123,1.0124781115022428,1.0763815361769349
1.008154603592917,1.0120884772581975,1.04234248783727,1.0621543926233754,1.0154058981863294,1.0150012668216954,1.0065671464350945,1.039933419160377,1.004662996753404,1.2042916036446158,1.108077086650177,1.070994720669746
1.0086446546755872,1.0009102306652928,1.0441452206091877,1.068540576488751,1.0173227370352629,1.034545042940014,1.0037008760975772,1.023377505338836,1.0210115354412037,1.1855086285922192,1.192803646381985,1.0771181094560929
1.0153521379366115,1.0078676390032189,1.0459479533811047,1.0569489425503946,1.018621255153985,1.0210353777126473,1.00083460576006,1.0399906731409745,1.033278729045192,1.1667256535398225,1.1084997549084925,1.0979377025856163
1.0210034139805484,1.014825047341145,1.047750686153022,1.0685021029285175,1.016894072432733,1.0222413332212197,1.0029572084316292,1.054507442495936,1.0025620519315876,1.1479426784874258,1.0886299572447005,1.09691139492105
1.0112548201462035,1.021782455679071,1.0495534189249394,1.0511740359535442,1.0216241987062011,1.0143272781679322,1.0050798111031989,1.076181911869886,1.016131635673984,1.129159703435029,1.1149212376754896,1.0957977247220043
1.0154148241323018,1.0287398640169974,1.0466093134243792,1.0587055509766508,1.0188549139766037,1.0201936625177153,1.007202413774768,1.0520202073524652,1.0075220728336112,1.1103767283826322,1.104095761236329,1.0795493213110685
1.0134289851371678,1.0356972723549234,1.0436652079238191,1.080458374879922,1.01443670466149,1.027881882419936,1.0093250164463372,1.0268991416741615,1.0023467293309851,1.0915937533302356,1.1005375710791128,1.0779461086307158
1.028340572950324,1.0426546806928496,1.040721102423259,1.0736029322155378,1.014684775474317,1.0435203298267757,1.0114476191179067,1.0234708378248931,1.0023344769327107,1.0728107782778389,1.0722088155799407,1.0685779796001158
1.029992236274204,1.0496120890307756,1.0377769969226989,1.0672606592042493,1.0158476241489487,1.0277195827244443,1.013570221789476,1.0330170746348666,1.0208164379874405,1.006292436516043,1.0885574293405325,1.07010300074295
1.0401519290284984,1.056569497368702,1.034832891422139,1.0598184804789617,1.0139474381481757,1.0455429207452125,1.02945025833558,1.0092298323212914,1.0148831489046573,1.0039800699709005,1.1106129702915934,1.0724629193444757
1.0339875780904797,1.063526905706628,1.0318887859215788,1.0811393845602826,1.015563876384168,1.0499615118564396,1.003148308848693,1.012292175880292,1.030894702384746,1.0016677034257575,1.057420915902206,1.067891796757634
1.0370633287808495,1.070484314044554,1.0289446804210187,1.054550449150216,1.015703347146092,1.0236221756265818,1.0106018375358874,1.0141020480152707,1.0451510621744866,1.0026884290033775,1.1558375144146873,1.072815577165051
1.042942083580333,1.07744172238248,1.0260005749204586,1.086188111426195,1.0228532661061105,1.034496605850728,1.004156748222808,1.0263457725769345,1.0150392942821151,1.0037091545809975,1.056485594806848,1.0725504392383598
1.0704088347234424,1.0843991307204064,1.0230564694198985,1.112065600550584,1.0232148959197007,1.0197465787937512,1.002264569681142,1.001825261104939,1.1634670385252976,1.0047298801586175,1.0876385955214192,1.0880964308511771
1.0881552984060827,1.0913565390583324,1.0398291748163024,1.034776136170662,1.0216714835544731,1.0300752000109246,1.0003723911394764,1.0014827202666412,1.052523586197257,1.005750605736238,1.06077990207905,1.0815578421702865
1.0748712776369365,1.0983139473962586,1.0315092916588324,1.017906750637974,1.0197481636610977,1.0194641548423922,1.0297178535583948,1.0104631263622936,1.022965542165991,1.0263784736364734,1.0328209866334936,1.0650382921366837
1.0741289183315428,1.105271355734185,1.0231894085013622,1.0290070137870757,1.025017437663306,1.0182957204184302,1.0225660011512452,1.0038563430784575,1.0395804042908985,1.047006341536709,1.0296342499361184,1.067453411949604
1.0404365389800443,1.112228764072111,1.004819006423978,1.0254481695194873,1.0177219372086646,1.0116701925160003,1.0154141487440955,1.004367344923581,1.068230281326065,1.0003448024207724,1.0319893753815397,1.064205688571076
1.0333364565755887,1.119186172410037,1.0000153330719508,1.0340691480552264,1.0215768107621015,1.0316516382247485,1.0082622963369456,1.001276302997152,1.0230677310874294,1.032297749308047,1.0557840453087322,1.0500886179323852
1.0246078235613094,1.1261435807479632,1.0592996678274726,1.04449621461934,1.0233658806296124,1.0180701749081973,1.001110443929796,1.0010209609689251,1.0467931010010252,1.0642506961953218,1.0587435890705716,1.051723595834216
1.0284610662268223,1.1331009890858892,1.0176551358941517,1.0375764702845651,1.0513556822513976,1.0323290539943064,1.0035358616809502,1.0587829829329902,1.0165095923088605,1.0962036430825963,1.03454153452402,1.0558956677151767
1.0549669163753828,1.1400583974238154,1.022788712113209,1.0419990834861514,1.018821517066992,1.0383844074224675,1.0059612794321044,1.0215699272707988,1.0234011412385169,1.128156589969871,1.0316776443503703,1.0422609801741145
1.0396303961692013,1.1470158057617414,1.0279222883322672,1.0137578731962693,1.025401149931357,1.0091247294698715,1.0243092422519693,1.0350573201645092,1.0113351543664186,1.0350296549556932,1.0248010381489383,1.0488273781486857
1.0541792390097908,1.1539732140996677,1.0330558645513248,1.0318488194984652,1.0228879032662692,1.0042040760055084,1.0402920720021924,1.0306238242775407,1.0035317504749317,1.006809519610964,1.0055365218934595,1.0414721828064777
1.065414085749116,1.1609306224375937,1.0247680451636234,1.060705551297423,1.0200924167953864,1.0034837369055798,1.0854213085654885,1.0350583411385468,1.0328416940438074,1.0043363841139905,1.0061630943207776,1.034167773768798
1.0351675623458334,1.16788803077552,1.025213661692686,1.0631635802629016,1.0203352117915978,1.0011689110110469,1.0606268077678158,1.0264389837724095,1.0323024956926878,1.0018632486170165,1.047659064050356,1.0399982119965712
1.0554597255402656,1.174845439113446,1.0256592782217484,1.0416288926663737,1.0185951382234546,1.0031819532455837,1.0358323069701434,1.0157201696108693,1.0096162073647756,1.0010520526889342,1.0268405737874395,1.046085274365479
1.0389766712245532,1.1818028474513722,1.026104894750811,1.010545285475728,1.0165523673646562,1.054391507215741,1.0272529534901895,1.0029143015612392,1.0183857964064786,1.0002408567608516,1.094261466315015,1.0382008926089286
1.0512757428158808,1.1887602557892982,1.0265505112798736,1.0154214079967412,1.0165609979184893,1.0422657526143488,1.018673600010236,1.011692969931799,1.012603668096122,1.002952264762898,1.0035033318561128,1.0318710426535092
1.0396322961722264,1.1957176641272245,1.026996127808936,1.0098546465735767,1.01559017362847,1.0157942326067682,1.010094246530282,1.008820487601543,1.002001312492062,1.005706321435743,1.0220635569556913,1.0543177672277677
1.0190942578601347,1.2026750724651505,1.0274417443379986,1.0356354769489762,1.0150556686217178,1.0045802712662877,1.0135673023159564,1.002954253689768,1.0056346962080462,1.0161462426385768,1.004575750373149,1.051336618058624
1.0257577805791984,1.2096324808030765,1.091650020476271,1.0466206229802562,1.013691921160418,1.082497754322593,1.0170403581016307,1.004683243722653,1.002553185269475,1.0265861638414109,1.0018493864171678,1.052491984204914
1.0569204685013325,1.2165898891410027,1.0837051283274208,1.0171266378994683,1.0123692867691096,1.064482911045624,1.020513413887305,1.0056368083782032,1.0019328577538085,1.0170219048873823,1.1651798139622294,1.0513629489200995
1.0300466297883526,1.2121394819140971,1.0757602361785708,1.0210572296084452,1.0227077271363627,1.0481670022916698,1.0239864696729797,1.0103681860584908,1.0031133671084054,1.0074576459333544,1.0602378260704095,1.0528190168211828
1.052297056493598,1.2076890746871916,1.067815344029721,1.0637498375531995,1.0213563630097102,1.0810810368576458,1.0364452379317075,1.0163990181742977,1.0264445540435678,1.063479214863485,1.0353105420080413,1.0463309672601462
1.0589814517832006,1.203238667460286,1.0598704518808708,1.0635529100079473,1.0159579972179018,1.036873657357424,1.0489040061904358,1.019760748810412,1.0024312278802407,1.0527520162360395,1.021977305367621,1.038737941300666
1.039965090233525,1.19878826023338,1.0519255597320207,1.107583457724142,1.021954322563083,1.0092112257068249,1.0613627744491636,1.024240874917015,1.012024722526384,1.042024817608594,1.0086440687272007,1.051184193165286
1.0367060326685562,1.1943378530064743,1.0439806675831709,1.0655225082163404,1.023699035442387,1.045699364196311,1.0738215427078917,1.0266114037046408,1.0312984700469905,1.0312976189811487,1.0629417094037117,1.0425172427529594
1.063408863121283,1.189887445779569,1.0360357754343208,1.0512977587444796,1.0169184103929452,1.0298763472804546,1.0862803109666197,1.025259244325773,1.0364751418791724,1.0205704203537032,1.047556227451922,1.0286217858611937
1.0903163574916046,1.1854370385526634,1.0280908832854707,1.091833947039608,1.015921745154453,1.0575913710616038,1.0726251157458946,1.0296328314898782,1.022231114536906,1.0098432217262576,1.0321707455001323,1.029477374586143
1.104581475628696,1.1809866313257578,1.0201459911366206,1.038063630490205,1.013695650074514,1.0496978865863829,1.0589699205251697,1.0208383327713584,1.017311486925631,1.013191265258368,1.016785263548343,1.031628047795199
1.0511647868742786,1.1765362240988522,1.014230095395754,1.0761043543933646,1.0225398130434875,1.048031019165973,1.0453147253044448,1.035027959920818,1.015170735495265,1.0165393087904782,1.0331790891111492,1.0348338654009996
1.1298932783668785,1.1720858168719464,1.0083141996548874,1.1796350473262762,1.016441731927696,1.0264704645520069,1.0316595300837197,1.0262432685520475,1.0070974450615606,1.0198873523225882,1.0495729146739552,1.0342513327420777
1.1686596832100242,1.1676354096450408,1.002398303914021,,1.020249613197895,1.0077154441481877,1.0180043348629946,1.0236390554913848,1.0078867993775495,1.0232353958546985,1.0659667402367612,1.0305450167163968
1.2034718230447787,1.1631850024181352,1.0080161275163482,,1.0234120238219575,1.035068794622125,1.0043491396422697,1.048184801225436,1.0313043431969784,1.0265834393868087,1.0823605657995674,1.033510624076046
1.0632159325319537,1.1587345951912296,1.0136339511186754,,1.016815839739082,1.0170924224097202,1.0037536703922243,1.0374530559809985,1.0370111577399368,1.029931482918919,1.0520293528535896,1.031676411468142
1.0651905216986064,1.154284187964324,1.0192517747210026,,1.0231993451405497,1.0530992070532113,1.0031582011421796,1.026196764268458,1.0277227763549477,1.0332795264510293,1.0216981399076115,1.0376736863853533
1.096556101395653,1.1498337807374184,1.0132031866319988,,1.0175960249530394,1.0680174564187468,1.005665157386671,1.024408753853508,1.0949995082545485,1.0366275699831395,1.0077702734825589,1.0343521596486558
1.1415748899586062,1.1453833735105126,1.0071545985429948,,1.0138958554856927,1.057397046704556,1.0081721136311623,1.044744089613675,1.0760910030839956,1.0399756135152496,1.019525059519021,1.0337625235556789
1.0893895633455255,1.140932966283607,1.001106010453991,,1.0191289466411402,1.0723889782592495,1.010679069875654,1.0402547412607337,1.0516164632184657,1.04332365704736,1.0046407723932265,1.0386448638772252
1.1345013959133872,1.1364825590567014,1.066040370045185,,1.0135948101059704,1.0820081766407368,1.0395771739130202,1.0299745367455593,1.0368913623732738,1.04667170057947,1.1619316819985896,1.041938267950128
1.0878926565889284,1.1320321518297958,1.0569542410730712,,1.0160252453558518,1.063124054616741,1.0002129887239148,1.0122314324006965,1.0498055551593717,1.0500197441115804,1.029805376943655,1.0305496054798804
1.124492369569155,1.1275817446028902,1.0478681121009574,,1.0122929823035296,1.0929858566200417,1.003668320664321,1.0087703317397094,1.0698134734412674,1.0533677876436909,1.0314525452128116,1.023961299361561
1.0946704644999792,1.1231313373759846,1.0387819831288436,,1.017487693596393,1.0811542692284797,1.0035905342598117,1.0145866359391766,1.1429002015686605,1.0567158311758007,1.0807197183457258,1.0291051740463266
1.092543452004416,1.118680930149079,1.0296958541567298,,1.015500363078085,1.0794123491769518,1.0035127478553023,1.0710341849054248,1.1960641931782596,1.060063874707911,1.0245427084990957,1.0275995026866367
1.0608844804217217,1.1142305229221732,1.020609725184616,,1.0229367581765014,1.067007147606834,1.0034349614507931,1.082834030282623,1.1124915959804127,1.0634119182400212,1.0192645839404486,1.0400520635499335
1.0236153511895174,1.1097801156952676,1.0115235962125022,,1.016533568837485,1.051991994236188,1.003357175046284,1.117644918624023,1.012281476245963,1.0086086757577493,1.0872182306686011,1.056484859727695
1.012977543643866,1.105329708468362,1.0490704557956536,,1.0192335773250802,1.0571357778357124,1.0032793886417746,1.132033428131638,1.0050276062848276,1.019658515004905,1.0919024218355289,1.0374356732237446
1.009441944465122,1.1008793012414564,1.072946422763043,,1.018729784568031,1.0397275278704972,1.0032016022372652,1.12303224938144,1.0099197151959511,1.03070835425206,1.033942699954962,1.036859835130529
1.0018029765112046,1.0964288940145508,1.0375165999686329,,1.020432167435223,1.0221734055837317,1.003123815832756,1.1233563656429912,1.0183447605808462,1.0417581934992155,1.0859469940612294,1.0387997077938496
1.0040546825587937,1.0919784867876452,1.004020401960528,,1.0260188832718724,1.0453045112001211,1.0030460294282466,1.1055365458721822,1.011261204282106,1.052808032746371,1.0518844659250812,1.036366963643533
1.0196548077275882,1.0875280795607396,1.2732365948197777,,1.020811324543852,1.0345583682862454,1.0029682430237374,1.099602913974396,1.0273727750348431,1.0638578719935263,1.050704189572133,1.0283497508070436
1.005147548195557,1.0830776723338338,1.1262671918381584,,1.0273754441380598,1.0307004805175208,1.002890456619228,1.0660980682254697,1.0790546708229036,1.074907711240682,1.0608434958938728,1.0309982321366291
1.007182011118292,1.0786272651069282,1.126281198443544,,1.0285043851534568,1.01984091857979,1.0028126702147186,1.0371669359191489,1.1419145594959552,1.0859575504878374,1.0749059600680704,1.030962834749826
1.009437067976379,1.0741768578800226,1.0850895169588552,,1.0323119090030417,1.0189523493344972,1.0027348838102097,1.027846260939022,1.050414755485716,1.0970073897349928,1.064894406773508,1.0309139495075406
1.0082066949042818,1.069726450653117,1.0438978354741668,,1.0303534492195183,1.0161661881109818,1.0026570974057,1.0183257672872987,1.0892490442873484,1.1080572289821482,1.0648627391456968,1.0283498067180583
1.0006474041218647,1.0652760434262114,1.0027061539894782,,1.0267451293053191,1.013215305857127,1.002579311001191,1.0180736723431616,1.0531913277043805,1.0709776289935142,1.0732519406721444,1.024580095287965
1.007084029569818,1.0608256361993056,1.0002875467811154,,1.032578489507333,1.019697198451274,1.0025015245966815,1.0505085409847503,1.0387279428008485,1.0338980290048805,1.1165834313634888,1.0248415295766211
1.0191754017437862,1.0563752289724,1.005866108397006,,1.0477522587503387,1.0402570282857193,1.002423738192172,1.0326372348010635,1.1056685204030705,1.0754786926252469,1.0860049805296323,1.0211804525660428
1.012235478446593,1.0519248217454944,1.0114446700128965,,1.0537167117988302,1.071649871361396,1.002345951787663,1.0440943679652226,1.1004120206337626,1.1170593562456133,1.075109622952798,1.0276751781045104
1.0139769407452504,1.0474744145185888,1.0150936791561156,,1.0538380223158703,1.0483157034115358,1.0022681653831536,1.0268455889192918,1.09970983048364,1.1586400198659796,1.0869663362100306,1.0386141489416674
1.0055994812178164,1.0430240072916832,1.0211831374013445,,1.0691301058093636,1.0426873677403408,1.0021903789786444,1.0250342508833947,1.0220428071959726,1.0295761216936157,1.098823049467263,1.0264595608524916
1.0175672882383469,1.0385736000647776,1.020324144917501,,1.0687531958867424,1.026800379556371,1.002112592574135,1.022600725291598,1.0319058962066836,1.002170820428317,1.0624145805392498,1.0290853062748355
1.0030601886064785,1.034123192837872,1.0194651524336569,,1.0605443113442217,1.0304900758720168,1.0020348061696256,1.0109412761271972,1.0522719702131589,1.0142854317852312,1.1975152430824068,1.0252774154605575
1.0057373660069937,1.0296727856109662,1.0186061599498129,,1.0695953970884309,1.0544014680606204,1.0019570197651164,1.0144768942874178,1.143289599354224,1.0324162622921047,1.1368035833957544,1.026506216509078
1.0045871634983616,1.0252223783840606,1.0283039506639315,,1.082703753751464,1.0366244454058229,1.001879233360607,1.0161385340895983,1.1395553726137695,1.0371457469417824,1.0094192135186713,1.0264588401793997
1.0064600927381049,1.020771971157155,1.0380017413780502,,1.5576431941285829,1.0210725101748888,1.001801446956098,1.0172281103024337,1.0019067178104233,1.0294312384922673,1.0711468890006104,1.031856278819563
