RMS_envelope_Peak,RMS_envelope_Peak.1,RMS_envelope_Peak.2,RMS_envelope_Peak.3,RMS_envelope_Peak.4,RMS_envelope_Peak.5,RMS_envelope_Peak.6,RMS_envelope_Peak.7,RMS_envelope_Peak.8,RMS_envelope_Peak.9,RMS_envelope_Peak.10,RMS_envelope_Peak
224.32954455438983,227.3438230011424,226.7862700151537,154.36852877118596,237.70330361629124,211.5377188593527,206.27905810256547,211.1866738698892,248.6211689430673,279.9123048462619,220.5003314732549,152.36081271644295
96.75738986941056,107.05138493731576,132.42831377335892,55.132321445690096,124.99543602439596,76.97283307487061,88.38269718146829,90.29543913118992,107.90210189391492,168.10571118621618,109.80235412395338,84.9759954694954
111.53586085016636,82.74366734642797,38.07035753156418,69.07761939309393,121.53792814414348,69.13895447702089,85.1974544597924,90.58971523349096,95.32060564104287,165.4701561460345,93.81202934373924,53.107013645425496
97.29860780381578,80.78935108064283,35.54778166432347,41.18093657540887,114.63537283938346,61.305075879171184,78.4912849291965,119.19009538748432,88.23929256474277,162.8346011058528,88.22769283905201,59.56229479430769
97.49035810314322,78.8350348148577,33.02520579708277,44.08483711968994,118.13702974561696,63.5666840755452,79.96034836171513,75.7521078157363,88.49327290973969,160.19904606567113,85.8901710281553,58.647599567481855
95.0974626637156,76.88071854907257,36.89958055560925,47.0908010270367,117.45931438117626,65.82829227191921,81.42941179423376,59.44254875887796,85.81508987078426,170.67255411162645,84.38739240205685,62.69839347960315
84.39767586754499,74.92640228328743,36.37003312340839,51.803907836046136,116.78159901673554,60.69658803405153,82.8984752267524,60.98741624318765,92.10877723043431,168.94053511326075,82.8846137759584,63.10776284027354
79.6140818735783,72.9720860175023,35.84048569120754,55.5074415446188,116.10388365229484,70.13173361457048,72.42589210278244,63.339381727500815,91.4096297300361,167.20851611489508,65.78315993602277,65.92128503861778
84.26576799285164,71.01776975171717,35.31093825900668,69.36689591714561,112.82481343922882,55.97747233045924,70.76021699283905,61.39786344483152,90.71048222963788,165.47649711652937,94.0196753432475,64.92268201380838
81.62247071147917,69.06345348593203,39.82073056725794,85.59722423567304,109.5457432261628,41.82321104634799,69.09454188289567,57.75664996615088,97.53395011807818,163.74447811816367,66.80545534106453,71.37869487713185
77.35852441108925,67.10913722014689,40.85847332772983,90.27655949366324,109.86826800142666,162.01980570312944,67.42886677295228,64.63733312052577,143.60906770792604,162.01245911979797,155.77246114090622,74.37539656433256
75.57665268955137,65.15482095436177,41.896216088201726,98.6279857077732,106.19334834081012,83.89644482106739,65.76319166300888,61.37215622222827,95.50737979323372,160.2804401214323,77.84772386465582,73.63862963608456
77.00226429242666,63.20050468857663,41.0932853927462,96.02183701633264,109.88238718948966,57.17170311706388,91.37697830316937,52.75264103969311,93.94266378368047,158.5484211230666,89.0651986742461,76.56722126230545
62.355887575130566,61.24618842279149,33.28401524588272,92.1761361364822,103.02710134981396,75.45375976797717,87.43583572549261,55.76172243446181,103.97083338106944,156.8164021247009,85.83617307444776,77.74613045455797
60.29038256275845,59.29187215700636,34.71586142142784,88.28238967866685,99.65187625340953,78.1015827279597,83.49469314781585,53.4659155858131,93.92792521675948,155.08438312633518,74.37043921951815,67.18365652746598
82.14921358351938,59.82568019917687,37.18272140392437,100.2260608285724,96.27665115700503,32.234334661198524,79.5535505701391,54.48613760805922,83.61437344007163,153.3523641279695,68.8735302075774,83.68622399068687
84.98182967135553,60.35948824134737,39.64958138642089,66.66327436886753,92.9014260606006,61.62492882576119,75.61240799246234,61.55059878729772,89.59982353858749,151.6203451296038,68.3334902258845,74.14176503553588
72.10667897298389,60.89329628351788,42.11644136891742,91.44676237116592,95.00776925267542,61.85543742608723,71.67126541478558,52.8682627840355,95.58527363710336,149.8883261312381,71.81221686452764,81.83541292428562
82.7970343276036,61.42710432568838,44.58330135141394,112.29256140135313,97.11411244475023,57.78227404129223,72.19565454183532,57.87689361735436,91.56959266082642,148.15630713287243,71.95476760492812,84.51797409956063
94.5122842984295,61.96091236785888,47.05016133391048,118.8020426181722,99.22045563682506,53.70911065649724,72.72004366888508,52.050935387914805,101.81065992725716,146.42428813450672,79.23094965854588,84.64210522052302
88.89130093048414,62.49472041002939,49.517021316407,99.75941758382794,93.5392085092496,35.31740768651211,74.77883957389837,55.24786340535748,99.53838137269663,144.69226913614102,65.71348207043837,91.82319596911118
78.5256720661297,63.02852845219989,51.983881298903526,104.69593012515732,88.40597330127639,59.81809717378295,73.739679400669,55.88921109285725,94.679087868799,146.71137079026997,66.34214029761901,77.59142413306442
90.52699469510458,63.5623364943704,49.4187972127191,163.67684769422482,91.40388793023124,58.2184163146848,72.70051922743964,72.9976520312757,97.74637420186208,148.7304724443989,64.70999831080536,76.2431214920808
84.19335141961227,64.0961445365409,46.85371312653468,93.10147267153756,94.4018025591861,51.237604113728445,77.77658643869076,49.90057344289664,98.136279547812,148.13102718401453,70.6756471791322,86.24568999110897
94.74587714566096,64.62995257871141,44.28862904035025,112.45345856706692,97.39971718814095,65.65327865560384,82.85265364994187,44.96752324322054,94.4515471948849,147.53158192363017,83.90235964853832,83.08473191087461
85.4012757307968,65.16376062088192,41.72354495416583,136.3701470713215,103.11918032612004,58.31513604497941,72.98523636302306,50.91959669930304,92.42108262840604,146.9321366632458,73.25615536997988,88.63100914293824
66.13502293051445,75.00441605354729,39.15846086798141,127.88890249842254,102.05384062275392,51.107903075202906,68.59725683488905,49.6225177440861,96.60473828271964,146.3326914028614,80.03138085584438,92.9588147760892
74.80096755647665,74.51104737508037,36.59337678179698,137.3532777338541,110.48939101221798,43.90067010542639,60.19430799661309,50.2487747328568,104.18467850951338,145.73324614247704,88.97318990009629,74.76198925341875
88.90175207270055,74.01767869661344,34.02829269561256,135.05875124381137,103.61380382466334,36.69343713564989,58.1302499052968,50.9588653206599,102.32348204241684,145.13380088209266,68.16123269215535,77.11328894858354
76.10671942093911,73.52431001814652,31.463208609428133,112.48355298709316,106.30417919520649,62.64314693715596,60.71529179841464,47.07561011304048,87.87594076427918,144.53435562170827,64.47939095874028,74.95501750268267
86.19985456275803,73.0309413396796,28.89812452324371,105.68946512811682,78.91736201751834,78.98475369039244,62.895890084575015,47.052764955271066,89.2176795850317,143.93491036132392,99.51828320863868,80.30167796247233
100.602967670849,72.53757266121268,26.333040437059285,104.57706096517887,75.0932359191523,83.73593937565344,53.11468549413518,44.84086762474315,83.66089709485816,143.33546510093953,77.22692224717764,82.06502996081666
97.42055757735577,72.04420398274576,27.09636241188048,132.06856662844783,64.60677695178492,87.72271983520451,61.010673369250114,55.83452819006536,106.45194942755428,142.73601984055514,102.3692261589483,77.77146291782879
84.34616194998814,71.55083530427883,27.12587425884665,145.85030575577255,89.24218666873766,84.67298836460756,68.90666124436504,68.43633610564487,84.28889393807286,142.1365745801708,97.01030186194096,81.9520897469196
78.78073974031359,71.05746662581191,27.155386105812816,155.9897136031446,68.81875612522721,88.0929449231377,76.80264911947998,56.153310974316895,86.75409378244582,141.5371293197864,82.40995309659725,78.51004997388347
86.71753595816182,70.56409794734499,27.184897952778982,151.19786674342532,65.59959089844938,86.93932023981075,77.16041743095754,42.87396795668444,87.87517951297356,139.2747284207228,85.57205401705677,75.16148819284886
93.35991004464668,70.07072926887807,27.21440979974515,147.15977531399926,87.71309996899087,97.67235961752765,77.5181857424351,58.17126181169469,82.34867124543946,137.0123275216592,84.94643964801315,81.7930511976464
94.85988581946698,69.57736059041115,27.24392164671132,155.74602448881993,98.19864357626442,91.50168102162256,76.26431179717146,55.7076720402941,94.24386264715385,137.57054441780517,105.37971613877562,81.71307162933043
96.17136745099376,69.08399191194422,27.273433493677487,159.24745411543586,99.0867795189059,83.3390589659266,75.01043785190784,64.6661669116078,87.05684402508393,138.12876131395114,93.868194772919,86.85264870330967
97.50548215260058,68.5906232334773,27.302945340643657,160.75704797709625,97.38166439970756,81.91062281286062,73.7565639066442,55.23485161434461,81.65054695147857,138.68697821009712,101.96703191887032,84.95194604003807
97.28477219315933,68.09725455501038,27.332457187609823,182.62083528512025,87.8778003959364,71.822063033477,72.50268996138057,65.3388465864469,98.48884446072172,139.2451951062431,106.01208849388831,82.97723903714687
97.2097667939492,67.60388587654346,27.361969034575992,188.035844028092,77.99576783462035,68.78905277191701,71.24881601611695,55.11334592275015,94.63231712092129,139.80341200238908,114.23972433020352,85.21453162906674
91.60439691296516,67.11051719807654,28.236270790331112,201.64469621061937,61.18822423752981,77.04456420599013,69.99494207085331,89.30156896545961,96.26140635558907,140.36162889853506,107.09596069898502,86.31075643183442
88.01518368549313,66.61714851960961,29.110572546086235,198.03063145731787,68.01844300818016,74.81779675204847,72.79511744867297,59.435636016514366,114.69181618020514,140.91984579468104,79.37759848644426,78.09796324569488
90.14587356997215,66.12377984114269,29.984874301841355,186.11448252965047,68.82134167962157,69.09718112731271,75.59529282649262,58.076342685093564,75.78546504289848,141.47806269082702,94.0193190762361,82.89589663214528
95.06024520454142,65.63041116267577,30.859176057596475,193.7262184338973,61.89226882978637,69.6376101204857,78.3954682043123,74.17559830407097,72.88504976412145,142.036279586973,116.0149609352868,82.97475765123214
94.94259007973248,65.81761496947937,31.7334778133516,191.0717377708024,66.21613774141383,63.67756372994958,81.19564358213195,70.43450414265949,71.17018980503705,142.59449648311897,98.7281629594125,83.23525979139912
86.90204683791352,66.00481877628295,32.60777956910672,183.9456984226288,60.39784116321369,63.17668601209997,81.24018590131172,81.76193047478868,65.82959212379082,136.07322205152877,94.80428152336854,87.28589582871476
92.36788460440756,66.19202258308654,33.48208132486184,206.37220348409275,56.63672632293848,65.41407333727102,81.28472822049147,72.82811017113669,57.99730065950581,134.32136161466752,101.92956816411002,82.8264696479141
91.24533722549585,66.37922638989014,34.35638308061696,168.3323592929737,53.71038288898114,67.60072353013065,81.32927053967124,70.40867435023696,70.47434896832848,130.04077254132525,93.48389332486548,85.80834610427536
89.96564890623173,66.56643019669373,35.23068483637208,164.818394195824,55.00865310681032,70.48311165095912,81.37381285885101,83.58532923116188,72.1191603498675,128.00795344299664,99.84541854106013,94.09057432844064
93.31763195644382,66.75363400349731,36.1049865921272,167.80005198229412,57.723195788983446,64.57900242312236,81.41835517803077,69.22210217054938,68.56445034988813,125.97513434466802,80.29280774743155,88.8210120393688
93.10288976197536,66.9408378103009,36.97928834788232,170.67501477386216,57.60727289266074,70.62062364638201,81.46289749721053,62.1494533074818,66.01031820275708,125.86538569970423,93.46087775500256,91.44567103542084
94.2599465881246,67.1280416171045,37.85359010363744,160.2896510465013,61.444112444126176,78.79170618806528,81.50743981639029,70.79498108820074,51.006925312024784,125.75563705474045,87.26218149024056,95.0668674884535
94.87636875542952,67.3152454239081,38.72789185939256,168.35554742783228,61.08041402104814,88.54111167230336,81.55198213557006,71.51815385062054,64.84345287471643,125.64588840977665,95.00848400108308,109.1481071562877
95.84777078778876,67.50244923071168,39.60219361514768,172.65486052842164,68.34520829003773,77.6340136189026,81.59652445474983,72.24132661304031,56.421585904468856,125.53613976481286,103.33461077428484,97.22713930334628
93.3929663899767,67.68965303751527,40.47649537090281,177.05164953099296,61.08104424992754,67.77488660679437,81.64106677392958,74.98673208228857,55.48654814261587,125.42639111984906,75.81051417610718,104.80457450270038
94.04377990030144,67.32170019723796,41.35079712665793,166.77918350339988,69.4001861703624,78.0383079391323,81.68560909310935,78.1912843408248,51.54269602920317,125.31664247488528,85.77264655495274,106.91322259376092
92.38988451313332,66.95374735696065,42.22509888241305,177.0980003803783,67.67133962850413,81.50306718449445,79.23753585913003,74.12071432273265,48.692383796434704,125.20689382992148,89.24876268264197,100.38238486283748
97.53732433793506,66.58579451668334,43.09940063816817,175.18903599431795,66.85348618042728,79.2536991235881,76.78946262515072,84.84845150372061,49.92297454897305,125.09714518495768,92.81311379708424,90.85034650464364
97.85977533104078,66.21784167640602,46.15039987190645,170.01212467138348,67.17911730336326,77.01597927874401,74.34138939117139,70.2096419424356,74.06904160343142,124.9873965399939,84.70387517748945,88.21986429585876
102.72191716843912,65.84988883612871,49.20139910564473,177.86823315162152,71.68966894912042,81.25287593624427,71.89331615719207,76.56240030171465,58.04094809736517,124.8776478950301,75.29534790555479,87.16804175058641
106.07207288445906,65.4819359958514,52.25239833938301,170.51228606317733,72.07013909612678,74.87065400873435,69.44524292321276,60.64720300490867,69.44615134388646,124.7678992500663,86.74357177093711,87.72239194790248
113.82649133455882,65.11398315557409,55.30339757312129,171.2551766311419,78.3819210248851,78.45030644056861,66.99716968923344,66.85280746302004,63.197300629734485,125.98119425183728,82.25668715524498,85.03292211624938
109.03436064279684,64.74603031529678,58.35439680685957,158.90409067708455,69.66175074751833,87.3715139508269,73.28898243476837,63.224775545944965,71.93777225914518,122.86530516662978,84.47827162723866,85.93225553413141
113.71753610214176,64.37807747501947,61.40539604059785,168.76188134847146,72.31420791700283,89.6715579312316,66.2312629160414,72.74679165200605,44.587491812458126,119.7494160814223,94.8193153586324,81.94962223511482
110.73310101532016,64.01012463474216,64.45639527433613,164.1081269707203,83.55985530245276,95.43974887561647,74.25990131101808,72.35773630189475,53.62595343023195,119.49436953404124,91.13199683986784,80.73394145342918
115.12428970125497,63.64217179446484,67.50739450807441,180.1539793079101,95.02713318816046,92.50625068372015,60.77905457132021,82.16356428834936,58.21926856998256,119.2393229866602,87.26361237121525,79.3686447101406
115.10563534702102,63.27421895418753,70.5583937418127,209.42728877515484,80.28787433956475,100.87328205852668,59.80114052296463,72.18145291214047,44.65079703751658,118.98427643927914,78.7630149083564,78.50831370298793
117.81584088795712,62.90626611391022,60.98159267612166,162.6924565308822,77.39336684269252,97.32495842361108,58.82322647460905,72.75627434790893,60.119754357802,118.7292298918981,76.48884795968983,75.00341977183894
127.69602649496557,62.53831327363291,68.3061931910092,164.7047782741799,80.19567525108774,77.96674928271412,69.06111837417184,76.36520643371708,81.67885450172105,118.78576146951757,75.01479566578718,76.90865139980437
121.41996190390888,62.1703604333556,75.63079370589675,117.1683187083076,84.87865403361823,77.18516499187943,64.76801845663223,70.70145695410851,61.92630566659569,118.84229304713702,75.01252462784944,75.31215026023692
99.39545837637156,61.802407593078286,84.18391036760616,114.94727998259792,81.98240820503115,87.03746180777861,60.47491853909262,80.32210477255371,62.22568015014381,118.37033728397772,76.4113767582265,78.95960727315489
107.47095741982967,61.434454752800974,69.78614858001937,139.7621350060911,82.91630360214633,101.1434750392476,56.181818621553006,82.58105785491095,69.95263651071662,126.36159545266928,78.82826356166369,73.46269622140916
114.82650186125684,61.06650191252366,68.51767768454035,128.32303597893002,81.39553279955041,89.599484887797,51.8887187040134,80.95599878470435,74.40729125011808,134.35285362136082,83.18583684987806,64.89530001822187
98.57861872642376,60.69854907224634,70.17204024810623,140.12058474266712,84.83719954140709,88.49963075529698,63.41244063246795,93.18612113018548,67.0880719717767,142.34411179005238,89.55705358161137,67.89003901099626
104.57304859741718,60.33059623196903,63.20761616159923,93.5835554159083,83.9825663669288,110.61928649401844,74.9361625609225,76.23854910262506,71.82757465419978,150.33536995874394,67.44804535607084,67.61951634716539
102.34708986244426,59.96264339169172,56.24319207509223,92.0671576318311,83.057412009086,115.09811080371988,54.53224361452551,93.68594495801553,67.02211400375762,123.5868423041876,76.77813968870821,75.40010607084321
113.1879145940564,59.59469055141441,49.27876798858524,102.75755863736909,89.7272751402472,135.31742640194756,63.03162401411896,107.9081330342337,53.55606866842845,113.67195890145426,91.7611369827532,74.26028018324592
106.98923293464766,59.2267377111371,67.90995316451833,138.2426948119835,76.39082676349582,102.83084049240884,66.82811260957664,109.2571982597123,64.05382008017423,112.5148744083086,99.170197040028,72.66167752596647
103.75804995917323,58.858784870859786,67.17184060396806,129.89622258858097,81.56418030621579,84.36449713412088,60.98404612872473,94.61337059612364,61.898024194015946,111.35778991516294,87.77774988615818,73.92337467817603
95.02617985956368,58.49083203058248,66.43372804341779,121.17987476252944,80.33376938817901,66.19018605618223,55.13997964787283,76.694345989894,43.11844533061743,111.19496805888063,79.52007419294996,70.96221713608924
80.33437282874158,58.12287919030516,65.69561548286752,81.93285804522445,79.45291416178488,93.02390050946325,58.67348171124433,66.71644937206662,61.11531788860017,111.03214620259833,87.54633209083374,68.15880485397095
77.5067946401713,57.75492635002785,64.95750292231726,108.41389450300017,71.80931944596395,82.0827667871687,62.20698377461584,57.54122054595826,53.75475782408066,121.16634973089386,66.45725772387306,71.50675899470069
83.09407885465197,57.38697350975054,64.21939036176698,103.81089342778856,79.70768894324826,63.29758282649976,65.74048583798734,69.50305898698865,48.10498613376309,111.43658140174216,60.89435190728204,67.4574791705037
