Rise-Time_envelope_Root_mean_squared,Rise-Time_envelope_Root_mean_squared.1,Rise-Time_envelope_Root_mean_squared.2,Rise-Time_envelope_Root_mean_squared.3,Rise-Time_envelope_Root_mean_squared.4,Rise-Time_envelope_Root_mean_squared.5,Rise-Time_envelope_Root_mean_squared.6,Rise-Time_envelope_Root_mean_squared.7,Rise-Time_envelope_Root_mean_squared.8,Rise-Time_envelope_Root_mean_squared.9,Rise-Time_envelope_Root_mean_squared.10,Rise-Time_envelope_Root_mean_squared
187.2678602422773,165.47300524003802,360.98536866317335,152.96594412264182,134.41208951433092,235.8135743263593,408.4802324984013,112.910390964749,92.9346099506907,318.7792895276906,95.59325156127376,700.4649294104039
50.29933673662885,106.5175193630728,221.5526616089793,73.96492235122989,66.2208115961588,94.70104999113238,59.58607168762528,163.16450376934756,59.68223366924608,78.53809348180809,63.65735908172159,105.7507874524156
68.27135943124402,71.35169412893029,82.11995455478535,73.81129786518888,62.09384552004672,81.56370538046464,51.75385157388019,68.26927113108816,70.39596267940871,76.55104741216687,68.45063391198414,65.17575136259018
76.3298526575077,69.89429286756844,85.09519647706932,67.8572765883279,65.46358020192326,68.4263607697969,51.09624083034788,69.85773075306446,48.58418517165753,74.56400134252566,130.27257738409938,97.61770170060773
69.96357631071808,68.43689160620657,88.07043839935328,61.772897281576704,73.31765418702241,72.67831401726934,47.63455143409431,45.32384781901997,95.9597668446015,72.57695527288443,132.69968291096814,80.6209782185422
72.67899255132032,66.97949034484472,77.16098233217926,58.66363105332507,153.05596417633848,76.93026726474177,44.17286203784072,33.99720380134632,79.54735212030594,159.03189066226565,357.77743212565633,107.31988110949152
67.46446177389824,65.52208908348287,112.85105424425436,63.28883634342539,232.7942741656545,61.41472524157972,40.71117264158715,32.82929458319842,80.48611120641121,153.52862618307972,582.8551813403445,91.64034565140727
62.12841385926254,64.06468782212102,148.54112615632943,52.92043763957479,312.5325841549706,67.72284844360297,55.32255566190118,42.22337568048148,66.46897548776985,148.0253617038938,157.84410888974296,93.07110626268442
68.10793073151042,62.60728656075915,184.23119806840447,61.02462762271382,206.3974321549452,74.23863654458432,57.28323817404434,56.81398286626853,52.45183976912849,142.52209722470786,58.51027473052135,103.66436204815145
75.2813401215305,61.1498852993973,114.13968534334305,68.03954092864943,100.26228015491968,80.75442464556566,59.24392068618751,43.61298614895676,42.80684728374604,137.01883274552193,59.82982818175462,104.72210675208758
69.6496695810492,59.69248403803544,107.49422347324108,96.38764467789213,82.89314332928903,113.39909651742768,61.20460319833068,29.799735192714262,64.48087778337664,131.515568266336,96.75738359790536,65.20071678806717
78.9301031694346,58.23508277667359,100.84876160313912,47.87418724535512,51.38958616435342,83.86138161477146,63.165285710473846,20.13893787503952,66.14304057936249,126.01230378715006,83.33681778351887,65.28342787983269
70.28282207600869,56.77768151531173,96.0210363394516,56.09519949430598,41.232501927497424,58.79987084224603,138.85667205294064,20.296628273957992,84.62645843700456,120.50903930796412,97.755180163459,69.00251869459548
66.93059757441128,55.32028025394988,82.43744040094334,78.03772064457976,38.18309721220384,98.84889181414388,127.24765651333692,31.229915673814663,51.26746798503744,115.0057748287782,78.11298511664663,63.79057499342079
62.952035197649415,53.862878992588016,103.3828533900808,496.368378321194,38.5359804950192,82.11685937814894,115.6386409737332,21.52649019263255,101.96554510647056,109.50251034959228,79.74685905439453,72.89726595139278
48.487873535110246,56.13894792893837,103.06922965179892,144.12669423246373,38.888863777834565,67.63919732947012,104.02962543412949,39.00518565760256,44.483886505748245,103.99924587040634,69.72469364246146,81.83916810119631
93.96295444024943,58.41501686528871,102.75560591351704,49.94954695886696,39.24174706064993,83.67097813814839,92.42060989452575,49.966115022092055,60.57707568145924,98.4959813912204,81.94872892689276,87.606114054585
37.067252448211406,60.69108580163906,102.44198217523515,59.11887979071963,41.56639419614654,78.71042486553691,80.81159435492205,45.609185622355895,76.67026485717024,92.99271691203448,70.45575517114816,89.01389393760458
44.45473851097496,62.96715473798942,102.1283584369533,31.5410301199216,43.89104133164316,70.72332886805295,80.63821167380699,44.77314081283265,80.3888635816364,87.48945243284854,90.22257145414102,87.10957113358415
43.558757258937504,65.24322367433976,101.81473469867144,31.742633892986053,46.21568846713977,62.73623287056899,80.46482899269193,78.62922492177236,49.7139815170876,81.98618795366261,100.42225913210426,89.54615917320878
49.27847879152424,67.51929261069012,101.50111096038955,45.71686360160318,45.25441850741656,75.99388459780975,45.37219079546252,75.74830599673464,54.73065156538437,76.48292347447668,50.99154766993784,90.033391838452
71.95212869922432,69.79536154704047,101.18748722210768,69.51836319279899,47.43245730455872,70.202358804349,71.01780651533146,79.26308714190178,99.24063165014974,75.53974679011563,53.38233541062193,96.51203693295923
70.44020438251596,72.07143048339081,98.94300482456694,36.22948891120457,51.7870598306477,75.91625726907114,96.6634222352004,78.3745386279671,75.82985926903007,74.5965701057546,85.83290091530787,82.32754151762461
55.21453195963762,74.34749941974117,96.6985224270262,65.8684411346171,56.14166235673669,67.61966730639442,95.0127969578763,75.4128919659348,69.89552599474719,75.38750010103344,54.46081332116545,100.30868302442356
65.79433738300548,76.62356835609151,94.45404002948548,59.991609338050026,60.49626488282567,67.22521015974318,93.36217168055222,66.45902185059953,57.33426321165332,76.17843009631227,60.50648267664814,100.4028062947875
73.31439757884274,78.89963729244187,92.20955763194472,50.195745253265976,65.94363297029469,42.217549682420696,58.00388051874037,71.86854827414456,54.18781969715098,76.96936009159111,58.87652011397662,99.50565849965012
52.63522087962208,80.32319771367717,89.965075234404,100.48633817784372,81.00307164045567,46.37360095107782,79.71633620063788,68.78774811561112,68.13484146450756,77.76029008686994,55.56813638863618,91.30239365522662
60.96862699127193,83.22263313092081,87.72059283686326,45.88646856659481,79.9109226511756,50.52965221973495,118.92843743175496,71.22484903785673,64.65329877572852,78.55122008214879,128.17000226215737,97.54766596615218
40.62675172137093,86.12206854816445,85.47611043932253,116.0244806731428,93.97291431809288,54.68570348839207,62.34987640364445,73.0340211697381,67.51573403720955,79.34215007742762,78.75782307290086,96.88136807390214
49.80660533666343,89.02150396540807,83.23162804178179,71.39157766363925,154.39521060872875,63.66135103896172,60.707642028861706,71.75584060091153,47.30721976669005,80.13308007270646,87.59127571716958,107.33214639259435
75.13397526539582,91.92093938265172,80.98714564424105,43.94701502497394,64.88004235937204,100.29485106000564,66.16962136681269,70.91550571530792,78.8394007509103,80.92401006798531,62.58137152884681,99.08051570193622
64.34961703831897,94.82037479989536,78.74266324670032,84.04646428224801,48.48750180023392,93.07059353566578,67.43248288563332,71.17913610755939,77.67254294449864,81.71494006326414,89.10634444965454,99.62837383265628
64.01366441785771,97.71981021713898,75.01630328037415,95.97406249749982,63.24456076493522,102.32625095034072,62.70701288228199,69.20950783051171,65.25201931412754,82.50587005854298,99.54693917478347,95.36369448794834
61.14865603380871,100.61924563438262,75.93904499147266,101.57176071608768,73.09787679272071,78.93279808821839,57.98154287893065,73.15645790273695,85.56786585720137,83.29680005382181,79.61225957024476,106.86732509646788
60.456398832608734,103.51868105162626,76.86178670257117,107.30455192067056,84.82101377348714,116.37635904028902,53.256072875579314,74.75627276116444,123.83360711387904,84.08773004910066,79.5983495865091,107.06555372976756
53.59061806068787,106.4181164688699,77.78452841366968,140.7493864093115,64.5785235259555,80.10356458107736,52.23707000957873,99.9310693653144,69.05058618730833,87.87042538254079,42.2830547434498,89.19952342197337
48.298320820451,109.31755188611352,78.70727012476819,129.7999335510776,87.41016610072658,133.71231509049775,51.21806714357815,72.19535952139753,76.0372025266241,91.65312071598092,49.845824768026574,105.4539857167724
85.59460136256703,112.21698730335716,79.6300118358667,123.96632155047168,86.66113947443459,90.89767962459533,55.844902152008,70.33042116580847,76.86496887172716,89.5821394364652,39.922199508603086,106.51910936080483
45.179116849614,115.1164227206008,80.5527535469652,97.6081740368234,82.63731841174209,94.83543428205222,60.47173716043786,76.56633885844052,84.1638408439309,87.51115815694949,50.77577795644126,100.87667257103696
70.30878026081285,118.01585813784445,81.47549525806372,123.13494201409472,81.77493476986606,89.69145089460388,65.09857216886772,65.0509494341004,68.85216315045892,85.44017687743377,51.88161842761254,95.13783146627296
67.38507696626971,120.91529355508808,82.39823696916223,174.4291327025743,85.91870762253289,89.58806108742867,69.72540717729757,104.13218976650816,90.12534561289576,83.36919559791805,58.54598400771154,100.74928037808915
66.4442922637544,123.8147289723317,83.32097868026074,182.47193118148985,88.61034039758054,124.72473514965644,74.35224218572742,69.38022948034309,116.41317429403274,81.29821431840233,81.3821916545697,87.38796278188472
46.014532975206514,126.71416438957532,83.86216503868683,174.27044026280117,89.6815176336243,232.3095275448448,78.97907719415727,75.82637353459393,138.76090787626975,79.22723303888662,70.5313652141771,94.8022342092754
46.718283872855416,129.61359980681897,84.40335139711291,160.9097791235127,90.31936439167912,112.05552594323788,79.38145562698693,72.32142071592736,137.32649815911105,77.1562517593709,102.94079899430544,81.9518184286262
57.86873804470369,132.5130352240626,84.944537755539,144.12328054256344,87.19584123497378,71.47008926190664,79.78383405981658,73.92684332169536,105.04942010861517,75.08527047985518,62.84934589581716,91.80951289493052
56.20603497471543,135.41247064130624,85.48572411396509,120.30109209011948,90.58349552068005,53.34697887573788,80.18621249264623,50.10642247129011,103.90468861745047,73.01428920033948,52.71231814771457,90.00617798865198
66.79933038312423,132.819198918478,86.02691047239118,179.42730717718118,86.11092670237079,85.10784267171482,80.5885909254759,62.0907737218195,82.19360249535659,70.94330792082376,177.69615277212037,90.28695182741376
69.30416649737391,130.22592719564977,86.56809683081727,144.86259165928806,86.89741621934775,63.464242827325855,84.21559496643755,63.88817547635888,114.56512880664584,97.36445704732748,58.15167003349109,87.86305749718288
