Duration_envelope_Median,Duration_envelope_Median.1,Duration_envelope_Median.2,Duration_envelope_Median.3,Duration_envelope_Median.4,Duration_envelope_Median.5,Duration_envelope_Median.6,Duration_envelope_Median.7,Duration_envelope_Median.8,Duration_envelope_Median.9,Duration_envelope_Median.10,Duration_envelope_Median
263.90151857819984,372.75877724146017,363.3832891464241,371.376541149741,557.9604026339027,667.8803723962083,352.27854019083685,241.5925111830369,520.0122853262203,398.0799513653116,161.35036681688507,567.1574621579492
266.06134675680795,363.2886584008745,334.2104737074127,378.81260445978177,563.0428011228188,700.6895579068392,372.1982935518687,264.4988972150303,549.1431847821065,417.483895857304,221.88209279855752,553.7587198723688
256.5553877310232,353.81853956028885,330.18522144314005,454.3619986966273,565.7792461533871,741.0189671990948,392.11804691290047,338.98854456690657,500.3108143769825,436.8878403492965,140.78270766101718,536.7235111501521
290.87727694551745,344.3484207197032,326.15996917886747,353.94391039818214,604.590254696669,653.8430535092905,407.98642605117794,330.70327788798585,506.6117352417986,456.291784841289,145.78841279632996,538.3453736984101
339.31744885637033,334.87830187911754,322.13471691459483,401.0397768563982,594.6991271750983,595.2451841913527,423.8548051894554,370.342754647962,431.8271740091469,475.6957293332815,259.7555857297736,543.8404842043516
286.2903952913824,325.4081830385319,318.10946465032225,302.9379581831605,648.3212176534238,617.2312561618373,439.7231843277328,422.0789920804231,380.8787798219893,495.099673825274,279.6517882211099,573.0488991411064
340.71520666946384,321.352012615483,314.0842123860496,441.21921218434704,594.5937427684844,602.4881965405841,455.5915634660103,551.658327764419,504.9871106943725,514.5036183172665,360.97171200296464,550.5640088194177
379.113017956927,317.29584219243407,310.058960121777,465.1221825547572,588.7358638287983,399.7035745391177,476.36489195499047,560.3358100434448,550.6163614132208,491.89966036806345,228.9453215456171,637.5519860246415
346.0336637583481,313.2396717693852,306.0337078575044,632.6123289902196,589.0802880034383,396.2511607435828,497.1382204439707,638.0589146572319,543.2930222947912,468.9968457908756,145.89466654122322,652.2243175698036
411.5103569406888,309.1835013463363,302.00845559323176,422.62031578830766,584.7005648529109,303.5745942830284,517.9115489329508,491.262965806744,568.9489678249344,588.7188222324023,152.95280537412452,670.6192737639353
413.7826622893659,305.1273309232874,297.9832033289591,350.88114893178886,589.1295162444976,454.0586282902063,538.684877421931,617.4271278604301,528.7019257845518,455.0693986227843,184.51128688904072,674.4113495170045
418.0454942614232,301.0711605002385,293.95795106468654,364.6609697275613,589.2650357725342,360.0602132939584,559.4582059109113,621.7850574830527,448.22614998265294,321.41997501316627,207.3496397397652,674.8917644400353
411.58352309656175,297.0149900771896,289.9326988004139,298.7267873636408,594.1204989692343,383.7073449866612,580.2315343998914,401.2177441244545,554.9837328446922,351.41311562480047,233.7591281715084,669.3907556353169
421.851774091918,292.9588196541407,285.9074465361413,432.3242802777953,589.8657542199163,382.29301745084535,601.0048628888716,657.9306001558768,624.4673259381589,381.4062562364346,280.163923192718,646.5090013857664
432.2755168067024,288.9026492310918,281.8821942718687,518.9032083646305,594.0313871596554,497.4572147313759,621.7781913778517,628.5510901022222,626.994356799855,411.3993968480688,422.2956841616381,476.9488310275425
404.2250542358466,284.8464788080429,277.8569420075961,521.5328985420323,599.5954515502988,480.43597978093584,642.551519866832,599.1715800485676,652.5734705004674,441.39253745970296,291.50990522931613,491.3685859510905
395.03647846310326,280.790308384994,273.83168974332347,441.8722771665978,595.8228408625116,466.1796682460939,663.3248483558122,589.5181462027764,651.0410943766337,471.3856780713372,150.50953777008877,492.2550551362364
393.9108375397215,277.13777883454264,269.8064374790508,460.5965902348331,596.654542740169,403.8393372887813,684.0981768447923,531.5415977719722,694.9196111141208,501.3788186829713,136.07347280335256,460.4929317377625
402.5029953619343,273.4852492840913,265.78118521477825,454.6363394462518,605.3654040269837,393.4138216676691,666.8797071262178,499.33074890821655,733.1440743863612,531.3719592946055,265.4523244032295,475.53165790031096
366.4310870001283,269.83271973364,261.7559329505056,452.2062516373349,595.6807508242468,341.89055209192514,649.6612374076434,366.8222675973552,511.6123736403337,561.3650999062397,299.2358420540554,544.2329313169969
360.8181946965868,266.18019018318864,279.5879986362958,454.4476401417374,584.4355797032199,306.2065528501936,632.4427676890689,403.3789176416819,611.2275252630744,591.3582405178738,287.7225863585689,599.4997648334154
348.2723128857383,262.5276606327373,297.42006432208603,480.0000335072517,585.5425313664803,279.91665892471417,615.2242979704944,693.4043987246007,580.2800931787646,621.3513811295081,126.16392172299824,551.7649722309661
351.6524367652196,258.875131082286,315.25213000787625,496.8747755337103,596.5396494023473,396.1609752318667,598.00582825192,991.8875633381527,499.4231442593509,651.3445217411422,162.07991121496963,532.858596879377
391.4676718416783,255.22260153183467,333.0841956936665,500.7975032588112,605.4545166317581,438.167001237815,580.7873585333455,789.2161651953296,549.1397455898648,799.4700422013206,281.02796378484857,540.5023586826351
336.17258793156367,251.5700719813833,350.9162613794567,500.76279636611696,651.2880778088261,441.96041658562586,582.1667291140911,846.9485116043651,430.22121305748,700.3728671060819,243.7222764984108,480.9406836099829
366.1304013978568,247.917542430932,368.7483270652469,544.7822302078526,654.0195288643073,493.1126714193896,373.03281369608857,857.8880668787508,446.27832270838,601.2756920108434,346.049827415958,510.8778765599755
362.784814344058,244.26501288048067,386.5803927510372,605.1815609485179,657.5408690410486,459.6093169506317,406.6448213086693,786.3574034651215,500.2231980260926,576.522815400227,242.73380372001327,560.0857000037922
444.11223104198353,240.61248333002936,404.41245843682736,383.2799552744178,614.2523234250848,350.21472588966725,431.4233001182657,776.1752260977084,423.0835223593899,551.7699387896107,344.7098421351829,560.67037375558
404.1062090807312,236.95995377957803,422.2445241226176,274.73429875150714,656.1360442652079,357.8661201978807,493.8016721285743,739.6351889405894,416.4245767276649,527.0170621789943,248.3150905102687,569.4592955428305
362.76165370063705,233.3074242291267,346.3706725183273,328.460747353866,657.3378400107833,417.7941121717194,556.180044138883,728.9204437761675,358.481905844026,502.2641855683779,259.8741776679066,602.3551608991996
363.63431583528,229.65489467867536,339.8284769332164,306.1223283636348,659.6879150040792,577.4934373571915,739.7711715753101,721.7041237749117,253.15614922321987,520.4858476353144,282.1783337934248,635.9092340377256
368.1654001657087,226.00236512822403,333.2862813481055,326.8697460514964,661.4111051638597,497.6470839470941,676.5360219533893,725.1947542221583,325.50874161931995,538.7075097022508,318.00468517121226,671.8447297740821
305.9222189243216,222.3498355777727,308.5652232296277,319.82082959623835,672.533484982292,496.04097861630464,613.3008723314687,719.2295887922365,364.6590918089978,508.216711598619,366.0214003295636,733.6502297341459
321.64694600940936,218.69730602732136,297.58842675492764,354.8259537816454,697.8241764975087,548.2825346686907,550.065722709548,719.3875954892557,399.6665801178423,551.2889252400983,381.1145230839115,778.5155234193986
322.29866248995734,215.04477647687003,872.8560522376779,521.4972708367404,699.4817135629113,697.8058433860072,486.8305730876273,719.1715737340986,396.28387869369305,594.3611388815775,510.3656427129887,787.3999441240043
306.93689420977233,211.3922469264187,422.9171911684402,462.764441029478,696.8081018889272,686.0150086076169,544.021392688694,664.3410863427114,415.04419379317903,637.4333525230567,437.651271685924,763.4071885585444
294.134113284207,207.73971737596736,407.3142695886291,408.8256553396826,680.7729096083382,402.3829384735224,601.2122122897608,658.6932833411327,354.4030936715793,680.5055661645359,268.0513991670716,782.1605338731415
262.4241664981118,204.08718782551605,391.711348008818,561.0423593697482,662.2293989176289,363.19531432741553,658.5737947889279,676.3251392228743,392.6587809126204,845.3758547930831,398.9619671996611,777.70399180346
245.99630880071035,200.43465827506472,376.1084264290069,617.3437796505954,613.8096145881731,399.66080991115695,574.4839739962778,697.2804818123789,374.8977042593708,526.8811725674716,758.9360189350714,756.917134509672
252.6101670453853,196.7821287246134,295.154643457379,356.3009397955361,599.7867904052134,442.7424111553567,623.1020852069312,605.7513543876829,395.769651936764,611.0245449098919,630.0520387734107,760.8117867896194
244.7175375266374,193.12959917416205,299.75951853250854,446.8077149539563,600.9195493361684,450.2717171926213,535.9892169395522,393.2494773925026,382.7711328319593,695.1679172523122,745.2502376569429,763.8067520112681
249.50373142962744,189.47706962371072,304.3643936076381,517.8216628361611,601.6007996791649,501.2307164629877,448.8763486721732,405.00504275879774,401.5923216783064,694.3159280840978,450.7021363918192,758.0465894706103
229.0611533173128,185.82454007325936,308.9692686827676,493.4963321281348,595.642011616113,592.418975478004,486.4163294289232,423.1835676849789,400.7784196003244,693.4639389158833,557.1785429772557,752.0983226129374
232.0537834669131,182.17201052280808,313.5741437578971,563.855956602896,638.8278846241564,562.001471479785,523.9563101856733,425.23938292826153,368.0262096049448,622.3272520291027,717.4055825829732,758.179268169546
223.39293070644857,178.51948097235675,318.17901883302665,566.8739732954816,648.4594750754653,411.1228142976982,561.4962909424232,431.7142099342319,368.1670459825474,617.3758443114555,801.5575059855976,751.8249718186079
220.5155755860278,174.8669514219054,322.7838939081562,545.3362766026996,653.884181272227,432.7014228613298,543.6142346437592,432.676303811302,334.4728405135011,524.0392724368244,655.7563654920592,743.0259705694285
213.5530464188924,171.21442187145408,283.8649821050191,501.9840652121133,653.9020101800838,356.6063158014411,525.7321783450953,437.5090361336156,293.9038517163116,430.7027005621934,640.1033321269532,742.9308499551083
225.34926180609835,167.56189232100274,277.7395819669531,469.49252635784205,652.9184745332234,652.3805205833402,507.85012204643135,439.2044198580384,284.71213083529256,603.5249744302232,193.43312905046872,741.4857304523905
232.1406414193942,167.19690257679252,271.614181828887,455.2518677502437,593.9192161395388,352.88257955797206,489.9680657477674,468.939377458665,276.8073092459369,776.347248298253,234.97146629330425,735.9842504054274
222.09348698491857,166.8319128325823,265.488781690821,394.7422451093794,588.0376091138091,482.9262891949807,441.49808400556736,473.0709090669074,270.6283494221302,646.1681454088488,192.73428466453544,740.7120986540729
234.0897302350898,166.46692308837208,259.3633815527549,354.519756203131,590.1409953816021,493.8220108185974,393.0281022633674,475.9818757915573,241.73701001073005,626.7763991757589,226.6382628881064,743.4573344829241
201.46980105605635,166.1019333441619,253.23798141468887,358.6010094872795,594.9682100566846,498.288320198328,344.5581205211673,478.3042218354581,268.9899683229037,607.384652942669,260.5422411116773,745.4557525962945
204.2149393856297,165.73694359995167,247.1125812766228,324.7274634278184,552.8506732763185,497.5152009787652,296.0881387789673,460.6446320971004,284.7440598650238,587.9929067095791,201.24969352614863,741.7383959339227
170.95862334066663,165.37195385574145,240.9871811385568,296.18319387242326,548.5873991333675,702.3912987594991,247.6181570367673,430.4527209875151,317.2772674160483,568.6011604764892,224.19140438367148,731.1186556551086
158.23438378456262,165.00696411153123,234.8617810004907,280.4509360563263,582.717617532624,491.3845467943986,273.2936977143589,415.8823086035596,329.0306350846613,549.2094142433994,247.1331152411944,696.6474373909501
165.11764840512106,164.641974367321,228.73638086242465,538.0533826513024,591.5158228707003,436.7208720511616,298.9692383919505,434.122755072576,385.3150099174933,554.988255312407,270.0748260987172,663.6412522866291
165.406123516006,164.2769846231108,212.52608880552472,475.03986664140126,593.8006782825092,696.8523397656892,324.6447790695421,439.9773775097482,390.09645249813656,560.7670963814146,297.48531792007776,662.5734790631507
177.17375660762417,163.9119948789006,196.3157967486248,443.896477683626,598.5533384513567,706.2074738542,350.3203197471338,471.4980561144506,415.6129398509526,566.5459374504221,324.89580974143826,678.6825580323905
180.4026224090507,163.54700513469038,180.1055046917249,,628.2399778713253,709.9805174517027,375.9958604247254,476.5151762724848,359.74179619568827,572.3247785194297,352.3063015627988,664.2536681178176
112.51793498337472,163.18201539048016,157.38817544547493,,677.1965518975479,586.2084679793825,401.671401102317,465.8051788555814,362.0162088454157,578.1036195884374,379.71679338415936,658.3050943139897
422.4365544378344,162.81702564626994,134.67084619922494,,634.9570857116371,548.3238174159073,440.89127092060266,508.56010979191046,380.66107429036015,583.882460657445,401.1415307876657,667.3721550486542
237.2559495493442,162.45203590205972,111.95351695297498,,602.6228173113025,604.7504841529536,480.11114073888825,512.1151415934798,346.3372852334491,589.6613017264526,422.5662681911721,722.8033479600101
232.51760685322813,162.0870461578495,164.7959323661701,,604.5655934865091,482.38714284040566,535.5630654332493,503.31451027157135,345.8439354659358,595.4401427954601,435.9179871146901,666.9859278043748
218.92125367270447,161.72205641363928,217.6383477793652,,590.8028072024766,309.7135410458765,591.0149901276104,521.2310006904485,385.4688505290179,601.2189838644678,363.3407943884836,666.1278566463038
267.89642883442144,161.3570666694291,270.4807631925603,,565.973900098911,295.2524567778014,646.4669148219715,580.0713446954134,342.02988908679663,606.9978249334754,410.1933118441255,666.2505586614636
212.0352774034349,160.99207692521887,372.8191058104994,,577.8422752369552,294.31155468387703,620.2860022668717,537.0279203520122,328.46009124607605,612.776666002483,408.2880233301688,583.346348854752
104.64492696836648,160.62708718100865,390.96961621449367,,608.5369476218754,293.9246003706037,402.8705148489241,523.594550516669,356.8909045227462,618.5555070714906,504.1430837649373,666.252052856762
217.5230447965748,160.26209743679843,409.120126618488,,610.8202325488945,347.545728251063,419.4008607357317,523.4821573165403,413.1823154097568,624.3343481404982,531.9490593749966,669.4337742602128
157.48593954927702,159.8971076925882,427.2706370224822,,615.9841720949498,315.43373426562283,423.6457093048048,522.8772165361105,230.1805704886866,630.1131892095058,323.1400132526865,681.2454170840355
169.4364948079474,159.532117948378,445.42114742647647,,617.2430072290847,327.7275563225276,427.89055787387787,480.0600629340483,163.56238344392582,635.8920302785134,425.81649945634126,670.6109876377778
178.36044290889782,159.1671282041678,463.5716578304707,,621.4138319990975,287.15749005958463,432.1354064429509,415.6101233886532,291.0885496012644,641.670871347521,369.40539411387664,666.0795346177151
180.1565635310845,158.80213845995758,481.722168234465,,631.0772082445103,321.92077170816697,436.380255012024,382.87933714097375,360.4948205292749,390.4698795793156,407.52008813140185,677.860371155364
181.6884282857624,158.43714871574736,420.2652330843315,,630.9943471308551,485.6092623661245,440.62510358109705,333.33735748861045,381.0962284057708,405.772577171463,484.69435411282,671.2150982410379
182.40940116734848,158.07215897153714,482.3788679673673,,624.3130316537107,491.4779931660178,444.8699521501701,292.95092657967894,372.8811633533316,421.0752747636104,326.9325658614224,689.6961037815705
184.994781672162,157.70716922732692,445.2871672615695,,620.3062433118339,496.8712149174093,449.1148007192432,295.2201411764073,367.88877736206734,436.3779723557578,317.0455221433843,587.3870024210196
196.6470086263132,157.3421794831167,357.6033507317657,,609.3579532722941,449.8303848275831,453.3596492883162,366.16968322415465,418.0379597441308,451.6806699479052,344.77067552474705,634.1519697446217
213.7751811710108,156.97718973890647,328.60541696448166,,615.071879625091,510.21843093330415,457.6044978573893,277.6224160710984,567.1702035042046,466.9833675400526,342.19806938922625,723.2199045678043
234.7897280278067,156.61219999469628,568.7145062689457,,618.5562710534059,508.420769713371,461.8493464264623,401.6659154986176,254.5466744578956,482.2860651322,360.5228371525134,574.0851450821613
235.2436970432097,156.24721025048606,410.9004663287179,,618.582160725724,503.70402740787694,466.0941949955354,584.1306824247814,176.37080923965553,497.58876272434736,357.3033194364667,584.0237080414746
239.7095128563977,155.88222050627584,447.1445720345339,,617.0360390005314,504.1011808956461,470.33904356460846,560.7558073720348,142.9355421239892,512.8914603164948,332.5802482668791,569.6476833565844
237.7223866985144,155.51723076206562,483.38867774034986,,613.2682459234206,500.0824221435138,474.5838921336815,558.4102788587948,126.44889141217185,528.1941579086422,352.20338251765673,583.7461395781579
237.42362424857976,155.1522410178554,519.6327834461658,,612.4385000526579,501.3459706376082,478.82874070275454,554.9904110246501,108.33409725200262,536.1878417622826,324.81526177034164,581.0105522280123
243.7232573944417,154.7872512736452,488.85983853694495,,614.4731070206665,503.8494221792719,483.0735892718277,553.5203752259514,127.6244821420322,544.181525615923,204.6739188432609,585.3667874800096
262.0889272327843,154.422261529435,508.8263490517273,,613.9193870498882,508.58683010880446,487.3184378409007,567.517523401948,172.2598217048633,720.2447789893665,404.2952623582383,595.3917645954973
247.98316210645163,154.05727178522477,528.7928595665096,,610.9089818519958,475.9269683004279,491.5632864099737,574.9697116260819,332.4950885819753,896.3080323628101,329.8774195531304,592.3907678019191
262.73421906679664,153.69228204101455,283.70679736886143,,597.9309487170199,598.9602685434045,495.8081349790468,584.4218616968891,585.1507240144123,1072.3712857362536,349.2057559482305,568.6144376278565
288.5168634626844,153.32729229680433,232.26999348639305,,536.2217713247251,588.9817350614375,500.0529835481199,571.5416247456915,597.9480118216416,827.724549737253,368.5340923433306,570.8547545233708
273.74782807756435,152.9623025525941,225.73097460915363,,570.9026070756938,593.501922997245,504.2978321171929,582.8402535564468,582.1431152542889,543.1276544398528,625.8865014370992,563.1416027990707
224.4707678316825,152.5973128083839,219.19195573191425,,601.114666199312,600.2325075062745,508.542680686266,569.574596295794,585.158295037235,595.9841065837934,495.5840972668219,553.3737459482852
223.1527962607501,152.2323230641737,212.65293685467483,,548.4574351304409,598.8263186966603,512.787529255339,551.8640753954728,462.04410083857215,524.2250025743946,582.8290677065828,550.1999951500018
221.7043767685825,151.86733331996348,245.34692903534287,,514.0833125871934,598.7164675681851,517.0323778244122,554.1575680135236,384.2224562751583,592.0325693849725,545.6001411362492,567.0845236419794
224.4324756014658,151.50234357575326,278.04092121601104,,421.4238032017456,548.1211889935578,521.2772263934852,585.9136230634036,547.751645643946,518.9380448884123,485.7909923151017,573.8109273976929
242.58232731043685,151.13735383154304,310.73491339667913,,,586.6025719345268,525.5220749625582,611.0699945573275,620.6774357254187,491.593817565536,428.87816049726734,570.7369538471485
273.8863009958799,288.4562412966403,343.4289055773472,,,588.5817150797492,569.749053274533,670.3437560571313,526.2985819312073,511.9224200276519,326.92286850303987,545.4791011031122
158.14211927514572,425.7751287617377,376.12289775801537,,,613.9803385904406,613.9760315865078,699.3416730360639,347.1136073631092,504.7337092698911,250.3854607880607,557.9035536044664
216.0874351829065,605.3564845304975,408.81688993868346,,,602.6661445761458,658.2030098984826,700.0655477159361,283.9181522034504,508.7201327697522,221.50611574574123,536.4131061298242
201.63534833276373,316.85939380324953,646.1640428038777,,,604.330329486585,702.4299882104573,717.4691021058003,220.72269704379164,510.0219705249328,349.6529286712772,543.3005765573785
263.98785325244376,354.7042438313938,630.0080678573223,,,597.368751045685,746.6569665224321,724.0601135024219,603.3252125938048,436.9840812796864,304.6389112398391,684.5601107938159
338.5223594481271,353.36635065093884,613.8520929107669,,,569.4134951184906,745.3775431912177,719.4998023258536,605.0296018851213,470.04075388324645,223.1007783771904,549.8777727812699
341.35996051847394,352.0284574704839,597.6961179642116,,,546.1719356305584,744.0981198600033,738.5119465049681,624.8907939427063,503.0974264868065,251.3527405594621,525.8320243755
287.2928086640753,350.69056429002893,581.5401430176562,,,573.752928296849,742.8186965287889,763.3258142511024,598.8373121021766,391.2663755266707,691.3609899580056,507.2310871736171
347.38845434507215,349.352671109574,442.06328381500487,,,588.6172860810318,741.5392731975746,790.5970878480424,605.4210867606448,451.6902137709512,694.061715083977,433.49627869871983
830.2790931696611,348.014777929119,387.2408857794803,,,575.4481062364043,740.2598498663602,786.826545075038,421.6156737304984,430.1767109093916,619.5417449626761,441.2638925793757
464.9282609573011,346.67688474866407,308.1668244404724,,,565.321335850003,738.9804265351459,786.1452415283468,559.9093265327083,443.3226520799225,340.7873325627466,433.9589496882109
481.6967385338206,345.3389915682091,234.63251719016137,,,548.9409190200753,737.7010032039315,795.0858569649785,568.5473578005076,453.92412511366354,343.3287597474046,487.32203654722935
379.12758515930255,344.0010983877541,355.289503889562,,,536.8241396090899,736.4215798727171,748.0046286211893,593.223513048658,406.5568789624486,379.72426167689787,507.1084290620809
497.7520737123141,342.6632052072992,502.7649862038295,,,591.3756270656831,735.1421565415027,775.116198115141,605.2118366787868,410.5841997992023,514.4051744935769,548.8135238753607
418.2329559273991,341.32531202684424,650.2404685180969,,,598.9665937853736,733.8627332102883,769.2327034233384,619.5848688373865,392.337580532862,564.1541552140624,548.9376327718694
370.4222522428983,339.9874188463893,797.7159508323643,,,521.5418674727946,732.583309879074,775.7886398447047,677.5967927530075,415.2122785149698,405.54148989067954,634.0688190911394
