Amplitude_envelope_Max_Min_difference,Amplitude_envelope_Max_Min_difference.1,Amplitude_envelope_Max_Min_difference.2,Amplitude_envelope_Max_Min_difference.3,Amplitude_envelope_Max_Min_difference.4,Amplitude_envelope_Max_Min_difference.5,Amplitude_envelope_Max_Min_difference.6,Amplitude_envelope_Max_Min_difference.7,Amplitude_envelope_Max_Min_difference.8,Amplitude_envelope_Max_Min_difference.9,Amplitude_envelope_Max_Min_difference.10,Amplitude_envelope_Max_Min_difference
45.772434079352806,38.86980338037119,40.40156025219044,38.3800026297507,37.13235203768868,40.909876171522704,41.50686252039706,40.01318202080012,40.17089619285685,39.0210482248411,32.772697569896,43.43359039059116
48.368934572914654,32.91942145613612,32.09572786798659,37.75791926656415,13.474740795203203,37.670324457124856,34.317024153716595,37.83444481975294,18.71208957371954,11.303800059152522,36.748851924319126,40.240565661248056
47.591021494182925,15.52828785717061,23.789895483782736,40.568140590169456,15.52127140414234,38.70301707879991,16.71923858955941,28.490693762275377,11.612748194767365,12.104602983291985,6.127987944002683,36.77614978871706
49.10720075735141,15.094744806600916,22.06408015445148,18.602365238566307,16.08117037360411,39.73570970047496,23.261123211862028,39.37347718538714,13.795974396656549,12.905405907431444,4.109919217383009,47.4413476118018
45.49318283265627,14.66120175603122,20.33826482512022,22.85984074004556,17.281296042085074,33.97723720113196,21.03364291160697,34.62159893124246,17.0976043668008,13.706208831570905,1.0010716686403214,39.67837052466364
43.79119695376042,14.227658705461526,3.0170592048098825,11.183211520566488,20.1664451726248,28.218764701788963,18.806162611351912,9.026557176017375,26.50770798056579,11.501689146727829,13.517539841924112,42.48909513135322
40.00729454084357,13.794115654891831,8.680064643186363,22.09203666462156,23.05159430316452,5.56132343850345,16.578682311096856,17.79767644333056,19.711526645175567,11.051438084162225,26.034008015207903,38.307468353826266
40.15947031431534,13.360572604322137,14.34307008156284,27.302567736477585,25.93674343370424,33.71055131989732,3.1655630735153863,35.79095608343623,17.852335735129714,10.601187021596616,1.6411215129600123,36.52716226844888
38.4463866476599,12.92702955375244,20.00607551993932,32.74110297337984,17.21604740777739,23.31275018900544,8.608703099320376,17.159640942527815,15.99314482508386,10.150935959031012,26.430277719264225,28.72462341090595
39.61633424412821,12.493486503182744,3.5234260321700788,22.265703847493285,8.49535138185054,12.914949058113564,14.051843125125366,10.057759690755006,0.0479339169600478,9.700684896465408,29.783880800618675,37.19272514977248
37.0222932151456,12.05994345261305,11.895827347255093,30.673511415689163,4.610266684079633,40.46999591561909,19.49498315093036,20.219285714052944,48.72063260505526,9.250433833899802,37.93179360622721,39.4131738496202
41.80484583790665,11.626400402043355,20.268228662340107,23.20665295608332,24.004018706608136,16.6329028162697,24.938123176735346,22.66497480809882,9.906759815346902,8.800182771334196,21.230113223634227,41.32624190405431
38.448234298172665,11.19285735147366,1.886805767685232,10.894191201750814,4.884593473108495,23.17423102831156,26.44884708408836,21.39241214970029,24.658902082096432,8.34993170876859,21.183338747267683,40.93419536547914
18.93781584486885,10.759314300903965,5.068537793492965,37.808246810231445,12.366194555437389,18.21272565923272,24.56920817383955,24.60126936649894,28.43798725375441,7.899680646202985,23.374649074867364,39.78439832454521
26.259080809628315,10.32577125033427,10.809817316212175,10.632124102467344,8.546759138774798,12.039974169868644,22.68956926359074,16.998294989957685,22.83321199769442,7.44942958363738,30.488893951567235,40.39100407218096
28.34919730369528,9.474331569388196,10.621942188314993,24.805598032028456,4.727323722112208,0.4452281430630052,20.80993035334193,38.52668881364023,11.872409452718388,6.999178521071775,33.96180185782632,38.10300264890533
19.55690192094765,8.622891888442123,10.434067060417808,40.43861183272018,0.9078883054496174,18.43511356989144,18.93029144309312,20.86149751236232,17.335002800901798,6.548927458506169,26.70175985116049,38.89147288629604
26.412466919379696,7.771452207496051,10.246191932520622,35.74906406413865,0.9324251110559204,23.20562083264328,17.05065253284431,19.288319933914394,22.79759614908521,6.098676395940563,30.69638113816085,36.10202399965971
32.20954294188238,6.920012526549977,10.05831680462344,1.15075626134238,0.9569619166622232,24.3365960519733,20.158594755441577,17.867984891965165,12.798779377067603,5.648425333374958,39.089807311964094,36.26759068982677
26.72449173948003,6.068572845603903,9.870441676726257,12.21162425091245,0.981498722268526,25.46757127130332,23.266536978038843,16.156148648223294,20.93665493979414,5.198174270809353,22.976967660275747,40.27558792603203
14.101958668990491,5.21713316465783,9.68256654882907,21.32904472172549,3.182711656894867,4.073144620680793,20.43135786508948,12.333896394926384,1.6581503834051716,4.747923208243748,7.828968335837345,40.00987142740337
19.44667954066036,4.365693483711757,9.494691420931886,30.872226433548377,0.8354297642839015,5.381352796888706,19.681223421494465,26.329586776630308,27.935741839584992,7.918459431231753,16.783183411503778,36.58939854061166
