Counts_envelope_FM4,Counts_envelope_FM4.1,Counts_envelope_FM4.2,Counts_envelope_FM4.3,Counts_envelope_FM4.4,Counts_envelope_FM4.5,Counts_envelope_FM4.6,Counts_envelope_FM4.7,Counts_envelope_FM4.8,Counts_envelope_FM4.9,Counts_envelope_FM4.10,Counts_envelope_FM4
28.081387606057977,7.083042021569363,13.332077648136028,12.646097005781328,7.928950901449871,13.500091043003051,43.82879410712484,18.957484545036976,3.4396243500865986,3.3486597278247507,2.7126819300902403,100.57860536992044
6.044884972842007,2.0447010663527947,7.5608009435174175,2.5268507398056586,2.304806602343304,2.1132172714039643,3.709056835225277,2.820168078653519,1.7678316668838416,1.5000000000000004,2.318813429093761,4.415333614722356
2.5177503589825334,1.0,1.789524238898807,8.503930118376598,1.0,1.8066086357019813,1.539355886273065,10.013811484952583,1.5,1.685114906327171,1.0,3.8903967790248553
2.8396454580086803,1.0,1.3947621194494035,2.33863336115538,2.12657000793366,1.4999999999999991,1.4999999999999991,63.447462288417874,1.5,1.870229812654342,1.0,8.747155285926398
2.5187398304782773,1.0,1.0,1.2817156428399217,1.0000000000000002,1.2499999999999996,1.688181641393413,7.233622741557722,1.5000000000000002,2.055344718981513,1.0,10.153468533097511
2.735701873159951,1.0,1.0,1.5159716006572592,1.1666666666666667,1.0,1.8763632827868264,22.473347355339087,0.9999999999999996,1.5000000000000009,1.5436360002689804,14.112565418285026
2.3738708174538283,1.0,1.1666666666666672,1.954721194651597,1.3333333333333333,1.0,2.0645449241802405,11.96247294226034,2.034062322498546,1.5000000000000009,2.087272000537961,15.307047931516628
2.2752513923484714,1.0,1.3333333333333346,3.2218935369975834,1.4999999999999998,1.6249467494799554,1.0,6.163717063874911,1.517031161249273,1.5000000000000009,1.0,19.767984770931463
2.7210243082108243,1.0,1.5000000000000018,1.8250621622172527,1.25,1.8271720520736048,1.0,1.6546288656098085,1.0,1.5000000000000004,6.043409365143355,6.137550823400796
3.3370696132812947,1.0,1.0,2.023239329555651,1.0,2.029397354667255,1.0,2.813536521341021,1.0,1.5000000000000004,2.7285245946374723,6.479258440349994
2.5117841368067646,1.0,1.2500000000000002,4.484469088090423,2.7156619544213103,5.520971314362985,1.0,35.57628337847094,4.549863801908405,1.5000000000000002,3.6969267894923465,6.530541014033264
3.4415224223176786,1.0,1.5000000000000004,2.177592148467932,2.440014882332739,6.334139097355772,1.0,148.5470124896016,1.868430032327796,1.5,3.603959459707888,4.768072252636581
5.304576932894143,1.0,1.5000000000000009,1.5000000000000004,3.870840427359672,36.56183220265358,3.462747193678234,30.22337391354587,2.200373259249925,1.5,3.0754474958742835,4.076403127790162
5.253063911996033,1.0,1.5,8.239593139182075,3.457382366310292,6.190690388824208,3.0699615227179544,29.156934940141443,6.003442935805776,1.4999999999999998,2.790533357748316,3.61948887978496
6.931183967997206,1.0,1.8999682297692564,1.0,2.638254910873528,3.3457828979294333,2.677175851757675,35.131680763376046,2.298737424881382,1.4999999999999998,3.994457267233364,4.1111801847893705
16.724930353687856,1.0,1.8428299112307909,3.126261175544644,1.819127455436764,1.0,2.2843901807973954,51.05495252835289,1.694915849569564,1.4999999999999996,3.1915800477021885,6.46673991396297
3.450126273520931,1.0,1.7856915926923256,1.481537826508038,0.9999999999999994,2.6227424550503664,1.891604509837116,15.439578814205593,1.902019982343548,1.4999999999999991,2.2229721797491435,4.215046499259777
3.0935335210134127,1.0,1.72855327415386,3.5670254974399387,1.3060674428561945,3.7722716029181615,1.498818838876836,59.36792525564949,2.1091241151175315,1.4999999999999991,1.4954626541388754,5.5570471308615925
6.306306003919575,1.0,1.6714149556153943,1.0,1.6121348857123894,3.060592247762314,1.4994094194384178,27.504342004618177,2.6585695165766743,1.4999999999999991,9.613191894368558,5.159002399831071
4.233457089151535,1.0,1.6142766370769293,1.129322518438839,1.9182023285685843,2.3489128926064664,1.4999999999999996,10.855352982668547,2.325646929645676,1.4999999999999991,3.364404861554621,6.242652131229196
11.096673742653255,1.0,1.5571383185384635,1.5099126665627425,2.179621028787971,1.0000000000000002,3.524456961177873,9.96064911029563,1.4999999999999991,1.499999999999999,8.14178429543406,7.423201233124501
12.360472294012029,1.0,1.4999999999999982,1.774061796289517,1.0,1.5000000000000002,2.512228480588936,46.56798057598552,2.0982234234278407,1.4999999999999991,2.066982015760705,5.692552165157059
2.0956825000137567,1.0,1.4499999999999984,2.557780774900256,1.3895558972803708,5.255252892341638,1.499999999999998,17.487881655660583,3.2213110752762453,1.4999999999999991,2.089521385680793,4.236221270852612
1.943757417313277,1.0,1.3999999999999986,1.0,1.7791117945607415,1.831237653066115,2.486750798200883,21.13585900586716,1.418140485593273,1.4583333333333326,9.433090527669538,4.780926868499905
2.8926332127044887,1.0,1.3499999999999988,1.759033185177092,2.1686676918411125,1.0,3.473501596401768,13.228206087278146,1.9880602376990373,1.416666666666666,14.36255365632878,4.260889092711009
7.606379089692245,1.0,1.299999999999999,1.6094297398668915,1.4999999999999991,1.0,2.3683539372712565,17.863466028070366,1.900037632526168,1.3749999999999991,19.96912951759841,4.755246024165609
