Counts_envelope_Median,Counts_envelope_Median.1,Counts_envelope_Median.2,Counts_envelope_Median.3,Counts_envelope_Median.4,Counts_envelope_Median.5,Counts_envelope_Median.6,Counts_envelope_Median.7,Counts_envelope_Median.8,Counts_envelope_Median.9,Counts_envelope_Median.10,Counts_envelope_Median
56.165153088552174,43.363037687866665,71.80814869752673,49.22543803644932,49.52046099065721,61.22855397520942,58.807470621782834,50.633786636801,82.0516199231736,62.74828034263924,83.63115347389727,43.02029091775224
53.29156438401422,79.99556841236333,56.218121434244864,46.83945314290962,69.33317680838252,104.36438184708638,60.874463175476464,61.977973470589255,67.32809686734974,70.54834657671154,88.23550269409608,43.72251928754656
68.8466883153234,62.52549425778019,40.628094170963,50.58544910652446,78.08545939778774,121.34244955877946,60.94744626019181,54.65862118364009,87.19048873117697,68.88952443552341,110.95352806967418,67.01573782693806
79.17850997295322,60.112892830724384,55.6554409215843,66.10458610640745,81.74699052262122,138.32051727047255,89.79354690896272,64.15672590456147,74.52298628115632,67.2307022943353,86.53695594053266,64.66521417555401
88.10625348040361,57.70029140366858,70.68278767220559,62.57334672131252,51.01887210644721,109.70813466363232,77.63983214439138,63.0782296078172,66.39261713856801,65.57188015314718,90.21309099127598,95.14305191133217
88.16450794537218,55.287689976612775,57.82277221001413,60.53955277433654,71.1079169077509,81.0957520567921,65.48611737982004,54.63461553489779,92.90966376915183,109.06181373316448,92.83390376878496,97.99618070375894
84.10856485210999,52.87508854955697,65.4501348582658,43.56626726607183,91.1969617090546,36.06208145427837,53.3324026152487,44.22497114077913,72.8008401056122,106.4500409273841,95.45471654629392,96.80026898663898
74.84669495964249,50.462487122501166,73.07749750651746,63.69145999008085,111.2860065103583,71.76835335633649,52.16391777014735,44.98675192220982,64.83601959798311,103.8382681216037,64.5518250907844,92.13305463388798
82.31008770357806,48.04988569544536,80.70486015476912,63.01038126036956,79.62843543622698,67.27478570258103,52.07702588750252,51.217373770642695,56.871199090354025,101.22649531582331,61.66260022410115,89.17530888483381
90.56545271553289,45.63728426838955,47.04796461146916,93.97513469981546,47.97086436209565,62.78121804882557,51.99013400485768,35.96385608336004,26.949947409308333,98.61472251004294,57.59115542940046,86.0025823976476
79.44054842141905,43.22468284133375,50.46040872663251,56.481812462225285,33.51673329507999,52.98642161903879,51.90324212221285,45.85825368754298,81.76301713551754,96.00294970426256,51.329951748501394,96.08611332202209
93.81599788764495,40.81208141427794,53.87285284179585,54.368841030111874,36.734694620278574,29.583953612602123,51.81635023956802,45.67803440082691,70.94189289467838,93.39117689848216,44.984877991202325,88.0163952386196
73.71122859872708,38.399479987222136,48.00217784359133,47.57586174268592,31.31315102232362,30.44164056994598,72.43630442265406,44.34353970255573,127.73767174390797,90.77940409270175,47.24891754245918,89.04629722453097
55.45333551073274,35.98687856016633,41.53677448127957,87.82017862798446,39.57019673478207,38.62285431580282,71.70936192830155,42.43412596590776,68.98759156241016,88.16763128692139,50.08139117359297,85.4156902244457
46.23419460195175,33.57427713311053,44.50615257104572,101.13246876761306,39.34266918954992,39.478021794898,70.98241943394902,41.574272030994784,58.98946606623393,85.555858481141,53.377422587852415,74.52785994459202
43.15841766896406,34.29429957079954,43.73947373673925,55.84712501443146,39.11514164431776,54.14659639643829,70.2554769395965,43.1970044996604,70.96053392854756,82.94408567536061,28.455497926361303,73.38299457576593
41.374558149329246,35.01432200848855,42.97279490243279,67.95215150812032,38.8876140990856,56.19456345995981,69.52853444524398,43.26154927760562,73.47370492758006,80.33231286958022,43.09032105198909,74.94253516922181
30.167851092191103,35.734344446177566,42.20611606812632,67.43327156901462,41.18434583958301,59.400949993189954,68.80159195089146,41.06333260672062,75.98687592661257,77.72054006379983,47.968186632040485,76.29381725362306
37.27807146465766,36.45436688386658,41.43943723381985,187.2361730919199,43.48107758008042,54.4633390029822,85.18604004337655,42.33169065621563,90.0612094001194,75.10876725801944,63.92025732359683,72.62447389745628
40.53706247874084,37.17438932155559,40.67275839951338,64.88128900470069,45.77780932057783,49.52572801277443,101.57048813586164,38.79518077744792,67.84810020147394,72.49699445223905,66.91318578354249,70.95525738183818
35.6001125860368,37.8944117592446,39.90607956520692,129.57862072011562,50.63413403615778,74.83616145532494,26.4859010109363,39.04268069261081,43.46691351203354,69.88522164645867,37.11536745685679,75.77559972231609
31.6944171640601,38.61443419693361,39.139400730900455,78.60307351765343,58.87254114149468,54.396578279936286,90.22493527073956,42.74030854161887,70.20601797601483,72.24507783724897,26.46186929634467,75.7965786810923
39.5134613944963,39.33445663462263,42.83950244689338,71.77070961141281,61.18192890124839,72.74904076368027,153.96396953054284,42.12708453110433,87.7553318120049,74.60493402803925,56.44433950016492,75.38871243654677
35.44067289233567,40.05447907231164,46.53960416288631,53.81528304262768,63.49131666100211,63.51899274790762,108.584445145772,41.03868961070708,73.7245212411635,75.16142175129292,32.5058202978149,74.00000097072093
51.14475934241823,40.77450151000065,50.23970587887924,73.37812446252843,65.80070442075582,46.02012450774428,63.20492076100118,40.03711939502822,63.3284168600473,75.71790947454659,30.03242574762797,72.57840199266954
41.06513739539072,41.49452394768966,53.93980759487216,38.52415940023473,86.24301906710568,50.22248586777757,31.222260365795304,41.23066995834861,57.04041702806346,76.27439719780025,22.51181538299116,71.8266641654586
42.75057516355394,71.97882367051082,57.63990931086509,57.00095902411732,59.05777911283421,50.76071178435879,59.290217940749685,43.926042039008735,71.57405262608677,76.83088492105392,19.015873403823058,73.24466590709395
41.51724551974914,70.75553233180497,61.34001102685802,54.11035639580645,76.02523848617992,51.29893770094001,40.49112754058993,41.62946467013404,88.50305290779087,77.38737264430759,50.7188217915313,74.50533681938118
32.62779579230492,69.53224099309912,65.04011274285095,33.4022298349935,69.96177965076987,51.83716361752123,64.11338094736313,42.05900112619487,53.94699214982575,77.94386036756126,45.00087775811421,75.78856147024537
28.9894439695477,68.30894965439327,68.74021445884388,50.159366296054976,63.17948281711857,75.82716335088266,45.29187389918682,37.00811443441735,69.0091790375069,78.50034809081492,57.16550281672903,78.12379271753822
28.05124091640881,67.08565831568743,72.44031617483681,51.9937956662894,76.1157488419475,45.29999844822212,59.49118005369304,38.00234729550152,92.466748137071,79.05683581406859,41.43779083660685,79.7144648321524
30.43841181381554,65.86236697698158,76.14041789082974,74.68659131510887,71.60099506951431,42.953673490281005,30.262301900041702,39.04444678000167,68.54310569315496,79.61332353732226,39.917284095763726,79.96030156776288
31.09061613751647,64.63907563827573,75.6149997106205,39.57422659327796,86.01739942684665,43.43328025579022,28.64015464945441,40.00383572753144,59.081704987153685,80.16981126057593,43.08831660468131,83.29075558907132
