Counts_envelope_Root_mean_squared,Counts_envelope_Root_mean_squared.1,Counts_envelope_Root_mean_squared.2,Counts_envelope_Root_mean_squared.3,Counts_envelope_Root_mean_squared.4,Counts_envelope_Root_mean_squared.5,Counts_envelope_Root_mean_squared.6,Counts_envelope_Root_mean_squared.7,Counts_envelope_Root_mean_squared.8,Counts_envelope_Root_mean_squared.9,Counts_envelope_Root_mean_squared.10,Counts_envelope_Root_mean_squared
76.20088168956305,56.872593478126376,110.72302607340272,74.40904913107269,70.13426227634666,80.51632015670572,203.00157626068733,65.69841178583926,90.9390870816634,69.71107449391964,92.10591812096617,109.55498126326296
61.39481229719456,82.86426883211297,80.879684096261,61.30232605681215,65.13455791674696,107.59736619090368,66.00451380163913,64.127198122793,66.85632650850079,68.83970526211719,89.30664069445398,51.23098494354426
78.5245684995823,68.30062525040361,51.0363421191193,67.31226096561059,78.58710301410476,145.78166097309298,66.22406834586941,54.77459927640171,77.634341030124,67.16673290625145,112.40471732765504,68.65399642096159
83.23952011219802,65.42417198846213,61.04599770462071,67.43314274550458,84.60981108440697,183.96595575528227,97.25133718085978,64.91671693497138,65.47009214972252,65.4937605503857,86.56165613724332,67.89662479150563
86.20330561616588,62.54771872652067,71.05565329012212,65.03404405512839,55.16578813818638,133.25321925637263,82.5893241979149,62.65571538660526,61.71896301293143,63.82078819451996,90.23294901966416,93.97623124472068
83.03590914533041,59.67126546457919,59.58229566066016,65.55906445217997,73.33832528351196,82.54048275746301,67.92731121497003,54.684195192849785,99.12753207536522,93.56814031429842,115.10200773337316,97.05868510226624
78.36702744106695,56.79481220263772,64.5923703315447,65.13436111811308,91.51086242883754,37.67115540845426,53.26529823202517,46.60292949238483,71.05734318892233,92.2389060699557,139.9710664470822,95.95561271696054
73.94501649049067,53.91835894069625,69.60244500242923,68.71710638484905,109.68339957416312,83.21517689180394,52.68085813538591,53.97299164553964,64.29940278829544,90.909671825613,64.55307136261045,92.14203009934413
80.14081743163499,51.04190567875477,74.61251967331377,75.79752551075457,78.93465979984003,72.62491080510866,54.371943977059146,55.69342724668393,57.54146238766855,89.58043758127029,61.815826739006056,87.56436254305964
84.98808186602203,48.1654524168133,50.7725890651881,104.53474496940728,48.185920025516936,62.03464471841338,56.06302981873238,40.01623476388856,27.39661555824124,88.25120333692759,56.9426164521485,84.34879115748353
77.33409947690973,45.28899915487183,55.532143480914286,89.13370620134675,35.91756721619006,54.79317056579298,57.75411566040562,45.4185117139016,112.99977695702476,86.92196909258487,52.22738837887231,96.44391506155355
89.76091735410348,42.41254589293036,60.29169789664047,59.22902756641475,47.11246828317767,31.353132026150224,59.44520150207885,46.16813117399102,72.98881701206464,85.59273484824217,45.94385388715235,90.88256584593034
79.52777370336983,39.53609263098889,52.00178654120492,53.15991758652223,31.65612445911988,37.50171499375337,99.65779703801245,44.83994274186446,118.49803864870232,84.26350060389946,45.51746370985186,91.20218564829716
56.25846914609373,36.65963936904741,41.24527590653451,88.2334165627709,38.98899172942289,41.804713832049714,94.7783167965626,42.62229304278474,72.53526132759286,82.93426635955676,48.22614381557864,87.6094325499261
48.352658881049,33.78318610710594,44.2875604302492,101.65094198812882,39.00356288694062,46.248769040635146,89.89883655511277,41.96642850951094,73.3100656276778,81.60503211521404,53.20129966509494,78.16002569705518
43.37979782254879,34.57277791381997,43.70105855718257,69.37651154250923,39.01813404445836,54.17603012559478,85.01935631366294,44.19671469984372,70.86035842556691,80.27579787087134,34.56286696775183,77.41848595584723
43.758536298671885,35.36236972053399,43.11455668411594,98.06131738955678,39.032705201976086,57.56514728743331,80.1398760722131,42.41802351263704,73.79671248712009,78.94656362652863,40.97022097508527,79.882921888965
32.54683265370592,36.15196152724802,42.52805481104931,80.55362398023514,41.12209052193466,59.56502971029295,75.26039583076326,41.101804634977775,76.73306654867328,77.61732938218593,47.47784234995862,80.28882835616322
38.26702638269436,36.94155333396204,41.941552937982685,187.3428935519753,43.21147584189323,55.79982854619929,87.84581725732157,41.86184240962993,88.55922418774811,76.28809513784321,63.73215542883767,77.33955449726004
46.24776700449913,37.73114514067607,41.35505106491605,73.11960987960387,45.300861161851806,52.034627382105626,100.43123868387988,38.82175398300854,79.05039077573896,74.95886089350051,66.09992776698002,76.36620129767785
35.924877437116415,38.52073694739009,40.768549191849424,129.8069033102124,51.306455100060006,76.45326560029272,37.55670246136584,39.05864269899014,44.64000967694847,73.6296266491578,40.1677793659898,80.98034226241802
34.17985422335249,39.31032875410412,40.18204731878279,117.75021972649569,58.95975239538885,53.12769129471715,88.85096228145144,42.885993177306666,74.10734205778284,71.7779620314248,33.809122366243834,80.95374680509822
49.46653056342206,40.09992056081814,44.025535622855216,135.65068318357206,61.10193381972797,72.93820778156521,140.14522210153703,41.5039616694897,87.73735247628879,69.9262974136918,63.49277412141628,80.45820381342162
37.10573578191857,40.88951236753217,47.86902392692764,55.53162216491949,63.244115244067096,62.91033766034331,106.70681714133516,40.88976547784974,78.9928922364883,70.9297881956261,35.67971933473956,81.38106755477216
56.08034529668792,41.67910417424619,51.71251223100006,105.1915021150669,65.38629666840622,46.93648040801479,73.26841218113327,39.30211048281722,80.2885483384247,71.9332789775604,31.788298489972068,79.1061229184021
47.249434357000936,42.46869598096022,55.55600053507248,69.06274821156246,80.81910266581161,51.360271513359095,45.14723051617776,40.99951781389239,74.03590952825107,72.93676975949472,23.38258019747145,77.20871542372761
42.61999252987638,72.28970906672049,59.3994888391449,68.77277065023418,61.65234868957038,51.58156689606711,62.3842730502381,43.25361996815524,72.59104802536741,73.94026054142903,29.411197413562046,78.03790294239175
45.255930543098216,71.3896120812936,63.24297714321733,68.6668687496245,77.11940593151043,51.80286227877512,41.82292597328912,41.09928305627247,84.56221934986847,74.94375132336333,50.62555830589112,81.77445117826186
35.37998537887535,70.48951509586671,67.08646544728974,40.26925635672723,75.8687498298516,52.02415766148313,64.29730586933351,41.68709929924628,69.5499721433949,75.94724210529763,59.81860621252553,80.86634844185573
32.60304505417942,69.58941811043982,70.92995375136216,65.49603267367306,70.57053086653741,79.59178849381598,53.93064841868873,36.91743583724393,64.75090460122257,76.95073288723194,58.20074406882255,84.277935258429
31.63750497722966,68.68932112501294,74.77344205543459,62.43905948899361,77.35574442931608,50.7867898813647,59.62038608429495,37.72321372464452,96.65600254189316,77.95422366916624,58.38988581800829,83.56573475863236
37.53686555257589,67.78922413958604,78.61693035950701,83.61240603049916,71.21394828098502,42.35992672220536,38.97921875433797,38.42738420357468,76.57973686519425,78.95771445110054,42.05990259755271,85.90268188797829
35.37281972503839,66.88912715415915,73.42337240408487,58.800660552476906,86.16429346560102,47.124011697102986,35.8462446251728,39.963686843893015,67.00338764334936,79.96120523303486,49.75855645870383,85.65702404810436
