Energy_envelope_Peak,Energy_envelope_Peak.1,Energy_envelope_Peak.2,Energy_envelope_Peak.3,Energy_envelope_Peak.4,Energy_envelope_Peak.5,Energy_envelope_Peak.6,Energy_envelope_Peak.7,Energy_envelope_Peak.8,Energy_envelope_Peak.9,Energy_envelope_Peak.10,Energy_envelope_Peak
2759981.0191356046,498365.79224147607,4538752.566681663,,,1073632.6413823145,19051834.49295699,68509873.36120772,1012213.4633158204,10258233.49473562,1862972.270826438,10662792.58695817
12852028.806480668,491770.6469929533,3809543.6722583496,,,1171943.0708783304,18360927.05917989,8028302.487435313,719226.1426027648,10234692.755187796,1638349.1897434336,8859779.098012893
22439436.213220127,485175.50174443057,5156489.90543052,,,1264501.126537474,17670019.625402793,7718766.842218401,583104.6297452664,10166327.755375262,6666976.037113512,13263678.269806
7243034.767635363,478580.3564959078,2352589.7716329005,,,2175849.194852385,16979112.191625696,8402628.36222234,745835.8407971094,9882365.547084998,6015743.370819811,10612925.99684626
6818428.321314534,471985.211247385,2091109.251853492,,,2599139.2641148693,16288204.757848598,8134132.820012598,565180.6966943764,8923370.674072154,2258568.071289168,10744795.451780705
1456519.7595385397,465390.0659988623,1930866.502682995,,,2440001.361247522,15597297.3240715,6904161.790801122,916297.4059713592,9245516.209427765,2089092.508646977,12466739.940072542
3615807.867202369,458794.9207503395,2413959.3318150355,,,4090237.519461785,14906389.890294405,8395701.802081957,1234131.762980104,8652812.695035473,1627965.398663126,12047805.016427089
48791686.786694825,452199.7755018168,2897052.1609470765,,,1930558.365096516,14215482.456517303,8362978.175302756,1164211.014084309,8430609.633513197,2458346.961193552,13398166.902593307
30045647.368065465,445604.630253294,3380144.990079117,,,1361040.689423657,13524575.022740208,10054527.886021825,1541675.137747142,8327171.382424746,2176698.654785951,10575009.261106512
11299607.949436108,439009.48500477127,2392498.1143154525,,,1912260.3349822408,12833667.588963108,12239043.434887856,1204035.1596598595,8223733.131336293,1929067.0684793475,10329360.278378751
5492548.478604427,432414.33975624846,9081799.7948648,,,2624154.6073516323,12142760.15518601,12925103.268071536,1248674.8159472465,8136654.911540792,1782098.0648163531,13326217.34954938
4159832.237473672,425819.1945077257,7422865.500304777,,,6960000.975043408,11451852.721408913,13719489.802168656,1299239.997055419,8168965.973177178,1682014.4362839465,12109929.23335117
1474395.6856332798,429371.74604711606,2709999.4547406216,,,10000707.582271175,10760945.287631815,14604608.376203625,892676.6735932194,7840967.972743121,2450757.6628859174,9706039.31796448
1059691.1553838432,432924.29758650647,7662594.742640411,,,11800651.919062871,10070037.853854718,15774086.309896016,1166907.868934658,8823881.470029024,3219500.889487888,9971958.149569465
623477.0083147419,436476.8491258968,2780148.400772851,,,2305781.7870681253,9379130.42007762,15652934.408369469,1100408.4385168888,8569896.129872123,5799289.194408888,9972945.69820811
347169.5206451643,440029.4006652872,3242014.665168797,,,4602577.128232143,8688222.986300522,16423860.079025256,1033909.0080991198,8315910.789715221,8379077.499329887,11504832.128771398
262105.8902910729,443581.9522046776,3703880.9295647433,,,15020606.897353845,7997315.552523425,15916042.334204268,967409.5776813508,8112395.806091912,6118297.21550382,10203783.083727734
1446056.8122606303,447134.5037440679,3374843.8068332644,,,7370002.03335035,7306408.118746327,15907148.053989893,900910.1472635816,8100701.254656363,136007789.98514435,13538440.60203827
1346688.6411496578,450687.0552834583,3045806.684101786,,,4780008.762874571,6615500.68496923,15504828.656580104,798996.9130727757,8060515.177954304,14053932.456670444,17836505.51325042
680935.1862068169,454239.6068228487,2716769.561370307,,,2010407.7127582547,5924593.251192131,15493564.349732764,3200462.7722510863,7927895.452736033,5998772.630764073,13927453.04836604
1803829.5989271165,457792.158362239,2779033.862811369,,,1772344.1578411076,5517659.129872843,14834318.129892116,2748035.6556595457,7839677.898208907,5543548.879202258,10100488.9841715
5750575.654955153,461344.70990162937,2841298.16425243,,,18501298.08070844,5110725.008553553,13976638.392226318,1952180.772505488,7745385.568175716,4031004.5668785255,12344541.453050695
598144.6465172191,464897.2614410197,2149204.859406665,,,108004448.93787505,4703790.887234265,14009345.85865054,1156325.8893514297,7754108.806110471,4617816.039554649,38300001.22578033
231789.17147043537,468449.8129804101,2065818.5129985188,,,13102037.745538926,4296856.765914977,12962558.78909909,1035687.6714069456,7727491.446191527,2779673.1071903026,13000004.850089522
1341408.3314874964,472002.36451980047,1035895.7225767594,,,9057197.818284808,3889922.644595688,13010232.188002856,964777.2981135854,7628708.215896801,2048521.1975533536,10878855.475356098
268655.6879331404,475554.9160591909,1006698.5381591448,,,3039659.407852876,3482988.523276399,13051339.725009728,876964.2483079829,7667611.784835217,2440072.573093318,12453209.797630494
831699.035133278,479107.4675985812,999643.2642372028,,,10406869.108504737,3076054.4019571105,13600467.414625317,853427.314999215,7706515.353773631,2974918.4591932297,14305536.159044037
413812.8095253962,482660.0191379716,870186.0416151031,,,13609035.79583096,2974450.813264008,13606763.33005004,834812.1692243727,7745418.922712047,3712013.271769753,13717465.097885933
149092.88832162425,486212.5706773619,465257.3630575607,,,3444709.9767803126,2872847.224570905,15008027.804690143,812309.1477816891,7632406.713809617,3779116.471594984,17818645.654588956
932862.1300303176,489765.1222167523,412420.6957013473,,,4326714.355390984,2771243.635877802,15265483.905318435,906598.9025521028,7630601.141160388,4080024.8019123743,15064065.404243715
485080.0072221792,493317.6737561426,393976.126823838,,,3674190.228160963,2669640.047184699,12608459.297354445,856880.6458404057,7628795.568511159,5126621.029020054,12138759.91801824
1375316.3632503178,496870.2252955331,375531.5579463287,,,48046282.2315484,2568036.4584915964,11696011.945854103,797551.0978589195,7626989.99586193,5164694.823249302,12324390.99769661
580789.7975781645,500422.7768349234,371919.1014426316,,,5253637.493113227,2531910.867732396,13736224.905879676,595866.3254562712,26849793.18187401,4770102.607808671,18406548.68726533
527378.9448609193,503975.3283743138,1593360.820604835,,,6428700.001074255,2495785.276973195,15679727.2118037,573190.9946044123,24388931.37222006,5535612.544894106,10917506.629250744
639401.0724520793,507527.8799137041,3031163.595659446,,,5181486.706018664,2459659.6862139944,13005626.428641586,554245.6254168466,13578849.929424549,5064248.287594304,11937992.46781646
1110212.112644574,511080.4314530945,971388.3747499972,,,6900681.998277844,2423534.0954547934,12782860.74614857,542187.4325596876,9540074.513322726,5531932.380112518,12508568.266111815
1560808.8525950282,514632.9829924849,314498.70659271063,,,5362836.450654844,2387408.504695593,12955289.025561154,484193.7367349977,8903909.079505254,6302119.157992114,12085782.128678191
786256.8899036628,518185.5345318752,313171.65713300783,,,5092999.49522455,2351282.913936392,12896514.543999491,760049.2993607733,8185625.010262004,6651173.676940243,11912933.122742182
690659.8189089606,521738.0860712656,311844.6076733051,,,5485832.629400815,2315157.3231771914,13235164.47618231,472059.8661801895,8130697.797584284,5830002.192798559,12557194.079020215
641025.6701101516,525290.637610656,310517.5582136023,,,7827849.164662043,2279031.7324179905,15601644.895362549,412058.8351046085,8056155.046600768,5604533.766191911,12653321.746511532
462019.6593036088,319750.6101810381,304830.56259602593,,,5890359.02793057,2242906.14165879,13470121.370480146,658397.2665367535,7802785.049816155,7090265.016315025,11905669.72603142
133240.6004822495,114210.58275142022,266300.5605462399,,,6162512.408785462,2206780.550899589,13793758.110173814,851243.0703576771,7711473.472268601,5538455.004175059,13216222.379136791
804683.3458226644,109150.0810270829,253944.9926841204,,,4363287.303486871,2170654.9601403885,12100133.333787393,874742.1875620831,7786346.99751299,7263293.568771301,10420069.715932695
222149.37702957107,104089.57930274557,241589.4248220008,,,24820730.678862303,2134529.3693811875,11769880.74728557,877287.4688794763,7651351.38620269,6890761.6987358965,9296311.79462174
12001256.148792472,103749.75152680016,698754.774756575,,,4109754.646137512,2098403.778621987,13384964.522608189,868403.3461816579,7662260.874980251,6954717.612407307,9745015.16805939
4280093.621887833,103409.92375085477,1155920.1246911492,,,4508818.432941704,2062278.1878627865,14135569.574509978,773500.8514968542,7515472.94184733,6838834.098742426,10630160.35770867
26601843.15660975,103070.09597490936,1613085.4746257237,,,3898960.639730263,2026152.5971035853,13538439.96281792,856944.2900720041,7555706.652974324,7900148.310238814,10348160.839141414
496651.45199894335,102730.26819896395,2070250.824560298,,,12143110.606650814,1990027.0063443847,13849185.219192304,894995.7389233321,7555512.518019917,93000681.04928233,10027741.172521854
373246.0430416616,102390.44042301856,594565.9347123324,,,123015833.30573756,1953901.415585184,10463189.033360869,781059.92772691,7555318.383065511,10412436.58041375,12317540.561549649
760243.8649985393,102050.61264707314,1528182.2354427394,,,,1917775.8248259835,13900477.348314896,928778.8365584066,7428012.762342247,95300015.92431632,10416905.955787588
398747.5315984488,101710.78487112776,1249043.1438704503,,,,1881650.2340667823,10988979.447450684,892537.7006876722,34113318.466901466,116000005.27708396,8122626.302085829
406616.6286658705,101370.95709518234,1672729.4356254395,,,,1845524.6433075813,10807193.281469837,1151438.2924399716,12623548.158234997,6233577.537477795,11710121.092073906
769974.8464694639,101031.12931923692,2096415.7273804287,,,,1809399.052548381,10730700.053663203,946768.4149332704,11297807.077122852,7490047.059717752,12706519.79117884
493788.5135935133,100691.30154329154,349274.446114076,,,,1773273.4617891803,13026776.347306442,959607.7191193416,9311866.050265169,80101750.86206526,12000576.234491654
1032195.226267346,100351.47376734612,5650306.788304037,,,,1737147.8710299795,12123922.578398488,1207328.6909690856,8498945.359215008,55747911.496579714,11104155.153736966
13100736.162918711,100011.64599140071,4412163.315807449,,,,1701022.280270779,13492133.307630325,1124395.8898254773,8284794.538690495,18398482.40379503,11090887.832524933
593024.477480086,99671.81821545532,3174019.843310861,,,,1664896.689511578,16186008.527425488,1176099.311914791,8175012.975572254,7608132.302688973,10701295.882352514
609526.0907077299,99331.99043950991,1935876.370814273,,,,1628771.0987523776,12275229.045246582,1311844.610821474,8217419.087934956,58115131.49730573,16008063.755322348
937039.2566095917,98992.16266356452,697732.8983176845,,,,1592645.5079931768,12133726.369483571,945220.8541684012,7753292.126162436,16603644.950557468,13608830.333193304
298171.24649154727,98652.33488761912,637955.0576033785,,,,1521727.2941777632,11322922.051257234,856755.7772637984,7717190.87771112,8516657.30530528,11010905.664131057
157125.21691368212,3909467.173017949,578177.2168890726,,,,1450809.0803623493,13836241.97709816,1184653.9797068678,7554478.491856667,15207142.984604985,14519563.086593203
85714.6932063744,3876796.942775784,518399.37617476657,,,,1379890.8665469356,14472010.42653273,957660.5018374242,7507997.925486156,42101750.76442722,14409229.457617937
535268.8069742832,3844126.7125336193,458621.5354604606,,,,1907887.506403104,13414500.013762925,1347753.8072653592,7312820.589534815,19366222.07947842,10424056.756599143
947204.0809021431,3811456.4822914544,398843.69474615465,,,,1362635.9912975796,13541778.13713698,1457867.6617261097,7143516.5313126985,5544441.416209202,17335582.4162869
781303.9604461124,3778786.2520492896,339065.85403184866,,,,1137688.134760256,15806176.39107957,1619622.9399019754,6967295.591272,6023918.297220281,9604331.6468096
949373.1976661755,3746116.021807125,358958.5451156924,,,,1009872.6266425024,15100601.761803176,1345977.7479830591,7304291.936657046,12702380.1328284,9548325.720034292
18700006.400565702,3713445.79156496,473495.4801140756,,,,1038546.3491496,14510701.81783601,1050370.826669653,6838696.331374788,48702771.68240607,7743744.252509638
862588.7117169746,3680775.561322794,588032.4151124586,,,,1098016.1561372674,15108787.733277768,271983.59371817496,6628950.74104977,13200344.543443562,9650648.38521995
170039.82876065318,3648105.33108063,702569.3501108418,,,,969619.8716723722,15576607.32873052,4407129.038737771,6603773.410275942,79202312.53605269,7447482.916480839
143890.44659321033,3615435.100838465,817106.285109225,,,,37200005.56277357,15813242.206233503,21500006.996695854,8744914.792355333,79905533.91517796,7142970.477503316
754731.249263716,3582764.8705963003,931643.220107608,,,,3858058.679601369,16324006.652546566,354525.7819304933,6467190.567371788,5731669.330379216,7031382.684745566
1140293.9928326826,3550094.6403541355,1046180.1551059912,,,,1838718.180218016,17417012.729273975,308012.09072146926,6306057.2470797775,92201041.31649809,8658350.27001501
4010967.21118567,5719638.037552631,1160717.0901043743,,,,1630027.2712503895,15751015.081533642,269867.52038798213,6192347.688646941,12714276.989963118,5008485.711668192
362305.5838455503,7889181.434751124,1275254.0251027574,,,,1650617.242228035,15853717.96977299,249964.90126223667,6048486.857302699,50900270.007610366,5771026.034638599
602504.5616699589,22194598.31546054,1389790.960101141,,,,843528.7774518593,15999903.339092411,273771.9006720504,5996204.530888937,28200481.489336867,4923606.6020484185
316482.89022312185,28234881.318108965,1504327.8950995237,,,,739024.3486303798,15849639.27050583,252859.3338898637,5935128.166866404,36600090.02091982,8913241.130897684
1411694.2434584205,4742639.71591445,4350885.868734949,,,,695653.3073008521,16385619.704885166,300549.6417011684,5811693.05866435,97300077.67132609,12200106.52296226
50500201.40981849,19540533.465677515,7197443.842370375,,,,787711.1979645123,14728790.094758946,248849.3230568348,5776516.638139083,142006869.83617565,12820894.91834165
360646.8250812672,34338427.21544058,5418498.208853012,,,,751717.220615904,16365186.905166045,277000.9941999379,5785921.67332865,128006158.79213507,12862613.66568268
936754.8708175628,49136320.96520365,3639552.57533565,,,,796566.1175666574,16062978.088666294,250998.02631439173,8535386.72278968,26723099.226516657,6590004.41015169
49200212.19250963,80201917.54670347,1424836.544725713,,,,1008900.6537713702,18420226.04102616,299685.549535173,5579218.647882257,156001872.78236488,5133652.66594804
1093043.9815941977,11246664.659497246,646925.5979235617,,,,617879.9514132985,18243035.3627459,250710.34953988585,5580564.876265907,,5573704.795268981
1180034.6733216646,7078234.5373455975,885446.7603385452,,,,766448.610259476,19909440.424716685,273086.378484455,5480056.806472208,,8060176.949903917
1490361.663469607,2909804.4151939484,1006091.2892828468,,,,36402530.61866056,19422237.741920657,271374.0178878205,5447366.025438321,,18501372.08473742
1171471.4089201342,991871.1860220853,1199626.1722786776,,,,1021453.2054337262,17848959.788083393,283712.6462362738,5428631.940362549,,18601150.79729516
640090.6182251263,3717001.989292388,1448436.127665185,,,,811746.6871490005,19200924.723364573,298355.8743952849,5350948.487919565,,9698812.46985196
1494227.761083108,8065962.053006964,1809035.3258244533,,,,777923.983004249,18426198.348968737,285505.60816546826,5127536.122846693,,8536706.035867753
638592.2762061927,1445936.168313545,2467632.845810998,,,,783140.6540172583,18646036.62630745,312539.67842313804,5565440.596242801,,21201535.63649595
938899.4449641512,1505037.085758119,6163544.426441578,,,,1753547.676196077,20825614.78562183,350388.60436635173,6126730.422166628,,9391645.849293832
1115091.167781524,1611134.1579158995,19138711.72416529,,,,825025.8198621571,18200528.28200864,187084.27875827937,5267753.921764636,,15403847.140449204
600619.4103555734,1737832.0978287128,19355498.33454691,,,,603388.4366716003,19446486.262723427,346333.2741972385,10466088.937620943,,11821305.611762062
1194875.4783535064,1828431.16513322,19572284.944928523,,,,686173.4061741984,17208377.757899903,359780.9941309439,10716643.236147525,,11400316.44488352
887611.8339408038,1919030.2324377268,19789071.55531014,,,,1170675.0998000454,18007623.68690724,177574.03533939875,6964263.862855106,,18000011.920270227
1176548.2244616917,2063803.279698901,9491623.926329631,,,,1655176.7934258925,19209695.929021053,336014.0683403007,10084458.430759104,,8341804.475877107
511204.6508625135,2326228.9442745163,979590.6303675112,,,,2139678.48705174,19201478.089900177,332503.60494041204,12968953.04080168,,21705090.81739005
8924927.884493893,2769643.5414014244,616687.0014749228,,,,2624180.1806775867,22336713.152067423,659198.3842963637,12657195.376628429,,34200356.555964924
1250700.745562347,3412665.4400624787,451628.5560590255,,,,3108681.8743034336,20870259.010327533,174958.28518604735,5543062.91735031,,33600798.04309853
343672.3389733579,8348058.336001378,952753.1401034174,,,,3593183.5679292805,21814967.21853648,338656.093715413,10054664.864559192,,25400043.87403905
2445567.954956754,2786006.3643986587,1256688.004142818,,,,4077685.261555128,22335999.093152378,2186383.060621181,9621102.730313985,,17900019.054850783
970087.5431595012,2845498.3493041988,1788439.7772600525,,,,4562186.955180975,20785830.91882081,2505870.863403316,5338034.287606002,,12620576.782646328
582320.6165239117,3210043.349430731,2729069.599027416,,,,5046688.648806823,21951782.89680812,361301.2802985807,5091470.57769133,,6634320.376766621
3194610.626280396,3251002.6022381824,3669699.420794779,,,,5531190.342432669,22312125.078539208,2523072.881155163,5035571.353798217,,8333050.1517416015
2267019.646866056,3291961.8550456334,1133206.6303392567,,,,4958751.011197531,20843015.897138,401724.1401524664,4964896.130114995,,9472256.848448724
1158133.9186146709,3332921.107853085,675772.0028596503,,,,4386311.679962391,22445694.12216433,242750.40605201275,4972546.552871472,,102017600.57245126
831196.2202409923,3373880.360660536,814292.1062600525,,,,3813872.348727252,21448273.955527,426329.9144628925,4555973.628243528,,30601215.84262613
1336219.1088769329,4564213.191839178,803318.0792570319,,,,3241433.017492113,22202811.926080585,409961.73752545257,4859549.594900226,,71201553.14165856
1382604.004316112,5255144.81499246,942733.2529791326,,,,782099.6132058857,23834028.930433217,1740307.9693878524,4806322.10570018,,71501321.11704317
1136347.1590135873,7731361.509699532,44655278.21370991,,,,754876.4346706192,22802335.59568672,2894241.084114233,4755371.367783247,,9057336.681444714
1862821.204050431,6654975.923446059,1611344.7648724022,,,,727653.2561353528,22304101.44966245,1802889.4470089937,4626578.403464866,,28400666.290465627
478664.929519605,152033144.16148192,3761722.7982625337,,,,874995.0222470649,22360133.15628242,2029780.0082744088,182050424.33539447,,41102333.8370164
1588586.4021952732,28941001.02100804,190869.9855261061,,,,1022336.7883587768,23074516.053029176,2730002.349753499,5857936.740724702,,45913354.7779318
1630257.4509726516,29365758.59405673,203400.58732181665,,,,1294303.8539403684,23412957.40379733,3209818.99377562,4917803.346478268,,48003530.96444119
1597794.417697607,29790516.167105407,14200541.764545098,,,,1692057.974895415,21533640.1914488,1978261.7779109536,6990184.271348604,,39507520.881901
1031775.1268110808,14680538.209209016,3830871.136202668,,,,1725498.9446429322,22200032.75379592,1582089.7035177655,4753087.783683102,,45501155.79926681
1186443.8990352978,30326163.11862693,20898434.50172397,,,,1758939.9143904496,22442631.34591102,1516529.9201287108,4670354.7329121055,,41700286.54604944
9622819.86216822,45971788.02804484,32800059.326195978,,,,2589546.6988953506,23216270.207042985,2460216.837447768,4662700.671344784,,43200930.52393027
1009251.1463515928,10237742.544478204,1392817.153267649,,,,2895131.024896577,23537077.712384705,2857913.256520033,4710903.161421231,,9754857.726546334
2446095.0251208018,7097297.046606247,404447.3260928406,,,,3200715.350897804,22068381.16185301,2033011.5134842377,6242148.422924108,,34405795.04987334
2571571.8818276734,2116956.5185892624,423944.0114583698,,,,3506299.676899031,24405916.62401058,1863337.3558386413,4913836.355562243,,36431483.33893708
3187538.805509121,791946.312334063,17002514.213812463,,,,8212514.429130183,22540916.33717624,2962664.499594471,5848715.526794675,,43801060.46187648
1156296.3440097384,666261.287995768,1168360.236487141,,,,11704994.590269849,23977221.683339387,2225165.206882798,4637988.2291843975,,32600002.82008378
1372398.8939280985,714822.5581774733,2861437.2834784016,,,,15197474.751409514,25061098.97088652,2108776.5173247014,5280083.438159172,,53923691.02958774
642073.1330984068,763383.8283591785,14403985.594220623,,,,18689954.91254918,24425349.28255172,2083119.7324876464,6377786.683269522,,50402904.37159582
726308.5083342046,811945.0985408837,16000194.046029637,,,,22182435.07368885,24587021.61348217,2671658.7580048773,4601093.260228505,,50500806.90330692
895908.9971521777,972337.0528754184,4919929.358709338,,,,25674915.23482851,23401630.278037816,1942819.3289660453,4661562.884891129,,51424223.07361806
1451715.5119172942,1488487.330413156,14309544.688541863,,,,29167395.395968176,20914551.040912777,2105233.1122169537,4616199.012153644,,50133131.56083982
1423968.0333586193,1832309.6908814604,588000042.2382402,,,,25913346.27998651,22500175.57831582,1962963.0184577133,4664281.173690513,,30737565.063588195
1699175.6831914647,2176132.0513497647,,,,,22659297.164004844,19807614.127146445,2854474.638617799,5434845.483520733,,37816938.85477027
1207570.9508375558,2214010.8488674928,,,,,19405248.04802317,23070415.160954952,3034965.4145364044,8408105.5542277,,51412076.17822348
1737995.3381673149,24039287.565427527,,,,,16151198.93204151,20068074.80166907,2497498.710963583,5133698.508398259,,34637932.491559446
1011514.1091739546,4910834.237647289,,,,,12897149.816059845,20030443.642616387,2142395.723171713,4593665.535498526,,51132418.84745183
993128.5148495184,8431278.215411471,,,,,9643100.700078173,18032733.734441284,2550490.9531046697,5230143.445977152,,12672822.096060056
4049782.223053476,166022393.80069044,,,,,8955975.041249055,21332885.503126007,2789000.4423876787,5355959.912908026,,56003785.877056696
1173231.357967186,32231561.90113048,,,,,8268849.382419939,21400249.71072995,2323351.267912643,5991740.155067352,,48817940.87750989
9161892.291722871,17243621.99992427,,,,,7581723.723590822,21212506.89411161,1962516.164092095,4817681.241528443,,12365991.498121068
2172754.356805611,6849917.701821671,,,,,6894598.064761706,22306686.11915033,2001600.1821551605,5373768.868969355,,43734028.5112334
7300697.405085092,150831886.14753044,,,,,6207472.4059325885,21921979.677638043,1353556.2431887633,5505616.396259428,,179002744.59770402
1647659.6996641683,6790796.655837646,,,,,5520346.747103471,21473716.11706904,1869172.275460136,9076959.39994039,,11724280.606217071
3684692.026712597,68405435.11126387,,,,,4780502.265087813,21578759.53858373,1794189.10587393,4525737.98597141,,11910346.852438172
956875.02563176,1901004.393880355,,,,,4040657.783072156,18882106.87318677,2233709.168005295,4971695.430647697,,11415248.030318342
2136779.9571555643,33454943.99591903,,,,,2609085.9060567715,19514940.3896914,2449604.2692667386,6139214.161226986,,11120440.247464957
4779029.753574517,1756365.5383055592,,,,,1571736.551736179,21939212.757047065,2236673.5442496645,11237864.015810627,,10588214.29559579
1474407.7402392912,12401175.716283845,,,,,674658.3104530823,18923153.28621909,1184458.4316033225,13272535.42873152,,33828827.499534324
1258765.3535595683,29700044.41791161,,,,,1203187.387302477,17922287.447842967,1694564.338702141,14312442.06329413,,11427654.099005995
1762019.8410846158,33001566.19022312,,,,,1731716.4641518716,23609335.857958693,1747116.1053705264,10411373.381355288,,11037998.422084607
1631410.581120609,4570067.76279088,,,,,1351648.5631839898,23407650.065026183,3093989.133474437,16755104.523147058,,12214011.128773443
1601118.058420655,27600179.27166981,,,,,971580.662216108,24697287.74134645,2178681.083168542,9436978.26122473,,12153135.289777407
1915290.1512649965,1377801.5460042965,,,,,883302.8033808775,25300084.50768928,2209762.913678712,8134220.856374468,,14794684.41695439
1471092.1928633598,66600393.15582418,,,,,751066.002941362,19505902.5535197,2444564.7152313446,8411753.848771527,,11308140.371886274
9628664.11858804,3367717.971642457,,,,,677917.8033794063,19640776.36317582,2351908.3441980365,8022507.117185421,,9448892.707044717
1634656.9205190486,,,,,,604769.6038174507,27019514.940865003,1942902.2239167944,7306242.516860345,,15726634.578808812
1986154.8695673512,,,,,,531621.404255495,25874071.154935576,2367147.918783374,8290534.282961036,,44932671.03519835
9710350.739342753,,,,,,1842991.6990633109,25688719.959182225,1926429.609748984,7114598.880276376,,13440617.861517573
157003152.18288296,,,,,,659618.7820952303,24101743.79493734,2955335.106950401,7974346.011974604,,42633483.95617622
1729255.5239420943,,,,,,509515.82661540015,23387901.81864218,2179484.6132070194,8225564.412931082,,42570717.95708378
27618377.113175504,,,,,,924889.4180190105,23613715.53262621,2197302.229158372,13527663.55414538,,40406144.60700616
8911731.624952652,,,,,,841194.6035841361,21510435.067126226,2385835.00623197,13939531.077837603,,52428619.12184948
21550219.345570263,,,,,,136475.78138137233,19608591.01813909,1995715.1158471864,16757688.671875764,,42332624.83884154
64428387.55337834,,,,,,226042.41515572224,22166659.20972421,2437776.7001994792,11546927.651160996,,42300263.21000044
3736957.333222044,,,,,,278461.63305938896,21758377.746143363,1584689.3171228634,9881581.434728304,,41825830.34805864
18399355.817258537,,,,,,862945.6826349108,22463967.2563426,2128891.575962736,13114456.224153576,,44359751.53259351
3573279.7571470053,,,,,,586705.0408763859,21387114.55267855,2228829.201823384,9867722.106078131,,46612663.23421384
66036774.22693147,,,,,,614664.4003451598,25910224.011512414,1614853.28260384,9090314.314434525,,46039675.035516754
144022735.54341102,,,,,,923599.6769586304,27118049.360072333,1247302.8083262274,13510407.263002312,,46041329.935387686
344010876.338332,,,,,,1281313.4522386913,27313040.63768191,1924274.135214631,9523043.597009825,,45500108.64259553
,,,,,,1937481.0952153576,26855061.13576242,1293557.6435188905,9587233.391818972,,46503786.047020525
,,,,,,12381860.101678075,28903184.0370129,2094120.3834241035,12515273.715110736,,47418615.696080446
,,,,,,20153397.46796673,30881235.57164138,381721.1976957117,9568888.827849409,,41916238.36339053
,,,,,,10770485.84005005,26804558.07776494,1070281.636177483,10113405.711557737,,43503472.43198124
,,,,,,1387574.212133367,25881652.98398036,2030001.3892760929,6494622.316964621,,47936493.95889714
,,,,,,1075237.636211611,28808657.137220725,4240000.064530379,8449526.392199982,,46909025.43591184
,,,,,,1347280.110491476,21939004.98413396,1793522.4025738505,9625131.493092468,,46570922.38913839
,,,,,,1281503.3900659452,21870747.313518245,2055205.41104066,9511082.545154516,,48827158.79943495
,,,,,,1452246.216348661,23823974.50825266,3560045.587064288,7571012.576879039,,48102518.66055007
,,,,,,1279824.855810553,20102621.57048769,2024061.6349771183,12379886.80940224,,46244216.34183489
,,,,,,1811711.0903682443,21076633.796288025,1662330.8123584664,11497640.19790917,,51191754.01069178
,,,,,,2480192.359779175,22391788.179629605,1510178.1704819803,14630887.86462195,,49632809.51044963
,,,,,,3148673.629190105,26300544.16412421,1529488.5280678628,17988068.662996773,,51720277.12959531
,,,,,,3817154.898601036,24715568.96690633,1627693.7930294897,16077738.659394184,,50364674.150324576
,,,,,,4003542.83934747,25300197.642919183,2320475.5643920526,14271113.484460942,,51517045.70173613
,,,,,,5697236.552946115,26938691.23300791,1527665.4157519026,9377569.32162474,,50453771.95540872
,,,,,,7390930.266544759,27960317.46870458,1876224.0773610333,11080795.236865284,,49745302.13978786
,,,,,,17101525.836051725,27621867.190737817,1485309.4525713683,16421848.412151651,,47661385.00799476
,,,,,,26812121.40555869,22205598.24587246,1303938.090940792,12272897.772125678,,47814629.28709456
,,,,,,33390012.87284833,25722050.567940544,2176443.91007117,12408319.815799125,,48039271.92355207
,,,,,,22414221.84086748,29764243.2946278,2121932.0176800755,8188054.427239335,,47438430.90437174
,,,,,,12811696.381311098,25701099.15228573,1766462.2806624866,11058093.688024608,,47315546.88640265
,,,,,,12976633.69007698,24405677.67619519,2368663.9860248244,12139068.193617951,,47615895.80008786
,,,,,,13141570.998842862,25859792.23442124,2641334.489484309,19593725.527821872,,46310424.42614533
,,,,,,13306508.307608742,29714660.7890912,2537489.495049741,11685248.356662275,,46651470.18767979
,,,,,,5242869.537029186,26942218.47011885,2593167.334732159,17747315.888567336,,40362468.79036889
,,,,,,2135830.302929577,21443039.919923056,2430080.909386919,16928129.128430136,,35391512.87067715
,,,,,,1875572.61370359,25035208.689938307,2805541.0012849024,9004110.0596277,,36161341.81249864
,,,,,,891837.0807014094,24444857.01034454,2339020.1054081577,11280220.75004664,,39843911.89889188
,,,,,,18412665.75093704,25711538.56028837,2884947.1997946645,18398390.77255025,,42900545.97765869
,,,,,,49531744.304385,28675139.96867717,2439078.80973063,16938257.459783737,,28099075.338436592
,,,,,,17616633.6397294,23902010.71154116,2254298.7181114936,15479752.696061367,,10550215.795341669
,,,,,,22606803.86844179,24658010.867405515,2516911.463873952,16409795.854028244,,13041854.74191336
,,,,,,22502557.76200458,24001000.90065801,4311714.236495778,19608564.512131386,,35325160.95528753
,,,,,,18701694.622885093,25833371.65992967,2672540.719166987,14178719.731885253,,17628474.58422053
,,,,,,20300245.207006022,26487159.2449276,2951498.756688564,16253940.055913825,,34116798.16355474
,,,,,,14850091.13593483,28196425.0899843,3521424.407398737,15427547.065882014,,37530680.56006159
,,,,,,46526504.04374275,24650317.34304556,2752537.55802614,19068120.70720779,,
,,,,,,21201485.907547303,26848050.27538784,1986416.397707348,22002658.74987879,,
,,,,,,811698.4510907147,29768166.010229573,2035623.3828111645,21211400.819729388,,
