Counts_envelope_Clearance_factor,Counts_envelope_Clearance_factor.1,Counts_envelope_Clearance_factor.2,Counts_envelope_Clearance_factor.3,Counts_envelope_Clearance_factor.4,Counts_envelope_Clearance_factor.5,Counts_envelope_Clearance_factor.6,Counts_envelope_Clearance_factor.7,Counts_envelope_Clearance_factor.8,Counts_envelope_Clearance_factor.9,Counts_envelope_Clearance_factor.10,Counts_envelope_Clearance_factor
1.804999159927186,1.6283727382020623,1.1563440379156305,2.642577005370774,1.4515848608440247,1.5040266042035877,1.3078870086187848,2.323416299693058,1.6684944909632915,1.4637051078765415,2.692004544775196,3.924950952152839
2.042758493698108,1.657981315128772,1.1718449954075754,2.2804884588429304,1.359138220371493,1.3503708398320704,1.2903456651241136,2.56935995355234,2.3915987018983595,1.361362401819311,1.6250555056180664,2.918844964739212
1.980782221630928,1.6000790298522418,1.1873459528995205,2.843246042167217,1.6620791449075294,1.3698743956932122,1.2728043216294425,1.751965408209558,1.336327144107263,1.25901969576208,3.4661960779549545,2.731917930833889
2.127796033213861,1.5421767445757115,1.2028469103914654,2.38686581859859,1.3714010137341877,1.5744732858897903,1.2486257201290454,2.2017876535874925,2.030896466918628,1.143598096245304,4.180285102783497,3.260928979894872
1.6476150464691983,1.4842744592991817,1.2183478678834103,1.8115636957972443,1.3896221424092956,1.1685187661753973,1.224447118628648,1.8591688816700085,1.6238196056512804,1.0932564531100657,1.9694894460319488,2.8217318299939147
1.6696466996909909,1.4263721740226516,1.2338488253753557,2.117763004424566,1.297652347344651,1.6788055161021953,1.200268517128251,1.5563031240980223,1.614865261516378,1.2053058395449243,2.360853484051261,2.6260206579080174
1.2747627908548778,1.3684698887461215,1.2493497828673006,2.09105260327038,1.3421238568408829,2.3973528273520874,1.176089915627854,1.787826095785506,2.241893371911708,1.268970885864361,2.224633916178748,2.9697503521789708
1.5644017361139622,1.3105676034695914,1.2648507403592455,2.5675378534353706,2.3649687267205546,1.905848387430348,1.1519113141274566,1.154227918912123,1.6705028568375784,1.3326359321837973,1.7820438364260978,2.63497226701645
1.3443659561449115,1.2526653181930614,1.2803516978511906,3.5453203482601388,1.2684741239317927,1.8010053656646965,1.1277327126270595,1.7245073511774407,1.9356706693931496,1.355269682308916,1.8739869364319388,2.6805666147390634
1.319990194636872,1.1947630329165313,1.2958526553431358,3.707067717575695,1.3882062213410165,3.763540357009488,1.1035541111266625,1.7065416709047103,1.495245405846492,1.3779034324340345,2.2665028153789155,2.9257698683118027
1.6860278753575055,1.1368607476400012,1.311353612835081,2.900524650287665,1.4091113750974915,1.666964336897897,1.0793755096262652,1.705831016844242,1.674030258803224,1.400537182559153,1.96320959759876,3.43398790101452
1.3601533879692678,1.0789584623634711,1.3268545703270258,2.7367064376866264,1.3010373912378894,1.5304926649982171,1.055196908125868,1.7051203627837737,1.1464107972318256,1.4231709326842716,2.37281934298545,3.159741491555127
1.3809354659006998,1.021056177086941,1.3423555278189707,3.359280834459633,1.375148372654188,1.770660256861632,1.0310183066254708,1.642752799579125,1.524217926128178,1.4458046828093902,2.9044857330118736,2.2763856183737943
1.611223761398553,1.062672663363525,1.357856485310916,3.134675484766688,3.1247605263677114,1.7840019966862974,1.0068397051250737,1.924428890621832,1.4047402239674918,1.4684384329345088,2.040109886083397,2.3851420955683573
1.7017577004828286,1.104289149640109,1.373357442802861,3.1366520126051025,1.9131186438041468,1.589272715259234,1.0317982545880446,1.9960579623839043,1.0659980292626126,1.4910721830596274,2.544950581913928,2.9867143048089018
1.5585363106963783,1.145905635916693,1.388858400294806,2.8235080898771945,1.501347566258667,1.5638087064929775,1.0567568040510154,2.3939985328840727,1.3292017653685306,1.513705933184746,1.9768782706911872,2.3770366190586807
1.940808401288272,1.1875221221932768,1.3814097969909638,3.112592405956361,1.5319518002906358,1.933206235468044,1.0817153535139865,2.133406062702316,1.3533595327747487,1.5363396833098646,1.871110458583604,2.7091456771283537
1.707282096937109,1.2291386084698608,1.3739611936871214,3.6578802284500607,1.4062816669456604,2.3100573472513086,1.1066739029769572,1.2309714579429272,1.0874413957535447,1.5589734334349832,2.4935267683767406,3.114572448746749
1.7230899122636267,1.2707550947464448,1.366512590383279,3.166433140462426,1.3542117840328112,1.5349610793338897,1.131632452439928,1.213137152698491,1.0495222877078705,1.5816071835601018,2.134554421707317,2.523666120393577
1.6183544242096828,1.3123715810230288,1.3590639870794372,3.08392100069419,1.421245256879832,1.5611240556002284,1.1565910019028989,1.391965793372135,1.2561443575214684,1.1849957796124688,1.8504582985942684,2.6838524162792905
1.9591605100603489,1.3539880672996127,1.3516153837755949,2.743380348949936,1.3946713159115798,1.9515883791430424,1.3235170210821343,1.0974439665345312,2.208067552961075,1.14131512302531,2.31425159929756,3.22999499382506
1.8731192830867704,1.3956045535761967,1.3441667804717528,2.8856258603549403,1.4062782324516157,1.987875652619561,1.0563538820384712,1.2684093887046632,1.1601323227584417,1.0976344664381512,2.0276176458121684,2.7970395837740467
1.9803146979360733,1.4372210398527807,1.3367181771679106,2.2786262503790096,2.4942912409539684,1.8457164259650607,1.7412885139274508,1.4008440171817842,2.04866378767095,1.1140602952350227,3.3734604533270303,3.1164460806134424
2.120903408074168,1.4788375261293645,1.3292695738640683,2.538577724202432,2.6588843503484987,2.2191819031287605,1.275953013601551,1.4837655576338808,1.236640966797108,1.1304861240318942,2.437276825622188,2.730513797578781
2.224772061507996,1.520454012405949,1.3218209705602262,3.078454662436397,1.7920478873179388,1.6185032724041133,1.2073561228580434,1.0504088124392497,2.763183225167926,1.1469119528287657,2.4663808242391454,3.320767903243222
2.247539339854478,1.5620704986825324,1.2517561394453585,2.3126935233055543,1.665170192875909,4.085177307266058,1.138759232114536,1.0430474392552325,2.431937232248699,1.1633377816256372,3.2098197593871105,2.909337745135196
1.992112530634378,1.6036869849591164,1.6947666164941655,2.0937944838722142,1.6722885706044426,1.648247327946872,1.2223819351837,1.3315887371455133,1.7594056011241823,1.278981882109842,1.5332906711950232,2.1438818995929823
2.471184333938516,1.6453034712357004,2.1377770935429727,2.7336171954857904,1.6570352317421564,1.6501914020900437,1.1824119443387158,1.1350287643480086,1.765376163844253,1.3946259825940468,2.520473417112816,2.850319579418148
2.145250977203425,1.6869199575122844,1.2074676513597185,3.2980048821433443,1.5302733754712683,1.4226024307956495,1.1424419534937311,1.1396008867264045,1.875629917824088,1.1366413646960056,1.6028735326818302,2.414206596675472
2.419120229914228,1.7285364437888684,1.0267404191326046,2.687855472496992,1.4476792986310412,2.6003807777606727,1.102471962648747,1.0536295645334302,1.4563074145202133,1.4210698434017148,1.689806423514876,2.130591372152016
2.390142997741035,1.7701529300654524,1.4730266748826035,1.7537766826843184,1.4356098600750051,1.3942662352565895,1.0625019718037627,1.0385974562150933,1.394936694244234,1.7054983221074238,1.8479215530626327,2.298476376366637
2.552326317462835,1.8117694163420364,1.2681435832181978,2.007226907843172,9.621045934153887,1.5170307472237456,1.0954135525408513,1.4147352888010225,2.0119609422874496,1.989926800813133,1.5685632626500223,2.343655592246477
2.8242560119215,1.85338590261862,1.2628717963215783,1.98150940477453,1.7994789112983762,1.6808803149697125,1.1283251332779398,1.1749393702127482,1.8599998907316069,2.274355279518842,1.1054172444601658,2.237689908901786
2.443671248756459,1.8950023888952043,1.2576000094249586,1.374939091795495,1.8023670144646,1.2803541913167815,1.468520334287114,1.5031204082805594,1.2577041752703206,1.404698909081224,1.7904063723776729,2.436053337673203
2.0394131819989387,1.936618875171788,1.2523282225283392,1.5599032472383847,2.657068238961445,1.167277236243945,1.2747197487360564,1.2463511822109758,2.0878594326580253,1.1737446368727338,1.1984522309978294,2.1314546199400253
2.63842478307508,1.978235361448372,1.5164298390230004,2.075421969587666,1.6051746188374048,1.1829251579600562,1.513998093732991,1.532816297417224,1.8811200311354528,1.1414043414842965,1.2616336984130692,2.434293940095728
1.7856638925241417,2.019851847724956,1.5005637838764725,2.6588468147724,1.5290432735767463,1.1597896490872588,1.401502153036326,2.1412864331323025,1.97269037851276,1.1090640460958592,1.5210097432141825,2.237221034673114
1.6007831278122209,2.06146833400154,1.4846977287299443,1.698770282758085,1.4886038627077431,1.072253261964976,1.289006212339661,1.4014351269407403,1.2269056196162138,1.060530512256701,1.3286989135938077,2.669334037706469
1.745412462526294,2.103084820278124,1.4688316735834164,1.313499150950926,1.5245236948639125,2.387131242515623,1.2309410647818055,1.781302614769929,1.5182403001848417,1.0119969784175429,1.6758670458023317,2.46493611482999
2.26710198726587,2.1447013065547083,1.4529656184368884,1.3090678375087756,1.563852261490691,1.4382228155494856,1.17287591722395,2.646311105924008,1.889085021434513,1.0628558927631129,1.1289446049347356,2.2105401254256813
1.8790336893269977,2.186317792831292,1.4370995632903605,1.2886871667034132,1.696050724831663,1.2528050021703443,1.1148107696660945,1.4072750473541686,1.42731383928987,1.0973904669875985,1.648682088837078,2.377144945780584
1.816127742942689,2.227934279107876,1.4212335081438323,1.6677512176274971,2.3205146166196493,1.170598989437676,1.131830722319803,1.378673946117915,1.6210347445173248,1.1609723063080246,1.3104052258929362,2.440533316133059
1.9645957761585144,2.2695507653844595,1.4911086542216423,2.020433619852817,1.4095834452625575,2.2800016922451034,1.1488506749735112,1.346141117174892,1.2521680071845511,1.2245541456284508,1.1832682385801978,2.6724884261541053
1.896276450857571,2.311167251661044,1.4699288209241763,1.7590145205085277,1.4235640376644036,2.0019439463862487,1.1658706276272195,1.3484098599864105,1.370827161729187,1.182863462106278,2.324547298893781,2.5687583790674573
1.761012272298529,2.299136275068305,1.4487489876267108,1.6879385329991474,1.5030646960670413,2.97418214596119,1.1828905802809282,1.3531675370018337,1.3494482757353066,1.141172778584105,2.1663861198567105,2.5412446066371
2.161223532700967,2.287105298475565,1.427569154329245,1.7428172697586537,1.4552207474951444,2.60726139249949,1.261446222772283,1.5868250342385777,2.5696005510941857,1.3930247136973226,1.1419515409960614,2.5780361540144963
2.365987277061649,2.2750743218828267,1.4063893210317793,3.2356945257997007,1.5207376784493638,2.3658901820278664,1.3400018652636372,1.5307481198382324,1.9781793687045257,1.3550288140809692,1.1074273251717406,2.5118049812897776
2.300127968466428,2.263043345290088,1.3852094877343135,3.8454734491898894,1.5251258771579488,1.9126094883443472,1.4185575077549917,1.559237801273858,1.3033888399018076,1.3170329144646156,1.0729031093474195,2.298718925649734
1.970487300585818,2.2510123686973484,1.3640296544368478,3.387225987912671,1.6840723104125874,1.6446363722021844,1.4971131502463464,1.670806149642737,2.9443376333198685,1.2790370148482622,1.803282923179117,2.3310163683270977
2.3215273122748976,2.238981392104609,1.342849821139382,2.689667535104993,1.5275695938523528,2.338565732503988,1.5756687927377009,1.744086381235998,3.5472460280681872,1.2410411152319083,1.539819950042613,2.3111522337345844
3.093347686114753,2.2269504155118702,1.3216699878419162,3.805961783983347,1.831423737895324,2.4341017810451864,1.4890318412923556,1.946172838227309,2.4140023495128573,1.203045215615555,1.2763569769061092,2.408840451809528
2.8341960702731126,2.214919438919132,1.3004901545444505,2.186849055878812,1.4744584616972336,1.8445156418888025,1.4023948898470104,1.662901841927547,1.653007292699756,1.2209995550882216,1.012894003769605,2.527848491106341
1.92002316799864,2.202888462326392,1.32061839634006,2.1520844605639686,1.5843985486436465,2.4007433560040776,1.315757938401665,1.8501684052064176,1.6683942842783568,1.238953894560888,1.169146537431176,2.7118291507508308
2.208558571942589,2.190857485733653,1.3407466381356692,5.177669188538077,1.5585956494307085,1.3620545095217689,1.22912098695632,1.8165367443518348,1.6891619490140055,1.2569082340335545,1.3253990710927468,2.467194987190746
1.861335329730636,2.178826509140914,1.3608748799312786,,1.4217783450882473,1.3918367382320005,1.1424840355109749,1.7862855381857006,1.7196480373795102,1.274862573506221,1.4816516047543176,2.544429872874276
4.974669435358686,2.166795532548175,1.4128889731828875,,1.4734038746173324,1.576937988696603,1.0558470840656295,1.8387604008960057,2.2360093217857866,1.2928169129788871,1.6379041384158886,2.7135645535932693
2.0118732364591176,2.154764555955436,1.4649030664344964,,1.4189150756208797,1.7260686431312466,1.1191252417154036,1.8328142410389563,1.9227512467403616,1.3107712524515538,1.495689016356872,2.7034112307995466
1.9714903825151329,2.1427335793626967,1.5169171596861053,,1.8437517309957656,1.848107222842252,1.1824033993651777,1.7336685082561234,1.9706505488134525,1.3287255919242202,1.3534738942978557,2.603603899983153
1.9603764804214376,2.130702602769958,1.40769355090858,,1.4977472411305544,2.167467293331896,1.198121270241793,1.6660053927673355,2.5375356020706312,1.346679931396887,1.1452510990111318,2.0761925937729178
2.752743952232968,2.1186716261772185,1.2984699421310546,,1.4531736784022566,3.464394000928022,1.2138391411184082,1.9947497391453568,2.1766066892339606,1.3646342708695531,1.233498435964569,2.164851791726963
1.943402518208532,2.10664064958448,1.1892463333535293,,1.6907266045213702,2.0567967233822047,1.2295570119950234,1.7119580613743337,2.272018638927522,1.3825886103422198,1.187610345500261,2.6352272007835995
2.359505041710092,2.0946096729917403,1.461194873240052,,1.728172313378891,2.6329716426143825,1.6633033562665018,1.5416469411867144,2.0994913977178764,1.4005429498148865,2.0094335632915943,2.094538664762274
3.1477473803440605,2.0825786963990014,1.4166974756207258,,1.5131114211410142,2.739090807361109,1.072373615267416,1.445860239892047,2.4501648102340003,1.4184972892875527,1.359575982518393,2.6040427345978223
2.423689290108833,2.0705477198062625,1.3722000780013996,,1.6680879410224692,2.3205239694849578,1.0569774209585685,1.4139452729483153,2.141874061212955,1.4364516287602191,1.337663701710727,2.2317522683709323
2.861585231191608,2.058516743213523,1.3277026803820733,,1.9011861305269664,2.340341127905609,1.058465458909459,1.332361997118832,3.276310280869812,1.4544059682328856,1.6663426493736515,2.717197825364212
3.0899389719132007,2.0464857666207843,1.2832052827627471,,1.5508711031608895,2.175712825380487,1.0599534968603503,2.066058448062297,4.894131323298728,1.472360307705552,1.2693620907515444,2.5402675098146448
2.623827082668193,2.034454790028045,1.238707885143421,,1.6460117432281565,2.0578945728894005,1.0614415348112411,1.9381517688186525,2.780517186240498,1.4903146471782185,1.4146178027624536,2.714051514601932
2.6506596940024534,2.022423813435306,1.1942104875240949,,1.4643672122129303,2.001485664938385,1.062929572762132,2.3324756666472943,1.3468899234018608,1.2092727825672132,1.9607230577240689,2.80965737738123
1.2932046069321872,2.010392836842567,1.4728197416049402,,1.580385185039708,3.6806220647254193,1.064417610713023,2.7217081527233224,1.2865827758530162,1.2185440676753616,2.2303996810185205,2.244365459674724
1.306034311040301,1.998361860249828,1.700383777000615,,2.0505260227380018,2.7363615940150443,1.0659056486639138,2.6343513190234185,1.80182339019612,1.2278153527835105,1.6201981182955552,2.123383431103533
1.3208776721832352,1.9863308836570888,1.7298079733494909,,1.9818798315204067,1.504089765191808,1.0673936866148048,2.7215555454619538,2.0018570612662336,1.2370866378916587,1.9867132586305047,2.0166647666302704
1.160145265358007,1.9742999070643497,1.1235207749747922,,2.3153854968958862,2.0656966404774515,1.0688817245656956,2.487891763136148,1.5027919983810925,1.2463579229998072,1.681175786602171,2.1347803939116226
2.279743060202546,1.9622689304716108,2.718868989398968,,2.103725765534381,1.6439963992883704,1.0703697625165864,2.733619782875741,1.4224770762544312,1.255629208107956,1.795226648901383,2.4514936472961084
2.4781342227351093,1.950237953878872,1.802579556928593,,2.2576892640043766,3.727267098792272,1.0718578004674777,2.152991830565974,2.6157572139653205,1.2649004932161043,1.5579744238976758,1.5662128995819322
2.513580173761476,1.9382069772861328,2.3135346080153893,,2.236257842492287,2.9485787799351693,1.0733458384183685,1.7666841315552768,3.9885066823472415,1.2741717783242528,1.812237031638956,2.0557586970093094
2.565250705940995,1.9261760006933928,1.9031174946355407,,2.207210817274965,1.6510698700554494,1.074833876369259,1.7070388838577906,2.1515383639238927,1.2834430634324014,1.0920559704976178,1.9382639618747293
2.7706965177435983,1.9141450241006543,1.4927003812556934,,2.286462284228483,2.228724725840425,1.07632191432015,1.587390880397791,1.9347594851983256,1.29271434854055,1.5754756324122647,2.1285024916400506
1.1479808839015957,1.9021140475079152,1.0822832678758452,,2.181238771771309,1.4796968978431069,1.077809952271041,1.5653360199044006,1.8414549486890663,1.34755363546599,1.9666020349810087,1.4803197746174912
2.478386269856801,1.890083070915176,1.1982889039615618,,2.176451024066165,2.360846057301458,1.0792979902219315,1.754266659821459,1.6317658955575534,1.4023929223914302,1.781417484318482,2.0984733302123386
2.231577334340648,1.8780520943224368,1.2536775479555642,,2.406907520061726,1.9033290674481231,1.0807860281728228,1.6455560474227786,2.7934623523112205,1.7098454678939872,1.5170135590813851,2.02315750235569
2.3382760724680267,1.866021117729698,1.3090661919495663,,2.4701137911443576,2.217307131714034,1.0822740661237136,1.896261626203021,2.1571366356956294,2.017298013396544,1.5943563689470377,2.152251916739358
2.14869910396736,1.853990141136959,1.468957139455031,,2.63120122160655,2.017943218019307,1.0837621040746044,1.618352225144932,2.371623549655611,2.324750558899101,1.7545668182766896,2.330840892629044
1.957575856931521,1.84195916454422,1.3165596342543826,,2.9835348648730933,2.64526465553701,1.0852501420254954,1.623611069049833,1.8996647650660168,1.3582800898101657,1.9147772676063413,2.196882503946063
1.6580786880028129,1.8299281879514808,1.3743387264137996,,2.770753490514898,1.861645168797574,1.0867381799763862,1.6076368822284108,1.657674503274688,1.0900699747751923,1.3209597359321177,2.1674244511768053
1.2589647916531304,1.817897211358742,1.4321178185732164,,3.0421902811316253,1.599890098711651,1.0882262179272773,1.5163504850889682,1.9133510406005887,1.1107171407957672,1.5418192797647583,2.1422000721759824
1.3368768859146454,1.8058662347660024,1.4898969107326334,,2.973100228335848,1.6163492692853552,1.089714255878168,1.5934690888274894,3.222169567925891,1.302655903635433,1.875380935318308,2.096321277402436
2.2361120415500904,1.7938352581732635,1.4975197606189,,2.978663223711452,2.197298146685413,1.0912022938290589,1.6390545078340295,2.4575217760098607,1.2690107406122917,1.0535270174243443,2.146813402077389
1.894167837970116,1.7818042815805246,1.5051426105051668,,7.835604591111883,1.632580198897363,1.09269033177995,1.593400415032766,1.5554845154250498,1.4039750232044976,1.6097965803718457,2.1474625699147567
