Amplitude_envelope_Crest_factor,Amplitude_envelope_Crest_factor.1,Amplitude_envelope_Crest_factor.2,Amplitude_envelope_Crest_factor.3,Amplitude_envelope_Crest_factor.4,Amplitude_envelope_Crest_factor.5,Amplitude_envelope_Crest_factor.6,Amplitude_envelope_Crest_factor.7,Amplitude_envelope_Crest_factor.8,Amplitude_envelope_Crest_factor.9,Amplitude_envelope_Crest_factor.10,Amplitude_envelope_Crest_factor
1.1647839586334208,1.0724533344055096,1.053911133956074,1.1452769136142664,1.0618066117599836,1.052959272370107,1.0818239249972088,1.2181480386214572,1.0706459559037504,1.0620009946993847,1.3967431315616063,1.1850238905866353
1.1586712691345866,1.0695745399072738,1.0589747903301925,1.153910093870285,1.0478177812947091,1.02683735233154,1.0810265324219095,1.2672609303646492,1.0937070368350483,1.0439896918899516,1.096237267066791,1.1540945624326884
1.1654383169636764,1.066695745409038,1.0640384467043105,1.2417355198032625,1.0424480788804809,1.1053202872149428,1.0802291398466108,1.180570500405954,1.1135513322202797,1.0962372192971743,1.0757861276563825,1.1369846700295825
1.0515170616502458,1.0638169509108024,1.069102103078429,1.2286887944650784,1.061091234378255,1.155984888956602,1.0794317472713115,1.2249577688892472,1.2835999756821297,1.0798890204064655,1.1566887087313311,1.1296663126738469
1.1302522984333117,1.0609381564125666,1.074165759452547,1.2473231578439117,1.1004056646164644,1.132241412837058,1.0786343546960129,1.0137405150316845,1.1995370272038397,1.063540821515757,1.0880161066521474,1.133671173918563
1.109784507938312,1.058059361914331,1.079229415826665,1.2790858410258152,1.0518464747773877,1.1009440102476784,1.0778369621207138,1.1254472105319546,1.1585963785064062,1.066640726120487,1.060820706905885,1.1416095556551844
1.0784984364211876,1.0551805674160952,1.0842930722007835,1.1604000318336196,1.0578926401598492,1.273129865974784,1.077039569545415,1.2031938167739946,1.1147916824931094,1.0697406307252175,1.1573411338087414,1.1068649586128358
1.12702822398569,1.0523017729178594,1.089356728574902,1.3007779909794042,1.0492083682559037,1.0783686786665578,1.0762421769701158,1.1888852534956589,1.076665639930657,1.072840535329948,1.1007861985195526,1.126296052684217
1.0994721391513784,1.0494229784196238,1.0944203849490202,1.269566702284787,1.0472639789267375,1.0606751592080508,1.075444784394817,1.1745766902173225,1.016968331600729,1.075940439934678,1.122190830313946,1.1243981908937724
1.0358761080002887,1.046544183921388,1.0994840413231384,1.1200927168397434,1.0581089758915292,1.105174870018541,1.0746473918195178,1.112563287266168,1.069049748730133,1.0790403445394086,1.2044863085463402,1.1420451874908024
1.044206436108081,1.045890804057987,1.1045476976972566,1.138645430692336,1.0755624843966924,1.0508259866381982,1.073849999244219,1.1621175351110324,1.1151709680740147,1.0821402491441388,1.0744575149448183,1.1695879548253747
1.0565288065762652,1.0452374241945863,1.109611354071375,1.2565272579601074,1.080503624172798,1.0661436276215002,1.0714845002965196,1.1801135891635954,1.0686791613765458,1.0852401537488692,1.2818615392826562,1.153704477688513
1.0938685873132383,1.0445840443311851,1.1146750104454932,1.1971442697616763,1.0737059856475153,1.0569664126472391,1.0691190013488203,1.1806856665205792,1.1631855629603611,1.0883400583535994,1.098710366103474,1.1566737908602394
1.1432364060458815,1.0439306644677844,1.1099842528032322,1.2783427433205512,1.063041060703136,1.147120987193175,1.0667535024011212,1.233966872804347,1.1226899422829166,1.0914399629583298,1.0704570142936312,1.1192962650025364
1.1667041215997862,1.0432772846043834,1.1052934951609712,1.1839235245315918,1.0675813355898744,1.1173308044110104,1.064388003453422,1.0824254873609094,1.036697756173966,1.09453986756306,1.035853450820539,1.1272807698858902
1.0540728443402627,1.0426239047409829,1.1006027375187104,1.1102884966452136,1.0673116859800988,1.0781306322023425,1.0620225045057228,1.0529999131481995,1.0202709840032795,1.0976397721677904,1.1027232168977077,1.1263632288280478
1.0670629935062783,1.0419705248775817,1.0959119798764494,1.253219945062345,1.0694219402386418,1.0605656330123985,1.0596570055580234,1.085119834553274,1.0589555963280584,1.0635171645332375,1.0726346684609338,1.1225793590528848
1.0552585312047464,1.0413171450141807,1.0912212222341884,1.134603814766894,1.067129555206041,1.155909800575365,1.0847607175878893,1.0286220090484857,1.171121211376,1.0491579863390048,1.149223666183102,1.1369570293450546
1.1437224312482537,1.04066376515078,1.0865304645919274,1.1509208899329686,1.0662259031492447,1.0732904654724833,1.005234725932911,1.079678082161717,1.02678606875093,1.0347988081447723,1.0983171211141345,1.1438260847570405
1.0645232081575835,1.040010385287379,1.0818397069496666,1.166172984933688,1.0923107585688203,1.104214312537806,1.2300529534613087,1.0861449550820863,1.3134995951684303,1.0290420386747172,1.2074699787998209,1.134437850420599
1.1433887642661082,1.039357005423978,1.0771489493074056,1.2995666180605752,1.0995285277467624,1.1305322385941663,1.0318597882047462,1.0800493652089085,1.0022084544109688,1.023285269204662,1.1389152067331991,1.1331142806833907
1.1337241847932065,1.038703625560577,1.0724581916651446,1.1794403587254634,1.069009305487283,1.1273739624607133,1.070478445732824,1.0159597081043934,1.1554522539743968,1.0175284997346068,1.1389700883711749,1.153866798665647
1.152797180573177,1.0380502456971763,1.0355608905072555,1.0880895014814027,1.0623315194448597,1.2461011293610642,1.109097103260902,1.007397211374642,1.041706052772602,1.0117717302645517,1.2992870071870368,1.1425263386242637
1.1958154394730314,1.037396865833775,1.1122671134217326,1.0998181007577887,1.072668557548657,1.0878474704283565,1.0916567775035824,1.0563310095008993,1.1193310140918875,1.0461160709915842,1.074190204507423,1.1287746231935172
1.189269359803104,1.0367434859703744,1.1889733363362098,1.0937223737250032,1.062731823591251,1.1570290947417314,1.0693399160176704,1.0174160882821106,1.0550321008535364,1.0804604117186167,1.2518670186501433,1.1224702808258755
1.217139059728742,1.0360901061069736,1.0746006580371097,1.3072620154174155,1.0555051619453606,1.116847889103392,1.0470230545317585,1.0321889472282058,1.0437962021125802,1.0081764154620343,1.190406770805371,1.1444719474882294
1.212651089592022,1.0354367262435726,1.014566660483309,1.1875045238566442,1.0724846641460724,1.17226113735,1.0247061930458463,1.0204712898525603,1.0773818269024222,1.0482213998265504,1.1074981905089176,1.0825781369973468
1.1146857793698943,1.0347833463801717,1.2206768609030674,1.0835285232898082,1.0846450270211088,1.086133079502701,1.0023893315599346,1.0150124801092204,1.0056780724669137,1.0882663841910667,1.2441387919750453,1.0832362598143863
1.1212806068631973,1.034129966516771,1.0920026530254965,1.203856453727042,1.1155100056508,1.120643539693682,1.0194810575132969,1.0646215287561276,1.1000712500997698,1.128311368555583,1.1277158108643568,1.098458385349602
1.23263972651903,1.03347658665337,1.075011789559806,1.2940815297816235,1.1132818850453663,1.1476352490969672,1.0365727834666585,1.039196973833791,1.139580744239539,1.168356352920099,1.0262780706101713,1.0726154925201925
1.1945770261171995,1.032823206789969,1.0580209260941151,1.0472801015446191,1.0813846457648593,1.0521170761240832,1.032913596607279,1.1102733005647654,1.087976387122207,1.1395446825555289,1.029007132896769,1.1001272869108778
1.1676442483804272,1.032169826926568,1.0410300626284246,1.2113788631836255,1.15393504761924,1.0209883796483483,1.0793936597826803,1.067465591020157,1.1067329741176413,1.0518399371856375,1.1302839261657698,1.0790003791540246
1.1963959403779405,1.0315164470631673,1.035024407625495,1.2140302402700411,1.1163057152656182,1.0460836573511776,1.072148671656713,1.1342017205226416,1.031138030250024,1.0374926730436669,1.0595965137438712,1.064558412024347
1.1232524200507903,1.0308630671997665,1.0375419035435485,1.2715867735571051,1.064240049881243,1.0222956756780774,1.1106698273037554,1.1617891261645794,1.0842400902002225,1.0231454089016958,1.1575602436232348,1.0785423274047503
1.1168996452726805,1.0302096873363653,1.040059399461602,1.1886647729250333,1.0502232304006376,1.0116224026203615,1.1491909829507976,1.0394547672993062,1.0282655905178422,1.0238215148260967,1.07011977792258,1.103537866892024
1.0786804949766131,1.0295563074729646,1.0425768953796553,1.0898012955193763,1.094199088625082,1.1697064430042825,1.1209472600299035,1.1334007591717057,1.0488052445294105,1.0244976207504974,1.3023963395442022,1.0908826823705648
1.13612922615789,1.0289029276095636,1.0450943912977084,1.1737604144945144,1.0729226160806131,1.072714058884514,1.0927035371090097,1.2200022124573062,1.0802231721986064,1.0722736031627325,1.055786110479164,1.0691629407381138
1.1522270176782712,1.0282495477461626,1.0476118872157618,1.054843329909432,1.0661548944346086,1.0446208492129918,1.0644598141881156,1.0722777683562756,1.0403562750744595,1.1027446251524375,1.13005597480091,1.100997563699687
1.0579108205519403,1.0275961678827616,1.0501293831338152,1.088733350342722,1.1168151397718182,1.0230679883901568,1.0531968202229778,1.0639445732897594,1.0233568660040786,1.065292865227368,1.040174079992744,1.0945771986400732
1.1115046290358443,1.026942788019361,1.0175946823895494,1.2605702067265383,1.0594257865091086,1.2145592698320395,1.0419338262578397,1.0668646952976544,1.02350182619006,1.027841105302298,1.0485567711844073,1.1027660921116278
1.1385527106629196,1.02628940815596,1.0178848376541525,1.16715587014096,1.1291888618564614,1.1320477517762473,1.0306708322927016,1.0855340438444183,1.0274827479749309,1.089049171555701,1.0906303393002272,1.0987708175711406
1.1617507815120576,1.0281186019099862,1.0181749929187551,1.1177441106836845,1.0687493124408796,1.2716227198955012,1.0194078383275638,1.1517162284822322,1.0353883869856195,1.1502572378091036,1.152905240732881,1.0874336338260897
1.1143734773166123,1.0299477956640124,1.0184651481833582,1.1237881606667368,1.0955275150258388,1.1585189950946646,1.0312984178725828,1.1055777485188758,1.267705223419656,1.064047559548838,1.032541663119088,1.0840617820200376
1.141043847355346,1.0317769894180386,1.018755303447961,1.4053328096256987,1.083483589346778,1.1392736510790755,1.043188997417602,1.138958721879827,1.1051050858640274,1.0691297892780616,1.0208275526462338,1.0794632416206444
1.113153670260989,1.0336061831720649,1.019045458712564,1.4028288212178526,1.1122220645345182,1.088314402871507,1.0550795769626211,1.1930267556174483,1.0227939383724585,1.0742120190072852,1.0091134421733794,1.0774432303878023
1.0830733323648696,1.0354353769260911,1.0193356139771668,1.2319583186398615,1.133368028456757,1.0881299272049758,1.0669701565076404,1.0986059749741064,1.1731084210356075,1.0792942487365091,1.0658602860400297,1.0765581842703684
1.105049693392448,1.0372645706801171,1.0196257692417698,1.159168294481495,1.0830592441290825,1.1860561689261453,1.0788607360526594,1.141058463370814,1.2333660397493469,1.0843764784657328,1.0555083560891652,1.0733237651536065
1.187694466312864,1.0390937644341436,1.0199159245063727,1.3295514935224666,1.078763386957123,1.183537243461994,1.0661984774235669,1.1900194867478775,1.1475352250002069,1.0894587081949565,1.0451564261383008,1.0805579577523432
1.12357182018041,1.0409229581881698,1.0202060797709755,1.2822087905573771,1.0694706600816293,1.1713059954564518,1.053536218794474,1.1817858875734149,1.067500945701498,1.08897533369423,1.0348044961874363,1.0922111241442964
1.057623710596465,1.042752151942196,1.0160384312831734,1.1583907880526465,1.0657290027022897,1.255185997779029,1.0408739601653814,1.1660326537165164,1.1529420839528592,1.0884919591935034,1.068619635486454,1.0829678773344336
1.1581474966153305,1.0445813456962223,1.011870782795371,1.2761454369182788,1.0608457617632563,1.0617115603597038,1.0282117015362888,1.0905024953352156,1.0370103553770926,1.088008584692777,1.102434774785472,1.108466083034506
1.2001492633174589,1.0464105394502483,1.0077031343075689,,1.05937792376578,1.0514100778474935,1.0155494429071965,1.090982864052255,1.1795016818323854,1.0875252101920505,1.1362499140844895,1.1139729057811885
1.186670602853047,1.0482397332042748,1.0089547334098898,,1.0731106004778863,1.107025009783417,1.0028871842781035,1.1113592702595276,1.07714978873169,1.0870418356913238,1.1700650533835075,1.1184542546742813
1.0921298323825288,1.050068926958301,1.0102063325122108,,1.0720965463332552,1.100035844526233,1.0053246407930696,1.1118993628398643,1.1319612242488335,1.0865584611905974,1.1078649422944638,1.122343173863145
1.1630521136356664,1.0518981207123272,1.0114579316145318,,1.1431613139971193,1.1195198790640315,1.007762097308036,1.1220187018160306,1.154348728003232,1.0860750866898707,1.04566483120542,1.1274013434669057
1.1220421541264884,1.0537273144663537,1.0352176662158157,,1.071546381874549,1.13073035473173,1.0320897772568196,1.0689164695817397,1.198474714359089,1.0855917121891443,1.0174250785578387,1.1512431207214513
1.3065251597593266,1.0555565082203795,1.0589774008170991,,1.0767387290097334,1.1889530303421312,1.056417457205603,1.1219567990822148,1.1391062769933642,1.085108337688418,1.0560464845611686,1.1427224292708238
1.133872568607947,1.057385701974406,1.0827371354183828,,1.0754450863979352,1.0973966184043973,1.0807451371543868,1.106388436245841,1.1551249630253544,1.0846249631876912,1.003146812170319,1.1309900273859577
1.1593339835914975,1.0592148957284322,1.062745967179862,,1.1489033048316777,1.288463233856159,1.0464893021415265,1.0802415438883823,1.1446596552700907,1.0841415886869648,1.1223464203115878,1.1447326631266237
1.071828868187893,1.0610440894824584,1.0580946813077168,,1.075117331506547,1.248605680406786,1.006316192879237,1.0625990627759467,1.171399412505922,1.0836582141862383,1.0819368424859714,1.1424442905420398
1.104914683306865,1.062873283236485,1.0534433954355715,,1.069251491638227,1.129885987562701,1.0070052485438823,1.1807429234197715,1.2273083722878784,1.0831748396855116,1.1086367725762958,1.189090324281149
1.0901768240466931,1.064702476990511,1.048792109563426,,1.0783738006682757,1.121195630442544,1.0069160724224662,1.0663033334521426,1.2774222586139106,1.0826914651847852,1.0999150061135434,1.1154245643769447
1.2246547989531047,1.0665316707445371,1.0441408236912808,,1.153260737632395,1.142015542337922,1.00682689630105,1.169192866566508,1.2258496155724947,1.0822080906840583,1.0637107590142298,1.1150746678908134
1.0702187794644615,1.0683608644985634,1.0394895378191356,,1.0781053339176336,1.0955599622204926,1.006737720179634,1.1788428192942964,1.140010284954884,1.081724716183332,1.0684443207999144,1.1096322367683022
1.061572228019822,1.0701900582525896,1.0348382519469903,,1.0916252825842137,1.0853727677695988,1.0066485440582178,1.2466781248421406,1.0391163886598478,1.0374777253556915,1.2434547852117928,1.145952445216069
1.0203143678935376,1.072019252006616,1.064232539934857,,1.1186490995597351,1.3068045016381895,1.0065593679368017,1.2393604585030784,1.0267156267557922,1.049961490105063,1.1973253907261066,1.1174053887174664
1.0185064583053254,1.073848445760642,1.19394872578856,,1.1449701860226058,1.2820131692647532,1.0064701918153856,1.218249543670603,1.1268857010272626,1.062445254854434,1.0915543792503264,1.099385933887478
1.0173853963425414,1.0756776395146683,1.2156182966725029,,1.073609140668942,1.1039587168017084,1.0063810156939694,1.2112938494535106,1.0963624701985113,1.074929019603805,1.1169994551211777,1.1283592658838055
1.0136451999941194,1.0775068332686946,1.0398250444926165,,1.137540320815562,1.2178149893307633,1.0062918395725533,1.1964858627749315,1.075314025971312,1.0874127843531762,1.0967593441648271,1.1038951904669507
1.029861346525995,1.0793360270227208,1.2673957273535017,,1.1327466568532447,1.0902000819054405,1.0062026634511372,1.253111444364452,1.145045915777178,1.0998965491025476,1.1029431236089433,1.1024801241071918
1.033701909681907,1.081165220776747,1.2525001475898323,,1.08695407825126,1.2714420991009412,1.006113487329721,1.2752509751653345,1.2644943284614727,1.1123803138519188,1.0897675086958662,1.1002830464458684
1.045627768438982,1.0829944145307733,1.123962609073605,,1.106429944139153,1.2736335387417184,1.006024311208305,1.1504492977690408,1.2315817057870198,1.12486407860129,1.094611325285248,1.091099306367857
1.1862270461725408,1.0848236082847995,1.1021574875821183,,1.1099603906205169,1.1393862812406428,1.0059351350868888,1.1019747179672033,1.0552729986953202,1.1373478433506612,1.0470804103582585,1.086963254447659
1.0549122744169346,1.0866528020388255,1.0803523660906318,,1.148239530565385,1.2318842630737972,1.005845958965473,1.0851859654048095,1.0491441159661945,1.1498316081000324,1.113737649016928,1.0834709378908192
1.0319365417638364,1.088481995792852,1.058547244599145,,1.1022116865673226,1.0476016495330769,1.0057567828440568,1.070837222892456,1.0333160473139094,1.1061864819497005,1.1798005594490495,1.0912226942811507
1.059700776729423,1.0903111895468782,1.1411976319932686,,1.1527857432679314,1.22819944965644,1.0056676067226409,1.0951629080186072,1.052675191849498,1.0625413557993684,1.1365938160819966,1.0798246989783449
1.054395576850904,1.0921403833009045,1.1324014805956977,,1.1937111346022244,1.1535898172968204,1.0055784306012243,1.0836853923628025,1.2618776776802405,1.1007410158012607,1.1297962382362894,1.0832268175701594
1.0506643027024718,1.0939695770549307,1.123605329198127,,1.131068060684686,1.0944573872192231,1.0054892544798084,1.0983992059381118,1.2320401451929115,1.1389406758031533,1.1703753548853333,1.0849053619595312
1.053915026292766,1.095798770808957,1.052627379114747,,1.1269152182955169,1.191009243621283,1.0054000783583923,1.0805979710670317,1.1653393931124998,1.1771403358050456,1.1589099859248062,1.0995586523414105
1.0774057060288538,1.0976279645629832,1.0364361509441118,,1.2149668198060195,1.3039755135685616,1.0053109022369762,1.076057517080039,1.094320051458625,1.1305300469786324,1.147444616964279,1.0834405841588886
1.032905374220244,1.0994571583170094,1.0433140588226246,,1.1976541795305988,1.086993950117365,1.00522172611556,1.1014178013781732,1.0704605094033717,1.0684308203638966,1.1119679077633653,1.097684875902772
1.0096415930275735,1.1012863520710356,1.0501919667011372,,1.1764776479960235,1.066788944867725,1.005132549994144,1.077248849281858,1.098269170863645,1.1029102241976307,1.1008220909940012,1.098898572652307
