Rise-Time_envelope_Median,Rise-Time_envelope_Median.1,Rise-Time_envelope_Median.2,Rise-Time_envelope_Median.3,Rise-Time_envelope_Median.4,Rise-Time_envelope_Median.5,Rise-Time_envelope_Median.6,Rise-Time_envelope_Median.7,Rise-Time_envelope_Median.8,Rise-Time_envelope_Median.9,Rise-Time_envelope_Median.10,Rise-Time_envelope_Median
53.11793949476521,89.38268620735775,141.89627459758452,66.47146810477794,67.76175773421961,79.84849801119299,71.05131597733043,67.10022334793965,54.1435184834845,133.10736097149243,85.17638773583752,96.8339510138929
45.21255133706085,77.54720524346146,117.85042784933596,62.52440021241661,67.45628687829675,87.73705559467697,52.24331022326049,87.675834365135,38.86722369820622,82.24120711919572,67.27650819124467,85.07247724247259
66.95194596115358,71.35152006780996,93.80458110108742,63.74240555257446,59.25371514081002,69.25667674338814,42.48683206642277,65.91924657839144,59.84597579684105,79.99903498500144,67.4722402478832,63.93057757472518
68.39864985032024,69.82733622154878,85.15170541275346,62.49279113103991,58.45632601115739,50.77629789209932,44.82433154248097,57.831278411330935,43.15439431244058,77.75686285080718,126.63529435755991,80.19387984047472
65.94415819881127,68.3031523752876,76.4988297244195,54.31793804897447,73.29003798379097,63.83945497580735,42.78116464966204,44.81038480134097,90.46791848489684,75.5146907166129,132.69857061112072,57.03245364164386
69.52921913975321,66.77896852902643,69.2167992617476,57.36434767139711,137.81302808504842,76.90261205951538,40.73799775684312,32.78305996130257,77.40641020789042,173.5662187650643,275.50171964514607,108.7002027987884
66.1982767810409,65.25478468276525,95.1551457664294,66.28853662390829,202.33601818630584,59.76877760936728,38.69483086402418,29.34695640061692,82.1660157316617,167.58688541022175,418.30486867917136,64.09424216548209
60.517181705182615,63.73060083650407,121.09349227111124,49.42392765808357,266.8590082875633,74.64269055538978,54.8965071850696,31.956017649699213,61.925236985470335,161.60755205537922,136.6893392798244,74.27312960029607
61.566717399492674,62.20641699024289,147.03183877579306,60.605826032643634,182.1084631557962,80.07659259045604,56.9574248858253,50.77204956822132,41.684458239278975,155.62821870053668,38.554812335186725,94.54753093753884
71.07739643944396,60.68223314398172,110.0511518909346,78.89920505488615,97.35791802402908,85.51049462552233,59.01834258658101,39.33181766981971,41.64496553125275,149.6488853456941,41.46176021825628,91.7698410845201
70.40791275810257,59.15804929772054,103.21809896865038,82.58121554474256,61.92591838592492,111.21287249171512,61.07926028733672,26.307436727069547,55.895101212306,143.66955199085157,83.33428794351927,54.78017606226253
81.60072162625146,57.63386545145936,96.38504604636616,43.972947670319535,43.32499114905165,57.39729291349877,63.14017798809242,18.571878929889976,71.52193270361607,137.69021863600904,70.03257539210696,51.011955316521735
69.05830378657097,56.10968160519818,91.91811890866954,29.77731976973406,43.08408822993968,46.40008537094487,76.30639107170477,16.37957750829257,67.33939768604306,131.7108852811665,79.6800969056945,53.98468409909968
66.96078199718728,54.58549775893701,75.86536779246148,59.65409136119055,40.64051697957503,62.72995060003324,75.61398452053221,21.660344508695022,49.48675512657419,125.73155192632396,79.70936261940415,51.40918871123085
61.92467552761171,53.06131391267583,113.71294447795604,481.1900948168021,39.72695377888809,74.36406789476523,74.92157796935965,17.04299746079184,78.47458058647709,119.75221857148142,81.25026046240257,56.2902248214848
41.24282556800684,55.08257849192731,112.66423535415738,65.95884974831755,38.81339057820114,65.93535401788208,74.2291714181871,26.029610479309536,44.0786837499944,113.77288521663888,70.02542273682745,59.059235972772754
44.770713649208375,57.10384307117879,111.61552623035873,49.52095107148988,37.89982737751419,75.07016339226121,73.53676486701453,30.130551515526864,61.05718870987187,107.79355186179632,82.59871588654997,60.54645918659923
25.565809309980214,59.125107650430266,110.56681710656008,65.81670179085768,40.69386010106209,78.45205955806604,72.84435831584197,28.45396369253725,78.03569366974935,101.8142185069538,78.45431916349884,67.64783793223809
