Duration_envelope_Crest_factor,Duration_envelope_Crest_factor.1,Duration_envelope_Crest_factor.2,Duration_envelope_Crest_factor.3,Duration_envelope_Crest_factor.4,Duration_envelope_Crest_factor.5,Duration_envelope_Crest_factor.6,Duration_envelope_Crest_factor.7,Duration_envelope_Crest_factor.8,Duration_envelope_Crest_factor.9,Duration_envelope_Crest_factor.10,Duration_envelope_Crest_factor
3.1708579784818185,1.2833093083034823,1.1533032673145902,2.571708811096274,1.4474909343678533,2.197678864498046,1.5212159802348375,7.818537188874702,1.662776276399786,1.301263457883377,2.243944775518547,2.7667329530326525
4.0808767544938105,1.2958810282460629,1.165804298590253,3.134664704549898,1.3831975539686454,1.941838177514367,1.344711838907196,1.897115892303604,1.2375146848418903,1.2904401733566138,1.866130237653986,2.644206957419128
2.536511508037348,1.3084527481886437,1.1778351027903895,2.030714570139495,1.5183568132079284,1.6846656308968049,1.1682076975795546,3.9267060800431177,1.413363274649119,1.2796168888298505,2.637987636698727,2.714391791517912
1.9800653452507944,1.3210244681312242,1.1898659069905262,3.0048326677753265,1.3514486839283162,2.2974997293861006,1.1804249133564453,1.7221917265956872,1.4331983183988242,1.2687936043030872,1.7670200193403285,2.429726615975872
2.021522246584148,1.333596188073805,1.2018967111906629,2.685117859663822,1.3861857472193573,1.4440437346752046,1.1926421291333362,2.2127152260364262,1.410148249456747,1.257970319776324,1.8058738532421417,3.1735333467748394
2.526130696229488,1.3461679080163855,1.2139275153907991,2.58017433558599,1.4301827940425362,1.474632941954646,1.204859344910227,1.9529862523879964,1.5977302818916876,1.2471470352495608,1.2813255318838552,2.661078119211901
2.52792651787026,1.318491585425861,1.2259583195909356,2.6460368019718983,1.714831764739246,1.2272622018662116,1.2170765606871177,1.4464659828539703,1.3662463645135574,1.2363237507227975,2.4277100189078515,2.521566021530856
2.6489144682676486,1.2908152628353364,1.2379891237910725,2.359406371284508,1.3858665942316617,1.8075875524702447,1.200978375334049,1.7934586098211134,1.814257512036764,1.233754198281086,3.168368187673442,2.8832197633379644
2.050468911682118,1.263138940244812,1.2500199279912088,2.0331262636210408,1.5312405133428717,1.175945061610472,1.1848801899809809,1.6373494416444117,1.6697490829671044,1.1425748060102745,1.6903638965529626,2.5837990175465806
1.7029561645327045,1.235462617654287,1.2620507321913452,1.878303072705448,1.402202820016191,1.627071831400578,1.168782004627912,1.33822078554282,1.6482681820253853,1.2525016890934897,1.727230286345593,2.545588650175819
1.6513371740014389,1.2077862950637628,1.2740815363914817,1.6556406409521027,1.4290952121897962,2.303637694820901,1.1526838192748436,1.787444740380422,1.852858135161361,1.3289405691190193,1.961358522229346,2.6293612005622906
1.5491943020072132,1.1801099724732382,1.2861123405916184,2.00377270432442,2.467563084173176,1.7489700864472555,1.136585633921775,1.12860953401382,1.27203389075177,1.4053794491445488,1.7339772808255405,2.364192963399781
1.4828525156803685,1.152433649882714,1.2981431447917549,3.3036771255592163,1.284822664716137,1.636593087732346,1.1204874485687066,1.4891080850170095,2.154836124674516,1.4145796722403616,1.5998693448891244,2.507073375003701
1.5734323723888204,1.1247573272921894,1.310173948991891,3.0935100621317453,1.5140392571640156,3.291879738619288,1.104389263215638,1.436189401194366,1.2846036946629218,1.4237798953361742,2.0623412308268385,2.50458416956904
1.920008004402926,1.0970810047016648,1.322204753192028,2.7320613457003144,1.531989297131721,1.336273892084936,1.0882910778625696,1.5403938646961657,1.804545284661103,1.432980118431987,1.863444525637764,3.128950705803605
1.4344648411586072,1.0694046821111405,1.3342355573921645,3.4649315349959853,1.4291062779158707,1.5786473345003298,1.072192892509501,1.6445983281979653,1.1682115917435223,1.4421803415277998,1.8357484967240765,2.444964404599549
1.6661865701095937,1.0417283595206157,1.346266361592301,3.1398732655955723,1.6153049845541587,1.8808285783459169,1.0560947071564324,1.582976939080338,1.4352666594295795,1.4513805646236124,1.8686690596870013,1.989018039278642
1.9202422416206493,1.0590904592161758,1.3582971657924374,3.5900458026858435,3.01576293064596,2.50827589024612,1.039996521803364,1.6624488981514538,1.288209674950497,1.4605807877194252,1.8088437302152949,2.1569050107735293
1.7444271843256198,1.0764525589117355,1.370327969992574,3.192051817821434,2.316877917054238,2.152194790805953,1.075497466445681,1.648814001312125,1.0688901291995454,1.4697810108152378,1.992845489875109,2.781997665007042
1.5731073701952831,1.093814658607296,1.3823587741927106,2.820378326328721,1.5392881765249573,1.775880641657818,1.1109984110879974,2.213207807268012,1.2080618134987788,1.4789812339110506,1.4884708440920331,2.097881013899724
1.799612329879425,1.111176758302856,1.3828197963724171,2.5085915290528176,1.5084231110097783,2.7251288463136523,1.146499355730314,2.002470608749328,1.2886564461856562,1.4881814570068634,1.453184050348683,2.1935638747220394
1.905141732865872,1.128538857998416,1.3832808185521237,3.323625804097324,1.387982257231316,2.497896824419718,1.1820003003726305,1.1777590411134362,1.06604727849748,1.497381680102676,2.197848510554342,2.6991261546639587
2.091948370616807,1.145900957693976,1.38374184073183,3.22992932376022,1.556645964390153,1.990387743471112,1.2175012450149472,1.157093391642579,1.0658813351689034,1.5065819031984888,1.832748499751352,2.3203956884433343
1.7814142634203778,1.1632630573895362,1.3842028629115366,3.429806514741805,1.4466225726466426,1.714842976994292,1.2530021896572638,1.3222275331710158,1.2094911996254516,1.1588582116660755,1.6717701856475344,2.292117722832255
2.251791875300328,1.1806251570850963,1.384663885091243,2.599640027695282,1.461171627580118,1.657731403750216,1.17468763776651,1.1257886529939074,1.6073377169633902,1.1074370726455638,2.1013671536043548,3.043583655162099
2.1175070454750315,1.1979872567806564,1.3851249072709495,2.8294302035278047,1.8442055804939528,1.9575193942011784,1.0589625259703244,1.253391000158013,1.21301166549288,1.0560159336250523,2.4508059535275226,2.493362317215236
2.604684966577554,1.2153493564762163,1.385585929450656,2.4782659220205328,2.4447993513096926,1.7678393097034333,1.6924191102938713,1.260287006180657,1.4201958472707257,1.0672784435707734,2.6095855284499394,2.9448569272051337
2.027382647438869,1.2327114561717765,1.3860469516303624,2.5205773889646155,2.6517432425571426,1.9142868935179893,1.436949873792319,1.402580534954224,1.156686895121192,1.0785409535164945,1.564973318489898,2.835551635259701
2.077720747817584,1.2500735558673366,1.386507973810069,2.7728728573245967,2.0832029712672075,1.7839273345529354,1.2319303506899977,1.086311384215919,1.3706356980889458,1.0898034634622151,2.081356422603321,3.001470822515567
2.0091670797598136,1.2674356555628967,1.235813163241079,2.141994366293721,2.1604704016422187,3.207740722256367,1.0269108275876762,1.069593282917337,1.7897771756472058,1.1010659734079364,1.9660280098242369,2.407269236415952
1.9759446117362,1.2847977552584566,1.538100403565687,2.1682541637368464,1.9599659523412976,1.4565826566431397,1.1854548399357157,1.3087268595121146,1.4044441816728963,1.17622029625944,1.6128240050596705,2.133882994312384
2.899728932843449,1.3021598549540168,1.8403876438902949,2.627188207965013,1.853289260185844,1.745567514355905,1.1505855994711902,1.1598542787143435,1.412450945669908,1.2513746191109436,1.88208965708755,2.409414225208946
2.360409964112516,1.319521954649577,1.1942043345052291,2.605629994190632,1.7570703377949688,1.7254601525198807,1.1157163590066648,1.1298320710899956,1.5613808600161403,1.0259088559848637,1.7363224800508723,2.216490396126929
2.098062972353653,1.3368840543451368,1.0055223055232176,2.2942216299752265,1.7764759792822096,2.343239352687002,1.0808471185421396,1.24867215603335,1.273557830913551,1.3203253933977384,1.842506556548949,2.157561525081074
2.193167350267962,1.354246154040697,1.263052221873974,1.9629880791042795,1.5114651716676677,1.450512090151398,1.045977878077614,1.1613676323855608,1.3877675309682265,1.6147419308106132,1.883723834506997,2.235145707283261
2.3092269564685988,1.371608253736257,1.1681146264417357,1.873300676526967,9.329013544831447,1.440926058080589,1.0743784909550058,1.2765989619243236,1.512718706240065,1.909158468223488,1.5503688144329597,2.295998263760765
2.334392281853781,1.3889703534318172,1.18505804262508,1.8568909944775096,1.67243397773576,1.6968592774906677,1.1027791038323975,1.1305699843076942,1.5202598298252816,2.2035750056363628,1.4350493267706763,2.228479935765044
2.428984729795677,1.406332453127377,1.2020014588084245,1.266886726924396,1.5994105643125462,1.7799517962089897,1.4786634229557458,1.2890019165080344,1.800619680440222,1.3206490685880112,1.7934212588868117,2.2084816858444114
2.2525002987183447,1.4236945528229372,1.2189448749917688,1.5155557695703417,2.244754568127608,1.2418865484785409,1.374253980401423,1.2544342330309322,1.7308921451344508,1.1556460348533757,1.10894376240412,1.8426678782423287
2.228947411688629,1.4410566525184971,1.2509034912014942,1.6471556393028726,1.555557323080431,1.2286105574708377,1.2712885276773356,1.3099421826309368,1.8927081496119784,1.1179859320298489,1.2500227603497582,2.1847571760452342
2.2528352674380616,1.4584187522140573,1.2428971204090646,2.1557580521771578,1.569978700140351,1.098695221421898,1.269730399160827,1.8147667624197543,2.2208620546253592,1.0803258292063218,1.3458593177110274,2.264447534528838
2.2120917263152364,1.4757808519096174,1.2348907496166348,1.4887715274447857,1.5985759047380643,1.101842921477366,1.2681722706443186,1.4183254304379431,1.489813304737011,1.051014519843037,1.3403709934938868,2.4473438886755354
2.2552816252067456,1.4931429516051775,1.2268843788242052,1.2371457434603246,1.5010466219703271,2.0666228161696885,1.2471559961592549,1.4818610132862926,1.7300506990848816,1.021703210479752,1.6690102904527149,2.423181472709357
2.151535540869691,1.5105050513007376,1.2188780080317756,1.2104570219633934,1.7456684064852963,1.4529646646215937,1.2261397216741905,2.289436700107974,1.6245075753876648,1.0737277008507649,1.0928298765373796,2.3644400023226537
2.512437950178891,1.5278671509962978,1.2108716372393458,1.3372530246504637,1.7023334387400162,1.1601088156397308,1.2051234471891266,1.302614106864343,1.358961941122262,1.141405137699896,1.7117988454466992,2.426508747523586
2.2498749668345845,1.545229250691858,1.2028652664469162,1.6185954259094488,2.3217058231834264,1.1310873345376018,1.2017803026577611,1.3263098769810695,1.340458719777858,1.1708074965134758,1.198316453010549,2.460647755289278
2.0941079242175977,1.5625913503874178,1.317121140258723,2.0415305362508103,1.460658792589635,2.17952750734415,1.1984371581263955,1.3324039625705215,1.9197681320449869,1.2002098553270557,1.1275814697567863,2.599405420302088
2.1898632691103583,1.579953450082978,1.310572890261007,1.6205971376190311,1.3965320501975933,1.7501552489569308,1.1950940135950303,1.394823185232677,1.3307000100627009,1.1693147126819483,1.7328679445126698,2.5940679700517424
2.1941894401604305,1.5706753073185458,1.304024640263291,1.5826198655161183,1.56210875122903,2.5646628987293365,1.191750869063665,1.4443586171670175,1.4470611232503214,1.138419570036841,1.6067259475034277,2.4976022025259925
2.0660322318003863,1.5613971645541134,1.2974763902655748,1.982434896424288,1.5762167695490457,2.208054750600608,1.215629485645224,1.508655578997732,2.9529156685054545,1.2806293536454416,1.2248324278810678,2.468677775769582
2.395591415376639,1.5521190217896812,1.2909281402678587,2.294731159337001,1.5177761983405906,1.8950251432173515,1.2395081022267829,1.5852449594069915,1.8741407413566296,1.2616977028095275,1.1734506911740552,2.468955236788512
2.301024625623385,1.5428408790252488,1.2843798902701424,2.4897823146910345,1.9353940815467363,1.6801860004679867,1.2633867188083416,1.6282675796006147,1.4784336768254378,1.2427660519736137,1.1220689544670428,2.296677589660185
1.948966518815536,1.5335627362608166,1.2778316402724264,2.9670974693767773,1.7238759032137687,1.483515922279926,1.2872653353899006,1.7325917558314872,2.603297120734344,1.2238344011376996,1.3965676481316256,2.346015551264628
2.2464859019520795,1.5242845934963842,1.2712833902747105,3.6429002103796497,1.6774177510528443,2.2200922682984867,1.3111439519714596,2.03478385866951,2.434454144246335,1.2049027503017855,1.3191932201561585,2.3282003393698774
3.040061784671831,1.515006450731952,1.2647351402769942,2.9202412185030835,1.8710468620510936,2.059489509780773,1.270852500684978,1.8034111765254568,2.05316115873534,1.1859710994658714,1.2418187921806911,2.29349232132978
2.047913028890187,1.50572830796752,1.258186890279278,2.066526208115524,1.6809725297242044,1.7256294693833878,1.2305610493984966,1.5996096276388825,1.6861340341944782,1.193625712471456,1.164444364205224,2.3439747483676703
1.6932794300810998,1.4964501652030875,1.1943714906623235,1.6609076214629992,1.6166742961018354,1.9132102185859805,1.190269598112015,1.6807613708724582,1.7534696281075606,1.2012803254770408,1.2162969826764811,2.492357492993184
2.095667614853066,1.487172022438655,1.1305560910453687,4.362130572608386,1.717031204569169,1.3072581912905612,1.1499781468255337,1.5051566755779076,1.3842099099663814,1.2089349384826251,1.2681496011477384,2.2774487229594893
2.0137337774892425,1.477893879674223,1.066740691428414,,1.4476778184412036,1.3950830025321812,1.109686695539052,1.6644407146466869,1.7510716147419747,1.21658955148821,1.3200022196189956,2.1521011331979167
3.500727068058504,1.4686157369097907,1.102678171116598,,1.544008582389401,1.5531493094066144,1.0693952442525705,1.5698514602139826,1.9269095342393463,1.2242441644937947,1.3718548380902529,2.4937733601912964
1.6935051865284392,1.4593375941453584,1.1386156508047822,,1.541315439584885,1.707415491753368,1.1127294113319897,1.6261001847264245,1.6155286072148929,1.2318987774993797,1.409999254776931,2.7402636296647
1.5737776045394298,1.4500594513809262,1.1745531304929662,,2.4168844527246987,1.6791218275088589,1.1560635784114086,1.6440679489725387,2.204398757027332,1.239553390504964,1.4481436714636091,2.535397817578923
1.5556209277323765,1.440781308616494,1.1316648755225018,,1.849161867806891,1.8078284193518623,1.1688141794621891,1.5943864104056815,2.1611100215554004,1.2472080035105488,1.1590140273462426,1.8105226845016325
2.0405387662157235,1.4315031658520616,1.0887766205520375,,1.7331720567124502,2.806946736394058,1.1815647805129694,1.8190046884227504,2.044506119083496,1.2548626165161334,1.1756192429433394,2.281368714581496
1.6078163966022272,1.4222250230876294,1.0458883655815732,,1.6619591877643938,1.9936885131616449,1.19431538156375,1.611122814610548,2.0854879119982206,1.262517229521718,1.0913876019508657,2.677815390032007
1.8145140879123896,1.412946880323197,1.2845485936196666,,1.812885168570207,2.231132546811274,1.5730329497443478,1.4773028523320426,1.744650846754198,1.2701718425273028,1.5384165572363395,2.0148890768653893
2.4551712824408005,1.4036687375587649,1.2701409394949033,,1.9556551864673188,2.1684575423085515,1.0422732220276574,1.3627469734007316,2.269988936476768,1.277826455532887,1.2701792196968835,2.732180158772038
1.7642455796588263,1.3943905947943325,1.2557332853701402,,1.9404216900531328,1.96589550807233,1.2957889204621131,1.3534445693368633,1.8593451097731148,1.285481068538472,1.1945491710108989,2.1237419791744165
2.326895300013751,1.3851124520299003,1.2413256312453769,,2.27885000780473,1.9542979324461367,1.2862340604557057,1.3383994880860424,2.30030472019309,1.293135681544057,1.6584864476869474,2.519813472582075
3.0354809648512258,1.375834309265468,1.2269179771206136,,1.993264134092824,1.7087713310527486,1.2766792004492984,1.7377938581342098,2.8825347499641656,1.3007902945496417,1.3169927151269845,2.499248608505194
2.6613265676724773,1.3665561665010355,1.2125103229958505,,2.343192569429973,1.930084656696709,1.267124340442891,1.793689543682372,2.1679047209870665,1.308444907555226,1.4591735526920695,2.761049922746406
2.73464525184426,1.3572780237366036,1.1981026688710872,,1.5391326240421508,1.9224203471182928,1.2575694804364834,1.9491006095806536,1.8540170415392745,1.1218394472045432,1.8924506222401,2.5162465713426627
1.98507549480761,1.3479998809721714,1.3534896132020453,,1.783324758794294,3.1972506645760523,1.2480146204300762,1.994827329026197,1.3141568374154282,1.161334148857309,2.0312175379906265,2.0489776235192667
1.4072230677759965,1.338721738207739,1.611837809453343,,2.2881834710766564,2.2857572771103563,1.238459760423669,2.068602966478115,1.86206077676054,1.2008288505100748,1.4801857488440209,2.270741045781824
1.2693900802206912,1.3294435954433066,1.6169062943778565,,2.188035086030623,1.5003994494285553,1.2289049004172612,2.255725631493547,1.88116372037146,1.2403235521628406,1.79423498934696,1.911406214556362
1.2237311293749984,1.3201654526788744,1.1276116729648358,,2.435399116800098,1.8946069488260264,1.219350040410854,2.0364278322043146,1.543812494926444,1.2798182538156064,1.686662692209112,2.207943943963515
2.345262576729938,1.3108873099144422,1.9238413289903915,,2.2272084917777635,2.0407634671730133,1.2097951804044464,2.1840034054658983,1.2942870589539073,1.3193129554683725,1.6143869330312854,2.5757323785464528
2.286396900622297,1.3016091671500098,1.3906960691689174,,2.34754874237408,3.750168892920597,1.2002403203980392,2.1116735651985152,2.597517286457066,1.3588076571211385,1.595112841796823,1.4631287382507534
2.2095908989964137,1.2923310243855777,1.770433701498665,,2.3089962572575167,2.712030171300828,1.1906854603916317,1.7945805932312284,2.952620722431788,1.398302358773904,1.7095229843596866,2.305740648859901
2.153263249497655,1.2830528816211455,1.5385332544691632,,2.268829500166013,1.7337163501594082,1.1811306003852242,1.6206078281899192,1.7212269165826768,1.43779706042667,1.2828128582007807,2.1223366072472847
2.283363449614371,1.273774738856713,1.3066328074396614,,2.424720796459548,2.345578793209008,1.171575740378817,1.5145963379748764,2.29694757156544,1.4772917620794357,1.3852069916153726,2.118498498192118
1.1986030747527168,1.264496596092281,1.0747323604101595,,2.297927491446058,1.3645159900115436,1.1620208803724097,1.517593357525977,2.540860880437414,1.3850768197630128,1.6405192777873052,1.560674760642195
2.174718425738432,1.2552184533278483,1.0236884739797023,,2.512561797562592,2.3332599494941824,1.152466020366002,1.6448936206399238,2.3505609033759423,1.29286187744659,1.7223862748699583,2.2798915810729508
1.9832269360132813,1.2459403105634164,1.087314668851385,,2.5622494246996994,1.8402667819719625,1.1429111603595947,1.5789158426766094,2.8036934207581616,1.5646754025462208,1.587237056978624,2.0087316338848464
2.0305458925399145,1.236662167798984,1.150940863723068,,2.731981152316646,2.097181813387766,1.1333563003531872,1.7351499845000966,2.0914526539921523,1.836488927645852,1.5681400025582204,2.296565894604218
1.895882469536285,1.2273840250345518,1.404087627123997,,2.615747492564827,1.7768596625346529,1.1238014403467798,1.560993138845597,1.9428863785386885,2.108302452745482,1.5075851489782677,2.466955064985347
1.862254250305184,1.2181058822701196,1.2614574084202623,,3.277568456469309,2.2783185355110924,1.1142465803403725,1.5324772991663629,1.625056734530149,1.3603927055079228,1.447030295398315,2.283958048499389
1.7728933540727114,1.2088277395056872,1.2316362298760026,,2.966076863302772,1.6039159245837429,1.104691720333965,1.707589732130418,1.5210268802234554,1.0894952169373977,1.243665457473037,2.451319248706881
1.2425466665887157,1.199549596741255,1.201815051331743,,4.096242863790068,1.4806337014295143,1.0951368603275575,1.4564003467574191,1.5039253208429706,1.1531584035179565,1.385217619648512,2.386106805940288
1.2804210060307162,1.1902714539768229,1.1719938727874832,,2.902628460299168,1.678891570099711,1.0855820003211505,1.6075073600700422,2.060427941230159,1.2172197835267435,1.411590424116053,2.0305854846949165
2.087811615640056,1.1809933112123905,1.1962674535603333,,2.9258630658297315,2.1479789767570963,1.0760271403147428,1.6732075391375554,1.9424716249921368,1.229416572765467,1.1269608887565383,2.3807545507759187
1.8118752161950928,1.171715168447958,1.2205410343331833,,5.0654449723467785,1.6308709431296593,1.0664722803083355,1.540249190629522,1.308674749090861,1.381863789163738,1.316271257156315,2.0709629690665783
1.716861783592722,1.162437025683526,1.2448146151060333,,,1.4922187361115555,1.056917420301928,2.021323747832134,1.293517759140692,1.187609113002014,1.3888363985534344,2.2130778301268497
1.3408154244332176,1.1712266778061056,1.269088195878883,,,1.6962195869504246,1.067311713054186,1.8115494728890464,1.2398109334219642,1.347512690265337,1.6360293926756453,2.4885433933569887
