Duration_envelope_Crest_factor,Duration_envelope_Crest_factor.1,Duration_envelope_Crest_factor.2,Duration_envelope_Crest_factor.3,Duration_envelope_Crest_factor.4,Duration_envelope_Crest_factor.5,Duration_envelope_Crest_factor.6,Duration_envelope_Crest_factor.7,Duration_envelope_Crest_factor.8,Duration_envelope_Crest_factor.9,Duration_envelope_Crest_factor.10,Duration_envelope_Crest_factor
6.195147888650212,3.0295670415413505,3.7350213965117214,4.703758050487982,4.33976381341544,3.124134957065257,7.9219293814863585,5.660916300265631,1.8086190596607288,1.804066979602923,1.7742781808432648,11.073045575305065
2.8665763139761613,1.3855100857074227,2.623362489182232,2.176673391800285,1.1793998227816511,1.3931060392123105,2.050356262353209,1.973285080536624,1.2244053406092343,1.068532899280861,1.7066677623301345,2.330519684462092
2.060604259077308,1.3243618313709464,1.511703581852742,3.562221625886912,1.1366225021238825,1.3882609012908858,1.4218962852733212,2.0452566979550784,1.1604224238007574,1.1873850789447218,1.081357663286416,1.6671836590741047
3.1429585313680923,1.321103594198347,1.2961612291382805,1.239792047547074,1.2649508210423326,1.383415763369461,1.3686276803642274,5.229524588893416,1.139189591134263,1.3062372586085826,1.0073852847401017,3.639811661805994
2.239566173504693,1.3178453570257482,1.080618876423819,1.5388683124771945,1.3203622553753445,1.2529855118376638,1.34757014459646,1.8569242405893984,1.1470850901102927,1.4250894382724435,1.1558574376638382,1.872156898703906
1.6906169795619832,1.3145871198531491,1.2020294080686078,1.1729221397727403,1.3617476749036364,1.1225552603058666,1.3265126088286925,1.1479208871599067,1.2627995161945935,1.146757287164987,1.4479781098175448,1.9330152481985736
1.8470137884851885,1.31132888268055,1.1841891627170729,1.878155747368218,1.403133094431928,1.2728872395277684,1.305455073060925,1.2169817510400305,1.253204805411601,1.1507382721484116,1.7400987819712512,1.791654757989463
2.805301588663072,1.308070645507951,1.166348917365538,1.582542355746678,1.44451851396022,1.5317104523035905,1.1160580391284065,2.089570201654149,1.1789676081942009,1.154719257131836,1.0515424637100117,1.7916645180837047
1.9237909034025704,1.3048124083353518,1.148508672014003,1.829845102863564,1.2736425265400433,1.399483109556221,1.1807227846678434,1.3003382936966452,1.104730410976801,1.1587002421152608,2.0358975886421864,1.9176334050230293
2.003048484450357,1.3015541711627523,1.2731549872129966,1.415548332353027,1.1027665391198669,1.2672557668088518,1.24538753020728,1.6125859090380152,1.1122832088977666,1.1626812270986857,1.561933706356894,2.028861273909756
1.54801946970088,1.2982959339901534,1.240834602749067,2.151764140091252,1.1068084386550292,2.89105505538184,1.3100522757467168,1.658409681441687,2.3607563777799703,1.1666622120821102,1.766641128548934,1.9229399748114044
1.7870196662392503,1.2950376968175543,1.2085142182851378,1.704077629501756,1.796027970003624,2.7255344379548223,1.3747170212861537,1.9776884063994469,1.2312432249512972,1.1706431970655349,1.8057061369895453,2.4780379143572246
1.7536267370058152,1.2917794596449552,1.148570739121586,1.4550184716282155,1.1406747194311266,4.474779845397603,1.944139887391073,1.4795282256462494,1.2608108850884732,1.1746241820489594,1.766176258420069,2.142720673803499
1.5998322331550443,1.288521222472356,1.0522832953375452,2.280146239637008,1.242947257623124,2.51654979877684,1.830665890399081,1.5779306371831012,1.654493384830745,1.178605167032384,1.641581728903556,2.3885361099977924
1.6682303293858525,1.285262985299757,1.235576184385775,1.134219981836064,1.209680373687518,1.5745810842802273,1.71719189340709,1.240376835325694,1.3809809742828112,1.1825861520158087,1.6556982777778275,2.0948962514773743
1.9194702795462195,1.2771247024144503,1.2229544130490584,1.9086741271415208,1.176413489751912,1.1272246207516634,1.6037178964150984,2.0364288672945534,1.2917145824592124,1.1865671369992332,3.1738874314225907,2.648069255978536
2.061864339686561,1.268986419529144,1.2103326417123417,1.5485932470681676,1.1431466058163062,1.4999166756106694,1.490243899423107,1.3730739279728377,1.3357256784880818,1.190548121982658,2.444072960064752,2.601927856640691
1.8092000777185784,1.2608481366438375,1.1977108703756247,2.008415820809047,1.1149534886860195,1.600424225663324,1.3767699024311155,1.5450233867103866,1.379736774516951,1.1945291069660826,1.98777854839958,2.5676760963920207
2.086620807734608,1.252709853758531,1.1850890990389078,1.0611843252500617,1.086760371555733,1.459665249217745,1.315092625780391,1.6631134199737128,1.2959367696951611,1.1985100919495073,2.569616611962368,2.616070179613514
2.4571856697874583,1.2445715708732246,1.172467327702191,1.52517623814219,1.0585672544254463,1.318906272772166,1.2534153491296662,1.7752722577780369,1.3928892433132345,1.2024910769329318,1.5354811607376462,2.6717273968185333
1.817975759234912,1.2364332879879183,1.1598455563654742,1.2581005918385495,1.181959405384838,1.1982250649443122,2.493979065094875,1.6718406785766915,1.319503248537539,1.2064720619163565,1.5334364220067132,2.683621354630888
2.852791762623812,1.2282950051026118,1.1472237850287574,1.6002552252975275,1.079485695937192,1.1866740073978317,1.8258779418425848,1.565259340391486,1.5634466667850226,1.2477542010047498,1.5002885531258818,2.591430224164081
1.7326701285186192,1.220156722217305,1.155126946114457,1.9962576824269225,1.1206922291757582,1.3259887709985223,1.157776818590296,1.429927568179399,1.28991648239706,1.2890363400931433,1.7549419844984202,2.243525292021177
1.4711178825919071,1.2120184393319988,1.1630301072001572,1.228153517442628,1.1618987624143242,1.5077519587807815,1.5057072947316663,1.5567963940059348,1.2636044854880977,1.2738902393738902,2.158763288690794,2.5446159739630603
1.5530140758646809,1.2038801564466923,1.1709332682858569,1.756252021647586,1.2031052956528905,1.2468089590599003,1.8536377708730367,1.508169295922252,1.5316089778165594,1.2587441386546372,2.393160618031298,2.6104374531031582
2.3736795436233327,1.1957418735613858,1.1788364293715567,1.6831804082725714,1.332787777287069,1.1846682773620174,1.918285265156529,1.664964911764513,1.5471655782001767,1.243598037935384,2.271834206631967,2.611995262153985
1.94224383772206,1.1073052291073535,1.1867395904572566,2.002689299307828,1.2830974087560385,1.1499891990920352,1.6635943514300466,2.7162160668890527,1.3326338513477678,1.2284519372161309,2.0792069824592545,2.433624953816298
2.9154728193962147,1.119876949049934,1.1946427515429563,2.02644368486462,1.10521724294349,1.115310120822053,1.14437852919946,1.5486522985119011,1.2162895502501807,1.2133058364968778,1.3557184669246187,2.492085643397401
2.1927002151432577,1.1324486689925148,1.2025459126286564,2.137388561509368,1.344851804747064,1.0806310425520709,1.1887451817089358,1.6947681774539085,1.5983608144849126,1.1981597357776246,1.761857876876548,2.6706422687124336
2.4100023305199154,1.1450203889350954,1.210449073714356,2.433834029028912,2.443172264608318,1.2791122544306106,1.6331387028053652,1.7938986152192216,1.2491322163263576,1.1830136350583715,1.0269698465960946,2.629904138861737
2.815021296879916,1.157592108877676,1.218352234800056,1.7164829314473562,1.2560688541464844,4.254035355031934,1.0756087973808846,1.5316345855055122,1.2025163332344568,1.1678675343391185,2.001324499560338,2.6421679231834894
2.981887977556738,1.1701638288202567,1.2262553958857558,2.3283503297789943,1.1406469921382616,1.466826256134052,1.4513573217224367,2.26463001903778,1.2515308704215902,1.1527214336198657,1.6761445491822666,2.532281442568778
2.1009619958081176,1.1827355487628373,1.0532950171092883,3.930904217720542,1.090427056257226,1.6457948137762717,1.4071084530093787,1.5243499125798567,1.3040883227849271,1.1375753329006124,2.0858005120780003,2.46825046736398
2.6217058343431945,1.195307268705418,1.0657960483849511,2.245650457269645,1.290329278199263,1.4318413599621664,1.362859584296321,2.5873135925236745,1.174644109196643,1.1224292321813591,2.306939780720603,2.4364066683575194
2.7286391341171004,1.2078789886479986,1.0782970796606135,2.571667274383305,1.213760356848102,1.6160696378736064,1.318610715583263,1.6814029041889356,1.29374995074589,1.107283131462106,1.9302206777987785,2.757661629367088
2.3513836979271785,1.2204507085905791,1.0907981109362763,3.1371464833226894,1.1129385217032572,2.6858747475222056,1.7729216305643334,2.332648218428809,1.5808016242848826,1.225919863726268,1.6901427173398542,2.255808492446591
3.0178262292814018,1.23302242853316,1.1032991422119394,1.998768164087225,1.3672502737636472,2.055123463757624,2.227232545545404,2.172155080247271,1.3734743439292936,1.34455659599043,2.4882507919444143,2.6287898568095205
2.825849735355704,1.2455941484757405,1.115800173487602,2.628582929429169,1.1547081258055794,1.8222786742263928,2.0507284042177623,2.416250578116844,1.4339262172235163,1.3337333114636667,2.5669766773499574,2.5220257442345004
2.964294942622687,1.258165868418321,1.1283012047632648,3.133124352928289,1.519166747628351,2.397129665951493,1.874224262890121,1.787842238259491,1.617727632843971,1.3229100269369034,2.6884132492342827,2.9792647796501552
3.39271387990276,1.2707375883609018,1.1408022360389276,3.605353484338198,1.3742314173786845,1.7916993638225331,1.697720121562479,1.866392958326478,1.496470779035432,1.3120867424101403,1.5386867188876503,2.736091307573033
