Amplitude_envelope_Clearance_factor,Amplitude_envelope_Clearance_factor.1,Amplitude_envelope_Clearance_factor.2,Amplitude_envelope_Clearance_factor.3,Amplitude_envelope_Clearance_factor.4,Amplitude_envelope_Clearance_factor.5,Amplitude_envelope_Clearance_factor.6,Amplitude_envelope_Clearance_factor.7,Amplitude_envelope_Clearance_factor.8,Amplitude_envelope_Clearance_factor.9,Amplitude_envelope_Clearance_factor.10,Amplitude_envelope_Clearance_factor
1.1282870244452985,1.0804209608200714,1.0502414799069884,1.123359629744145,1.1183402000047642,1.112571797248482,1.0887298044824578,1.2064295347541552,1.0243183067460169,1.0908334941646538,1.3543047431941748,1.2016545801281664
1.1668476291362633,1.0772122095084902,1.0554968206540023,1.152123147775585,1.0630262457930328,1.0537522044066634,1.0878119849945231,1.236660362731453,1.0714198127913066,1.065284760618049,1.4072612666423123,1.1966985054400507
1.160272702589121,1.0740034581969091,1.0607521614010167,1.1591435525862412,1.049240385870913,1.0270253348881646,1.0868941655065885,1.290983966857576,1.094139764879283,1.0455792078712007,1.0977500549972408,1.1641631113565305
1.1666840271679666,1.070794706885328,1.0660075021480309,1.2517248678452584,1.0432819204809052,1.1122134806468216,1.0859763460186538,1.1926961152842932,1.1149113721644643,1.1031854606597942,1.0770231132373675,1.1468502963485991
1.052069636227687,1.0675859555737468,1.071262842895045,1.236988245587869,1.0618143224942542,1.1605874004451708,1.085058526530719,1.2266628031505329,1.2954123182747592,1.0850934766301457,1.1579205522663558,1.1378988776298031
1.1311110102661237,1.0643772042621655,1.0765181836420592,1.2519120582008505,1.1013093838907189,1.14050799721497,1.0841407070427844,1.0145993061924312,1.213527331143959,1.067001492600497,1.088896096856386,1.1406771019103918
1.110307138303963,1.0611684529505845,1.0817735243890734,1.2865444777731558,1.052502109406551,1.10436252896534,1.08322288755485,1.133911015704956,1.1592114337394326,1.0702036273743307,1.062066440488394,1.1493112501525815
1.079124598034895,1.0579597016390032,1.0870288651360875,1.1656236344592088,1.0590545693570454,1.2772120118314592,1.0823050680669153,1.221139394224021,1.1191757620770648,1.0734057621481647,1.158565447737786,1.1139165175658952
1.130631281838821,1.0547509503274222,1.0922842058831017,1.304748455706208,1.0502617066417008,1.0797374542571254,1.0813872485789806,1.2028186735335509,1.078375445156091,1.0766078969219983,1.1014199819539852,1.1350235259985364
1.1003719288603568,1.051542199015841,1.097539546630116,1.2731655539438187,1.0481367826484576,1.0618456998013923,1.080469429091046,1.184497952843081,1.0170462232610324,1.0798100316958326,1.1260333497176145,1.1328282954664064
1.0369554192312285,1.0483334477042598,1.10279488737713,1.1238696731529243,1.0592279358603396,1.108747484944966,1.0795516096031113,1.1169660465880558,1.0714994316148063,1.0830121664696664,1.21083577677673,1.1516980787889457
1.0455150664353767,1.0476328753466153,1.1080502281241442,1.1419154374682456,1.0770837148998982,1.0517775600264172,1.0786337901151766,1.168797176877582,1.1263243951336557,1.0862143012435004,1.0756466385787222,1.1816401105735692
1.057255955677046,1.046932302988971,1.1133055688711584,1.259254813124892,1.0817488843565697,1.0682131269512705,1.0756493271531995,1.1856615634578034,1.0727686879944611,1.0894164360173342,1.2895700229549638,1.1653939244270357
1.0951323867063385,1.0462317306313265,1.1185609096181726,1.2006174329122743,1.0765039647614132,1.0580905702455463,1.072664864191223,1.1863119845810628,1.1783199770814223,1.0926185707911682,1.1026713903787413,1.169558498151843
1.144804786805604,1.045531158273682,1.113618045560866,1.2818475095318234,1.0649420167514263,1.1482255569038715,1.0696804012292462,1.2409003959085547,1.1259569588906488,1.095820705565002,1.0724228326397285,1.1300407992887955
1.1677864932780444,1.0448305859160376,1.1086751815035594,1.1876651689227675,1.0692118498303722,1.1190333495529363,1.0666959382672694,1.0856011334285598,1.037786944051794,1.099022840338836,1.0367137687481345,1.137014677358733
1.055834860926739,1.0441300135583933,1.103732317446253,1.1132122274290128,1.0690463788451792,1.0810436062083164,1.0637114753052928,1.0541763593662137,1.0205921137437848,1.1022249751126698,1.1031434040432586,1.1341963263019372
1.0688751191861567,1.0434294412007488,1.0987894533889464,1.2554435995698163,1.0713018647749408,1.0618934132529023,1.060727012343316,1.08931392834823,1.0603135082601205,1.0691432898983209,1.07399659634403,1.1304485343452648
1.0568641984321867,1.0427288688431045,1.0938465893316398,1.13789519631002,1.0690814098780383,1.1639431530515,1.0907099780930167,1.029273418057112,1.1715387225013607,1.0524587805005805,1.1510371733684,1.1450605216282557
1.1457024551236084,1.04202829648546,1.0889037252743332,1.154818704675119,1.0685694959495469,1.0774374638289077,1.00524625151138,1.0844015127243014,1.027354410034149,1.03577427110284,1.1046976321377011,1.1524223230533277
1.0662284753056046,1.0413277241278156,1.0839608612170268,1.1707607061057954,1.094488138447088,1.108261033950129,1.231349396813069,1.093783314447808,1.3367337398343635,1.0298002427635071,1.2151726849139008,1.1432475774343045
1.1447018671583078,1.040627151770171,1.0790179971597202,1.30342994864879,1.1029225176023116,1.134740887154125,1.0318874049602216,1.085551504641494,1.0022121285822017,1.023826214424174,1.148363213148664,1.1419797952675006
1.134573918269428,1.0399265794125263,1.0740751331024136,1.1815247127629962,1.07149735092671,1.1294451302777295,1.0761610914043986,1.016050852182656,1.181378334759157,1.0178521860848413,1.1402007881399354,1.1651273010719372
1.1536064828875063,1.0392260070548822,1.0365811852270923,1.089349218262904,1.0649676949596552,1.249867456198292,1.1204347778485757,1.0074133030505583,1.0419415227768234,1.0118781577455085,1.302775169200367,1.1533257971568651
1.196852104369604,1.0385254346972377,1.1135229549122525,1.1005251564212002,1.074701767733807,1.0932043121120472,1.099059939784918,1.0590592587764889,1.1225039151511729,1.049051538348842,1.0749173375706766,1.1380587688107302
1.1923681271934796,1.0378248623395934,1.190464724597413,1.0946481256481884,1.0652450234404522,1.1611608287630792,1.07489336328457,1.0181579186243477,1.059069695111484,1.086224918952175,1.2529614059635976,1.1330550413257685
1.2176945476784302,1.0371242899819488,1.0747600696143087,1.3082846887013937,1.0574214612981094,1.1184272680163636,1.0507267867842218,1.0329619944044564,1.0463144916824725,1.0082273873666678,1.1921834509291995,1.1528239365156676
1.213445849021213,1.0364237176243043,1.0147305562712827,1.1900443201369877,1.075289058429688,1.17692956754732,1.0265602102838736,1.0209381008492444,1.0794440031994572,1.0502416267360266,1.110292083788572,1.088779624675209
1.114872087652989,1.03572314526666,1.2466810924331302,1.0883527043003574,1.0884337452068076,1.0907932597911498,1.0023936337835255,1.0150920155864236,1.0057117633142514,1.0922558661053854,1.250737729071259,1.0900812019476216
1.1215590887777271,1.0350225729090157,1.099743701139429,1.2059536363932233,1.117437263838737,1.1273481062237554,1.02002395674551,1.0705428448890977,1.102139964434902,1.1342701054747444,1.130172221643259,1.1055524581392244
1.233216515839846,1.0343220005513711,1.0806305257267856,1.2964484624055703,1.1160340306442451,1.1510253868184022,1.0376542797074946,1.0439481510885325,1.1409415200863549,1.1762843448441032,1.0272548476477243,1.0782293663120617
1.1950378659062315,1.0336214281937266,1.0615173503141422,1.0477415152818523,1.083931235791379,1.0526979916226658,1.0336470836517455,1.121873996658317,1.0893846093632396,1.144825969593816,1.0293687750884504,1.107293817008463
1.1681580722582652,1.0329208558360825,1.0424041749014987,1.2159205302497833,1.1563274205815706,1.0211497189495202,1.0817550125341746,1.0777633621514102,1.1071338959408858,1.0542451195324058,1.1377614139267704,1.0855753512093835
1.197406618507203,1.0322202834784378,1.0355080921325663,1.2189843278788253,1.1180832395086546,1.0463162880898669,1.081400655331366,1.1421290388412213,1.0313702076968885,1.0388064723660415,1.06090181449898,1.0688101697876389
1.1243213338173743,1.0315197111207934,1.0382935805197289,1.2769862707296735,1.0661946405200762,1.0223824126728014,1.1206277365314212,1.1628027802765406,1.0876049905125451,1.0233678251996776,1.1769289484401766,1.083803071483098
1.1181354581484804,1.030819138763149,1.0410790689068914,1.1914696365899786,1.0519646382034362,1.0117586986366631,1.1598548177314765,1.0402243234455075,1.028542489520554,1.0241692843287755,1.07266615109496,1.1105541672630093
1.08043766259219,1.0301185664055046,1.043864557294054,1.090318037659459,1.0958685174591267,1.174413979776578,1.1284753702374226,1.1336485518629302,1.0505200000820016,1.0249707434578734,1.3137660861881288,1.0959092851930343
1.1380987441969854,1.02941799404786,1.0466500456812164,1.174592510536015,1.0749612336529393,1.0773245122230786,1.097095922743369,1.2216236911985694,1.081721779752252,1.0768390827083851,1.0570105313414129,1.073224887784704
1.1546885362926755,1.0287174216902155,1.049435534068379,1.0554407420558305,1.0678092156957546,1.046258517439096,1.0657164752493151,1.0732043201789605,1.0405897780705384,1.1075825546649336,1.132559183299643,1.1058284842741746
1.0605753274508738,1.0280168493325712,1.0522210224555415,1.0921712617535202,1.118333480519187,1.023285959703885,1.0542127764082387,1.0642194889978698,1.0235622788495184,1.0680195026032793,1.0412563573198832,1.0988806119646926
1.114326381311136,1.027316276974927,1.0178352867054623,1.2659331440859,1.060794716702258,1.219233776694931,1.0427090775671624,1.0675073694742123,1.0235869228423908,1.028456450541625,1.0513390951720305,1.106744253732706
1.1419105549795006,1.0266157046172824,1.0181487554354836,1.1696158346916603,1.1305729074317652,1.14027875931509,1.031205378726086,1.086740399806483,1.0277139633286951,1.0946475191329732,1.0941777270089317,1.1023653189148062
1.1647701764350962,1.0286870201481717,1.0184622241655048,1.1189704127856837,1.0715508580775333,1.2742756332238592,1.0197016798850096,1.1537067261425962,1.0355865037132468,1.1608385877243217,1.1582473123670822,1.091656062663242
1.1184279724865311,1.0307583356790608,1.018775692895526,1.1260897050934202,1.0984610575295186,1.165545059679567,1.0326369656305907,1.1069735658126127,1.2684830701457752,1.0675676006797878,1.0333906446615146,1.0879405728096732
1.1456679348399632,1.03282965120995,1.0190891616255473,1.409488766259907,1.0858230071010009,1.1415852921162215,1.0455722513761718,1.1406818213365804,1.1051844348354138,1.0727675637768266,1.021283765664847,1.082363886054717
1.116369988977401,1.034900966740839,1.0194026303555688,1.407006095900006,1.115508781514856,1.0887319993448776,1.058507537121753,1.1945545641735926,1.0229110012607048,1.077967526873865,1.0091768866681794,1.0799986743134014
1.0866145656720951,1.0369722822717284,1.01971609908559,1.2364171384090086,1.1367939147716457,1.0903237077886467,1.071442822867334,1.100545670056491,1.1750547526253112,1.083167489970904,1.0673138867401442,1.0790034259247203
1.1101260573050722,1.0390435978026176,1.0200295678156113,1.161201577764967,1.0853418555301104,1.1880864643314069,1.0843781086129152,1.1426271584076018,1.2388579077673505,1.0883674530679428,1.0568026877481875,1.0762198551477735
1.194577555694868,1.0411149133335067,1.0203430365456323,1.3329435371969385,1.0809856567124256,1.1903197704625983,1.0707975614085228,1.1920302681464676,1.148958677505848,1.0935674161649815,1.0462914887562311,1.0840715438546595
1.130509649425553,1.043186228864396,1.0206565052756538,1.2873984893844446,1.071331297047424,1.1757977748140305,1.0572170142041304,1.1839790659097924,1.0687945227277285,1.0936592690693046,1.0357802897642745,1.0956636385452216
1.0608706207912422,1.0452575443952852,1.016353781121895,1.1672221313058375,1.0689001343458426,1.2596818291792993,1.0436364669997382,1.1697791430876132,1.1539372094445457,1.0937511219736271,1.071842331022706,1.0863820274020104
1.1630459153400443,1.0473288599261743,1.0120510569681365,1.2838691798235358,1.0631676798642145,1.0646371971964894,1.0300559197953458,1.094409405425905,1.0372441784119393,1.0938429748779503,1.107904372281137,1.112095646418162
1.2043159001934338,1.0494001754570637,1.0077483328143777,,1.0619820910535314,1.0520460982276396,1.0164753725909534,1.094481995875724,1.1797424886715515,1.0939348277822734,1.1439664135395684,1.1175124919724393
1.1881056826254703,1.0514714909879528,1.0090184539827465,,1.0766139435057371,1.1117875248767355,1.002894825386561,1.117336386861953,1.07878247484912,1.094026680686596,1.1800284547979998,1.1220782237478488
1.095420573304659,1.053542806518842,1.0102885751511148,,1.074458092972449,1.1020299342572657,1.0053339785641349,1.1175833536646007,1.1360315879069187,1.0941185335909192,1.1136134985984976,1.1258560741948875
1.168217726052016,1.0556141220497313,1.0115586963194834,,1.1458912751757375,1.1258357463071569,1.007773131741709,1.125503436623822,1.1572524003294409,1.0942103864952422,1.0471985423989951,1.1320421970240668
1.1248483480208362,1.0576854375806204,1.0373272610423014,,1.0739758066795169,1.137874314640309,1.033043250079041,1.0717683857175595,1.2102333387590958,1.094302239399565,1.0175444148832735,1.1556261844289453
1.311969179903463,1.0597567531115095,1.0630958257651193,,1.078721698945692,1.1910951377639378,1.058313368416373,1.1276699836025332,1.1490782629321683,1.094394092303888,1.058694910356377,1.147283109605031
1.138082087426746,1.0618280686423989,1.0888643904879374,,1.0776944925800898,1.0993794553849954,1.083583486753705,1.1111894815000585,1.159732149533194,1.094485945208211,1.0031542859849074,1.1351993846327408
1.163401853967869,1.063899384173288,1.0661146639824504,,1.1505530802672068,1.291726019830956,1.0476758408398237,1.0850014586804757,1.1488423138750528,1.094577798112534,1.1303019426969114,1.1496785762281605
1.0720856456866437,1.0659706997041771,1.0610937201049075,,1.0771049517644582,1.2507631293737893,1.0063246092039235,1.064536717246419,1.177898239451419,1.0946696510168568,1.0873305432590366,1.147787114230098
1.1076052710629904,1.0680420152350665,1.0560727762273647,,1.0705549203474884,1.1338085340510464,1.007059990362797,1.182691622092786,1.2434194251068174,1.0947615039211798,1.117451019420132,1.1939384410899103
1.0917520600375397,1.0701133307659556,1.0510518323498217,,1.0801308543455628,1.1239737122482922,1.006969315419316,1.0687356449591046,1.2845285700025524,1.0948533568255028,1.104286066315077,1.1199562006799555
1.2276284040623495,1.0721846462968447,1.0460308884722789,,1.1548953176358456,1.1451920420378128,1.0068786404758348,1.1804807425603558,1.227529611980251,1.0949452097298256,1.0672893402403634,1.1195376289088346
1.0715136676705392,1.074255961827734,1.041009944594736,,1.080805888725514,1.0979769918947162,1.0067879655323535,1.1905363057551748,1.1452066479122396,1.0950370626341486,1.0693776804043087,1.1152755295223695
1.062931029677234,1.0763272773586232,1.0359890007171932,,1.0937040230586792,1.0876164329996862,1.0066972905888727,1.2634405204518004,1.0399028231635106,1.0386155810671018,1.2553817097130726,1.1550825514419838
1.0209289064214406,1.0783985928895123,1.068845131592047,,1.1209257680710767,1.3104085099115548,1.0066066156453917,1.2524982817739376,1.0272746671387671,1.0521990353290172,1.2100287464539936,1.122828717343129
1.0192701257345922,1.0804699084204017,1.2030152692761835,,1.147076219083487,1.2872588821979325,1.0065159407019104,1.2275632040279436,1.1279959769111445,1.0657824895909325,1.0931882862036422,1.1043253323988087
1.017437600616938,1.0825412239512908,1.2228146651912557,,1.0753897213348145,1.105500437557322,1.0064252657584294,1.2188260285503445,1.0976358202971572,1.0793659438528478,1.1213903756531332,1.13385494610052
1.0138448510840683,1.08461253948218,1.041192803670766,,1.1392193665377246,1.223132704193128,1.0063345908149484,1.2048507890834927,1.075862954488722,1.092949398114763,1.0992843462236248,1.1088905887998024
1.0304378626124693,1.0866838550130693,1.2797044187574584,,1.1344395178375388,1.0930345545416749,1.006243915871467,1.2606257095380429,1.154736159040924,1.1065328523766786,1.1063782813626184,1.105915749829789
1.0338981048982558,1.0887551705439584,1.2820856375828025,,1.0890668659718246,1.2731336776528703,1.006153240927986,1.2827958915598847,1.2667694897870223,1.120116306638594,1.0940625402846338,1.1036902411891127
1.045657345416234,1.0908264860748476,1.1262879441897766,,1.1089526983584077,1.2750615481335543,1.006062565984505,1.157828054108332,1.2336730625257049,1.1336997609005093,1.0971638412758498,1.0941645916288028
1.186470325243146,1.092897801605737,1.105266467271196,,1.112909087294656,1.1405036821530432,1.005971891041024,1.1068185352229598,1.0555550666388869,1.1472832151624246,1.048913252338134,1.0896556376410973
1.055103083101431,1.094969117136626,1.0842449903526157,,1.1512620108192906,1.2329803911542123,1.0058812160975428,1.08834503488297,1.0494744855499087,1.16086666942434,1.1187311016943315,1.0863002283069825
1.0319579428213947,1.0970404326675152,1.0632235134340349,,1.1046081100475138,1.0483540716556528,1.0057905411540615,1.0736939438935758,1.033590433497494,1.1123085325095845,1.1865119278400336,1.0937772330323878
1.059853271436936,1.0991117481984043,1.161788941568373,,1.1563572004776868,1.2292465192833084,1.0056998662105807,1.1022740958244408,1.0528963396294928,1.063750395594829,1.1425907426429558,1.0822149644248025
1.0547235356744336,1.1011830637292936,1.1450046315787006,,1.199789768871628,1.1553898847469803,1.0056091912670997,1.0888037406739532,1.2634705617823436,1.1060645320866709,1.134845304791571,1.0855821633445712
1.050977566388119,1.1032543792601828,1.1282203215890283,,1.1365511110635322,1.0957600066035065,1.0055185163236184,1.1050525079392302,1.2383390446374092,1.148378668578513,1.1785791829183192,1.0875287343803868
1.0543259434232843,1.105325694791072,1.0533717405848102,,1.1328001620198032,1.1933031337941349,1.0054278413801374,1.085097388147376,1.176783754538948,1.1906928050703545,1.168188944132269,1.1030457753943708
1.0774609660956391,1.1073970103219613,1.0371462180563602,,1.2249016419070369,1.3066033231243128,1.0053371664366564,1.079947207132934,1.097282826943524,1.1378948968271811,1.157798705346219,1.0859193001743537
1.0329593931241945,1.1094683258528504,1.044704831537592,,1.2071378453567487,1.088971594607587,1.0052464914931751,1.1053575905029738,1.074568157047315,1.0717402966664682,1.117938567546051,1.10024738175274
1.0096979186918469,1.1115396413837395,1.0522634450188235,,1.182443472717455,1.0688038513580265,1.005155816549694,1.0787162738820146,1.1053073945989011,1.1128490381909335,1.1103141685038378,1.1012058113863348
