RMS_envelope_Root_mean_squared,RMS_envelope_Root_mean_squared.1,RMS_envelope_Root_mean_squared.2,RMS_envelope_Root_mean_squared.3,RMS_envelope_Root_mean_squared.4,RMS_envelope_Root_mean_squared.5,RMS_envelope_Root_mean_squared.6,RMS_envelope_Root_mean_squared.7,RMS_envelope_Root_mean_squared.8,RMS_envelope_Root_mean_squared.9,RMS_envelope_Root_mean_squared.10,RMS_envelope_Root_mean_squared
95.57756487550073,133.9053699991789,89.02303538074496,51.38352677795076,147.2411993690291,111.40852865642384,107.82976726956852,110.953578306553,123.06394592512918,203.1623085587118,144.63722230629662,60.345847106968144
74.30545346269659,78.06642130169791,60.39032402921255,31.14192612365527,121.03227957976422,67.58907554473947,78.99907924670543,76.43684871439274,98.00186979459448,161.0704248060375,96.60348242540348,40.65173593162123
86.30128248629192,78.12645702393903,31.757612677680136,41.99631885543939,117.53734685836932,60.088336168702426,80.66578606632413,77.26529022637524,93.58974103796824,160.4779052497844,91.03808910002608,40.86398379606993
80.26474425900417,76.26239762601574,30.16642350205388,36.794792507902606,111.2919951976332,52.58759679266538,77.41665539823668,68.34492224943983,87.63339587768994,159.88538569353133,85.99965229988821,46.45670255738796
80.08208074990496,74.39833822809246,28.575234326427616,41.82447679852341,111.13192903753242,56.79790446512322,75.88568220462258,59.00952606042844,87.70365562723667,159.29286613727825,84.56377150180013,48.81651987644853
70.3220312437953,72.53427883016919,36.85466696929564,43.91997353505388,112.05967147784251,61.008212137581054,74.35470901100848,53.050794076503934,84.54655237967637,160.21610030561297,80.3889463806259,49.33950781207624
67.46016881495919,70.6702194322459,35.291348536641514,47.50156453762281,112.98741391815264,57.86280332642652,72.82373581739438,51.1673074866635,83.81099554451146,159.1330808164943,76.21412125945166,48.70537569419248
63.14402844770705,68.80616003432262,33.72803010398738,50.855341757607874,113.91515635846274,49.31908399328451,64.99022990474695,53.1599943841331,80.68663656197958,158.05006132737563,65.72721859019029,48.62226789273794
71.40872982117432,66.94210063639933,32.16471167133325,60.27356762878099,111.58712823948564,42.80035531811868,65.17249709800181,53.58864788245315,77.5622775794477,156.96704183825696,66.05918455404714,50.411221457091614
68.57330172278455,65.07804123847605,33.25258245660747,70.79808882041434,109.25910012050858,36.28162664295285,65.35476429125669,53.09886149191467,89.85058789792568,155.88402234913832,51.50508239045979,53.62444474332407
63.40027400313847,63.21398184055277,33.73121104791885,69.45760935857865,106.51315023352726,72.44760499390648,65.53703148451154,52.6307544755029,105.15076712429996,154.80100286001965,68.48710186310282,53.199066050276734
62.10080491664424,61.34992244262949,34.20983963923022,74.74161472930017,101.29796578259884,50.345045226749406,65.7192986777664,51.11057941147325,87.32055362642306,153.71798337090098,63.69323564712256,56.63100134144092
57.08010582115647,59.48586304470621,35.03299918976548,80.83739929139173,103.079308044131,44.79858099860236,78.82894346009861,46.38202175757464,86.44005332326721,152.6349638817823,65.35322508934584,56.6286459628325
50.17145306119388,57.62180364678292,25.696713848096188,76.52237375532009,97.52602659957596,46.517736860720426,76.75884746963528,46.12895166956613,85.24966257500115,151.55194439266364,53.96672246186195,56.517586779590914
50.30482534337178,55.757744248859645,25.658950132458934,81.95201870022004,95.61826269398571,55.30613957272743,74.68875147917196,42.57827461764239,88.47264300923031,150.46892490354497,42.881795717859895,44.871884427606965
53.93718205908269,56.5104586864422,27.979599915815868,82.53938349496114,93.71049878839548,31.82913843662292,72.61865548870864,41.39252153769458,71.30219468446663,149.3859054144263,49.72592239879567,55.94433934806241
61.33722285648459,57.263173124024746,30.3002496991728,60.30295866435063,91.80273488280524,55.63999364827568,70.54855949824531,42.31701406022974,76.36630817334864,148.30288592530763,42.61707370105414,51.87878871984016
58.61297770058763,58.0158875616073,32.62089948252974,76.30246997151002,92.44225563868278,40.05556413158377,68.47846350778198,39.368448185211165,81.43042166223067,147.219866436189,52.2237526664985,55.78861577874543
57.55875983209789,58.76860199918985,34.941549265886664,90.98581614401918,93.08177639456034,44.30293103290525,69.83087264417362,42.16458192047819,82.70428032754636,146.13684694707032,51.73909502919871,56.56145620638847
65.7001373327407,59.5213164367724,37.262199049243605,101.33121517798158,93.72129715043788,48.55029793422673,71.18328178056527,39.24231527813236,86.98121848898425,145.05382745795166,52.69370123759485,59.40967770983248
61.61472310549581,60.27403087435495,39.58284883260053,80.13947593887897,91.52383274393024,30.00232212328172,69.36482190135683,36.53504680167407,99.01824253084446,143.970807968833,60.5530239507759,61.19157977935166
59.04138918100693,61.0267453119375,41.90349861595747,82.14161113622339,86.85664002807299,44.87164254914626,69.89335130108418,34.12383900759244,89.63586607313634,142.54090282454882,60.02186809365532,54.72259901606903
69.7545855944243,61.77945974952005,40.30330211999241,114.74914381020923,88.69512765480079,50.063062298506665,70.42188070081151,37.44749590553656,84.59629915453564,141.1109976802647,54.97535080533871,54.142853392697575
59.91256770508795,62.532174187102605,38.703105624027344,80.73580959772674,90.5336152815286,34.09028773360049,66.81544421367627,32.13438782239662,83.99199586155093,140.7095256512273,59.60645308512761,57.90652140772573
71.44974176470771,63.28488862468515,37.10290912806229,93.21336566648924,92.3721029082564,49.08514803233042,63.209007726541024,32.11784902769747,85.04827543289731,140.3080536221899,60.53647021088217,56.08438556862561
65.10461775730934,64.0376030622677,35.50271263209722,109.50284193126942,95.63172238274828,48.96357123298265,63.29265900552883,31.62549029135687,84.32952564520554,139.9065815931525,65.0894506015163,57.08418630935904
58.43702127527949,64.39146564004974,33.902516136132164,90.27184667921516,93.7133654459711,43.6980034984065,55.430088843740606,31.13767143304884,79.73194883304143,139.50510956411512,64.4959630503659,56.375527214863865
61.59877047721026,64.27778546328271,32.3023196401671,96.82673773986588,103.5453379918511,38.43243576383034,56.78658608648388,30.832360411893504,83.05314994568099,139.10363753507772,64.11866873093734,57.74257450597632
63.4239936719615,64.16410528651568,30.70212314420204,107.76783214573682,89.22732247061279,33.16686802925419,52.38749569527238,30.755408338932696,85.94351455692455,138.70216550604033,56.32560396860668,56.68357733821803
63.67641245225594,64.05042510974864,29.101926648236983,92.16734679320932,83.6040582947728,45.50254975610433,57.12948391391578,28.45883165059406,80.6593980156489,138.3006934770029,54.189087422445176,56.21123455212282
62.77294961750233,63.93674493298162,27.50173015227192,82.20097476848244,75.52348559233594,64.2291060293946,59.01295703364338,28.647199333850395,82.5169584993215,137.89922144796552,69.47964522261483,59.32993149040352
63.28434584366068,63.82306475621459,25.90153365630686,82.85695533645745,68.06131733158938,67.30572502898266,46.7958113278962,27.420787903822,73.70552013610863,137.49774941892812,41.62786261559691,61.94451178079055
59.70947296562069,63.70938457944756,24.0488237087104,89.143802327097,57.12814679082913,67.10204480327722,53.41429163391426,27.15139667551704,88.031323315633,137.09627738989073,58.532766791466734,60.73557390424116
58.12627198316624,63.595704402680525,23.99789488346426,99.03656589316684,72.47441211588853,75.14200910911033,60.03277193993232,24.284693018979777,74.84514479025087,136.69480536085334,66.25272549746387,60.73911550399074
57.32293980490471,63.4820242259135,23.94696605821812,108.2324361565677,65.22168428811833,72.7226530601466,66.65125224595037,25.981473938274195,79.64545571165199,136.29333333181594,60.577539265950406,58.44881653879789
60.55883226546405,63.36834404914647,23.89603723297197,108.97786529847582,61.94282223730991,67.96060480614828,63.961161921727935,27.66689206216598,79.49817600240763,132.911859179206,71.91442667842702,56.81200624598502
65.05140118836901,63.25466387237943,23.84510840772583,109.23272024275364,70.7008564016358,80.52454872990036,61.271071597505504,29.96845087096101,71.94913625064726,129.53038502659606,65.0778929456072,58.36531802015144
67.98155140138972,63.1409836956124,23.794179582479693,112.7024722227879,78.82235840873321,68.56539494802236,60.92393465999848,28.905689420705446,82.61832130033646,130.05738469404972,76.92703427951604,56.60397147816582
68.43443709962769,63.02730351884537,23.74325075723355,121.31644692703009,75.74664768927911,63.44217182433616,60.57679772249146,27.079169298361087,81.00213420041463,130.58438436150337,73.7522192745622,56.28814857237699
66.29258974084581,62.91362334207834,23.692321931987408,120.23075292663944,71.1702588809746,60.32872650937256,60.229660784984446,23.07363239981984,76.65696679023156,131.11138402895705,88.73442713134537,55.60835640852184
67.32773692537098,62.799943165311305,23.641393106741265,132.890360103552,64.65475348949596,50.18150887722694,59.88252384747742,21.853732720165425,82.09995982035296,131.6383836964107,78.77086888898071,55.79802426036991
