Rise-Time_envelope_Central_moment_5th_order,Rise-Time_envelope_Central_moment_5th_order.1,Rise-Time_envelope_Central_moment_5th_order.2,Rise-Time_envelope_Central_moment_5th_order.3,Rise-Time_envelope_Central_moment_5th_order.4,Rise-Time_envelope_Central_moment_5th_order.5,Rise-Time_envelope_Central_moment_5th_order.6,Rise-Time_envelope_Central_moment_5th_order.7,Rise-Time_envelope_Central_moment_5th_order.8,Rise-Time_envelope_Central_moment_5th_order.9,Rise-Time_envelope_Central_moment_5th_order.10,Rise-Time_envelope_Central_moment_5th_order
163432500093239.5,173003095933.1277,69822904549267.91,3035375582260.8325,458165542049.4381,9040546267761.943,2643198082958743.0,459229342534.07526,55600055314.54387,15489638747621.309,5807573362.619733,1.6855439702326726e+17
48740165.1222931,2135872270.9995444,34911395224676.3,423568211.2492396,-196534.41425265645,2833285.24549301,5067062.016658793,879808239039.5662,254707016.26887533,-717149.4274879465,-275238.5761346351,12982626216.5
1157984483.886107,-2.1921212674941293e-17,-114099915.3041069,138457842.3671902,0.0,22475670.01909951,1576909.6732594117,18835344.3787594,2761311.685001277,-488296.1824655529,0.0,67143345.80448286
36072818623.627686,1.0913916326830186e-11,-57049957.652053386,4691012.720697856,2016696.1558673976,42118054.79270601,331515.34644308593,16359141646.71537,387409.1616860759,-259442.93744315943,3.166496753692627e-08,3799719366.274404
7690626302.781364,2.1827854574873048e-11,1.341104507446289e-07,-8652207.198590577,-5.82645043323283e-13,21059027.396353006,264495.0076148114,4046328.420491261,-35507893.26590753,-30589.692420765936,0.0,4209548367.8838696
15304133172.17084,3.274179282291591e-11,0.0,15644.209910148697,-5435350955.107456,-6.43041175862891e-13,197474.66878653687,73268.99085139751,0.0,-2056816478.3464928,5083894357164.046,44820171357.265205
4678905121.963518,4.365573107095877e-11,201885217.719098,-8889725.570170004,-10870701910.214912,0.0,130454.32995826236,6871879.237641419,-1740588.9625003138,-1922113634.8071404,10167788714328.092,18913930253.93536
5106062168.976635,5.456966931900163e-11,403770435.438196,-8791189.074046088,-16306052865.322369,-14040798.632201368,0.0,4158718.869810458,-870294.4812501476,-1787410791.267788,0.0,14225538369.702108
-2790755.430252769,6.54836075670445e-11,605655653.1572939,-2060604.7402073287,-8153026432.661184,-16400866.767836582,0.0,2604652.884955869,1.862645149230957e-08,-1652707947.7284355,4128881842.231248,70205668920.70168
25762473348.20084,7.639754581508735e-11,0.0,-3360798.086403802,0.0,-18760934.9034718,0.0,3991414.49873856,-1.7462298274040222e-10,-1518005104.189083,1192530283.0366974,47629520821.03583
-8517595.91016602,8.731148406313019e-11,968536.6273859446,1515119809.615681,510289563.82339525,211971665.1501644,0.0,53661351.52182514,19713092.8158316,-1383302260.6497307,3169404307.5159345,25633971413.79496
-28858098.19328606,9.822542231117308e-11,1937073.2547718887,2894743.985804518,10212580.068362642,67650154556.41007,0.0,61492.60763974286,-140451.38892905068,-1248599417.1103785,2816880735.010237,143266747379.67108
2478690.76073752,1.0913936055921592e-10,621448.1987822836,32486386.44202739,-659580.9186308379,1176961874.5199556,14368685097.007467,8535458.48551564,7816386.972416984,-1113896573.5710258,41220769600.70103,46613190583.917816
59563724.73248279,1.200532988072588e-10,580673.9545062893,21968290490.43658,-56654.14337929524,43724923241.09018,11496243656.59954,31773539.10372031,191800.5021276361,-979193730.0316734,1167726472.5954492,26667735219.796173
-1285510.2027136332,1.3096723705530167e-10,-557667520.7731475,-3.24249267578125e-05,-37769.42891953015,9243965976.67386,8623802216.191612,4679836.870819167,268058084.84178305,-844490886.492321,1140363866.3466392,55535270301.11262
1624258661.8630176,1.135049387812614e-09,-478014875.5715724,112989423059.78976,-18884.71445976508,9.313225746154783e-10,5751360775.783686,53478808.35402028,-64033.96153220121,-709788042.9529686,396948620.0454828,233539222828.30823
66196444764.4786,2.139131538569927e-09,-398362230.36999726,-4429247.325217929,0.0,71791688.89989603,2878919335.375759,60328920.66173282,-1765907.7345519257,-575085199.4136162,7864586050.856966,217874289131.1829
5161858.36356891,3.1432136893272404e-09,-318709585.1684221,-12968628.091017429,0.5039856313250987,-24782828.229516067,6477894.967833501,60937690.55355519,-3467781.50757165,-440382355.87426376,1085154711.749664,331083883778.37054
38266679.2564771,4.147295840084553e-09,-239056939.966847,2.3283064365386963e-10,1.007971262650197,-3926371.655013696,4474531.590193426,1208966825.9210117,1761359.4899089818,-305679512.33491135,25539415174.034702,229060770539.9688
23099609.552250467,5.1513779908418655e-09,-159404294.7652719,2235.875766715966,1.511956893975296,16930084.919488676,2471168.2125533507,33277342.4027307,-3115123.13141472,-170976668.79555893,12504076610.389074,542336527317.8723
21819764.662318103,6.155460141599178e-09,-79751649.56369674,224210.4128457908,291174.7966805066,0.0,3795959.254392817,-24931628.036320493,-15064243.550561516,-36273825.25620649,543972.3254346135,194165970141.9972
