Amplitude_envelope_Central_moment_6th_order,Amplitude_envelope_Central_moment_6th_order.1,Amplitude_envelope_Central_moment_6th_order.2,Amplitude_envelope_Central_moment_6th_order.3,Amplitude_envelope_Central_moment_6th_order.4,Amplitude_envelope_Central_moment_6th_order.5,Amplitude_envelope_Central_moment_6th_order.6,Amplitude_envelope_Central_moment_6th_order.7,Amplitude_envelope_Central_moment_6th_order.8,Amplitude_envelope_Central_moment_6th_order.9,Amplitude_envelope_Central_moment_6th_order.10,Amplitude_envelope_Central_moment_6th_order
6693520.165023156,14204901.34209668,9534009.881541727,7841579.299178733,4972154.2725706985,6093551.913990137,7845116.594330027,4912464.900336535,6824787.533215265,10125421.867457936,4754576.0747492425,8568895.002742184
16011126.333446069,11355776.837955026,5838410.724839751,9077776.649463013,61063.67376140389,45235939.15473536,4218637.7626776965,4979466.197963466,152962.10510891557,62055.252832949656,5293525.249648772,7456714.128113003
6515466.715477455,219059.18391248,2142811.568137775,7881304.176659951,218465.96335374576,49792136.05183183,162554.8932067113,941131.1642483636,25599.89334573565,82044.96694092265,827.4227149705193,4522160.400904196
22349334.94115054,202382.4945811844,1624339.9403256425,271016.86987523973,160622.28189768616,54348332.9489283,2147135.4773132745,436470.6147510281,172076.06163404338,102034.68104889564,75.3042937959329,2962433.179650935
3474302.2085888046,185705.8052498888,1105868.3125135098,1663438.7267284673,416176.8190096772,31118903.16824121,1472083.421768824,196727.37286236783,262009.54576010653,122024.39515686865,0.0157257384934766,13610801.003747432
3614311.689585712,169029.1159185932,11.784821842449176,45043.70665062841,1698721.163245616,7889473.387554127,797031.3662243735,2156.9543268373945,5420671.528446274,49387.84979732369,2905689.3219260834,11807804.07653254
2490678.834535406,152352.42658729764,405285.81760042993,540722.6897513766,2981265.5074815545,462.2628031382893,121979.31067992275,387179.9507365399,655038.8477879588,46104.24504168254,5811378.628126428,2590522.6159835234
2175802.1400491144,135675.73725600203,810559.8503790174,2393108.36254339,4263809.8517174935,6936035.854612996,15.722653857754077,9357995.115733609,458254.8390398824,42820.6402860414,0.3052561745168563,1542822.6980348176
2450945.594043744,118999.04792470644,1215833.883157605,6667915.304340719,2134841.751143953,3484893.855958218,939610.9717577866,106230.23150299829,261470.830291806,39537.03553040024,361713.8452858173,177622.39713113755
2835953.4780574213,102322.35859341089,29.89585499150887,2099064.7010097173,5873.65057041182,33751.857303440534,1879206.2208617155,13583.378416608775,1.895298160442508e-10,36253.4307747591,340635.3359049092,1011527.8192275462
3055377.7045271085,85645.66926211529,387397.5105758179,11499801.891397802,71.54884989723705,2290866.100605389,2818801.469965644,105900.58904541214,29970668.24613468,32969.82601911795,1034439.452475814,2137702.550726212
8379516.80711186,68968.97993081971,774765.1252966443,1513439.257214591,1028912.8653544592,41830.53036064543,3758396.719069573,169448.74179972237,4611.937090811897,29686.221263476804,168599.39685974998,2112388.161807282
2115955.427526139,52292.29059952413,0.5767933247077657,26453.597296204185,73.52409010286517,64867.67291627351,5103383.126302393,67478.6155193848,2259659.781914968,26402.616507835657,176733.3397805027,2576278.768316284
71598.224915173,35615.60126822855,263.0977463669578,6447352.516335719,27412.57570999381,23945.2866601544,4124268.256881465,57838.27681554243,675180.5459356555,23119.01175219451,245359.6535721881,2601484.244074254
620334.8642398278,18938.911936932967,14406.924598506284,22570.45163333602,18275.05339003956,3418.341804730203,3145153.387460537,3118.014328696709,2888324.084843477,19835.406996553364,581916.7926745713,1153306.4841127717
146444.8848923473,17217.193781357633,13918.201101715453,2371559.5122947027,9137.531070085308,0.0001217070334534,2166038.5180396084,551168.9997733616,22479.8649576335,16551.802240912213,1517760.5802077812,1843659.70180756
105686.96953619987,15495.475625782296,13429.477604924616,31666351.98911918,0.0087501310571899,233428.1109073361,1186923.6486186804,11920.111119583671,267001.0550483319,13268.19748527107,655169.9700283876,1313048.19099451
104570.85450869656,13773.75747020696,12940.754108133782,6730239.008278679,0.0086669629847672,1080024.0738798,207808.77919775265,3408.843966691484,511522.24513903033,9984.59272962992,1232525.5707242126,1635976.399333357
218780.10386560403,12052.039314631627,12452.030611342949,0.0362844133371379,0.0085837949123446,1471375.8162608703,1520196.183681604,4322.683693125766,73129.6086491473,6700.9879739887765,2284134.6021958184,1643235.7434369645
81101.91600109855,10330.321159056291,11963.307114552112,68842.51087181627,0.008500626839922,1862727.5586419408,2832583.588165455,3105.768318518448,2400638.7920203013,3417.383218347626,268179.516739221,2343824.015127835
51501.53752531895,8608.603003480957,11474.58361776128,912553.6696611316,2.2204098313772884,71.35082651745289,526780.7082151741,5728.486651168849,0.5820851941775094,133.77846270648303,1345.0129409494343,2346324.067511014
10582.874340708364,6886.884847905621,10985.860120970445,7943004.870159924,0.0053122644953867,421.0480255818443,795684.5986970379,40327.74040433238,3076935.0479615484,24181.44356242321,390844.59589853726,1604282.076655081
46310.60265538034,5165.166692330287,9887.278856827872,36266961.03012877,708.8388448416146,10298.583795408573,1064588.4891789018,38464.20900914157,2860828.2907917053,48229.10866213994,679185.3887058267,2119754.465457633
737905.0778793046,3443.448536754953,8788.697592685301,484.44908849950696,1417.6723774187335,1071664.1090044384,2385809.1646088725,44272.53968524596,16988.665440511722,44210.016292551976,23387.91247869884,2196668.438238629
217814.5413330249,1721.7303811796191,7690.116328542728,2949585.393421546,2126.505909995853,3.525502422565076,3707029.840038844,17320.87803664487,24815228.23644754,40190.92392296401,149062.95928438887,3026956.316027238
192588.0684147386,0.0122256042823931,6591.535064400156,29383885.451008715,810893.4163637467,21.19338361704833,1025760.9993274568,141523.97266514966,1559391.1357445046,36171.83155337605,28025.06822603829,2860428.6962308483
66301.44565173588,9345.610090928893,5492.953800257583,8362671.814825591,3.0213164533782586,5822.710347782239,1027730.0992533084,639409.4306012108,2054900.5008346064,32152.73918378809,46793.83192212684,4887991.135224527
246185.51718199783,13242.418086596066,4394.372536115011,25686789.77450116,21.39755331766645,11624.22731194743,85.94733293537921,36369.03292694767,192048.2990366299,28133.64681420012,297966.6097030464,5144368.1175938
52684.16774938306,17139.226082263238,3295.791271972439,2264073.124053723,407907.7116240548,17425.744276112622,56.47598175670006,21651.872074120394,2659286.844179174,24114.55444461216,1593023.487732385,6513747.225150433
166768.56707723267,21036.03407793041,2197.2100078298663,9222002.524458991,3193605.9373068195,387563.018013797,536385.2867493677,12220.115974204016,460940.6833962033,20095.4620750242,5.234459291729205,6018371.546927445
118803.6893469442,24932.84207359758,1098.6287436872935,12408558.26396772,88193.63775893544,2637008.6674614223,986.1213885450272,24353.09877229568,16823.215349273098,16076.369705436233,7633889.351460594,6928889.660781757
205151.01263552025,28829.65006926476,0.0474795447228375,10832051.508858748,47158.18018624428,198858.0145345668,44627.65397932028,244536.22700499505,4298.44616671476,12057.277335848266,500558.0394553944,7931881.433506619
214038.55627509748,32726.45806493193,4752903.588743848,17735617.85637097,5.6324586194607154e-11,564978.527006168,29751.769381512902,2308.1644440494624,1333503.457596244,8038.184966260305,9787838.671943843,4738015.682303383
166357.47235178872,36623.266060599104,4224804.870679554,710449.4866163891,909048.6204239724,297.749239821361,14875.884783705522,643387.1014241879,109590.38838855198,4019.092596672344,25143451.890331984,4351223.382754079
156696.81232081863,40520.07405626628,3696706.1526152585,6661273.7211366175,1867920.402074417,219593.84571535068,0.0001858981442647,148765.15855608333,794446.1994706617,0.0002270843773746,10629192.917569626,5674684.34355041
39516.1125245446,44416.88205193345,3168607.434550964,634357.7219641529,269422.2683156925,11033886.917416492,3029170.9671672443,134016.70251416112,3134776.7927019224,9.215033044952078,204799.4158185945,5528656.937796723
104979.68758661194,48313.69004760062,2640508.716486669,592461.3598312875,3952.740750829957,265031.00851561624,6058341.934148591,437965.6142199749,1170524.840198923,18.42983900552678,203449.67904593173,4517200.063427417
56596.37893467116,52210.49804326779,2112409.9984223745,2190351.0155832213,586.0707987529379,3456333.5716372337,5092256.433691941,217905.13997082168,778877.3267718495,26375.65249126634,174191.6741190347,4747707.489323784
603891.5014163426,56107.30603893497,1584311.2803580798,7033815.021197365,3615.859541516974,1744878.6779029693,4126170.9332352905,66299.59105876168,9744224.143434374,52732.87514352716,1304837.5942552595,4524418.947471314
682189.9876632394,60004.11403460214,1056212.5622937852,4109887.7710691816,972951.67574732,6484865.2288866285,3160085.4327786407,151841.40046448534,41902.65569270584,79090.09779578798,132825.96162603013,3341941.189140388
134375.4343900958,63900.922030269314,528113.8442294905,1605430.083797508,2198040.445863348,6254301.568395181,2193999.9323219904,8509564.375370972,8308137.225964614,105447.3204480488,16374.577457595888,5114368.628722264
216973.15023745623,67797.73002593649,15.126165196655506,2401132.8339975057,2470509.670521824,4724006.438889068,1227914.43186534,510619.47262843535,434670.0760846045,131804.5431003096,3267666.659622735,5968813.295508262
50934.40368464034,71694.53802160366,7705.199105792236,2177668.127320625,1451329.2727746936,184080.76726044324,261828.9314086907,1601452.3661275895,45862.38441620829,158161.7657525704,18887.61445952123,3032293.142978596
162775.4654060874,75591.34601727083,15395.272046387818,994917.9631992336,378494.8227110313,1923498.0691520893,224739.9243667876,123069.1111093064,13274.134917002244,184518.9884048312,86692.14314656083,3360552.6575750047
987415.7953467816,79488.154012938,23085.3449869834,1263876.2525685546,2868408.8095103446,161014.35142923956,187650.9173248844,860972.1150871093,116477.94979022648,210876.21105709203,211891.8675391712,2380708.282902732
262685.4863079538,83384.96200860517,30775.41792757898,307289.3098076939,4432130.106923119,150224.5088037512,150561.91028298117,29500576.82542432,445179.63382353936,237233.4337093529,74166.36034793791,2355713.2171728
232457.95672827127,75974.78371028049,38465.49086817456,1964236.314462419,5477251.439742392,15028.816872273812,113472.90324107802,1750607.7139776144,65288.96717166069,263590.65636161366,16895983.007061094,2680318.018853161
121407.57213946556,68564.60541195582,46155.56380877015,3263012.930110292,3060025.9190248926,56833.71890237044,113334.83425002768,6892812.9605955575,111542.60025911016,32384.563815188827,20124297.87796421,2238950.9549475503
173405.62557067053,61154.42711363114,53845.63674936572,25778572.233701304,2636019.551895265,36.72141965141822,113196.76525897732,19298479.41264508,22906.40829330118,4101.532541522303,5439.062375802441,3271037.0469457456
