RMS_envelope_Crest_factor,RMS_envelope_Crest_factor.1,RMS_envelope_Crest_factor.2,RMS_envelope_Crest_factor.3,RMS_envelope_Crest_factor.4,RMS_envelope_Crest_factor.5,RMS_envelope_Crest_factor.6,RMS_envelope_Crest_factor.7,RMS_envelope_Crest_factor.8,RMS_envelope_Crest_factor.9,RMS_envelope_Crest_factor.10,RMS_envelope_Crest_factor
1.3348836810243094,1.060416640312635,1.2294273471508983,1.2750416253973924,1.3905779624861776,1.5677236632596545,1.104844731674519,1.839265235934768,1.2462123204388742,1.057808156061261,1.4423591513988114,1.6834875025254517
1.3974375547745996,1.0546164976247316,1.252611755696963,1.278717341533519,1.3727070558361554,1.665738255894088,1.0659762407672588,1.3589740399157977,1.19515163733411,1.0578139174673866,1.4132983949899731,1.649950577459045
1.3535109933250598,1.054657234430687,1.2757961642430276,1.3057303167603829,1.4857153432868,1.2289507906813004,1.0271077498599988,1.257554700180448,1.253060833793543,1.057819678873512,1.48466790830213,1.6546392325908903
1.2859885385097751,1.0546979712366422,1.298980572789092,1.248873028475709,1.475914082103693,1.533073783150303,1.0423600714106032,1.4687632278183451,1.2513770593087867,1.0217548624397594,1.3916515281771011,1.761138027775592
1.3788172534014118,1.0547387080425976,1.3221649813351566,1.3369788392720925,1.4503206957621069,1.5938436131879603,1.0576123929612071,1.2127692765145432,1.286123794850823,1.0170952152430208,1.79717433494441,1.6259761190111788
1.354691591763508,1.0547794448485528,1.3453493898812212,1.2679291883429369,1.4285817070890316,1.2252477691557002,1.0728647145118118,1.220811107330499,1.7837128574239396,1.0112750322945463,1.947723469334704,1.6319450216953613
1.30951175521021,1.0548201816545082,1.3685337984272858,1.3335042205124763,1.5151128047922868,1.4535818113931307,1.0881170360624162,1.2701403257970014,1.444735053919618,1.0219172705586477,2.113279596948594,1.8805679051332045
1.338830472794786,1.0548609184604634,1.3917182069733502,1.280084999683623,1.470912409884089,1.4859621092236637,1.1033693576130204,1.085134239840862,1.2135575507137948,1.0325595088227493,1.949541198949485,1.6835674560217848
1.359790466007171,1.0549016552664188,1.4149026155194149,1.20954698055353,1.4445722054382817,1.6013242709753617,1.1186216791636248,1.1950357276178558,1.8742489983280453,1.031630066321145,1.8291943383432616,1.7373429978994863
1.2742860539452423,1.054942392072374,1.4380870240654793,1.3534805717789913,1.457386215946162,1.685723126977529,1.133874000714229,1.2537822929032068,1.548356135156291,1.0307006238195409,1.601920689166627,1.6963079927404587
1.2871949997245855,1.0549831288783291,1.461271432611544,1.6292923551452143,1.4457586857472835,1.888196579457717,1.1491263222648334,1.227995438045694,1.472004061049922,1.0297711813179369,2.385335294973548,1.8321696792902988
1.304056423984576,1.0550238656842843,1.4844558411576083,1.488295081018875,1.5688168483325915,1.639848480263837,1.1643786438154378,1.202208583188181,1.354962771062752,1.0288417388163325,1.533203913354947,1.6061409859235467
1.253752165572699,1.05506460249024,1.5076402497036732,1.4006779754179506,1.3979573005263146,1.4856760445897772,1.179630965366042,1.2548297921546565,1.747062807442284,1.0279122963147282,1.222304701035982,1.7433299916236078
1.289213271199361,1.061224977288918,1.5308246582497378,1.3336323767984724,1.5875681209231816,1.62809137568865,1.1948832869166464,1.3820635194996873,1.3926520914065692,1.0269828538131245,1.4083756790822168,1.896805040531861
1.269112814658671,1.0673853520875958,1.5540090667958022,1.4668369852524277,1.4980802665253237,1.605279091725102,1.1934815085835937,1.335670404878846,1.1639481845775508,1.02605341131152,1.299092037751075,1.8574438780043256
1.2621947124367825,1.0735457268862738,1.5771934753418668,1.3709360362625655,1.4905502832254849,1.502017903702514,1.192079730250541,1.333051463453026,1.2222371109256498,1.025123968809916,1.2725062735565058,1.680999549439509
1.260405338990493,1.0797061016849516,1.5300156458885534,1.3546966231823654,1.4861837348255524,1.4741192604382574,1.1906779519174884,1.1442874190100334,1.685238202974319,1.0241945263083116,1.2998257289581887,1.677835060506499
1.3159478339162938,1.0858664764836297,1.4828378164352398,1.4249220152498707,1.528117525390041,1.4716528966082212,1.1892761735844355,1.5163238842558608,1.2363404142397258,1.0232650838067074,1.357181611710574,1.6020194193798514
1.347514376128072,1.0920268512823077,1.4356599869819264,1.4360574064632012,1.424548005586985,1.379958039883609,1.1878743952513828,1.3808125487643357,1.0709972495749538,1.0223356413051032,1.4934211833146307,1.5603837568897996
1.399259027499591,1.0981872260809855,1.388482157528613,1.4833230060298814,1.6388870129217732,1.4861191640489386,1.1864726169183302,1.2123310319402854,1.241453844963208,1.0187670675075304,1.4230251244181025,1.5766731534693137
1.3764543216296017,1.1043476008796635,1.3413043280752994,1.4294213422041555,1.4732832532603712,1.5522120568704938,1.1521734098440632,1.0016415285954932,1.5126064332719091,1.0255252588258728,1.3901782395739395,1.6596672706015625
1.430144010991748,1.1105079756783414,1.294126498621986,1.5325272519809048,1.509831161466369,1.573321527898812,1.039409342411025,1.139640834634881,1.0942832137032392,1.0322834501442153,1.2974506246782431,1.6242173279129823
1.3274929237709252,1.1166683504770194,1.2469486691686726,1.5441028407110708,1.6167987964524608,1.5276486619221985,1.2610947007135436,1.1656452930287224,1.2692499582570451,1.0311717499085962,1.2450986888152094,1.653765273256936
1.3819375219828935,1.1228287252756972,1.199770839715359,1.4664836664070433,1.6780112068147246,1.3970610695452117,1.093791409422472,1.3132082591122132,1.0547370540404577,1.030060049672977,1.262089802482066,1.6675654577868677
1.3920690256457111,1.1289891000743753,1.1525930102620456,1.4656709283503602,1.504414310062357,1.5418158834319062,1.0525275736972026,1.1216827433167131,1.1829555454725735,1.028948349437358,1.384072517104188,1.6941431366888773
1.4101645093648476,1.1351494748730533,1.0650089886258336,1.8269362790590613,1.4793556406715187,1.7886130640765665,1.0112637379719331,1.1309214799872076,1.1601793378489342,1.0278366492017388,1.4091283751615735,1.6273829020722714
1.523183547563011,1.141309849671731,1.1194791624496483,2.2143298452999165,1.5891135164193328,1.5046778036280049,1.1169212847345111,1.1841620787985363,1.2928687588887935,1.022705057726691,1.437786913961833,1.5570583964098896
1.6244376445367683,1.1474702244704091,1.1739493362734637,1.471802903500109,1.6756101996428154,1.25593715886549,1.1007719970123988,1.1263431902893006,1.197431613257394,1.0175734662516431,1.4373544989278195,1.500147336993411
1.3942888819657264,1.153630599269087,1.2408902594112985,1.5437244896184297,1.6797996506760229,1.303979838661703,1.0846227092902865,1.1349867013381558,1.163761690382474,1.0166670878969972,1.4676542911441817,1.638653741573718
1.3995396071394846,1.159790974067765,1.269297567591238,1.922331895704483,1.6809367623563842,1.4723383507400614,1.0684734215681742,1.1691971752978358,1.26973300668245,1.0844486392682304,1.409987225135822,1.562798817587944
1.5713777087196423,1.165951348866443,1.1794891227483355,1.6359036290424354,1.7134290059086654,1.5014435394350851,1.0523241338460618,1.0590208556534015,1.2443284799137977,1.1522301906394634,1.3990092612097678,1.410725992459657
1.3620371887791156,1.1721117236651208,1.096364753602013,1.828326107280425,1.8943908484363745,1.4564005241716258,1.0507440503682608,1.3265612102650082,1.294877409373282,1.2200117420106964,1.3884806850616171,1.5598908978241066
1.43537307850602,1.1782720984637989,1.094723244103012,1.3067940876845705,1.8445549438970883,1.5148157851277595,1.0491639668904598,1.1347776642132137,1.7447272167977153,1.2877932933819296,1.102962972357321,1.5554500851624309
1.46918648240658,1.1844324732624767,1.0930817346040107,1.2129912244847485,1.838436119943972,1.2983223257022904,1.0848766508849166,1.254676025730609,1.4733711593877885,1.0575689582344432,1.1513884156549288,1.633397308962686
1.6562689948521454,1.1905928480611547,1.0914402251050097,1.3178374489099944,2.0250744905687337,1.2642419040666888,1.19917877523352,1.4216950234435948,1.4452940625876043,1.0241344543979805,1.3448872040269817,1.5456430355371689
1.50411003073471,1.1967532228598323,1.0476377981789204,1.2611644388272822,1.7881492086894737,1.3185072342147142,1.160324241094035,1.3995837389813632,1.9326745753273136,1.0170980965217633,1.5516850622253302,1.4420593800289805
1.668883652037554,1.2029135976585106,1.0616713819714203,1.468144671842636,1.8713395642464008,1.276715584821351,1.1251784339839157,1.8702721898137509,1.7497037392284185,1.0100617386455464,1.4344177029049097,1.4338970544292473
1.623825410117201,1.2090739724571886,1.07570496576392,1.5127253932229725,1.9041062677113247,1.1655812850591023,1.090032626873796,2.047550214103658,1.2205440476364988,1.0076463086279284,1.3377575453887498,1.394951428223146
1.488904174399686,1.2152343472558664,1.0897385495564198,1.1606327725799586,1.920674745915429,1.398007045219192,1.111522719132538,1.819520745738515,1.6151150761268271,1.0052308786103104,1.4022201019958114,1.3866751330668892
1.4630226401488844,1.2213947220545445,1.1037721333489197,1.5740119880628878,1.710366895389709,1.2137807584009517,1.13301281139128,1.6025819678239646,1.4600848736054048,1.0523387295910906,1.1688380857594651,1.5083463991571149
1.634922599155752,1.2275550968532225,1.1178057171414193,1.629200071328655,1.9163427435093687,1.017243792545765,1.1545029036500218,1.8763097045199644,1.3484227802269644,1.022719385416173,1.206379974487752,1.4339344918907522
1.564163267131124,1.2337154716519003,1.1318393009339192,1.316321544998644,1.849441040927176,1.1116195220613032,1.117896977341832,1.919090100442823,1.3387386442067923,1.0134156278056028,1.166591239267858,1.4959499141955528
1.6828729807925686,1.239875846450578,1.0275471645525212,1.346384357696409,1.913326209509827,1.2630217703037452,1.081291051033642,1.673974938650859,1.176318549084148,1.004111870195033,1.0884668083282254,1.445116579933709
1.631668336756661,1.2460362212492562,1.029251364229554,1.4972359526346963,2.1217306368429423,1.3571436769535885,1.0446851247254518,1.655751181465841,1.1875662965270977,1.0373626259578017,1.405281661639979,1.5005062409942866
1.6314715831714055,1.2452215990139803,1.0309555639065868,1.4746606669827305,1.6592609770978637,1.2889381058368656,1.008079198417262,1.642107600793117,1.2753537360759315,1.07061338172057,1.1944886424800052,1.519771027155718
1.6402618215446638,1.2444069767787045,1.0326597635836194,1.5422182228564842,1.738136293782516,1.1963097141923444,1.0368030802130923,1.672870962793976,1.480913260405722,1.0611311091792612,1.3890138256767193,1.5287872106162674
1.624454229490222,1.2435923545434289,1.0343639632606525,1.45230490694322,1.8009128618678236,1.4056120732326036,1.0655269620089225,1.698436309060508,1.2488296059122106,1.0643063109082125,1.1974772770363238,1.5584785721427306
1.5633893630906597,1.242777732308153,1.036068162937685,1.4565790889302157,1.7125814510543644,1.2208270739098577,1.094250843804753,1.7080798636369217,1.192655661394843,1.067481512637164,1.0059407283959283,1.5033575455882655
1.4992864244911164,1.2419631100728772,1.037772362614718,1.840017322223649,1.8676512800286689,1.3951964788443478,1.122974725600583,1.6687471811955712,1.4458529168299334,1.0706567143661152,1.093623905516406,1.4703147518925033
1.4883151626946762,1.2411484878376011,1.0394765622917506,1.4540910358570949,1.7292382312248151,1.3647855127144697,1.1516986073964135,1.7072157585580254,2.066683873055643,1.073831916095067,1.160949535313888,1.4857387808566096
1.567636696250975,1.2403338656023255,1.0411807619687834,1.3124128643049997,1.7768912509166466,1.5448457012842167,1.144666637779844,1.7232664170016911,1.4790879375598631,1.077007117824018,1.22827516511137,1.4697950324387763
1.487887511918591,1.23951924336705,1.0428849616458162,1.797030342434665,1.8336106550204867,1.31344625917847,1.1376346681632747,1.7259084620282343,1.7368064439842308,1.0772641087309371,1.295600794908852,1.4881577972827769
1.6031717683962168,1.238704621131774,1.038918256314101,1.9589559629040925,1.6976591571802253,1.2834608983808071,1.1306026985467057,1.774971651040406,1.705364383084452,1.0775210996378564,1.2524371685830975,1.4938163677265417
1.404059106504515,1.2378899988964982,1.0349515509823857,2.0796889405871646,1.646354400803146,1.289457700384788,1.123570728930136,1.4752109290398183,1.391624274250031,1.0777780905447756,1.209273542257343,1.444078484887932
1.2601709942415162,1.2370753766612224,1.0309848456506705,,1.7705879568971976,1.2921307669711186,1.1165387593135665,1.523982494022082,1.3058439538841673,1.0780350814516948,1.1661099159315886,1.4589103081937906
1.4225100709009004,1.2362607544259463,1.0233354179524343,,1.823121612872665,1.2990596947967958,1.1095067896969972,1.4926031516126954,1.289195448529831,1.078292072358614,1.1229462896058342,1.521130600303284
1.3710741398357762,1.235446132190671,1.0156859902541986,,1.740034750778603,1.3830634893912046,1.0744049262852675,1.6095851832373511,1.2289075864813803,1.0785490632655332,1.3107491128052042,1.5491971779003062
1.1614336645744372,1.234631509955395,1.0080365625559626,,1.903185769616585,1.4279787121605445,1.0393030628735382,1.857062009614644,1.230996679645718,1.0788060541724525,1.4985519360045745,1.5991147510007977
1.378848836844068,1.2338168877201192,1.013355528806013,,1.797201061846575,1.4412568895926254,1.034553774870974,1.7434021176775154,1.2905068337092924,1.079063045079372,1.2070664868892562,1.6018310562682836
1.3524022499550727,1.2330022654848434,1.0186744950560636,,1.878871284959534,1.6268692414635677,1.0298044868684102,1.6970743060238715,1.3253294327740623,1.0793200359862911,1.2184556257923709,1.6241851797830906
1.2986524323485784,1.2321876432495675,1.023993461306114,,1.9535449576722832,1.639606614662773,1.025055198865846,1.8180358384317592,1.274304657946237,1.0795770268932103,1.231452776105446,1.4968012083979012
1.3011897026074013,1.231373021014292,1.0017338597916312,,1.9004839067658736,1.7118793371027206,1.1301117594164571,1.457703759323366,1.3651494695931694,1.0798340178001296,1.1950097479712898,1.5426060339603065
1.2071824918771925,1.230558398779016,1.0140319858241948,,1.9181708032011484,1.9718956204687776,1.0948168002621737,1.548903641421444,1.3970807646128331,1.0800910087070488,1.2364575310846482,1.658816535462286
1.2812942166222534,1.2297437765437402,1.0263301118567587,,1.8380908029334893,2.0355429416813484,1.0922533966759498,1.599542805738508,1.2252358875140503,1.080347999613968,1.2405251928962855,1.6127988842728522
1.623686181649464,1.2289291543084644,1.0386282378893226,,1.9029517183663247,1.9405080486610533,1.0925200062651974,1.518714443751571,1.2300428505749377,1.0806049905208872,1.2845673734551266,1.716740822671365
1.767859448372073,1.2281145320731883,1.0509263639218862,,1.818896848889809,2.165701507431003,1.092786615854445,1.5161372755749214,1.2444045504915848,1.0808619814278064,1.423783558445903,1.6536078749992575
1.8533567116876355,1.227299909837913,1.0632244899544498,,1.9040925607946035,2.1374350532456394,1.0930532254436929,1.5293088998980315,1.708430698613408,1.0811189723347256,1.1158966951637466,1.6015063012011796
1.970284779177906,1.226485287602637,1.0755226159870137,,1.9499746099493145,2.315999265941475,1.09331983503294,1.5522485052730788,1.21878071850696,1.0125157132794644,1.1140642969859524,1.7114781073536391
2.107336946869567,1.2256706653673612,1.121127095996222,,1.864338821235333,2.632545644622491,1.0935864446221877,1.627295538357462,1.362734578237095,1.0150682519120375,1.189800037537239,1.553611678700321
1.8014078349702891,1.2248560431320854,1.105031031425341,,1.7858076618468997,2.833780291690108,1.0938530542114353,1.5262986125445577,1.1908595241089703,1.0176207905446106,1.1980435744488764,1.6282547239916625
1.2218934141028226,1.2240414208968096,1.2462684186460269,,1.800364291627213,2.5808592469271554,1.094119663800683,1.6548352220864315,1.3062787513940453,1.0201733291771835,1.2595383804856906,1.6706078139594356
1.2958958205318072,1.223226798661534,1.38207518734826,,1.731226673503769,2.309185533615379,1.0943862733899306,1.5380005357358424,1.1403797716749509,1.0227258678097568,1.4966750898251886,1.6098302106446376
2.1019332767303074,1.222412176426258,1.2450792040248286,,1.73716839689739,2.019578915759807,1.0946528829791782,1.7075618321487032,1.3727064114961156,1.02527840644233,1.3606059339776584,1.612389983240878
2.4486454195200573,1.2215975541909825,1.3568889916983866,,1.7920951914277712,2.1815114712392787,1.0949194925684256,1.6761008560057886,1.250128619249893,1.027830945074903,1.3778486721059109,1.574874072989623
3.074521457895926,1.2207829319557064,1.1043087000324037,,1.6846268723355158,1.671459606420079,1.0951861021576732,1.334023551188802,1.3658044039653974,1.030383483707476,1.4643964230905615,1.5668602707062846
2.763649133685596,1.2199683097204306,1.0796123388775951,,1.7025623321711492,1.5092764769620644,1.0954527117469208,1.5924790467805745,1.0974712418759796,1.0329360223400492,1.1501911725945202,1.5602381825042944
2.1185342278026025,1.219153687485155,1.0549159777227868,,1.6130692168637562,2.553695633455768,1.0957193213361685,1.674184638249776,1.1771530414805798,1.0354885609726223,1.3057470529820088,1.6141034359271866
1.912975050895808,1.2183390652498791,1.0302196165679782,,1.6530960765046967,2.109718604175838,1.095985930925416,1.6914965952584178,1.204882512369257,1.0628176941478895,1.268446973712785,1.609780786984956
2.3304661847225328,1.2175244430146033,1.0009740649680336,,1.689833027323761,2.3342098558363293,1.0962525405146637,1.5676016644150133,1.1880130899815504,1.0901468273231572,1.223378926206982,1.6660094107441128
1.9968272902623536,1.2167098207793274,1.053647106092466,,1.7372554222957228,2.376785074036697,1.096519150103911,1.5709331699589335,1.246343668352984,1.119227582562099,1.305311744956139,1.5818425434022605
2.0031305199522857,1.2158951985440516,1.1063201472168982,,1.7926526484893754,2.379705681047669,1.0967857596931587,1.688449339315989,1.4162574108795158,1.1483083378010406,1.2488366619196574,1.6248492784045243
2.086621137859054,1.215080576308776,1.1170691994423496,,1.872027348308261,2.484090899611168,1.0970523692824063,1.6781410085733277,1.408745557636361,1.1773890930399824,1.3574066283814097,1.6177454697220215
2.295288995819312,1.2142659540735,1.2027042303016469,,1.9399195168782508,2.596200159846085,1.097318978871654,1.6481751794221968,1.3985337555144133,1.1057957227681363,1.4659765948431622,1.6332314204965517
2.020052572005352,1.2134513318382243,1.2290072929430464,,1.8703678014221283,2.769723589358237,1.0975855884609016,1.555504997711772,1.4152984629672498,1.0631502090618412,1.357217449637521,1.622313243983038
1.6917837062575385,1.2126367096029484,1.2553103555844465,,1.8966926489529103,2.319399646861715,1.0978521980501492,1.60604278620061,1.336831867451797,1.0228168170482663,1.327107914125437,1.6259407855879024
1.6620539032283104,1.2118220873676726,1.2816134182258458,,1.9724373874187573,2.734170539529573,1.0981188076393966,1.5896596464844823,1.3977477893054435,1.0461052084833922,1.176676194267304,1.6026059888078534
1.897510790526839,1.211007465132397,1.2540388959280395,,2.43866436981346,2.841492008073244,1.0983854172286442,1.6043294299520343,1.2990495129307766,1.0126343271578893,1.271634833675716,1.5772925418291135
