Amplitude_envelope_Central_moment_4th_order,Amplitude_envelope_Central_moment_4th_order.1,Amplitude_envelope_Central_moment_4th_order.2,Amplitude_envelope_Central_moment_4th_order.3,Amplitude_envelope_Central_moment_4th_order.4,Amplitude_envelope_Central_moment_4th_order.5,Amplitude_envelope_Central_moment_4th_order.6,Amplitude_envelope_Central_moment_4th_order.7,Amplitude_envelope_Central_moment_4th_order.8,Amplitude_envelope_Central_moment_4th_order.9,Amplitude_envelope_Central_moment_4th_order.10,Amplitude_envelope_Central_moment_4th_order
19160.98790990937,25888.88564770826,22262.669841751896,21830.556155735227,15925.947791604043,18462.68955725516,23206.396163331705,12009.460097933308,19681.710754775544,31441.31622834339,15295.266061179032,19968.146621514166
28068.530070422334,35654.51375770461,17574.69284361304,27787.27435971182,1174.9045176549232,86722.79720681474,17674.045379948344,13286.292995004316,2088.569686149725,1197.8343265089784,18149.25346654468,16656.00784224537
21317.8410752886,3633.911198311632,12886.715845474184,22371.579317515545,3627.347721040143,102124.5135010196,2561.527686166908,4235.918255161113,758.3833275390369,1356.4327204275337,88.13565292269558,16596.162076475484
42781.78610679133,3390.2944074762813,11790.301652163897,2821.7645853719328,2548.792031370571,117526.22979522444,13681.313510225456,1522.486431409576,2372.52235504128,1515.0311143460883,17.832538077746886,7827.232373562871
11917.429399854274,3146.6776166409304,10693.88745885361,13492.217089517522,5574.234791377096,78578.47707986365,9686.39386149904,602.6452327444171,3570.4523422689053,1673.6295082646434,0.0627683481454865,17447.778625036255
11644.62504194916,2903.06082580558,5.178635541724042,843.8783389658205,10876.304610523392,39630.72436450285,5691.474212772625,48.91724167511134,30858.06771227617,1041.4459265855603,9256.57474386479,13935.316366573776
10281.51793729451,2659.444034970229,2972.323973966114,4267.304028808047,16178.374429669686,59.78505489298222,1696.5545640462103,1459.6171386234362,7384.531436465314,973.4964268132048,18513.08671938144,3765.911184661321
9529.591202006892,2415.827244134879,5939.4693123905045,13937.557418295584,21480.44424881598,26401.905482047725,6.276013978400271,17449.495727125734,5736.758123715676,905.5469270408494,0.4533597619022538,2398.690638737597
9237.887820303364,2172.210453299528,8906.614650814894,20545.545435386404,10902.99251609188,13641.55488662924,6048.020020629093,1537.6715504538154,4088.984810966039,837.597427268494,2665.430610042672,1101.2743208807815
9763.307641740234,1928.5936624641777,9.63253625334951,10809.026172422837,325.5407833677766,881.2042912107528,12089.764027279783,246.62618368060689,3.29952705710104e-07,769.6479274961385,3273.801843678331,2083.2872037236907
9719.189119395256,1684.976871628827,3623.315575126644,30847.714040122588,11.457134862829449,6156.146001012986,18131.50803393048,371.0523428620869,63751.59681459803,701.6984277237831,3933.9619747869474,3183.400968525468
20479.530071776902,1441.3600807934763,7236.998613999939,8445.05616721979,7814.659841003049,449.0739554032125,24173.25204058117,396.3900397405876,192.73844026021104,633.7489279514277,1200.7845518414676,3790.193266000134
7102.7346809262135,1197.7432899581258,0.5764062173893039,710.4474726975376,11.586632106070374,455.8663304843154,16853.545619893168,229.18643619759217,12898.688481454425,565.7994281790723,1389.4616023718063,4447.4606219167
404.77469532930127,954.1264991227754,32.95629010573233,10408.89880311951,543.6239676376639,352.10809102902635,14038.365378655317,268.9007836220953,2693.841241638113,497.8499284067168,1585.68194832545,4548.616820434853
2426.919681021202,710.5097082874245,454.300872965366,798.6567494706532,362.4301327268779,142.78770959508324,11223.185137417464,60.354673519686784,13876.162485636847,429.9004286343613,4175.655432318989,2617.400362065552
440.8958363886927,645.9227411459686,446.38242953873294,9302.022164426597,181.236297816092,0.0024558987113722,8408.004896179613,1164.0702369943356,636.5620125493015,361.95092886200587,7913.832710979967,3490.85351442878
1117.4261630736214,581.3357740045128,438.4639861120999,83240.3989263231,0.0424629053060137,2863.404709756964,5592.82465494176,130.6764737925925,2429.110632373703,294.0014290896505,5897.622486260912,2909.3349666342374
750.9710650456861,516.7488068630571,430.5455426854669,21863.54386016416,0.0369755536813986,5185.090870414412,2777.644413703909,39.51851170256849,4221.659252198105,226.05192931729505,10543.358919477494,3032.742867495416
995.5091283179728,452.16183972160127,422.62709925883377,0.1096007191337841,0.0314882020567835,8045.68898663085,9268.072447103264,70.21467979491517,1062.974713895474,158.10242954493958,7697.761680063719,3215.115566268875
735.65152354095,387.57487258014544,414.7086558322007,1183.7607628095154,0.0260008504321684,10906.287102847287,15758.50048050262,51.41551457651616,9479.563204680908,90.15292977258424,2728.672997922365,4192.963972910888
473.3113073525012,322.98790543868967,406.7902124055677,6503.586878217666,1.097563923155643,17.202807866731064,1677.5261643739602,103.0776394374294,0.533032908221864,22.20343000022873,38.28052545920898,3860.755411720831
135.47258377030383,258.4009382972339,398.8717689789346,26995.22525806721,0.0304452674480789,44.38156059885882,4850.825656543358,276.95921268346274,14535.084057215268,518.4849110338621,3197.14803814792,3274.850457408412
721.2334377467096,193.8139711557781,358.99770414414246,67659.4883001862,30.563829654067828,171.00718594015154,8024.125148712755,300.88761854413235,14869.391140381742,1014.7663920674954,4615.792174753394,4349.060876855198
4103.6891208262105,129.22700401432223,319.1236393093503,61.68299161136933,61.097214040687575,6385.255366894228,10200.760685207204,305.0856234264626,500.0526200508216,930.2028362393476,254.54350681168728,4583.234142250045
2255.652588665644,64.6400368728664,279.24957447455824,15722.25735660932,91.63059842730732,2.3164024287891567,12377.396221701654,222.7679534401101,45291.16444268579,845.6392804111998,969.187750160176,5943.7822573061485
1092.2441975319523,0.0530697314106953,239.3755096397661,49046.69557631669,6677.103712045088,7.658320416649767,5068.566936111444,661.4634315827942,10243.25341594992,761.075724583052,130.88983633947808,6135.158493994678
