Rise-Time_envelope_Standard_deviation,Rise-Time_envelope_Standard_deviation.1,Rise-Time_envelope_Standard_deviation.2,Rise-Time_envelope_Standard_deviation.3,Rise-Time_envelope_Standard_deviation.4,Rise-Time_envelope_Standard_deviation.5,Rise-Time_envelope_Standard_deviation.6,Rise-Time_envelope_Standard_deviation.7,Rise-Time_envelope_Standard_deviation.8,Rise-Time_envelope_Standard_deviation.9,Rise-Time_envelope_Standard_deviation.10,Rise-Time_envelope_Standard_deviation
169.38583081377763,104.4711149935377,266.9890592525672,117.55641661708282,93.64988955689589,187.79803520097823,377.6925495663732,74.86587186482235,58.62364799031564,234.435320231251,44.24218705151596,670.5229401750842
18.73197113831936,47.902443882218186,152.7748187497242,29.603162096132813,10.199587235304806,18.25434577933856,20.609814311941776,112.3128130596545,29.34199579205231,14.278958776391956,11.57066283137118,47.70096812908766
23.88029526282903,0.1576041920126485,38.56057824688119,32.11770123821427,18.564560147743,29.63646284144525,17.01772881345582,11.325377839316529,17.963129766441334,11.53235276324238,11.53195902197038,27.664768263866417
34.024888516165014,0.9159531153212278,41.0996106679373,23.35760941228594,15.931719959645932,41.018579903551945,11.960500669677858,29.950009471671063,21.32454276395399,8.785746750092805,30.56871998089405,49.049255581518544
20.334322961232026,1.674302038629807,43.6386430889934,31.961920707102696,2.012150049644568,21.54058523542171,10.857689835285576,8.548733838801924,40.57812046180346,6.039140736943231,0.5433253508689688,38.28295452142049
23.879810796918715,2.4326509619383865,34.10061428223568,7.614506676647297,58.26874407826748,2.0625905672914726,9.754879000893292,5.408347786852743,18.331090749863776,67.82539276591613,184.08471234924136,46.7979600071634
18.226250017990647,3.1909998852469657,39.86526439811114,19.89320254341596,114.5253381068904,14.12309100660068,8.652068166501012,9.561172588951466,15.46290362037145,65.3122789082852,367.6260993476138,39.923408996254864
20.6720454514416,3.949348808555545,45.6299145139866,21.58205275241325,170.7819321355133,19.949871617278525,6.852639188207355,18.930805438703533,23.650005736847344,62.79916505065425,78.93533580369495,36.93038778051373
17.938334667563474,4.707697731864124,51.39456462986205,16.255891542250506,97.36970368791128,20.373579989235783,5.584678961418755,15.571911278264832,31.83710785332324,60.28605119302331,32.599609051451274,42.26017766953824
25.535903024454075,5.466046655172703,30.275596406277515,19.475607843417112,23.95747524030928,20.797288361193043,4.316718734630154,11.328406982524571,9.90570645005828,57.77293733539237,31.14931413654124,42.67625393858302
18.28316742780273,6.224395578481283,27.51353041033439,42.756628994822414,41.77680925051297,36.03798814358793,3.048758507841553,9.973429339924277,21.95983453473544,55.25982347776143,45.0515644832486,28.010675608194084
23.22423036183052,6.982744501789862,24.75146441439127,13.825462221396872,15.594467273119704,45.77460731296779,1.7807982810529523,4.1820027464824285,13.336108127663133,52.74670962013048,38.5605876477382,31.70214255356473
14.847238046536262,7.741093425098441,15.658218906553678,28.416575564914844,8.568967499494576,23.53096867322837,77.03204968776708,8.094993205673045,26.85114375910482,50.23359576249954,54.81863934017494,33.05366494629207
17.600432306786455,8.49944234840702,13.355539823195423,46.529822220875154,6.726629068013631,57.99766952585513,68.15575008761111,17.42613286553681,10.10992879492527,47.7204819048686,36.884424955645954,27.716668065532573
16.846972795136157,9.2577912717156,43.41068295216369,121.80993246615392,7.875875918057762,31.913332058326688,59.27945048745514,8.070571235317738,40.16652436983386,45.20736804723766,30.589520243967808,35.43885717852295
21.872871534363146,10.55935828486945,38.4864466427865,94.54717376414906,9.025122768101893,15.086089815176065,50.40315088729917,20.469555722959527,10.67447849657229,42.69425418960672,36.14881097271645,43.89794653889623
66.70658991813879,11.860925298023302,33.56221033340932,20.30539814261858,10.174369618146024,37.8840928079453,41.5268512871432,27.97127655268044,19.82522068476897,40.18114033197577,39.866097634616885,51.44889500673704
16.751649270984476,13.162492311177152,28.63797402403213,27.14142878471032,7.268307913631331,26.5939708357017,32.65055168698722,23.985018504631885,28.97596287296565,37.66802647434483,34.54610442096801,49.29528416648399
