Energy_envelope_Max_Min_difference,Energy_envelope_Max_Min_difference.1,Energy_envelope_Max_Min_difference.2,Energy_envelope_Max_Min_difference.3,Energy_envelope_Max_Min_difference.4,Energy_envelope_Max_Min_difference.5,Energy_envelope_Max_Min_difference.6,Energy_envelope_Max_Min_difference.7,Energy_envelope_Max_Min_difference.8,Energy_envelope_Max_Min_difference.9,Energy_envelope_Max_Min_difference.10,Energy_envelope_Max_Min_difference
7110210.675630715,961407.3193473064,13484473.42710393,40641333.11354685,4457280.116507122,2477690.047817272,2698815.6577119785,2147155.497286076,4434147.863508475,1290770.0180752203,589587.247474218,11434069.981576934
502540.659134347,2310689.662401899,15548487.332603166,18314682.34609732,3747354.9071792345,4585904.603707172,1549444.1479353483,75953932.63274348,3178837.254248661,1160186.734595653,524538.2522977007,15454977.027407784
3624353.474455916,2613970.049821488,17612501.2381024,27848062.27774361,4816926.429869013,6694119.159597073,1224715.8175342851,1108450.23497184,1603105.243941947,1029603.4511160848,504975.97822944826,14892886.593578266
1979780.3505168653,2917250.4372410765,19676515.14360164,27626962.27360631,19898176.25393421,8802333.715486974,1693619.327679741,730402.7651158236,2602160.908906876,899020.1676365171,5958293.197205874,103016391.66336712
5028925.916046986,3220530.8246606654,21740529.049100872,154750440.95750704,89359754.96430384,14978788.436207756,946175.6841548654,416369.4457672071,1552036.4212455086,768436.8841569494,5175122.470143614,12970189.129999604
4777345.89158983,3523811.212080254,23804542.95460011,5671043.884338021,1461488.361868755,48431348.210731104,1149310.9111794834,830354.4802288692,1964755.7199650416,637853.6006773816,14366965.69690707,15452392.84676214
4260825.376196945,3827091.599499843,25868556.860099345,102285937.1067668,1287030.0228395564,2127309.499373985,943351.7876455396,7333904.767326891,3066409.00527492,507270.3171978139,803071.7425590706,21357640.19088301
4755857.119731196,4130371.986919432,7511616.079477904,244063611.36032724,1146237.7933248356,1865497.9394668653,1051863.5872931783,530471.100022113,2095027.1210272568,376687.0337182461,8939334.736795887,14598871.855256584
3733284.128102786,4433652.37433902,6912198.017951006,4862619.409443559,3476432.186089035,3432235.336918695,1160375.386940817,27003124.35497686,1938235.5970319589,246103.7502386784,21591373.83687041,12132218.84615074
9094238.870748758,4736932.761758609,6312779.956424108,39272058.91768841,5154244.817505987,16620671.383263502,1268887.1865884562,2913480.7741002315,3599143.782584379,115520.46675911055,2085003.7279789816,11850573.574540123
4342838.802173388,5040213.149178198,5713361.89489721,2748287.7599439933,2947652.264772732,159644893.51730767,1824173.9540893687,833574.5767361885,5178206.736831207,1171219.8936005186,797363.1045192119,9596427.184257029
4238257.291585092,5343493.5365977865,5113943.833370312,3078054.056428661,4557660.242754421,67031354.74067316,2379460.721590281,1584470.884770452,2401399.671427761,2226919.3204419264,1021430.1244368388,10747290.957696496
9894903.937916135,5646773.924017375,4514525.771843414,70047751.11654246,6992932.856774202,64484207.449828416,2223313.2461862112,9049445.646743452,2195118.4660771303,2394546.044754092,711383.8626478381,10446948.20495093
5074499.968319511,5950054.311436964,3915107.710316516,110094661.1404038,8868219.223339636,69475322.76252374,2067165.7707821417,2054559.6901286736,42938006.33640672,2562172.7690662565,817145.9058170083,43759737.95085172
1823529.3521451969,6253334.698856553,3315689.648789618,146922116.59037325,11590876.107007865,13966668.244784787,1911018.295378072,2298927.145572672,17168146.972175345,2729799.4933784218,279277.10459234315,7576729.985653906
2286236.7488247,6556615.086276142,2716271.58726272,8344676.3334084945,11289213.230798706,145994352.1529717,1754870.8199740024,75427259.7781199,35101940.433090344,2897426.217690587,465435.25939150096,9644200.281622415
2098726.010816692,6859895.473695731,2116853.5257358216,33037800.09072668,10489484.6444425,33262195.53002453,1598723.344569933,3595589.784548528,2391925.984054163,3065052.942002752,796728.2364311378,10733505.784333028
4793544.83418213,7163175.86111532,2064906.641093572,62476052.043338366,12890124.209106414,48356740.01960577,1442575.8691658634,28398594.75792931,1504234.101619665,3232679.666314917,579138.794009935,8871312.82266309
1341384.9214374118,7466456.2485349085,2012959.7564513213,3210877.8706139065,15199174.73359512,21339679.58198205,1133111.3527116072,4096385.146929829,1077653.4401229855,3400306.3906270824,647967.2033107089,9860437.842629582
1607819.0125756103,7769736.635954497,1961012.871809072,8819688.661679493,12370814.378101723,12920909.22494885,823646.8362573513,73777577.93908894,358952.51443555765,3567933.114939248,1375334.134678699,9642784.522133537
1658560.7979720426,8073017.023374085,1909065.9871668213,2144261.64405338,13562979.905806843,9102930.725123305,514182.3198030953,5684500.676380087,270514.46741840243,3735559.839251413,3787644.141295288,7771428.155959504
1874930.401187896,7537144.428318992,1857119.102524572,3473619.339153135,45173086.21243853,3306689.367594638,204717.80334883928,38278405.4092795,291397.28212901624,3903186.563563578,54966159.8095277,7277878.775412213
7506201.697317379,7001271.8332639,1805172.2178823208,9345279.032745669,12735351.66810751,2325402.4871268803,832210.8704054252,15470249.209943764,1084347.4790289465,1062266.0269727334,38368600.42490055,6928710.055273933
5606534.327728918,6465399.238208807,1753225.3332400713,51344656.59733087,12341842.626187945,1685816.6311539863,1459703.9374620111,68212200.29783165,914240.621010683,162332.21877588704,3202924.6259017983,8932428.777563434
7250317.050136265,5929526.643153714,1701278.4485978212,9068008.080966575,13626996.633960674,1615413.3076932658,2087197.004518597,53658580.73212786,669450.5736555404,62237085.417716086,635597.983861015,7360869.7655423535
1284575.3574806903,5393654.048098621,1649331.563955571,4326082.825222534,13162467.248948565,10547687.122451978,2714690.071575183,53199776.67368377,1966694.6703854275,32218819.58488447,325474.292619418,6885972.079098143
4883183.418485451,4857781.453043528,1597384.6793133211,11648039.288649376,64711293.990375526,1561272.8712320332,3342183.138631769,1607324.7352088182,771483.6919897038,2200553.752052849,161913.33450291867,7527016.782961865
1939204.026692572,4321908.857988436,1545437.794671071,6404681.22235672,15412788.56606702,3213549.997670175,3969676.2056883546,1850465.1792265384,578855.6014868536,17726281.94395002,131946.92738085825,7361274.080931547
966746.709650206,3786036.262933343,1493490.9100288209,4258882.734604804,16587058.874548454,73285503.1667405,4597169.272744941,3536878.2272678707,168249.34965585242,33252010.1358472,466673.92315389565,6931685.603353157
1563761.4093447833,3250163.6678782497,1441544.025386571,50493406.2658015,16313828.44129659,2784000.8624823065,5224662.339801527,9402470.610787148,938338.6988533926,48777738.32774437,991194.3254059136,6445776.5933421925
1452924.466654829,2714291.0728231566,1389597.1407443208,32362234.460942395,17058618.334244262,1067245.5281714166,5852155.406858113,15268062.994306425,45059.59745118255,64303466.51964154,401149.325571218,5745696.591270061
721869.9242885198,2178418.4777680645,1337650.256102071,3238733.831534597,21557395.285306923,1898068.501802088,6479648.473914699,11259555.246108366,259048.9228300404,79829194.7115387,349049.7501031887,6773338.110891358
693704.0925004783,2157866.536003243,1285703.3714598208,2078553.3137258608,304531587.917408,884073.8820001204,7107141.540971284,12820565.262357738,757152.3085869413,95354922.90343589,132834.1673986732,5700543.336082709
1094690.8632115354,2137314.5942384214,1233756.4868175709,89875478.51386131,68715604.32867563,1357228.0208096467,6297657.965211634,7437938.435099442,37602.67060221825,110880651.09533304,1689187.6132718285,6849783.122906355
755429.4428419536,2116762.6524736,1181809.6021753207,2227103.299318677,21367778.62877761,738118.7369051925,5488174.389451984,5716451.075161004,122702.25137729966,126406379.28723022,121903.47232503408,5489820.454547496
7654324.668463294,2096210.7107087784,1450135.0189464944,85896417.76320651,21221629.05399991,3686020.4873253535,4678690.813692334,6899318.366370436,287849.4864334194,141932107.4791274,80969.8977961057,6154341.365629174
4320432.452781858,2075658.768943957,1718460.435717668,5555065.404382689,16870835.36049685,2850074.1202507094,3869207.237932685,980538.1561134132,64338.08645842108,157457835.67102456,76520.54327286947,6996876.834218119
780785.4668657423,2055106.827179136,1986785.8524888407,2301627.6868170374,16750031.001083473,1136637.2659438353,3059723.6621730346,5720698.829848642,41726.02602620679,172983563.86292174,92353.33101769436,6307433.754329686
741323.0520805665,2034554.8854143145,2255111.269260016,17300350.23767916,16122448.370984754,1230537.826630855,2250240.086413384,13329683.060802815,66505.6822982498,32628153.94522581,103353.4616743204,6173138.523078312
981564.010747078,2014002.9436494927,2523436.686031189,1283898.2381098983,14937693.714135343,1843513.331597556,3211101.6548598744,5957912.5237867,512527.3446987793,23091169.639256325,1139668.408480503,7459182.178818745
2556507.6388421883,1993451.001884672,2791762.1028023623,3695648.630752324,14529551.4820144,2390063.9506977294,1618807.3471752107,13502699.473770669,441157.4352230397,13554185.33328684,1647315.751143995,7582129.142855872
1214016.2842489153,1972899.0601198496,3060087.519573536,6035306.984195169,162852763.10958904,3327144.5901993127,6371964.112136435,12985835.79009863,2702978.937220889,11949444.154305909,943977.306598211,6351696.573053347
2493018.116227829,1952347.1183550283,3328412.936344709,8387446.214613105,161115834.74734318,4716618.48413736,6818515.504762681,11445475.027125238,475507.5448046466,10344702.975324972,790273.243171022,6514403.718165578
1697174.153074765,1931795.176590207,3596738.3531158827,1287536.689512174,14705904.483968357,2546246.962243401,4426047.367258826,6507774.236101639,1209266.168240739,8739961.796344042,213928.0034705237,5999503.250482946
4067782.69826178,1911243.2348253853,1776951.844901599,276153.9519591303,16145113.751331512,123998104.6597169,2033579.2297549725,4928400.476572226,645203.9590057279,7135220.617363108,2614807.92669893,5236790.2115598135
9465763.00894025,1890691.293060564,2213053.418136836,464021.2885762797,14814963.198688583,3989636.5225785584,8164324.68984657,10117309.600658575,130788.14090587827,3653957.157243031,299950.56109567184,6120156.757703855
3665724.527443888,1870139.351295743,2649154.991372073,723034.8418545296,15773643.437183991,3940292.67990326,6275714.063286567,7864625.178885878,178812.92845195183,172693.6971229529,1326872.898051745,6923576.381340352
10031631.392009726,1849587.409530921,8042568.427946769,16148235.97414224,14819057.868718898,3553818.8791434285,4387103.4367265655,11101147.293717517,186336.61041443303,2061027.6024415016,456439.9166500431,12974687.202441882
6416525.851356111,1829035.4677661,26479959.883877102,3606027.336953775,16686800.942715256,148756403.0288595,2498492.810166564,15302755.844860388,231611.83825995168,30025338.793718304,468474.9776868387,5984714.409030418
1086264.8597230706,1808483.526001278,43384996.462396935,1198886.1795194598,17276108.532509826,7463236.700017203,609882.1836065615,6095849.936877107,109531.60272047644,57989649.98499511,3320931.407815765,5908826.305097713
1066615.121154228,1787931.5842364568,10145830.41138456,7121397.23168218,27696695.683187257,11111738.787823254,1428248.2186678732,10974225.587878548,190337.06865820056,85953961.17627192,523499.55890778126,6890848.670633983
7897430.853983246,1767379.6424716352,8326200.747061021,9141059.336267568,36723290.18888978,5518667.769502664,2246614.2537291846,6498283.988230923,300416.05668975424,113918272.36754872,167822.52848358895,6362699.208759881
3893209.165042655,1746827.7007068135,6506571.082737481,1568136.9057540065,12593026.199418182,748295.0558817963,3739312.689886123,24530439.416986585,299034.03686623555,61819080.126191184,2180250.3690047786,6763696.807472949
1297137.6761748192,1726275.7589419922,4686941.418413942,21141225.936719432,180289073.98843244,437766.50574077934,17565871.289505444,25786325.742995,1017988.748781072,8083855.506918434,715344.3058598023,8059364.350831263
2803776.985683355,1705723.817177171,3849619.668672102,6156768.727517302,18936843.247610565,1127363.2356563257,2769520.7884099656,16193555.561675312,175187.27220071456,5583966.510661433,6174885.09687927,7836572.444358031
416742.4746549644,1685171.8754123494,3609508.460880439,11873464.86224734,7570637.372225922,6472564.863180218,3966305.531651819,14250227.705643412,225433.4680585624,3084077.514404433,15784332.973755628,7463080.85934286
503027.0254141347,1664619.9336475278,3369397.253088776,2959325.043583207,7506092.183831932,15164301.529698586,5163090.274893673,2890564.4813782126,100029.57326553144,2889373.6686586468,1878479.5575547635,7124674.253691763
278312.4155619416,1644067.9918827063,3129286.0452971123,628205.6111151441,19914047.888859622,77669743.05540572,6613216.652660566,10250181.56916179,179940.9488664876,2694669.8229128607,12222961.49447452,6538228.461578076
880090.9930648819,1623516.050117885,2889174.837505449,816765.7104860321,8805115.660011353,2145223.4337861924,8063343.03042746,28434349.050920747,191689.06770893896,443445.5650190879,4540371.301827441,7800578.891551144
1317987.7582005328,1602964.1083530637,2649063.6297137863,530330.0379319016,9464337.34808521,895678.3593005596,9513469.408194352,1063520.6922137244,125987.83293560438,1544396.6620678585,39393111.87123619,6690373.228614091
267547.16829941474,1582412.1665882422,2408952.421922123,728253.5580199079,27906697.328513887,1217140.5537707158,7216348.565151968,777126.7861176906,121228.40476204478,3413457.028811204,10235879.087983582,8607130.284034315
415639.519425399,1561860.2248234206,2335827.565450411,4763996.611505795,8144242.2323948275,3503653.8720915588,4919227.722109584,946203.5448510804,128743.47628437424,5282517.395554548,5943021.591984212,7900839.778743558
649079.9604374632,1541308.283058599,2252345.709602146,1047556.38453072,40842423.22418779,4633725.764139794,2622106.8790672,1411739.498462339,109861.98409004312,15453660.734558756,1361749.932585002,8365807.678249225
755169.2892231289,1510442.9047593614,2168863.853753881,694820.1441453523,8954508.65132012,4564606.455007933,324986.03602481633,6593168.741529697,148412.70655326324,25624804.073562965,1425783.4768930394,8210295.894098569
321732.31835529546,1479577.5264601237,2085381.9979056164,11805085.838704647,14574067.76480416,4467832.43242264,379258.4867323922,1522276.4477756573,6017204.941259705,6244645.091960758,63309.00808120519,7629632.265629109
329334.6278730552,1448712.148160886,2001900.1420573515,18264997.3737463,12215688.847295113,5158453.20555585,433530.93743996817,3289817.8381321314,341894.6818385766,5589316.520939896,167178.8696251472,6907302.908497985
167804.33560368963,1417846.7698616486,1918418.286209087,16971403.66464388,13313756.35908028,3074755.151385065,487803.38814754406,6197954.232653623,76972.34015886474,4933987.949919034,271048.7311690892,7210576.983190201
137328.83765209618,1386981.3915624109,1834936.430360822,951608.762655544,58107883.20766414,3929964.658896452,542075.83885512,1410144.8218770912,1372501.648518897,4278659.378898173,617653.5797880734,6652077.632000923
144995.158534607,1356116.0132631732,1751454.5745125571,4316599.487361597,10694559.46141718,154787687.57702047,596348.2895626959,4936747.898639578,1747636.7415627644,3623330.807877311,644118.3395879575,6624908.174793934
418510.1534173845,1325250.6349639357,1667972.7186642922,24159468.417976286,9385618.55966978,3555432.833359311,1793090.5902755572,5588479.190817696,1116414.2674545215,2968002.2368564485,670583.0993878416,5626963.0460379785
142627.92019021447,1294385.2566646978,1584490.8628160274,37657091.93286311,7956946.800700283,3448369.076102902,2989832.890988419,4919329.2794757495,282358.8290035421,3195477.3079657126,697047.8591877257,6523185.762963103
89463.71840869688,1263519.8783654603,1398795.3328792388,1272277.786622986,5865667.732424651,51196941.23597084,4186575.19170128,2688166.4987843763,968496.9956308976,3422952.3790749763,933468.4026426498,5945765.223600892
182703.3013916833,1232654.5000662226,1213099.8029424502,10621649.01899616,5724385.681802335,3764049.112154987,5383317.492414141,1429962.8525170498,258121.4695702569,3650427.450184241,1169888.946097574,5585782.652685677
152946.6140106414,1201789.121766985,1027404.2730056614,,4645673.847328199,3760477.6919125575,6580059.793127002,1593229.3340018897,2274707.5698336223,3877902.521293504,1406309.489552498,5974214.667445029
185622.03521857777,1170923.7434677472,882780.0710158731,,6046350.193555939,2558768.229040618,7776802.093839863,1485822.4642195972,1078194.6647403743,4105377.592402768,1642730.0330074222,6361672.948198979
215628.48547211027,1140058.3651685095,738155.8690260847,,4928972.0290161725,1836674.019935615,5779684.914025122,1761357.4306188752,2360979.023711838,4332852.6635120325,1494128.29142308,6681579.717644071
253148.0594725473,1109192.9868692718,593531.6670362963,,68693494.754547,2085850.1831689307,3782567.734210381,2237188.5950913783,2146421.0660599414,4560327.734621297,1345526.5498387376,6437680.045958654
218493.50703341275,1078327.6085700342,433771.9222200891,,4532469.021440205,1682498.0548039493,4934111.932199202,1441025.5241504973,2688349.84314629,4787802.805730561,337338.5671225927,5977997.983919997
1829103.523611288,1047462.2302707966,274012.17740388185,,3955586.9730854505,2482869.305666254,6085656.130188022,1845707.497013837,2482841.698551508,5015277.876839824,55377.6132610772,6096931.286012608
512739.9848706028,1016596.8519715588,114252.4325876746,,4106828.207868818,1648720.6184307728,7237200.328176843,1715266.1241653222,2406380.154925484,5242752.947949088,301834.1052383757,5443524.257237923
258979.5492928194,985731.4736723212,608653.6771485863,,19584191.034600347,21643015.751920063,7770872.884965821,2084168.1670780992,2430197.1573745506,5470228.019058352,1346719.1038388042,4826671.316068125
131109.80357892066,954866.0953730836,723962.543135909,,3932872.45222876,4464599.385232084,464359.1790111413,2471936.8832841665,1774367.1305460015,5697703.0901676165,1571690.6205807105,5408235.351946932
184150.9079674272,924000.717073846,839271.4091232318,,3655666.913650734,3479510.379100899,932467.6683074612,10544973.30403722,2331884.827141781,5925178.161276881,1311252.7037980447,101932247.96249942
189296.37777997204,893135.3387746083,954580.2751105544,,4385803.930081258,3015516.576338719,913261.915113351,1596752.5494984868,1946853.773768701,6152653.232386144,1276209.0530649368,6320289.527720261
893699.3753787364,862269.9604753706,1069889.1410978772,,88195550.54597868,1954268.172585048,894056.1619192407,2267370.8770508976,1053189.8958020092,6380128.303495408,1862856.4777954589,4395170.858658455
237089.03777230883,831404.582176133,1185198.0070852,,5209328.91942639,1466986.4465177902,874850.4087251305,2103014.1062900303,1980321.113582444,6607603.374604672,3686753.953805021,5863754.749628262
197858.75265771267,800539.2038768954,1300506.8730725227,,5530210.898666781,1051837.6964534842,855644.6555310203,1984193.3009586912,498358.9927243631,315151.35440027853,118599953.15611117,6394878.282256304
49456.077265198604,769673.8255776577,2438473.6838736264,,11191451.94645947,55794908.31381948,836438.9023369099,1594498.454969583,493269.56156143686,5968358.037031485,150074875.65124488,6075721.356535926
49315.84943101485,738808.44727842,28440464.09115308,,66771249.39032849,12840940.266657377,817233.1491427997,888184.8632820416,463461.7539637101,11621564.71966269,20578861.76962944,4131410.0959603577
33879.80559012122,707943.0689791823,4268665.850074863,,4503175.961785536,917197.845720426,798027.3959486894,952393.93469762,425820.181781788,17274771.402293894,5593190.776149673,4119707.974162302
41878.742277602185,677077.6906799447,6629971.205703965,,32776359.05391004,3249314.927686069,778821.6427545792,1224651.922187155,363713.3446343623,22927978.0849251,3316052.8177790632,3320826.5700053954
230397.02815771336,646212.312380707,79374768.67099191,,35799699.34323954,654921.8203107908,759615.889560469,734810.6985540902,326907.507709228,28581184.767556302,1165929.5993733658,4275062.183317247
259460.05537925032,615346.9340814693,14695816.02025351,,12503643.24941095,75083355.07136919,740410.1363663587,1123444.2127598412,365311.5613678205,34234391.45018751,1194307.7059822688,4839326.75759998
265634.7659017542,584481.5557822317,25715142.79342844,,12289078.93579696,73559131.9912952,721204.3831722485,1405798.6157228025,279435.5096469722,39887598.13281872,808688.0278235311,4069713.290699854
1382738.210413613,553616.177482994,19688747.5037153,,14988926.642572656,1812188.382680335,701998.6299781383,1618884.2607711828,71656.35351477272,45540804.81544992,327995.47447019024,3907748.1695850007
240502.08161946893,522750.7991837564,13662352.214002157,,12582866.813067451,10839991.739116648,682792.876784028,1395873.483360848,49526.22568548808,51194011.498081125,730708.4571004426,3862756.410687221
58168.916211080286,491885.42088451865,7635956.924289014,,13004232.4062356,334455.5649913943,663587.1235899178,1381815.7846192797,66856.23575989931,38912443.89613938,880809.005565769,4146618.52777372
249968.4987890765,461020.04258528096,3620312.5767841246,,54505920.01158664,21734814.35977441,644381.3703958075,1797807.4022237929,119137.6112190203,26630876.294197645,766992.8136827224,5552378.54754223
236795.9297865092,430154.6642860435,2773575.142683022,,72795041.94299647,4108436.9392616376,625175.6172016973,1729106.1842062257,654232.4983943466,94395984.9963999,946235.6386589562,3343575.7126453016
185707.93228702768,399289.2859868058,1926837.70858192,,13163228.912283368,1008174.2088165508,605969.8640075871,1770680.0414845792,547383.9149541844,162161093.69860214,1037260.7184466404,3209162.743151954
171207.02292137657,368423.9076875681,1901131.1127365744,,13604442.280694311,4894477.353615353,586764.1108134768,1871018.5018060831,578168.314769869,229926202.4008044,818064.3195935884,4837041.901084484
259062.61310029952,337558.5293883304,1529503.03191351,,45622629.039955325,78595597.39550076,567558.3576193665,1908920.4699509493,630361.6884043732,16510305.755555494,598867.9207405364,4645044.933922814
186571.4185708984,306693.1510890927,1086118.6575130066,,92802342.49977674,796072.963993606,548352.6044252563,2249197.38677534,680559.611045801,6846729.690092752,1322817.3454613327,3159895.685167121
56585.90315309838,275827.772789855,642734.2831125032,,85603092.70637868,787573.2348472488,529146.851231146,1368056.47077598,862306.9887589149,6378135.320071302,945969.215999217,3027158.156461489
78742.04509809871,244962.3944906176,199349.9087119999,,110978079.84047936,980322.1253252171,509941.0980370358,1882890.003867224,935263.6488545462,5530855.2240455225,2476432.148593614,4278252.847522798
136666.46585432842,214097.01619137987,2132952.126444675,,123016835.66165794,98871641.0918054,490735.3448429256,1716533.7967710153,1621972.3289509965,6454495.090219621,135531.53075959766,5970774.487012012
425951.5173729003,183231.63789214217,4066554.3441773504,,19280629.353560403,1125613.2724590588,471529.5916488153,2279268.254270968,182383.56061372336,6167562.355151588,514886.563719125,3551873.361924842
456594.7092682204,152366.25959290448,6000156.561910026,,,1232951.992839524,452323.8384547051,81386911.90488134,505576.9313836711,5003784.646593524,274082.7899985146,3982137.3454963695
330505.6964196063,205383.4646785345,7933758.779642701,,,1053690.4583764132,2073026.76710954,30695082.15278798,733160.1254453342,5516546.872238113,1227194.1644491674,9217893.285968592
531603.9476458849,258400.6697641646,9867360.997375377,,,15294160.203289889,3693729.695764376,3931349.3077160167,6453.584773720475,2554876.1250412744,1006959.8326705152,8730195.531340308
352610.81433836627,775235.7375839555,11800963.215108052,,,1455802.8394891203,5314432.624419209,4837854.351296025,21663.6879392975,1768632.376784226,1456750.012490953,3952166.330707968
361404.915905989,237.5455135438824,23393587.413677648,,,1631754.75172598,6935135.553074043,5720631.533897444,36873.79110487452,1809998.249347927,3405812.354674417,8854425.318427902
662080.9356008864,138983.832661297,17845428.887686834,,,1370127.7092301282,8555838.481728878,5559296.101621994,464587.5097248047,1665375.480510844,2048159.3467754093,4095977.9686002615
621431.8800738588,140796.40503690724,12297270.361696023,,,1375543.1536607202,8373717.854415392,10131241.040155286,510758.2451752182,1610490.0786542324,1502133.1983416106,4937457.127827048
884059.0422250349,142608.97741251747,6749111.835705211,,,5423751.745770919,8191597.227101906,7169732.506388414,633068.7423416682,1555604.676797621,1590970.979449148,12987709.280901026
1825296.929211557,144421.5497881277,1200953.309714398,,,1062220.53230081,8009476.59978842,68431156.73241024,819395.4233129456,1619756.1347990278,1783880.6106615197,10606699.559438417
10816197.185653336,146234.12216373795,1351601.606056041,,,1168921.635933774,7827355.9724749345,7975220.404640587,473033.7973671064,1562191.75080969,864963.5131236807,8760410.707403166
