Energy_envelope_Max_Min_difference,Energy_envelope_Max_Min_difference.1,Energy_envelope_Max_Min_difference.2,Energy_envelope_Max_Min_difference.3,Energy_envelope_Max_Min_difference.4,Energy_envelope_Max_Min_difference.5,Energy_envelope_Max_Min_difference.6,Energy_envelope_Max_Min_difference.7,Energy_envelope_Max_Min_difference.8,Energy_envelope_Max_Min_difference.9,Energy_envelope_Max_Min_difference.10,Energy_envelope_Max_Min_difference
22147600.05481266,148046.6945393482,4585125.70886273,,,1262455.083439232,7645235.345161449,7681871.917860567,463921.3722772924,1679380.6192261744,6347589.766535964,13260367.668238766
7226361.465110965,149859.26691495845,209406.0942509976,,,2173843.750816634,7463114.717847963,8227007.412084869,618469.5496731319,1791633.0198812615,5967376.659566999,10559459.45126499
6504213.299000621,151671.83929056866,97739.88779689372,,,2594684.922304818,7280994.090534477,8040442.646504484,540508.6134002457,938009.0074345908,2153587.0084321345,10723626.656052222
514508.2642051545,153484.41166617893,255053.70872142096,,,2421560.703164505,7098873.463220991,6894483.618598908,864764.7083885254,1291178.9301945856,1983254.723669548,12451468.126199195
2283804.4073397694,155296.98404178917,352111.98071824183,,,4081798.9748997446,6916752.835907506,8376365.025414086,1186327.8977227022,754255.4090945097,499097.6983172637,12025180.02470832
45630995.10365106,157109.5564173994,449170.2527150627,,,1924781.051540543,6734632.20859402,8338754.107164567,1009176.8859552484,615271.4817575617,1226649.3635946757,13343230.49461104
26700291.175562568,158922.12879300964,546228.5247118836,,,1344716.2757336355,6552511.581280533,10051827.271797612,1475126.8273736716,496185.8354435456,2060142.84941628,10554564.214352649
7769587.247474078,160734.70116861988,552942.4189336598,,,1877831.3571927715,6370390.953967048,12207735.170852063,1116175.9707383304,377100.1891295295,1684509.63856758,10310715.807360671
3473894.279426706,162547.27354423012,8907065.264212258,,,2616526.787708854,6188270.3266535625,12804423.173755111,737331.1932299635,336956.4333679378,1476585.678072826,13290444.041141815
3304101.4156430047,164359.84591984036,6963551.175052213,,,6952099.869348786,6006149.699340076,13705635.839257406,530098.1753947767,301520.12474547606,1294754.76744754,12088680.100939969
843136.3184526442,173355.4601504597,2514640.70001494,,,9989775.43626841,5824029.07202659,14592261.437004654,260185.2194225656,310406.58215184696,2011695.23457715,9693477.29059403
660423.7520009953,182351.07438107903,4328242.366958078,,,11778698.01709644,5641908.4447131045,15705546.87180608,468217.8774979777,1051193.6258739997,2728635.70170676,9940974.640960611
460807.0163339437,191346.6886116984,790573.492686999,,,2286900.942498217,5459787.817399619,15614517.558970105,449628.12943698384,815539.4120661481,4813420.012512924,9960454.194057472
219830.1426602532,200342.30284231773,1934776.141970625,,,4584185.89128338,5277667.190086133,16400778.241016077,431038.38137599005,579885.1982582966,6898204.323319089,11471803.943486083
172916.04067058492,209337.91707293707,3078978.7912542503,,,15017668.882801294,5095546.562772647,15891332.058339406,412448.63331499626,459790.3273038734,5142126.662726089,10171101.429031303
1425941.1142161414,218333.53130355643,2703383.120618506,,,7358647.440314799,4913425.935459161,15796219.076334093,393858.8852540024,335731.3247042354,134680853.39085394,13519109.140163708
1316355.363447605,227329.14553417577,2327787.449982761,,,4771882.438731551,4731305.308145676,15379697.8085568,606079.4166405413,364061.4717096649,13559647.97307122,17823312.798122156
658027.3717567825,236324.7597647952,1952191.7793470165,,,1993410.2893524824,4549184.6808321895,15198237.437735112,2428151.585254088,146440.00100461394,4599327.519510541,13891080.215758637
1779782.8943769736,245320.37399541447,1273116.5981500002,,,1769924.1485780596,4185300.232248925,14774319.345502948,2192080.6009621588,162934.8056756463,5131331.78846518,10097741.353558129
5737643.071578654,254315.9882260338,594041.416952984,,,18478539.586861968,3821415.783665661,13782570.332309602,1246125.3973989016,236552.6402873164,2515983.388965816,12309147.648015002
572658.6925231918,263311.60245665314,294724.5119836258,,,107961989.01631896,3457531.335082396,13967142.458640585,300170.19383564475,361882.578997748,3883028.7242314536,38266859.701352745
204174.10805680137,272307.21668727254,1310118.7205497583,,,13047196.762571177,3093646.886499132,12950073.08240393,223140.3527989368,681675.265038806,2766537.377624214,12957499.496600753
1320964.4586299616,281302.8309178918,304259.7259965667,,,9042932.871203547,2729762.437915867,12979623.35231094,194742.73821238417,823183.4580795029,2039224.5372749248,10870230.244393706
246551.2744439155,290298.4451485112,278017.730017912,,,3004294.9575383672,2365877.989332603,13045594.431124937,104238.3776147787,1021133.6521703368,2395375.471249161,12434958.325838692
804558.4650022653,299294.05937913054,455553.607055451,,,10353954.01381098,2001993.5407493385,13586809.926262489,101083.2905015148,1219083.8462611707,2953831.0116930604,14288858.787187168
392930.81621427264,308289.6736097499,596348.1591322613,,,13440116.360305907,2028112.6448474256,13587397.687296422,102925.41392211385,1417034.0403520046,3705230.455354097,13695500.301509256
127250.75867993916,317285.2878403692,264782.10426110285,,,3320189.378582896,2054231.7489455128,14676683.733107986,105642.94873860084,1915573.11710058,3772594.2153584114,17800493.18805735
916580.1062454488,326280.9020709885,238186.14708085032,,,4303221.971776997,2080350.8530436,15220873.858594954,301321.11005356885,2928598.427818413,4065708.312156374,15044195.40458832
463679.5158966392,335276.51630160795,200922.07865538183,,,3543469.417938344,2106469.9571416867,12603196.12201507,109567.0417886409,3941623.7385362457,5091613.111072961,12122800.510079624
1354115.7812948774,344272.1305322272,163658.0102299134,,,48002205.313102365,2132589.061239774,11468102.043460356,274308.608678721,4954649.049254078,5138743.36034619,12300533.524196325
569816.0975426268,353267.7447628466,268636.0722227301,,,5148381.729725817,2088671.3592774337,13648590.983487798,107811.3919637468,18692807.629390072,4758295.864091825,18387131.214268383
504595.3521129903,362263.358993466,1543397.153674534,,,6372718.427888891,2044753.6573150936,15637886.473682402,157065.63361874886,16661990.726762597,5525385.7270770185,10893987.793117138
627544.1393361457,371258.9732240853,773719.5399920656,,,5171259.375880976,2000835.9553527536,12999113.392236631,115661.38311662932,5919268.373208597,5046190.418804773,11930898.844155729
1102854.748221564,380254.5874547047,951110.1049794884,,,6858344.438663407,1956918.2533904128,12740421.061837552,181638.71680607635,1911216.291746532,5515603.89909311,12484035.44801326
1549027.9147251763,389250.201685324,302502.9659227234,,,5336365.991402026,1913000.551428073,12903244.458839,162103.20959192875,1348197.763476503,6293677.006448856,12083347.325942768
776895.5416323744,398245.81591594336,301759.7554401434,,,5066246.997714802,1869082.8494657327,12864098.70905445,742416.6367757372,679159.1305132918,6644837.5350946095,11885306.762108453
675781.8206027617,407241.4301465626,301016.54495756346,,,5452916.688394762,1825165.1475033928,13111058.572631693,168004.20812584006,548402.6095310589,5821505.059029734,12539303.644453667
629828.2141653341,416237.044377182,300273.33447498345,,,7694971.161157796,1781247.445541053,15464334.38576659,154238.78315402323,529006.0042616166,5592830.723506136,12644590.451219086
449781.57492521405,219796.6014772471,272349.83673150424,,,5734570.459138297,1737329.743578713,13374164.818638604,601073.4295896053,328633.02039684635,7074995.407341852,11884738.663743723
120339.4526170342,23356.15857731219,209314.188199418,,,5961422.657580203,1693412.041616373,13696650.859581271,746416.081794568,139581.82350507192,5532515.45148997,13198369.784442237
793096.2055038386,51360.583441005976,217331.48886996845,,,4355850.870721013,1649494.3396540328,12094004.613651205,812674.2194762687,234398.67832760885,7254782.213535141,10406896.66452546
198907.36475441905,79365.00830469976,225348.7895405189,,,24795606.55083369,1605576.637691693,11736095.70247622,802048.9133128647,223601.873418035,6868343.131010599,9283476.57531678
11986534.247027423,80263.35448133116,685506.0520983832,,,3912928.160021327,1561658.9357293528,13294323.728754647,815782.5690556208,191377.8688495913,6943907.594019187,9725236.883324193
4262748.321573405,81161.70065796257,1145663.3146562474,,,3812032.8494024025,1517741.2337670126,14115468.87891664,667479.4105236218,202736.48502935283,6825240.326375736,10623307.4195597
26589534.48172828,82060.04683459397,1605820.577214112,,,3551822.4214224224,1473823.5318046724,13527644.636166625,746609.4767198779,553259.0760274576,7874995.168829364,10339358.110938722
479992.90691395936,82958.39301122537,2065977.839771976,,,11963296.813778251,1429905.8298423323,13758839.84446119,844617.0287691937,532779.1960182139,92968131.11523014,10022409.3062575
360261.76044231927,83856.73918785679,496994.5815786585,,,122808268.2210326,1385988.1278799924,10383962.224543102,738276.8210876356,512299.3160089701,10401258.878447592,12310745.399130687
750243.4364182156,84755.08536448819,1191446.0485040557,,,,1342070.4259176522,13850292.385757484,892758.208812247,1706284.7192950835,95283684.0295314,10412693.27126485
379700.5700238023,85653.43154111959,300196.89991179376,,,,1298152.7239553125,10936404.20662703,856975.2873318507,33051148.29265119,115993704.2139439,8111525.747847813
396737.4923687239,86551.77771775099,1045931.4927485985,,,,1254235.021992972,10683466.815027688,1106985.892677114,4294182.705225488,6227319.726287171,11699034.559610335
757020.6253260074,87450.1238943824,1791666.085585403,,,,1210317.320030632,10674416.02160973,900789.7898373016,3529800.238048064,7483017.811350415,12695293.68971585
478490.8288323749,88348.4700710138,293035.409763836,,,,1166399.6180682918,12970509.265163088,906495.7152969931,1752955.517542446,80078591.35601215,11992495.193809677
1022066.4026499052,89246.81624764521,5342893.118718209,,,,1122481.9161059516,12098195.13744385,1124691.4822149223,1008537.989376137,55742663.54812949,11098905.80607468
13085839.737512132,90145.1624242766,4107627.428951201,,,,1078564.2141436115,13433509.229896933,1069023.013195532,808040.0868994249,18393222.40802578,11089019.758928476
582763.6143545763,91043.508600908,2872361.739184193,,,,1034646.5121812716,16062428.939776994,1129961.3963823533,754900.9621561738,7588108.506873976,10697405.75203077
601962.0206691681,91941.8547775394,1637096.049417185,,,,990728.8102189314,12191333.142855506,1176716.65361223,1026863.8739590002,58110642.69761954,16001064.189230436
908399.0006199224,92840.20095417082,401830.359650177,,,,946811.1082565916,12044572.72270653,897500.1316589861,543362.0042559169,16594209.521857804,13602825.688470608
277945.32528863114,93738.54713080222,384549.5048692212,,,,921026.8060282024,11224188.985077571,803362.5588273943,544435.559207336,8511990.09952665,11007438.174573284
148856.07128192083,3843451.6946080816,367268.65008826536,,,,895242.5037998129,13727182.10273488,1120054.989774332,467844.3928162381,15180520.685678571,14511033.622952595
71605.40857531881,3640587.321688885,349987.79530730954,,,,869458.2015714236,14413482.000446478,911215.0210713716,453914.1234964337,42094473.09372726,14405924.679652683
526227.2247856406,3437722.9487696886,332706.9405263537,,,,1452426.9148855878,13330600.501281738,1285463.876410439,406792.3157731015,19350034.68258388,10408836.558645522
938823.9350049208,3234858.5758504923,315426.0857453979,,,,738804.1436704024,13474037.498354197,1406808.8521055975,405192.7097384669,5534798.259338191,17322880.363921586
774064.4952223165,3031994.202931296,298145.2309644421,,,,624853.5565694729,15735968.259172613,1574035.3745023871,416973.7618852044,6017264.278209677,9600063.483601209
941890.5487052292,2829129.8300121,283441.94990460214,,,,985791.7570207588,15017586.779187618,1284559.2011873298,1317091.6391603695,12691491.011092156,9536628.932718012
18695012.14789784,2626265.4570929026,374202.6069792277,,,,731727.7389765081,14421877.678300664,993306.6615314804,483853.5146330567,48677186.99750064,7740692.972646591
857604.8897873582,2423401.0841737064,464963.26405385335,,,,779367.6613825965,15049617.378655087,230361.7596854578,369059.4839053098,13161186.163506826,9636248.107587272
162419.10840538747,2220536.71125451,555723.9211284791,,,,941030.1729210084,15402698.22632339,4355268.325298076,456727.8167645801,79189359.90393011,7418819.216142099
137946.64068289613,2017672.338335313,646484.5782031047,,,,37190712.91787871,15723448.15209001,21344241.31905917,5231774.21256749,79887071.4167322,7127844.883816067
744321.5165784642,1814807.9654161169,737245.2352777303,,,,3637999.6034096056,16260058.07474729,292920.978764755,540856.2458987627,5723196.715947434,7024406.495065834
1129684.5582524084,1611943.5924969204,828005.8923523559,,,,1768299.0838675627,17344488.816292763,268648.11843912286,584786.7888163598,92188163.56775494,8650240.392621787
3999244.5689773103,4359703.852538492,918766.5494269816,,,,1369493.683868101,15664035.670668928,188773.54867664803,593641.6275929613,12702315.457660817,5001134.814818809
315741.0081706488,7107464.112580063,1009527.2065016072,,,,1647369.3773085517,15791839.563706536,203741.86206820328,586726.1108960574,50875480.36445218,5765014.297410998
553372.1041697339,20072627.172423005,1100287.8635762327,,,,824397.7186028333,15943137.37630911,233898.9819106884,591009.182978156,28177487.99033779,4911681.007601412
227231.5088831985,27466067.778897204,1191048.5206508583,,,,708618.9897451272,15792171.02055238,167432.0544290948,655668.6361265825,36589217.80783523,8890733.163902974
1376116.801950207,4268532.246438552,1826015.6309791936,,,,202884.75249395185,16333413.68239978,241066.83513249207,656631.4274112936,97291584.9460342,12193437.806068648
50480901.44410093,19054007.92435262,2460982.7413075296,,,,350872.46528363007,14650958.019241458,198056.8273473001,666996.1495795995,141984963.13337588,12811405.915957738
317253.19991624216,33839483.602266684,2148228.017006679,,,,435336.6368409639,16284335.510264795,153496.56571067992,729874.2018476008,127998244.71568522,12855968.237724708
892333.4083727412,48624959.28018075,1835473.292705828,,,,756458.8182353751,15999688.161495425,208349.3154298138,6711418.441597925,26714304.560351048,6581855.285129355
49175189.08342571,79600700.68987319,1118496.6363598476,,,,799804.0704106214,18389679.31959589,248303.4700121781,680831.4516849648,155989637.97298238,5120860.282175748
1038996.258850602,10597809.538205808,609911.4072641796,,,,477803.1759211312,18185185.63087337,201727.94954558244,698990.3347321497,,5569459.4373288285
1133320.5062091,6317998.133480055,560668.1331216249,,,,564136.8015956257,19853840.158117626,226697.80622235348,739504.3767746007,,8041508.496243319
1463679.9225308967,2038186.728754303,709558.5783262558,,,,35933042.29716648,19392521.2972223,232394.2161909109,759230.1364361234,,18491256.944055807
1154163.3562533667,572750.4800098044,841648.9169145522,,,,1009712.045377772,17795240.978329364,242274.21017866544,862079.4306092719,,18592064.241179835
574826.305692064,3301013.807782419,1127595.138819707,,,,762524.3012685076,19164182.245430283,237618.9990856816,843877.6078841174,,9681615.237746982
1465786.044898707,7052873.3833587,1548529.8081372054,,,,766472.8616796469,18412391.584606286,237188.93962462115,675453.1201208793,,8527339.198588952
615665.2839953937,491965.0189694507,2139886.260068534,,,,780226.4869478216,18604408.277695425,245727.0505028214,2530413.068031208,,21198368.58703931
905231.4866647872,853365.120484282,5786687.287086062,,,,1681265.8758232566,20768768.6019915,291803.1603132301,1559470.9378357213,,9387867.968880668
1068521.5550726335,1106725.2652485184,18792896.15349055,,,,302568.5696506416,18175009.35694412,137175.11433454807,808497.5777675351,,15394992.562831806
475755.8415562993,1400231.9107322977,19030516.32815701,,,,392557.2391125149,19403924.097167704,293923.7610757688,9791659.758421224,,11816964.037587408
1183610.341367268,1516065.5687224525,19268136.502823472,,,,491104.996519662,17201111.486595824,312051.86898206605,6094101.089910956,,11396505.087122075
800359.4139892567,1631899.226712607,19505756.677489933,,,,966893.7355155388,17943317.658567272,135646.77412111103,5372268.583967853,,17996957.928208098
1122324.0671060144,1869839.8428969893,9483048.798834983,,,,1442682.4745114157,19146489.071542576,293802.1034230506,9781755.748067273,,8338516.566242283
282960.5030728242,2251061.187256613,270873.31887595204,,,,1918471.2135072923,19141284.462781057,305477.83612823806,11921839.247337757,,21702394.82191911
8906538.752165034,2471188.6504875114,442782.45425712026,,,,2394259.952503169,22303408.88471296,619962.4572131098,12532905.438124107,,34196536.840954416
1213430.248821552,450671.7729442585,426946.61605287937,,,,2870048.6914990456,20862643.2079639,139148.3752322484,1578495.9216400268,,33592336.38512483
141638.05292296736,115500.8639633311,660436.9292280497,,,,3345837.4304949227,21776344.54156856,301921.7404897197,9544925.577666575,,25396439.344834447
2398563.467516262,2747175.109355952,1008086.4157817404,,,,3821626.1694907993,22317980.16303328,2147394.949360893,9522729.965519922,,17893523.283483066
928399.2490395502,2760548.4974761046,1637491.1819296645,,,,4297414.908486676,20774802.82387058,2468924.879772893,1410598.295441083,,12614772.308957243
390706.44842151366,2988498.610409758,1261700.3891231583,,,,4773203.6474825535,21950558.197672263,337677.2670444252,895122.7220437471,,6630845.098137509
3152529.24859294,3039193.2890941864,885909.5963166524,,,,5248992.38647843,22291553.33189003,2484368.821190504,851009.1540954369,,8330683.028912372
2188845.693970367,3089887.9677786147,649091.3573845054,,,,4579500.32149666,20822530.119000018,364977.1501177132,874106.385834435,,9467922.869487455
1127821.601012479,3140582.6464630426,567730.6990507556,,,,3910008.25651489,22416072.17667943,217107.42239604084,920183.155847548,,102009428.85007864
708262.9472148382,3191277.325147471,808925.6354127063,,,,3240516.1915331203,21413027.681868352,380569.1896515572,210996.33480012044,,30595660.13713919
1237912.4026678863,4183525.401298344,777698.953937651,,,,2571024.1265513506,22193533.21401488,371905.2728184557,932348.437572619,,71194809.7219933
1354411.2341450455,4363066.398381205,920984.4450940228,,,,134080.05469072878,23768047.591850944,1684807.2724222364,919893.2455532262,,71495556.60213076
1019025.403855014,7021601.916029129,44649903.25708377,,,,127296.01143609193,22794193.641055766,2830127.075962177,1024912.1223927188,,9051412.45476392
1819501.010117916,5832645.364276006,1503456.9554020965,,,,120511.96818145504,22291164.91507777,1798628.04579815,880238.4914495996,,28384984.96653307
131494.0821832078,150789662.59637487,3741804.5793761113,,,,202369.2261130073,22353871.2933043,2010888.429750116,181955084.63864404,,41097382.66486349
1530599.4937123396,22772187.30571045,131029.21247210396,,,,284226.48404455965,23058153.18765102,2666075.901348315,3280601.28759698,,45901696.28983905
1585813.0714724187,25523871.375281125,201943.04353886587,,,,677356.3058114852,23407222.30486279,3197239.5346051445,1334205.5236673187,,48000050.62407979
1413250.582691359,28275555.444851805,14196476.903487096,,,,672413.6319129965,21507562.01940443,1946520.6213395828,5558809.015526328,,39497391.460963264
999599.2743980674,13418521.983218089,3769184.516634582,,,,619098.4751478327,22190984.937389385,1542033.0785569362,1132906.219595211,,45495187.37150132
960966.3109269828,26689193.931549188,20700712.00822334,,,,565783.3183826688,22421833.592893858,1451563.0880476013,1221012.2499446608,,41692131.6843444
9570486.544792432,39959865.87988029,32756446.493172817,,,,1077916.45588342,23210116.655746832,2376054.790793743,1292841.266038891,,43186925.24476583
589338.704572454,8039534.080621917,1384475.4497697365,,,,1345735.7327588047,23535532.09077528,2753292.958304106,1400640.352981519,,9746629.155573204
2404511.494553281,5622454.048886047,249451.6651926943,,,,1613555.0096341893,22060198.386721045,1956398.29186344,4378399.9324346045,,34389423.35603267
2540053.4967720555,1622111.893742878,407169.35278710775,,,,1881374.2865095737,24398661.544894457,1813913.07762223,1587706.4483125466,,36419902.71973869
3076553.832630111,329155.6207924319,16994436.30100458,,,,4936875.54324574,22535632.443788715,2936265.3020418813,3667823.657541848,,43782515.41024765
1081813.6737096647,173260.0611831338,1159444.076112246,,,,7559517.022771966,23973311.87052035,2157891.118649648,1397327.8258551452,,32580591.14881711
1155538.768828418,377327.0093496218,2851246.988922151,,,,10182158.502298191,25045764.67752502,2049724.9200539284,2584174.6926293373,,53913410.2462088
82917.44603468827,581393.9575161099,14400123.10595467,,,,12804799.981824417,24402987.04086656,2033067.7181737828,4715526.842909131,,50397113.69498177
212862.73338254265,785460.9056825979,15993804.685830496,,,,15427441.46135064,24582422.468262613,2620687.833065238,1425053.291023655,,50496409.34601192
423724.6869774803,291986.3437036548,4888129.08769087,,,,18050082.940876864,23397055.01841029,1868717.4735911388,1777461.934037032,,51407996.35722242
1275959.5160867418,591031.7876383446,14294306.719874397,,,,20672724.42040309,20886420.340134177,2073385.8923204408,1508689.7165034995,,50117858.77801089
1163109.9193486804,1345696.178353842,587991253.3667985,,,,17905561.486120075,22489891.09613241,1893449.9610992605,1641196.2991970968,,30729571.776425622
1486747.1653279322,2100360.569069339,,,,,15138398.551837064,19801135.21364881,2769820.115909257,3221091.5915468214,,37791268.05221675
1034323.7265328248,1285504.2661667685,,,,,12371235.61755405,23034861.620363176,2994640.484838833,7814978.820423873,,51402153.85987453
1552781.7872713555,23264291.12152541,,,,,9604072.683271036,20040031.40867064,2485295.540391308,2980315.0381877013,,34627036.264037825
634887.0543686508,4599290.950669428,,,,,6836909.748988025,20007784.31287888,2110520.948569202,1654096.2090138593,,51125687.15824897
594595.5549286768,8392232.704542791,,,,,4069746.8147050105,18028775.48329589,2526244.477000073,3060842.492973184,,12638005.839170448
3968398.862820743,165258406.03075403,,,,,3855357.5410564607,21326059.36585472,2787540.4235728043,3353434.2752787955,,55989988.849209964
748999.1509799513,29623143.541107368,,,,,3640968.267407911,21370610.298442625,2254896.195638144,4835405.917653874,,48806684.47264989
9129544.832717618,14035338.163481,,,,,3426578.993759361,21192681.99707594,1916383.960762776,2539608.9777269643,,12343680.60464406
1861079.8893535363,6025002.91869112,,,,,3212189.720110811,22300740.4345663,1943386.9977691872,3744366.250868846,,43722038.05221617
7275144.86274769,150633361.192522,,,,,2997800.446462261,21916510.511332583,1322029.395407834,3587115.721888409,,178971744.9094834
1532016.048383196,6784878.181929604,,,,,2783411.172813711,21430273.960999686,1841180.404695348,7635827.804755926,,11687331.3650952
3660820.18034871,67900477.26283097,,,,,2670262.3896896355,21531917.110893942,1778136.2175748826,2205157.089900529,,11881564.603477703
251322.11418302625,1703405.5952936425,,,,,2557113.60656556,18844778.923986893,2198077.4344215835,3018502.674311406,,11399128.740829593
1763841.4786648378,33424783.94686761,,,,,2132249.444677072,19506699.033785764,2393030.5688473247,5865519.803882905,,11109155.487375624
4742800.571293368,1646611.3567267037,,,,,815866.0101225746,21895693.82485809,2226135.035192284,10915817.725177765,,10582874.62691317
1431665.7489646778,12380391.052948898,,,,,158342.19936448586,18879820.83757223,1181711.974396186,13039292.91045603,,33818279.68035187
590723.6441572197,29693925.19670616,,,,,611007.9844753991,17886142.62422614,1680046.4429373825,14007579.813935217,,11416046.993904572
1554182.8229548002,32997680.335138425,,,,,1063673.7695863126,23585769.583754845,1734361.3489179418,10053801.243857794,,11023527.396501152
1293616.8475367753,4567637.308067379,,,,,752725.4593578964,23379748.062099915,3074752.5967123834,16545445.279818224,,12212179.323809916
1412958.688123966,27597182.39544608,,,,,441777.1491294802,24673499.97031167,2135075.2044024128,9112778.344636977,,12131066.323790096
1819697.7757707008,1346959.835866761,,,,,487082.91859128745,25271543.58623513,2181443.242517086,7061762.641639971,,14760221.561210146
937940.316674587,66570680.03818428,,,,,245617.12449229456,19424060.37067548,2366642.365210833,7556047.820646255,,11301275.220167415
9484222.737556934,3359498.8698559203,,,,,231926.5680051233,19633166.156600647,2275190.346684464,7406435.979255971,,9433665.828952605
749513.233007216,,,,,,218236.01151795205,27002538.82298453,1857330.861822264,6524926.303151708,,15710834.26334317
1288346.2033185882,,,,,,204545.4550307808,25823064.30312794,2344217.266146044,6779787.115171303,,44921593.69042572
9693250.772519756,,,,,,1789091.861377107,25679481.43788373,1847629.260534832,6588196.157193768,,13429238.91495411
156978063.23851493,,,,,,429517.2979980088,24072487.598427214,2807127.052827907,7483645.4631992625,,42631218.9347982
1322791.5465584178,,,,,,385598.9510098357,23337087.52502423,2115728.8591698986,7688991.023063582,,42565399.07558074
27537299.15616433,,,,,,859248.2570928001,23587727.96236851,2174331.285974755,13234701.206751378,,40388679.24131944
8662641.799861567,,,,,,742220.2918544784,21429265.343653303,2348597.590571577,13615981.048724422,,52413119.12184715
21487604.642912373,,,,,,12411.809152824717,19500694.88909546,1919630.246413296,16466322.811514976,,42320985.209581286
64388435.07565766,,,,,,153884.54829860188,22078030.15374771,2355352.508961514,11282537.668060124,,42282337.15234344
3436515.1705680303,,,,,,165673.41499463996,21748276.16261313,1547559.102506641,9489494.98599284,,41820236.11818958
18276037.682483748,,,,,,470993.300649729,22432735.13772075,2054592.9952037728,12833225.66208503,,44345313.19703437
3471521.0055016177,,,,,,553683.3924903095,21255682.201229453,2155996.6442612302,9504202.641620943,,46603780.54813381
66012676.82839427,,,,,,527680.1397612899,25873277.38745433,1551045.8073758394,8814797.757423142,,46016125.31809139
144008374.16989842,,,,,,473374.8986355307,27109121.23457016,1212851.985206723,13230664.329452336,,46009676.32546824
343942980.95736146,,,,,,884316.0524442934,27255585.16678176,1897240.047232641,9306253.722544389,,45496444.20665956
,,,,,,1241945.9010489504,26827505.611248616,1281602.849163027,9429786.039620176,,46491982.78352058
,,,,,,11503270.430252193,28852336.56353488,2086126.206437252,11024914.08346965,,47407494.78440344
,,,,,,18889919.859849364,30826742.73798731,378638.09853327007,7999397.248950442,,41907712.40238744
,,,,,,9999477.81652234,26799690.6793932,1058763.0655761934,7671886.512612831,,43495355.33644272
,,,,,,1109035.773195317,25874219.301369347,2027306.9699895813,4370324.296664896,,47929757.12813898
,,,,,,677372.3393020576,28718297.879315764,4229074.541482876,7824868.11835596,,46900412.20640583
,,,,,,1272454.008824968,21905073.959257536,1747795.5678656765,9371410.583381675,,46563607.92076716
,,,,,,1185714.2225008174,21862818.554867305,2041443.8759019969,8026153.46063433,,48806275.96839662
,,,,,,1323709.184319524,23802643.263676263,3519385.178820125,6472481.768855786,,48097135.85038452
,,,,,,1060357.3158027478,20055634.678315178,2014024.3653760336,11722332.52357191,,46232796.293974616
,,,,,,1506618.1154995863,21068472.10480177,1631199.4907162068,11195585.163801216,,51183765.2721588
,,,,,,2053256.4077929445,22347703.100464787,1472270.7946750256,14336843.221254,,49612757.94327293
,,,,,,2599894.700086302,26256288.02684648,1433065.3790163423,17622689.815994263,,51717389.73145045
,,,,,,3146532.9923796603,24625757.028446127,1617424.5890438217,15782916.641330993,,50359186.4084388
,,,,,,2386710.914026808,25105204.300325416,2298555.0907009626,13954380.341723729,,51512855.33544148
,,,,,,3532042.561539403,26933338.957504265,1497282.6570985948,8978070.562604258,,50449453.49450993
,,,,,,4677374.209051998,27894955.72490207,1730492.3760923003,10492638.836436622,,49736631.994953245
,,,,,,12900527.261997584,27522331.07908044,1467753.4271887476,15949478.21560598,,47647546.58186087
,,,,,,21123680.31494317,22148185.6878892,1212771.5581516782,11913848.851624347,,47801874.52320845
,,,,,,17712924.391189583,25666048.99948817,2144388.0624964414,12037455.684557624,,48028257.5889783
,,,,,,10383769.119259069,29746215.864890475,2015089.3414855967,7270309.135694127,,47433897.40632473
,,,,,,5727592.780544072,25691052.497334126,1707526.7647093416,10141012.439564938,,47310910.64294389
,,,,,,7503422.979706772,24360417.697568104,2249731.4358719555,11709428.947349546,,47590415.75974191
,,,,,,9279253.178869473,25805066.75847336,2497515.6121423887,19197406.208688617,,46291940.97665508
,,,,,,11055083.37803217,29691902.69436456,2435482.8517983854,11249353.41060005,,46639763.63790327
,,,,,,3955570.8210659046,26870766.045833312,2481658.905310202,17098041.075275753,,40343642.14962428
,,,,,,986999.7219494444,21375762.613595355,2358067.5648286776,16571992.335357793,,35358090.768149726
,,,,,,1545032.3646080834,24992573.430713814,2699476.241760747,7670891.920343767,,36149446.085332125
,,,,,,844360.9002565896,24433993.151536103,2245041.08923372,10955473.40159362,,39821340.77583141
,,,,,,17866760.007875003,25706750.371909536,2747078.581784171,17859124.246911783,,42886250.184529394
,,,,,,49482639.6712936,28621701.43369951,2404925.059462713,16549100.75685266,,28088349.40545031
,,,,,,17280407.663798362,23878178.52625144,2200669.441008784,15043494.33493137,,10547152.810392773
,,,,,,22520603.415998746,24533349.08983368,2478445.261885795,15901084.56607776,,13019208.842333484
,,,,,,22448803.35723603,23947676.43621467,4185981.887813077,19258402.8849994,,35312124.423795275
,,,,,,18655372.633991536,25775721.15329481,2555513.323453893,13796840.49282253,,17600401.15161048
,,,,,,20251943.558258995,26331199.663836144,2907984.3012780184,16201860.26389757,,34096945.35947403
,,,,,,14798917.053260548,28155728.826347627,3379344.8920008605,14693887.236456651,,37509057.78240297
,,,,,,46467980.5214756,24607200.286082,2637007.700203164,18291013.54052067,,
,,,,,,21147459.754090164,26806059.521873023,1854826.4688418787,21256793.29623088,,
,,,,,,771900.761959364,29584010.826954834,1899327.204755608,20649043.22392179,,
,,,,,,15442218.84030471,25194997.898361824,1883060.6539170768,9460976.86332825,,
,,,,,,46629087.202796906,28159934.08761141,3408402.2561853174,11468877.05882704,,
,,,,,,13981308.131015992,27724009.49348844,2192801.1858464503,2338198.324115013,,
