Amplitude_envelope_Impulse_factor,Amplitude_envelope_Impulse_factor.1,Amplitude_envelope_Impulse_factor.2,Amplitude_envelope_Impulse_factor.3,Amplitude_envelope_Impulse_factor.4,Amplitude_envelope_Impulse_factor.5,Amplitude_envelope_Impulse_factor.6,Amplitude_envelope_Impulse_factor.7,Amplitude_envelope_Impulse_factor.8,Amplitude_envelope_Impulse_factor.9,Amplitude_envelope_Impulse_factor.10,Amplitude_envelope_Impulse_factor
1.200140716317213,1.0489173366161897,1.080597733891284,1.1987259651158275,1.0067022652511002,1.1031433356936953,1.1103647105122971,1.133935551293345,1.1360628849797632,1.0318841715586793,1.209993154936384,1.1017596916482362
1.276057537348888,1.043559047374647,1.079149492016826,1.005693937505664,1.0073769673811557,1.1406023267132843,1.1364822977965972,1.1038695957889129,1.0493291228681365,1.0302689683698931,1.2579526988645997,1.1044992467081645
1.1815945992718837,1.0382007581331043,1.0777012501423684,1.1013253423458371,1.0080516695112114,1.1780613177328738,1.162599885080897,1.0941059559775066,1.2166100013107566,1.0286537651811076,1.1584470822036586,1.136126692031358
1.1467673690964697,1.032842468891562,1.0762530082679105,1.0875526095359953,1.0211450183478417,1.0236715756026356,1.277320941035122,1.1236338390290683,1.0089319882302348,1.0270385619923217,1.0794664237862397,1.130205083968071
1.12061467745835,1.0274841796500196,1.0748047663934528,1.2167704223866682,1.0054033756738787,1.0431338906511851,1.2037993375601317,1.1985214064423573,1.1997727571213668,1.0588230627330373,1.0700439050060526,1.1009424803088732
1.11318143987118,1.0221258904084771,1.0680342019043805,1.3329442784748613,1.0164514725662328,1.0191244698807982,1.1302777340851409,1.1861236637810793,1.1433424502938236,1.090607563473753,1.1788183084232011,1.10667470011587
1.1098912026940126,1.0167676011669344,1.0612636374153075,1.0391472928634005,1.0274995694585871,1.104273524921578,1.2002534731520065,1.1973016558377614,1.072911291214092,1.0833003554247882,1.139559785906162,1.0839754222818296
1.1299252581460109,1.011409311925392,1.0544930729262352,1.179852113655945,1.0385476663509412,1.0152236879458811,1.2702292122188716,1.0443922793179976,1.3050897799874182,1.0759931473758233,1.1901948719923872,1.078943885278985
1.2106732044137385,1.0060510226838495,1.0477225084371626,1.359824058177641,1.146388312839471,1.0210324617985247,1.238426317494819,1.2515239312491562,1.1363861368731414,1.0686859393268584,1.0708171365118253,1.0849996634514345
1.0806465351157988,1.0508518553956845,1.04095194394809,1.2957269507770397,1.0149785337572963,1.0358542757104874,1.1176688163238775,1.3490851537490909,1.104203793879929,1.0613787312778935,1.1332225603337458,1.1137677962938888
1.1947525648557424,1.0524814087155714,1.0341813794590171,1.3422790017436008,1.0204768521824572,1.0506760896224503,1.029527218434774,1.2113621490570965,1.087764143358933,1.0540715232289286,1.090944563010218,1.106925918137814
1.1454633342202816,1.0541109620354585,1.0274108149699448,1.2685141999096663,1.1157310053317162,1.065497903534413,1.0242921615789446,1.1685740962321962,1.2217097860097077,1.0467643151799635,1.1906677389418716,1.1457717313636144
1.2249153184079955,1.0557405153553452,1.0206402504808725,1.2988568917611785,1.2854794731947945,1.119487610784637,1.156971880582652,1.1778975600761556,1.110259510653392,1.0394571071309986,1.0164044579728535,1.1055163407404651
1.1708274755086308,1.057370068675232,1.0138696859917995,1.2657830162529011,1.1047042001834193,1.2812033704186458,1.040786391722362,1.1942731586222717,1.068059742337239,1.0321498990820337,1.2524153964212434,1.1199036573728904
1.145552857806981,1.058999621995119,1.0070991215027272,1.225031701338436,1.0765851169418936,1.1413383089401186,1.1019431096589365,1.3003003133972038,1.0605131836466937,1.0248426910330688,1.2026595335240942,1.1816340328688657
1.1653964201216995,1.060629175315006,1.1049356903492722,1.3995263880462052,1.000251212020333,1.1740608696971466,1.0692233035847043,1.129672819434644,1.1804135611453497,1.017535482984104,1.3326365348882294,1.0963478344171231
1.1567364493786738,1.0622587286348928,1.0959227818697106,1.2500374542538004,1.137791013462166,1.059760774411578,1.036503497510472,1.353775785310126,1.0585005934574852,1.010228274935139,1.3886933114390017,1.110237766120514
1.2245790851047291,1.0638882819547797,1.0869098733901492,1.3627678623747548,1.1303399411541273,1.0806477082626704,1.00378369143624,1.2241609544515883,1.1593979501868694,1.002921066886174,1.3403898175421338,1.1152833020606814
1.1952983993509283,1.0655178352746666,1.0778969649105876,1.2667392521686462,1.1200742132565251,1.2616740803911748,1.1630103489287742,1.126036672198339,1.2216391153860662,1.0140983289927692,1.1717500721201204,1.102568565286597
1.203803750473844,1.0671473885945535,1.068884056431026,1.1963628226069745,1.0426206467502512,1.1470017607311989,1.3222370064213087,1.2779005624962312,1.1777253860357075,1.025275591099364,1.2495387526328368,1.1143993121526068
1.2337394357100693,1.0687769419144406,1.0598711479514646,1.3159441941902306,1.035738154814557,1.2281953559939305,1.284827085927366,1.2952566740547156,1.1612771579538186,1.031616474846834,1.207024096799416,1.1234640473849722
1.2478824083183913,1.0704064952343275,1.050858239471903,1.3142029476882373,1.0424870343993546,1.2124165196831975,1.2474171654334234,1.2220556637751143,1.2932866981586442,1.0379573585943038,1.299639403699434,1.193182130086005
1.162682041436054,1.0720360485542144,1.0418453309923414,1.33458354364956,1.082263028886369,1.1210943802631814,1.2100072449394808,1.248106787019351,1.101534668999642,1.0442982423417737,1.127662581045406,1.1632542029672677
1.1466765430843555,1.073665601874101,1.03283242251278,1.2449367789422112,1.0540936126041518,1.1006213632124666,1.1725973244455383,1.4867107783031603,1.301648505648487,1.0506391260892436,1.1107615006176608,1.1760278443023011
1.169964743685615,1.0752951551939882,1.0238195140332185,1.3449914079045724,1.0749178887465762,1.060245485232299,1.1351874039515957,1.3182394750466877,1.1499021339804594,1.0569800098367137,1.280626758020333,1.1884172927505103
1.1964842517143597,1.0769247085138751,1.0290117064554811,1.3098133177318945,1.0708365169526637,1.079673705978507,1.097777483457653,1.3645466602832166,1.0849558576285068,1.0633208935841834,1.1691523236919834,1.1654985731575325
1.0654744486836458,1.078554261833762,1.0342038988777436,1.195612284873447,1.0504413150859018,1.0841356929550847,1.0950033338583784,1.2292405710597705,1.1338435580055477,1.0696617773316532,1.1642195482360398,1.160791884524995
1.1053395912494133,1.080183815153649,1.0393960913000062,1.1969176199348672,1.0531379576666648,1.0973630713868905,1.0922291842591036,1.3607303325342774,1.0982388566767751,1.0760026610791231,1.174527388224928,1.1766344539625568
1.1339500961492304,1.0818133684735358,1.0445882837222686,1.175049585656813,1.0559076498693154,1.0740390040149674,1.089455034659829,1.4302731659577914,1.187721806199552,1.082343544826593,1.1131248964059894,1.17630921288987
1.1273080323241642,1.078715416218263,1.0497804761445313,1.1214268240574483,1.1176143009635908,1.1122595621743954,1.0866808850605545,1.2044458237288398,1.024056588065896,1.088684428574063,1.34945659461291,1.1968048262965765
1.1661434927526837,1.0756174639629903,1.0549726685667935,1.1497407879221957,1.062590497623381,1.053482340127494,1.0858036504351187,1.2304129778749016,1.0711553779062577,1.064186412688248,1.4039668684917852,1.1927010612838518
1.1597242724334964,1.0725195117077175,1.0601648609890564,1.157251352626502,1.0487344829311382,1.0269624376285311,1.0849264158096832,1.2830856586333232,1.0939933703095004,1.0450484730288192,1.0972455971401538,1.160683732401384
1.1662621877755854,1.0694215594524448,1.0653570534113188,1.2483553953799882,1.0429904116544448,1.1098638756109231,1.0840491811842474,1.1886732480498945,1.1144392758556103,1.100826969200641,1.0766133717972948,1.1434047068516395
1.0518837650092,1.066323607197172,1.0705492458335817,1.2342096297432603,1.0615581668829188,1.1590242928134051,1.083171946558812,1.2261094089510618,1.2914701948598923,1.0833353678235174,1.1575129652257643,1.1350031410781165
1.130820434244686,1.0632256549418997,1.075741438255844,1.2503592695805508,1.1009918657448692,1.1376529974096896,1.082294711933376,1.0142879079742066,1.2088819931260677,1.0658437664463938,1.0886059076864587,1.13820832266204
1.1101279076931043,1.0601277026866267,1.0809336306781063,1.2840489535128414,1.0522750419129845,1.1031924965031028,1.0814174773079406,1.1310575245570496,1.1590049535726474,1.0690107900524672,1.0616494470856903,1.146608962849833
1.0789105879555945,1.057029750431354,1.0861258231003692,1.163841764173298,1.058644227943374,1.275843454522257,1.0805402426825048,1.2151433399648055,1.1176931913547243,1.0721778136585407,1.158155850056331,1.111428930659423
1.129363060879743,1.0539317981760812,1.0913180155226316,1.3033864971694888,1.049892274255099,1.0792756486058896,1.0796630080570693,1.1980700595385088,1.077791147534477,1.0753448372646142,1.1012017493985709,1.1319690718749629
1.1000595281431818,1.0508338459208084,1.0965102079448945,1.2719424699567452,1.0478338181708309,1.061447877487194,1.0787857734316335,1.1809967791122122,1.0170202843285132,1.0785118608706876,1.1247372148075925,1.129867219924681
1.0365800491915296,1.0477358936655357,1.1017024003671567,1.1225829473954338,1.0588327917803215,1.1074674156613973,1.077908538806198,1.1154275463664254,1.070664257895373,1.081678884476761,1.208783735663389,1.1483264247142384
1.0450596557438434,1.0470510903963872,1.1068945927894194,1.140792943473736,1.0765393723834584,1.0514421239793963,1.0770313041807622,1.1665359913129936,1.122430414307951,1.0848459080828343,1.0752528636838077,1.1775028275442778
1.0570061842874228,1.0463662871272386,1.1120867852116818,1.2583148238221358,1.0813016851567772,1.067471722025657,1.0742549775693233,1.1837920604362837,1.0713997188438964,1.088012931688908,1.2869841313165151,1.161381488553426
1.0946977504366664,1.04568148385809,1.1172789776339445,1.1994216507515076,1.0755048600300003,1.057692504263255,1.0714786509578842,1.1843896196236354,1.1732601477105116,1.0911799552949817,1.1013305865828074,1.1651074634788985
1.1442642275548125,1.0449966805889417,1.1124189838098677,1.2806463477866383,1.0642667632771723,1.1478453177424532,1.0687023243464453,1.2386025464799084,1.124883243249807,1.094346978901055,1.0717589578128226,1.1262809835821734
1.1674163689299024,1.044311877319793,1.1075589899857907,1.1863806252851967,1.0686154856671388,1.1184430138002293,1.0659259977350064,1.0845403086747487,1.0374234576473658,1.0975140025071284,1.0364191689021132,1.1335876372875882
1.055223766159597,1.0436270740506444,1.1026989961617135,1.112196724469766,1.0684084067685422,1.0799961805567997,1.0631496711235673,1.053786737918096,1.0204850330629218,1.1006810261132018,1.1030039325666854,1.1314192038966455
1.0682491991537024,1.042942270781496,1.0978390023376368,1.2546806960960115,1.070612517506155,1.061430672491219,1.0603733445121284,1.0879091932999467,1.0598618436903966,1.0671975543561842,1.0735350646590067,1.1276793132948033
1.056306548325384,1.0422574675123475,1.09297900851356,1.1367570270569165,1.0683668368482837,1.1611274744229063,1.0887114163368783,1.029056128944121,1.1714044530930638,1.0513231653044597,1.150436481611847,1.1422353218718138
1.1450274967978913,1.0415726642431988,1.088119014689483,1.153487727941002,1.067704396469423,1.076013021203987,1.0052424115932037,1.0827538900557998,1.0271648464338357,1.035448776252735,1.102516345266641,1.1494442415454305
1.065647507792407,1.0408878609740504,1.083259020865406,1.169190039917247,1.0936840285002725,1.106887352264278,1.230941189076442,1.0910448188498458,1.3292806220596505,1.0295472516326178,1.2126401412007153,1.1401880135652886
1.1442599414207906,1.0402030577049015,1.0783990270413293,1.3021156632627209,1.1016879823760946,1.1333345887410278,1.031878223125152,1.0836070829446147,1.0022109038534683,1.0236457270125006,1.1451816527396683,1.1389052044302006
1.1342858387534072,1.0395182544357533,1.0735390332172523,1.1808104766425207,1.0706012781157723,1.12873565920736,1.0742454500440657,1.0160204221938574,1.172521404900637,1.0177442023923835,1.139792768404842,1.1612390420880063
1.1533316107810656,1.0388334511666049,1.0362407147118091,1.088914372753282,1.0640205416924335,1.248607741456023,1.1166126769629792,1.0074079354615488,1.0418633401755868,1.0118426777722664,1.3016536078853882,1.149594227746993
1.196508603234724,1.0381486478974562,1.113115498300953,1.1002842121591443,1.0739600205018849,1.0913400724815996,1.0965348049762782,1.0580540340773497,1.1214472561915074,1.048067355188835,1.0746722923082732,1.134821977699316
1.1913452884844875,1.0374638446283078,1.1899902818900971,1.0943365405115186,1.0643358888830845,1.159778076789363,1.0729991536577477,1.017900396463267,1.0576884050360902,1.0842920326054042,1.2526005945224563,1.1293375523163771
1.217515277469899,1.036779041359159,1.0747079624786962,1.3079474338994483,1.056727345810808,1.1178987001310865,1.0494635023392171,1.0326881920073474,1.0454607376872942,1.0082103957773272,1.1915846961993708,1.1498694084648795
1.2131866796697528,1.0360942380900109,1.014675914536149,1.1892128262606056,1.0742795028728611,1.175356457034293,1.0259278510206868,1.0207754276679852,1.0787547216292597,1.0495713419806338,1.1093449168384422,1.0865759106066075
1.1148107090664727,1.035409434820862,1.2381191855645055,1.0866752778894886,1.0870747367550502,1.0891842667565632,1.0023921997021563,1.0150653867768524,1.0057005097598164,1.0909322881839407,1.2486018990047174,1.087645124164209
1.1214671640433616,1.0347246315517136,1.097143043789402,1.2052458209226014,1.116746172208334,1.12508248150306,1.0198427813988298,1.0685016483412442,1.101448268511008,1.1322932343872474,1.129349201034597,1.1030248274921433
1.2330284939285898,1.0340398282825651,1.078743851129864,1.2956594810739115,1.115033565307546,1.1499160737553045,1.0372933630955032,1.0422270625947083,1.1404988670821812,1.173654180590554,1.026922162532831,1.0762257208114063
1.1948863179555596,1.0333550250134165,1.060344658470326,1.0475866143722328,1.083013308427823,1.052498639755859,1.033400515233511,1.1177226217725271,1.088922625680555,1.143078345743797,1.0292439839148086,1.1047363122186364
1.1679880591356158,1.032670221744268,1.0419454658107878,1.214438137942215,1.155458029522626,1.021095678139992,1.080968737372561,1.0740328327096051,1.1069966256941592,1.053433148679594,1.1352677834460367,1.0832167105778483
1.197075752577523,1.0319854184751194,1.0353477222105028,1.2173733162550635,1.117439929320893,1.0462389611858594,1.0782064306818206,1.1394877905586749,1.0312882063699096,1.0383635140073026,1.0604401548133715,1.0672902037302483
1.1239587656585852,1.031300615205971,1.038043479623216,1.2752255113649706,1.0654856505630912,1.0223534980978397,1.1172759734164823,1.1624565121797277,1.0864401572705866,1.0232938793350113,1.1701326247207031,1.0819284385979706
1.117714746101597,1.0306158119368225,1.0407392370359294,1.1905330190568149,1.0513344521308232,1.011713128746094,1.1563455161511444,1.0399528243252227,1.028447287331922,1.024053417152374,1.071816793013976,1.1080269690226234
1.0798412740138903,1.0299310086676738,1.0434349944486427,1.0901468307451696,1.0952660849355833,1.1728015008719608,1.1259975079129705,1.1335630877101175,1.04992373640018,1.024812954969737,1.3102085845281444,1.0941162268461584
1.1374295362360456,1.0292462053985254,1.046130751861356,1.1743195782343392,1.0742269872457642,1.075727750455157,1.095649499674796,1.2210497075470448,1.081199991136227,1.075310060100081,1.056603615686077,1.0717691587680949
1.153853294288288,1.0285614021293767,1.0488265092740694,1.0552404151410868,1.0672188472915758,1.0457116773083148,1.0653014914366217,1.0728763041393232,1.040508566882471,1.1059846343283608,1.1317131279813126,1.1041312874110485
1.0596656742553618,1.0278765988602283,1.0515222666867827,1.090987243147327,1.117791290735254,1.0232130158325092,1.053877043910013,1.0641224467254522,1.0234918538307374,1.0671179166786673,1.0408622312823284,1.097383860857521
1.1133666829111892,1.0271917955910796,1.017755064197199,1.2640851966991566,1.0603054578409377,1.2177068630224404,1.042452596383404,1.0672854732840948,1.023557974023142,1.028251199028974,1.0503594640765457,1.1053625406023102
1.140770773133038,1.0265069923219312,1.0180606657375324,1.1687821336005149,1.130077360117616,1.1374771918107105,1.031028148856795,1.0863293628415502,1.0276347956647784,1.0928081547584707,1.0930071801073205,1.101118804785144
1.163739944219226,1.028496665564974,1.0183662672778655,1.118549070432766,1.0705404651685562,1.2734323880902336,1.0196037013301862,1.153042903226092,1.0355175697927317,1.1573651104879674,1.1565033412406451,1.090186787078863
1.1170581996427569,1.0304863388080168,1.0186718688181988,1.1253083288070962,1.097404314933156,1.1632136107366993,1.0321886690526771,1.1064994871475753,1.268228394677711,1.0663899423155672,1.0331073922992298,1.086581358617353
1.144109438688701,1.0324760120510594,1.018977470358532,1.408119488751531,1.084983514207652,1.1407960567058046,1.044773636775168,1.1400993700528208,1.1051579534095357,1.0715493936052547,1.021131564662567,1.0813463766599485
1.115289864504242,1.0344656852941023,1.0192830718988652,1.4056160963022493,1.1143143020696078,1.088585764237605,1.057358604497659,1.194037506663132,1.022871515950498,1.0767088448949422,1.009155737025904,1.0791101506818863
1.0854171627371838,1.036455358537145,1.0195886734391983,1.2349638366203777,1.135547394368711,1.0895838087023937,1.06994357222015,1.0998741285065838,1.1744109385557833,1.08186829618463,1.066831901666135,1.0781518346879582
1.1084260821065806,1.038445031780188,1.0198942749795317,1.1605004936476802,1.084522991706718,1.1873916363456531,1.082528539942641,1.1420904343592369,1.23701668086905,1.0870277474743175,1.056372829270397,1.0752047965014668
1.192267219930062,1.0404347050232303,1.0201998765198648,1.3318454818796706,1.080183301346213,1.18802385339853,1.069255829278805,1.191344717228971,1.148470843577631,1.092187198764005,1.04591375687466,1.0828414554654335
1.1281686894701364,1.0424243782662732,1.020505478060198,1.285663489805535,1.0706557806512471,1.1743198371417125,1.0559831186149689,1.1832134432360604,1.0683452894927166,1.092075426790666,1.0354546844789223,1.0944692295199776
1.059740701497794,1.044414051509316,1.016248074004998,1.164247464184602,1.0677499087308484,1.2581434530414104,1.042710407951133,1.1684805766762445,1.1535915256050564,1.091963654817327,1.0707841612870883,1.085201651570746
1.1613949276057405,1.0464037247523588,1.0119906699497978,1.2812941988566051,1.062322942011355,1.0636269531917315,1.029437697287297,1.093030759146406,1.0371646458022183,1.091851882843988,1.1061136380952543,1.1108356297939033
1.2029660906219692,1.0483933979954017,1.0077332658945977,,1.0610533297004774,1.0518241353718438,1.0161649866234608,1.093254065091515,1.1796628903749358,1.0917401108706488,1.1414431149034203,1.116285939891037
1.1876440114265183,1.0503830712384443,1.0089972120519235,,1.075343755861196,1.1101027683634344,1.0028922759596248,1.1152583301001295,1.0782124689448125,1.0916283388973098,1.1767725917115863,1.120825772868442
1.0943219061890463,1.052372744481487,1.0102611582092498,,1.0736087155619984,1.1013366423190816,1.0053308662428428,1.1156021727926708,1.1346344976015257,1.0915165669239708,1.1117196122260324,1.1246425816664225
1.1665394105864375,1.05436241772453,1.0115251043665758,,1.144914853621375,1.1236509398650265,1.0077694565260609,1.1242696955063298,1.1562509575687037,1.0914047949506318,1.0466666327404786,1.1304312128192169
1.1239260206391724,1.0563520909675723,1.0366197822103267,,1.0731101758327586,1.135428521838196,1.0327282508560476,1.070766866278928,1.2061886548753016,1.0912930229772928,1.017504736447704,1.1541246943139098
1.310198257538241,1.0583417642106154,1.0617144600540778,,1.078021353045563,1.1903763964342606,1.0576870451860343,1.125678338403709,1.145618424159755,1.0911812510039538,1.057809642481317,1.1457252334174173
1.136687742071783,1.060331437453658,1.0868091378978286,,1.0768991484366464,1.0987174411886322,1.082645839516021,1.1095133802107662,1.1581502080270851,1.0910694790306148,1.0031517946927548,1.1337596625980737
1.1620709194148906,1.062321110696701,1.0649878115914462,,1.149971216116925,1.290637581298948,1.0472704833149076,1.0833282782692164,1.1474223620703194,1.0909577070572758,1.1276225261350297,1.147985646829724
1.0720014417562218,1.0643107839397437,1.060090171592721,,1.0763927845589023,1.2500378718843652,1.0063218014230402,1.0638486090339383,1.1756677103071795,1.0908459350839368,1.085501337529849,1.1459725009977466
1.106719338694222,1.0663004571827863,1.0551925315939954,,1.0700934088453913,1.132479396568979,1.007041516363595,1.1820048386816326,1.237964483732627,1.0907341631105976,1.1144550180040715,1.1922936700803592
1.091222866833408,1.0682901304258292,1.05029489159527,,1.0795103555255847,1.1230358498368511,1.00695135009212,1.0678738623415258,1.2822091216570537,1.0906223911372586,1.1028094441628724,1.1184071007402925
1.2266321991872289,1.070279803668872,1.0453972515965444,,1.1543191455639994,1.1441143427333582,1.006861183820645,1.1765729626190156,1.22698609106247,1.0905106191639196,1.066058050332988,1.11800411499943
1.07107353370866,1.0722694769119148,1.0404996115978191,,1.0798555416936244,1.097137874449371,1.0067710175491698,1.1865379331543924,1.1434740142492912,1.0903988471905806,1.0690701903923117,1.1133290664516713
1.062466955093697,1.0742591501549574,1.0356019715990936,,1.0929584348018735,1.0868514014110089,1.0066808512776948,1.2577827266866142,1.0396250306851382,1.0382358336843474,1.2515159627020789,1.1518786938743724
1.020717807271001,1.0762488233980003,1.0672667598261103,,1.120107635863772,1.3091719281637602,1.0065906850062196,1.248125257879641,1.0270767636953475,1.051456970209642,1.205869165493701,1.1209370767511042
1.019005464123985,1.078238496641043,1.2000054002905631,,1.146323599587017,1.2854543415547743,1.0065005187347449,1.224460082942818,1.1276320373484106,1.064678106734937,1.0926525922703152,1.102622081456336
1.0174200662042818,1.0802281698840857,1.2204988177795577,,1.074752779628715,1.1049611837590594,1.0064103524632697,1.2163498685696172,1.097203806235685,1.0778992432602317,1.1199147821653117,1.1319813224252722
1.0137775175145165,1.0822178431271283,1.0407121738379632,,1.1386179935323435,1.2213161334280551,1.0063201861917943,1.2020556000103064,1.0756753150343736,1.0911203797855265,1.0984341215532047,1.1071827381885393
1.0302375606124483,1.0842075163701712,1.2758225013811877,,1.1338320907375403,1.0920485378701057,1.0062300199203194,1.2581817174588226,1.1515091258224917,1.1043415163108212,1.10522634584938,1.10475883700124
1.0338302612151729,1.086197189613214,1.2720463268319442,,1.0883034506392917,1.272549732674939,1.0061398536488442,1.2803355774707237,1.2660462308273253,1.117562652836116,1.0926016201270086,1.1025385988835672
1.0456474205661512,1.0881868628562568,1.1255298064011223,,1.10804487860724,1.2745744111628805,1.0060496873773692,1.1552806681958274,1.2330143578884487,1.1307837893614108,1.0963093417807976,1.0931271365011397
1.1863886527660168,1.0901765360992997,1.1042295641730824,,1.1118529746926755,1.140118683026313,1.005959521105894,1.105108696021779,1.055460417613974,1.1440049258867055,1.0483011169974517,1.0887532174526005
1.0550377828765884,1.0921662093423423,1.0829293219450429,,1.1501800368943786,1.2326066938407294,1.005869354834419,1.087222367851309,1.049363414835087,1.1572260624120003,1.117061969553913,1.0853439454520746
1.031950748614217,1.094155882585385,1.0616290797170027,,1.1037531561891067,1.048095184986621,1.005779188562944,1.0726836122322627,1.0334980419405122,1.1102882931825275,1.1843059555914517,1.0929155325683355
1.0598014119354628,1.096145555828428,1.1547878461717394,,1.1550864692393226,1.228891941973757,1.005689022291469,1.0997738390157976,1.0528222419669562,1.0633505239530547,1.1406173501969294,1.0814126438606926
1.0546114359483507,1.0981352290714703,1.1407504533344068,,1.1976338325498932,1.154772797776959,1.0055988560199938,1.086992557295969,1.2629741613181276,1.1042202717135177,1.1331755547715294,1.0847849330571715
1.050869948108149,1.1001249023145134,1.1267130604970743,,1.13462864566085,1.095315657199177,1.0055086897485186,1.1027025340319845,1.2363329829657006,1.1450900194739806,1.1758582593877147,1.0866380188906184
1.054184997191598,1.102114575557556,1.0531240022967645,,1.1307312671802552,1.192508785004903,1.0054185234770436,1.0834958728460606,1.172911715430108,1.1859597672344435,1.1651253029920152,1.1018549634579275
1.077442606286514,1.1041042488005988,1.0369073534270423,,1.2214549602429898,1.30571077632218,1.0053283572055685,1.0785591763180395,1.0962396268040455,1.1354034014357228,1.1543923465963155,1.08507533755735
1.0329413950592867,1.1060939220436417,1.0442389058555666,,1.2037995468982838,1.088297873221062,1.0052381909340935,1.1039523782274172,1.07311324245385,1.0706254112817812,1.1159636506375503,1.099372940938226
1.0096785208193853,1.1080835952866843,1.0515704582840908,,1.1803371945436607,1.068109562582937,1.0051480246626183,1.0781951505676213,1.1028412289649197,1.1095029622905797,1.1071198581484432,1.100422842662127
1.0179802693334106,1.1100732685297272,1.058902010712615,,1.194511394271111,1.0696809178282176,1.0050578583911434,1.087051195069677,1.2211520950625403,1.0520013754585065,1.1542356092515695,1.1029126743963529
1.0597817427677811,1.11206294177277,1.0826453309702735,,1.2768165793102562,1.2529101594830878,1.0049676921196682,1.0842903414129723,1.227318166361354,1.1111382798988283,1.0015122873345033,1.0856026671189891
