Amplitude_envelope_Root_standard_squared,Amplitude_envelope_Root_standard_squared.1,Amplitude_envelope_Root_standard_squared.2,Amplitude_envelope_Root_standard_squared.3,Amplitude_envelope_Root_standard_squared.4,Amplitude_envelope_Root_standard_squared.5,Amplitude_envelope_Root_standard_squared.6,Amplitude_envelope_Root_standard_squared.7,Amplitude_envelope_Root_standard_squared.8,Amplitude_envelope_Root_standard_squared.9,Amplitude_envelope_Root_standard_squared.10,Amplitude_envelope_Root_standard_squared
1760.3555580632085,112.5068850238244,137.02303825217885,235.0623245306681,106.5083228975836,191.80379725762344,199.3184398534022,1279.606068245995,198.83886758144848,140.2435022050807,1499.870477620157,5661.239332982533
999.209936135974,112.4702905010908,135.34837730643648,279.16074854866594,132.1189990075699,263.4653178410179,194.62449721061256,1567.7487962786336,242.22365188579835,139.80933803840665,1296.0663798727342,5397.6045227285895
1605.007671328444,112.43369597835718,133.6737163606941,142.9100241348403,157.7296751175562,218.42064177236773,172.97706210367312,1580.3394306834462,204.6527262863451,139.37517387173258,1043.7243668875424,5390.857455632499
1192.4422197305362,112.39710145562356,131.99905541495173,158.4699445622536,183.34035122754253,173.37596570371758,151.32962699673368,1624.8175432571447,196.2351969123462,138.94100970505855,374.16171736883655,5514.264806176619
725.1262621574684,112.36050693288996,130.32439446920932,233.8442501116793,362.3591297141787,121.7052490942613,502.5601300292825,1631.7069852711031,109.86466050855633,138.50684553838448,447.3024992134998,5292.724431330015
1419.9746244176836,112.32391241015634,128.64973352346695,188.3178694645443,109.32918805842404,130.33759582505652,331.75639804923014,1604.618565790372,253.1718503319695,138.261581482152,191.45228790110207,5181.244655898752
318.71368903006544,112.28731788742272,127.77254915471616,234.8062988911811,194.31223345277263,403.29185052425214,160.95266606917775,1546.9979957287223,220.82816437128383,138.01631742591948,265.25206888486133,5062.495108117571
282.16457621475547,112.25072336468912,126.89536478596536,101.318125411116,279.29527884712127,216.23828611288508,324.2423504978507,1367.1441554060352,214.21770799151352,136.48029439740793,674.3127026245052,4695.959107417915
296.3052241983504,112.21412884195549,126.01818041721457,209.0052788240824,364.27832424146993,114.61697647885534,487.5320349265235,1288.3311177491278,206.4536380754574,134.9442713688964,1076.2082801166482,4567.917930759625
945.5087470235192,112.17753431922188,125.14099604846376,213.21352867696567,137.1059804721516,111.88047698462876,319.80714263038146,1400.9835505729443,199.55007490112368,133.40824834038486,1466.3615591325988,4578.228858204618
907.755095857566,127.80178986593776,124.26381167971294,310.0726159496566,113.53430632929404,111.3119276585558,223.0028613163228,1624.6437174582395,272.9138629211145,131.87222531187334,585.6295687741816,4602.184894642414
1479.5080355788723,127.1088480794212,123.38662731096215,248.3895053462512,115.09863853905316,110.7433783324828,100.65926783831702,1568.4834185835325,179.4084212333534,130.3362022833618,245.6247823543519,4458.709575928409
1879.138977265135,126.41590629290468,122.50944294221136,373.4336342655105,208.9955055418607,110.17482900640984,114.06548138524646,1513.4438479732246,213.108112170636,128.80017925485026,207.63014632932,4237.54431210279
1612.7954020866362,125.72296450638812,121.63225857346056,320.07613451574446,555.8168412834381,145.89083393725784,167.22695100652714,1443.8034963550351,175.0212601625239,127.26415622633871,113.61181855088692,4011.9737675484575
2131.0224983522257,125.03002271987155,120.75507420470976,187.50983902469807,189.89503514012,727.8651634447439,109.48359237472177,1632.354715310648,152.43975691212532,125.72813319782718,306.2044859140209,3744.037526452108
3334.088590524472,124.337080933355,119.87788983595895,373.51508310492704,153.4445306546963,771.1776262685961,120.75624633767174,1684.5709002018302,169.78018523670286,124.19211016931564,517.6168463777785,3967.996632569661
3771.8575044870295,123.64413914683848,143.3002852976379,982.1840332399828,110.2192868994098,422.2357519489552,110.2683254873986,1666.2981263511083,219.48038111564773,122.65608714080408,322.0839083386342,3949.851187568149
3610.328234629325,122.95119736032191,137.75532804292695,1691.5901869237032,194.46896504874184,530.4445226356119,99.78040463712549,1665.623921221921,176.07004570593398,121.12006411229255,492.1768056824602,3720.5979032506793
3223.9353586736665,122.25825557380536,132.210370788216,1354.257019371459,175.5871242750586,423.5387745015617,89.29248378685233,1620.9967328939017,194.0918521440917,119.58404108378102,295.23205587819126,3624.2530361938993
3737.66333742636,121.56531378728882,126.66541353350505,1247.682896898863,136.93463206980343,345.96991291744325,191.7663353911031,1189.7211878722485,216.3225000209973,105.27434160890787,274.8762901486993,3519.311547997576
3852.8614640459527,120.87237200077227,121.12045627879412,1068.8540519580492,464.0376031511051,492.7687219680861,294.2401869953539,1032.3164698451028,252.73899785312696,90.96464213403476,868.2335114109316,3571.5624283778648
3660.546991173016,120.17943021425572,115.57549902408314,946.0420745830592,1367.7731394869895,461.29140697738313,264.573027079514,1759.6364517721634,232.31162947274893,94.68726587651332,712.3046574011744,3633.096104727676
3381.8906865124763,119.48648842773918,110.0305417693722,845.1159731976854,1417.7803954240862,1958.28580878553,234.90586716367417,1662.3585637697383,382.44853303660034,98.4098896189919,528.5812220175588,3746.368230740079
3392.07969855606,118.79354664122262,104.48558451466124,1097.8049244018005,2097.375451941973,1348.9635256164631,205.2387072478344,1567.9172639496903,117.98826862071802,102.13251336147046,193.18172921272867,3443.50963749467
4039.623579520608,118.10060485470608,98.94062725995028,1039.4454625091114,2298.601762814323,2289.0864488792954,175.57154733199445,1416.933492863578,325.02060394951184,105.85513710394903,533.2542656891842,3577.117651244189
4030.214869629153,117.40766306818952,93.39567000523934,1370.8563882710398,2392.719657450441,2759.39875934261,145.9043874161546,1605.6255136523175,253.65782417497687,109.5777608464276,285.73558911110496,3025.6216791868646
3105.9911197661404,116.71472128167298,98.04317440045472,1161.6995630630404,2664.17383872854,2668.552007767661,116.23722750031476,1686.6761294028931,695.6044772045899,113.30038458890616,689.6206175868592,3380.782473670695
2509.659971639735,116.02177949515642,102.69067879567012,1107.1494741912538,3084.3260177254947,3139.869349488612,115.66442441451426,1524.012272962835,1181.3808105892676,117.02300833138472,277.7995165499821,3281.906673386932
3164.407270590883,115.32883770863988,107.3381831908855,1296.8307920195475,3168.6389544495123,3368.7025944729257,115.09162132871376,1549.4027970613636,206.26382739848228,120.74563207386328,374.8332294622323,3226.7007728543067
3114.877051071936,114.63589592212332,111.9856875861009,1304.0488827753557,3222.8225882362526,2653.7631214952544,114.51881824291324,489.8631843728865,251.7729900305618,124.46825581634188,291.3812359074933,3337.91893080874
3193.632816683064,113.68106115327792,116.63319198131629,1472.6450211047743,3314.131254303429,479.582066799555,113.94601515711274,348.5916489025408,502.809365460178,128.19087955882043,365.9462451235253,3349.2360583671
3065.7875371403443,112.72622638443252,121.28069637653168,1234.0560457438291,3715.199885586759,1402.10551904617,115.20836575832884,412.9110023667401,811.5808536600638,124.64868135780962,392.1784738210814,3238.3524207883343
2762.026396820451,111.77139161558708,125.92820077174706,1794.342518606451,3792.9667867289368,841.957276295656,116.47071635954497,308.59063883974585,1332.7611277909648,125.72824147597284,633.1795293240627,3569.123221933524
2668.805782141355,110.81655684674168,130.57570516696245,489.4550436588296,3984.3279092918215,234.4806850733738,117.73306696076108,235.9530299333076,1006.2165004026448,207.1936584999289,973.3252065129944,3254.235951012013
2433.081541437105,109.86172207789627,135.22320956217783,407.4737852078609,4018.512374276185,896.3267145300636,118.9954175619772,580.1980337795433,439.9280284415368,154.75792639157768,1126.6082047137977,3677.441954961287
2119.130500520734,108.90688730905087,139.87071395739324,762.1090123329457,4142.4763051343625,662.6711767748097,120.2577681631933,896.3177251593668,170.84843748613588,102.3221942832265,1339.7337664408942,3981.0222845764274
1918.9861843163912,107.95205254020546,144.5182183526086,900.9846293938032,4293.645488686938,1800.207780363186,121.52011876440942,194.2763186095368,948.5093644410538,109.58750776460016,1265.9348987806918,3985.820161761633
1949.1259732733847,106.99721777136006,149.16572274782402,2098.84739599318,4180.920420889346,2564.453922568089,122.78246936562552,160.1725028923171,267.085922259114,116.8528212459738,1003.2109570783098,3645.54676671354
1981.0621448223287,106.04238300251464,153.8132271430394,2575.681491525535,4333.427077109203,2070.9743053099724,124.04481996684164,456.38768767301394,634.637510635292,124.11813472734744,1493.657317422563,3789.066331583701
2027.4078665243248,105.08754823366922,158.46073153825478,2727.535283453148,4346.121670018027,2413.3265729360864,125.30717056805776,752.6028724537108,185.6396485223413,131.38344820872112,459.3549671317724,3899.4229502202265
2064.4812754523327,104.13271346482382,163.10823593347016,2564.3232522211724,4270.3895739142845,2007.9076591503883,126.56952116927388,1239.2550609727684,281.3371326816186,138.64876169009477,277.275279457219,3964.789698475779
2001.35024807297,104.7826766387978,167.75574032868556,2590.632554564016,4409.360063573193,2559.081662340218,127.83187177048998,1260.4204776011204,263.2507387350052,145.91407517146845,274.89112999235374,4069.625446913904
1974.0015582068493,105.4326398127718,172.40324472390097,2828.1327374078573,4428.954092652546,2581.1292365364416,133.69341552453463,350.3179296630712,103.80514892931492,153.17938865284208,432.9087549654647,4015.772501633994
2205.061851781041,106.08260298674578,177.05074911911635,2481.56812555288,4616.394129009323,3001.132796613953,139.55495927857928,801.2749431395488,125.6813681161414,160.44470213421573,251.3043731823508,3692.246581072106
1984.6652789454272,106.73256616071976,178.6113532533967,2674.434926540605,4585.9853267660665,2231.3236094503573,145.41650303262392,360.8757066425242,203.9687520739989,167.71001561558938,277.1505809967616,3543.0411404783017
2096.28727224548,107.38252933469376,180.171957387677,2595.7829672894545,4356.283520144036,2698.638935209762,151.27804678666857,168.7828953830555,91.4741195606295,174.97532909696304,425.1739244571239,3296.639791918856
2267.884665937788,108.03249250866776,181.7325615219573,2674.2372176478475,4368.438402614409,2609.803828681984,157.1395905407132,144.10513307872418,95.23752033715726,182.2406425783367,495.7048279926448,3533.827227370847
2262.9655097048976,108.68245568264174,183.29316565623765,2839.001176581424,4289.4759178387485,1541.4007133372277,163.00113429475786,171.12590585393082,138.965626895603,187.20120785450368,641.9125079229177,3531.558266888515
2298.6260339569253,109.33241885661572,184.853769790518,2555.92508184611,4355.132585554679,1291.112109827904,173.86646648807456,138.93708619207487,622.7076307898935,155.5193761114,630.3682334535127,3819.186511952809
2180.05023148882,109.98238203058972,186.4143739247983,2269.804899150571,4247.323167254914,2147.397438425546,133.91880109257627,321.87252080137995,111.73818527017404,123.83754436829634,650.4303234083601,4077.366753286264
1447.2769434936863,110.6323452045637,187.97497805907864,1690.3189538204947,4233.16134513229,2660.1609685588032,539.5249001364956,357.62893376630115,194.6532079036239,123.94277501394455,1307.8892097089026,3701.9879514549257
1877.742296047156,111.28230837853768,189.5355821933589,1100.654875816184,4280.37473289009,2377.650666868651,801.4481253523577,422.9564030493174,96.68643035971516,124.0480056595928,852.8959164755365,3519.012204645157
1630.032321361826,111.93227155251168,191.0961863276393,1066.6684753249483,4223.304449245073,2114.065892004309,457.1772235971752,418.7385407540369,107.89726961978808,124.15323630524104,447.9487434684847,3332.2386336387367
1576.4461342374275,112.58223472648568,109.86233802298946,890.641434154481,4040.1364392885057,2737.86482572846,112.90632184199276,405.14530059626446,199.29052143129087,124.25846695088929,665.8441912170674,3027.3550420915817
1067.183051180498,113.23219790045964,318.34994246013514,1651.3304006247731,3755.5398658003,1875.2159216492832,156.28543007093342,500.2191624717962,260.2983830025838,123.64427319354776,872.5701320376403,2875.266435824472
2973.0139955228174,113.88216107443364,526.8375468972808,1996.7561237807563,3425.3296687798315,1839.471549154773,145.07798123906647,567.3513651079587,192.0866198563076,123.03007943620624,897.6462325668867,2899.6549425227354
1741.7471190968286,114.53212424840764,519.5667667167223,1796.8929154003922,3740.8564866591546,1778.671900052329,133.87053240719953,605.5170101682346,179.8113652271808,118.98442558308702,720.9116156469979,3090.5271391811275
1385.576359426043,115.18208742238164,106.05570269199868,1625.171696463152,3674.838239313302,2149.921266875849,122.66308357533258,644.8502923962308,222.5179023129727,168.66984969405112,604.6133173906351,3227.7628524333704
1528.7552625497262,115.8320505963556,142.625015196124,1444.1051970106696,3909.394416321204,2182.6219527227045,111.45563474346564,442.5102261355439,152.5343717424885,218.3552738050152,363.4180175950423,3004.341987829785
1653.0992307636247,116.4820137703296,99.93301231845076,1350.9476192266486,3830.168097509038,2366.040138181514,118.6108414538823,289.19019769140294,498.7010106657419,268.0406979159793,401.3514303280652,3025.133462372424
1628.7991046607608,117.1319769443036,103.82944355703496,1186.5660117957686,3693.164698322272,2050.767243142024,125.76604816429897,322.80149669349623,312.81397318357455,317.7261220269434,282.15105784457825,3030.611247733113
2396.473577216424,117.78194011827756,107.72587479561916,624.1840573339895,3721.3484375910953,1127.440890521259,263.40887737285,459.8191472834605,701.2316905292935,217.86946353069084,945.2099220025956,2982.129909638369
1974.890915831108,118.43190329225156,111.62230603420336,406.1816590612496,3752.4451718382,385.8976455626284,201.2868326687906,332.17361328439813,1026.3615219035414,144.33945458433303,158.65377379236864,2893.7010114956447
1377.27806775122,119.08186646622556,112.3412042931295,324.5862422513661,3810.8594328905615,758.6970915221449,148.49763729091788,258.23460587753624,1408.805046007281,151.08725398099898,625.8705089857708,3039.0010131052604
1791.970866846924,119.73182964019954,112.51552320726957,520.6353614512313,3897.972345656108,656.0826770345546,143.35987866376314,959.9968002609324,1114.0715256255376,157.83505337766496,298.10300863745897,3041.994519434754
2057.1699551951942,120.38179281417352,112.68984212140964,612.3954133887255,3929.812344280952,152.4911965782426,138.2221200366084,1665.2063420739582,750.1790836262388,139.04483736565064,153.92440922499898,2859.669974535624
2011.8004763599124,121.03175598814752,112.86416103554969,579.2589689757225,4058.779536263199,444.4234097791021,155.02633912978138,1772.2185308213436,698.9789800554909,120.25462135363632,234.83373765886745,3078.678586398242
2119.0156118643467,121.68171916212152,113.03847994968974,802.1701646998915,4072.245818367023,546.3617451472602,171.83055822295435,1846.237320343942,1100.4219417561746,118.81107159914754,156.1521408452933,3055.739550956954
2084.821553094216,122.3316823360955,113.21279886382982,515.1384233370381,4101.1676053949095,117.7445961697944,188.63477731612733,1853.074844591826,1354.83966115281,143.69763309629604,399.532760023142,3483.8771739170443
1970.207342146553,122.98164551006948,113.38711777796988,760.1128096450093,3811.1231212575503,281.9193223493953,173.25122579964932,1859.6954365713727,1382.0193175053716,128.65215012696632,1238.4787639705098,3551.307332171757
2152.036961580184,123.63160868404348,94.01919034681066,1449.4081242502052,3797.038295072094,775.3440769733104,157.8676742831713,1886.652575573054,1629.0150694341316,113.60666715763656,446.3333170232534,3577.928733727797
2313.6034332182635,124.28157185801746,96.0226868752552,1389.912535986315,3718.660421269788,1250.522472522236,142.4841227666933,1975.519209005466,1647.9059536103457,133.38969122189943,164.55139898263658,3519.272795590597
1997.0574942312128,123.69309666730356,98.02618340369976,1265.980773344177,3561.50028072653,1401.6728765319513,127.10057125021528,2130.251732628682,1507.1110872182303,153.17271528616237,178.72338075613052,3555.7443506800746
2249.944425566351,123.10462147658966,100.0296799321443,623.2513413827309,3788.024162151368,1490.9717595079142,120.88910622361723,2196.2740622740803,1420.862599862551,114.11958787838928,105.37025396863228,3690.178956503852
2487.9200768199626,122.51614628587576,102.03317646058883,1218.060590032901,4215.841255437483,1459.2099087381284,114.67764119701918,2418.158457750176,1430.4785817047966,129.34441685644103,103.35242663370784,3767.672711220671
2108.6558139069,121.92767109516186,104.0366729890334,1196.305312350683,4412.798934029992,1200.6370325571954,108.46617617042114,2434.02891225668,1325.8363546306728,144.56924583449276,101.3345992987834,3661.358917236558
2116.4548580513942,121.33919590444796,106.04016951747796,1075.2290649860313,4470.362194648667,1674.834458169944,102.25471114382307,2427.920412870932,1514.740523724067,159.79407481254452,137.97289096498463,3718.063206685487
2299.1321224578,120.75072071373404,108.04366604592248,1703.5840356705853,4404.694147217565,1714.209687063957,96.04324611722504,2411.49970251623,1140.8259269527816,175.01890379059626,126.87725857666555,3680.529660558656
2199.6095460658835,120.16224552302016,110.04716257436704,982.711891705003,4367.360094752897,1400.6273955380202,106.77158249941331,2057.196123190225,1757.7747331923529,190.243732768648,115.78162618834652,3735.4548969278144
2022.8536442883803,119.57377033230624,112.0506591028116,1010.4382416234276,4428.052278313839,2148.697227768102,117.49991888160156,2108.21561624096,2096.2602902584904,187.9485654675796,104.68599380002745,3771.2238725308207
1747.4242165253356,118.98529514159236,105.1281962317542,969.8520933028432,4132.66038564132,1760.7002770930603,128.22825526378983,1321.4326320365035,2165.8679901279406,185.6533981665111,116.052543392847,3585.8368267968644
539.6573404198491,118.39681995087844,98.2057333606968,908.6643384514553,4155.987041267071,1762.23439085798,138.9565916459781,1473.9353778970044,2019.716737561581,183.35823086544264,127.41909298566654,3389.085070332196
262.34822535909177,117.80834476016454,91.2832704896394,,4308.3605983457255,1693.606059914749,149.68492802816638,1614.233816417336,1613.6358415167454,181.0630635643742,138.7856425784861,3276.900419201005
626.8110146277819,117.21986956945064,91.49330737257634,,4585.220277299273,920.4376625439826,160.41326441035466,831.370768781612,1470.6304200039883,178.76789626330574,150.15219217130564,3527.5444686057967
339.2478674923348,116.63139437873674,91.70334425551329,,4692.350657074054,1610.9783175826728,186.91026611923485,1326.2447266840254,1574.3608592139915,176.47272896223728,266.0390906043553,3459.552800273838
251.2245634077264,116.04291918802284,91.91338113845022,,4652.852811491551,991.061861337701,213.40726782811504,1674.6188854913023,1539.4458294267051,174.17756166116885,381.925989037405,3094.165124402811
305.751166691008,115.45444399730894,96.00531077005608,,4655.884056427615,835.2159523055061,193.06675407561923,1634.7289644997948,1303.7025251313428,171.8823943601004,140.8160725981171,3249.095829739029
613.4581685401841,114.86596880659503,100.09724040166194,,4882.284814518275,1961.694296263916,172.72624032312345,1257.8305243501438,1290.1681069968902,169.58722705903193,109.10675719241152,3198.7273840162125
326.8431669205698,114.27749361588114,104.1891700332678,,4862.97214555432,2690.75197394058,152.38572657062764,1339.4080672422838,1373.5354332673949,167.2920597579635,115.19826944059038,3091.997415917439
295.1808871331556,113.68901842516723,111.65976955361585,,4872.862201518796,2145.2649896241314,1042.2194419485816,1431.914312918225,1384.618785162867,164.99689245689504,182.0311832294529,3052.274436562948
428.1530344225709,113.10054323445334,117.30751545818558,,4580.6646175770575,1907.333524202767,1104.6830754660689,1510.5661182689012,1076.0432344861283,162.70172515582658,132.3452919090205,2760.1277196292403
404.7870626962712,112.51206804373945,122.95526136275532,,4779.81350339354,1977.7798234701324,749.891854808705,1740.773941792344,546.0626066579748,160.40655785475815,140.70940150933907,2842.8336676603035
586.1233528759537,111.92359285302554,128.60300726732507,,4851.929285140834,1532.5924525288342,724.8349354276171,1490.8857416605672,580.1951576928833,158.1113905536897,214.6480330551076,2886.13247636259
959.7364687058696,111.33511766231165,134.2507531718948,,4752.652930712237,1752.215532494478,699.778016046529,1401.969532942429,624.7865112150976,155.81622325262123,251.2973528737637,3004.462127745625
1021.856460839384,110.74664247159774,139.89849907646453,,4989.015021514429,1776.104487768666,674.7210966654411,1208.9290560126508,681.5762963918344,153.5210559515528,221.0742486941518,3213.796654768125
1365.949816005074,110.15816728088384,145.54624498103428,,4948.648476173958,2359.762412913423,649.6641772843532,1411.8687533915397,1077.4876622464744,106.27747426855456,304.0132532482644,2906.4779994173955
1012.0042664887516,109.56969209016994,161.20192011762697,,4974.072556763815,1876.3656355921923,624.6072579032652,965.4815215933749,1146.5230288428272,111.05619056949357,370.2776167452744,2945.63432773426
856.6725750995671,108.98121689945604,306.2000631797928,,4931.021979798124,2128.0052540458446,599.5503385221773,928.2951589980582,1113.1800891182888,115.83490687043256,191.1850187605577,2973.725637955308
971.482936518916,108.39274170874214,347.4818860956861,,5126.879165819732,2079.685650522128,574.4934191410892,1056.5563957671127,1303.6156137796638,120.61362317137156,210.9466596235756,3011.39051458629
1310.4858200050712,107.80426651802824,370.2897299385842,,5545.303472199904,2410.6545228632563,549.4364997600013,1116.8282355608485,1388.754748882174,125.39233947231055,261.9092805783831,3122.7262405779043
1554.8969059141466,107.21579132731434,211.58554474262337,,5192.340793062144,1981.6780543355808,524.3795803789134,1275.671372823689,250.00842660539905,130.17105577324958,199.75327593060683,3286.061355085691
1635.8105979873903,106.62731613660044,177.5531033909877,,5648.398697147503,2032.966131247667,499.3226609978254,1034.5052928480775,817.8019265276153,134.9497720741886,202.03614485904973,3062.891178108443
1370.5353755486365,106.03884094588652,200.55992017222783,,5910.099881400747,2268.665494071234,474.2657416167374,1647.012325448094,734.1403947371139,139.7284883751276,200.8368357848712,3099.257259587976
1492.713177226868,105.45036575517264,182.26700039685264,,5974.59522801904,1994.9080498932608,449.2088222356495,2604.2254948455616,455.9514201540141,144.50720467606658,104.41550152353452,3076.8336323139742
1178.5690767098283,104.86189056445872,163.97408062147744,,6059.845007744155,2158.1454713955222,424.1519028545615,2784.8651858600538,722.044735410996,149.2859209770056,170.45977607447605,3019.4630172429825
1419.621075636073,104.27341537374484,145.68116084610224,,6077.300579252968,1931.3176797037293,399.0949834734735,3011.1990338550763,822.171319040136,161.31648927924357,213.60857004422795,3020.5430843760782
1197.5095851599335,103.68494018303092,112.03177043584644,,6284.351024151311,1777.144204114547,374.0380640923855,3312.334156482152,672.4249030168528,173.34705758148155,167.66911784039985,3015.0032225543346
660.3921005628422,103.09646499231704,126.66629873943694,,6274.508071757619,1856.9624503954035,348.9811447112976,3180.4916669863883,732.2574040165345,224.86045780839504,199.5557351415416,2889.979607179908
709.0013151892836,102.50798980160312,141.30082704302745,,6475.552534461062,2451.604521384581,323.92422533020965,3431.110483463283,497.17451343431753,276.37385803530856,177.92562638675676,2982.354212186755
1315.9181439289086,101.91951461088924,241.26792706727755,,6157.449409955483,2114.8265705485514,298.86730594912166,3490.755920774616,771.0761632028689,327.887258262222,153.50251771544134,2966.955991660672
1577.844407734979,101.33103942017532,246.48568570997503,,6436.119441382259,2231.227689925112,273.81038656803366,3567.662581491288,962.5018994016102,259.7601309614035,129.07940904412595,2952.682596629289
1564.2987914758746,100.74256422946144,199.66342663928955,,5937.517083312778,2068.3890574691377,248.75346718694573,3430.4133520931646,1300.0038454084722,128.60570758460773,133.42639902192684,2939.963103185729
1438.8188875085036,100.15408903874751,152.84116756860408,,5809.061417133092,1955.9710246378413,223.6965478058578,3300.3744326413225,1274.1669525169214,103.9394459714008,111.23703983769124,2833.6784098067324
1596.9180702480085,99.56561384803364,106.01890849791856,,6519.331508589134,2530.4428202837707,198.6396284247697,3148.801183402791,949.3643008305818,116.05470594737174,170.45012731317703,2933.51398130786
1318.9083839958148,98.97713865731971,119.01360603088987,,6269.450896032308,2981.5709786558327,173.5827090436818,2783.0021155936447,465.9561999309374,106.02736604483503,120.39532058049684,3271.5810415979463
1308.980725859903,98.38866346660583,132.00830356386118,,579.0280304683987,3421.866065001994,148.5257896625939,3178.786100049588,793.582907753463,209.07043948458505,156.2359578169406,2902.8804003919663
364.132773789,97.80018827589193,145.0030010968325,,,3618.072981982178,123.46887028150591,3028.095734695104,273.4976630636421,190.48647625167047,110.01594558150876,3083.7143378925484
141.13125146912066,116.0820902639612,157.9976986298038,,,3548.351162578824,124.8654546122644,3706.014513720957,158.11989956233313,571.9336543283132,161.72665102424864,2998.71390530032
265.11032261341205,134.36399225203044,170.99239616277512,,,3593.1145775878013,126.26203894302284,4706.3270764350245,104.51977894288902,435.42593032707344,206.61691397446089,3051.7526781848887
121.04508649815028,559.230514317315,183.98709369574644,,,3345.3689133774383,127.65862327378132,5354.919810546545,101.64583418729498,170.9633274277864,260.9546184934943,3345.563774356051
96.38320426614987,97.29771837795596,220.82067486651948,,,3470.4344275018952,129.0552076045398,5544.177929682774,98.77188943170096,196.19980539605737,211.3937389372636,3374.973239124583
294.0225242331672,155.3816392674563,192.9403830385886,,,3406.980691681629,130.45179193529825,5646.346313837636,382.30606521072895,105.5788058447939,411.3195660822319,3805.123944425585
191.3866072463777,152.1445773882389,165.06009121065773,,,3452.38132257447,134.57366744524475,5595.857184821511,502.2720053500637,108.34608422482594,176.84238322429314,3067.450461895571
249.88927280561893,148.9075155090215,137.17979938272686,,,3230.428563387842,138.69554295519129,4838.392345401537,537.3226139134803,111.113362604858,319.3995319559316,2938.2832337001523
317.1044767632391,145.67045362980411,109.299507554796,,,3011.248932323427,142.8174184651378,4122.051580079054,563.5976158870975,99.66543668775222,151.6026669330958,2677.5507843921896
256.0494063101761,142.4333917505867,103.21513907412866,,,2837.3160107089657,146.9392939750843,4135.236260633418,317.17626404529153,153.24212675841005,136.80213288733964,2824.653079975288
