Duration_envelope_Peak,Duration_envelope_Peak.1,Duration_envelope_Peak.2,Duration_envelope_Peak.3,Duration_envelope_Peak.4,Duration_envelope_Peak.5,Duration_envelope_Peak.6,Duration_envelope_Peak.7,Duration_envelope_Peak.8,Duration_envelope_Peak.9,Duration_envelope_Peak.10,Duration_envelope_Peak
920.6227424702404,559.4930698477997,597.6215305831447,1015.019166989038,522.8398091587,431.7794262257179,363.69758596014384,531.6811843619453,810.8320026591472,662.4757641264094,521.8479802663327,1559.2847920980923
597.6052691611669,555.7610227299238,639.0721394260397,719.6318196448583,693.3958558262535,435.6373155758421,631.674463399631,590.6950212916846,932.4723784360934,656.1110943372352,802.4549688384368,1715.546267447034
544.1473900984574,552.0289756120479,680.5227482689346,1256.7032600469431,1155.224564191008,829.7724485243926,601.0502257278372,544.0980429533088,605.1787294384181,649.7464245480609,461.1419479187381,1766.104507922558
662.843022200054,548.2969284941721,721.9733571118295,818.5782098197425,589.6924715429245,1749.5900241102718,409.8526801076318,439.8730259310425,909.6351943499932,643.3817547588867,882.5353751507326,1732.8285383935602
844.6472293693994,544.5648813762962,763.4239659547245,1535.4509150630995,496.04881711456005,469.3131102420363,438.690286344946,699.0123590784584,830.7998831169913,637.0170849697124,534.2522582738796,1698.8741189982593
569.4391583712559,540.8328342584203,606.993604400019,1829.346648088722,514.8168748900217,570.3085196401877,355.5669740811363,484.7162628466421,678.1876878737253,630.6524151805381,761.5497031824685,1685.5926525634673
774.7288271222042,537.1007871405445,583.5818955924001,761.010928214149,916.661944114734,514.1432199574853,272.44366181732664,834.4075146702157,631.1847725123409,624.287745391364,975.838268309475,1661.7026106700275
755.1750897746568,533.3687400226686,560.1701867847812,1030.63799798032,749.7317224985433,609.8943246849099,189.3203495535169,523.730828850709,886.7496548678861,617.9230756021897,528.0308630879987,1856.098715216482
629.6608857517933,529.6366929047928,536.7584779771623,1100.2054706356532,637.076555638704,2231.3310791640306,532.4039591708035,739.1904896388215,923.6174484436342,550.6329622662862,370.85977679656617,1502.4061194057135
822.5104995896858,525.904645786917,513.3467691695434,779.9394706183572,984.4907169194876,1215.385193146349,875.4875687880904,607.1424024840717,864.44221356298,483.3428489303827,567.0287123454733,1768.9120715569115
808.9899263565835,522.172598669041,489.9350603619245,1189.0279441081154,711.7931197619172,974.6507589535784,807.268470488143,640.710027188169,677.1862669903478,501.1654050237103,598.9662146138467,1741.81775153251
720.6224814650043,518.4405515511652,466.5233515543056,1477.4086293343623,898.0700233597805,1162.1252904614169,739.0493721881954,503.5812381638588,1108.3240848989094,518.9879611170378,623.4859002196744,1969.2905741739985
955.9536653961628,514.7085044332894,443.1116427466867,1562.4992687365332,800.9771828719194,1147.160063292024,670.830273888248,541.0532729368298,571.9811432083925,536.8105172103653,405.7709560077861,1717.2134691875729
972.6731758206868,510.9764573154135,419.6999339390678,1061.152009283704,814.6673500313196,1449.85222785455,602.6111755883005,2303.7630590196777,1005.329055048596,554.633073303693,397.6695623604608,1666.533171157045
1293.3129101064662,507.2444101975376,396.28822513144894,1420.584447186078,791.8782346612905,1368.6308950668367,534.3920772883531,519.827890636336,669.3476914324995,572.4556293970205,482.59286507866966,1611.0953338049014
754.3583720144115,503.5123630796618,395.68361241538514,1040.137054941693,886.9770338682358,1330.4286117822544,466.1729789884057,1416.8905617515306,726.6870097559323,590.278185490348,413.3325793562552,1663.151942719634
674.7609320269818,499.7803159617859,395.0789996993213,1331.511389348616,829.4698106490712,1476.683750185801,492.7385063102309,577.693504898926,730.782139712797,608.1007415836757,309.24851764207,1456.9252179725113
745.6781979981381,496.04826884391,394.4743869832576,1295.3967054614982,846.0763290621519,900.2144982100118,519.3040336320561,839.2834280854902,635.0245153798372,625.9232976770032,486.9117138278951,1929.089822387328
828.7034539954617,492.3162217260342,393.86977426719375,906.0926665396036,893.3575880096141,919.9058136048566,545.8695609538813,984.4050887604324,616.865815108029,643.7458537703308,331.41711532062885,1624.5888682285815
886.232340158666,474.1759721483326,393.26516155113,1346.222255074752,1029.7042851704553,763.6631383004988,572.4350882757064,861.6659354568741,679.1105808618037,661.5684098636584,1350.025026929293,1518.0201632789676
965.4869462014684,456.03572257063104,392.66054883506615,1208.6806222552204,819.6244157330369,751.5390178519323,585.127672330162,1069.5387315296186,1016.331902766934,630.5210090040367,1096.5746816067026,1817.266874806811
718.4935689396096,437.8954729929295,392.0559361190024,1295.3479192150744,924.0206032715366,468.0214043476656,597.8202563846176,1222.384331815523,925.8762902467925,542.3847577421109,289.7603264252498,1629.098903772258
627.3029573126175,419.7552234152279,391.45132340293856,867.9312531110565,843.2000187262603,551.7706653679612,610.512840439073,762.8334415610901,949.1800210455384,848.9997768818566,305.5532014538659,1648.291479648264
619.404968033817,401.6149738375263,390.8467106868748,612.4583859475222,889.9438046201434,1162.9246016429493,623.2054244935285,1146.55123586106,1081.5669074504665,713.468579432234,389.2181729719304,1710.367081818657
658.4216044662681,383.4747242598247,390.24209797081096,851.645839874189,1516.481091342601,678.6584337430252,635.8980085479841,694.1392815326418,540.4510609122119,577.9373819826113,367.16911381655086,1530.619024653829
616.6943920368176,365.3344746821232,389.6374852547472,1447.619873419838,803.5240400906197,678.5667228590308,648.5905926024396,748.8021472041563,1256.3362022208196,632.8213574208352,372.0881837733874,1614.635784000795
697.8613492420618,347.19422510442155,389.03287253868336,1561.266025293704,952.3445079635608,1311.331436851051,661.2831766568952,1064.2151561591163,807.4587284713,687.7053328590591,592.0783229690227,1589.178394280852
874.1564702813906,329.05397552672,388.4282598226196,1530.088132878837,949.5793596631282,632.5647230380015,673.9757607113506,1078.87527065453,1244.0757684931,742.589308297283,799.9307647135681,1793.7151433202275
582.8006279492777,310.9137259490184,387.82364710655577,1885.6023269071209,895.1970178164469,756.2644389671641,686.6683447658062,1093.5353851499442,805.2550805489069,797.4732837355069,613.809712826292,1364.9381918912936
674.7498196031577,292.77347637131686,387.219034390492,1568.2061717613874,1008.6186635063729,940.5736838779984,699.3609288202617,1005.6191576530048,945.0556279649286,852.3572591737308,457.1525353041539,1123.2942223877578
795.7778109935812,294.2278584964164,386.6144216744282,1840.598256149762,1886.048231127007,992.109251342666,712.0535128747173,990.65539020995,920.4702938459396,907.2412346119548,300.08065582983573,1197.69719571848
774.3666204312962,295.682240621516,386.0098089583644,1637.598818223073,1466.4861460109223,821.2162576868975,723.746566935479,876.1066639314689,785.6582175787058,962.1252100501786,566.5790013387655,1549.243000214325
605.8305183237189,297.1366227466155,385.4051962423006,1382.674135542766,940.8753396758297,639.7883103166507,735.4396209962406,917.9974285034672,636.9598054859963,1017.0091854884024,424.4339591103409,1176.9323005872625
695.4715538287987,298.5910048717151,411.8115183093544,1266.0018075343078,887.4144282609858,877.2958365105202,747.1326750570022,931.1599301556691,830.518041907289,1071.8931609266265,397.5358680558956,1291.3578846503356
715.6426432886541,300.0453869968146,438.2178403764083,1795.3708388104728,834.721622052303,793.3611607047925,758.8257291177639,776.175287055915,620.0577149770972,1126.7771363648503,334.0690430352746,1487.2255835347207
815.3126707590625,301.49976912191414,464.62416244346207,1874.287040549088,958.4379539658876,816.2525160116575,770.5187831785256,1047.0777510436128,533.5685101364451,1181.6611118030742,353.9469454616858,1263.7117033247885
724.8557925410091,302.9541512470137,491.030484510516,1992.711230438466,890.4713173054209,736.2722877971106,782.2118372392872,1292.7099258030191,651.3998243041038,944.8254538292452,452.9672673831694,1269.7800610283884
881.0663646057614,304.40853337211325,517.4368065775698,1435.2749473458543,919.7496249148502,690.2013236847218,638.4531583383297,962.2855309269718,710.0775618700202,790.4205422883548,604.052202041321,1583.864217124098
843.4866531850689,305.8629154972128,543.8431286446237,1779.9607955114795,1164.5789667749548,951.3083211668884,377.4809559001991,1070.3487335384464,558.0653747619278,636.0156307474643,866.0830650305708,1296.9256676503924
1020.3491850181832,307.3172976223124,570.2494507116775,1619.8373133120692,1545.609646879326,827.1211286697827,705.0677779121671,986.6194469703275,785.8150775603402,616.0632827865804,845.0156528264097,1655.232842525997
912.3268322534608,308.7716797474119,596.6557727787313,1136.181291727144,1627.4727106724172,712.2610770035164,631.0446032135337,1064.9044458582598,496.7350229884696,596.1109348256966,519.437068930879,1580.1160992362488
874.8108907250778,310.2260618725115,623.0620948457852,932.1436753225138,1308.8355661782853,684.816831229552,601.202301412653,790.1026639600166,664.0678819569863,576.1585868648127,575.1578886120436,1679.1424490398178
772.2745526719891,311.680443997611,445.09829229355176,719.1038799754033,1368.7986333078604,1411.5707066200123,571.3599996117723,764.187528197068,733.8085044690981,556.2062389039288,579.6570635163934,1433.8102090309792
835.3767485982003,313.13482612271054,556.4059073993237,697.2183049947374,1249.6824347920162,824.2890578967346,804.8839986786895,933.657632817186,349.7107684571307,631.0096445908066,478.5480566827091,1330.6284902684356
1268.9273629063348,314.5892082478101,667.7135225050956,955.1043070018884,1181.0012206784654,927.3439974578938,731.1078648659368,831.127922145572,511.4817736177062,705.8130502776845,619.976012357534,1591.8463839680176
806.5164322963361,316.04359037290965,370.5796968607037,894.5154744880957,1150.1379618302835,896.585604531142,657.3317310531841,805.5250384256116,625.8363391975353,521.5637996625655,670.1490042676539,1580.9428302582266
751.6367598486149,317.49797249800923,299.23638911037625,953.043886805538,1178.3706755824692,1362.9870819738508,583.5555972404313,907.0263255916448,506.2365657349003,901.2775886434858,749.065641900645,1626.922328961595
765.5199252564624,318.9523546231088,1021.463262200145,988.8156307361298,1022.2285377195252,958.9216864460326,509.77946342767865,835.462233547891,584.8209449643432,1280.991377624406,1097.216516788735,1735.5491978684497
768.6926199350768,320.4067367482083,502.7376720972696,910.1406676592792,6826.010811396038,924.2281683801476,588.3680408980603,798.9024438998574,662.495894331256,1660.705166605327,706.1884583636925,1754.1858675785872
807.4073200240441,321.8611188733079,493.028474640135,855.1493133703385,1136.5249521276776,828.283491586457,666.9566183684418,727.1148928959942,551.0955529072903,2040.418955586247,404.59190887864446,1687.5114926277868
726.846317859418,323.3155009984074,483.31927718300045,682.4398046806959,1044.3445916395376,663.3426164404765,1001.455509223308,841.6992142612505,745.5412395569975,1125.5731435793036,771.6028434151666,1664.654799732621
665.9135476174938,324.76988312350693,473.6100797258659,973.4715268557552,1415.0112478459405,503.9210608705366,976.8341780393688,821.8497661882176,651.7120200163897,652.6219918336591,829.3302335022559,1354.5803565514182
702.8280167711131,326.2242652486065,384.47727249184,699.606065988297,986.1841486145275,536.4516446121144,711.305327716439,865.5850471444313,819.1479100316818,709.637448949286,791.2818485053639,1641.2982471720609
612.8428572990136,327.67864737370604,386.8844300907002,948.8720721396096,1012.229347283511,508.3945537028765,641.3288565750422,730.7739157366335,897.745949747537,766.6529060649129,1003.5454317112722,1703.8771455399913
651.4264145240979,329.1330294988056,389.2915876895605,727.6651328505159,1031.2295548809109,563.9030991496655,571.3523854336453,563.5726696676945,610.5291526116051,737.6689446372035,665.143080627304,1809.537749303714
560.7160582898108,330.58741162390515,391.6987452884208,613.7806535053357,962.890814448946,1303.1667953002957,614.6033578726923,630.4421854976417,710.4533204613844,708.684983209494,1031.0153753591158,1782.858075982168
562.6919470528252,332.0417937490047,394.10590288728105,632.4209274764596,1110.46639510529,826.63287590985,657.8543303117394,978.5466412688072,606.01016132498,670.1827423632398,778.5743110544558,1765.3242482018954
594.3963894773725,333.49617587410427,396.5130604861413,755.3062379362376,1077.0015279883835,484.4802162139181,701.1053027507864,576.2765015778267,507.410947676028,743.2030373276515,1489.6323919635026,1762.106288381741
485.6237273927978,334.9505579992038,398.9202180850016,870.6940610398436,1459.4110223213954,469.8072439994872,675.3104881574936,588.948748888171,456.67003643844777,636.9399726662514,798.2225312708722,1766.8952481042052
445.77679166611006,336.4049401243034,408.15109730601904,1028.7344759500274,905.4670875342716,997.9275145089952,649.5156735642007,601.2591318755751,571.7616578004578,530.6769080048512,721.4397646670709,1850.7187788243064
548.52961300278,337.8593222494029,399.6330861313584,781.070054366903,861.1819510540341,1091.4324885252638,623.7208589709078,629.4589739683039,382.1502764505155,708.0038518296384,429.67520721473056,1844.457258506773
515.6452320076413,334.31922960758766,391.1150749566978,708.8753369968817,932.1273718594508,1054.0255870705976,597.926044377615,646.6899026918808,408.3012833228824,885.3307956544256,458.565993322058,1699.361534393626
478.6872903614197,330.77913696577247,382.59706378203714,836.5154117141437,935.8507982356584,1360.108691756226,548.875851066875,672.3411510391364,882.3793131516285,880.0310649558429,244.4028626682256,1738.2855624785366
655.5950470888973,327.2390443239572,374.0790526073765,923.086958412257,909.5045399771956,941.7314872992596,499.8256577561351,713.3463768484424,454.76545937152366,831.2596097041387,269.6381423877863,1816.0090541219392
460.499781630873,323.698951682142,365.5610414327159,964.1271059871748,1157.9774644676663,815.2149882835632,450.77546444539513,751.5996252084668,402.3579176882752,782.4881544524345,294.873422107347,1777.603663525305
388.77866389341153,320.1588590403268,357.0430302580553,1092.424254236866,988.3238655487376,865.5873029984642,401.7252711346552,776.0484307950336,821.1460575789798,733.7166992007303,292.5212526893221,1752.076162290845
380.17099076495725,316.6187663985115,348.5250190833947,1189.726800297516,953.150158431338,1403.866384294431,352.6750778239152,876.2190556724192,777.826731547753,684.9452439490262,301.60278785096057,1631.4076013050226
453.93445532028886,313.07867375669633,340.007007908734,1030.0615963250757,1067.7113861833336,1017.6952608740708,362.8325601108018,723.3319942693316,735.8155453608599,636.173788697322,310.684323012599,1530.6793421428836
296.9133196027464,309.5385811148811,331.4889967340734,1179.537450171996,1000.7277062890676,866.3466652707216,372.9900423976884,684.832915709056,643.5402904331099,647.629299215668,319.76585817423745,1519.0890372150657
267.9636475620735,305.99848847306583,285.1882134335058,805.5664491691989,972.4137961914304,1174.9598441166358,383.1475246845751,724.5206333215876,685.9090750260967,659.0848097340139,384.9462946595336,1606.6581258971196
480.5230147873142,302.45839583125064,238.8874301329381,2412.0206663449994,1056.397889603189,860.2871863839601,393.3050069714616,711.3548555695575,572.9876439684759,670.5403202523598,450.1267311448298,1481.499831898395
423.08525141297633,298.9183031894354,192.5866468323705,,922.6253830510436,971.1753027259203,403.4624892583482,793.9761326822081,657.3227993294837,681.9958307707057,515.3071676301261,1380.0537771504005
601.1590404664821,295.37821054762014,173.0667221333008,,1015.6176523973432,955.8237009438878,413.6199715452348,757.6117334143161,769.9439718643033,693.4513412890516,580.4876041154222,1613.6292914687915
689.2162397312225,291.8381179058049,153.54679743423114,,1007.1718928857954,974.7955941482088,481.39714381556337,845.1907823538897,683.4318716711524,704.9068518073975,613.8160113097979,1763.0313446176674
455.7565723095995,288.2980252639897,134.02687273516145,,1487.1170521041286,988.241501539856,549.174316085892,872.7033460313525,808.002879925033,716.3623623257434,647.1444185041737,1668.509037201515
486.9919621081542,284.7579326221745,183.7531036907248,,1145.6443130158311,905.443134083886,653.998142062108,843.0471822109974,847.275115640576,727.8178728440894,528.6162110626026,1142.237759354966
596.6675669551518,281.21783998035926,233.47933464628807,,1054.264218312905,1043.2270440950692,758.821968038324,957.1208891086624,906.8381087988778,739.2733833624353,435.4905671915105,1413.0568028105115
529.1989645457331,277.677747338544,283.20556560185145,,980.3843228488288,763.900046570406,863.64579401454,894.22886547359,822.1801737708894,750.7288938807812,449.7574754473294,1672.77415967926
520.6108707568003,274.1376546967288,510.5312724608208,,1096.9367749531418,885.4535302497067,988.1682687792348,784.8718654251945,654.3986985145735,762.1844043991272,641.2457072884749,1198.2010720350477
337.37804252350554,270.5975620549136,530.3972433524791,,1183.3640643189158,815.5618852874018,420.0651491324755,713.5450614943987,910.5232098113688,773.6399149174731,668.8541364884848,1681.499214139921
503.28681766850383,267.0574694130984,550.2632142441374,,1186.8895238126513,902.3750505575478,561.300093988252,700.230014993769,868.3456972505644,785.0954254358189,585.5262302421257,1341.5002906638276
490.37662738745337,263.5173767712831,570.1291851357958,,1411.5966450271685,826.9298963017474,561.1037228080593,684.9011681952809,676.5099229609041,796.5509359541649,637.2426938085031,1624.669320601846
566.2096936152393,259.9772841294679,589.9951560274541,,1215.6893763610929,705.5139020739144,560.9073516278664,788.6182399374441,691.0187439173224,808.0064464725108,573.8774391834451,1599.9481370752983
559.1284148404964,256.4371914876526,609.8611269191124,,1428.9590117126932,651.5571825501304,560.7109804476737,749.4949343852148,967.5779184866288,819.4619569908567,587.5060336721689,1742.1425850972066
498.26244607500416,252.89709884583743,629.7270978107707,,959.5278749977308,651.2605849260536,560.5146092674809,757.0739725155466,690.5343001120301,441.8154970445421,1054.2527327625642,1591.507960601067
379.3468529603277,249.3570062040222,592.948875952329,,1120.2681180358577,1432.163746234865,560.3182380872881,710.3318339281667,494.6891862523506,502.5155443726173,1311.6443984737489,1302.1945730820862
256.07558613000623,245.816913562207,946.40822188466,,1425.667532077701,1034.814178522482,560.1218669070954,693.3981553536829,709.3063453350586,563.2155917006926,572.9333931440851,1442.4614176353916
231.5401863659656,242.2768209203917,818.0663208796244,,1344.584633468774,715.0021663254846,559.9254957269026,800.9951981816141,701.303818880829,623.9156390287678,632.7240073188171,1190.877505599899
234.0162459181792,238.7367282785765,401.6165687351684,,1499.8854507502888,836.234667710942,559.7291245467098,820.4331957269063,678.5249135513811,684.6156863568431,642.0978770541698,1400.4405134404988
525.92810960669,235.1966356367613,1450.6318659902506,,1416.1489688306815,1027.483500063742,559.532753366517,726.4066675571901,791.0741196967749,745.3157336849183,661.480221968428,1676.342869379811
534.7762642213422,231.65654299494605,707.7091477051664,,1504.5195995943852,1925.1487014527004,559.3363821863243,943.4147824394704,802.8067454271068,806.0157810129934,644.3872745407093,910.7240937333564
533.7920676855541,228.11645035313083,850.176180071137,,1457.1021464249382,1355.051864514935,559.1400110061315,1066.6950674891934,683.694725952704,866.7158283410687,656.6728399058909,1448.6764696168354
524.3003567824735,224.5763577113156,749.5594030644874,,1420.6752274009,855.1862899993656,558.9436398259387,905.5395140861228,270.29311389049286,927.415875669144,454.3246529802095,1315.2153197535984
550.0074935135514,221.0362650695004,648.9426260578377,,1504.5243927938468,1134.1754045868763,558.747268645746,836.0823072691313,352.97007381648643,988.1159229972192,636.3525164302408,1337.460673422366
286.6959920286105,217.4961724276852,548.3258490511881,,1412.3946058187078,666.5322829629995,558.5508974655531,832.3168729918673,298.0947732492547,865.3305039686072,570.5472217518911,991.2157704788058
547.4273812479315,213.95607978586992,500.58408206535313,,1539.105306658221,1165.0269488638176,558.3545262853604,897.784642031061,315.6838637098475,742.5450849399954,564.3315678698781,1477.8279885309885
543.6674109827368,210.4159871440547,545.6854279412238,,1539.4537785810917,913.3256145022904,558.1581551051677,892.5571289804176,606.1704520146377,1502.6645423670657,674.3631001419659,1298.067142895267
520.9236236495499,206.87589450223948,590.7867738170945,,1590.360438426582,1021.979220673126,557.9617839249748,995.2169524611847,896.2649602252516,2262.7839997941355,640.6840617249258,1457.6103031092969
494.2145494960303,203.33580186042423,427.0963791220668,,1557.8934362196046,1056.5466658250673,557.7654127447821,911.4299881789256,1094.4736589217073,3022.903457221206,635.8505915945092,1513.1398072976544
543.3981815800679,199.795709218609,285.9829539570825,,1872.557740863865,1295.6286519813063,557.5690415645893,883.1037459325333,981.4818488580684,1080.8884302853962,631.0171214640926,1443.260730943476
504.2171899220442,196.25561657679376,275.2770072785164,,1719.880310173299,884.3157049755962,557.3726703843965,995.8085397025616,852.5259198569794,612.6978026730955,701.1513637274289,1547.6197962598353
286.06175448403883,192.71552393497856,264.5710605999503,,2536.197199788259,881.5219548891334,557.1762992042038,828.0759162582879,835.9248538615924,697.0819450159544,822.0844229544833,1479.3880130720352
284.969428782548,189.1754312931633,253.86511392138416,,1755.887139661076,955.1843433644864,556.979928024011,893.6138684619867,984.4942932937328,658.7817653039887,775.8030394470567,1248.2269753177395
462.6383057837448,185.6353386513481,305.55759118342866,,1731.458015855364,1224.315651324458,556.7835568438182,929.4954344961404,868.7417947971862,754.8913571479542,620.6616119648388,1480.379904088054
434.2880056839416,182.09524600953287,357.2500684454731,,4574.937799230914,917.6450869067628,556.5871856636254,899.4312794819749,737.647124025908,723.9257030117577,648.7190189433053,1290.836891141101
471.70072861349007,178.55515336771765,408.9425457075176,,,858.5366721900302,556.3908144834327,1253.889347882009,807.0372142125276,540.8971590984894,719.5716375634441,1316.956562937408
398.6239217297886,325.4672478165161,460.6350229695621,,,959.0976104223948,611.8220661745705,1217.385149019555,664.7331517803334,686.3272610907999,631.2237744759449,1439.9463152172905
543.048338564674,472.37934226531456,512.3275002316066,,,1366.7391945315978,667.2533178657083,1032.6559419425405,497.8457521282576,579.4786234738622,630.2242668156475,1295.0309778735905
217.49358502274723,746.8125846626252,564.019977493651,,,862.6313939669176,722.6845695568461,1003.237547016544,411.7798005271609,581.5888610751264,629.4562881309967,1181.556166822884
204.5137284294107,379.9934705481396,927.4741634851348,,,980.8622926383492,778.1158212479838,1143.3810542114168,325.71384892606426,571.6766372526768,682.7014333514409,1297.7699803482078
425.01317169128464,429.1331291792556,845.2000971009509,,,843.7747442752169,833.5470729391217,1167.1933431882624,784.576015635717,451.1924899656214,706.6732171536155,1563.4599946920328
520.5027609609865,425.4961364847291,762.926030716767,,,940.9192060046428,830.1336428005529,1138.1418044886282,827.1768143393066,491.5423790563814,619.3895616695403,1544.220643160963
497.7257732198129,421.85914379020255,680.6519643325829,,,880.9657485952085,826.7202126619842,1097.005341689144,860.9531974056952,531.8922681471414,649.2273933720838,1337.2128840166088
544.2421467494155,418.22215109567605,598.377897948399,,,760.2608081893835,823.3067825234154,1195.2522036074618,964.2205538186566,399.0746465961009,806.4696909910382,1066.8558913536478
861.3521393206736,414.5851584011495,581.9937541295275,,,835.185417740165,819.8933523848467,1204.5157491666191,971.4494187934228,509.75675928257056,698.4014607200542,959.1823236062525
1069.877242031258,410.948165706623,823.2414811094862,,,835.5715822930242,816.479922246278,1489.8326529628227,915.8093335569298,484.9354015681635,853.8987506721605,1013.7428405017166
794.7591941946649,407.3111730120965,376.6155523833864,,,970.2116724250274,813.0664921077092,1299.9765511085598,885.9466723242803,523.9544793596401,641.9783747401813,1029.8789738163646
1021.4297052579172,403.67418031757,338.53025195620955,,,1076.4564937512985,809.6530619691405,1256.6396918572425,853.4260655800834,539.3929686891731,619.6840155443057,1111.8872919589014
