RMS_envelope_Max_Min_difference,RMS_envelope_Max_Min_difference.1,RMS_envelope_Max_Min_difference.2,RMS_envelope_Max_Min_difference.3,RMS_envelope_Max_Min_difference.4,RMS_envelope_Max_Min_difference.5,RMS_envelope_Max_Min_difference.6,RMS_envelope_Max_Min_difference.7,RMS_envelope_Max_Min_difference.8,RMS_envelope_Max_Min_difference.9,RMS_envelope_Max_Min_difference.10,RMS_envelope_Max_Min_difference
204.12980700034524,202.94574923293885,205.31715791778376,147.16927754347589,173.3014541242485,188.45250834332427,166.73102283254545,146.52152960700298,206.48516574764,125.2600715472538,141.91194973291033,138.1181386878659
61.578992438589886,41.26776094415291,112.12190798176276,40.312822354572326,7.567150621155761,14.629189056809778,15.671371551986525,46.5404527634452,16.241621573923254,14.015181711853586,23.34384298486016,60.59491652055519
87.19638466839567,9.525007919404487,18.92665804574172,44.19167366676952,8.142214665025321,17.167515007261922,9.400754004907952,41.1748302433928,2.7780536145606334,9.860489650275792,5.635102178079947,40.28124439230555
67.43265281258977,9.340254839534603,14.33093497335742,6.716670116587089,8.165011303825665,19.705840957714067,2.107589439118982,64.59871726411095,1.7848870581731404,5.705797588697996,4.515360368255173,34.75086022759661
61.69090976058002,9.155501759664723,9.73521190097312,5.958344210790756,14.482538737800551,14.88051146268748,8.476330989604794,28.31938716190233,1.2192273407241174,1.5511055271201997,2.673938104695196,37.836616284586064
59.93633209944689,8.970748679794843,0.0898819741825747,7.20088790194783,11.538451571294909,10.055181967660891,14.845072540090609,12.487972467642171,2.556400299977668,19.10421702551133,7.881215213393154,44.14582291377971
67.52026949142756,8.785995599924961,3.572705801868466,10.78129394339659,8.594364404789264,5.813692532720111,21.21381409057642,16.556305547869236,14.959278180204194,17.967091415596006,13.088492322091112,36.40644588292599
56.38251806003393,8.60124252005508,7.055529629554357,10.187534958416832,5.650277238283621,40.36987528468079,15.840115451225842,27.21365537386609,21.998934377489626,16.82996580568068,0.1119303446944144,57.02601978851303
52.43861598052262,8.416489440185199,10.538353457240248,21.45579558839931,3.1121587216836915,30.277025591700827,11.902040414815584,16.373306234840626,29.038590574775057,15.692840195765356,50.85674615855054,38.73151295808596
48.76815166514072,8.231736360315317,14.805177462103412,24.293329329100168,0.5740402050837616,20.18417589872087,7.963965378405327,10.150020790434304,16.088355605115268,14.555714585850032,35.36138356873921,59.56489125759642
52.1246909418024,8.046983280445437,15.098838539460669,30.98446327936692,8.567436558463214,118.462388243582,4.025890341995069,19.14854992740274,109.74899225532886,13.418588975934709,139.97577316600277,67.12280281309638
48.22103116966666,7.862230200575555,15.392499616817926,47.62192885469195,12.918891445166295,51.71987899468388,0.0878153055848116,22.29342172322105,16.22105987374411,12.281463366019384,37.22575283591939,66.15332137776223
40.14705202907172,7.677477120705673,21.68194615330325,26.016168426998306,11.888171626264068,26.0574575875303,20.662125749844208,11.67230838403554,13.724434341215414,11.14433775610406,57.41132277795804,58.84301826300691
19.50618969734535,7.492724040835792,14.41104515059784,26.42125080038838,12.798637979249849,65.61888529169461,17.735767951805535,20.29003534743741,42.63801169211494,10.007212146188737,68.18557055707409,67.80728324916694
18.70435820371354,7.3079709609659105,16.41585475255415,13.192534100789686,9.26932255105616,41.8983807106066,14.809410153766866,18.08844815923559,10.963186288211162,8.870086536273412,52.15864401979256,53.47184857608757
48.96264307623879,6.850198812919213,18.15725447794292,34.98938055117078,5.740007122862471,0.815617688902087,11.883052355728193,27.87847496254404,22.14731011168466,7.732960926358089,46.75194380833152,72.62698599349164
68.7484975104048,6.392426664872515,19.89865420333168,18.392902738528782,2.210691694668782,15.10418484354593,8.956694557689522,33.542372154644525,25.13108210914472,6.5958353164427646,55.92989976738539,49.133488501341006
42.90004544461669,5.934654516825817,21.64005392872044,37.59304902439355,5.614051605838469,35.71674477216068,6.030336759650851,20.90573566223205,28.114854106604767,5.45870970652744,62.55976797804132,72.42193505479091
60.84495301406596,5.476882368779119,23.381453654109205,49.465671197318194,9.017411517008156,23.229656368040043,4.89160722037024,25.403893163244007,14.006617026834178,4.321584096612117,50.1892042727026,59.75467553722699
64.59129072831217,5.01911022073242,25.12285337949797,31.302451870669955,12.420771428177844,10.742567963919406,3.752877681089629,26.89691077274156,27.77360594424493,3.1844584866967924,63.82736551987235,67.77163134864016
60.230122973578965,4.561338072685723,26.86425310488673,34.3684047844001,6.642392157659828,11.802319341302468,10.428850605388362,32.94496268628827,0.9136217878074716,2.047332876781468,14.704013777695522,78.30103612056932
48.196750584309015,4.103565924639025,28.605652830275496,77.39271085796244,3.1268098521283463,39.5741215845504,8.538321267502837,31.22474435596469,12.417894511792738,8.137124298420588,25.974854683775447,53.05161196211085
29.81162475569151,3.645793776592327,25.83212005626282,87.7007132650279,5.772129628214998,34.127469202710955,6.647791929617313,52.57217877563316,25.94287644196952,14.226915720059708,30.69362652523545,52.2266628532924
55.86827846735634,3.188021628545629,23.05858728225014,27.00565064630124,8.41744940430165,25.00298146399609,23.141521638738737,29.9155059355888,28.03311740297121,13.932804798856578,33.98778168882177,73.7103285120155
44.65812149246095,2.730249480498931,20.285054508237465,54.49187519444408,11.0627691803883,43.10664883025709,39.63525134786016,27.05918045068362,29.309814617131764,13.638693877653449,69.51298323181062,55.43184582858464
44.277528319878655,2.272477332452233,17.511521734224786,74.2911323134428,13.945518034449776,20.97604762774196,17.340672842264702,30.81172144907683,17.402825332313938,13.344582956450315,56.18497301368628,74.38788285801996
53.40115641164213,23.362773292943807,14.73798896021211,86.51103736325082,17.499696191118872,16.475944429157806,22.58290122896289,27.12273300892201,34.37763056164079,13.050472035247186,42.1496512712491,70.34367592489663
36.93614728592786,22.501281292420945,11.964456186199437,71.57054786159162,14.388566284005734,11.975841230573655,7.033438896078529,28.335327607956746,35.19686217810225,12.756361114044056,48.25505123330969,63.75602339278471
54.79275475570928,21.639789291898083,9.190923412186756,123.2188716603304,26.435155924272323,7.475738031989504,12.197979589187817,30.046114496876527,24.424228238228565,12.462250192840926,27.783766710731165,57.23402797550995
35.39946418859502,20.778297291375225,6.41739063817408,54.68059439623646,42.693142396055926,34.94127059164066,12.420741075616718,28.36581133261016,12.133928957305002,12.168139271637797,23.062938515964184,65.93333012695297
50.04420749220531,19.916805290852363,3.643857864161404,75.7313628931343,8.877992470374068,50.1534529635278,8.040031635560311,34.235087230985215,10.648607553666947,11.874028350434664,86.26809129666766,68.60944244044776
76.91314613466854,19.0553132903295,0.8703250901487252,62.70246428704414,11.967145265524543,40.91238127990611,13.811873645261308,25.634158158356662,19.41601591571866,11.579917429231534,54.50634291498342,71.59008727800841
80.4332322861078,18.19382128980664,8.905506456339893,94.12432463567052,16.09683278142586,45.84322331097693,16.593628263562653,35.56355597069421,31.423804062717352,11.285806508028404,88.15057726858521,64.83262932172737
62.3068429888895,17.332329289283777,8.835362069114225,103.9716951115393,29.489768482234588,17.57094651194504,19.375382881863995,55.77910269361488,16.07066816135631,10.991695586825273,68.05763290723017,60.034652798742194
44.06639688112852,16.470837288760915,8.765217681888558,108.88380554033566,7.416356678778008,48.63811600456328,22.15713750016534,51.24227328746441,13.651081003934609,10.697584665622143,47.65859167479525,50.05752342854143
67.24077412584617,15.609345288238057,8.69507329466289,91.64981571987084,7.063974861851591,44.33841296743147,28.08249487714978,37.92691771389395,21.31958843275676,13.060500348535824,32.76989887592351,47.72493450522322
67.37391961429486,14.747853287715191,8.624928907437223,85.11324906153969,36.396391531941234,43.001457647081374,34.00785225413422,46.655751271047,29.52460180850035,15.423416031449506,61.70351882841764,57.68966573590374
