RMS_envelope_FM4,RMS_envelope_FM4.1,RMS_envelope_FM4.2,RMS_envelope_FM4.3,RMS_envelope_FM4.4,RMS_envelope_FM4.5,RMS_envelope_FM4.6,RMS_envelope_FM4.7,RMS_envelope_FM4.8,RMS_envelope_FM4.9,RMS_envelope_FM4.10,RMS_envelope_FM4
6.656444025616738,1.0000000000000002,1.1666666666666663,3.415013281515593,3.995041639302305,3.13503175602058,1.8944908753267,13.726139261392404,2.673158342579924,1.0,4.422461507062629,2.7118542695972283
23.307115608205464,1.0000000000000002,1.1111111111111112,2.888365839959649,3.507600949332435,2.8446855129599897,1.670868156495025,17.147789601267014,1.5,1.0,2.102090323131645,2.684070399309186
12.998784343780482,1.0000000000000002,1.0555555555555556,2.4394529615847103,2.8787726660717925,4.019919996802948,1.44724543766335,26.9572473901004,2.712107977848227,1.0,7.136344748395628,2.4192896918965707
12.067989133750318,1.0000000000000002,1.0,3.274543876369709,2.8845512822994217,5.324069327423185,1.223622718831675,16.8900827020309,2.041598034092671,1.0,3.395248856463315,2.5646062559736857
7.449858868108681,1.0000000000000002,1.1047698271489723,6.017567593126657,3.2455029396120274,6.592953077589442,1.0,16.541350825783514,3.901511412801919,1.0,3.336895475483867,2.956670227113649
13.211995997103624,1.0000000000000002,1.2095396542979449,2.9284981456538963,2.78742727660453,4.432304597590185,1.0,33.994956703862634,6.049075309103731,1.0,1.7243967429214313,3.604180017517381
9.5426970162926,1.0000000000000002,1.3143094814469174,6.318915845275575,2.524108960818115,2.798968469454724,1.0,5.873801606791082,2.6679006844162583,1.0,2.780167180988174,4.038177283789994
9.301589922794513,1.0000000000000002,1.41907930859589,10.81769836119325,2.634103549830289,2.6350283230268285,1.0,2.9785144646836925,3.880606702275592,1.0,5.863372835752544,4.25698996323777
6.236750867838801,1.0000000000000002,1.5238491357448622,7.774138514386477,2.9815256939447923,2.312081243981892,1.0,2.5949537256998907,6.270121099448807,1.0,1.998009202355138,3.8414416546460224
8.167400292538522,1.0000000000000002,1.6286189628938348,11.871847650418191,3.0524146473812483,3.880947023364606,1.0,4.154235878675864,7.396003494369156,1.0,2.994225671465992,4.098989235199524
11.240744540374935,1.0000000000000002,1.733388790042807,13.063626934256202,3.057472849769165,4.9970105109243,1.0,2.118285532046676,4.64550491320461,1.0,1.9871799927000435,4.131047604459041
5.117449401490334,1.0000000000000002,1.83815861719178,2.823701895467766,3.836780307200327,3.015868573651498,1.0,1.2712706406768353,8.24287367056733,1.3511821006400926,1.9654742583187623,4.219716396097448
4.160015172636209,1.0000000000000002,1.942928444340752,4.021905962869453,3.054179540535227,2.676835984524271,1.0,24.617676148924275,3.607489614770949,1.1755910503200462,2.1154792602993493,4.68951538438112
7.149590515092718,1.0000000000000004,2.0476982714897245,3.5186415312584853,2.2383220972503075,6.970892622033452,1.0,41.73542494088796,1.2482216075920287,1.0,2.240968905129792,3.393269325805443
28.486314746570866,1.0000000000000004,2.152468098638697,4.427615280855735,2.211371960392738,6.12731039797345,1.0000000000000002,2.251352332188558,4.812270476490084,1.0031083890735897,1.435081642001399,3.2304600336393885
13.039864244963994,1.0000000000000004,2.2572379257876696,3.818976222914965,1.753465965164153,5.795846915350895,1.0000000000000002,1.6390590562264649,3.4968032054549565,1.0062167781471794,1.820566504854179,2.63330359952681
17.14684404279559,1.0000000000000004,2.362007752936642,1.6700633908576763,2.047564853208129,13.107497898639512,1.0000000000000002,5.567777831007087,4.359958125362818,1.009325167220769,12.281778167564497,2.038953674062812
21.29975799404759,1.0000000000000004,2.4667775800856147,1.5659859466651085,2.1894594046000027,3.9875659823862777,1.0000000000000002,9.496496605787708,3.260561536222151,1.0124335562943587,3.6086326543140896,1.8254878306829712
22.18214362657258,1.0000000000000004,2.571547407234587,2.234587079734022,1.813722243930611,4.662708574584801,1.0000000000000002,6.185388523162927,4.124698196763205,1.0155419453679484,2.2058197755424627,1.999611994535992
16.031677833642018,1.021183458858855,2.67631723438356,2.2978944527891465,1.99322402194194,7.274067331586312,1.0000000000000002,2.3913637970724024,1.7209895210445925,1.018650334441538,2.152278973390905,2.5063758565983587
21.672539321748967,1.0423669177177095,2.7810870615325323,2.4450963617557964,2.2671642437792725,4.0090847892265975,1.0292395535424594,1.5977259232319836,1.0,1.0217587235151278,3.024604783850677,2.583992943776668
14.91535477232528,1.063550376576564,2.8858568886815044,2.797621396948557,2.3690526982750955,6.699033176477118,1.0584791070849189,7.532897261394921,1.5,1.0248671125887174,2.830911339645119,2.1890533048411247
20.14417578124276,1.0847338354354188,2.88456299536552,2.489747696280136,2.4855530293036527,7.689630845318358,1.087718660627378,4.022770747779838,2.250602123455283,1.0279755016623071,2.343300016289808,2.129807094938754
14.672241333106298,1.1059172942942734,2.883269102049536,3.4062193086100088,2.5070993953130687,5.355716534197577,1.1169582141698369,1.8096716883910533,1.0,1.0310838907358968,4.404153834947038,1.7748694257190225
8.884660508996854,1.127100753153128,2.881975208733551,2.516848461845372,2.3857075282900264,4.694522416780737,1.146197767712296,1.5,1.0,1.0341922798094865,6.876221184601221,1.963535756045918
7.804728174948551,1.1482842120119825,2.8806813154175663,3.4626540096434844,2.448816439430729,7.78893244157,1.1754373212547553,1.5000000000000004,2.031511255418961,1.3677222886713634,5.21631164016823,1.9950728333060188
7.350233596965565,1.1694676708708371,2.879387422101582,3.704320062143728,2.115712308741302,2.47755204001503,1.9025723880291616,1.0,7.665852508450212,1.1838611443356817,2.7141763959373915,2.1141690807229425
7.887731169161006,1.1906511297296918,2.8780935287855973,2.9938008253068045,2.4104348742206665,3.572623360100659,1.5000000000000018,8.477656838392821,1.0,1.0,2.630932870190529,2.10225928296512
4.618128225373982,1.2118345885885462,2.876799635469613,5.122221569895553,3.024333648772293,2.043611339678524,7.207564834353974,8.293935383074148,2.202214647266244,1.0,4.5658308723908165,2.5825460567154748
3.606955383239024,1.2330180474474008,2.8755057421536283,6.935056660931396,2.923849976451996,1.8633300095186909,6.15140918270829,10.471077710212588,1.0,1.0,1.7792346568753057,2.4631917596414703
2.2993887319403608,1.2542015063062557,2.874211848837644,4.324573791223619,2.353971626284177,1.8193022026905712,3.575704591354145,1.880435655321256,1.0000000000000002,1.0,2.3386173105818107,2.610765025207404
2.8062022709791874,1.27538496516511,1.0,3.5987390054336457,2.1822771792858324,3.11302304784676,1.0,2.143246035681756,3.628850814514102,1.0,4.140881655441513,2.7679702964019657
2.741546791546824,1.2965684240239643,2.0292013019819395,5.857303257866429,2.4172205979713395,4.867551937425958,1.4999999999999984,17.445575869426495,2.9662683201307374,1.0,10.35304815324086,2.645638513715483
4.98478150948485,1.3177518828828192,3.058402603963879,1.5706398935080603,2.637184792396512,4.5892050940631846,1.374999999999999,17.125700437217862,1.6073183007621523,1.0,8.625010594626719,3.599426589500549
6.9984469144416765,1.3389353417416738,6.47478810366472,2.1751078889344027,2.871894547593391,5.373821395168793,1.2499999999999991,7.104094048573911,2.147976679705552,1.0,6.260307251517628,4.455368189980796
7.082804697232322,1.3601188006005285,1.0,3.2135306347529067,2.5220701181203777,2.174028215604052,1.1249999999999996,24.50475456361536,2.6558662224654457,1.6112524942801052,6.6569731363348,5.13407727931279
11.93984307069695,1.381302259459383,1.5000000000000004,9.17146357407916,3.314837101876263,2.5010191255799805,1.0,2.33438743023336,1.9256875174239028,2.2225049885602104,4.063497298069875,7.989228942150722
11.296091420237326,1.4024857183182375,1.0,3.8702871025051824,3.825718060697762,1.6094573714692406,1.0,2.849689856836778,2.2345169988818623,2.833757482840316,5.092610469151531,7.259282885029028
7.310996842262072,1.4236691771770922,1.0,2.679989745718679,2.851426655858516,2.3561733293490867,1.0,5.5610687576612206,5.01644403873059,3.445009977120421,2.42864545477105,8.199629362919636
7.901222547484917,1.4448526360359466,1.0,16.131713032112124,3.361453869328186,9.6194837751764,2.08695620513098,5.5152877505045135,4.116158106904287,1.5683280447253385,11.70347115813288,8.322732999901467
7.514758347250927,1.4660360948948012,1.0,5.698330219848376,3.758710225677611,2.7915946999500374,1.537030503403635,5.373998013674209,8.021093580661683,1.4999999999999964,2.2550315404081407,7.826727741094178
5.594629102684671,1.487219553753656,1.4999999999999998,5.81980130504166,4.360779011157228,4.508202678419986,1.5000000000000016,3.377806808424304,14.749229476645215,1.4999999999999931,6.780553163351533,14.167212978114042
6.771818870145316,1.5084030126125103,1.4166666666666663,2.8945818246438297,3.853287345899009,6.641147222753444,1.5000000000000029,3.523909337305672,4.0609116600384985,1.4999999999999898,2.36226252776656,17.241567885454103
4.301033102194534,1.5295864714713652,1.3333333333333333,16.016616556089154,4.470612571648233,1.4999999999999998,1.500000000000004,11.30261591155586,2.6182860107593524,1.249999999999995,1.3292594395452126,9.698831152785166
4.214066914768395,1.5507699303302196,1.25,24.8354799231252,3.4360618529579448,3.0464780500241866,1.3624088966857135,31.45324526112546,4.466419098345772,1.0,3.144819565422805,10.40186199086179
3.441994356220452,1.5719533891890742,1.1666666666666663,14.209154024093005,3.191267501254403,3.46918568250126,1.2248177933714233,11.14523322075678,5.386799032727949,1.0,2.144665669343288,11.296646186421206
4.042820634815965,1.5931368480479289,1.0833333333333333,10.01443611727757,4.236535851881865,1.0,1.0872266900571328,15.027514010680678,3.079237130450455,1.5000000000000075,6.871296056023026,11.349952632905378
3.17204762162222,1.6143203069067833,1.0,7.4789555571195026,6.938638332416022,2.742754830017028,1.0654200175428497,28.866577265769905,13.961447308462816,1.2500000000000038,6.796625004318026,10.017159571534364
3.2344761049319835,1.635503765765638,1.0,10.806137166977614,6.040566309574365,3.552344273444945,1.0436133450285665,8.489561083791415,9.03439798282436,1.0,9.204522395590605,8.222813101448052
2.991304965911007,1.6566872246244926,1.0555555555555551,8.89831997392528,7.209078737189651,2.812989645559349,1.0218066725142831,5.417302747814998,14.322669585102933,1.2500000000000002,3.8252954891128974,9.759011157267077
5.125092941728766,1.6420941751883928,1.1111111111111105,21.787438174822352,6.326115806438651,9.092371706494635,1.0,3.90309187739416,4.345186977694865,1.5000000000000004,3.584969569210572,8.026283910352957
5.745344665568877,1.6275011257522929,1.1666666666666652,3.642087244618767,4.823329412258953,5.357634814982401,1.0,9.358508187525931,2.673226722499416,1.0,1.0,6.56091145178407
4.145035429387269,1.6129080763161932,1.2222222222222203,2.4619299203684224,3.352960795763642,3.9388261497637287,1.0,10.420950915140237,5.039196453063435,1.1950533811050208,1.0,10.727052104303572
2.307424782800392,1.5983150268800932,1.2777777777777757,3.9562701525642296,3.678540412463741,2.8754931066528484,1.0,14.212707391427246,15.959074931888775,1.3901067622100416,1.0,11.52445320018453
1.8232082667511589,1.5837219774439937,1.3333333333333306,3.5533752380336963,5.175720100210468,3.0224523340188347,1.0,15.018604529441792,4.22080032678313,1.5851601433150624,2.205077719289986,7.895443325133722
1.6545494635379612,1.5691289280078935,1.3888888888888855,5.981181771104079,5.183484525651603,2.792690275320648,1.0,14.19911456976438,2.44418172921339,1.7802135244200832,1.803385146193324,5.422376723369687
1.5624471658403,1.5545358785717938,1.4444444444444406,4.629773717536432,5.059447927105121,3.42325919471968,1.1353713287815703,13.272119976737816,4.117578388259376,1.975266905525104,1.4016925730966625,3.751022020543165
1.5507890797207962,1.5399428291356938,1.4999999999999958,16.956540195581525,3.390247365904142,3.052833660675116,1.2707426575631409,19.73369204658936,2.644368153488612,1.9455627239297848,1.0000000000000004,3.888075359142898
4.449713279453683,1.525349779699594,1.3333333333333306,6.135313478317309,2.783921117181578,3.1069868785177044,1.4061139863447112,5.400403483401291,2.3024878523342207,1.9158585423344656,1.3282540512643917,4.1531940572496175
1.801784946202681,1.5107567302634943,1.1666666666666652,5.72369200086555,1.9356397667921936,5.001140687391328,1.5414853151262815,12.08848406394561,2.264918017970473,1.8861543607391469,1.6565081025287829,4.835619256615816
2.033353010022239,1.4961636808273944,1.0,,2.8243039927488303,4.647441345929655,1.676856643907852,6.86405183998375,3.07634189704428,1.856450179143828,1.9847621537931737,4.482563734082336
5.051489327912871,1.4815706313912946,1.0,,2.1778048405574872,5.11231614920657,1.8122279726894224,7.117888535150007,3.775208189995096,1.8267459975485083,2.313016205057565,3.828508107426584
3.370926134683959,1.466977581955195,1.0,,2.2771790175057744,3.272160301146472,1.745758488205179,5.779983246863338,4.2705419900592245,1.7970418159531896,2.513157775659904,3.8677784737670544
4.10261333271765,1.452384532519095,1.0,,2.986872453118015,2.602381528312456,1.6792890037209365,10.036279922803455,5.901160826480553,1.7673376343578706,2.7132993462622434,5.3075532482985865
7.106200442855042,1.437791483082995,1.0,,2.844997663316508,3.084548807268436,1.6195260024806255,12.205316935878152,2.601654047363927,1.7376334527625514,1.4999999999999996,4.311786331560953
5.277151570063606,1.4231984336468952,1.0,,2.61967280743394,2.8713257405769697,1.5597630012403148,5.898492710755711,3.363189530657164,1.7079292711672325,1.0000000000000002,3.584393102188815
3.583987821732574,1.4086053842107953,1.0,,2.9456795324198457,2.690762103637619,1.5000000000000038,7.603724082055066,3.104040046199937,1.6782250895719133,1.0,3.4059323598043707
3.574540947973243,1.3940123347746955,1.0,,3.1535436421111225,3.1992181893778304,7.090401742245296,4.772767435020553,4.226097870241997,1.6485209079765943,3.090964796620055,2.641561512529288
2.3190092870213177,1.3794192853385958,1.083333333333333,,2.299437554783219,3.6603163729641737,2.8082183691418674,14.111181404262512,7.2432378699986675,1.6188167263812752,1.4999999999999991,1.816426390424995
5.282542612746146,1.364826235902496,1.166666666666666,,2.129791262466896,3.699323197095167,3.709028298376531,17.416995468470077,6.517190287160635,1.589112544785956,1.5000000000000002,1.908000355201456
1.9448969556447289,1.350233186466396,1.2499999999999991,,2.132916644989449,3.5078765431883867,3.60066716644147,12.28672000268375,4.657740651514718,1.559408363190637,2.197379768749128,1.9661836891458675
1.988334094061274,1.3356401370302962,1.3333333333333324,,2.216416846415872,4.771656138491127,3.4923060345064085,3.819741024936989,7.815571086197212,1.529704181595318,3.903619213706941,2.1372930846563123
2.6952988699460394,1.3210470875941964,1.4166666666666654,,2.1201684478823584,2.116218934614422,3.3839449025713475,3.416997813107687,2.5625345422112966,1.499999999999999,3.8027488445938817,2.6256981974154368
3.3356827620145464,1.3064540381580965,1.4999999999999984,,2.6065467851084287,2.4058960988205804,3.275583770636286,3.3141094518010767,4.162939379017346,1.0,10.819884071820962,2.189648554605537
8.94177642704898,1.2918609887219967,2.0451899548810952,,2.5532800281396653,8.410825082839574,3.167222638701225,4.087815488931513,6.940573092155902,1.0555555555555562,1.625603403375082,2.226294048118646
9.193481161633988,1.2772679392858968,2.244745302634623,,2.754394537433801,19.96581806483,3.0588615067661635,3.443285125524933,4.0257812641920125,1.1111111111111125,2.5532056978615105,2.3308298119858786
2.932232582623329,1.262674889849797,3.689910176613793,,4.013344637873755,9.045684174807258,2.9505003748311025,2.6910748659289525,14.451181323891555,1.1666666666666687,3.5071317527527466,2.388159720391579
4.7149755803614575,1.2480818404136973,5.2369210301181495,,2.652444893705261,7.557929725255253,2.842139242896041,2.9571371394364423,20.976476167534976,1.222222222222225,2.3399285037739506,2.3306093437256528
11.30693491935395,1.2334887909775971,1.6612614346454233,,2.7211173096044567,3.811584653177917,2.73377811096098,3.118645800526008,1.8597825465061544,1.2777777777777812,1.5778203489828984,1.976354965933828
30.33582843199216,1.2188957415414976,3.117080264706852,,2.5632547290113905,5.3149454002904735,2.6254169790259185,3.542331430341767,5.135720651068291,1.3333333333333377,2.7507815107412847,1.788384669655518
45.182130312215584,1.2043026921053976,3.440914367183929,,2.381013276601256,2.186559819705761,2.517055847090857,2.470204421895509,4.049033316963837,1.3888888888888935,2.994032626448637,1.7374482014343715
33.682584290144426,1.189709642669298,2.793942911455953,,2.440702104494,1.8439391296695005,2.4086947151557965,3.114609855745245,5.964050660379337,1.44444444444445,0.9999999999999998,1.6680321918946015
26.54577207822556,1.175116593233198,2.146971455727977,,2.2855782317118303,5.910953703926989,2.300333583220735,3.1317674352871423,7.874831909191627,1.5000000000000062,2.629294419234009,1.6998648422406175
42.204875467722594,1.1605235437970982,1.5000000000000004,,2.443896966139933,3.531453243315292,2.191972451285673,2.614339970050348,9.135658116320307,1.6265570387445794,1.3835130763289902,1.7208755599101937
30.37071535192171,1.1459304943609985,1.0,,2.4293485636551058,10.588935305180051,2.0836113193506125,3.098529572048394,4.516963655788938,1.7531140774891525,2.653952088407156,1.846287139033314
12.514575696646489,1.1313374449248983,1.439606597475513,,2.32023885888232,8.490506582398787,1.975250187415552,2.9089132832315805,4.6120301835223705,2.91351679126352,2.06502617022726,1.6478985363448282
18.03483850863326,1.1167443954887988,1.879213194951026,,2.0552182726439794,9.740416699861472,1.86688905548049,2.9481271531977,6.491034525256671,4.073919505037887,2.3624845825456764,1.964475374688147
12.823339232565573,1.1021513460526988,7.903112486078049,,2.1607475380453254,9.4077413151698,1.7585279235454288,2.77475606318572,3.1101338507203087,5.234322218812255,1.9312422912728384,2.210988265454687
40.53012071517773,1.0875582966165989,2.4910887714826595,,2.459503616276689,18.45251555310097,1.6501667916103675,2.487887987021302,5.364194369530228,2.110137644755543,1.5000000000000004,1.811685804917139
19.21451707651288,1.0729652471804991,1.99405918098844,,2.36020923662377,21.967701403386023,1.5418056596753065,2.335399200966213,4.174268063619694,1.5000000000000009,1.4999999999999998,1.5701933248794795
25.38565289030132,1.0583721977443994,1.4970295904942197,,2.255517445865241,12.369677131575894,1.433444527740245,2.5564702100146834,2.631403348074939,1.0,1.0000000000000002,1.827308437196083
9.226550747165598,1.0437791483082997,1.0,,2.686796687777478,5.666483017960206,1.325083395805184,3.098326744178101,2.299909235620844,1.0,1.3980411099471868,1.8787795365545463
23.02100561447291,1.0291860988721997,1.3404039292878909,,3.425729685410846,6.243041874360625,1.2167222638701225,2.288512733539236,3.19726766007185,0.9999999999999998,1.0,2.1400439702230942
3.6553464503738864,1.0145930494360995,1.6808078585757815,,3.3616389998977856,12.521667833898736,1.1083611319350617,1.864458636973571,8.060339940942741,2.818351162771909,1.771354370687913,1.9109726971585448
5.205259069540747,1.0,2.021211787863673,,,10.066972959508645,1.0,3.467318304828748,2.7008736886054936,4.081900790712967,1.0,1.927632531698279
1.028003965744781,1.2499999999999996,2.3616157171515635,,,9.844755263980256,1.0,3.31417499114071,2.173272191373332,5.974555145347029,2.4307901463061734,2.189154332899143
2.485624173725377,1.4999999999999991,2.702019646439455,,,5.472729257264721,1.0,3.211711278589563,0.9999999999999998,3.4946084731114686,3.8067358487063423,2.172559005029741
1.499999999999999,3.122026861633888,3.0424235757273457,,,19.69592407245364,1.0,3.026270055532887,1.0,1.502113082149562,7.336236722849468,1.955845775323392
1.0,1.0,1.912698683769892,,,20.958835944145072,1.0,3.182442373952188,1.0,2.412451593074119,3.666895177449173,2.0626010554746546
2.776124853682344,3.1336380280749374,1.684524012827419,,,26.317877921741808,1.0,3.020200489267064,2.1503805700414937,1.0,2.3515283027841565,2.226492134647068
1.7867357358559586,3.016949597498156,1.456349341884946,,,20.551876396975,1.0423421078574666,2.4246117738123925,2.452725070713553,1.0,3.4025237809359057,1.7507709682643953
3.8205342731484304,2.900261166921374,1.228174670942473,,,5.298556663446702,1.0846842157149332,2.7030924659354016,2.577795383035755,1.0,7.956640647982597,2.183386343035478
2.4998256519391053,2.7835727363445923,1.0,,,46.45484192248234,1.1270263235723998,2.1911868365591385,2.0491876442967416,1.0,1.1906618566549232,2.4384610504205977
2.960015855637168,2.6668843057678107,1.0,,,8.095655625645877,1.169368431429867,2.426526207933976,8.03322794447211,1.7749437284687286,1.4999999999999998,2.6067169602233315
2.005950914609213,2.550195875191029,4.1724167734573046,,,3.7627160132677,1.2117105392873333,2.1848478362810924,3.4580669829683206,2.186476589856852,1.472649328863885,2.739067165907512
2.242999284110025,2.433507444614248,3.7664907385938906,,,4.549486573134879,1.2540526471448,2.1029741987402497,3.210095265645916,4.981693249281985,3.830493879537092,2.993282641418726
1.867128519305018,2.316819014037466,1.500000000000006,,,3.231358425958505,1.2963947550022663,1.977542122447448,2.771680198034978,4.295836754642925,3.796458013003144,2.948885967383181
1.0,2.200130583460684,1.4999999999999998,,,2.629725010124349,1.3387368628597334,1.934995736126808,2.770561128994715,2.54619022112878,1.5517428005686131,2.817046368566333
1.0,2.0834421528839027,1.3333333333333333,,,2.920339627360172,1.3810789707172,2.229834398075623,3.2738941577923426,3.658122732871637,1.0,2.8684600347473865
1.814625883979481,1.9667537223071208,1.1666666666666663,,,17.02757138860755,1.4234210785746666,2.506905146703013,2.3041299646739275,4.257239659022067,1.0000000000000002,2.8258640894629368
1.6573129419897406,1.850065291730339,1.0,,,4.519652732952612,1.4657631864321332,2.2644731261290807,2.876121304591344,2.745175809689473,1.103272501658469,2.1696063593057184
