Duration_envelope_Root_standard_squared,Duration_envelope_Root_standard_squared.1,Duration_envelope_Root_standard_squared.2,Duration_envelope_Root_standard_squared.3,Duration_envelope_Root_standard_squared.4,Duration_envelope_Root_standard_squared.5,Duration_envelope_Root_standard_squared.6,Duration_envelope_Root_standard_squared.7,Duration_envelope_Root_standard_squared.8,Duration_envelope_Root_standard_squared.9,Duration_envelope_Root_standard_squared.10,Duration_envelope_Root_standard_squared
10335.85197057201,378.92459926758215,644.2290704137456,567.6442350828638,424.28093596189353,3115.653335636896,2185.892017326961,7935.046878266315,2082.676241477261,1062.921130801575,4135.571847195089,43687.92396551411
5946.791687223481,347.8898295617462,573.1566267446702,5409.596798265492,636.0995073088952,2441.0298122506697,2009.8494282858424,8246.534230296576,4146.8991965077,1041.4197342923292,7423.141475222412,42960.18170395017
4653.237772163215,316.85505985591016,703.8039576897899,1160.130599275333,517.6747422607199,4633.70604921549,1833.8068392447235,7375.228563938505,1275.451256570614,1019.9183377830836,8053.276360642852,37822.36060168805
7536.307279894719,328.5348330477833,678.5159348788571,1520.2794049856557,399.2499772125445,587.5349111009637,1657.7642502036044,8590.916701569164,1269.2410106780171,998.416941273838,4381.813956366635,37925.996689019456
7942.186954485341,340.21460623965646,653.2279120679243,2058.93006737976,280.82521216436925,1094.9508362190925,1481.7216611624856,6492.809653713218,1560.8407468094397,976.915544764592,5837.793583233626,38571.54537288148
3344.5903894170765,351.8943794315296,627.9398892569916,2018.0709641840297,373.08484647796666,1582.7263354173847,1305.6790721213667,7925.279766067311,1852.4404829408625,955.4141482553464,5447.948274670438,37001.51064697563
6174.540364948138,363.5741526234028,602.6518664460588,1871.424454973024,465.344480791564,1236.9196698438218,1275.208163065768,7952.137012879845,1760.162637950615,933.9127517461006,5810.574539672013,35708.28509547371
5210.729720082833,375.2539258152759,577.363843635126,1017.0716511584028,557.6041151051614,891.1130042702589,1244.7372540101694,7566.258728634381,1760.9360196390282,912.411355236855,2256.372616023297,36484.8109226773
2756.6649555628737,386.93369900714913,552.0758208241932,2385.003577294901,1353.0286776702123,694.7666913314055,2018.8771622449533,7510.744818116547,695.0397236899272,890.9099587276093,1591.5519815452187,36882.95529648224
4686.8688139270125,398.6134721990223,526.7877980132605,1823.4463547157147,510.3620625983693,640.3339971094432,1832.245593589434,7716.577461020815,1814.159574695088,911.9124802455502,584.6288633488343,35057.75477965137
1291.2345683955698,410.2932453908954,562.153036620838,2600.7942139362945,979.6525810794346,2554.3586336366343,1645.6140249339148,7447.898565252876,1912.804683385586,932.9150017634912,1514.4338164068772,33756.634797436585
960.141407938902,421.9730185827686,597.5182752284154,596.9477212421517,1448.9430995605,1322.5181208562046,2418.661589130093,6680.480546626194,1676.6068321541934,920.9393045216436,2177.8808739256883,32715.02047189117
1405.5432735692575,433.65279177464174,632.8835138359929,1915.6638643600872,1918.2336180415653,456.84546726925714,3191.709153326271,6064.902033941727,1718.1806382118964,908.9636072797958,3160.942656827436,32284.229370868467
3928.229952736525,445.3325649665149,668.2487524435703,1461.3704972729706,882.5492546205248,506.231637243932,1523.51548301953,6686.1994462468965,1529.473971623524,896.9879100379482,3699.26780722546,32267.693158714064
3357.3859350777493,719.3324642060444,703.6139910511478,2020.813478258313,536.7768959824191,527.5261634102901,1267.254003412396,7982.421793595116,2132.455730324356,885.0122127961005,1816.4475885271231,32085.61897515854
6057.544477923482,708.6940008688647,738.9792296587252,1661.2540269761466,669.0152128748505,548.8206895766483,449.4544816626333,7403.274394760216,1490.6610649620468,873.0365155542528,1276.6470254509336,31465.663547735083
6625.656235716329,698.0555375316849,774.3444682663027,1716.775675256805,1364.1302247306735,570.1152157430064,751.4836710927973,7210.657944579133,1650.084351633194,861.060818312405,1205.032661112513,31014.005077134618
4789.667270826748,687.4170741945052,809.7097068738801,2128.953831457032,3309.8656474120835,1123.5980537180014,822.9485715514338,6171.339515802641,1083.3286980148653,849.0851210705573,635.0266262319166,30781.480669908888
6457.106124953598,676.7786108573255,845.0749454814576,1168.14382006616,1149.9733121098484,3814.0328072101775,538.8754909726953,6441.042412077477,1310.1978987089512,837.1094238287096,1707.891354524765,28223.811781462155
11920.468334065295,666.1401475201457,880.440184089035,2949.189027341294,869.7674574754542,3183.4762079523703,523.5332838881005,7119.400270906978,1484.3621186289076,825.1337265868619,2208.2870020732216,30137.67941827575
12844.997030154374,655.501684182966,998.1474758852964,6226.300292467338,667.684282437922,1929.367758903776,416.70438507479736,7096.065119351008,1470.9160557120497,813.1580293450143,1632.828158493718,30364.54209712872
13353.45429806157,644.8632208457863,940.6565577503648,7779.542238145834,1588.5235296591668,2354.6341458155503,309.8754862614942,7268.771099650026,1201.531635539886,801.1823321031666,2805.872454149392,28984.27193656392
11313.312339046925,634.2247575086064,883.1656396154333,7324.27437839868,1235.3867355586565,2134.86054157584,203.04658744819105,6802.922684868917,1678.9057133978104,789.2066348613189,1160.6161148095402,28100.159652355
12814.479014827655,623.5862941714267,825.6747214805018,6074.347449303237,991.4734202824444,3524.63793467228,958.2281416992088,5158.578679848514,1652.569559604686,648.7949276134495,877.7004994708825,26765.254659501144
13449.207820498796,612.947830834247,768.1838033455701,5573.314612563071,3600.2578891773323,3292.735684667169,1713.4096959502267,4021.470703613112,2087.429217738829,508.38322036558026,2864.438109565844,27449.03217679172
13357.44097534911,602.3093674970673,710.6928852106387,5540.07963828611,9205.216246520717,2929.509157511455,1521.8983392225257,6495.239582803974,1493.4178468560583,533.2207896252789,2344.990514030336,29080.88136209771
10773.507925077753,591.6709041598875,653.2019670757071,5034.721182032303,9290.80256606328,11055.110750918531,1330.3869824948242,6398.308832844786,3356.348031054836,558.0583588849777,1826.107979888636,28827.43197614384
12432.904077140369,581.0324408227078,595.7110489407755,6280.317773906967,13569.377193261966,9431.673250104624,1138.875625767123,6291.401402607993,662.0245546303508,582.8959281446764,697.7177522047103,25447.469733743976
15800.061360613783,570.393977485528,538.220130805844,5566.619055071124,14502.687813830033,16532.530424438773,947.3642690394216,6117.175478183522,2565.1376035550625,607.733497404375,1384.1243351570436,25767.498800942474
16246.612205059557,559.7555141483483,480.7292126709123,8220.039618094606,15436.23563218116,20765.0588707574,755.8529123117205,6200.128572177332,1793.8980231623004,632.5710666640738,1066.2607125375507,21739.021798680984
11851.303677065,549.1170508111686,488.65656345935145,7751.030123830293,17121.23602619528,22738.149916685325,564.3415555840191,8283.487478478724,4795.713398334873,657.4086359237724,1635.837393081282,24744.938264992183
10706.0429880232,538.4785874739889,496.5839142477905,6421.466789755914,20659.317939436576,22449.772392065268,589.5451027268252,7044.258438552777,8158.336557684272,682.2462051834711,742.5101747683567,23277.507520670835
14947.187994908494,527.8401241368092,504.5112650362296,8072.693256744151,21231.50600497291,23713.73280132852,614.7486498696312,7956.269068346425,1273.7104519833874,707.0837744431699,1426.730115085314,23566.16281932213
13068.68217231145,517.2016607996294,512.4386158246687,6082.529049168795,22225.453663350723,18859.602282906013,639.9521970124373,3455.6010146854305,1392.0630732613636,731.9213437028686,1066.44856330571,24640.32270200468
14062.455803811536,506.3159564167793,520.3659666131078,9408.79353693064,22046.31186480056,3733.496251115287,665.1557441552434,2456.151550052741,3297.1432479249065,756.7589129625673,2724.273022897143,24616.44493461748
13802.350333302327,495.43025203392926,528.2933174015469,7752.22827843255,24276.91027960645,7414.224819429384,692.7114372452047,3040.8278355287853,5848.572492754299,722.7463651487598,1895.6720100957568,24443.58390316227
11924.055144718268,484.5445476510792,536.220668189986,11919.446905725315,25272.781254670263,4211.993517667579,720.2671303351661,2793.382553708761,9778.718488481092,671.3327445944411,1617.1627055504375,26518.72496602345
12133.573773118434,473.6588432682291,544.1480189784252,2958.7725878636106,26260.023949484224,1072.3878411240046,747.8228234251275,1710.1066949539195,7726.04023940256,1515.70351602798,2557.465223646634,24630.887084217866
11158.621898759831,462.773138885379,552.0753697668642,2092.5965076528432,27534.34822940496,5530.036588909645,775.3785165150889,4397.539726488807,3598.346825864719,1048.636885226329,3272.8083527516187,27902.81314575407
10910.405425397192,451.88743450252895,560.0027205553033,4228.907349172772,27866.363013352697,3382.79488344657,802.9342096050502,6479.841704396172,1040.7186001926163,581.570254424678,4181.720885848682,29942.604845098205
9610.426671736195,441.0017301196789,567.9300713437424,5258.213142756067,29246.9159523125,9055.470806981584,830.4899026950116,1231.732738144155,7328.585690841054,671.3061357051131,4263.153795120331,30001.11497986182
10505.155737341598,430.1160257368288,575.8574221321815,14031.856128055006,28673.434593059355,12865.025937101947,858.0455957849729,1481.9983426616186,2351.88013895017,761.0420169855482,4140.476310410888,26860.00092962376
11198.602373749738,419.2303213539787,583.7847729206206,18422.12099816657,29290.035389595567,11796.557399686835,885.6012888749343,3639.342282427943,5340.164942104906,850.7778982659834,8301.789790410077,25482.863244164968
10108.23726746444,408.34461697112863,591.7121237090597,18843.650445703013,29434.29473149584,14040.58298755463,913.1569819648956,5796.686222194267,1688.4476015040589,940.5137795464184,2166.9316870421485,25564.638756067543
10276.898829974189,397.45891258827857,599.6394744974988,16283.871700126245,28716.245181505365,12310.619849332164,940.7126750548572,9095.69482764757,2550.1774769870526,1030.2496608268536,1008.6795092511718,26398.577407926907
10193.2691927057,398.4338711672944,607.566825285938,16755.008138409907,29658.5779329884,12626.159978751231,968.2683681448184,8938.51887397713,2369.8429337386224,1119.985542107289,703.8387996566,27367.16248702293
10736.722074202582,399.40882974631023,615.494176074377,18224.98841363576,30190.16696385397,12204.325426276248,1014.9803494321123,2316.125656866558,1039.4786857295924,1209.721423387724,1681.980159715797,27241.695284208334
10455.059891388835,400.38378832532607,623.4215268628161,15564.771035448666,30962.81788229371,13192.798112072562,1061.6923307194063,4189.086778082077,913.2369992605928,1299.457304668159,1028.1144630374097,25289.048035781463
9394.94304437114,401.3587469043419,676.4568665557341,17240.10086362167,29766.192801670688,8822.242595040369,1108.4043120067004,2130.9230934047187,1822.8751070735275,1389.1931859485942,1127.9248307004025,24997.362990235804
9606.336485380523,402.3337054833577,729.492206248652,18037.630180872027,28690.88057045816,10576.99289937005,1155.1162932939944,1318.054474575937,822.5657976544938,1478.9290672290294,949.228527381972,21755.88335606119
10919.633398851169,403.3086640623736,782.52754594157,19882.781112878656,29438.26878688968,12586.712016058083,1201.8282745812885,1567.368612924119,707.939803984459,1568.6649485094645,1392.633916578409,22854.17958565329
11458.381617742532,404.2836226413895,835.562885634488,21156.630904790403,29035.5264909478,7811.385879289443,1248.5402558685826,1693.3842434589717,1077.146860606883,1630.6144173943103,2584.7047460542444,23372.30715931009
11170.154460844193,405.2585812204053,888.598225327406,18361.13198561521,30095.8422451202,6516.95414648937,1087.0177531658564,1208.8212517449158,4096.82939776638,1241.1823788741349,2634.584760508056,23943.80313679756
10784.632195125463,406.2335397994211,941.633565020324,18448.483718276395,29477.335566167407,12275.114770134884,617.412022120161,2832.272725375865,650.6315183361894,851.7503403539594,3019.340205505252,25761.93428272764
7169.94826511634,407.20849837843696,994.668904713242,13942.132060893831,29232.12913174248,14646.685831978417,2856.089916403016,2929.167660689324,1463.932791878717,817.4111375449296,5828.619750167793,25237.141274416048
10582.232245322615,408.1834569574528,1047.70424440616,6791.419018166114,28819.506593964667,10654.64814642426,4478.526084199757,3395.4538383188506,607.3289231329983,783.0719347359,3725.729102790402,23818.84572364271
8700.434502004784,409.1584155364686,1100.7395840990778,4917.674587953821,29220.104270811706,10105.641395026889,2632.68817636718,3170.341135391664,685.1811946160194,748.7327319268702,1833.0189784152444,22909.728697812167
7706.704330461662,410.13337411548446,509.352109423883,4097.947988349658,28291.359609300405,14844.805462505465,786.8502685346034,3031.220512973778,1296.533597644675,714.3935291178404,2843.3014452294383,21957.188530662355
5765.859941189772,411.1083326945003,1624.2588602258766,7110.710888728654,26389.41846794448,12307.64527163177,1176.0042921468776,3775.006049822218,964.3843449944376,756.0263288471062,3764.883276167095,21429.45688946804
16524.910782103692,412.0832912735161,2739.1656110278705,9693.808091530504,24181.786558728098,11950.318291302105,1054.3149491449512,4299.4776364502295,958.08890020804,797.659128576372,4218.484933918139,22915.13915017756
7716.3313588380925,413.058249852532,2322.185944370692,8374.012328558014,27044.412501482617,11289.061181005309,932.6256061430248,4509.15476538404,981.8102250270248,718.9747849652317,3992.3892489687178,26060.992084150854
6507.983789129344,414.0332084315479,420.8600421004539,9005.886285234634,26903.29897320709,14541.697163916568,810.9362631410987,4872.790295527193,1192.4937056963463,1373.878780426882,3520.800903976711,28324.81863262539
7041.771555618579,415.0081670105637,1400.7546462098956,9315.597458817669,29238.460876412297,16112.206152475568,689.2469201391724,3296.6037788101903,842.8226369532102,2028.7827758885323,2853.5187103896137,27043.412333675664
7300.60129561598,415.9831255895795,608.6546800304958,8484.982482046387,30835.623113417783,17365.587982255332,772.2789587697589,1978.970237599333,2970.3247201778145,2683.6867713501824,2536.1003751596427,26762.47865297781
7482.414627124782,416.95808416859535,588.9297779675559,7339.6001296035965,28126.045450962505,12183.644027927838,855.3109974003455,2227.902659572303,1537.9610573040522,3338.590766811833,1016.53430713948,26362.66560458264
9519.366909935034,417.9330427476112,569.2048759046161,4309.397455524353,27540.50095953348,5361.852108788993,2246.2530125271246,3264.9261551970862,3794.803756833168,2087.670324787712,5126.909815369279,25881.371563552348
7726.1537271024445,418.908001326627,549.4799738416762,3211.599158544107,26892.224120365863,1987.8618884905748,1589.4206282037696,2362.1975506520166,5065.531395994878,978.1320697700628,1495.7119767810773,24392.22220649512
5814.183064591253,419.8829599056429,532.3625483463478,1802.0016382748345,27407.9560125188,4210.734051845664,969.1088533223988,1982.343324663287,7873.950356121692,1103.640707255083,4737.042664170089,26056.563928044765
6460.39756066303,420.8579184846587,521.8041427947662,3049.497390802563,28302.579663103494,3843.688631047805,874.7267177230278,4764.597719589554,5913.420428194345,1229.1493447401033,2473.054659771032,26217.142713901
7972.861513842631,421.8328770636745,511.2457372431846,3970.776829093653,28493.82308266736,886.4319942838918,780.3445821236568,8065.339294862516,4015.227659028653,1105.0458309339983,992.4760888677612,24366.18636299168
6648.064637924343,422.8078356426904,500.6873316916029,3810.819122741234,29213.745282610493,3276.57918397552,908.0767392937984,9144.475095463382,3763.711803901624,980.9423171278931,1953.4672179306244,26033.52624154732
7350.818860058673,423.78279422170624,490.12892614002135,5602.808499215323,29213.39011672257,3642.919289145745,1035.80889646394,9624.027824073804,5495.257306081408,882.701939018166,1424.8774265238076,25949.539515081444
6577.647034419419,424.7577528007221,479.57052058843976,3830.790470887506,29314.85238542598,590.5984707937491,1163.5410536340817,10020.14062243547,6782.807769298921,1127.7901057857823,3587.986819680474,29264.64446275532
5645.073037820187,425.7327113797379,469.0121150368581,5325.253803777887,27226.188582589417,1497.5979803690927,1050.0408341985703,10008.393124229662,6337.049833224234,876.544743781395,8710.649026454628,29562.84359078356
6151.225265949143,426.70766995875374,438.23821489513904,9731.9939483689,26670.250878956853,4555.690794145597,936.5406147630592,10319.926739710294,6484.185355449743,625.2993817770076,3068.428897033872,29493.414418541684
7793.288575735034,427.6826285377696,440.2490632806579,8847.689447099676,25892.27244708487,9207.644627452308,823.0403953275479,10811.95471307936,6239.144114138587,986.1438752555296,607.3659658449662,28925.85757719699
6275.114441886517,423.0058828976564,442.2599116661768,7588.120209942308,24105.940096347986,7544.59297671707,709.5401758920367,11761.036249933815,5643.17950033479,1346.9883687340516,699.094141584568,28144.110010336884
7114.930308042225,418.3291372575431,444.2707600516956,3654.312171907002,25378.149129224847,11441.24605491151,643.7119452872807,12229.172704690862,5747.846156790438,971.8283153727874,282.1919433225321,29915.434765534952
9276.47396662502,413.6523916174299,446.28160843721446,6990.597122295613,28259.503333168446,8833.964634171134,577.8837146825247,13589.438044251934,4767.370689467069,1040.2517153274082,326.91966416581835,31585.31785798481
5906.323625076695,408.9756459773167,448.29245682273336,6751.646678393134,29693.60348761536,7097.766055287354,512.0554840777686,14061.600891037906,4898.7266942811175,1108.6751152820289,371.6473850091046,32341.266540840952
5947.698222254401,404.2989003372034,450.3033052082522,5751.14654349267,29047.329950457828,11727.605486009224,446.22725347301264,13637.427305462945,6425.704096689781,1177.0985152366495,418.9145482220882,31694.138446414352
5622.89293003498,399.6221546970902,452.31415359377104,7589.21488591977,28337.268321250936,12804.029879677875,380.3990228682566,13125.08930120442,4970.372627819143,1245.5219151912702,408.72786679106986,29513.379416988828
4778.160313546814,394.945409056977,454.32500197928994,4758.61054968216,28372.228077901385,8867.191826954775,445.92562764425634,10489.890846937153,8234.986286659776,1313.9453151458908,398.54118536005154,28729.27326797129
4261.623148655474,390.2686634168638,456.3358503648088,7376.138323019795,29873.29795096057,14093.12383303604,511.4522324202561,11359.440634748602,10713.879470364052,1299.6212829350598,388.3545039290332,28286.40732076602
3834.1252757249017,385.5919177767505,389.3300714901266,6379.386921478402,28321.18526232452,13299.850334364197,576.9788371962559,7264.468919767372,11208.30342971034,1285.297250724229,502.8362234373787,26827.92496161651
1776.1000079882735,380.9151721366373,322.3242926154445,6817.170519577899,29099.28573882282,14006.550244510929,642.5054419722555,8714.531612885548,10959.79199210038,1270.9732185133978,617.3179429457241,25602.283826815787
813.7133870751636,376.2384264965241,255.3185137407624,,31358.18177294433,13974.944935221703,708.0320467482552,9611.74263504982,7865.15069676618,1256.649186302567,731.7996624540696,24519.240879183988
1682.5452253502176,371.5616808564108,224.00375650022377,,34431.48961719395,7070.523221255226,773.558651524255,5084.516022467381,7475.354962279974,1242.3251540917358,846.281381962415,26576.900400999493
1993.767864675944,366.8849352162976,192.6889992596852,,34970.23698428354,11783.631144538247,1015.1957441670054,8634.993080208498,8418.373074845935,1228.001121880905,1471.1639083067207,25967.38573280473
1044.1460634921634,362.2081895761844,161.37424201914655,,32721.180840182755,7537.074448415506,1256.832836809756,10904.433384231728,7257.144736710021,1213.677089670074,2096.046434651026,23855.03915489943
1400.016048070515,357.5314439360711,235.22970537682977,,33173.30341576073,5554.64778932686,1255.3881056106518,10535.461162830326,6779.273704038778,1199.3530574592428,789.9732994270815,24270.7613431351
2615.3666115453307,352.8546982959579,309.085168734513,,34145.38311911033,9698.804855822951,1253.9433744115474,8286.264972475194,7234.060993334916,1185.029025248412,523.8742646520875,23610.05211837272
1543.8100821916375,348.1779526558447,382.9406320921962,,33055.27900554093,13459.744306353228,1252.4986432124433,9187.45697896113,6851.139246614619,1170.7049930375808,582.7930612546327,22977.64821386028
1250.6324363391634,343.50120701573144,562.0653458466662,,33873.5564619377,11097.975935271956,7896.263416906317,9217.48571150594,6572.083749411303,1156.38096082675,1021.0009605126476,21825.407403875808
921.8097033723716,338.8244613756182,620.1164834515257,,31921.456270696475,9395.032629078123,5192.650773998023,9482.94213286456,5455.733456124364,1142.0569286159189,912.06762737555,20262.9175198318
1711.6216363682106,334.147715735505,678.1676210563852,,33674.96431462775,11774.42196127564,3751.3836772663785,10765.7476817018,3269.118706798689,1127.732896405088,848.9907360493085,21271.374154809804
1788.2126723570657,329.4709700953917,736.2187586612447,,34732.50804587305,8388.304670789661,3631.107589016873,9139.816713595725,2442.94306760202,1113.408864194257,1086.770725638463,22016.37739702969
2591.3641185421748,324.79422445527854,794.2698962661041,,33427.79524708637,9674.038225393771,3510.831500767368,8067.000818072749,2184.0084906108245,1099.0848319834258,1377.957360553408,22786.87413733285
3030.016975390462,320.1174788151653,852.3210338709636,,35291.43875479118,7808.238484530775,3390.5554125178624,6620.004524165683,3890.922258580028,1084.760799772595,1138.8076480173734,24059.7793893876
3485.761769113859,315.44073317505206,910.372171475823,,35556.87489736354,10545.527997172469,3270.2793242683565,7441.099136786066,4969.143460085149,556.9615772951857,2084.4150323977087,21992.20471910448
2661.70746330804,310.76398753493885,876.1779479778176,,35960.83422527103,10981.286579208869,3150.003236018852,4869.414808246863,5270.032016234595,623.8010207263916,2814.7282483904246,22061.355296316768
2145.4215069645525,306.08724189482564,2117.0389176334907,,35173.73172128226,12660.05627068966,3029.7271477693457,4446.946173625841,5572.458972218445,690.6404641575974,948.1205118346844,22360.02313346941
2412.9610006696657,301.4104962547124,2262.656667180388,,35995.16932347924,12688.8884401813,2909.4510595198403,5443.491753254312,6616.600086044867,757.4799075888031,997.4243927937262,22437.997036415865
3377.8261795803173,296.7337506145992,1780.8283576880494,,38833.91145476633,14068.762436207278,2789.174971270335,6344.538550390617,8104.210357703871,824.319351020009,1318.7534788396836,23613.38445199355
4687.87074090588,292.05700497448595,1994.972819993384,,37379.62443526666,12856.003535381258,2668.898883020829,6328.208735404852,2117.274615996038,891.1587944512148,1084.0723055346666,25147.33793376861
5156.305434912898,287.3802593343727,1137.9091360435698,,41166.86954982732,13267.884580411115,2548.622794771324,6760.730665862468,3884.9113218804127,957.9982378824208,1068.819980490496,22657.51231542674
4500.129179620354,282.7035136942595,1358.2329383420397,,42604.34858752581,14420.618978710649,2428.3467065218183,12637.074253342187,2588.8660055010746,1024.8376813136265,1016.3028183983564,23067.785063817497
4972.228202218196,278.02676805414626,1200.0513355113196,,42845.83903923553,12710.619691716607,2308.0706182723134,18114.68688285131,1121.4552299759007,1091.6771247448323,500.8619003602932,22591.50087056429
3884.009071749648,273.350022414033,1041.8697326805998,,43172.2851911125,13365.243573033978,2187.7945300228075,18970.42582818783,1704.2737665378372,1158.5165681760382,1027.2309431038243,22463.10118016997
4631.9287257806445,268.67327677391984,883.6881298498797,,42813.44012492806,12153.12274332638,2067.518441773302,20351.67937365905,1470.0201934852482,1153.6004453763744,1043.353582265913,22589.210836236536
4105.483399099751,263.99653113380657,691.5510098621522,,44371.80701479793,11364.170078124229,1947.2423535237967,22550.237286340995,1369.6119754829688,1148.6843225767109,732.6369038219123,22908.197132713467
2451.9176621360166,259.31978549369336,859.0831755841234,,43868.17738450441,11942.194295173966,1826.966265274292,22255.7835941502,2388.054068566002,2489.0137473279065,1124.089844355377,21933.17367899172
2487.2828207389143,254.6430398535801,1026.6153413060947,,44026.67414211368,15578.707765305446,1706.690177024786,24529.437949271185,3090.2246477590725,3829.3431720791023,1000.770999400358,22340.77175648944
4699.4366157204695,249.96629421346688,1138.1400212747255,,42894.34631811096,16251.589968340437,1586.4140887752806,25120.340912111857,5772.348718634587,5169.672596830297,878.0395537643406,21737.65228163672
6332.71087147649,245.28954857335367,848.2650504268596,,44705.97558531494,16540.600853670236,1466.1380005257752,25256.976457117114,7222.403756050691,2635.1959614149823,755.3081081283232,21990.177973186583
6053.18764097948,240.61280293324043,667.6207742560283,,41214.25884076256,14773.655262574712,1345.8619122762698,24583.06477646464,9141.3749176229,974.0508332829052,976.4923343932644,21970.324548401222
4523.147409818606,235.9360572931272,486.976498085197,,42306.71042288057,14740.619642238966,1225.585824026764,23053.681389476696,9048.235666519884,854.8892656199838,839.2926308957083,20823.16621634232
4881.103534124462,231.259311653014,306.3322219143658,,46873.29574309356,18188.21145543824,1105.3097357772583,21572.94399889514,6266.427159734056,765.3984265993656,1228.9317805771318,21391.653634239872
4031.477834025098,226.5825660129008,414.80341095246376,,45662.783727711496,21273.49929531072,985.0336475277531,18960.96387809653,2898.4157263933284,868.3611552392244,778.8629384055276,24002.235472046825
4260.819059861243,221.9058203727875,523.2745999905618,,6995.893945383137,24539.20026730775,864.7575592782478,22305.1240867146,5464.882863378617,1481.7459656704211,985.6919923098588,21564.83356142002
1345.974507026698,217.2290747326743,631.7457890286598,,,26277.46789118241,744.4814710287426,22037.02741798068,2069.271652810373,1205.0087458646117,732.7198293486313,22289.667950245985
594.5992482869785,455.2983079625205,740.2169780667577,,,26071.28067715335,808.1968446589026,28431.797412511816,1072.3137437506275,3777.28479451414,862.7346642188606,21141.788097852244
948.3088194833244,693.3675411923667,848.6881671048557,,,28187.38084925478,871.9122182890627,37077.96232096842,535.1785419505015,2845.803680538971,908.7429011556072,22195.533835475784
355.6412298956251,4162.098798237556,957.1593561429538,,,25730.912779224425,935.6275919192228,41699.19702566005,440.4210547475822,1167.4808796294778,1059.3493158162426,23563.295816829675
285.1844973670755,456.9152811797663,1579.8722339267954,,,27075.718268557364,999.3429655493828,43415.600692191496,345.6635675446629,1294.8164829781697,1211.1277043783352,24023.51810033004
1115.720427292824,785.7249487995233,1390.5958281476624,,,25959.24744352753,1063.0583391795428,44379.648601348665,2812.2952285640654,618.3153987557453,2261.026793186338,29398.927797934903
994.3378084833582,765.8986004392174,1201.3194223685296,,,25854.066462894272,1088.4833147470358,43826.01174681976,3846.7368996899418,665.4835077638858,836.1366814451335,21635.49275439321
1297.2278251955931,746.0722520789114,1012.0430165893964,,,23123.53919932117,1113.9082903145288,39503.91116277164,4263.269295599013,712.6516167720263,1453.5563291498745,20148.795796378727
1553.651711943298,726.2459037186054,822.7666108102635,,,20783.830138798407,1139.3332658820218,34986.75031894262,4306.122152744168,553.4443887417622,1293.9890352594982,17282.326390764374
1460.7870491468248,706.4195553582995,655.7445896379917,,,18921.181947061606,1164.7582414495148,36085.20662298771,2653.1945419536,926.7914756972582,1009.3768199918796,15867.676764770944
